CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,3,3,1.5958677542091826,0.12442438117983136,4.611111111111111
1.0,7,7,1.5576542331745675,0.1199198993278368,4.785714285714286
2.0,27,26,1.5798304078888978,0.15925825875855432,4.895061728395062
3.0,91,85,1.5940405403220785,0.14310710504898996,4.745421245421245
4.0,3726,3710,1.6050001434525993,0.24308451124431693,4.990957237430668
6.0,1,1,1.6333183907037423,0.3489072613251392,5.0
