material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ge_wyckoff,num_Ge_chemenvs,CN,element,charge_range,is_single_charge
mp-780263,Ba2GeO4,1.7880821742250683,0.2785943917994544,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-7998,Li2Ge2O5,1.7549748628779356,0.5001820830330239,[4.0],4.0,4.0,4.0,Tetrahedron,4d,1,4.0,Ge,0.0,True
mp-8054,NaSc(GeO3)2,1.7732092119178997,0.2877960277290451,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-8313,Cs2Li2GeO4,1.7989602648164216,0.7769335436686061,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-8341,NaGeSbO5,1.7524453227659795,0.051728778415326,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-8346,Lu2Ge2O7,1.7570347580281933,0.3334814892163992,[4.0],4.0,4.0,4.0,Tetrahedron,8b,1,4.0,Ge,0.0,True
mp-8450,Rb2Li2GeO4,1.7957228967996464,1.7804682488041412,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-857343,Ge7H8N2O15,1.7718039645720818,0.1093026045143243,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","4f, 2c",2,4.0,Ge,0.0,True
mp-857343,Ge7H8N2O15,1.7718039645720818,0.1093026045143243,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","4f, 2c",2,6.0,Ge,0.0,True
mp-8702,LiGaGeO4,1.7857249316231587,0.4888590807769238,[4.0],4.0,4.0,4.0,Tetrahedron,6f,1,4.0,Ge,0.0,True
mp-8709,KIn(GeO3)2,1.7842130592026593,0.3751495659455885,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-9380,SrGe4O9,1.7669127968314915,0.2769533267302466,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","1a, 3f, 2d, 6g",2,4.0,Ge,0.0,True
mp-9380,SrGe4O9,1.7669127968314915,0.2769533267302466,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","1a, 3f, 2d, 6g",2,6.0,Ge,0.0,True
mp-972387,Sr2MgGe2O7,1.775590283565884,0.3967369139630504,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-9751,Al2Ge2O7,1.7485222925291353,0.2504186598260016,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-983589,Ag2GeO3,1.7665395435573772,0.2570623146382359,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
