material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ge_wyckoff,num_Ge_chemenvs,CN,element,charge_range,is_single_charge
mp-10080,PrGeBO5,1.7479217273897507,0.2526667300297363,[4.0],4.0,4.0,4.0,Tetrahedron,3a,1,4.0,Ge,0.0,True
mp-1019548,BaGe(S2O7)3,1.87842776366918,0.005414111513511,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ge,0.0,True
mp-1019566,Ca3ZnGe5O14,1.7914430770140384,0.3133640009791813,[4.0],4.0,4.0,4.0,Tetrahedron,"2c, 1b",1,4.0,Ge,0.0,True
mp-1019739,Eu2Ge(BO4)2,1.7736447904048669,0.5209854615736875,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1020012,Li2Ge4O9,1.7848878805817818,0.3001800861784729,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron",4a,2,4.0,Ge,0.0,True
mp-1020012,Li2Ge4O9,1.7848878805817818,0.3001800861784729,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron",4a,2,6.0,Ge,0.0,True
mp-1020030,LiAl(GeO3)2,1.7286150118722894,0.932175162778968,"[4.0, 5.0]",4.0,4.0,4.0,"Tetrahedron, Trigonal bipyramid",4e,2,4.0,Ge,0.0,True
mp-1020030,LiAl(GeO3)2,1.7286150118722894,0.932175162778968,"[4.0, 5.0]",4.0,4.0,4.0,"Tetrahedron, Trigonal bipyramid",4e,2,5.0,Ge,0.0,True
mp-1020596,NaGa(GeO3)2,1.7762689215003842,0.2643388433766034,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1020628,SrGe(PO4)2,1.6475730960168171,0.5462654613212766,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ge,0.0,True
mp-1020650,Sr3Ge2(B3O8)2,1.7681398796209322,0.1614143972943415,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1020704,Sr2Ge(S2O7)4,1.6752038227844674,0.5027173973109105,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ge,0.0,True
mp-1020707,Rb2GeB4O9,1.7722529012983417,0.3223029599226182,[4.0],4.0,4.0,4.0,Tetrahedron,2a,1,4.0,Ge,0.0,True
mp-1020896,Rb4Ge3B6O17,1.7733070755119826,0.4173931748783094,[4.0],4.0,4.0,4.0,Tetrahedron,2a,1,4.0,Ge,0.0,True
mp-1021510,LiGe2(PO4)3,1.752060513844858,0.3288057044234502,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ge,0.0,True
mp-1021514,NaGe2(PO4)3,1.774803615141045,0.2745410680573466,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ge,0.0,True
mp-1042864,Ti(GeO3)2,1.7689498168875233,0.0608514367117558,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1042873,Sn(GeO3)2,1.7720342421005413,0.2786038830887209,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1042982,CaTi(GeO3)2,1.9708567099548189,-0.0208328683930851,"[3.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Triangular non-coplanar",4e,2,3.0,Ge,0.0,True
mp-1042982,CaTi(GeO3)2,1.9708567099548189,-0.0208328683930851,"[3.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Triangular non-coplanar",4e,2,5.0,Ge,0.0,True
mp-1043032,Ti(GeO3)2,1.7692953343731346,0.0479639862181809,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043139,CaNi(GeO3)2,1.7828450358548724,0.7734394105579371,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,4.0,Ge,0.0,True
mp-1043139,CaNi(GeO3)2,1.7828450358548724,0.7734394105579371,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,5.0,Ge,0.0,True
mp-1043149,MgCo(GeO3)2,1.7860131552669531,0.3630826381536762,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043162,MgNi(GeO3)2,1.7863787482598816,0.4108287299635549,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1043165,CaNi(GeO3)2,1.7855377037978597,0.360947142512087,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1043166,ZnNi(GeO3)2,1.7834223820814523,0.3004325957390463,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1043170,CaCo(GeO3)2,1.788203576612506,0.8072929609945436,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,4.0,Ge,0.0,True
mp-1043170,CaCo(GeO3)2,1.788203576612506,0.8072929609945436,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,5.0,Ge,0.0,True
mp-1043189,MgCo(GeO3)2,1.7873297253266884,0.4222789518959962,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1043196,ZnCo(GeO3)2,1.7784306553264764,0.261463390880659,[4.0],4.0,4.0,4.0,Tetrahedron,4i,1,4.0,Ge,0.0,True
mp-1043203,CaCo(GeO3)2,1.782819722749012,0.3303839190250064,[4.0],4.0,4.0,4.0,Tetrahedron,1a,1,4.0,Ge,0.0,True
mp-1043213,MgV(GeO3)2,1.7919551436715924,0.4429241463675725,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1043243,MgNi(GeO3)2,1.7822525976668058,0.3901235988678005,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043305,ZnNi(GeO3)2,1.7774300610260254,0.2409190585703171,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043317,ZnCo(GeO3)2,1.7768191415014036,0.230058759598652,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043355,CaV(GeO3)2,1.792130055324709,0.4129180084375175,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043433,CaV(GeO3)2,1.7921299290250725,0.4129238630008464,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043445,MnZn(GeO3)2,1.7775553555010766,0.2439443349070519,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1043454,MgMn(GeO3)2,1.7897336924661715,0.4627890655487201,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1043484,CaMn(GeO3)2,1.788379806121382,0.3992130672697898,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1043493,MgFe(GeO3)2,1.7880114005088372,0.4368754893385411,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1043513,CaFe(GeO3)2,1.7856645285984876,0.382404119430161,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1043530,MgFe(GeO3)2,1.7826681343468114,0.402502931165886,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043588,ZnFe(GeO3)2,1.781068126763603,0.1921645334518384,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1043811,ZnFe(GeO3)2,1.78273003914268,0.276218947952873,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1043877,CaFe(GeO3)2,1.792301536959147,0.8851542568060988,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,4.0,Ge,0.0,True
mp-1043877,CaFe(GeO3)2,1.792301536959147,0.8851542568060988,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,5.0,Ge,0.0,True
mp-1043952,CaMn(GeO3)2,1.79410988285365,1.1084369403255825,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,4.0,Ge,0.0,True
mp-1043952,CaMn(GeO3)2,1.79410988285365,1.1084369403255825,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron",4e,2,5.0,Ge,0.0,True
mp-1044245,MnZn(GeO3)2,1.776872844073215,0.2325043109170341,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1044891,MgMn(GeO3)2,1.7841269581819543,0.4073064973616369,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1095485,BaGe(PO4)2,1.72267834533683,0.4210690370840219,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ge,0.0,True
mp-10966,Tb2Cu(GeO3)4,1.775053811346461,0.3014053957289345,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1097997,KEu(GeO3)2,1.7814475964273448,0.5145005810659318,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1101981,SrGe(PO4)2,1.625989961293855,0.5982819894601772,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ge,0.0,True
mp-1105143,NaIn(GeO3)2,1.7783276431010848,0.3404143015774463,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1105411,LiCr(GeO3)2,1.7550144235583125,0.319026787506489,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1105628,NaMn(GeO3)2,1.7747607651444146,0.2198721957450858,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1106201,MnGeO3,1.7705043905799542,0.371179999110096,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1173783,NaCa2GeO4F,1.7846708248455756,0.528587475594821,[4.0],4.0,4.0,4.0,Tetrahedron,1a,1,4.0,Ge,0.0,True
mp-1178450,Cs6Ge2O7,1.7782856700265637,0.4964092637950748,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1186921,Rb2Ga2Ge3O10,1.7763938043345149,0.3918395729642789,[4.0],4.0,4.0,4.0,Tetrahedron,"1a, 2c, 1b",1,4.0,Ge,0.0,True
mp-1188169,LiFe(GeO3)2,1.7549339379027036,0.2725216273357883,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1190545,Ba2MgGe2O7,1.761919179485807,0.3463461041628631,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1190820,Ba2FeGe2O7,1.7630997400381112,0.3637759328184624,[4.0],4.0,4.0,4.0,Tetrahedron,8e,1,4.0,Ge,0.0,True
mp-1190827,Ba2CoGe2O7,1.7850849380015668,0.3992713619613862,[4.0],4.0,4.0,4.0,Tetrahedron,1a,1,4.0,Ge,0.0,True
mp-1190949,Ba2ZnGe2O7,1.7784833519120515,0.3984288680729917,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1191317,Sr2CoGe2O7,1.7778325038059832,0.3944066944315501,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1191402,GdMnGe2O7,1.7928462935191227,0.1566429295874689,[4.0],4.0,4.0,4.0,Tetrahedron,4l,1,4.0,Ge,0.0,True
mp-1191974,CaGe(PO4)2,1.592254808228327,0.7668033446567695,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ge,0.0,True
mp-1192147,Ba2MnGe2O7,1.7809534057360807,0.4037431222900528,[4.0],4.0,4.0,4.0,Tetrahedron,8e,1,4.0,Ge,0.0,True
mp-1192417,BaGePbO4,1.7673541553348286,0.1570945622039141,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1192433,Na5Pr4Ge4O16F,1.7770878372607768,-0.0809182953022433,[4.0],4.0,4.0,4.0,Tetrahedron,4g,1,4.0,Ge,0.0,True
mp-1192544,Na5Nd4Ge4O16F,1.7759905738740085,0.0161669138048497,[4.0],4.0,4.0,4.0,Tetrahedron,4g,1,4.0,Ge,0.0,True
mp-1192743,SrGePbO4,1.7810272538567689,0.1131597178412185,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1194165,Ba3Ge2(B3O8)2,1.750255451718564,0.1437202683465477,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1194519,K4Eu2U(GeO4)4,1.7754388979308338,0.2184515554783219,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1194658,Ba7GeB3ClO13,1.7761224020144002,0.6931147772481538,[4.0],4.0,4.0,4.0,Tetrahedron,4h,1,4.0,Ge,0.0,True
mp-1194662,K3TbGe3(HO5)2,1.7713411148699625,0.2006931590071597,[4.0],4.0,4.0,4.0,Tetrahedron,"4c, 8d",1,4.0,Ge,0.0,True
mp-1194740,LiSc(GeO3)2,1.7736624417363156,0.3233175738609396,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1194795,Ba7GeB3BrO13,1.7765973878792989,0.6794647393866877,[4.0],4.0,4.0,4.0,Tetrahedron,4h,1,4.0,Ge,0.0,True
mp-1195258,K3GdGe3(HO5)2,1.7739362207088405,0.3522415048637214,[4.0],4.0,4.0,4.0,Tetrahedron,"4c, 8d",1,4.0,Ge,0.0,True
mp-1195316,SmFeGe2O7,1.7771341547989028,0.3658192634044038,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1196124,BaGe4O9,1.7856509408505328,0.3084238746977834,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","1c, 1a, 3d, 1b",2,4.0,Ge,0.0,True
mp-1196124,BaGe4O9,1.7856509408505328,0.3084238746977834,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","1c, 1a, 3d, 1b",2,6.0,Ge,0.0,True
mp-1196136,Gd2Ge(BO4)2,1.7714596857974516,0.4857558792584441,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1196546,Ag2Ge(S2O7)3,1.72629124933136,0.4613943843053393,[6.0],4.0,4.0,4.0,Octahedron,"2c, 2d",1,6.0,Ge,0.0,True
mp-1197137,Nd2Ge(BO4)2,1.7560076717056134,0.5135559020801063,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1197686,GaGe2H5CNO6,1.7695188923848977,0.0144424597749591,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1197913,GePb(S2O7)3,1.802448937167444,0.2614045626707725,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ge,0.0,True
mp-1198094,Cs4U(Ge2O5)4,1.759272359269627,0.4050876208894979,"[4.0, 5.0]",4.0,4.0,4.0,"Tetrahedron, Trigonal bipyramid",4e,2,4.0,Ge,0.0,True
mp-1198094,Cs4U(Ge2O5)4,1.759272359269627,0.4050876208894979,"[4.0, 5.0]",4.0,4.0,4.0,"Tetrahedron, Trigonal bipyramid",4e,2,5.0,Ge,0.0,True
mp-1198509,GePb2(SeO3)4,1.8611633068390987,0.1835658322657246,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ge,0.0,True
mp-1199892,RbGeB3O7,1.7507427863864673,0.1467635843171939,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1199973,Co4GeP4(H6O11)2,2.0021918552316142,-0.2252603040323247,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ge,0.0,True
mp-1200513,BaCu2Ge3(HO5)2,1.794097137337819,0.292083652861414,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","4f, 2b",2,4.0,Ge,0.0,True
mp-1200513,BaCu2Ge3(HO5)2,1.794097137337819,0.292083652861414,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","4f, 2b",2,6.0,Ge,0.0,True
mp-1201485,Mn4GeP4(H6O11)2,1.9662115632352573,-0.1409740150437692,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ge,0.0,True
mp-1201655,CaCuGeH2O5,1.7875528460106067,0.2354515813850368,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1202152,Cu3Ge(PO5)2,1.7686349632962688,0.1675586141275317,[4.0],4.0,4.0,4.0,Tetrahedron,2e,1,4.0,Ge,0.0,True
mp-1202169,NaPr3Ge4O13,1.778512346547478,0.3447558609912337,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1202192,Na6Sn4Ge5O22,1.7792268338944277,0.2625905025981296,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1202492,Cs10Ge2O9,1.8091954754336208,-0.0383343616925078,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1202858,Hg2GeS6Cl2O21,1.8967363051675408,0.0503739920980249,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ge,0.0,True
mp-1203238,K4Ge2B8H2O19,1.7712682136573044,0.2485024761948301,[4.0],4.0,4.0,4.0,Tetrahedron,4f,1,4.0,Ge,0.0,True
mp-1203289,CsGeSbO5,1.7717903259896264,0.4306506330644567,[4.0],4.0,4.0,4.0,Tetrahedron,8g,1,4.0,Ge,0.0,True
mp-1203325,Sm2Ge(BO4)2,1.7707122869646323,0.5651145849918092,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1204495,Tb2Ge(BO4)2,1.752196147441945,0.4699024924341685,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1204954,Cd12Ge17(B4O29)2,1.782507240658099,0.3063519742580525,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","1a, 4h",2,4.0,Ge,0.0,True
mp-1204954,Cd12Ge17(B4O29)2,1.782507240658099,0.3063519742580525,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","1a, 4h",2,6.0,Ge,0.0,True
mp-1205333,CaTiGeO5,1.7693766542178786,0.0553634552001266,[4.0],4.0,4.0,4.0,Tetrahedron,2e,1,4.0,Ge,0.0,True
mp-1205383,Nd2GeO5,1.7594492935484336,0.4270421060805235,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1205426,KNa3Al4(GeO4)4,1.762195055934221,0.0855231768986862,[4.0],4.0,4.0,4.0,Tetrahedron,2a,1,4.0,Ge,0.0,True
mp-1207680,YGeBiO5,1.7816976518456589,0.1350110506904003,[4.0],4.0,4.0,4.0,Tetrahedron,8c,1,4.0,Ge,0.0,True
mp-1207733,YCrGeO5,1.7049569467926673,0.7382871336508894,[5.0],4.0,4.0,4.0,Square pyramid,4g,1,5.0,Ge,0.0,True
mp-1208000,Tm2Cu(GeO3)4,1.7730476011998693,0.2525472350474601,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1208044,Tm2Cu(GeO4)2,1.7963326134797128,0.2669129325678783,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,4.0,Ge,0.0,True
mp-1208044,Tm2Cu(GeO4)2,1.7963326134797128,0.2669129325678783,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,5.0,Ge,0.0,True
mp-1208364,TbAlGe2O7,1.7726211531769325,0.3594763089401895,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1208375,TbGaGe2O7,1.7755277210102731,0.3426428222332985,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1208423,TbCrGeO5,1.7160550131934904,0.7045879617081707,[5.0],4.0,4.0,4.0,Square pyramid,4g,1,5.0,Ge,0.0,True
mp-1208539,Tb2Cu(GeO4)2,1.7964372913961753,0.2860593874324824,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,4.0,Ge,0.0,True
mp-1208539,Tb2Cu(GeO4)2,1.7964372913961753,0.2860593874324824,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,5.0,Ge,0.0,True
mp-1208672,SrCo(GeO3)2,1.788550811301156,0.3951522242562317,[4.0],4.0,4.0,4.0,Tetrahedron,8f,1,4.0,Ge,0.0,True
mp-1208678,SmGaGe2O7,1.7763990391667983,0.3808424799304969,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1208680,SrMn(GeO3)2,1.787381934981178,0.3830648664609211,[4.0],4.0,4.0,4.0,Tetrahedron,4i,1,4.0,Ge,0.0,True
mp-1208812,SmCrGeO5,1.72326109832043,0.675944940212613,[5.0],4.0,4.0,4.0,Square pyramid,4g,1,5.0,Ge,0.0,True
mp-1208916,Sm2Cu(GeO4)2,1.797662619031684,0.3061731225657647,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,4.0,Ge,0.0,True
mp-1208916,Sm2Cu(GeO4)2,1.797662619031684,0.3061731225657647,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,5.0,Ge,0.0,True
mp-1208925,SmAlGe2O7,1.775684318644028,0.3651825717543717,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1209262,Sm3VGeO9,1.7867988502004426,0.3976279251066344,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1209621,PrGaGe2O7,1.778851008674993,0.3870904304731954,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1209642,PrAlGe2O7,1.7590260496096284,0.3649370828370514,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1209712,Pr5Ge3O13,1.7228235777516212,0.4952666072360449,[4.0],3.66666667,3.66666667,3.66666667,Tetrahedron,6h,1,4.0,Ge,0.0,True
mp-1209738,Pr2Cu(GeO4)2,1.7982712446525884,0.3364014901815433,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,4.0,Ge,0.0,True
mp-1209738,Pr2Cu(GeO4)2,1.7982712446525884,0.3364014901815433,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,5.0,Ge,0.0,True
mp-1209800,Rb2ZnGeO4,1.7876826198474411,0.0719902598265683,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1209926,RbTaGeO5,1.762620543858192,0.5773116041475079,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1209985,Pr3VGeO9,1.7906820687139011,0.3703065879699088,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1210145,NdCrGeO5,1.7323173069587403,0.651852215675641,[5.0],4.0,4.0,4.0,Square pyramid,4g,1,5.0,Ge,0.0,True
mp-1210256,RbNbGeO5,1.7653342407374393,0.3342759593379905,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1210319,NdFeGe2O7,1.7763707388458785,0.3638556691899438,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1210369,Nd3VGeO9,1.788699378286929,0.3892848602378703,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1210405,Na4Sr(Ge2O5)3,1.7842455078712305,0.3873136951202944,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","6g, 6h",2,4.0,Ge,0.0,True
mp-1210405,Na4Sr(Ge2O5)3,1.7842455078712305,0.3873136951202944,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","6g, 6h",2,6.0,Ge,0.0,True
mp-1210469,Rb2Ba(Ge4O9)2,1.7875951402564976,0.3254231279873731,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","12g, 2a, 4d, 2b",2,4.0,Ge,0.0,True
mp-1210469,Rb2Ba(Ge4O9)2,1.7875951402564976,0.3254231279873731,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","12g, 2a, 4d, 2b",2,6.0,Ge,0.0,True
mp-1210845,NaGaGeO4,1.773352643319312,0.0609394440236317,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1210874,Lu2Cu(GeO3)4,1.770733677773885,0.1829793456632474,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1211012,LiYGeO4,1.7798997292656242,0.6149768052779021,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1211560,KRbGeO3,1.791195457942904,0.8584261013311757,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1211716,K2TiGe(PO5)2,1.6688324618610535,0.6430154012189371,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ge,0.0,True
mp-1211859,Na3Mn5(Ge3O10)2,1.7818956232114496,0.3007709220263397,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Ge,0.0,True
mp-1211910,LaAlGe2O7,1.7802537653062274,0.3856326008682098,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1211987,La4GeO8,1.773038198214607,-0.297547821942067,[4.0],4.0,4.0,4.0,Tetrahedron,4c,1,4.0,Ge,0.0,True
mp-1212053,K2MgGeO4,1.7809694236839868,0.0053399809008261,[4.0],4.0,4.0,4.0,Tetrahedron,4a,1,4.0,Ge,0.0,True
mp-1212069,Na2Sr(Ge4O9)2,1.7852776855976746,0.3144866447369575,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","12g, 2a, 4d, 2b",2,4.0,Ge,0.0,True
mp-1212069,Na2Sr(Ge4O9)2,1.7852776855976746,0.3144866447369575,"[4.0, 6.0]",4.0,4.0,4.0,"Octahedron, Tetrahedron","12g, 2a, 4d, 2b",2,6.0,Ge,0.0,True
mp-1212155,HoCrGeO5,1.7030373089882986,0.748049461964007,[5.0],4.0,4.0,4.0,Square pyramid,4g,1,5.0,Ge,0.0,True
mp-1212281,NaGaGeO4,1.772424542526662,0.0359229418323517,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Ge,0.0,True
mp-1212393,Ho2Cu(GeO4)2,1.7965862000846755,0.2759969015235001,"[4.0, 5.0]",4.0,4.0,4.0,"Trigonal bipyramid, Tetrahedron","1a, 2b",2,4.0,Ge,0.0,True
