CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
3.0,2,1,0.5,1.0
3.0,4,1,0.5,2.0
4.0,3,1,0.002331002331002331,0.006993006993006993
4.0,4,428,0.9976689976689976,3.9906759906759905
5.0,4,44,1.0,4.0
6.0,4,132,1.0,4.0
