CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
3.0,6,2,1.9242440632640883,1.9504694292616362,0.019264252342278614,1.0
4.0,1890,430,1.7468044851555802,1.7758794262073048,0.02307143967508078,0.9353693181818182
5.0,141,44,1.7618854165701532,1.9319103988435478,0.274163952129915,1.0
6.0,1057,132,1.8325640309690536,1.9911553984013872,0.19662536151020873,0.9993680884676145
