CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
3.0,4.0,4,1,1.907889383596798,1.9472273915553915,0.028896347629952582,0.6666666666666666
3.0,2.0,2,1,1.956953422598669,1.956953504674126,6.17669306742737e-08,0.3333333333333333
4.0,4.0,1885,428,1.7467634726568684,1.77588672975855,0.023112050600110682,0.9973544973544973
4.0,3.0,4,1,1.7648089720899978,1.7726731672106462,0.005243243586952599,0.0021164021164021165
4.0,3.66666667,1,1,,,,0.0005291005291005291
5.0,4.0,141,44,1.7618854165701532,1.9319103988435478,0.274163952129915,1.0
6.0,4.0,1057,132,1.8325640309690536,1.9911553984013872,0.19662536151020873,1.0
