CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
3.0,2,2,1.8911330433491873,0.1784526319561324,3.0
4.0,430,430,1.7750658765771012,0.3359985502293334,3.9968992248139537
5.0,44,44,1.7604865914411123,0.5753966525095646,4.0
6.0,132,132,1.7241464134277487,0.4646313835188449,4.0
