CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
1.0,3,3,4.0,4.0,s_avg > 1,4+:1.0000
2.0,7,7,4.0,2.0,s_avg > 1,4+:1.0000
3.0,18,18,3.888888888888889,1.2962962962962963,s_avg > 1,2+:0.0556; 4+:0.9444
4.0,57,57,3.9473684210526314,0.9868421052631579,s_avg ≤ 1,3+:0.0526; 4+:0.9474
5.0,105,105,3.9809523809523806,0.7961904761904761,s_avg ≤ 1,3+:0.0190; 4+:0.9810
6.0,1376,1376,3.9607558139534884,0.6601259689922481,s_avg ≤ 1,2+:0.0015; 3+:0.0363; 4+:0.9622
7.0,5,5,3.6,0.5142857142857143,s_avg ≤ 1,3+:0.4000; 4+:0.6000
