material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ti_wyckoff,num_Ti_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1221506,Na11TiNb2Si4(PO13)2,1.5844146718178005,1.0344423069759456,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ti,0.0,True,11.0,6.0,1.7415786370750421,2.136977554670045,2.011965252362312,0.12792049635371924,0.3953989175950028,50.283021063999165,23.2050792139112,20.5997884837665,95.63770220264563,6.0,1.0,1,Octahedron
mp-1221508,Na11TiNb2Si4P2O25F,1.5813826393584616,0.9624457567368728,[5.0],4.0,4.0,4.0,Octahedron,1a,1,5.0,Ti,0.0,True,11.0,5.0,1.7195960333238336,2.048666462499326,1.9606787579793523,0.12253912432248107,0.32907042917549223,70.1091124153771,27.952918071780076,27.486677484904515,96.58143428337105,5.0,1.0,1,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,2.0,6.0,1.814349375398035,2.2171185751904603,1.996869131727103,0.11998782291432605,0.4027691997924252,82.05061115609297,34.41912384559277,15.917100049944967,147.79964379887073,6.0,1.0,1,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,3.0,6.0,1.8139147290222515,2.217695801304591,1.9969282925908989,0.12027167445716601,0.4037810722823396,55.79885869522954,21.799131160232463,11.552974074044657,94.18421527397888,6.0,1.0,2,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,4.0,6.0,1.8149109709495141,2.2174112857029735,1.9968663626141303,0.11993931040693555,0.4025003147534594,98.3892744747581,34.22731079682901,42.84555830711222,179.2157390054682,6.0,1.0,3,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,5.0,6.0,1.8144339375983172,2.2166669273845927,1.9967159591284849,0.11983689862887194,0.40223298978627553,62.9793490105611,28.89883621770261,15.419640515988847,105.9626205154833,6.0,1.0,4,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,6.0,6.0,1.8257669048289087,2.2120146015249897,1.995421945024316,0.11602103252579159,0.38624769669608106,75.07258130966248,33.23175351481092,15.538761554893465,116.93616721374075,6.0,1.0,5,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,7.0,6.0,1.8252610083634946,2.2117064073847668,1.995406116364336,0.11603342177361717,0.3864453990212722,65.5623708853338,27.16348563750978,12.579246538932663,110.84516024523313,6.0,1.0,6,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,8.0,6.0,1.8255272602413406,2.2124759305926704,1.9954010444044992,0.11617377435197869,0.38694867035132985,97.88509107902047,33.54838068079885,42.753486325107396,175.34304203526864,6.0,1.0,7,Octahedron
mp-1221997,MgTi4FeO10,1.782181740894718,0.5707236070414208,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,9.0,6.0,1.825489551537406,2.212422250113401,1.9953645197778684,0.11618223565698282,0.3869326985759951,62.68444364313879,28.788797228688175,15.524769046984575,105.51195202666878,6.0,1.0,8,Octahedron
mp-1222007,MgTi2O5,1.7769356213492773,0.5609215023191856,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.874549302558408,2.1506975472835768,1.9936284080805666,0.09507171601744864,0.27614824472516886,50.04725179842694,33.35557964091642,0.0,93.4854150902691,6.0,1.0,1,Octahedron
mp-1222007,MgTi2O5,1.7769356213492773,0.5609215023191856,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.874549302558407,2.1506975472835768,1.993628408080566,0.09507171601744926,0.27614824472516974,66.5413441538793,48.62907855881131,0.0,172.6683872366849,6.0,1.0,2,Octahedron
mp-1222007,MgTi2O5,1.7769356213492773,0.5609215023191856,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,4.0,6.0,1.8732946654246418,2.1635812627229694,1.9904260196304195,0.08757652682448568,0.2902865972983275,97.59335644746092,47.50837912500912,0.0,170.90921170571977,6.0,1.0,3,Octahedron
mp-1222007,MgTi2O5,1.7769356213492773,0.5609215023191856,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,5.0,6.0,1.8732946654246425,2.1635812627229694,1.9904260196304195,0.08757652682448554,0.29028659729832684,97.59335644746092,47.508379125009135,0.0,170.90921170571977,6.0,1.0,4,Octahedron
mp-1222070,MgTi4(PO4)6,1.6219822439083778,0.8359628823299801,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ti,0.0,True,1.0,6.0,1.8803109022117257,2.0883095662692677,1.9843102215583368,0.10399924318349499,0.20799866405754197,104.40933291959533,30.48342970401153,75.9435280475999,163.19398567820085,6.0,1.0,1,Octahedron
mp-1222070,MgTi4(PO4)6,1.6219822439083778,0.8359628823299801,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ti,0.0,True,2.0,6.0,1.9242875025508568,1.9640054528693223,1.944146471212728,0.019858894184006617,0.03971795031846548,41.421353471792806,14.679682011892485,14.693002809146561,55.68049386168306,6.0,1.0,2,Octahedron
mp-1222070,MgTi4(PO4)6,1.6219822439083778,0.8359628823299801,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ti,0.0,True,3.0,6.0,1.8803109022117273,2.088309566269269,1.9843102215583377,0.1039992431834945,0.20799866405754175,104.40933291959531,30.483429704011517,75.94352804759987,163.19398567820082,6.0,1.0,3,Octahedron
mp-1222070,MgTi4(PO4)6,1.6219822439083778,0.8359628823299801,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ti,0.0,True,4.0,6.0,1.924287502550857,1.9640054528693227,1.9441464712127274,0.019858894184007766,0.0397179503184657,41.4213534717928,14.679682011892488,14.69300280914651,55.68049386168305,6.0,1.0,4,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,1.0,6.0,1.834232543614865,2.1864468739028866,2.0034865057490974,0.10669021605392344,0.3522143302880216,90.3341252747884,39.33801461968291,25.993270324578024,177.896458092726,6.0,1.0,1,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,2.0,6.0,1.9176491035356527,2.223876720310645,2.026535922428503,0.10658202962022956,0.30622761677499244,75.85850371243374,31.799626011585573,16.21677921936569,127.56563458092144,6.0,1.0,2,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,3.0,6.0,1.8897394334791409,2.1812218346983885,2.015120566724031,0.11299795702192435,0.2914824012192476,66.36321053755776,38.01874899892887,16.0205730692407,126.15521320600236,6.0,1.0,3,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,4.0,6.0,1.8899478670946444,2.1357392786657994,2.000693168318792,0.08404342640455997,0.24579141157115503,94.39742867523509,34.44857421922242,43.457262600251404,179.5259678017164,6.0,1.0,4,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,5.0,6.0,1.8342725719916917,2.1863911128271583,2.003488485540381,0.10666712045562579,0.35211854083546656,90.33550576088611,39.33809290313597,25.99171925460146,177.8998815860169,6.0,1.0,5,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,6.0,6.0,1.9176541587983937,2.2237433270074374,2.026512187479959,0.10653449031999684,0.30608916820904364,75.85887783367758,31.79949452520471,16.21709493088831,127.56495606032121,6.0,1.0,6,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,7.0,6.0,1.8899471436226953,2.135766964014427,2.0007108435364533,0.08403971754155305,0.24581982039173145,94.39722560434657,34.448006839685,43.45752013589769,179.52386964364786,6.0,1.0,7,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,8.0,6.0,1.8897444913357895,2.1812684152621102,2.0151440506256457,0.11300678307128077,0.29152392392632076,66.3641325976881,38.01916163331049,16.020972183809473,126.15601138349952,6.0,1.0,8,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,9.0,6.0,1.9334279206763954,2.1538667783245504,2.023850426650684,0.09480187243612606,0.22043885764815507,84.99633329439958,32.33048063032934,14.598769902652636,133.75006192831717,6.0,1.0,9,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,10.0,6.0,1.9090736103881645,2.1478475199434386,2.036804300274828,0.08702315735166233,0.2387739095552741,80.90982536035925,40.349632064965085,14.484185619151184,163.2914511784287,6.0,1.0,10,Octahedron
mp-1222072,MgTi11O20,1.8889021353699944,0.2245919818360791,[6.0],3.5,3.0,4.0,Octahedron,"1a, 2b",1,6.0,Ti,1.0,False,11.0,6.0,1.9091059235060612,2.1479383996259584,2.036835611557115,0.08705008195123819,0.23883247611989722,80.90927659698328,40.3498814630237,14.484691706763329,163.29166715145197,6.0,1.0,11,Octahedron
mp-1222091,MgTi2Pb4WO12,1.2195860647662626,1.917745627281236,[6.0],4.0,4.0,4.0,Octahedron,2e,1,6.0,Ti,0.0,True,1.0,6.0,1.8291737862219541,2.168930965768514,2.005274213155735,0.09817807316272478,0.33975717954655993,67.11797727427596,73.04002984382666,7.017137821955106,180.0,6.0,1.0,1,Octahedron
mp-1222091,MgTi2Pb4WO12,1.2195860647662626,1.917745627281236,[6.0],4.0,4.0,4.0,Octahedron,2e,1,6.0,Ti,0.0,True,2.0,6.0,1.8291737862219533,2.1689309657685163,2.005274213155735,0.09817807316272566,0.33975717954656304,99.97455419452314,41.284883640573,13.768515332247079,180.0,6.0,1.0,2,Octahedron
mp-1222224,MgTiNb2(PbO3)4,1.6190621030521002,1.0073871140224455,[6.0],4.0,4.0,4.0,Octahedron,1d,1,6.0,Ti,0.0,True,1.0,6.0,1.8329382267183165,2.2534799832490573,2.02774931817148,0.1730719643603528,0.4205417565307408,47.331669682307506,20.984819074316206,26.956606994959696,102.97729127401283,6.0,1.0,1,Octahedron
mp-1222241,Mg3Ti(BO4)2,1.7019774707343232,0.8095978506734787,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ti,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1222255,MgTi2Nb2(PbO3)5,1.841010143320352,0.4960257580512072,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ti,0.0,True,1.0,6.0,1.7812889157592358,2.4193114679034893,2.0355949253716394,0.1914126836486513,0.6380225521442535,32.55662216986938,10.621437136592156,14.666171427692829,49.06415670083685,6.0,1.0,1,Octahedron
mp-1222255,MgTi2Nb2(PbO3)5,1.841010143320352,0.4960257580512072,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ti,0.0,True,2.0,6.0,1.7874998861395657,2.4321371448852718,2.041275418041032,0.19576421611972764,0.6446372587457061,104.67149283536324,31.483763226908035,78.08049609001874,175.7672708211328,6.0,1.0,2,Octahedron
mp-1222301,LiTiO2,1.7698336300409625,0.4231123730176088,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Ti,0.0,True,1.0,6.0,1.9978885,2.099928949215187,2.065915466143458,0.04810232906358692,0.10204044921518718,48.0,44.8998886412873,0.0,90.0,6.0,1.0,1,Octahedron
mp-1222338,LiTiAlO4,1.9388534596236893,0.1161957396593873,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ti,0.0,True,2.0,6.0,1.9808057502580245,1.9886373706073586,1.9860253788786155,0.0036908352210864677,0.007831620349334045,57.80122068321057,26.980555464674012,24.008774371512715,104.11466794346681,6.0,1.0,1,Octahedron
mp-1222338,LiTiAlO4,1.9388534596236893,0.1161957396593873,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ti,0.0,True,3.0,6.0,1.980805750285509,1.9886374365559336,1.9860268524203954,0.0036918767249445117,0.007831686270424632,57.801208664939615,26.980528173075008,24.008827663356612,104.11463942337376,6.0,1.0,2,Octahedron
mp-1222347,LiTiCrO4,1.7141251336844625,0.680514878771703,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,4.0,6.0,1.9255321932083962,2.074637582037358,1.9934240367968326,0.06411262340605484,0.14910538882896174,77.74476967776741,33.88241115388213,24.177384889563932,164.58608800228123,6.0,1.0,1,Octahedron
mp-1222347,LiTiCrO4,1.7141251336844625,0.680514878771703,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,5.0,6.0,1.9254443588164252,2.0745105548095637,1.9934143073623796,0.06411397579448956,0.14906619599313853,105.71723124182962,32.452019707968326,79.58400869424611,171.85159968133522,6.0,1.0,2,Octahedron
mp-1222347,LiTiCrO4,1.7141251336844625,0.680514878771703,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,6.0,6.0,1.9254284523648286,2.0745778143797486,1.9934204588211555,0.06411299141561046,0.14914936201492002,56.916977827894065,26.246108780397925,19.495549122840277,103.17539639674571,6.0,1.0,3,Octahedron
mp-1222347,LiTiCrO4,1.7141251336844625,0.680514878771703,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,7.0,6.0,1.925498648320063,2.074543960564637,1.9934069725554415,0.06411035516126774,0.14904531224457407,66.43121832850444,25.966926933712344,19.493193944394005,103.17870619778485,6.0,1.0,4,Octahedron
mp-1222352,LiTiRhO4,1.8571648271554504,0.3368016640474713,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ti,0.0,True,2.0,6.0,1.9787554446253632,2.0014705292396235,1.9938974006704202,0.010706979943870381,0.022715084614260306,48.85037311143811,33.58176032477804,4.070428444141621,103.80285414941591,6.0,1.0,1,Octahedron
mp-1222352,LiTiRhO4,1.8571648271554504,0.3368016640474713,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ti,0.0,True,3.0,6.0,1.9787554446208604,2.001466228202518,1.9938959214952494,0.010705933868423695,0.022710783581657568,71.46092134378203,31.362640395966064,23.727893392947323,130.8049641884162,6.0,1.0,2,Octahedron
mp-1222378,LiTiFeO4,1.782381347445068,0.5202381321764431,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ti,0.0,True,2.0,6.0,1.8450270352024227,2.106046610568036,1.9994527140768392,0.09420482761214881,0.2610195753656135,62.46480779618513,28.19000398411085,25.081649858033263,109.38966035459174,6.0,1.0,1,Octahedron
mp-1222378,LiTiFeO4,1.782381347445068,0.5202381321764431,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ti,0.0,True,3.0,6.0,1.845027035202423,2.106046610568035,1.9994527140768392,0.09420482761214867,0.26101957536561193,62.46480779618512,28.19000398411084,25.08164985803325,109.38966035459171,6.0,1.0,2,Octahedron
mp-1222384,LiTi4O8,1.7830423794034498,0.5648872861098152,[6.0],3.75,3.75,3.75,Octahedron,2c,1,6.0,Ti,0.0,True,1.0,6.0,1.8121413441548875,2.218837860235237,1.9984110211927952,0.11983192679277312,0.4066965160803495,95.23270725319676,38.142322739712405,8.537736462515939e-07,174.48137188799646,6.0,1.0,1,Octahedron
mp-1222384,LiTi4O8,1.7830423794034498,0.5648872861098152,[6.0],3.75,3.75,3.75,Octahedron,2c,1,6.0,Ti,0.0,True,2.0,6.0,1.8121414357095438,2.2188378292630633,1.998411040120039,0.1198320850138151,0.4066963935535195,93.88456280002053,38.13971956844461,0.0,174.48136463400874,6.0,1.0,2,Octahedron
mp-1222384,LiTi4O8,1.7830423794034498,0.5648872861098152,[6.0],3.75,3.75,3.75,Octahedron,2c,1,6.0,Ti,0.0,True,3.0,6.0,1.915203855307007,2.14227859805355,2.009843353707416,0.09712629319378452,0.22707474274654293,63.896687432431435,27.580461474847272,0.0,91.80799232990188,6.0,1.0,3,Octahedron
mp-1222384,LiTi4O8,1.7830423794034498,0.5648872861098152,[6.0],3.75,3.75,3.75,Octahedron,2c,1,6.0,Ti,0.0,True,4.0,6.0,1.9152075238075175,2.142278542229178,2.0098433599701404,0.09712570734148382,0.22707101842166066,62.53241852451893,26.62554838874522,0.0,86.6303934693516,6.0,1.0,4,Octahedron
mp-1222491,LiTiSn(PO4)3,1.7543840843063687,0.5412677671302163,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.9410351366620082,2.00878235779704,1.9749087399066088,0.03387358675209947,0.06774722113503184,106.2302076949638,32.92645103370828,82.2456129328026,171.52197221532464,6.0,1.0,1,Octahedron
mp-1222491,LiTiSn(PO4)3,1.7543840843063687,0.5412677671302163,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.9410351366620084,2.008782357797039,1.9749087399066092,0.03387358675209895,0.06774722113503073,66.78220641861914,21.211493337930477,38.59238368329013,93.23298265196279,6.0,1.0,2,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,3.0,6.0,1.9566157673482298,2.037049489345735,2.0085443606481217,0.02492937088720472,0.08043372199750531,69.51806009259636,30.75189325398238,6.775621613541994,98.3563347240095,6.0,1.0,1,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,4.0,6.0,1.9764940859587243,2.0314358159772725,2.0053886463079578,0.022764149754709306,0.054941730018548185,81.66269510770368,34.74700872100423,30.530841525979405,178.24423741770346,6.0,1.0,2,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,5.0,6.0,1.9566157673482296,2.037049489345735,2.0085443606481213,0.024929370887204764,0.08043372199750554,96.7464400045338,38.30011208499807,6.775621613541941,177.6747541960435,6.0,1.0,3,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,6.0,6.0,1.9764940859587243,2.0314358159772725,2.0053886463079578,0.022764149754709317,0.054941730018548185,71.8564480441342,42.01211121655294,6.67220840871159,178.24423741770389,6.0,1.0,4,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,7.0,6.0,1.9566157673482298,2.037049489345735,2.0085443606481217,0.024929370887204715,0.08043372199750531,96.74644000453378,38.30011208499802,6.775621613541994,177.67475419604318,6.0,1.0,5,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,8.0,6.0,1.9764940859587241,2.0314358159772725,2.005388646307957,0.022764149754709296,0.05494173001854841,71.85644804413417,42.01211121655285,6.6722084087116995,178.24423741770346,6.0,1.0,6,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,9.0,6.0,1.9566157673482303,2.037049489345735,2.0085443606481217,0.024929370887204594,0.08043372199750487,69.51806009259636,30.751893253982377,6.775621613541994,98.3563347240095,6.0,1.0,7,Octahedron
mp-1222545,Li3Ti8O16,1.7983436155135504,0.4225777720846875,[6.0],3.625,3.625,3.625,Octahedron,"4k, 4j",1,6.0,Ti,0.0,True,10.0,6.0,1.9764940859587243,2.031435815977273,2.0053886463079573,0.022764149754709327,0.05494173001854863,81.66269510770368,34.74700872100423,30.530841525979405,178.24423741770346,6.0,1.0,8,Octahedron
mp-1222583,LuTaTiO6,1.755206558086175,0.698946674266019,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,8.0,6.0,1.7863486847452905,2.31188682284474,2.017231958324605,0.16483793316826129,0.5255381380994493,103.89929907751325,30.295148626094466,73.17342076548177,168.56399068555524,6.0,1.0,1,Octahedron
mp-1222583,LuTaTiO6,1.755206558086175,0.698946674266019,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,9.0,6.0,1.7863486847452898,2.3118868228447407,2.017231958324605,0.1648379331682617,0.5255381380994508,87.72946837029286,31.400798021766867,27.998161031443033,152.03969906549733,6.0,1.0,2,Octahedron
mp-1222583,LuTaTiO6,1.755206558086175,0.698946674266019,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,10.0,6.0,1.7863486847452896,2.311886822844741,2.0172319583246043,0.16483793316826204,0.5255381380994515,103.89929907751326,30.295148626094463,73.17342076548174,168.56399068555527,6.0,1.0,3,Octahedron
mp-1222583,LuTaTiO6,1.755206558086175,0.698946674266019,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,11.0,6.0,1.7863486847452903,2.311886822844741,2.017231958324605,0.1648379331682617,0.5255381380994508,87.72946837029286,31.400798021766853,27.99816103144309,152.03969906549727,6.0,1.0,4,Octahedron
mp-1222637,Mg10TiSn(BO5)4,1.7578460660462647,0.6064693306220892,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ti,0.0,True,20.0,6.0,1.9002695276900528,2.0845004331780754,2.0079143897191933,0.07686940880129131,0.18423090548802268,107.19808214827283,34.75981591919533,83.4746572956483,176.980144223302,6.0,1.0,1,Octahedron
mp-1222637,Mg10TiSn(BO5)4,1.7578460660462647,0.6064693306220892,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ti,0.0,True,21.0,6.0,1.9002695276900508,2.084500433178076,2.007914389719193,0.07686940880129213,0.18423090548802512,107.19808214827283,34.75981591919532,83.47465729564829,176.98014422330186,6.0,1.0,2,Octahedron
mp-1222642,Li2Ti3ZnO8,1.822921912809368,0.3965286682091744,[6.0],4.0,4.0,4.0,Octahedron,3b,1,6.0,Ti,0.0,True,2.0,6.0,1.92260579845705,2.0635252383773146,1.986998473095304,0.05061759810855717,0.14091943992026468,60.71593419555542,27.417867679901555,24.093203514448568,106.84778824720976,6.0,1.0,1,Octahedron
mp-1222642,Li2Ti3ZnO8,1.822921912809368,0.3965286682091744,[6.0],4.0,4.0,4.0,Octahedron,3b,1,6.0,Ti,0.0,True,3.0,6.0,1.9226057984570495,2.0635252383773137,1.9869984730953043,0.05061759810855704,0.14091943992026423,60.71593419555543,27.41786767990156,24.093203514448568,106.84778824720976,6.0,1.0,2,Octahedron
mp-1222642,Li2Ti3ZnO8,1.822921912809368,0.3965286682091744,[6.0],4.0,4.0,4.0,Octahedron,3b,1,6.0,Ti,0.0,True,4.0,6.0,1.922605789180525,2.0635254140255337,1.986998469875126,0.05061769169601623,0.14091962484500864,60.71593712622472,27.41786844079117,24.09320683512882,106.8477942787302,6.0,1.0,3,Octahedron
mp-1222649,Li2MgTi3O8,1.826805842801667,0.3900930107087571,[6.0],4.0,4.0,4.0,Octahedron,3b,1,6.0,Ti,0.0,True,3.0,6.0,1.9295132544309583,2.0638889392526214,1.9872495272442003,0.04824900627574412,0.13437568482166307,60.63127225765142,27.46450854608898,23.973593247121347,106.87043626671183,6.0,1.0,1,Octahedron
mp-1222649,Li2MgTi3O8,1.826805842801667,0.3900930107087571,[6.0],4.0,4.0,4.0,Octahedron,3b,1,6.0,Ti,0.0,True,4.0,6.0,1.9295132544309583,2.0638889392526214,1.9872495272442003,0.048249006275744265,0.13437568482166307,60.63127225765141,27.46450854608898,23.973593247121315,106.87043626671182,6.0,1.0,2,Octahedron
mp-1222649,Li2MgTi3O8,1.826805842801667,0.3900930107087571,[6.0],4.0,4.0,4.0,Octahedron,3b,1,6.0,Ti,0.0,True,5.0,6.0,1.9295132882030372,2.0638892785008394,1.9872495519439681,0.04824919163613883,0.13437599029780212,60.631266502341695,27.4645061951558,23.9735945171504,106.8704313618635,6.0,1.0,3,Octahedron
mp-1222689,Li2Ti2MnNiO8,1.809613188472111,0.4291040960080398,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Ti,0.0,True,4.0,6.0,1.9591213411230395,2.0244940054173903,1.9845226968753602,0.028602489082290662,0.06537266429435085,63.058061559692256,28.626863974619916,23.479140896059537,106.70420865087083,6.0,1.0,1,Octahedron
mp-1222689,Li2Ti2MnNiO8,1.809613188472111,0.4291040960080398,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Ti,0.0,True,5.0,6.0,1.959122148584905,2.024510855235317,1.9845224767799323,0.02860109983785038,0.06538870665041197,96.44465900966435,39.02155895459404,6.661612041509234,179.99627976541606,6.0,1.0,2,Octahedron
mp-1222689,Li2Ti2MnNiO8,1.809613188472111,0.4291040960080398,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Ti,0.0,True,6.0,6.0,1.959140451404739,2.0245016667735074,1.9845233303007628,0.028594503994091258,0.06536121536876838,68.29371094188588,30.20511192592707,6.660581967079728,97.66456246039802,6.0,1.0,3,Octahedron
mp-1222689,Li2Ti2MnNiO8,1.809613188472111,0.4291040960080398,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Ti,0.0,True,7.0,6.0,1.9591515767095857,2.0244803507574733,1.9845192305432533,0.028592541106717283,0.06532877404788762,62.50382678661352,27.52658514359726,23.481688258486887,106.70723795624454,6.0,1.0,4,Octahedron
mp-1222715,Li2Ti2AsPO10,2.3990996523495296,-0.7422287694369671,[6.0],4.0,4.0,4.0,Octahedron,"2b, 2a",1,6.0,Ti,0.0,True,4.0,6.0,1.722364121949757,2.3935453903989483,2.0181468210278,0.20309722506219316,0.6711812684491913,46.401737251373774,23.763152802602203,16.14545454103557,99.72738669732003,6.0,1.0,1,Octahedron
mp-1222715,Li2Ti2AsPO10,2.3990996523495296,-0.7422287694369671,[6.0],4.0,4.0,4.0,Octahedron,"2b, 2a",1,6.0,Ti,0.0,True,5.0,6.0,1.7223641219497567,2.393545390398948,2.0181468210278006,0.20309722506219324,0.6711812684491911,42.367940210787395,28.64598642131146,10.394450107192878,99.72738669731999,6.0,1.0,2,Octahedron
