CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
1.0,4.0,24,3,1.9320685077515096,1.9320685077515096,0.0,0.42857142857142855
1.0,3.5,14,4,1.8625091450191584,1.8625091450191584,0.0,0.25
1.0,3.6666666666666665,12,3,1.9060792012075212,1.9060792012075212,0.0,0.21428571428571427
1.0,3.333333333333333,6,1,2.11154134776142,2.11154134776142,0.0,0.10714285714285714
2.0,4.0,34,7,1.8973694370932517,1.9013839504200936,0.004014513326841947,0.40476190476190477
2.0,3.5,22,5,1.9453085024418135,1.9541137136638975,0.008805211222084277,0.2619047619047619
2.0,3.333333333333333,12,1,1.9167142187472745,1.916714224661078,5.913803437692331e-09,0.14285714285714285
2.0,3.6666666666666665,12,3,1.9727561265792044,1.976809899349271,0.0040537727700668035,0.14285714285714285
2.0,3.25,4,1,1.9734217620261718,1.9766525808821045,0.00323081885593271,0.047619047619047616
3.0,4.0,44,17,1.9057844703067366,1.9898771790181775,0.07601733305425089,0.9777777777777777
3.0,2.0,1,1,,,,0.022222222222222223
4.0,4.0,225,54,1.8059960316053967,1.854275608589484,0.036047803443175805,0.6859756097560976
4.0,3.6666666666666665,95,10,1.9458164400536004,2.059393489699629,0.11203451589125081,0.2896341463414634
4.0,3.0,4,3,1.8845904766689061,1.8905440873691723,0.0055824711765105626,0.012195121951219513
4.0,3.5,3,2,1.9479019157861217,2.0443216851975428,0.0964197694114207,0.009146341463414634
4.0,3.333333333333333,1,1,1.9004526472270225,1.9081041663123854,0.013252812229854185,0.003048780487804878
5.0,4.0,263,103,1.7979098715020263,1.9403629341992534,0.08722409609662728,0.5038314176245211
5.0,3.6666666666666665,235,14,1.8631581649063151,2.0093447427563063,0.10821580911066478,0.4501915708812261
5.0,3.5,16,6,1.8807402168326475,1.9804094902137104,0.06321781067512633,0.03065134099616858
5.0,3.0,4,2,1.9623106989049999,1.9884035196603191,0.013046410377659447,0.007662835249042145
5.0,3.75,4,1,1.8626529811287877,1.949256979611485,0.046959355578644384,0.007662835249042145
6.0,4.0,7208,1322,1.881603975206784,1.9881193481901034,0.08192705301295321,0.7634784450799703
6.0,3.5,1795,156,1.9265934837700174,2.0081155545179015,0.06126944902661836,0.19012816438936553
6.0,3.0,153,50,1.9929589878151266,2.0540614409469486,0.04632398060408585,0.016205910390848427
6.0,3.625,40,3,1.9766307345972378,2.0129118302513156,0.022192361810406236,0.00423683931786887
6.0,3.6666666666666665,36,4,1.889072762508165,2.016344499770238,0.1149432377782499,0.0038131553860819827
6.0,2.5,35,4,2.0474436032061147,2.0849132631509764,0.026200267327831095,0.003707234403135261
6.0,3.83333333,30,3,1.9175239435888998,1.9840763948277325,0.0462842716759317,0.0031776294884016524
6.0,3.875,24,2,1.9389098326703806,1.9934712530307797,0.04335939536750236,0.002542103590721322
6.0,3.15789474,18,1,1.9651146475881565,2.030320079079883,0.049046532806968274,0.0019065776930409914
6.0,3.66666667,18,3,1.965614623572444,2.016633100397458,0.045771018383629875,0.0019065776930409914
6.0,3.9375,16,1,1.93053945603386,1.9847004932419225,0.04421126832651045,0.0016947357271475479
6.0,3.06666667,15,1,1.9960974783593395,2.0383729172721483,0.0329615171453224,0.0015888147442008262
6.0,3.2,15,1,1.946214375781829,2.0279747690855547,0.05437954583759302,0.0015888147442008262
6.0,3.75,12,3,1.8957738405492381,2.0012825003121955,0.0843776484508827,0.001271051795360661
6.0,3.125,8,1,1.9269780847773323,2.02981034786427,0.06574958850230103,0.0008473678635737739
6.0,2.0,7,2,1.916263456719628,2.099492697114511,0.15429252724077644,0.0007414468806270522
6.0,3.333333333333333,7,1,1.9843234847073996,2.032036071769208,0.05179750449839903,0.0007414468806270522
6.0,3.25,4,1,1.995810955505084,2.0285834840432515,0.02070467403598337,0.00042368393178688696
7.0,3.0,12,2,2.0439986626828164,2.1273262895048837,0.09731537974392641,0.6
7.0,4.0,8,3,1.9115771401725419,2.0726534794831455,0.12416750507187581,0.4
