CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
0.0,3,1,1.0,3.0
1.0,3,8,1.0,3.0
2.0,3,7,1.0,3.0
3.0,3,11,1.0,3.0
4.0,3,503,1.0,3.0
5.0,3,62,1.0,3.0
6.0,3,543,1.0,3.0
