material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Al_wyckoff,num_Al_chemenvs,CN,element,charge_range,is_single_charge
mp-18401,NaAl6Fe3Si6B3O30F,1.814887473492761,0.1974030964085867,[6.0],3.0,3.0,3.0,Octahedron,6c,1,6.0,Al,0.0,True
mp-18827,AlVO4,1.792132337108055,0.1349536358524094,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid",2i,2,5.0,Al,0.0,True
mp-18827,AlVO4,1.792132337108055,0.1349536358524094,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid",2i,2,6.0,Al,0.0,True
mp-19209,LiAl(MoO4)2,1.956490105691849,-0.0481584685719734,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-19477,Mn2Al4Si5O18,1.691854955223009,0.2479253591804143,[4.0],3.0,3.0,3.0,Tetrahedron,"4l, 4k",1,4.0,Al,0.0,True
mp-21216,AlFeO3,1.680570019129484,0.4074604950640711,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4a,2,4.0,Al,0.0,True
mp-21216,AlFeO3,1.680570019129484,0.4074604950640711,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4a,2,6.0,Al,0.0,True
mp-21742,Ba5AlIr2O11,1.7299046978437116,0.1290354679660522,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Al,0.0,True
mp-21892,Al2PbO4,1.7466163760213944,0.0404765262452125,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Al,0.0,True
mp-2254,Al2O3,1.6336142546495167,0.4264086635174022,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4a,2,4.0,Al,0.0,True
mp-2254,Al2O3,1.6336142546495167,0.4264086635174022,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4a,2,6.0,Al,0.0,True
mp-23426,Al4Bi2O9,1.715290524378594,0.2536888278625125,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4h, 4f",2,4.0,Al,0.0,True
mp-23426,Al4Bi2O9,1.715290524378594,0.2536888278625125,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4h, 4f",2,6.0,Al,0.0,True
mp-23915,Ca2Al3Si3HO13,1.6788903627656993,0.3500422281253749,[6.0],3.0,3.0,3.0,Octahedron,"8d, 4c",1,6.0,Al,0.0,True
mp-23995,Al2P3(HO3)3,1.6465611996583869,0.3755302407816944,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Al,0.0,True
mp-24045,AlP(H2O3)2,1.9000079514462085,0.0220475670082075,[6.0],3.0,3.0,3.0,Octahedron,8c,1,6.0,Al,0.0,True
mp-24104,LiAlSi2H2O7,1.72355944494658,0.1302660598490775,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-24392,Ca2Al2FeSi4BHO16,1.906548588564592,0.0216903465035065,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-24402,CaAlSiHO5,1.4072380212391544,0.7822057070228624,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Al,0.0,True
mp-24469,CaAl4Si2(HO6)2,1.6629183137195809,0.3790576860741679,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,4.0,Al,0.0,True
mp-24469,CaAl4Si2(HO6)2,1.6629183137195809,0.3790576860741679,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,6.0,Al,0.0,True
mp-24505,MgAl2P2(HO)18,1.862546580487032,0.0926177515076994,[6.0],3.0,3.0,3.0,Octahedron,"1f, 1h",1,6.0,Al,0.0,True
mp-24603,CaAl2Si2(H2O5)2,1.9372882641156288,-0.0061723826189526,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Al,0.0,True
mp-24646,NaAlBP2H3O10,1.8794851871143805,0.0615894275748838,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Al,0.0,True
mp-24802,Sr2Al3Si3HO13,1.6739430000679842,0.3758686546696394,[6.0],3.0,3.0,3.0,Octahedron,"8d, 4c",1,6.0,Al,0.0,True
mp-2647039,KLaTaAlO6,1.913426618379495,0.0662435953243337,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712533,Na3Mg2Al2PS5O24,1.6106576491450688,0.4441168642724736,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712536,Na2TaAl3P4(SO12)2,1.6440398653066002,0.3895766247516484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712599,Na2TaAlSi(PO6)2,1.6599711380934967,0.399818019331367,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2712615,NaAlSnP2SO12,1.6172822617973002,0.4705935346227805,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2712618,NaAlGeP2SO12,1.664762977703886,0.3232850922505866,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2712630,Na6Al4Zn4SiS11O48,1.6049884474960865,0.4721631728001542,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712660,NaTiAlP2SO12,1.6391902142116437,0.406969717269121,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2712681,Na3Al2Zn2PS5O24,1.6126047600607016,0.4458325070933139,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712765,NaHfAlP2SO12,1.5450869672857748,0.5968492120271348,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2712780,Na2NbAl3P4(SO12)2,1.6431791111509275,0.392379719143329,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712804,NaZrAlP2SO12,1.5486104871684898,0.606966146474932,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2712829,TiAlP(SO6)2,1.7056458171315925,0.2923405309982124,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2712842,Na3Ta3AlSi3(PO8)3,1.6111995210667205,0.4589053722071876,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712854,AlGeP(SO6)2,1.6959861257021949,0.2619324435603963,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2712862,Na7Ca2Al2P5SO24,1.438330665461629,0.7397873290988808,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712914,NbAl3P2(SO6)4,1.7145323403247013,0.2695347054438441,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712919,Na3Ta2Al2SiP5O24,1.717052043034867,0.3047703259773365,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712928,AlSnP(SO6)2,1.6737820051637633,0.3726566329727448,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2712949,Ti2Al2SiS5O24,1.7363555307445149,0.2527397908024236,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712951,Hf2Al2SiS5O24,1.708990375674046,0.3110365531733746,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712955,Na3Nb2Al2SiP5O24,1.725326573993178,0.3005451433410866,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712960,ZrAlP(SO6)2,1.6644169877650348,0.4013720071170705,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2712971,Na3Nb3AlSi3(PO8)3,1.5979962351286126,0.4756673922256606,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2712974,Na14Ta5Al3(SiO4)12,1.447121059621716,0.728462500887874,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713074,TaAl3SiS5O24,1.711872698620585,0.2750473489222059,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713092,TaAl3P2(SO6)4,1.7030267802390011,0.2896711151336449,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713094,HfAlP(SO6)2,1.6541334898796607,0.4091059747767699,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2713096,Zr2Al2SiS5O24,1.7195046980786075,0.3074527256950661,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713177,NaNbAl(PO4)3,1.81200234559644,0.1583119691586835,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713184,Na5TiAl3(PO4)6,1.5138923449751107,0.5876854137050108,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713191,Na5Al3Ge(PO4)6,1.5166721376925802,0.5708673515939956,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713209,Na10TaAl7(PO4)12,1.5326010956969365,0.5572977458977606,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713245,Na4NbAl3(PO4)6,1.6235125874557053,0.426603901271413,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713296,Na2ScAlP2SO12,1.662944889488322,0.3935866342229098,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713315,Na2HfAl(PO4)3,1.7097137034732346,0.3590586617232476,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713365,NbAlP2SO12,1.78205198659292,0.1790798144960653,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713423,TaAlP2SO12,1.777424020178867,0.1848045176546463,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713429,Na10Nb7Al(SiO4)12,1.442372699034736,0.7463056562101003,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713437,NaTaAl(PO4)3,1.804289414161796,0.1589750536388292,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713440,Na10Ta7Al(SiO4)12,1.486432069236837,0.6715429274638497,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713465,Na5ZrAl3(PO4)6,1.491533546463489,0.6373592653648863,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713563,Na2TiAl(PO4)3,1.6772023397170457,0.3591120120714048,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713598,Na2ZrAl(PO4)3,1.714634442001349,0.3711635148919108,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713628,Na4TaAl3(PO4)6,1.6178664927833488,0.4294451856557942,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713680,Na2AlGe(PO4)3,1.684601280376453,0.3060720088551886,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713714,Na6Mg4Al4SiS11O48,1.600682570943608,0.473862301244043,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713717,Na2AlSn(PO4)3,1.7073190268435858,0.3409285848860198,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2713733,Nb3AlSi3(SO8)3,1.6987209851133749,0.3277288740799839,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713754,Na2Nb5Al3(PO4)12,1.817652724957888,0.1453802604647412,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713776,Na3Sc2Al2P3(SO8)3,1.4470063627157632,0.714678382138771,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713779,Ta3AlSi3(SO8)3,1.684244949946256,0.3473859797441478,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713872,Na2Ta5Al3(PO4)12,1.805148633468327,0.1592159311874335,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713874,Na3Al4P3(SO8)3,1.5550589045117007,0.5113482492876169,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2713950,Nb3Al(PO4)6,1.8143665813411405,0.1427704801725023,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c",1,6.0,Al,0.0,True
mp-2713962,Ta3Al(PO4)6,1.792585741070993,0.1721426888898172,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c",1,6.0,Al,0.0,True
mp-2713966,Na3Al2In2P3(SO8)3,1.3874752098806968,0.8019877653701831,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714049,NaAl2Ga2PS5O24,1.6369921160305752,0.3922145945205863,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714062,NaAlZn(SO4)3,1.7507433490509503,0.2963365901313478,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2714070,Na7CaAl3(PO4)6,1.555482856504914,0.5671889208303027,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714083,NaAl2In2PS5O24,1.608100002659575,0.4631948665750501,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714118,Na7MgAl3(PO4)6,1.3685872017755003,0.8089871192355765,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714149,NaMgAl(SO4)3,1.7695018990915692,0.2496670392736892,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2714187,NaSc2Al2PS5O24,1.6039837690895145,0.4847910647630306,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714241,Na2Sc4Al4SiS11O48,1.5733935625189068,0.5266327665188841,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714245,Na2Al8SiS11O48,1.6701189694910223,0.3275283496299032,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714247,Na5NbAl3SiP5O24,1.52658030972609,0.5768203355007933,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714255,Na2Al4Ga4SiS11O48,1.6774387498987706,0.3340934646455573,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714268,Na7Al3Zn(PO4)6,1.334710829256789,0.8671564328140571,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714272,Na5Zr2Al2SiP5O24,1.5410329652918215,0.6023639861125795,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714293,NaAl4PS5O24,1.639971852273478,0.3648105750998262,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714370,NaAlInP(SO6)2,1.6488016678453292,0.3968858578706505,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714395,NaAl2P(SO6)2,1.666954407058628,0.3284004948682494,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2714518,Na4Al2Si(PO6)2,1.3095810009581748,0.8974229724390611,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2714550,Na4AlGaSi(PO6)2,1.3223165756537436,0.8876134945014584,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714595,NaScAlP(SO6)2,1.651321667635408,0.4148147604860608,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714619,Na4ScAlSi(PO6)2,1.2427898775362294,1.0317649464986935,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714683,Na3AlGe3(PO4)6,1.6990088762989608,0.2826428484027071,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714696,Na3AlSn3(PO4)6,1.686461594642401,0.3564737320021349,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714707,NaAl3Zn(SO4)6,1.750143023402528,0.2175427648961462,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b, 1c",1,6.0,Al,0.0,True
mp-2714737,Na6Nb3Al5(PO4)12,1.6891093283826948,0.3355500230346665,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714747,NaCaAl3(SO4)6,1.8356571939310964,0.1090261471644268,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b, 1c",1,6.0,Al,0.0,True
mp-2714755,NaMgAl3(SO4)6,1.7714173170431748,0.1934330336495471,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b, 1c",1,6.0,Al,0.0,True
mp-2714793,Na3Ti3Al(PO4)6,1.698789512438233,0.3151374768225386,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714836,Na6Ta3Al5(PO4)12,1.6776775054056023,0.3492282904643251,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714868,Na3Hf3Al(PO4)6,1.656899666701894,0.4220373131445353,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714987,Na3Ca3Al(SO4)6,1.983499341258628,-0.016098829251751,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2714994,Na7Zr2Al2Si3(PO8)3,1.132902494841468,1.1987358487617217,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715004,Na5Al4P5SO24,1.5504663920954127,0.5302600227274771,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715013,Na4AlZn(PO4)3,1.256439008169346,1.037802707196214,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2715017,Na3AlZn3(SO4)6,1.7040291561361407,0.3575169088135154,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715023,Na3Mg3Al(SO4)6,1.7352595488577278,0.2975400337496162,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715031,Na4MgAl(PO4)3,0.9862141935136496,1.4161346605069638,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2715097,Na4Nb3AlSi4(PO12)2,1.560747420172816,0.5623964437028441,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715140,Na4Ta3AlSi4(PO12)2,1.5527792538329164,0.5674882196121135,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715171,Na7Hf2Al2Si3(PO8)3,1.1473264329009936,1.178008146632202,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715240,Na3Al2(PO4)3,1.5981779276644397,0.4665058687444355,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Al,0.0,True
mp-2715254,Na3YAl(PO4)3,1.543841783092464,0.590200396874361,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715262,Na3Al2(PO4)3,1.5203334201917742,0.5771495769043229,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2715286,Na6Nb3Al(SiO4)6,1.4942217605400772,0.6645141953711482,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715312,Na6TaAl3Si2(PO6)4,1.506566914868433,0.6172437698864773,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715329,Na6Ta3Al(SiO4)6,1.5905152808255392,0.5111303446797164,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2715331,Na3AlGa(PO4)3,1.5515517664615694,0.5376403950023219,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715341,Na6TaAl3Si2(PO6)4,1.3582740712186565,0.8353629015880774,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2715384,Na3ScAl(PO4)3,1.412321394695539,0.7690265591836026,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715405,Na3TiAlSi(PO6)2,1.4338011806670306,0.7251139943239651,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2715416,Na3AlIn(PO4)3,1.4437542957256606,0.7208318210763329,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715422,Na3ScAl(PO4)3,1.6417207116304056,0.4397432061997392,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715437,Na6Ta3Al(SiO4)6,1.4888864464442446,0.6701872290681349,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715452,Na6NbAl3Si2(PO6)4,1.5126364248765776,0.6115709348345658,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715466,Na3AlIn(PO4)3,1.6793501708428558,0.3888499769804531,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715482,Na3YAl(PO4)3,1.7117303637187269,0.3674478419561735,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715504,Na3AlGa(PO4)3,1.6385051639035315,0.4224203867087457,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715517,Na3TiAlSi(PO6)2,1.53032545632217,0.5885183852469522,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Al,0.0,True
mp-2715520,Na6Nb3Al(SiO4)6,1.55293347294753,0.5688878213680593,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-2715525,Na7Al2Ga2SiP5O24,1.301522097973283,0.9130782147425396,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715583,Na7Al4SiP5O24,1.3182788638510492,0.8753101552911253,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715584,Na2Ta3AlSi2(PO6)4,1.7251766559413468,0.2888773783002423,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715599,NaTa3AlSiP5O24,1.7538919200932923,0.2337112868554775,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715610,Na7Sc2Al2SiP5O24,1.2595543326211085,0.9776628665394068,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715624,NaNb3AlSiP5O24,1.7393908204908133,0.2585553047490708,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715626,Na7Y2Al2SiP5O24,1.340811874950931,0.8728723475341807,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715687,Na7Al2In2SiP5O24,1.3811864436350454,0.807090918290729,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715720,Na2Nb3AlSi2(PO6)4,1.7263892218128376,0.2987999731248305,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715765,NaAlGaP(SO6)2,1.673009753580742,0.3413725377902985,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715813,Na2Ta6Al2Si7S5O48,1.6367427447772325,0.4377653991719784,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715827,Na3Al2Ge2P5SO24,1.7073379417032826,0.2754151951601253,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715835,Na3NbAl3P5SO24,1.6556050770945638,0.3726939052396762,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715843,Na3Al2Sn2P5SO24,1.692631800712912,0.3138384878111068,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715867,Na3Hf2Al2P5SO24,1.6792693986973706,0.3487417418099717,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715904,Na5Hf2Al2SiP5O24,1.5412905139931508,0.5901011720711357,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715905,Na5TaAl3SiP5O24,1.5214693929883991,0.5817189303378681,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715909,Na7Mg2Al2P5SO24,1.4872293899981326,0.642273819262394,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715921,Na3TaAl3P5SO24,1.6724074112090523,0.3466248860129346,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715959,Na3Ti2Al2P5SO24,1.6980997122511805,0.3087706803890256,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2715989,Na3Zr2Al2P5SO24,1.6824587107446487,0.3482228964098988,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716034,Na5Al2SiSn2P5O24,1.571919221597603,0.5291537866117967,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716044,Na5Ti2Al2SiP5O24,1.5922242672049909,0.4777626256291857,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716162,NaTa2Al2P5SO24,1.7126074671045166,0.2877338811267127,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716202,NaNb2Al2P5SO24,1.711833882861519,0.2817023061287566,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716297,NaHf2Al2P3(SO8)3,1.672493893582957,0.3472497348739667,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716322,NaAl2Sn2P3(SO8)3,1.6762031030027675,0.3380404015229197,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716336,Na10NbAl7(PO4)12,1.5420407020435574,0.5461717802260809,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716346,Na4TaAl(SiO4)3,1.1795169286709446,1.1165915822407475,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Al,0.0,True
mp-2716377,NaNbAl3P3(SO8)3,1.7015526931127445,0.2956948498841042,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716385,NaZr2Al2P3(SO8)3,1.6865665237341043,0.3356356003063861,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
