CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,1,1,1.839400377097642,-0.0326281265684115,3.0
1.0,8,8,1.7922294200373734,0.07541646974731137,3.0
2.0,7,7,1.7585277112813793,0.12516146868734424,3.0
3.0,11,11,1.7431532765753561,0.2155802045660067,3.0
4.0,503,503,1.7077101715300798,0.23665315075665638,3.0
5.0,62,62,1.724773637864122,0.2934154637107709,3.0
6.0,543,543,1.67993967100817,0.36301909263537635,3.0
