material_id,chem_formula,R$_0$,B,Rb_chemenv,num_Rb_chemenvs,Rb_wyckoff,num_Rb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Rb_sites,num_CN_env,num_charge_states,RbX_coordn,RbO_coordn,mean_coordn_Rb-X,min_coordn_Rb-X,max_coordn_Rb-X,mean_coordn_Rb-O,min_coordn_Rb-O,max_coordn_Rb-O,mean_Rb_charge,min_Rb_charge,max_Rb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_RbO_BondL
mp-1209317,RbB2SbO6,2.8230251301717857,0.1507011774149883,Bicapped octahedron (cap faces with one atom in common),1,2a,1,[8.100059162286069],1.0,8.100059162286069,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-O-Rb-Sb,0.040042847666679,-2.429642226083333,2.3667,4,Orthorhombic,mm2,Pmn2_1,oxide,Rb,,,,,"B, Sb","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.098889365520532
mp-1209324,RbBePO4,0.728322192391045,1.0936611087324577,Metabidiminished icosahedron,1,4a,1,[6.744569811556286],1.0,6.744569811556286,ABCD4,1,1,1,[11.0],[11.0],11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-O-P-Rb,0.0,-2.881756237806122,4.9629,4,Orthorhombic,mm2,Pna2_1,phosphate,Rb,Be,,,,B,"O, P",,,,,B > 1,Positive B,3.1648944323868835
mp-1209331,Rb3ErV2O8,3.029100048749445,0.0739310269880502,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"2d, 1a",2,"[8.332501209727303, 3.9963944682857973]",0.5,6.1644478390065505,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Er-O-Rb-V,0.0,-2.725690416607143,3.3909,4,Trigonal,-3m,P-3m1,oxide,Rb,,V,,,,O,,,Er,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.202413052951419
mp-1209347,Rb3ScV2O8,2.984615645008593,0.0852391149754471,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"2d, 1a",2,"[8.703559987739311, 4.187826633886511]",0.5,6.445693310812911,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,O-Rb-Sc-V,0.0,-2.684512151964285,3.118,4,Trigonal,-3m,P-3m1,oxide,Rb,,"Sc, V",,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1675107106903075
mp-1209350,Rb3YV2O8,3.012714639396072,0.0859710433023898,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"2d, 1a",2,"[8.333531740015566, 3.976491348193835]",0.5,6.155011544104701,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,O-Rb-V-Y,0.0,-2.7096167330357157,3.3415,4,Trigonal,-3m,P-3m1,oxide,Rb,,"V, Y",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.219986498013914
mp-1209356,RbP4(WO4)8,4.039132100294987,-0.4598387475918345,Cube,1,1b,1,[4.444235667273862],0.0,4.444235667273862,AB4C8D32,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,O-P-Rb-W,0.035836902000019,-2.340523452357143,0.0,4,Monoclinic,2/m,C2/m,oxide,Rb,,W,,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,3.0756505338484468
mp-1209357,Rb3Y(PO4)2,2.6232950615094905,0.1985244127718947,"Cuboctahedron, End-trigonal-face capped trigonal prism",2,"2d, 1a",2,"[18.70922334043904, 5.347150606312217]",1.0,12.028186973375629,AB2C3D8,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,O-P-Rb-Y,0.0,-2.948579585841836,4.705,4,Trigonal,-3m,P-3m1,phosphate,Rb,,Y,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1010136373778185
mp-1209368,Rb3HoV2O8,3.0259010576190173,0.0644282087252164,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"2d, 1a",2,"[8.159935221488277, 3.898581579238488]",0.5,6.029258400363383,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-O-Rb-V,0.0,-2.719616111249999,3.364499999999999,4,Trigonal,-3m,P-3m1,oxide,Rb,,V,,,,"H, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1843988575515594
mp-1209370,Rb2Ti4O9,3.334560170551412,-0.17990952353299,"Cube, Trigonal prism",2,2i,1,"[1.914683938805283, 3.9443448014585503]",0.0,2.9295143701319164,A2B4C9,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,O-Rb-Ti,0.0,-3.097750042944443,3.0481,3,Monoclinic,2/m,C2/m,oxide,Rb,,Ti,,,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.9718116337403067
mp-1209371,RbDy(MoO4)2,2.6325520943079432,0.1584852423377089,Metabidiminished icosahedron,1,4c,1,[6.294074561087651],1.0,6.294074561087651,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mo-O-Rb,0.0,-2.546648039722222,3.6073,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.8956977998623508
mp-1209373,Rb3GdV2O8,3.0418333593137152,0.0677330871176092,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"2d, 1a",2,"[8.173019066542743, 3.957884080902552]",0.5,6.0654515737226475,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-O-Rb-V,0.0,-2.7005970294642863,3.2957,4,Trigonal,-3m,P-3m1,oxide,Rb,,V,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2141993077836544
mp-1209375,Rb3Dy(PO4)2,2.628908661470551,0.2181639971695939,"Cuboctahedron, End-trigonal-face capped trigonal prism",2,"2d, 1a",2,"[18.8207765423703, 5.656754525774849]",1.0,12.238765534072574,AB2C3D8,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-O-P-Rb,0.0,-2.964077625960883,4.6484,4,Trigonal,-3m,P-3m1,phosphate,Rb,,,,,,"O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,3.155195085056912
mp-1209392,RbPr(WO4)2,2.7645158425308365,0.1257788185524955,Square antiprism,1,4c,1,[5.383290033392259],1.0,5.383290033392259,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Pr-Rb-W,0.038487291249987,-2.603722262013889,4.518,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,W,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.9582806465429647
mp-1209393,RbGd(MoO4)2,2.6744701674068643,0.1551637620605551,Metabidiminished icosahedron,1,4c,1,[6.349632968185171],1.0,6.349632968185171,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Rb,0.0,-2.5324305254166672,3.1143,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.9288172083268713
mp-1209398,Rb3LuV2O8,2.99062093128673,0.0875511527309259,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"2d, 1a",2,"[8.446427549768893, 4.022743683942246]",0.5,6.23458561685557,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-O-Rb-V,0.0,-2.733872406369048,3.347,4,Trigonal,-3m,P-3m1,oxide,Rb,,V,,,,O,,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.197746537716519
mp-1209402,Rb3Ho(PO4)2,2.6846966391542457,0.1891613115907951,"Cuboctahedron, End-trigonal-face capped trigonal prism",2,"2d, 1a",2,"[18.675160903476915, 5.333282717695551]",1.0,12.004221810586232,AB2C3D8,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ho-O-P-Rb,0.0,-2.965242474770408,4.7154,4,Trigonal,-3m,P-3m1,phosphate,Rb,,,,,,"H, O, P",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,3.1332347508068943
mp-1209409,RbNaTi2(PO5)2,3.026193837360043,0.0233882788997632,Bicapped square prism (adjacent faces),1,4a,1,[7.568204452369278],1.0,7.568204452369278,ABC2D2E10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Rb-Ti,0.0,-3.018798374364481,3.0461,5,Orthorhombic,mm2,Pna2_1,oxide,"Na, Rb",,Ti,,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0833332257232122
mp-1209420,Rb3Tm(PO4)2,2.628305754543292,0.2225532542518589,"Cuboctahedron, End-trigonal-face capped trigonal prism",2,"2d, 1a",2,"[18.92475425411993, 6.048410540592577]",1.0,12.486582397356253,AB2C3D8,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,O-P-Rb-Tm,0.0,-2.975117652984693,4.6396,4,Trigonal,-3m,P-3m1,phosphate,Rb,,,,,,"O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,3.1579067443490674
mp-1209439,Rb8Ta6O19,3.101909234296304,-0.0562213043461832,Trigonal prism,1,8i,1,[9.513351840962253],1.0,9.513351840962253,A6B8C19,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,O-Rb-Ta,0.0,-2.9356604487575773,3.4925,3,Tetragonal,4/m,I4/m,oxide,Rb,,Ta,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.961624872523059
mp-1209459,RbIn3O5,2.198675638535069,0.4200840291765413,Square-face capped trigonal prism,1,4c,1,[3.095215938954106],0.0,3.095215938954106,AB3C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",r2SCAN,In-O-Rb,0.0,-1.926214971944443,1.424,3,Orthorhombic,mmm,Pnma,oxide,Rb,,,,In,,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0180423033583836
mp-1209473,RbNa3Fe7(PO4)6,3.1344705105031503,0.0869336214791513,no_data,1,no_data,1,no_data,0.0,no_data,AB3C6D7E24,1,1,1,[14.0],[14.0],14.0,14.0,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Na-O-P-Rb,0.0,-2.376098710841344,3.1491,5,Monoclinic,2/m,C2/c,phosphate,"Na, Rb",,Fe,,,,"N, O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.396010847712436
mp-1209481,Rb4WO5,1.8460825984477287,0.6132277413370022,"Dodecahedron with triangular faces - p2345 plane normalized, Cube, Square pyramid, Octahedron, Trigonal bipyramid, Square-face capped trigonal prism, Trigonal prism",7,2i,1,"[4.734608018001272, 7.395912526031394, 6.481544664703552, 5.969614273526708, 6.127109291165523, 6.282588488964841, 9.683255979576792, 8.16622912890798, 5.947111964882765, 4.845244934034146, 8.92143992564624, 7.628721616147375]",0.833,6.848615067632383,AB4C5,7,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,O-Rb-W,0.0,-2.033217402166666,2.9242,3,Triclinic,-1,P-1,oxide,Rb,,W,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.9364104159301334
mp-1209486,Rb4UC3O11,3.126483727916268,0.0062607856609588,"Tricapped triangular prism (three square-face caps), Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,4f,1,"[6.4865964507584, 5.733473013363648]",1.0,6.110034732061024,AB3C4D11,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,C-O-Rb-U,0.0,-2.457672650921052,2.167799999999999,4,Monoclinic,2/m,C2/c,oxide,Rb,,,,,,"C, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1185768741968465
mp-1209582,Rb2Ni2(SO4)3,2.193744338306687,0.373605694710974,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D12,2,2,1,"[15.0, 9.0]","[15.0, 9.0]",12.0,9.0,15.0,12.0,9.0,15.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Ni-O-Rb-S,0.0,-1.924288683947368,4.0383,4,Cubic,23,P2_13,sulfate,Rb,,Ni,,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1275881113817205
mp-1209583,Rb2LaNb5O15,2.64801834885444,0.170543427651077,Square-face capped hexagonal prism,1,4h,1,[10.80564129001178],1.0,10.80564129001178,AB2C5D15,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-Nb-O-Rb,0.0,-3.096761244347826,1.8633,4,Tetragonal,4/mmm,P4/mbm,oxide,Rb,,Nb,,,,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,3.010720876128629
mp-1209584,Rb2Th(NO3)6,2.8104569348269672,0.1381751484905155,Diminished icosahedron,1,4e,1,[4.870419828747688],0.0,4.870419828747688,AB2C6D18,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,N-O-Rb-Th,0.0,-1.4413770111111122,3.6611,4,Monoclinic,2/m,P2_1/c,nitrate,Rb,,,,,,"N, O",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,3.131856234940177
mp-1209587,RbEr(MoO4)2,2.623203280565311,0.1778295368419598,Metabidiminished icosahedron,1,4c,1,[6.522586843769311],1.0,6.522586843769311,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Er-Mo-O-Rb,0.0,-2.5505888233333343,3.6024000000000003,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,2.9255122314161195
mp-1209620,Rb2Mg2(SO4)3,2.244509455384992,0.3618920139510322,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D12,2,2,1,"[15.0, 9.0]","[15.0, 9.0]",12.0,9.0,15.0,12.0,9.0,15.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,Mg-O-Rb-S,0.0,-2.379046364605262,5.6159,4,Cubic,23,P2_13,sulfate,Rb,Mg,,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1491335922388948
mp-1209629,RbHo(MoO4)2,2.640723787761103,0.184949364711274,Metabidiminished icosahedron,1,4c,1,[6.667387986323373],1.0,6.667387986323373,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-Mo-O-Rb,0.0,-2.549806155625,3.6249,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,"H, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,2.9538166231121594
mp-1209633,Rb2Ti2(PO4)3,3.054309420074213,0.0154200342775107,"Truncated tetrahedron, Tricapped triangular prism (three square-face caps)",2,4a,1,"[5.956226800491093, 2.010036582454489]",0.5,3.9831316914727912,A2B2C3D12,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,O-P-Rb-Ti,0.008029465556379,-2.961221631741853,0.0179,4,Cubic,23,P2_13,phosphate,Rb,,Ti,,,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.097033486551714
mp-1209660,Rb2Zn2(MoO4)3,2.7648524615962224,0.0918643860574326,"End-trigonal-face capped trigonal prism, Face-capped octahedron",2,4e,1,"[4.399575626639741, 8.758747455255428]",0.5,6.5791615409475845,A2B2C3D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Rb-Zn,0.001732859210529,-2.040496877894737,3.5953,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,"Zn, Mo",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9419681185417024
mp-1209752,Rb2Na2Al3(GeO4)3,2.913149084727159,0.201406882622223,Octahedron,1,4b,1,[20.005126854064066],1.0,20.005126854064066,A2B2C3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-Na-O-Rb,0.041125632754823,-2.521125392852664,0.0,5,Orthorhombic,mm2,Pmn2_1,oxide,"Na, Rb",,,,Al,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2093351472032587
mp-1209773,Rb3La3(BO3)4,2.735712088273581,0.1715208026416433,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Bicapped octahedron (cap faces with one atom in common), Dodecahedron with triangular faces - p2345 plane normalized",3,4g,1,"[8.59843701441418, 9.913273502682552, 10.087575112620872]",1.0,9.533095209905868,A3B3C4D12,3,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-La-O-Rb,0.0,-3.132473333825757,3.8383,4,Monoclinic,2/m,P2/c,orthoborate,Rb,,,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,3.064555807330845
mp-1209800,Rb2ZnGeO4,2.171380946780308,0.4786758112547709,"Octahedron, Tricapped triangular prism (three square-face caps)",2,4a,1,"[4.674198988697683, 5.935547509208986, 5.488628375941637, 3.889591575763456]",0.5,4.99699161240294,ABC2D4,2,4,1,"[4.0, 5.0, 6.0, 9.0]","[4.0, 5.0, 6.0, 9.0]",6.0,4.0,9.0,6.0,4.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-O-Rb-Zn,0.0,-2.005876010156249,2.8121,4,Orthorhombic,mm2,Pca2_1,oxide,Rb,,Zn,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0277411366980007
mp-1209926,RbTaGeO5,3.109717601779135,0.0789046548703169,"Bicapped square prism (opposite faces), Bicapped octahedron (cap faces with one atom in common), Pentagonal-face capped pentagonal antiprism",3,4a,1,"[9.255439506458293, 10.155574502626049, 8.211747690930645]",1.0,9.207587233338328,ABCD5,3,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-O-Rb-Ta,0.0,-2.743487765187499,3.6393,4,Orthorhombic,222,P2_12_12_1,oxide,Rb,,Ta,,,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2817144944106724
mp-1210004,Rb4Zn(MoO4)3,2.8082486339350936,0.1609688403485892,"Square antiprism, Square-face monocapped antiprism, Triangular cupola, Bicapped square prism (adjacent faces)",4,8c,1,"[7.653798187472565, 3.926214278869891, 3.8507530255201363, 1.308745022225586]",0.25,4.184877628522044,AB3C4D12,4,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Rb-Zn,0.0,-2.137781833937501,4.0763,4,Orthorhombic,mmm,Pbca,oxide,Rb,,"Zn, Mo",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1707244482234587
mp-1210143,Rb2Cd2(MoO4)3,3.008507209975184,0.1835926703029712,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D12,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cd-Mo-O-Rb,0.0,-1.975452991184212,4.1251,4,Cubic,23,P2_13,oxide,Rb,,"Mo, Cd",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.388874278840148
mp-1210378,Rb2Mg2(MoO4)3,1.6965329753159923,0.7061141677231413,"Truncated tetrahedron, Tricapped triangular prism (three square-face caps)",2,4a,1,"[5.633460678614209, 1.654164407306986]",0.5,3.6438125429605974,A2B2C3D12,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mo-O-Rb,0.0,-2.346951578421052,4.3146,4,Cubic,23,P2_13,oxide,Rb,Mg,Mo,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,3.349013857271279
mp-1210469,Rb2Ba(Ge4O9)2,2.872578248389579,0.0105902074995002,Cube,1,12g,1,[6.773692760558542],1.0,6.773692760558542,AB2C8D18,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-Ge-O-Rb,0.001422211896554,-2.2486109194252872,2.9965,4,Trigonal,-3m,P-3c1,oxide,Rb,Ba,,,,"B, Ge",O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.879392014983857
mp-1211560,KRbGeO3,2.6660910608653747,0.215504372059634,"Square-face capped trigonal prism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,4c,1,"[6.507898673815431, 4.668003287939819]",0.5,5.5879509808776255,ABCD3,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Ge-K-O-Rb,0.0,-2.093596761833333,3.0096,4,Orthorhombic,mmm,Pnma,oxide,"K, Rb",,,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.045045408487064
mp-1211605,KRbMnV2O7,3.161714172382408,-0.0678042138675814,Cube,1,4f,1,[0.711724024298607],0.0,0.711724024298607,ABCD2E7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mn-O-Rb-V,0.001407919062493,-2.388069553973418,2.5913,5,Tetragonal,4/mmm,P4_2/mnm,oxide,"K, Rb",,"V, Mn",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0138389470879483
mp-1211699,K2RbLuV2O8,3.766084386583296,-0.1619120527821224,Cuboctahedron,1,1a,1,[3.840144614464873],0.0,3.840144614464873,ABC2D2E8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Lu-O-Rb-V,0.0,-2.750262721333334,3.3743,5,Trigonal,-3m,P-3m1,oxide,"K, Rb",,V,,,,O,,,Lu,,"B $\in$ [-1, -0.1]",Negative B,3.2934225210219172
mp-1211701,K2RbYV2O8,3.823293282236815,-0.1679432748942929,Cuboctahedron,1,1a,1,[3.897453750647181],0.0,3.897453750647181,ABC2D2E8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-Rb-V-Y,0.0,-2.721709468,3.3843,5,Trigonal,-3m,P-3m1,oxide,"K, Rb",,"V, Y",,,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,3.333021827596795
