material_id,chem_formula,R$_0$,B,Er_chemenv,num_Er_chemenvs,Er_wyckoff,num_Er_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Er_sites,num_CN_env,num_charge_states,ErX_coordn,ErO_coordn,mean_coordn_Er-X,min_coordn_Er-X,max_coordn_Er-X,mean_coordn_Er-O,min_coordn_Er-O,max_coordn_Er-O,mean_Er_charge,min_Er_charge,max_Er_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_ErO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1204549,Er4BClO7,1.9313305822168705,0.4426125639074529,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism",3,4e,1,"[2.023177686780659, 3.996936622276464, 7.507017381273637, 2.035027340446188]",0.25,3.8905397576942367,ABC4D7,3,4,1,"[5.0, 6.0, 6.0, 7.0]","[5.0, 6.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,3.0,3.0,3.0,1.5,1,2,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.28204881947151,r2SCAN,B-Cl-Er-O,0.0,-3.7511469626282032,4.7594,4,Monoclinic,2/m,P2_1/c,hypochlorite,None,None,None,None,None,B,"C, O",Cl,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1205074,K3Er(SO4)3,0.9754960346488524,1.435907214448058,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,2a,1,"[1.482883398795052, 2.11451275729836]",0.0,1.798698078046706,AB3C3D12,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.386011301363089,GGA,Er-K-O-S,0.0,-2.461964858907894,5.3384,4,Monoclinic,m,Pc,sulfate,K,None,None,None,None,None,"O, S",None,None,Er,None,B > 1,Positive B
mp-1208875,Sr2ErBiO6,2.234078385869993,-0.007586804101692174,Octahedron,1,2d,1,[0.046331061631446006],0.0,0.046331061631446006,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.2288085158548183,GGA,Bi-Er-O-Sr,0.0,-2.871816628499999,1.9513,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,Bi,B,"O, S",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1208927,Sr2ErTaO6,2.220280089015259,0.0255172733826693,Octahedron,1,2d,1,[0.036575349185493],0.0,0.036575349185493,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.2380058774259464,GGA,Er-O-Sr-Ta,0.0,-3.620099640233333,3.874399999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,Ta,None,None,None,"O, S",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1209244,RbEr(MoO4)2,2.6416852216479674,-0.20646603078187842,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.475098329575269],0.0,1.475098329575269,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.4094680848414187,GGA_U,Er-Mo-O-Rb,0.025872451874999,-2.524716371458334,3.103799999999999,4,Monoclinic,2/m,C2/c,oxide,Rb,None,Mo,None,None,None,O,None,None,Er,None,"B $\in$ [-1, -0.1]",Negative B
mp-1209367,RbEr(WO4)2,2.2695114840079236,0.019963757732377452,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.130700231044449],0.0,2.130700231044449,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.2842547015508328,GGA_U,Er-O-Rb-W,0.0,-2.673847612291666,3.4478,4,Monoclinic,2/m,C2/c,oxide,Rb,None,W,None,None,None,O,None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1209427,RbEr(WO4)2,2.202973780503425,0.2325594566500789,Square-face bicapped trigonal prism,1,4e,1,[1.7345060386155442],0.0,1.7345060386155442,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.405942114736752,GGA_U,Er-O-Rb-W,0.016255780625,-2.6575918316666662,3.879,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,W,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1209587,RbEr(MoO4)2,1.6733159191520375,0.746890441013438,Square antiprism,1,4c,1,[1.066339025757112],0.0,1.066339025757112,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.3852326292918375,GGA_U,Er-Mo-O-Rb,0.0,-2.5505888233333343,3.6024000000000003,4,Orthorhombic,mmm,Pbcn,oxide,Rb,None,Mo,None,None,None,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1210209,Na4Er2(IrO4)3,1.3036656011195238,1.0318208878716695,Tricapped triangular prism (three square-face caps),1,2d,1,[0.9732767740829501],0.0,0.9732767740829501,A2B3C4D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.4577345708069425,GGA,Er-Ir-Na-O,0.0,-2.115248631691296,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,None,Ir,None,None,None,"N, O",I,None,Er,None,B > 1,Positive B
mp-1211468,Li6Er(BO3)3,1.9801845371946847,0.410240365984799,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[3.418886428477958],0.0,3.418886428477958,AB3C6D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.350743240727308,r2SCAN,B-Er-Li-O,0.0,-2.82316728868421,4.7625,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,None,None,None,None,B,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211481,Na3Er(PO4)2,2.377314131596763,-0.024102969855742187,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,4a,1,"[3.218109787603468, 3.455389582960165]",0.0,3.3367496852818164,AB2C3D8,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.3568197995511224,GGA,Er-Na-O-P,0.0,-2.947532270512403,4.9742,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,None,None,None,None,None,"N, O, P",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1211563,KLiEr2(MoO4)4,2.1159851839226276,0.3011216626279283,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.216583298529206],0.0,2.216583298529206,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.384729588240965,GGA_U,Er-K-Li-Mo-O,0.014006997326385,-2.5280987591909723,3.2596,5,Monoclinic,2/m,C2/c,oxide,"Li, K",None,Mo,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211565,KEr(MoO4)2,2.5675473050582167,-0.19034499908710217,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.318072923028237],0.0,1.318072923028237,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.3591031038201917,r2SCAN,Er-K-Mo-O,0.013173461249999002,-2.535626025187499,3.1822,4,Monoclinic,2/m,C2/c,oxide,K,None,Mo,None,None,None,O,None,None,Er,None,"B $\in$ [-1, -0.1]",Negative B
mp-1211593,LiEr6B3O14,1.9518913454826863,0.4587224925021152,"Cube, Face-capped octahedron, Square-face capped trigonal prism",3,4e,1,"[2.849506850628794, 5.349996172701428, 3.439019980940968, 2.717417337862302, 2.282517136629391, 2.8596560243312092]",0.167,3.2496855838490153,AB3C6D14,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.3461025525107653,GGA,B-Er-Li-O,0.017893081961807,-3.6212633767013873,4.8612,4,Monoclinic,2/m,P2_1/c,oxide,Li,None,None,None,None,B,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211601,KEr(MoO4)2,1.785751345439115,0.6190014068735467,Square antiprism,1,4c,1,[1.070034730013037],0.0,1.070034730013037,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.376635651282716,GGA_U,Er-K-Mo-O,0.0,-2.5487994864375,3.5667,4,Orthorhombic,mmm,Pbcn,oxide,K,None,Mo,None,None,None,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1211628,KEr(CO3)2,1.6540710300829133,0.7588427265169992,Square antiprism,1,2e,1,[2.433123551791085],0.0,2.433123551791085,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.363287172741706,GGA,C-Er-K-O,0.0,-2.575301219725,4.4873,4,Monoclinic,2/m,C2/c,carbonate,K,None,None,None,None,None,"C, O",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1211811,KErP2O7,1.9893119375540678,0.342684766499359,Octahedron,1,4e,1,[0.280509120177294],0.0,0.280509120177294,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.2271047913261466,GGA,Er-K-O-P,0.0,-3.146333719003246,4.9409,4,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,None,"O, P",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212002,KEr(SeO4)2,1.9890589551156534,0.405351689824294,"Square-face bicapped trigonal prism, Square antiprism",2,4a,1,"[0.944497065095328, 1.005146054355903]",0.0,0.9748215597256156,ABC2D8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.3903367278407854,GGA,Er-K-O-Se,0.0,-2.009373626828125,3.4656000000000002,4,Orthorhombic,mm2,Pna2_1,oxide,K,None,None,None,None,None,"O, S, Se",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212787,Er2MgTiO6,0.5569103024734516,2.1001153445299603,Square-face bicapped trigonal prism,1,4e,1,[1.838919971419506],0.0,1.838919971419506,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.437228610382013,GGA,Er-Mg-O-Ti,0.015870763750001002,-3.712251910833333,3.235299999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,Ti,None,None,None,O,None,None,Er,None,B > 1,Positive B
mp-1212828,Er3SbO7,1.9523485175214106,0.4586581670817177,"Cube, Pentagonal bipyramid",2,"2a, 4c",2,"[3.867174444182236, 1.126691808326201]",0.0,2.4969331262542185,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.349969128130004,r2SCAN,Er-O-Sb,6.67750000005185e-05,-3.447818836818182,2.783,3,Orthorhombic,222,C222_1,oxide,None,None,None,None,None,Sb,"O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212878,Er2Be2SiO7,1.8362300824665756,0.6136178444403608,Square antiprism,1,4e,1,[1.186127619689024],0.0,1.186127619689024,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.403899113256234,GGA,Be-Er-O-Si,0.00038915416664500005,-3.591676005833333,5.3446,4,Tetragonal,-42m,P-42_1m,oxide,None,Be,None,None,None,"B, Si","O, S",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1212930,ErTiClO3,1.8405533522906041,0.5446824213704756,Face-capped octahedron,1,2i,1,[2.919454748542282],0.0,2.919454748542282,ABCD3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.2404861334295916,GGA,Cl-Er-O-Ti,0.0,-3.542940063055555,3.1421,4,Monoclinic,2/m,C2/m,chlorate,None,None,Ti,None,None,None,"C, O",Cl,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1212954,Er2NiRuO6,0.6218591175316485,2.0208399829073445,Square-face bicapped trigonal prism,1,4e,1,[1.468154686008382],0.0,1.468154686008382,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4247730051480323,GGA_U,Er-Ni-O-Ru,0.036923706499996004,-2.672538971499999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Ni, Ru",None,None,None,"N, O",None,None,Er,None,B > 1,Positive B
mp-1212977,Er2Mo4O15,2.1633678391022797,0.12697929219594456,Square-face capped trigonal prism,1,4e,1,[2.363455701413887],0.0,2.363455701413887,A2B4C15,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.2734469986364263,r2SCAN,Er-Mo-O,0.0,-2.524230554285712,3.286699999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Mo,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212985,ErScO3,0.2961292374114202,2.4555430476454987,Square-face bicapped trigonal prism,1,4c,1,[1.864751481527767],0.0,1.864751481527767,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.480919282343561,GGA,Er-O-Sc,0.040889039374999006,-3.879407403916668,4.4171,3,Orthorhombic,mmm,Pnma,oxide,None,None,Sc,None,None,None,"O, S",None,None,Er,None,B > 1,Positive B
mp-1213014,ErTl(WO4)2,2.5285913853594812,-0.10367429862037589,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.7847311523810512],0.0,1.7847311523810512,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",2.3900369820238687,r2SCAN,Er-O-Tl-W,0.0,-2.5078555927777773,2.9076999999999993,4,Monoclinic,2/m,C2/c,oxide,None,None,W,None,Tl,None,O,None,None,Er,None,"B $\in$ [-1, -0.1]",Negative B
mp-1213022,ErRhO3,0.699610542161197,1.8804384153874991,Square-face bicapped trigonal prism,1,4c,1,[1.088322071939595],0.0,1.088322071939595,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3868873428801685,r2SCAN,Er-O-Rh,0.0,-2.596618729999998,0.9642000000000001,3,Orthorhombic,mmm,Pnma,oxide,None,None,Rh,None,None,None,O,None,None,Er,None,B > 1,Positive B
mp-1213032,ErMnFeO5,1.1800665712199117,1.2630951847571912,Square-face bicapped trigonal prism,1,4h,1,[2.420016561346017],0.0,2.420016561346017,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.3918033901285822,GGA_U,Er-Fe-Mn-O,0.007688378125001001,-2.530337448491378,1.1587,4,Orthorhombic,mmm,Pbam,oxide,None,None,"Mn, Fe",None,None,None,O,F,None,Er,None,B > 1,Positive B
mp-1213038,Er2Cu(GeO4)2,1.8631633106623107,0.5536380742530306,Square antiprism,1,2b,1,"[2.207629122804983, 1.838947375959657]",0.0,2.02328824938232,AB2C2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.418758129096722,GGA,Cu-Er-Ge-O,0.028609583653846003,-2.718419099230767,0.6651,4,Monoclinic,m,Cm,oxide,None,None,Cu,None,None,Ge,"C, O",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213088,ErGaO3,1.8189672068090732,0.5406620193444878,Face-capped octahedron,1,"4b, 2a",2,"[2.364221674386603, 2.665831098221617]",0.0,2.5150263863041102,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.281722991626304,r2SCAN,Er-Ga-O,0.018486276266667,-3.060649668,2.9001,3,Hexagonal,6mm,P6_3cm,oxide,None,None,None,None,Ga,None,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213112,ErAlGeO5,2.413768519792061,0.013454456503422852,Square-face bicapped trigonal prism,1,4h,1,[2.575665927927781],0.0,2.575665927927781,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.3901539315980633,GGA,Al-Er-Ge-O,0.0,-3.193068186874999,3.7548,4,Orthorhombic,mmm,Pbam,oxide,None,None,None,None,Al,Ge,O,None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213125,ErTl(MoO4)2,1.7573642803968454,0.6565366022058242,Square antiprism,1,4c,1,[1.047167860690475],0.0,1.047167860690475,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",2.3815449595428864,GGA_U,Er-Mo-O-Tl,0.0,-2.3787695129861133,3.252,4,Orthorhombic,mmm,Pbcn,oxide,None,None,Mo,None,Tl,None,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213132,ErMg(BO2)5,1.879135190059149,0.5352784050584274,Square-face bicapped square antiprism,1,4e,1,[4.141904754314312],0.0,4.141904754314312,ABC5D10,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.4647860921383886,GGA,B-Er-Mg-O,0.014839270955880002,-3.100973659607842,6.1636,4,Monoclinic,2/m,P2_1/c,metaborate,None,Mg,None,None,None,B,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213202,Er5(ReO6)2,2.1796017220598785,0.14657661822789952,"Square-face capped trigonal prism, Octahedron",2,"2i, 1a",2,"[2.811446632454604, 3.92253826143966, 1.02120747519584]",0.0,2.5850641230300346,A2B5C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.2989246386810973,r2SCAN,Er-O-Re,0.0,-3.377986815526317,0.0117,3,Monoclinic,2/m,C2/m,oxide,None,None,Re,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1213277,CsEr(MoO4)2,1.8485550410108424,0.5324163911026683,Square antiprism,1,2e,1,[0.863837493859516],0.0,0.863837493859516,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.378264965849927,GGA_U,Cs-Er-Mo-O,0.030156379999999,-2.547169370804598,3.5742000000000003,4,Orthorhombic,mmm,Pccm,oxide,Cs,None,Mo,None,None,None,"C, O",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213301,ErCrGeO5,2.352155361105596,0.12163433249648625,Square-face bicapped trigonal prism,1,4h,1,[2.704723421036066],0.0,2.704723421036066,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4247048203317516,GGA_U,Cr-Er-Ge-O,0.015319678906255001,-2.838350435937499,2.8836999999999993,4,Orthorhombic,mmm,Pbam,oxide,None,None,Cr,None,None,Ge,"C, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1213308,ErSbO4,1.8630613020795899,0.573082510799843,"Square-face capped trigonal prism, Square antiprism",2,2i,1,"[3.83354077641299, 3.72979808383293]",0.0,3.7816694301229603,ABC4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3508856171228234,r2SCAN,Er-O-Sb,0.0,-2.879032631666668,2.382399999999999,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,Sb,"O, S",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213354,CsEr(MoO4)2,1.7084172543873877,0.6774467685022681,Square antiprism,1,2e,1,[0.9080673665745541],0.0,0.9080673665745541,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.3817429780385115,GGA_U,Cs-Er-Mo-O,0.029796254583333,-2.547529496221264,3.632399999999999,4,Monoclinic,2/m,P2/c,oxide,Cs,None,Mo,None,None,None,"C, O",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1213379,CsEr(WO4)2,2.2842591286958247,0.03051562970862774,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.535228671617036],0.0,2.535228671617036,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.306568454715197,GGA_U,Cs-Er-O-W,0.0009321520833330001,-2.645976054554597,3.3334,4,Monoclinic,2/m,C2/c,oxide,Cs,None,W,None,None,None,"C, O",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213525,ErFeGe2O7,1.7188412865571798,0.7932404645131863,Octahedron,1,2g,1,[7.332209716909187],1.0,7.332209716909187,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.273379057853359,GGA_U,Er-Fe-Ge-O,0.027564578522724002,-2.486125136818181,2.6630000000000003,4,Monoclinic,2/m,C2/m,oxide,None,None,Fe,None,None,Ge,O,F,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1214050,Ca4ErB3O10,2.0571941802926688,0.38064072651435804,Octahedron,1,1a,1,[2.210440953776826],0.0,2.210440953776826,AB3C4D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.3086158689679603,GGA,B-Ca-Er-O,0.0,-3.39381251486111,4.4289,4,Monoclinic,m,Cm,oxide,None,Ca,None,None,None,B,"C, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1214489,Ba5Er8Ni4O21,2.567048720762445,-0.25295190015590474,Square-face capped trigonal prism,1,4h,1,"[2.193481320925149, 1.571374955627916]",0.0,1.8824281382765324,A4B5C8D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3329606637178864,GGA_U,Ba-Er-Ni-O,0.0,-3.150852873289473,2.4221,4,Tetragonal,4/m,I4/m,oxide,None,Ba,Ni,None,None,B,"N, O",None,None,Er,None,"B $\in$ [-1, -0.1]",Negative B
mp-1214824,Ba2Er2CuPtO8,0.05739786160620175,2.692298339939155,Square-face capped trigonal prism,1,4c,1,"[2.382288809055204, 2.155136474268942]",0.0,2.268712641662073,ABC2D2E8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3210671555315754,GGA,Ba-Cu-Er-O-Pt,0.015187927321437,-2.692528628749999,0.2711,5,Orthorhombic,mmm,Pnma,oxide,None,Ba,"Cu, Pt",None,None,B,"C, O, P",None,None,Er,None,B > 1,Positive B
mp-1214885,Ba3Er(BO3)3,2.0403590368577036,0.28150268727702593,Octahedron,1,"4b, 2a",2,"[0.21316505854879403, 0.16185632759538401]",0.0,0.187510693072089,AB3C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.234953327555748,GGA,B-Ba-Er-O,0.0,-3.308998504635416,3.859899999999999,4,Hexagonal,6mm,P6_3cm,orthoborate,None,Ba,None,None,None,B,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
