material_id,chem_formula,R$_0$,B,Er_chemenv,num_Er_chemenvs,Er_wyckoff,num_Er_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Er_sites,num_CN_env,num_charge_states,ErX_coordn,ErO_coordn,mean_coordn_Er-X,min_coordn_Er-X,max_coordn_Er-X,mean_coordn_Er-O,min_coordn_Er-O,max_coordn_Er-O,mean_Er_charge,min_Er_charge,max_Er_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_ErO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1215102,Ba2ErV3O11,2.2994988484056327,0.10668850509945652,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.143125636563607],0.0,2.143125636563607,AB2C3D11,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.388766002925064,GGA_U,Ba-Er-O-V,0.019262809264686,-3.00567276882353,3.4323,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,V,None,None,B,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1215985,YErAl2O6,1.4773802012892112,0.9937872463544363,Square-face bicapped trigonal prism,1,2b,1,[2.162496139598561],0.0,2.162496139598561,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",2.392304105498496,GGA,Al-Er-O-Y,0.019938195366663,-3.6764299052166702,5.6644,4,Orthorhombic,mm2,Pmc2_1,oxide,None,None,Y,None,Al,None,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1216032,YEr(FeO3)2,1.098582190832471,1.4503214127106383,Square-face bicapped trigonal prism,1,2b,1,[1.672681803889987],0.0,1.672681803889987,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.432626941197729,GGA_U,Er-Fe-O-Y,0.015321904437501001,-2.840965276999999,1.5885,4,Orthorhombic,mm2,Pmc2_1,oxide,None,None,"Fe, Y",None,None,None,O,F,None,Er,None,B > 1,Positive B
mp-1216271,Y3ErTi4(SiO9)2,2.002879711250292,0.37704547035497954,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[1.9911386731759122],0.0,1.9911386731759122,AB2C3D4E18,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.378209975471144,r2SCAN,Er-O-Si-Ti-Y,0.0,-3.681512814226207,3.1195,5,Monoclinic,2,P2_1,oxide,None,None,"Ti, Y",None,None,Si,"O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1220012,Rb2ErTi(PO4)3,2.054366207445754,0.21972039068085372,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.206923607913943,GGA,Er-O-P-Rb-Ti,0.001634976842105,-3.104253134461153,2.5652,5,Cubic,23,P2_13,phosphate,Rb,None,Ti,None,None,None,"O, P",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1220548,Nd3Er(WO4)6,2.3672386358306747,0.03025501577813542,Square-face bicapped trigonal prism,1,1a,1,[2.233956456696175],0.0,2.233956456696175,AB3C6D24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.400346251917219,GGA_U,Er-Nd-O-W,0.03608050207721,-2.726873544779412,4.019699999999999,4,Triclinic,1,P1,oxide,None,None,W,None,None,None,"N, O",None,None,"Nd, Er",None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1221068,NaErTi2O6,0.6358305443645886,1.8678455761998336,Square-face bicapped trigonal prism,1,2a,1,[2.543210391313638],0.0,2.543210391313638,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.4085271920775617,GGA,Er-Na-O-Ti,0.01149530637501,-3.444843737804598,0.0001,4,Orthorhombic,mm2,Pmn2_1,oxide,Na,None,Ti,None,None,None,"N, O",None,None,Er,None,B > 1,Positive B
mp-1221247,Na3ErTi2Nb2O12,0.2956219992474367,2.1360575721056407,Square-face bicapped trigonal prism,1,1a,1,[2.41247833096254],0.0,2.41247833096254,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.3913101828213286,GGA,Er-Na-Nb-O-Ti,0.016320232958328,-3.13440522304023,2.610299999999999,5,Triclinic,1,P1,oxide,Na,None,"Ti, Nb",None,None,None,"N, O",None,None,Er,None,B > 1,Positive B
mp-1225159,Er2CrSbO7,2.010246228404246,0.3796901551705691,Cube,1,"2a, 2c",2,"[1.804124945470829, 1.287985376013447]",0.0,1.546055160742138,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4046057726714913,GGA_U,Cr-Er-O-Sb,0.0,-3.059424667727272,2.1271,4,Orthorhombic,mmm,Imma,oxide,None,None,Cr,None,None,Sb,"C, O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225637,Er2FeSbO7,2.051730428475821,0.33380678062637986,Cube,1,"2d, 2a",2,"[1.740652137465003, 1.531067454336721]",0.0,1.635859795900862,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4000299258220643,GGA_U,Er-Fe-O-Sb,0.017414228863641003,-2.8796946022727283,1.5915,4,Orthorhombic,mmm,Imma,oxide,None,None,Fe,None,None,Sb,"O, S",F,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225650,Er4Zr3O12,2.0163875132072717,0.3541892217241987,Square-face capped trigonal prism,1,2i,1,"[3.972744222940824, 4.066664785982848]",0.0,4.019704504461836,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3005749588756585,r2SCAN,Er-O-Zr,0.0,-3.9179397267543843,4.1461,3,Triclinic,-1,P-1,oxide,None,None,Zr,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225708,Er3S2OF3,1.8642574979920437,0.9159818849655379,"Square antiprism, Tricapped triangular prism (three square-face caps)",2,2a,1,"[2.191828517012801, 1.5702082858218591, 1.510798498817159]",0.0,1.7576117672172729,AB2C3D3,2,3,1,"[2.0, 0, 1.0]","[2.0, 0, 1.0]",1.0,0.0,2.0,1.5,0.0,2.0,3.0,3.0,3.0,2.3333333333333335,2,3,O2-,"Halogens, Lanthanides, Nonmetals",2.2370488522672103,GGA,Er-F-O-S,0.048704583240734005,-3.6066577215509312,1.745099999999999,4,Monoclinic,m,Cc,fluoride,None,None,None,None,None,None,"O, S",F,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-1225732,Er2VFeO6,0.9203397189389724,1.6582439939401392,Square-face bicapped trigonal prism,1,4e,1,[1.4415802410953091],0.0,1.4415802410953091,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.40932097776895,GGA_U,Er-Fe-O-V,0.026857303875006,-3.075147290000001,1.4206,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"V, Fe",None,None,None,O,F,None,Er,None,B > 1,Positive B
mp-1225740,Er2Mn3Sb3O14,2.1318955883977884,0.28252225130252284,Cube,1,2f,1,[1.735594692575185],0.0,1.735594692575185,A2B3C3D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4212925442405453,GGA_U,Er-Mn-O-Sb,0.006169783522730001,-2.480006437445139,1.1665,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225782,Er2Mn(GeO3)4,1.9969856796334302,0.37360778398603234,"Square antiprism, Octahedron",2,"2f, 2b",2,"[1.207046073134989, 0.03206027228634]",0.0,0.6195531727106645,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.320665533634923,GGA_U,Er-Ge-Mn-O,0.008643716447367,-2.674259645417423,2.0246,4,Orthorhombic,mmm,Cmme,oxide,None,None,Mn,None,None,Ge,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225972,Er8Mn3Mo5O28,2.109709128839841,0.2742441548173247,"Cube, Square-face capped trigonal prism",2,2c,1,"[1.3408437304068102, 1.311752224207071, 4.470742135676366, 3.418275589255671]",0.0,2.6354034198864795,A3B5C8D28,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.368107342768453,GGA_U,Er-Mn-Mo-O,0.0,-2.989450483949843,0.666,4,Monoclinic,2,C2,oxide,None,None,"Mn, Mo",None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1227561,CaEr2(GeO3)4,1.970327288667972,0.41793093989280183,"Square antiprism, Octahedron",2,"2d, 2b",2,"[1.061763519535239, 0.074426878919992]",0.0,0.5680951992276155,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.3325193773560358,GGA,Ca-Er-Ge-O,0.006385485482449001,-2.838122920263158,3.1907,4,Orthorhombic,mmm,Cmme,oxide,None,Ca,None,None,None,Ge,"C, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1227765,BaSrErCu3O7,2.3848227617153257,-0.0032644761211250055,Cube,1,1d,1,[0.051560204849779],0.0,0.051560204849779,ABCD3E7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3815921273377043,GGA,Ba-Cu-Er-O-Sr,0.036884840576925,-2.211466648846153,0.0,5,Orthorhombic,mm2,Pmm2,oxide,None,"Sr, Ba",Cu,None,None,B,"C, O, S",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1227808,Ca3Er3Ge2BO13,2.030456807745177,0.3494998975665548,Pentagonal bipyramid,1,"1a, 2c",2,"[2.45690760514936, 2.508440469879517]",0.0,2.4826740375144385,AB2C3D3E13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.3302452280107895,GGA,B-Ca-Er-Ge-O,0.0038423959090760004,-3.3208768529166672,3.841699999999999,5,Monoclinic,2,C2,oxide,None,Ca,None,None,None,"B, Ge","C, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228244,Ba3Er2MoO9,1.5442005157300125,1.0028564394194255,Octahedron,1,4f,1,[0.12051828288584901],0.0,0.12051828288584901,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.2441650605119494,GGA_U,Ba-Er-Mo-O,0.0,-3.225764984999999,2.063,4,Monoclinic,2/m,C2/c,oxide,None,Ba,Mo,None,None,B,O,None,None,Er,None,B > 1,Positive B
mp-1228390,Ba3ErIrRuO9,1.8639074706680312,0.48858697616539654,Octahedron,1,2a,1,[0.008374040330896],0.0,0.008374040330896,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.2028167910323386,GGA,Ba-Er-Ir-O-Ru,0.0,-2.600946232666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,None,Ba,"Ru, Ir",None,None,B,O,I,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228555,Ba2CaEr3(NiO5)2,2.079326986559688,0.30297518100020915,Square-face capped trigonal prism,1,"1b, 1a",2,"[1.39425921262045, 2.030641685291852, 1.9073276239933752]",0.0,1.7774095073018923,AB2C2D3E10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3406087753573637,GGA_U,Ba-Ca-Er-Ni-O,0.009817572138893001,-2.98453298611111,0.28599999999999903,5,Monoclinic,2,C2,oxide,None,"Ca, Ba",Ni,None,None,B,"C, N, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1229149,Ba10Er5Cu15O34,2.367611946166406,0.02858861980551809,Cube,1,"1b, 2i",2,"[0.02115472491261, 0.021795574690285, 0.023962128977043]",0.0,0.022304142859979337,A5B10C15D34,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.39550781534514,GGA,Ba-Cu-Er-O,0.030547413255211004,-2.2040535434375,0.0,4,Triclinic,-1,P-1,oxide,None,Ba,Cu,None,None,B,"C, O",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1229210,Ba10Er5Cu15O34,2.7072230172114535,-0.3117309947931791,Cube,1,"1f, 2i",2,"[0.029589735529672003, 0.02786437297676, 0.028130539712669003]",0.0,0.028528216073033668,A5B10C15D34,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.400592358986551,GGA,Ba-Cu-Er-O,0.030196913255211004,-2.204404043437501,0.0,4,Triclinic,-1,P-1,oxide,None,Ba,Cu,None,None,B,"C, O",None,None,Er,None,"B $\in$ [-1, -0.1]",Negative B
mp-1235802,LiEr2Tl2(WO4)4,2.316507590329324,0.03197710258934333,Square-face capped trigonal prism,1,1a,1,"[2.648217502355069, 2.235624855240761]",0.0,2.441921178797915,AB2C2D4E16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",2.3455527293963203,GGA_U,Er-Li-O-Tl-W,0.045247311658332005,-2.4504957864,1.9454,5,Triclinic,1,P1,oxide,Li,None,W,None,Tl,None,O,None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-13643,Er2Ge2O7,1.7098968370343672,0.7955981485226653,Square-face capped trigonal prism,1,8b,1,[3.470188859810632],0.0,3.470188859810632,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.306750831122114,r2SCAN,Er-Ge-O,0.0,-3.07507118113637,3.7373000000000003,3,Tetragonal,422,P4_12_12,oxide,None,None,None,None,None,Ge,O,None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-13960,Sr3Er2(BO3)4,1.8722169049925312,0.562000576023493,"Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,4a,1,"[3.057328546540453, 4.7461574946745]",0.0,3.9017430206074764,A2B3C4D12,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.386448900636654,GGA,B-Er-O-Sr,0.02649443273809,-3.371833870912698,4.666,4,Orthorhombic,mm2,Pna2_1,orthoborate,None,Sr,None,None,None,B,"O, S",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-14420,Er2Be2GeO7,1.97094258165516,0.47950370721370594,Square antiprism,1,4e,1,[1.279009683196863],0.0,1.279009683196863,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.414114029073529,GGA,Be-Er-Ge-O,0.004141439722216,-3.291785429583333,4.4309,4,Tetragonal,-42m,P-42_1m,oxide,None,Be,None,None,None,"B, Ge",O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-14691,NaEr(PO3)4,2.093736905352999,0.2830739801769886,Square antiprism,1,4e,1,[1.015853260542433],0.0,1.015853260542433,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.3721658641986036,GGA,Er-Na-O-P,0.015554310740746001,-2.904327990969484,5.7874,4,Monoclinic,2/m,P2_1/c,phosphite,Na,None,None,None,None,None,"N, O, P",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-14853,Ba3Er4O9,2.4065360204944457,-0.21943701997416606,"Trigonal prism, Octahedron",2,1a,1,"[0.38728003124827703, 0.35340604227196304, 0.459015815520295, 0.43725274765979705]",0.0,0.40923865917508306,A3B4C9,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.2528870178204863,r2SCAN,Ba-Er-O,0.0023544006250020002,-3.6008915221874993,3.2746,3,Trigonal,3,R3,oxide,None,Ba,None,None,None,B,O,None,None,Er,None,"B $\in$ [-1, -0.1]",Negative B
mp-16057,Er2Cu(GeO3)4,1.9416595433499766,0.44936546335979477,Pentagonal bipyramid,1,2i,1,[3.72532916616309],0.0,3.72532916616309,AB2C4D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3229244890666187,GGA,Cu-Er-Ge-O,0.030575925657893,-2.530019172105262,0.7189000000000001,4,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Ge,"C, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-16993,Er2SiO5,1.8990114940349252,0.518073045661634,"Face-capped octahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,4e,1,"[3.652178087865598, 3.355534844143574]",0.0,3.503856466004586,AB2C5,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.303921281607314,SCAN,Er-O-Si,0.025430450625005003,-3.693770963333342,4.650399999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Si,"O, S",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-17194,ErCu(WO4)2,2.2685797131409293,-0.008963811711325414,Octahedron,1,2e,1,[0.8678681688113931],0.0,0.8678681688113931,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.261889570105763,GGA_U,Cu-Er-O-W,0.038198226718755,-2.386358747083333,1.087899999999999,4,Monoclinic,2/m,P2/c,oxide,None,None,"Cu, W",None,None,None,"C, O",None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-17201,Er2WO6,2.1431231732342177,0.18749725373551213,"Cube, Square antiprism, Square-face capped trigonal prism",3,"4g, 2f, 2e",3,"[2.890692531049294, 1.597121906658618, 3.22102284684014]",0.0,2.5696124281826838,AB2C6,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.310511618159651,r2SCAN,Er-O-W,0.0,-3.329502641944446,3.6554,3,Monoclinic,2/m,P2/c,oxide,None,None,W,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-17335,ErAg(WO4)2,2.421394177005067,-0.03917823175275629,Square antiprism,1,2g,1,[1.187598820872969],0.0,1.187598820872969,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.379930266395419,GGA_U,Ag-Er-O-W,0.004806469427087,-2.378641556805554,3.1912,4,Monoclinic,2/m,C2/m,oxide,None,None,"Ag, W",None,None,None,O,None,None,Er,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-17426,Er2WO6,2.0397804507542645,0.33146864451473645,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.174589289992862, 3.9765549954009183]",0.0,3.07557214269689,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3034248286453414,r2SCAN,Er-O-W,0.021522817777778,-3.307979824166669,3.7911,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,W,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-17487,NaErGeO4,1.857786021965198,0.6095522152245539,Octahedron,1,4c,1,[2.18863235418552],0.0,2.18863235418552,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.2531627855248058,r2SCAN,Er-Ge-Na-O,0.0,-2.886538843768471,3.618299999999999,4,Orthorhombic,mmm,Pnma,oxide,Na,None,None,None,None,Ge,"N, O",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-17699,Er2Cu(B2O5)2,2.029783153100273,0.34512688969544075,Square antiprism,1,4e,1,[1.47861944360249],0.0,1.47861944360249,AB2C4D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.37967388643483,GGA,B-Cu-Er-O,0.013708903088241001,-3.028765231568627,0.6619,4,Monoclinic,2/m,P2_1/c,diborate,None,None,Cu,None,None,B,"C, O",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-18555,KEr(SO4)2,1.7831715319604633,0.5893150110130863,Square-face bicapped trigonal prism,1,4e,1,[1.372820243994879],0.0,1.372820243994879,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.3658372330964688,GGA,Er-K-O-S,0.006781551944444001,-2.553577796645832,6.016299999999999,4,Monoclinic,2/m,P2_1/c,sulfate,K,None,None,None,None,None,"O, S",None,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-18744,Sr2ErMoO6,2.12011771143247,0.1600140851902221,Octahedron,1,2b,1,[0.059503644935244],0.0,0.059503644935244,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.2312715661330196,GGA_U,Er-Mo-O-Sr,0.0,-3.113661218499999,1.2643,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,Mo,None,None,None,"O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-18983,ErNiO3,1.117575391869671,1.3785470836870295,Square-face bicapped trigonal prism,1,4c,1,[1.483251595702853],0.0,1.483251595702853,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.36135706823044,r2SCAN,Er-Ni-O,0.0,-2.5175578599999993,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,Ni,None,None,None,"N, O",None,None,Er,None,B > 1,Positive B
mp-19063,ErCrO3,0.7958844795717301,1.782428054020425,Square-face bicapped trigonal prism,1,4c,1,[1.5805167597280532],0.0,1.5805167597280532,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3890077880712526,r2SCAN,Cr-Er-O,0.0,-3.236585073,0.2571,3,Orthorhombic,mmm,Pnma,oxide,None,None,Cr,None,None,None,"C, O",None,None,Er,None,B > 1,Positive B
mp-19205,ErVO3,0.8356473775643443,1.7455797272068332,Square-face bicapped trigonal prism,1,4c,1,[1.489043850301502],0.0,1.489043850301502,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3971248791452604,r2SCAN,Er-O-V,0.0,-3.3105158775,1.5838,3,Orthorhombic,mmm,Pnma,oxide,None,None,V,None,None,None,O,None,None,Er,None,B > 1,Positive B
mp-19217,ErMnO3,2.0751752593760258,0.24036763011334056,Face-capped octahedron,1,"4b, 2a",2,"[2.827085447282393, 3.149978556384605]",0.0,2.988532001833499,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.281951224821426,r2SCAN,Er-Mn-O,0.0,-3.082495226252873,0.0,3,Hexagonal,6mm,P6_3cm,oxide,None,None,Mn,None,None,None,O,None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
