material_id,chem_formula,R$_0$,B,Mo_chemenv,num_Mo_chemenvs,Mo_wyckoff,num_Mo_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mo_sites,num_CN_env,num_charge_states,MoX_coordn,MoO_coordn,mean_coordn_Mo-X,min_coordn_Mo-X,max_coordn_Mo-X,mean_coordn_Mo-O,min_coordn_Mo-O,max_coordn_Mo-O,mean_Mo_charge,min_Mo_charge,max_Mo_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_MoO_BondL
mp-1209245,RbDy(MoO4)2,2.098372334516156,1.974201967085768,Octahedron,1,4f,1,[1.8246151653399272],0.0,1.8246151653399272,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mo-O-Rb,0.022594333125001,-2.524053706597222,3.1708,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Dy,,B > 1,Positive B,1.9990922850543897
mp-1209247,RbNd(MoO4)2,2.123806257548048,2.160702259600959,Octahedron,1,4f,1,[2.073395274931204],0.0,2.073395274931204,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-Nd-O-Rb,0.023330736666666,-2.50875315625,3.310899999999999,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,"N, O",,,Nd,,B > 1,Positive B,2.0092520010021917
mp-1209248,RbAl(MoO4)2,2.114412798936024,0.7925908906455303,Tetrahedron,1,2d,1,[0.06379389741888701],0.0,0.06379389741888701,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Mo-O-Rb,0.0,-2.373306999791668,3.8624,4,Trigonal,-3m,P-3m1,oxide,Rb,,Mo,,Al,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.7934430239166315
mp-1209249,Sm2Hf2(MoO4)7,1.9381938014444915,0.3566672308317652,Tetrahedron,1,"4f, 2e",2,"[0.145253107789816, 0.058682454542253, 0.08076607542951801, 0.05718208504496201]",0.0,0.08547093070163726,A2B2C7D28,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Hf-Mo-O-Sm,0.0,-2.584654069487179,3.2931,4,Monoclinic,2/m,C2/c,oxide,,,"Mo, Hf",,,,"H, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.7953584771455071
mp-1209254,RbY(MoO4)2,2.0960512073026,0.7878738903796657,Tetrahedron,1,8d,1,[0.370187215437199],0.0,0.370187215437199,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Mo-O-Rb-Y,0.0,-2.536247643958333,3.6191999999999993,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,"Y, Mo",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.7776929998255973
mp-1209266,RbLu(MoO4)2,2.081065821695169,1.874417593058444,Octahedron,1,4f,1,[1.667525916511374],0.0,1.667525916511374,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-Mo-O-Rb,0.032518174374999,-2.523370806597223,3.0489,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Lu,,B > 1,Positive B,1.991918104116732
mp-1209280,RbHo(MoO4)2,2.094743730380116,1.980681209891116,Octahedron,1,4f,1,[1.8102069439166262],0.0,1.8102069439166262,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-Mo-O-Rb,0.026058514583334,-2.523747641041666,3.1313,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,"H, O",,,Ho,,B > 1,Positive B,1.996509665572092
mp-1209294,RbSm(MoO4)2,2.115925109324436,0.7560289306670432,Tetrahedron,1,8d,1,[0.36940467518013703],0.0,0.36940467518013703,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-O-Rb-Sm,0.0,-2.538012690833334,3.6776,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,"O, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,1.8104338094875119
mp-1209311,RbGd(MoO4)2,2.107519990455816,2.0584680877785235,Octahedron,1,4f,1,[1.911770329152383],0.0,1.911770329152383,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Rb,0.022697946875,-2.509732578541667,3.1212,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Gd,,B > 1,Positive B,2.0017567867362778
mp-1209361,RbEu(MoO4)2,2.1174691508438084,2.160306820789378,Octahedron,1,4f,1,[2.02173269656496],0.0,2.02173269656496,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Mo-O-Rb,0.020194844687495,-2.337285932708334,0.0,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Eu,,B > 1,Positive B,2.0066067310367175
mp-1209371,RbDy(MoO4)2,2.130311752214819,0.7892412350020377,Tetrahedron,1,8d,1,[0.38674382320514405],0.0,0.38674382320514405,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mo-O-Rb,0.0,-2.546648039722222,3.6073,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,1.8114013430388676
mp-1209387,Rb5In(MoO4)4,2.06891848254297,0.7382124679397093,Tetrahedron,1,4g,1,"[0.11002330023437101, 0.061024017084933005]",0.0,0.085523658659652,AB4C5D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,In-Mo-O-Rb,0.0,-2.146061501314103,3.613299999999999,4,Monoclinic,2/m,P2/c,oxide,Rb,,Mo,,In,,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.7702585999353992
mp-1209393,RbGd(MoO4)2,2.114628681482989,0.7545841573557514,Tetrahedron,1,8d,1,[0.35557281163771004],0.0,0.35557281163771004,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Rb,0.0,-2.5324305254166672,3.1143,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,1.8097214119402034
mp-1209431,Rb3Li2Al(MoO4)4,2.1405464807753765,0.848017230527733,Tetrahedron,1,8e,1,[0.156923885094641],0.0,0.156923885094641,AB2C3D4E16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Li-Mo-O-Rb,0.015871769423076,-2.2951597613141037,4.2892,5,Tetragonal,-42m,I-42d,oxide,"Li, Rb",,Mo,,Al,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.798164406318958
mp-1209435,RbMo3(PO7)2,1.94611128411644,0.5079156453159708,"Octahedron, Trigonal bipyramid",2,2e,1,"[0.866856620963626, 1.35606651829059, 0.8405932573780841]",0.0,1.0211721322107667,AB2C3D14,2,3,2,"[6.0, 5.0, 6.0]","[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-P-Rb,0.005924347147716,-2.290742746089285,2.1328,4,Monoclinic,2/m,P2_1/m,oxide,Rb,,Mo,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9940087746004593
mp-1209472,Rb2Zr(MoO4)3,2.042875758386591,0.6021845044450461,Tetrahedron,1,2a,1,"[0.23513358018098401, 0.194206386604579, 0.083254396960069]",0.0,0.17086478791521068,AB2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Rb-Zr,0.00865604833333,-2.384656275,3.569099999999999,4,Monoclinic,m,Cc,oxide,Rb,,"Zr, Mo",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.8005836146256335
mp-1209493,Rb8Hf(MoO4)6,2.0636142042028505,0.6462087687602088,Tetrahedron,1,"4j, 2i",2,"[0.104582022015235, 0.09576578830154901]",0.0,0.100173905158392,AB6C8D24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Hf-Mo-O-Rb,0.0,-2.312537084615384,3.9993,4,Monoclinic,2/m,C2/m,oxide,Rb,,"Mo, Hf",,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.8023567782997472
mp-1209544,Rb3Li2Ga(MoO4)4,2.13796348463561,0.8350974953685444,Tetrahedron,1,8e,1,[0.12231809592756201],0.0,0.12231809592756201,AB2C3D4E16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ga-Li-Mo-O-Rb,0.016221515230772,-2.179747770641026,4.0648,5,Tetragonal,-42m,I-42d,oxide,"Li, Rb",,Mo,,Ga,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.8007979745737934
mp-1209549,Rb2Mo4O13,1.9516668648120024,0.4235238860780769,"Square pyramid, Octahedron",2,2i,1,"[1.850070298768773, 2.159733067485762, 1.418384365072182, 1.840524853440424]",0.0,1.817178146191785,A2B4C13,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Mo-O-Rb,0.011274471513151,-2.059111636052632,3.1604,3,Triclinic,-1,P-1,oxide,Rb,,Mo,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9849283446205523
mp-1209587,RbEr(MoO4)2,2.1152091743385304,0.7556054097339682,Tetrahedron,1,8d,1,[0.386168379761176],0.0,0.386168379761176,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Er-Mo-O-Rb,0.0,-2.5505888233333343,3.6024000000000003,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Er,,"B $\in$ [0.5, 1]",Positive B,1.8098906425489938
mp-1209627,Rb2MoP2O9,1.9651592764950487,0.6940072518405854,Octahedron,1,4f,1,[0.418460533542564],0.0,0.418460533542564,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-P-Rb,0.0,-2.5019142449489813,3.0281,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9884739774485354
mp-1209629,RbHo(MoO4)2,2.103982533099038,0.7278860602458928,Tetrahedron,1,8d,1,[0.37362445135097105],0.0,0.37362445135097105,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-Mo-O-Rb,0.0,-2.549806155625,3.6249,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,"H, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,1.8098642106589695
mp-1209660,Rb2Zn2(MoO4)3,2.104113415903197,0.7319634851223482,Tetrahedron,1,4e,1,"[0.132419855208112, 0.098402184514948, 0.411398902377244]",0.0,0.214073647366768,A2B2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Rb-Zn,0.001732859210529,-2.040496877894737,3.5953,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,"Zn, Mo",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.8080012485931054
mp-1209740,Pr2MoO6,2.2541015471403534,2.039167282654581,Trigonal bipyramid,1,4f,1,[1.191396888541148],0.0,1.191396888541148,AB2C6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Pr,0.0,-3.093956566759262,2.327099999999999,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,"O, P",,,Pr,,B > 1,Positive B,1.8841908623841364
mp-1209807,Pr2(MoO4)3,1.959054953093952,0.4836732654032259,Tetrahedron,1,"2a, 4e",2,"[0.018313763327663, 0.0006316004735570001]",0.0,0.00947268190061,A2B3C12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Pr,0.01545291382353,-2.628031201960783,3.6689,3,Tetragonal,-42m,P-42_1m,oxide,,,Mo,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7632203665967634
mp-1209982,NaMoO3F,2.051860953928024,0.8167910747488263,Octahedron,1,2e,1,[1.348632565906145],0.0,1.348632565906145,ABCD3,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,F-Mo-Na-O,0.0,-2.283062166896552,3.226099999999999,4,Monoclinic,2/m,P2_1/m,fluoride,Na,,Mo,,,,"N, O",F,,,,"B $\in$ [0.5, 1]",Positive B,1.962908280198072
mp-1210004,Rb4Zn(MoO4)3,2.079086576631905,0.6837354742910919,Tetrahedron,1,8c,1,"[0.05369075824895501, 0.02775691016426, 0.026110791121739002]",0.0,0.03585281984498467,AB3C4D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Rb-Zn,0.0,-2.137781833937501,4.0763,4,Orthorhombic,mmm,Pbca,oxide,Rb,,"Zn, Mo",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.8023953478843395
mp-1210008,Pr2(MoO4)3,1.9851991108981504,0.4706066533183271,Tetrahedron,1,4c,1,"[0.042809574620480004, 0.06688697004322901, 0.007215734419525]",0.0,0.038970759694411335,A2B3C12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-O-Pr,0.016297806176469,-2.6271863096078443,3.7771,3,Orthorhombic,mm2,Pba2,oxide,,,Mo,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7947053209898527
mp-1210143,Rb2Cd2(MoO4)3,1.8523116266442687,0.1398416941803118,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cd-Mo-O-Rb,0.0,-1.975452991184212,4.1251,4,Cubic,23,P2_13,oxide,Rb,,"Mo, Cd",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.795642558870016
mp-1210232,NaMo3(PO7)2,1.942219901256454,0.5024505142748118,"Octahedron, Trigonal bipyramid",2,2e,1,"[0.7981119709097361, 1.3399164942132131, 0.8021473069682791]",0.0,0.9800585906970761,AB2C3D14,2,3,2,"[6.0, 5.0, 6.0]","[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-P,0.009506387937494,-2.2634112027832503,2.1258,4,Monoclinic,2/m,P2_1/m,oxide,Na,,Mo,,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9900533438747954
mp-1210317,Rb2Mo3P3O17,1.9441881097067348,0.6011709667359785,Octahedron,1,4e,1,"[0.33956606707054404, 0.7653688085526381, 0.9446770025843271]",0.0,0.683203959402503,A2B3C3D17,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-P-Rb,0.0,-2.384764873557143,2.3576,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,Mo,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.001049881348822
mp-1210327,Pr2(MoO4)3,2.027745847183164,0.5504500237314314,Tetrahedron,1,"4f, 2e",2,"[0.039063652620448, 0.43643571565145206, 0.448564599472188, 0.15779356136855402, 0.36840680821098604]",0.0,0.2900528674647256,A2B3C12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-O-Pr,0.034539575490194,-2.608944540294118,3.6007,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,"O, P",,,Pr,,"B $\in$ [0.5, 1]",Positive B,1.8054151627977424
mp-1210358,NaMo6O17,1.882812987549345,0.3034771341896153,"Tetrahedron, Octahedron",2,2e,1,"[0.05353322576073401, 0.123550035023886, 0.16456199269340102, 0.09012056559353901, 0.39502033856240903, 0.49724094256757]",0.0,0.22067118336692318,AB6C17,2,3,2,"[6.0, 4.0, 6.0]","[6.0, 4.0, 6.0]",5.333333333333333,4.0,6.0,5.333333333333333,4.0,6.0,5.666666666666667,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Mo-Na-O,0.0,-1.985373047349137,0.5921999999999991,3,Monoclinic,2/m,P2_1/m,oxide,Na,,Mo,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8921223162985592
mp-1210378,Rb2Mg2(MoO4)3,1.80035916369313,0.0175798078076238,Tetrahedron,1,12b,1,[0.036764170248294],0.0,0.036764170248294,A2B2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mo-O-Rb,0.0,-2.346951578421052,4.3146,4,Cubic,23,P2_13,oxide,Rb,Mg,Mo,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7932321384476069
mp-1210390,Na2TmMoPO8,2.06648733902109,0.6598607530293468,Tetrahedron,1,4e,1,[0.021698366248647002],0.0,0.021698366248647002,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-P-Tm,0.003931181730768,-2.778195619223192,4.2237,5,Orthorhombic,mmm,Ibca,oxide,Na,,Mo,,,,"N, O, P",,,Tm,,"B $\in$ [0.5, 1]",Positive B,1.7992017695078366
mp-1210635,Na2Hf(MoO4)3,2.249084738805521,1.242372992266083,"Tetrahedron, Trigonal bipyramid",2,"4f, 2e",2,"[0.14414916139257702, 1.731604657475227]",0.0,0.937876909433902,AB2C3D12,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Hf-Mo-Na-O,0.035862250023154,-2.35520882098659,2.8868,4,Monoclinic,2/m,C2/c,oxide,Na,,"Mo, Hf",,,,"H, N, O",,,,,B > 1,Positive B,1.899132986305007
mp-1210638,Na3Cu2(MoO4)3,1.8287131180702711,0.0626667172950335,Tetrahedron,1,"4f, 2e",2,"[0.169330292643795, 0.04592323332341]",0.0,0.1076267629836025,A2B3C3D12,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cu-Mo-Na-O,0.038084878750008,-1.840838103456896,0.1823,4,Monoclinic,2/m,C2/c,oxide,Na,,"Cu, Mo",,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.8087402220529447
mp-1210945,MgU(MoO4)4,1.972568758228844,0.3977626557994201,Octahedron,1,4g,1,"[1.040441330194377, 1.229871071082867]",0.0,1.135156200638622,ABC4D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mo-O-U,0.006387378409092,-2.360560008863637,1.8038,4,Monoclinic,2/m,P2/c,oxide,,Mg,Mo,,,,O,,,,U,"B $\in$ [0.1, 0.5]",Positive B,1.980609704489688
mp-1210959,LiGd(MoO4)2,2.0569404002242373,1.2092743787239075,Octahedron,1,4g,1,[1.795949324349507],0.0,1.795949324349507,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Li-Mo-O,0.035746869999998,-2.494311470277779,2.978399999999999,4,Monoclinic,2/m,P2/c,oxide,Li,,Mo,,,,O,,,Gd,,B > 1,Positive B,1.990845539178431
mp-1210963,Li2Zn2(MoO4)3,1.984020724781218,0.432811600741817,Tetrahedron,1,"8d, 4c",2,"[0.07124561880883801, 0.09061023253387901]",0.0,0.08092792567135851,A2B2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mo-O-Zn,0.010850675789479,-2.039395784298245,3.1374,4,Orthorhombic,mmm,Pnma,oxide,Li,,"Zn, Mo",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.807268339688453
mp-1210966,Lu2Mo4O15,1.897664622301109,0.2445150433931536,Tetrahedron,1,4e,1,"[0.021742959521981003, 0.41351778472716105]",0.0,0.21763037212457104,A2B4C15,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-Mo-O,0.028162127559523,-2.526238371587302,3.3038,3,Monoclinic,2/m,P2_1/c,oxide,,,Mo,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.801255296308526
mp-1210978,LuTl(MoO4)2,1.989477392737602,0.4737188653551393,Tetrahedron,1,4c,1,"[0.024106166983793, 0.23710528883948]",0.0,0.1306057279116365,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Lu-Mo-O-Tl,0.007155215833364,-2.391052673541669,3.9398,4,Orthorhombic,mmm,Pnma,oxide,,,Mo,,Tl,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.8000119890634156
mp-1211057,Lu2MoO6,2.5559786123302617,3.700533090233408,Trigonal bipyramid,1,4f,1,[1.491602067751103],0.0,1.491602067751103,AB2C6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Mo-O,0.019262993240744,-3.209688069814813,2.113699999999999,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Lu,,B > 1,Positive B,1.8849865434767068
mp-1211145,LiSm(MoO4)2,2.0590802743221626,1.2390558165142913,Octahedron,1,4g,1,[1.9085155475853992],0.0,1.9085155475853992,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Li-Mo-O-Sm,0.027902648958354,-2.495415980277778,3.066,4,Monoclinic,2/m,P2/c,oxide,Li,,Mo,,,,"O, S",,,Sm,,B > 1,Positive B,1.992711704229747
mp-1211174,LiNd(MoO4)2,2.0960496676868083,1.3268906764938229,Octahedron,1,4g,1,[2.092576234517462],0.0,2.092576234517462,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Li-Mo-Nd-O,0.025156584166696,-2.488998830902778,3.0984,4,Monoclinic,2/m,P2/c,oxide,Li,,Mo,,,,"N, O",,,Nd,,B > 1,Positive B,2.005829990569898
