material_id,chem_formula,R$_0$,B,Mn_chemenv,num_Mn_chemenvs,Mn_wyckoff,num_Mn_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mn_sites,num_CN_env,num_charge_states,MnX_coordn,MnO_coordn,mean_coordn_Mn-X,min_coordn_Mn-X,max_coordn_Mn-X,mean_coordn_Mn-O,min_coordn_Mn-O,max_coordn_Mn-O,mean_Mn_charge,min_Mn_charge,max_Mn_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_MnO_BondL
mp-1100580,Li9Mn7O16,1.769640179390656,0.5098032748837075,Octahedron,1,"2n, 2m, 1f",3,"[0.29645613567913204, 0.600594469895539, 0.721334512167881, 0.8400556115118011]",0.0,0.6146101823135883,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.039556726718738,-2.127904274547413,1.2156,3,Monoclinic,2/m,P2/m,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.01978202658493
mp-1100581,Li9Mn7O16,1.721975981674015,0.5532799048665706,Octahedron,1,"2k, 1a, 1h, 1g, 2j",5,"[1.435497786524041, 0.156572575204039, 0.6880637106264921, 0.5357936050877521, 0.712289487679973]",0.0,0.7056434330244594,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.026416659843738,-2.141044341422414,0.925199999999999,3,Monoclinic,2/m,P2/m,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.015361721189996
mp-1100802,Zr8MnCu2(PO4)12,2.652740517989801,-0.277495670380151,Octahedron,1,1e,1,[4.70079603775704],0.0,4.70079603775704,AB2C8D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mn-O-P-Zr,0.002647437676053,-3.048232040755567,2.1231,5,Triclinic,-1,P-1,phosphate,,,"Mn, Cu, Zr",,,,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.347799170131416
mp-1101299,Ti3MnNi2(PO4)6,1.854750112115192,0.2398912617741881,Octahedron,1,1a,1,[0.9521119077399711],0.0,0.9521119077399711,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-Ni-O-P-Ti,0.032267243171283,-2.734366823771894,1.161699999999999,5,Trigonal,3,R3,phosphate,,,"Ti, Mn, Ni",,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.133799612056636
mp-1101302,Ti3MnSn2(PO4)6,1.998659780760071,0.0815288077518424,Octahedron,1,1a,1,[0.592237396560028],0.0,0.592237396560028,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-P-Sn-Ti,0.00935915877314,-2.801831590160784,1.303799999999999,5,Trigonal,3,R3,phosphate,,,"Ti, Mn",,Sn,,"O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1219272816286905
mp-1101389,Ti3MnCu2(PO4)6,1.8441782013081,0.2610262291343584,Octahedron,1,1a,1,[0.638514261872096],0.0,0.638514261872096,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mn-O-P-Ti,0.041915122800809,-2.666273646271893,0.0,5,Trigonal,3,R3,phosphate,,,"Ti, Mn, Cu",,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0304030328698803
mp-1101431,RbLiMn3O4,1.7521403617790992,0.5246206817605429,Tetrahedron,1,1a,1,"[0.9767548216525561, 2.063124424730127, 1.9181320882412782]",0.0,1.6526704448746539,ABC3D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-Rb,0.036079753263892,-1.871483890514048,0.7229999999999991,4,Monoclinic,m,Cm,oxide,"Li, Rb",,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.1104988029246683
mp-1101480,NaMnPCO7,1.9227994401603443,0.1342886537891753,Octahedron,1,"1a, 2b",2,"[1.6329269907420612, 1.553138146538792, 1.510442152984704]",0.0,1.565502430088519,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.023439797272735,-2.158734988995745,0.7266,5,Monoclinic,m,Cm,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9704707170913895
mp-1101530,LiMnP2O7,1.661321333965169,0.5531027584119231,Octahedron,1,4e,1,[0.902396273969798],0.0,0.902396273969798,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.005569989090922,-2.559754880731826,1.299,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0483617874627296
mp-1101535,Li2MnP2O7,1.6797177392730638,0.5395164309980857,Square pyramid,1,4i,1,[1.184494527310028],0.0,1.184494527310028,AB2C2D7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.006747169999998,-2.664497321990284,4.3122,4,Triclinic,-1,P-1,oxide,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1770904610270017
mp-1101538,LiMn(PO3)5,1.858152390405148,0.3002292736066231,Octahedron,1,"2d, 2b",2,"[0.27194704387482704, 0.053157662007986]",0.0,0.16255235294140652,ABC5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.036747458409091,-2.4596806789535752,0.004,4,Monoclinic,2/m,P2_1/c,phosphite,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9827205819775784
mp-1101551,Li3Mn3(PO4)4,2.163540320423054,-0.1589527735063163,Octahedron,1,"2c, 4f",2,"[1.342052123476981, 0.493071574255218]",0.0,0.9175618488660996,A3B3C4D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.023066405576933,-2.515885022398635,0.8884000000000001,4,Monoclinic,2/m,C2/c,phosphate,Li,,Mn,,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0513478657476734
mp-1101557,Li2Mn(PO4)2,1.827054377540232,0.3216948788217197,Octahedron,1,2a,1,"[0.18267736359514902, 0.600371128139888]",0.0,0.39152424586751855,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.040279622414534,-2.461528704529494,0.655899999999999,4,Monoclinic,2,P2_1,phosphate,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9582957633713045
mp-1101573,LiMn4P7O24,1.7164014290314356,0.5131951261866307,Octahedron,1,2i,1,"[1.058069235093255, 1.624345655485073, 1.5938973939738732, 1.666675898494026]",0.0,1.4857470457615567,AB4C7D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.01999522548611,-2.489357183265486,0.9861999999999992,4,Triclinic,-1,P-1,oxide,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0751663726397145
mp-1101650,NaMnPCO7,1.9759585998544849,-0.0131833066190432,Octahedron,1,1a,1,"[1.5628966452438862, 1.592595558059665, 1.502380396372558, 1.67424602905949]",0.0,1.5830296571838998,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.021174412045462,-2.161000374223018,0.8397,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9705940605544
mp-1101664,NaMnPCO7,1.7273990451130992,0.5578678426997448,Octahedron,1,1a,1,"[1.41659167406032, 1.4307125065476192, 1.349989489209677, 1.35948626071841]",0.0,1.3891949826340066,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.006802532954552,-2.175372253313928,1.333,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.953723085488372
mp-1101667,NaMnPCO7,2.6968670207921344,-1.820930909690424,Octahedron,1,4e,1,[1.477139698449544],0.0,1.477139698449544,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.006773199318188,-2.175401586950292,1.3202,5,Monoclinic,2/m,P2_1/c,oxide,Na,,Mn,,,,"C, N, O, P",,,,,B < -1,Negative B,1.9584440619577048
mp-1104659,Dy2MnNiO6,1.8779835423954736,0.1497917179365572,Octahedron,1,2c,1,[0.01848251284924],0.0,0.01848251284924,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mn-Ni-O,0.0,-2.855022476626436,0.5364999999999991,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Ni",,,,"N, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,1.9390030797074145
mp-1105126,SrMn7O12,1.8822330497705628,0.2555915647055481,"Octahedron, Square plane",2,"3e, 3d, 1b",3,"[0.057144532287984, 0.135000402539612, 0.022552693471640003]",0.0,0.07156587609974534,AB7C12,2,3,2,"[4.0, 6.0, 6.0]","[4.0, 6.0, 6.0]",5.333333333333333,4.0,6.0,5.333333333333333,4.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Sr,0.00328118165625,-2.1319797952758632,0.0,3,Trigonal,-3,R-3,oxide,,Sr,Mn,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9847804357396093
mp-1105157,RbNdMnWO6,1.981893696952724,0.1687473804020086,Square pyramid,1,2a,1,[0.140034726213804],0.0,0.140034726213804,ABCDE6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mn-Nd-O-Rb-W,0.026298901999998,-2.624257397293102,2.6501,5,Monoclinic,2,P2_1,oxide,Rb,,"Mn, W",,,,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.1375485360440107
mp-1105199,RbLaMnWO6,2.426700187316549,-0.1869737029388703,Octahedron,1,2a,1,[0.897727156352319],0.0,0.897727156352319,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mn-O-Rb-W,0.023629530776307,-2.656909701543102,1.6904,5,Monoclinic,2,P2_1,oxide,Rb,,"Mn, W",,,,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,2.2197934591935744
mp-1105225,Sc2MnNiO6,2.021046868407842,-0.2264262075305487,Octahedron,1,2b,1,[0.06382501638895201],0.0,0.06382501638895201,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-Ni-O-Sc,0.034633799375001,-2.759368691293102,1.818099999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Sc, Mn, Ni",,,,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.928810570805276
mp-1105240,KNdMnWO6,2.2274514024467256,-0.0140326744393845,Octahedron,1,2a,1,[0.765018983340055],0.0,0.765018983340055,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mn-Nd-O-W,0.002017938999999,-2.651206464268102,2.6477,5,Monoclinic,2,P2_1,oxide,K,,"Mn, W",,,,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.211938885553506
mp-1105271,MnBiO3,1.407230765552446,1.0783787784263468,Octahedron,1,4b,1,[0.31671259743956004],0.0,0.31671259743956004,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Mn-O,0.025675421600012,-1.808453582086208,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Mn,,Bi,B,O,,,,,B > 1,Positive B,2.072099395578127
mp-1105335,KYMnWO6,2.422604765915407,-0.1773949629226017,Octahedron,1,2a,1,[1.198384885917502],0.0,1.198384885917502,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mn-O-W-Y,0.019553592875,-2.651699235518103,2.8095,5,Monoclinic,2,P2_1,oxide,K,,"Mn, Y, W",,,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.226490294620614
mp-1105355,CaMn7O12,1.8912135392248417,0.2194052458975331,"Octahedron, Square plane",2,"3e, 3d, 1b",3,"[0.11666691715135401, 0.09485916559549101, 0.00191472527576]",0.0,0.07114693600753501,AB7C12,2,3,2,"[4.0, 6.0, 6.0]","[4.0, 6.0, 6.0]",5.333333333333333,4.0,6.0,5.333333333333333,4.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O,0.021065471458332,-2.130813863775863,0.0,3,Trigonal,-3,R-3,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9795747460402795
mp-1105374,RbYMnWO6,1.916383853428388,0.2378604997966151,Square pyramid,1,2a,1,[0.21951043147753402],0.0,0.21951043147753402,ABCDE6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Rb-W-Y,0.030997922374998,-2.637586802043103,2.6968,5,Monoclinic,2,P2_1,oxide,Rb,,"Mn, Y, W",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.135789363163338
mp-1105390,Mn7PbO12,1.8951690551619125,0.2321351112406721,"Octahedron, Square plane",2,"3e, 3d, 1b",3,"[0.016431706905962, 0.19975380113611002, 0.033866842545166004]",0.0,0.08335078352907933,AB7C12,2,3,2,"[4.0, 6.0, 6.0]","[4.0, 6.0, 6.0]",5.333333333333333,4.0,6.0,5.333333333333333,4.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb,0.026239654343745,-1.9130593667758624,0.0,3,Trigonal,-3,R-3,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.995967037506578
mp-1105401,NaYMnWO6,1.8431853651976595,0.3238569572545646,Octahedron,1,2a,1,[0.565369439397726],0.0,0.565369439397726,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O-W-Y,0.0,-2.673562475431033,2.7564,5,Monoclinic,2,P2_1,oxide,Na,,"Mn, Y, W",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2005925191466864
mp-1105431,Mn7PbO12,1.9475043868248127,0.1100733383933619,no_data,1,no_data,1,no_data,0.0,no_data,AB7C12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.14,3.14,3.14,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb,0.025448923343745,-1.913850097775863,0.0,3,Cubic,m-3,Im-3,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.00380283391864
mp-1105566,KLaMnWO6,2.164479033833385,0.0358525909545356,Octahedron,1,2a,1,[0.5914986217742061],0.0,0.5914986217742061,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-La-Mn-O-W,0.0,-2.686461859018102,2.4917,5,Monoclinic,2,P2_1,oxide,K,,"Mn, W",,,,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.204114445782833
mp-1105628,NaMn(GeO3)2,1.394746995069792,1.0794936813525349,Octahedron,1,2e,1,[1.071505344569744],0.0,1.071505344569744,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-Na-O,0.010586401148809,-2.106359941431034,0.9476999999999992,4,Monoclinic,2/m,C2/c,oxide,Na,,Mn,,,Ge,"N, O",,,,,B > 1,Positive B,2.075216729700025
mp-1105811,ScMnO3,2.556117239321204,-0.7002417928191057,Octahedron,1,"2d, 2a",2,"[0.441081104884599, 1.7756690398764472]",0.0,1.108375072380523,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-O-Sc,0.049973920562498,-2.941352321586206,1.7979999999999992,3,Monoclinic,2/m,P2_1/c,oxide,,,"Sc, Mn",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0678828307902117
mp-1106099,Y2MnCrO6,1.438135681496858,0.8740286301752291,Octahedron,1,2a,1,[0.224067135396249],0.0,0.224067135396249,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-Mn-O-Y,0.032774671416666,-3.076473279793104,0.922099999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Cr, Mn, Y",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.046888018434628
mp-1106155,Ca2MnReO6,1.6418652872892303,0.4126667250882283,Octahedron,1,4d,1,[0.08101714520804],0.0,0.08101714520804,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mn-O-Re,0.00076537870238,-2.655997039043107,0.1472,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mn, Re",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0966036933984453
mp-1106201,MnGeO3,1.839773110547193,0.3178758954581245,Octahedron,1,2e,1,"[0.37875529434791005, 0.862529633336739]",0.0,0.6206424638423246,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Ge-Mn-O,0.012176887999999,-2.123705890586208,1.1435,3,Monoclinic,2/m,C2/c,oxide,,,Mn,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.188759823222362
mp-1106239,MnBiO3,2.0286636213276985,0.0441325003999608,Octahedron,1,2a,1,"[0.8032551168620751, 0.6528201123039441]",0.0,0.7280376145830096,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Mn-O,0.029900116100012,-1.804228887586207,0.0958,3,Monoclinic,m,Cc,oxide,,,Mn,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0603898887017285
mp-1106241,BaTbMn2O5,2.008432373474816,0.0788074531915707,Square pyramid,1,2c,1,"[1.4749362458962572, 1.214643712499523]",0.0,1.3447899791978901,ABC2D5,1,2,2,"[5.0, 5.0]","[5.0, 5.0]",5.0,5.0,5.0,5.0,5.0,5.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-O-Tb,0.006504798125021,-2.793845698058748,0.0438,4,Tetragonal,4/mmm,P4/nmm,oxide,,Ba,Mn,,,B,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.046771625998793
mp-1120802,Li12MnCo(Ni5O12)2,2.0647816520898408,-0.3003795658248792,Octahedron,1,1d,1,[0.007750157429786001],0.0,0.007750157429786001,ABC10D12E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-Ni-O,0.019513328159719,-1.575299944331896,0.0,5,Monoclinic,2/m,C2/m,oxide,Li,,"Mn, Co, Ni",,,,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.942914691382842
mp-1171226,MnZn(SiO3)2,1.6638348540797927,0.5911236356966826,Octahedron,1,2e,1,[0.889066888110927],0.0,0.889066888110927,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Mn-O-Si-Zn,0.023158240166671,-2.723189551793104,2.2211,4,Monoclinic,2/m,C2/c,oxide,,,"Mn, Zn",,,Si,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.2391620766149654
mp-1172857,MnSiO3,1.423278142688109,0.743149288829364,Octahedron,1,4e,1,"[0.39937758244529803, 3.9763017953825712]",0.0,2.1878396889139347,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Mn-O-Si,0.017926196666673,-2.779933577086206,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,Mn,,,Si,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.233516080895229
mp-1172871,Mn7GeO12,1.8365596488288527,0.3577412670869685,"Cube, Octahedron",2,"8e, 8c, 8f, 4b",4,"[3.741471641459715, 2.6930750401473142, 1.511181549950958, 1.551732939689236]",0.0,2.374365292811806,AB7C12,2,2,2,"[8.0, 6.0]","[8.0, 6.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.5,2.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-O,0.0,-2.052191077025861,0.5022000000000001,3,Tetragonal,4/mmm,I4_1/acd,oxide,,,Mn,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.230048783741683
mp-1172916,LiMnPO4,1.919751637574568,0.3225533933646036,"Pentagonal pyramid, Square pyramid, Octahedron, See-saw",4,1a,1,"[1.807290072770758, 1.2760136450644342, 4.945093475048992, 1.364625472817915, 8.586576037203164, 1.976440209767426, 1.825209068088128, 4.991678222508166, 1.553254044437667, 7.456696716836747, 1.331875772887049, 1.772825230298015]",0.167,3.2406314973107055,ABCD4,4,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.042984560476185,-2.590444172867698,2.8914,4,Triclinic,1,P1,phosphate,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.23595210387436
mp-1173257,Sr2Nd2MnCuO8,2.187579393940815,-0.5529278034843877,Octahedron,1,2i,1,[0.131857193904899],0.0,0.131857193904899,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Mn-Nd-O-Sr,0.024048904234687,-2.821500970209359,0.0,5,Triclinic,-1,P-1,oxide,,Sr,"Mn, Cu",,,,"C, N, O, S",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,1.9599578124657893
mp-1173267,Sr2La2MgMnO8,1.963405721126653,-0.0511956106692711,Octahedron,1,2i,1,[0.08280842780113501],0.0,0.08280842780113501,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mg-Mn-O-Sr,0.045587350779762,-3.143874129495074,0.0,5,Monoclinic,2/m,C2/m,oxide,,"Mg, Sr",Mn,,,,"O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9428662989127563
