material_id,chem_formula,R$_0$,B,Mn_chemenv,num_Mn_chemenvs,Mn_wyckoff,num_Mn_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mn_sites,num_CN_env,num_charge_states,MnX_coordn,MnO_coordn,mean_coordn_Mn-X,min_coordn_Mn-X,max_coordn_Mn-X,mean_coordn_Mn-O,min_coordn_Mn-O,max_coordn_Mn-O,mean_Mn_charge,min_Mn_charge,max_Mn_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_MnO_BondL
mp-1002571,NaMn2O4,1.7080744756528072,0.607126891848678,Octahedron,1,"1a, 1e",2,"[0.6683867368335961, 1.322436078739249]",0.0,0.9954114077864226,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.00513630107142,-1.973025846748768,0.5661,3,Triclinic,-1,P-1,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.012371328025745
mp-1003312,KMn4O8,1.7888389299122305,0.4043561079681576,Octahedron,1,"1c, 1d, 2f",3,"[0.7282066323999301, 0.9549082046401751, 1.41919175437894]",0.0,1.0341021971396818,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mn-O,0.006818451410312,-1.936672633767241,0.1931,3,Monoclinic,2/m,C2/m,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9933409135956568
mp-1003313,Li2Mn3O6,1.5764478519579097,0.9359410515508916,Octahedron,1,"2a, 4i",2,"[0.211611576749051, 1.6746905633681601]",0.0,0.9431510700586055,A2B3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.04418623909091,-2.060895768223616,0.0487,3,Monoclinic,2/m,C2/m,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.019632509412956
mp-1003314,KMn2O4,1.6860056947311342,0.5848509970331629,Octahedron,1,"1a, 1e",2,"[0.749749719229698, 1.409603008579725]",0.0,1.0796763639047116,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.000468158571428,-1.964762960444581,0.435699999999999,3,Triclinic,-1,P-1,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.977731698524949
mp-1003315,LiMn4O8,1.858658226815756,0.2183708092281747,Octahedron,1,4e,1,"[0.394425762600142, 0.8331436137973801, 0.7448397985683881, 0.666303960514675]",0.0,0.6596782838701463,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.034245027826923,-1.923153954042882,0.1557,3,Monoclinic,2/m,P2_1/c,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.974087356143766
mp-1003316,KMn4O8,1.752481146917966,0.3646672837151948,Octahedron,1,4h,1,[0.56737587094608],0.0,0.56737587094608,AB4C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.75,3.75,3.75,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.007819124487236,-1.935671960690318,0.0,3,Tetragonal,4/m,I4/m,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9226864392687049
mp-1003317,Mn3HO6,1.928635079438082,0.0771117532413889,Octahedron,1,1a,1,"[0.5185838287465501, 0.874881703061521, 0.673148165964901]",0.0,0.6888712325909907,AB3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-Mn-O,0.03371158980208,-1.755285574504311,0.0,3,Monoclinic,m,Cm,oxide,,,Mn,,,,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9736545172535749
mp-1003318,CaMn16O32,1.8631622394834264,0.1811734449959633,Octahedron,1,"1a, 2c, 1b",3,"[0.784448932747954, 0.384930388582916, 0.7402065942098021, 0.7136019446192731, 0.44923926740544906, 0.819739423330459, 0.6567937299623301, 0.700033123667393, 0.7050558460502541, 0.6756275787224171, 0.715891163716992, 0.6719599003505871]",0.0,0.6681273244471521,AB16C32,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O,0.01762879895832,-1.9032839466713591,0.0,3,Monoclinic,m,Pm,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.96475752147762
mp-1003319,CaMn8O16,1.8582305807625576,0.2126139945877026,Octahedron,1,2a,1,"[0.8536490403906921, 0.40329536681944406, 0.699330481761199, 0.6789613408936881, 0.37929739526377204, 0.921859621024915, 0.672723148418336, 0.743630654478533]",0.0,0.6690933811313224,AB8C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O,0.016818115424978,-1.998544058937932,0.124499999999999,3,Monoclinic,m,Pc,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9754684115761891
mp-1003403,Mn8HO16,1.8677127143256664,0.1784861208199362,Octahedron,1,2a,1,"[0.7509890053508511, 0.7421590784247011, 0.930839459812234, 0.656442023618233, 0.913922983192692, 0.505998805835965, 0.7262805184198301, 0.7152634749925161]",0.0,0.7427369187058779,AB8C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-Mn-O,0.026770354554162,-1.782345265587932,0.2828,3,Monoclinic,m,Pc,oxide,,,Mn,,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.968415482782333
mp-1003437,KMn2O4,1.7286550992533063,0.530792202187182,"Square pyramid, Octahedron",2,4g,1,"[0.604085184902849, 0.5992608620478721, 1.447691773875857, 1.408605856259628]",0.0,1.0149109192715515,AB2C4,2,2,2,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mn-O,0.018348749107142,-1.946882369908867,0.9303,3,Monoclinic,2/m,P2/c,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.971787505835708
mp-1003483,CaMn4O8,1.7401487466944254,0.5410502726067636,Octahedron,1,2i,1,"[1.494968684284395, 0.74686627238886]",0.0,1.1209174783366276,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O,0.028905956842955,-2.164457063978782,0.5121,3,Triclinic,-1,P-1,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.00735760568475
mp-1003484,MgMn4O8,1.719357594211606,0.5827467404020918,Octahedron,1,2i,1,"[1.7483003838684161, 0.952796261958712]",0.0,1.3505483229135642,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-O,0.039744379919879,-2.068143603594166,0.0,3,Triclinic,-1,P-1,oxide,,Mg,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0097047472259053
mp-1003549,LiMn16O32,1.897481375614344,0.1000890750983487,Octahedron,1,"2c, 1a, 1b",3,"[0.59628144352737, 0.683442376734398, 0.649895230726597, 0.7149957138752051, 0.7212388752998691, 0.6939761189370851, 0.732748304422778, 0.6550469201258601, 0.7079175863747491, 0.686097421076254, 0.6851189762543931, 0.6111292498590141]",0.0,0.6781573514344643,AB16C32,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.021766615290827,-1.836543426127141,0.0,3,Monoclinic,m,Pm,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.944432469139884
mp-1003635,NaMn16O32,1.7778625127744516,0.2862182438074773,Octahedron,1,"8l, 4k, 4j",3,"[0.5696761761773691, 0.6064591756122111, 0.570953952215234]",0.0,0.5823631013349381,AB16C32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.94,3.94,3.94,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Mn-Na-O,0.02501016680272,-1.824943012821955,0.0,3,Tetragonal,4/m,P4/m,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.898473844647625
mp-1003636,NaMn4O8,1.892327435534359,0.1506185362049155,Octahedron,1,4e,1,"[0.473698621981592, 0.784032097662253, 0.698941305052392, 0.647416838412422]",0.0,0.6510222157771648,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.005272852569946,-1.9106918002387272,0.075699999999999,3,Monoclinic,2/m,P2_1/c,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9707715221071167
mp-1003637,LiMn3O6,1.7898202287688705,0.4124939996724887,Octahedron,1,1a,1,"[0.662471928765726, 0.7733796414714751, 0.630594469225623]",0.0,0.688815346487608,AB3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.029378997508328,-1.968481301712644,0.337099999999999,3,Monoclinic,m,Cm,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.999943775860353
mp-1003638,NaMn8O16,1.782117365449368,0.2794799968547484,Octahedron,1,2a,1,"[0.5180516247971381, 0.55256179453408, 0.526429875185183, 0.5598792793164991, 0.560122395347689, 0.526948073576435, 0.554088364451491, 0.5198416133296311]",0.0,0.5397403775672682,AB8C16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.88,3.88,3.88,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Mn-Na-O,0.0,-1.876281424993103,0.0,3,Monoclinic,2/m,P2/c,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9047857572605955
mp-1003764,K3Mn4O8,1.7923185576946097,0.3935028263226584,Octahedron,1,1a,1,"[1.134983292664648, 1.680215850367513, 0.370952252978806, 1.6081761188679, 1.6258975407145582, 1.5979499064544571, 2.363974476759105, 1.567187214027812, 0.379377702363319, 0.402009802670153, 1.250990866793497, 2.064467301461062, 2.503035698639402, 2.032144776653632, 1.81868443824655, 0.36779355416381504]",0.0,1.4229900496141394,A3B4C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.25,3.25,3.25,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.0,-1.955604567398289,0.487499999999999,3,Triclinic,1,P1,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.033723176261167
mp-1003765,Mn2HO4,1.9044782394222464,0.1639454232018088,Octahedron,1,2a,1,"[0.584859485306724, 0.6464736757607701, 1.052914957626943, 1.258338659842716, 0.7789399109009041, 1.155956094703335]",0.0,0.9129137973568987,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-Mn-O,0.034643315550587,-1.739983523158867,0.087599999999999,3,Monoclinic,m,Cc,oxide,,,Mn,,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0006761123346344
mp-1003766,NaMn2O4,1.5367349770065517,0.9679585809197968,Octahedron,1,"2b, 2a",2,"[0.34736192034734303, 5.92130371780737]",0.5,3.1343328190773567,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.04576415607142,-1.932397991748768,0.0,3,Orthorhombic,mm2,Pmc2_1,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0356545279232727
mp-1003767,NaMn2O4,1.795370863786713,0.3891099145713956,Octahedron,1,2a,1,"[1.9608641833079121, 1.963623316197184, 0.434984332459088, 0.906889806201521, 0.5387948575778341, 0.594010865444994]",0.0,1.0665278935314222,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.021602307738087,-1.956559840082102,0.6130999999999991,3,Monoclinic,m,Cc,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.010146600236361
mp-1003771,MgMn6O12,1.7355518826905345,0.4970374072811115,Octahedron,1,2a,1,"[1.357277397448122, 1.286420194149345, 0.890548874376592, 0.9800325868924811, 0.6412227817964811, 0.690189076947879]",0.0,0.9742818186018166,AB6C12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-O,0.03321082459429,-1.9845634559255911,0.342299999999999,3,Monoclinic,m,Cc,oxide,,Mg,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.012151595896902
mp-1003920,Mn2HO4,1.788745201567353,0.2925924466353427,Octahedron,1,"4c, 4b",2,"[1.851641153927289, 0.42117166849866106]",0.0,1.136406411212975,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,H-Mn-O,0.020116381622016,-1.754510457087438,1.076199999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Mn,,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.969019126894367
mp-1004375,MgMn4O8,1.826951908481964,0.3570537077254754,Octahedron,1,"2c, 2d",2,"[0.39832525047212103, 1.620346504885554]",0.0,1.0093358776788375,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-O,0.042390792996801,-2.065497190517243,0.276599999999999,3,Orthorhombic,mm2,Imm2,oxide,,Mg,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.005238711906028
mp-1004376,NaMn2O4,1.7637281375613778,0.5353627041512347,Octahedron,1,4c,1,"[2.59364190426446, 0.8674901678241871]",0.0,1.7305660360443236,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.028956483214278,-1.949205664605911,0.6132000000000001,3,Orthorhombic,222,C222_1,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0275439104250017
mp-1004758,Mn3(HO3)2,1.7030511770332584,0.5999377578279592,Octahedron,1,"1c, 2i",2,"[0.46302323070000606, 1.523158260864415]",0.0,0.9930907457822105,A2B3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,H-Mn-O,0.016911048503782,-1.744651857844828,0.131499999999999,3,Monoclinic,2/m,C2/m,oxide,,,Mn,,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.972402799814578
mp-1004762,LiMn4O8,1.85361075477523,0.241840211054648,Octahedron,1,"2a, 4b",2,"[0.8125657926306611, 0.756373618692593, 1.202727608820043]",0.0,0.9238890067144322,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.045495789942307,-1.911903191927498,0.0,3,Orthorhombic,mm2,Cmc2_1,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.987143902343458
mp-1012742,NaMn3P3O13,1.8773074057670311,0.2232087345610716,"Square pyramid, Octahedron",2,"2a, 2e",2,"[1.315794394498195, 0.9262829332396051, 0.654353500335876]",0.0,0.9654769426912253,AB3C3D13,2,3,2,"[5.0, 6.0, 6.0]","[5.0, 6.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O-P,0.005076928625002,-2.395925765705049,0.934999999999999,4,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9910537269130573
mp-1013917,LiMn3P3O13,1.9001800486284992,0.1647472111976379,"Square pyramid, Octahedron",2,"2a, 2e",2,"[1.024282944873749, 1.109462075693254, 0.57363572827256]",0.0,0.9024602496131876,AB3C3D13,2,3,2,"[5.0, 6.0, 6.0]","[5.0, 6.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-P,0.021897554083345,-2.39552577405275,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.984783856105521
mp-1016153,KMn8O16,1.604683088706026,0.7934241684240462,Octahedron,1,8g,1,"[0.6933039240534971, 0.6450080651758411]",0.0,0.669155994614669,AB8C16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.88,3.88,3.88,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mn-O,0.020614296400028,-1.879034598027932,0.0,3,Tetragonal,4/m,P4/n,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9495943607814048
mp-1016155,NaMn4O8,1.7729550059542425,0.4404302844656602,Octahedron,1,"1a, 2e, 1b",3,"[0.938067166856497, 0.6996075638510141, 1.3841897298793882]",0.0,1.0072881535289664,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.003762951031484,-1.912201701777189,0.3064,3,Monoclinic,2/m,C2/m,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.997182728040756
mp-1016165,LiMn8O16,1.8990557193850868,0.1057748052036128,Octahedron,1,2a,1,"[0.5839854655351691, 0.5896502058637131, 0.626576814758807, 0.7083756349038971, 0.641671526450318, 0.6184300364197981, 0.6971295774366271, 0.61089969195141]",0.0,0.6345898691649674,AB8C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O,0.025847975436677,-1.866812898671264,0.0,3,Monoclinic,m,Pc,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9500544682686969
mp-1016190,KMn3O6,1.6753374608193394,0.5789936403115215,Octahedron,1,4f,1,"[2.758664747745936, 0.453982605434721, 0.43354328769718603]",0.0,1.2153968802926143,AB3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.0,-1.965370852104309,1.198599999999999,3,Monoclinic,2/m,C2/c,oxide,K,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9738751641687264
mp-1032403,LiMg6MnO8,1.4268945238109991,0.9206569157420972,Octahedron,1,1a,1,[0.165595998137295],0.0,0.165595998137295,ABC6D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Li-Mg-Mn-O,0.024520575312499,-2.794178793204023,1.5316,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.068981086638788
mp-1032414,LiMg6MnO8,2.966969053945776,-1.2687500630153634,Octahedron,1,1a,1,[0.032769956995985006],0.0,0.032769956995985006,ABC6D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Li-Mg-Mn-O,0.028895311562499,-2.789804056954023,0.6831,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Mn,,,,O,,,,,B < -1,Negative B,2.086979185558775
mp-1036089,LiMg14MnO16,1.1758530923762138,1.2748780936406243,Octahedron,1,1a,1,[0.08801165109205801],0.0,0.08801165109205801,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Li-Mg-Mn-O,0.02180212984375,-2.906702139414511,0.4456,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Mn,,,,O,,,,,B > 1,Positive B,2.060982147466667
mp-1036130,NaMg14MnO16,1.1045791398275835,1.3892672030398685,Octahedron,1,1a,1,[0.10367914080807801],0.0,0.10367914080807801,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-Na-O,0.043835284140625,-2.867891741540948,0.4718,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Mn,,,,"N, O",,,,,B > 1,Positive B,2.069125172985333
mp-1036133,NaMg14MnO16,1.0646641493634363,1.4466711224037847,Octahedron,1,1a,1,[0.24254984177551103],0.0,0.24254984177551103,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-Na-O,0.029286712578125,-2.882440313103448,0.9006999999999991,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Mn,,,,"N, O",,,,,B > 1,Positive B,2.0706302836416706
mp-1036220,LiMg14MnO16,1.2545948735730623,1.169255631757116,Octahedron,1,1a,1,[0.163072569442601],0.0,0.163072569442601,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Li-Mg-Mn-O,0.00927972203125,-2.919224547227011,0.7531999999999991,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Mn,,,,O,,,,,B > 1,Positive B,2.067653932844
mp-1038038,LiMg30MnO32,0.4917936414844677,2.2763878441840704,Octahedron,1,1a,1,[0.17237968157567102],0.0,0.17237968157567102,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Li-Mg-Mn-O,0.003865998046874,-2.979540721582255,1.5303,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Mn,,,,O,,,,,B > 1,Positive B,2.071307093801325
mp-1038043,NaMg30MnO32,0.2390604475653804,2.643123415094679,Octahedron,1,1a,1,[0.23171300106371],0.0,0.23171300106371,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-Na-O,0.011711497695312,-2.963306600145474,1.6848,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Mn,,,,"N, O",,,,,B > 1,Positive B,2.073028303395999
mp-1040921,MgMn2O4,2.003683174449495,0.1375480546365475,"Tetrahedron, Octahedron",2,"1a, 2b",2,"[0.74493708091267, 0.7983022414709391, 0.8028434336504351, 0.8231861451659801, 0.8815155980538271, 0.6698385505534491, 0.8454765902034941, 0.9799019230423691, 0.18814528462645003]",0.0,0.7482385386310682,AB2C4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-O,0.025242698333328,-2.311757607504106,0.0,3,Monoclinic,m,Cm,oxide,,Mg,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0684920118857133
