material_id,chem_formula,R$_0$,B,Te_chemenv,num_Te_chemenvs,Te_wyckoff,num_Te_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Te_sites,num_CN_env,num_charge_states,TeX_coordn,TeO_coordn,mean_coordn_Te-X,min_coordn_Te-X,max_coordn_Te-X,mean_coordn_Te-O,min_coordn_Te-O,max_coordn_Te-O,mean_Te_charge,min_Te_charge,max_Te_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TeO_BondL
mp-4804,Li4TeO5,1.9362229356624403,0.8515485423375321,Octahedron,1,2i,1,[0.24174976960402902],0.0,0.24174976960402902,AB4C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Li-O-Te,0.0,-2.104244935500001,2.7111,3,Triclinic,-1,P-1,oxide,Li,,,,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.937035170220965
mp-5040,CaTe2O5,2.015228118015789,1.108977839444945,See-saw,1,4e,1,"[2.428425515098922, 1.7840122483220582]",0.0,2.10621888171049,AB2C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ca-O-Te,0.0,-2.097978778541672,3.3756,3,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,Te,"C, O",,,,,B > 1,Positive B,2.0089687345234535
mp-504692,NiTe2O5,2.0333399845613416,0.5938415020578311,"See-saw, Square pyramid, Triangular non-coplanar",3,"4c, 8d",2,"[2.911322362778414, 1.3065345601556921, 0.976591755552595]",0.0,1.7314828928289003,AB2C5,3,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ni-O-Te,0.004431473750001,-1.453449466666666,2.505999999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Ni,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0512555851204475
mp-504924,Cs2Te2O5,2.059746021137212,1.8015636998591784,"See-saw, Triangular non-coplanar",2,8c,1,"[3.606364973727962, 0.8472240925702921]",0.0,2.226794533149127,A2B2C5,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Te,0.0,-1.743757562932632,2.8746,3,Orthorhombic,mmm,Pbca,oxide,Cs,,,,,Te,"C, O",,,,,B > 1,Positive B,2.0653311297973147
mp-505342,MnCu(Te2O5)2,2.06263817832368,0.727085356803203,See-saw,1,16k,1,[1.7700498831832991],0.0,1.7700498831832991,ABC4D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Cu-Mn-O-Te,0.014445133749991,-1.508879663099856,0.6787999999999991,4,Tetragonal,4/mmm,P4_2/nbc,oxide,,,"Mn, Cu",,,Te,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.023640877925033
mp-505685,Nb2Te4O13,2.0615313927117187,0.5826176628266877,"See-saw, Triangular non-coplanar",2,2i,1,"[1.7513473997377882, 2.171074353360073, 2.4985126511621463, 1.308309905167759, 3.328496645786307, 2.53283780586019, 2.013186205133277, 1.247737022347265]",0.0,2.1064377485693506,A2B4C13,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Nb-O-Te,0.006052228947373,-2.059498487719298,2.5589,3,Triclinic,-1,P-1,oxide,,,Nb,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0291055856486375
mp-510342,Dy2Te4O11,2.0262630887747,0.8763146621930934,See-saw,1,4f,1,"[1.773908682378199, 2.986091302369767]",0.0,2.379999992373983,A2B4C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Te,0.004625912169119,-2.305057676470586,3.2417,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.037579778154443
mp-5121,Nd2Te4O11,2.047086370825316,1.0181838750795174,"See-saw, Triangular non-coplanar",2,4f,1,"[2.006103575477498, 0.888925091544953]",0.0,1.4475143335112255,A2B4C11,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Nd-O-Te,0.0,-2.274413674803923,3.292,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,"N, O",,,Nd,,B > 1,Positive B,2.0602332683675506
mp-5214,TiTe3O8,1.9829069188811248,0.3404807749940369,See-saw,1,12d,1,[1.858092208164934],0.0,1.858092208164934,AB3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-Te-Ti,0.001305564791665,-1.99700330111111,2.7479,3,Cubic,m-3,Ia-3,oxide,,,Ti,,,Te,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0029592265011753
mp-5279,Ca3TeO6,1.9283252225237169,-0.0256400210149881,Octahedron,1,2a,1,[0.017151617340182],0.0,0.017151617340182,AB3C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ca-O-Te,0.0,-2.812126670666663,3.2598000000000003,3,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9283150501063624
mp-5363,Hg2TeO5,1.9368902586071328,0.2694620883036136,Octahedron,1,4a,1,[0.11940965627578501],0.0,0.11940965627578501,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Hg-O-Te,0.019736852708334,-1.055440153333336,0.5348,3,Orthorhombic,mm2,Pna2_1,oxide,,,Hg,,,Te,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9399212531466812
mp-540537,Cr2Te4O11,2.0496410110330463,0.681597683486298,"See-saw, Triangular non-coplanar",2,4e,1,"[1.664748090053013, 3.865140656346007]",0.0,2.7649443731995103,A2B4C11,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Cr-O-Te,0.0,-1.752028875686286,2.3209,3,Monoclinic,2/m,P2_1/c,oxide,,,Cr,,,Te,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9981045070482821
mp-540592,Fe2(TeO3)3,2.062545243769246,0.7473735124313003,"See-saw, Triangular non-coplanar",2,4c,1,"[1.4275668564921, 1.500155127011135, 3.192189197498024]",0.0,2.0399703936670863,A2B3C9,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",SCAN,Fe-O-Te,0.014069792678557,-1.556715693035714,2.192599999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Fe,,,Te,O,F,,,,"B $\in$ [0.5, 1]",Positive B,1.963104896513773
mp-541285,Th(TeO3)2,1.945641938991987,0.214544844485498,Triangular non-coplanar,1,4e,1,"[2.417025169878467, 1.103750499341295]",0.0,1.760387834609881,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",r2SCAN,O-Te-Th,0.0,-2.465903043425929,3.6142,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Te,O,,,,Th,"B $\in$ [0.1, 0.5]",Positive B,1.8841369942888837
mp-541619,Na2TeO3,1.8974944131223328,0.0409617914994481,Triangular non-coplanar,1,4e,1,[1.113738333437007],0.0,1.113738333437007,AB2C3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Na-O-Te,0.0,-1.848553874487548,3.2606,3,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,Te,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.8857209416821867
mp-541917,Na2Te4WO12,2.0703836274723044,0.599139536170919,"See-saw, Square pyramid",2,4f,1,"[2.428421782321694, 1.815440321740229]",0.0,2.1219310520309613,AB2C4D12,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Na-O-Te-W,0.0,-1.78390556891712,2.9425,4,Monoclinic,2/m,C2/c,oxide,Na,,W,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.148917490265061
mp-541918,Na2Te4MoO12,2.065844398834934,0.5984580069706558,"Square pyramid, Triangular non-coplanar",2,4f,1,"[1.4846818384861271, 1.863568796901876]",0.0,1.6741253176940014,AB2C4D12,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-Te,0.0,-1.74006818260133,2.4592,4,Monoclinic,2/m,C2/c,oxide,Na,,Mo,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.1445399096627407
mp-542501,Rb2U3(TeO7)2,1.911277104094656,0.0244982370062641,Triangular non-coplanar,1,2i,1,[1.641737354759144],0.0,1.641737354759144,A2B2C3D14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",GGA,O-Rb-Te-U,0.0,-2.872551534206348,1.851299999999999,4,Triclinic,-1,P-1,oxide,Rb,,,,,Te,O,,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9044960726579958
mp-542514,Ho2Te4O11,2.022761849209072,0.8511434932271849,See-saw,1,4f,1,"[2.8975587966170533, 1.73780504456444]",0.0,2.3176819205907466,A2B4C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Ho-O-Te,0.0,-2.306119687745096,3.239499999999999,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,"H, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,2.0337684117858132
mp-542515,Gd2Te4O11,2.0328623767103555,0.9192517361171392,See-saw,1,4f,1,"[3.108178159555977, 1.8184246972606761]",0.0,2.4633014284083266,A2B4C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Te,0.0,-2.279731501274508,0.248,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.044732508720462
mp-542676,Lu2Te4O11,2.015623542344158,0.8001821282966286,See-saw,1,4f,1,"[2.7533428634031063, 1.6968220914437122]",0.0,2.2250824774234093,A2B4C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Te,0.011584138823537,-2.31137674235294,3.221199999999999,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.0259638874889214
mp-542807,Cu2Te2Br2O5,2.193901339096466,2.924281273462434,See-saw,1,4h,1,[2.75440863648703],0.0,2.75440863648703,A2B2C2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Br-Cu-O-Te,0.018832204090914,-1.151411038484848,0.0601,4,Tetragonal,-4,P-4,oxide,,,Cu,,,"B, Te","C, O",Br,,,,B > 1,Positive B,2.0867447208120136
mp-543028,Tl2TeO3,1.8750466730772004,-0.0151686914908657,Triangular non-coplanar,1,8m,1,[1.106599053116721],0.0,1.106599053116721,AB2C3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Te-Tl,0.0,-1.273872056180558,1.9408,3,Orthorhombic,mmm,Pban,oxide,,,,,Tl,Te,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.879396029829677
mp-543034,Ba3Zn6Si4TeO20,1.9548848142539248,1.6016509457495514,Octahedron,1,1a,1,[0.160695953125591],0.0,0.160695953125591,AB3C4D6E20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Si-Te-Zn,0.0,-2.627077743431373,2.6456,5,Monoclinic,2/m,C2/m,oxide,,Ba,Zn,,,"B, Si, Te","O, S",,,,,B > 1,Positive B,1.9552089120934324
mp-543039,TePbO3,1.9321566824816985,0.1593957042941561,Triangular non-coplanar,1,4f,1,"[1.5095094001274272, 1.466266776207143, 1.431038377000214]",0.0,1.468938184444928,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",SCAN,O-Pb-Te,0.0,-1.550890769833333,3.2104,3,Monoclinic,2/m,C2/c,oxide,,,,,Pb,Te,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8863432874288277
mp-543040,Ga2Te3(HO2)6,1.9043404896093947,-0.0368781543760693,Triangular non-coplanar,1,6b,1,[2.105090634225153],0.0,2.105090634225153,A2B3C6D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-H-O-Te,0.030518476521737,-1.5487981514130431,3.7621,4,Trigonal,3m,R3c,oxide,,,,,Ga,Te,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.914307624116115
mp-5431,BaTeO3,2.3094927650467083,4.1919957897447935,Triangular non-coplanar,1,2e,1,[0.8725899541942571],0.0,0.8725899541942571,ABC3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ba-O-Te,0.0,-2.357057434333336,2.7149,3,Monoclinic,2/m,P2_1/m,oxide,,Ba,,,,"B, Te",O,,,,,B > 1,Positive B,2.103301685104997
mp-551806,CoTeMoO6,1.9300279516173329,0.7918728929730191,See-saw,1,2b,1,[1.635678963752353],0.0,1.635678963752353,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Mo-O-Te,0.0,-1.670296165185186,1.847299999999999,4,Orthorhombic,222,P2_12_12,oxide,,,"Co, Mo",,,Te,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.295965873610337
mp-552051,Ca2CoTeO6,1.959808403926854,0.0138998120050803,Octahedron,1,4b,1,[0.012836565238035],0.0,0.012836565238035,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Te,0.0,-2.354738702166666,1.6102999999999992,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Co,,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9598139481594679
mp-553949,Ag2Hg2(TeO4)3,1.94105714929712,0.4495372398641418,Octahedron,1,"4e, 2c",2,"[0.269196719985758, 0.17764819047614203]",0.0,0.22342245523095,A2B2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Ag-Hg-O-Te,0.0,-1.105035922807017,0.1606,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ag, Hg",,,Te,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9396475327670386
mp-553969,Na2Te3Mo3O16,2.070355593197481,0.0495321498037254,"See-saw, Triangular non-coplanar",2,"1a, 2c",2,"[1.404734331507982, 1.687839357100073]",0.0,1.5462868443040274,A2B3C3D16,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-Te,0.013230382083333,-1.833165568864942,2.6404,4,Monoclinic,2,C2,oxide,Na,,Mo,,,Te,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0708829147977252
mp-554007,FeTe2BrO5,2.02097088266701,0.3740889157569913,"See-saw, Square pyramid, Triangular non-coplanar",3,4e,1,"[8.162581178856772, 3.085886268306851, 1.659772259508772, 2.779125762284619]",0.25,3.921841367239254,ABC2D5,3,4,1,"[5.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 4.0]",4.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,1.5,1,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Br-Fe-O-Te,0.011751969583335,-1.454613884814815,1.8634,4,Monoclinic,2/m,P2_1/c,hypobromite,,,Fe,,,"B, Te",O,"F, Br",,,,"B $\in$ [0.1, 0.5]",Positive B,1.9771357108527157
mp-554193,NaGa(TeO3)2,2.1549520367015136,2.477197135439796,"Square pyramid, Triangular non-coplanar",2,8c,1,"[4.240962065694555, 0.699561717022369]",0.0,2.470261891358462,ABC2D6,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Na-O-Te,0.004975385374991,-1.802984319596264,3.014999999999999,4,Orthorhombic,mmm,Pbca,oxide,Na,,,,Ga,Te,"N, O",,,,,B > 1,Positive B,2.1074889116824
mp-554219,U(TeO3)3,2.4113792573607453,-0.5450622550086441,Square pyramid,1,24d,1,[6.066090283584223],1.0,6.066090283584223,AB3C9,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",GGA,O-Te-U,0.007253469423075,-2.139227860576923,1.8411,3,Cubic,m-3,Pa-3,oxide,,,,,,Te,O,,,,U,"B $\in$ [-1, -0.1]",Negative B,2.1395592818759495
mp-554313,Nd2Te2W2O13,2.093854466173769,0.7640600499360299,"See-saw, Triangular non-coplanar",2,2i,1,"[1.9893271661007161, 2.176447439324925]",0.0,2.0828873027128205,A2B2C2D13,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Nd-O-Te-W,0.0,-2.479931707807019,3.417399999999999,4,Triclinic,-1,P-1,oxide,,,W,,,Te,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.0039942504987183
mp-554357,Ag4TeO5,1.9548099307767144,0.8383169079108578,Octahedron,1,4f,1,[0.384044581884456],0.0,0.384044581884456,AB4C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Ag-O-Te,0.0,-0.771264614333333,0.004199999999999,3,Monoclinic,2/m,C2/c,oxide,,,Ag,,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9553662662213689
mp-554401,BaCu2Te2(ClO3)2,2.066900021059562,0.6777742964270315,"See-saw, Triangular non-coplanar",2,2a,1,"[1.565990550540093, 2.019692093653815]",0.0,1.7928413220969541,AB2C2D2E6,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cl-Cu-O-Te,0.009159838461541,-1.655936741025641,0.0,5,Monoclinic,2,P2_1,chlorate,,Ba,Cu,,,"B, Te","C, O",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.9880591549791373
mp-554413,V2Te2O7F2,2.3209038707522334,-0.195165373207164,See-saw,1,2i,1,[2.801903165593131],0.0,2.801903165593131,A2B2C2D7,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2,2,"O2-, F-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,F-O-Te-V,0.043162304230763,-2.125541813717948,0.0,4,Triclinic,-1,P-1,fluoride,,,V,,,Te,O,F,,,,"B $\in$ [-1, -0.1]",Negative B,2.1991950069757924
mp-554700,V2Zn3TeO10,1.9998837343851488,0.5797384642421274,See-saw,1,4e,1,[1.953370440269429],0.0,1.953370440269429,AB2C3D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,O-Te-V-Zn,0.0,-2.010074728072917,2.8675,4,Monoclinic,2/m,P2_1/c,oxide,,,"V, Zn",,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0064794715799703
mp-554852,Y2Te5O13,2.0501870193704788,0.8591603202744693,"See-saw, Triangular non-coplanar",2,2i,1,"[1.060683931494473, 4.162512926121306, 3.208050042240423, 2.872497828784795, 4.529394987490646]",0.0,3.1666279432263282,A2B5C13,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-Te-Y,0.0,-2.182128275916679,3.0018,3,Triclinic,-1,P-1,oxide,,,Y,,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.020369845433064
mp-554882,DyCuTe2ClO6,1.9959944699394403,1.6261114740092029,Triangular non-coplanar,1,4e,1,"[2.167428512059256, 2.195566140299139]",0.0,2.1814973261791977,ABCD2E6,1,2,1,"[5.0, 5.0]","[3.0, 4.0]",5.0,5.0,5.0,3.5,3.0,4.0,4.0,4.0,4.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cl-Cu-Dy-O-Te,0.0,-1.998296184318182,0.6082000000000001,5,Monoclinic,2/m,P2_1/c,hypochlorite,,,Cu,,,Te,"C, O",Cl,,Dy,,B > 1,Positive B,2.042822735433063
mp-554952,Te2Pb3(ClO3)2,1.9864949417299755,0.7101178186926193,"Square non-coplanar, Triangular non-coplanar",2,2i,1,"[0.23888437572949503, 1.68483681313915]",0.0,0.9618605944343225,A2B2C3D6,2,2,1,"[4.0, 4.0]","[3.0, 4.0]",4.0,4.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.5,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Cl-O-Pb-Te,0.0,-1.587322556794871,2.5593999999999992,4,Monoclinic,2/m,C2/m,chlorate,,,,,Pb,Te,"C, O, P",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.9700637036657882
mp-555161,Ni5Te4(ClO6)2,2.0097432829108155,0.3496477649329049,Triangular non-coplanar,1,4f,1,"[1.992444155604615, 1.399640414244482]",0.0,1.6960422849245487,A2B4C5D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Ni-O-Te,0.001495469855073,-1.372479486811594,3.039999999999999,4,Monoclinic,2/m,C2/c,hypochlorite,,,Ni,,,Te,"C, N, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9099294216122542
mp-555236,Tm2Te5O13,2.029797498673693,0.5765662938623473,"See-saw, Triangular non-coplanar",2,2i,1,"[1.143107575865224, 3.027062446910172, 4.331184569412074, 3.172160969115328, 4.171092253118023]",0.0,3.1689215628841643,A2B5C13,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Te-Tm,0.0,-2.205418816916668,3.0101,3,Triclinic,-1,P-1,oxide,,,,,,Te,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,1.9825220826259309
mp-555259,UTe2PbO8,1.981025558675891,0.2078969667041335,See-saw,1,4e,1,"[2.408736016039889, 2.5065392453274002]",0.0,2.457637630683645,ABC2D8,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Te-U,0.0,-2.256445499236097,1.9725,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,Te,"O, P",,,,U,"B $\in$ [0.1, 0.5]",Positive B,1.9601858362694706
mp-555442,Ni7Te6(ClO9)2,2.0618505784405947,0.5143031666531954,Triangular non-coplanar,1,6f,1,[0.968137431458971],0.0,0.968137431458971,A2B6C7D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Ni-O-Te,0.0,-1.389308196969697,2.7053000000000003,4,Trigonal,-3,R-3,hypochlorite,,,Ni,,,Te,"C, N, O",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.915833268157429
