material_id,chem_formula,R$_0$,B,Ge_chemenv,num_Ge_chemenvs,Ge_wyckoff,num_Ge_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ge_sites,num_CN_env,num_charge_states,mean_coordn_Ge-X,min_coordn_Ge-X,max_coordn_Ge-X,mean_coordn_Ge-O,min_coordn_Ge-O,max_coordn_Ge-O,mean_Ge_charge,min_Ge_charge,max_Ge_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GeO_BondL,GeX_coordn,GeO_coordn
mp-1208672,SrCo(GeO3)2,1.788550811301156,0.3951522242562317,Tetrahedron,1,8f,1,[0.3631285234051844],0.0,0.3631285234051844,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Ge-O-Sr,0.0,-2.275830322166668,2.269,4,Monoclinic,-1,C2/c,oxide,,Sr,Co,,,Ge,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7837781795996528,[4.0],[4.0]
mp-1208678,SmGaGe2O7,1.7763990391667983,0.3808424799304969,Tetrahedron,1,4e,1,"[2.12534641438129, 0.2854315570026504]",0.0,1.2053889856919702,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-O-Sm,0.0125943605000031,-2.594616794772726,3.272,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Ga,Ge,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.7774762083694258,[4.0],[4.0]
mp-1208680,SrMn(GeO3)2,1.787381934981178,0.3830648664609211,Tetrahedron,1,4i,1,"[0.324252404237791, 0.32279412552051034]",0.0,0.3235232648791507,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-O-Sr,0.0,-2.442944038293104,1.5991,4,Monoclinic,-1,C2/c,oxide,,Sr,Mn,,,Ge,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7905879234963606,[4.0],[4.0]
mp-1208812,SmCrGeO5,1.72326109832043,0.675944940212613,Square pyramid,1,4g,1,[1.7032218111094382],0.0,1.7032218111094382,ABCD5,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Ge-O-Sm,0.0,-2.818197259375,2.6697,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"C, O, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,1.8775410419693828,[5.0],[5.0]
mp-1208916,Sm2Cu(GeO4)2,1.797662619031684,0.3061731225657647,"Trigonal bipyramid, Tetrahedron",2,"1a, 2b",2,"[0.18545782795398183, 0.6428491299788914, 0.1930593483056796]",0.0,0.3404554354128509,AB2C2D8,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-O-Sm,0.0062381017307675,-2.6843289453846144,0.6698000000000004,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.835136250119616,"[4.0, 5.0]","[4.0, 5.0]"
mp-1208925,SmAlGe2O7,1.775684318644028,0.3651825717543717,Tetrahedron,1,4e,1,"[1.9174443306035849, 0.3539689896218101]",0.0,1.1357066601126975,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-O-Sm,0.0055319876136286,-2.864406850681817,3.6256,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.776717991698272,[4.0],[4.0]
mp-1209262,Sm3VGeO9,1.7867988502004426,0.3976279251066344,Tetrahedron,1,4e,1,[0.5694071882995484],0.0,0.5694071882995484,ABC3D9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-O-Sm-V,0.0,-3.238045186428571,3.098,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,,Ge,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.7876973748553722,[4.0],[4.0]
mp-1209621,PrGaGe2O7,1.778851008674993,0.3870904304731954,Tetrahedron,1,4e,1,"[1.8662023148358724, 0.2887694827224768]",0.0,1.0774858987791749,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-O-Pr,0.0,-2.582468111969696,3.2204,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Ga,Ge,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7799465597787774,[4.0],[4.0]
mp-1209642,PrAlGe2O7,1.7590260496096284,0.3649370828370514,Tetrahedron,1,4e,1,"[1.5776206865716191, 0.40077990789097095]",0.0,0.989200297231295,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Al-Ge-O-Pr,0.0,-2.8500087274242416,3.575,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7600599969517403,[4.0],[4.0]
mp-1209712,Pr5Ge3O13,1.7228235777516212,0.4952666072360449,Tetrahedron,1,6h,1,[0.2002177465544723],0.0,0.2002177465544723,A3B5C13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.66666667,3.66666667,3.66666667,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,Ge-O-Pr,0.0,-2.907463848015872,0.0,3,Hexagonal,6/m,P6_3/m,oxide,,,,,,Ge,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7659360372813253,[4.0],[4.0]
mp-1209738,Pr2Cu(GeO4)2,1.7982712446525884,0.3364014901815433,"Trigonal bipyramid, Tetrahedron",2,"1a, 2b",2,"[0.11764404498437865, 0.7190236968925033, 0.11674563064502591]",0.0,0.3178044575073026,AB2C2D8,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-O-Pr,0.0,-2.652324263717948,0.6574,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.83939967057618,"[4.0, 5.0]","[4.0, 5.0]"
mp-1209800,Rb2ZnGeO4,1.7876826198474411,0.0719902598265683,Tetrahedron,1,4a,1,"[0.05987645007345984, 0.03237320613431276]",0.0,0.0461248281038862,ABC2D4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-O-Rb-Zn,0.0,-2.003724651406249,2.8121,4,Orthorhombic,mm2,Pca2_1,oxide,Rb,,Zn,,,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7876962393251543,[4.0],[4.0]
mp-1209926,RbTaGeO5,1.762620543858192,0.5773116041475079,Tetrahedron,1,4a,1,"[0.23332066095176282, 0.6169979457273829, 0.33652359549880184]",0.0,0.3956140673926492,ABCD5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-O-Rb-Ta,0.0,-2.74079856675,3.6393,4,Orthorhombic,222,P2_12_12_1,oxide,Rb,,Ta,,,Ge,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.7632752582238669,[4.0],[4.0]
mp-1209985,Pr3VGeO9,1.7906820687139011,0.3703065879699088,Tetrahedron,1,4e,1,[0.5173250681570123],0.0,0.5173250681570123,ABC3D9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-O-Pr-V,0.0,-3.1952082585714274,3.1255,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,,Ge,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7915169351030509,[4.0],[4.0]
mp-1210145,NdCrGeO5,1.7323173069587403,0.651852215675641,Square pyramid,1,4g,1,[1.7127643635892116],0.0,1.7127643635892116,ABCD5,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Ge-Nd-O,0.0,-2.803139515312499,2.5664,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"C, N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.88095691778032,[5.0],[5.0]
mp-1210256,RbNbGeO5,1.7653342407374393,0.3342759593379905,Tetrahedron,1,4a,1,"[0.2300254726792981, 0.6241482212525201, 0.35721758407718235]",0.0,0.4037970926696668,ABCD5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-Nb-O-Rb,0.0,-2.5918617493750005,3.0758,4,Orthorhombic,222,P2_12_12_1,oxide,Rb,,Nb,,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.76626473012373,[4.0],[4.0]
mp-1210319,NdFeGe2O7,1.7763707388458785,0.3638556691899438,Tetrahedron,1,4e,1,"[1.8391414135215636, 0.29756707560783074]",0.0,1.0683542445646972,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-Nd-O,0.0107738577272717,-2.455060316590908,2.813,4,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,,Ge,"N, O",F,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.7773993577628162,[4.0],[4.0]
mp-1210369,Nd3VGeO9,1.788699378286929,0.3892848602378703,Tetrahedron,1,4e,1,[0.5409529250066486],0.0,0.5409529250066486,ABC3D9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Nd-O-V,0.0090525448214293,-3.213680812321428,3.1213,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,,Ge,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.7895772844888445,[4.0],[4.0]
mp-1210405,Na4Sr(Ge2O5)3,1.7842455078712305,0.3873136951202944,"Octahedron, Tetrahedron",2,"6g, 6h",2,"[0.22954865855574644, 0.6181993328811443]",0.0,0.4238739957184453,AB4C6D15,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ge-Na-O-Sr,0.0062111927564139,-2.252084604154509,2.7036,4,Hexagonal,6/m,P6_3/m,oxide,Na,Sr,,,,Ge,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8803610663046373,"[4.0, 6.0]","[4.0, 6.0]"
mp-1210469,Rb2Ba(Ge4O9)2,1.7875951402564976,0.3254231279873731,"Octahedron, Tetrahedron",2,"12g, 2a, 4d, 2b",4,"[0.04187333523795366, 0.24720938272414006, 0.035687835080948686, 0.5117761207924532, 1.5168242696581036, 0.9940255954257811, 0.5164675837405031]",0.0,0.5519805889514119,AB2C8D18,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-Ge-O-Rb,0.0014222118965543,-2.2459402671839066,2.9965,4,Trigonal,-3m,P-3c1,oxide,Rb,Ba,,,,"B, Ge",O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8321944094448024,"[4.0, 6.0]","[4.0, 6.0]"
mp-1210845,NaGaGeO4,1.773352643319312,0.0609394440236317,Tetrahedron,1,4e,1,"[0.09321722202341101, 0.09528982890680665, 0.1450257323303998]",0.0,0.1111775944202058,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-Na-O,0.0,-2.220863002577996,3.1217,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Ga,Ge,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7733817325244765,[4.0],[4.0]
mp-1210874,Lu2Cu(GeO3)4,1.770733677773885,0.1829793456632474,Tetrahedron,1,2i,1,"[0.9368276486466366, 0.2752945400970526]",0.0,0.6060610943718446,AB2C4D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-Lu-O,0.0325166427631566,-2.534369591228069,0.6964999999999999,4,Triclinic,-1,P-1,oxide,,,Cu,,,Ge,"C, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.7718038542121022,[4.0],[4.0]
mp-1211012,LiYGeO4,1.7798997292656242,0.6149768052779021,Tetrahedron,1,4c,1,[0.4605293333922105],0.0,0.4605293333922105,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-Li-O-Y,0.0111359007142883,-2.889238431904761,3.817,4,Orthorhombic,mmm,Pnma,oxide,Li,,Y,,,Ge,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.7805369629012715,[4.0],[4.0]
mp-1211560,KRbGeO3,1.791195457942904,0.8584261013311757,Tetrahedron,1,4c,1,"[0.26384556897334166, 0.19919296827983074]",0.0,0.2315192686265862,ABCD3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Ge-K-O-Rb,0.0,-2.0914454030833327,3.0096,4,Orthorhombic,mmm,Pnma,oxide,"K, Rb",,,,,Ge,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.7926956451163685,[4.0],[4.0]
mp-1211716,K2TiGe(PO5)2,1.6688324618610535,0.6430154012189371,Octahedron,1,4a,1,[0.19938684168064974],0.0,0.1993868416806497,ABC2D2E10,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-K-O-P-Ti,0.0002403427343748,-2.76519762216369,3.2284,5,Orthorhombic,mm2,Pna2_1,oxide,K,,Ti,,,Ge,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9331915807185769,[6.0],[6.0]
mp-1211859,Na3Mn5(Ge3O10)2,1.7818956232114496,0.3007709220263397,Tetrahedron,1,2i,1,"[0.1372713190434243, 0.1491137782195402, 0.11757410565489078, 0.22895951737428574, 0.2527985193667197, 0.13453667275194328]",0.0,0.170042318735134,A3B5C6D20,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-Na-O,0.0,-2.125534697464503,0.3931,4,Triclinic,-1,P-1,oxide,Na,,Mn,,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7826501593894404,[4.0],[4.0]
mp-1211910,LaAlGe2O7,1.7802537653062274,0.3856326008682098,Tetrahedron,1,4e,1,"[1.5018009641297136, 0.3594650866696613]",0.0,0.9306330253996876,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-La-O,0.0058788097727369,-2.876658236818181,3.5206000000000004,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.781344829294538,[4.0],[4.0]
mp-1211987,La4GeO8,1.773038198214607,-0.297547821942067,Tetrahedron,1,4c,1,[0.21540008825812734],0.0,0.2154000882581273,AB4C8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,Ge-La-O,0.0,-3.55263274134617,3.8436999999999992,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Ge,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,1.7736837204129632,[4.0],[4.0]
mp-1212053,K2MgGeO4,1.7809694236839868,0.0053399809008261,Tetrahedron,1,4a,1,"[0.04597434936450044, 0.02792930081845601]",0.0,0.0369518250914782,ABC2D4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ge-K-Mg-O,0.0,-2.3502072599374992,3.4802,4,Orthorhombic,mm2,Pca2_1,oxide,K,Mg,,,,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7809682042015846,[4.0],[4.0]
mp-1212069,Na2Sr(Ge4O9)2,1.7852776855976746,0.3144866447369575,"Octahedron, Tetrahedron",2,"12g, 2a, 4d, 2b",4,"[0.04387192601997142, 0.5172575230085421, 0.04642393987547468, 0.867716672087924, 2.0848270284750976, 1.3759092148573073, 0.9316828473522687]",0.0,0.8382413073823693,AB2C8D18,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ge-Na-O-Sr,0.0264165710344874,-2.2261566806698374,2.9601,4,Trigonal,-3m,P-3c1,oxide,Na,Sr,,,,Ge,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.828374941603592,"[4.0, 6.0]","[4.0, 6.0]"
mp-1212155,HoCrGeO5,1.7030373089882986,0.748049461964007,Square pyramid,1,4g,1,[1.6332944600829549],0.0,1.6332944600829549,ABCD5,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Ge-Ho-O,0.0269249653124994,-2.8330930821875,2.9071,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"H, C, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,1.8738520520257729,[5.0],[5.0]
mp-1212281,NaGaGeO4,1.772424542526662,0.0359229418323517,Tetrahedron,1,4e,1,"[0.105164543045011, 0.07744200688800087, 0.09827222727864383]",0.0,0.0936262590705519,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-Na-O,0.0017820313095171,-2.219080971268473,3.1167,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Ga,Ge,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7724417939734871,[4.0],[4.0]
mp-1212393,Ho2Cu(GeO4)2,1.7965862000846755,0.2759969015235001,"Trigonal bipyramid, Tetrahedron",2,"1a, 2b",2,"[0.2975095620948942, 0.5267566922284553, 0.3438445975391783]",0.0,0.3893702839541759,AB2C2D8,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-Ho-O,0.0441168326923024,-2.7113866469230747,0.6806000000000001,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"H, C, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,1.8305819017234093,"[4.0, 5.0]","[4.0, 5.0]"
mp-1212488,GdCrGeO5,1.724516291776628,0.6800116781842396,Square pyramid,1,4g,1,[1.6855713883618426],0.0,1.6855713883618426,ABCD5,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Gd-Ge-O,0.0,-2.813081412499999,2.4125,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,1.8799210168149727,[5.0],[5.0]
mp-1212505,K2Sr(Ge4O9)2,1.7821458207041605,0.3234837720973817,"Octahedron, Tetrahedron",2,"12g, 2a, 4d, 2b",4,"[0.038854151338012746, 0.3922904357208115, 0.03749208004598904, 0.692267074221589, 1.7946212342194703, 1.1604855551637494, 0.6905611380682735]",0.0,0.6866530955396993,AB2C8D18,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ge-K-O-Sr,0.0213244887068944,-2.2465746150402284,2.9315,4,Trigonal,-3m,P-3c1,oxide,K,Sr,,,,Ge,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8264721063504767,"[4.0, 6.0]","[4.0, 6.0]"
mp-1212574,GdAlGe2O7,1.7729015597134914,0.3351415918036396,Tetrahedron,1,4e,1,"[1.9898974711493298, 0.3475011129356456]",0.0,1.1686992920424877,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Gd-Ge-O,0.0099831105302996,-2.854558030909089,0.3146,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.7738510371639626,[4.0],[4.0]
mp-1212633,LaGaGe2O7,1.7813772019029266,0.3568176608701262,Tetrahedron,1,4e,1,"[1.7058222839728971, 0.29191708206095035]",0.0,0.9988696830169236,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-La-O,0.0092655950000084,-2.610190919999999,3.1959,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Ga,Ge,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.7823869974615447,[4.0],[4.0]
mp-1212638,Gd2Cu(GeO3)4,1.776841540838524,0.2701280718100744,Tetrahedron,1,2i,1,"[0.796447761066622, 0.158093899939913]",0.0,0.4772708305032674,AB2C4D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Gd-Ge-O,0.0230022836842138,-2.489148759999998,0.6917,4,Triclinic,-1,P-1,oxide,,,Cu,,,Ge,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.777739929326115,[4.0],[4.0]
mp-1212657,Gd2Cu(GeO4)2,1.7989039776712226,0.2866127506599243,"Trigonal bipyramid, Tetrahedron",2,"1a, 2b",2,"[0.21403035323556302, 0.6120710179533605, 0.22541974496237582]",0.0,0.3505070387170998,AB2C2D8,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Gd-Ge-O,0.0,-2.6775497476923062,0.6356999999999999,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.834033736041493,"[4.0, 5.0]","[4.0, 5.0]"
mp-1212732,K2CdGeO4,1.7877988633033677,-0.0113388114239743,Tetrahedron,1,4a,1,"[0.1427339356299517, 0.07997002801843144]",0.0,0.1113519818241915,ABC2D4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cd-Ge-K-O,0.0,-1.929250812281249,2.3122000000000003,4,Orthorhombic,mm2,Pca2_1,oxide,K,,Cd,,,Ge,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.787796499543573,[4.0],[4.0]
mp-1212996,Gd3VGeO9,1.785006949890422,0.4003284930208425,Tetrahedron,1,4e,1,[0.5433214207185005],0.0,0.5433214207185005,ABC3D9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Ge-O-V,0.0127901649999984,-3.228824680178572,2.8429,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,,Ge,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.7859083624379246,[4.0],[4.0]
mp-1213026,DyCrGeO5,1.7164452672429895,0.7112054742291791,Square pyramid,1,4g,1,[1.6780218524657367],0.0,1.6780218524657369,ABCD5,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Dy-Ge-O,0.0058774987499976,-2.8341758261458327,2.83,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"C, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,1.8789984300779587,[5.0],[5.0]
mp-1213038,Er2Cu(GeO4)2,1.7966314964465144,0.2705221103298205,"Trigonal bipyramid, Tetrahedron",2,"1a, 2b",2,"[0.3125518612314559, 0.5136870875309635, 0.37628957359638326]",0.0,0.4008428407862675,AB2C2D8,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Er-Ge-O,0.0286095836538313,-2.715771273076921,0.6651000000000002,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.829936959755872,"[4.0, 5.0]","[4.0, 5.0]"
