material_id,chem_formula,R$_0$,B,Cr_chemenv,num_Cr_chemenvs,Cr_wyckoff,num_Cr_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Cr_sites,num_CN_env,num_charge_states,mean_coordn_Cr-X,min_coordn_Cr-X,max_coordn_Cr-X,mean_coordn_Cr-O,min_coordn_Cr-O,max_coordn_Cr-O,mean_Cr_charge,min_Cr_charge,max_Cr_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CrO_BondL,CrX_coordn,CrO_coordn
mp-1218365,SrCr2BiO6,2.020925195399263,-0.0008828782185801,Octahedron,1,1a,1,"[0.2889201312334321, 0.3626775877363285]",0.0,0.3257988594848803,ABC2D6,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Cr-O-Sr,0.0499424999166766,-2.2947866955,0.0733999999999999,4,Trigonal,3,R3,oxide,,Sr,Cr,,Bi,B,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0204411975585987,[6.0],[6.0]
mp-1218443,Sr3LaMnCrO8,2.582175167775798,-0.8202084793787734,Octahedron,1,2a,1,[0.1173700483649434],0.0,0.1173700483649434,ABCD3E8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Mn-O-Sr,0.0298188702440427,-2.9486557084236447,1.2211000000000007,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Cr, Mn",,,,"C, O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.0148394246525685,[6.0],[6.0]
mp-1218539,SrCaNbCrO6,1.994631950476732,0.0433300317496678,Octahedron,1,2a,1,[0.0987930151057338],0.0,0.0987930151057338,ABCDE6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Nb-O-Sr,0.0071409919583214,-3.098709918499998,2.084,5,Monoclinic,m,Pc,oxide,,"Ca, Sr","Cr, Nb",,,,"C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.024729198361031,[6.0],[6.0]
mp-1218627,Sr3LaCr2(MoO6)2,1.994241007715431,0.0425522672879202,Octahedron,1,"1a, 1b",2,"[0.06237119857030864, 0.07452708183117673]",0.0,0.06844914020074269,AB2C2D3E12,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Mo-O-Sr,0.0208336917500115,-2.7720869092499982,0.0,5,Monoclinic,m,Pm,oxide,,Sr,"Cr, Mo",,,,"C, O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.016946073149512,[6.0],[6.0]
mp-1218634,Sr4LaCrFe4O15,1.847888922643742,0.4309469404102342,Octahedron,1,1a,1,[0.04649794011147759],0.0,0.04649794011147759,ABC4D4E15,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Fe-La-O-Sr,0.0460979313475347,-2.4154799287000004,0.0,5,Monoclinic,m,Cm,oxide,,Sr,"Cr, Fe",,,,"C, O, S",F,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9325901635190563,[6.0],[6.0]
mp-1218679,SrCr9Ga3O19,1.8277052117546937,0.2787515541056723,Octahedron,1,"2a, 2b, 6c",3,"[0.2122842785179034, 0.21899825749272517, 0.5118560308346106, 0.5277336768283007, 0.09925691790931589]",0.0,0.31402583231657116,AB3C9D19,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Cr-Ga-O-Sr,0.0016484104492189,-2.417620611718749,1.9673,4,Hexagonal,6mm,P6_3mc,oxide,,Sr,Cr,,Ga,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.026534330640241,[6.0],[6.0]
mp-1218722,Sr2Pr2CrNiO8,3.140477924510136,-1.6766772615291174,Octahedron,1,1b,1,[0.335586167203451],0.0,0.335586167203451,ABC2D2E8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Ni-O-Pr-Sr,0.0272638410714272,-2.8703818888095234,0.9128999999999996,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Cr, Ni",,,,"C, N, O, P, S",,,Pr,,B < -1,Negative B,1.945996418416112,[6.0],[6.0]
mp-1218810,Sr2La2Cr3MoO12,2.029827366538096,-0.0313657321594685,Octahedron,1,"1d, 2i",2,"[0.023453020821014168, 0.05771659046828636]",0.0,0.040584805644650265,AB2C2D3E12,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Mo-O-Sr,0.0006351056250011,-2.942206652499999,1.4779999999999998,5,Monoclinic,2/m,C2/m,oxide,,Sr,"Cr, Mo",,,,"C, O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.012657825008246,[6.0],[6.0]
mp-1219532,Sr18Ca3Cr14O56,1.7499938910798043,0.0989482279067858,Tetrahedron,1,"3b, 1a",2,"[0.4237316261743453, 0.5735378093469992, 0.9955147543094243, 0.585374595867212, 0.694215081880418, 0.06589695728059866]",0.0,0.5563784708098328,A3B14C18D56,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Cr-O-Sr,0.0,-2.6466737259340647,0.3547000000000002,4,Trigonal,3,R3,oxide,,"Ca, Sr",Cr,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7299802568678144,[4.0],[4.0]
mp-1219634,RbCrO3F,1.6382525069886995,0.0277702876594074,Tetrahedron,1,4a,1,[0.15438918279226055],0.0,0.15438918279226055,ABCD3,1,1,1,4.0,4.0,4.0,3.0,3.0,3.0,6.0,6.0,6.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cr-F-O-Rb,0.0129657850416782,-2.089486415833333,2.897,4,Orthorhombic,222,P2_12_12_1,fluoride,Rb,,Cr,,,,"C, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.625710233667351,[4.0],[3.0]
mp-1219915,Rb2TiCr2(MoO4)6,1.5814280892101038,0.5942330098083188,Octahedron,1,"1g, 1f",2,"[0.028951744447729074, 0.02408843947136051]",0.0,0.026520091959544793,AB2C2D6E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Mo-O-Rb-Ti,0.0084073936428588,-2.210211694238096,2.5925,5,Triclinic,-1,P-1,oxide,Rb,,"Ti, Cr, Mo",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.993549621534887,[6.0],[6.0]
mp-1220516,Nd2MnCrO6,2.0451334082877364,-0.0165439305452278,Octahedron,1,2b,1,[0.039937727462216605],0.0,0.039937727462216605,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Mn-Nd-O,0.0204788057500024,-3.0321819742931027,0.7902,4,Monoclinic,2/m,P2_1/c,oxide,,,"Cr, Mn",,,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.03360933979846,[6.0],[6.0]
mp-1221035,Na7Cr4P9O32,1.9744702240626024,0.0648158668747805,Octahedron,1,2a,1,"[0.28799828148943984, 0.2902792175472201, 0.29272705432433815, 0.2853705545563257]",0.0,0.2890937769793309,A4B7C9D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Na-O-P,0.0,-2.638379906950786,3.0492000000000004,4,Monoclinic,2,P2_1,oxide,Na,,Cr,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.019687471602215,[6.0],[6.0]
mp-1221077,NaCaMgCr(SiO3)4,1.832325202543838,0.2989558404703313,Octahedron,1,2b,1,[0.36984154740874564],0.0,0.36984154740874564,ABCDE4F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Mg-Na-O-Si,0.0,-3.1173245590689644,3.5919000000000003,6,Monoclinic,2,C2,oxide,Na,"Mg, Ca",Cr,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0413885541034955,[6.0],[6.0]
mp-1221086,NaMg3V3Cr3Si6B3H3O31,1.929232167258529,0.1354701003026826,Octahedron,1,1a,1,"[0.9189498794628927, 0.884160713229753, 0.8311213579645627]",0.0,0.8780773168857362,AB3C3D3E3F3G6H31,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Cr-H-Mg-Na-O-Si-V,0.0,-2.7806009513231933,1.4672,8,Triclinic,1,P1,oxide,Na,Mg,"V, Cr",,,"B, Si","H, C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.024989119071627,[6.0],[6.0]
mp-1221115,NaCr12Si8BrO28,2.069002918542012,-0.0158636228687547,Square plane,1,4d,1,"[0.23692151271242456, 0.26621355754525927, 0.5721810610472747]",0.0,0.35843871043498615,ABC8D12E28,1,2,1,4.5,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.5,1,2,"O2-, Br-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Br-Cr-Na-O-Si,0.0,-2.611136783827586,2.1137999999999995,5,Tetragonal,4mm,I4mm,bromite,Na,,Cr,,,"B, Si","C, N, O, S",Br,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.057324543720308,"[4.0, 5.0]",[4.0]
mp-1221145,NaCr12Si8ClO28,1.982925468243196,0.0978544137125647,Square plane,1,4d,1,"[0.24076403801400947, 0.3299923314053957, 0.5918684912376084]",0.0,0.3875416202190045,ABC8D12E28,1,2,1,4.5,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.5,1,2,"O2-, Cl-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Cr-Na-O-Si,0.0,-2.617104848827586,2.1639000000000004,5,Tetragonal,4mm,I4mm,chlorite,Na,,Cr,,,Si,"C, N, O, S",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.055150489827384,"[4.0, 5.0]",[4.0]
mp-1221255,Na4Al3Cr(P2O7)4,1.5057213566496477,0.7228079529823848,Octahedron,1,1a,1,[0.25280404539539925],0.0,0.25280404539539925,AB3C4D8E28,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cr-Na-O-P,0.0083055017045454,-2.832784513469548,3.5769999999999995,5,Triclinic,1,P1,oxide,Na,,Cr,,Al,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0071613685951823,[6.0],[6.0]
mp-1221259,Na3CaMgCr3(SiO3)8,1.8222982494083808,0.3023860630736073,Octahedron,1,"1a, 1b, 1c",3,"[0.5933584910229321, 0.3587639282148088, 0.5909775442571864]",0.0,0.5143666544983091,ABC3D3E8F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Mg-Na-O-Si,0.0014431553749902,-3.0028559782284474,3.1858,6,Monoclinic,2,P2,oxide,Na,"Mg, Ca",Cr,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.034672009667789,[6.0],[6.0]
mp-1221260,Na4AlCr3(P2O7)4,1.7809847681367432,0.3327639715303073,Octahedron,1,1a,1,"[0.2311049072495268, 0.21788110699243393, 0.21683780763881538]",0.0,0.22194127396025873,AB3C4D8E28,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cr-Na-O-P,0.0035157623106059,-2.708705944151366,3.1436,5,Triclinic,1,P1,oxide,Na,,Cr,,Al,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.012346110237077,[6.0],[6.0]
mp-1221294,Na3Cr2(PO4)3,1.6340848377940738,0.5461614680492582,Octahedron,1,4f,1,[0.2609963590309852],0.0,0.2609963590309852,A2B3C3D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Na-O-P,0.0,-2.6055815306533234,2.9419000000000004,4,Monoclinic,2/m,C2/c,phosphate,Na,,Cr,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.013713090433615,[6.0],[6.0]
mp-1221476,Na2AlCr(P2O7)2,1.8139686382011024,0.2901340392373125,Octahedron,1,2a,1,[0.2204576343153829],0.0,0.2204576343153829,ABC2D4E14,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cr-Na-O-P,0.005104995075758,-2.7715508657422743,3.3801,5,Monoclinic,2,P2_1,oxide,Na,,Cr,,Al,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0163922428183594,[6.0],[6.0]
mp-1222112,Mn5Cr4O12,2.046437753159546,-0.0090946793976646,Octahedron,1,"1a, 1b, 2i",3,"[0.7051338152258968, 0.572240145331402, 0.6076161879141431, 0.5901766364227525, 0.5350835975518755]",0.0,0.602050076489214,A4B5C12,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-Mn-O,0.0154672707142839,-2.2235777611740533,0.1472000000000002,3,Triclinic,-1,P-1,oxide,,,"Cr, Mn",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0420541141509334,[6.0],[6.0]
mp-1222248,Mn5Cr4O12,2.043659447922663,-0.0089006915149414,Octahedron,1,"1d, 2i, 1g",3,"[0.6518256415520757, 0.5525579952160211, 0.6442079948920713, 0.532134493787698, 0.6016805578269159]",0.0,0.5964813366549564,A4B5C12,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-Mn-O,0.0157172504761877,-2.2233277814121486,0.3132000000000001,3,Triclinic,-1,P-1,oxide,,,"Cr, Mn",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.038341475655441,[6.0],[6.0]
mp-1222347,LiTiCrO4,2.070895148327724,-0.0570030941097475,Octahedron,1,4b,1,[0.7547285862145133],0.0,0.7547285862145133,ABCD4,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Li-O-Ti,0.0242141617857178,-2.85974381095238,1.89,4,Orthorhombic,mm2,Pmc2_1,chromate,Li,,"Ti, Cr",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.026535587192488,[6.0],[6.0]
mp-1222580,Li5Cr3(PO4)4,1.8237309723301791,0.3191914576685571,"Square plane, Trigonal bipyramid, Octahedron",3,1a,1,"[0.05521307146560061, 0.24040766930107796, 1.3822651899237457]",0.0,0.5592953102301413,A3B4C5D16,3,3,2,5.0,4.0,6.0,5.0,4.0,6.0,2.333333333333333,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Li-O-P,0.0024058910156314,-2.630880026258504,2.1682,4,Triclinic,1,P1,phosphate,Li,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0647006358345257,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]"
mp-1222836,Li2Cr2FeSbO8,1.7082177781918275,0.4667440985644301,Octahedron,1,"1a, 2b",2,"[0.7043414016308602, 0.6904208026068376, 0.6951498885222116]",0.0,0.6966373642533031,ABC2D2E8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Fe-Li-O-Sb,0.0065539445238078,-2.1847588233333326,1.891,5,Monoclinic,m,Cm,oxide,Li,,"Cr, Fe",,,Sb,"C, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.032995624342744,[6.0],[6.0]
mp-1222850,LaSmCr2O6,1.9992031062678493,0.036464809515661,Octahedron,1,4c,1,[0.04626135622881441],0.0,0.04626135622881441,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Sm,0.0073313799999983,-3.1739346415,2.5226,4,Orthorhombic,mm2,Pmc2_1,oxide,,,Cr,,,,"C, O, S",,,"La, Sm",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.022543343530032,[6.0],[6.0]
mp-1222897,Li2Al2CrSbO8,1.7403268242357035,0.3957412940485577,Octahedron,1,2b,1,[0.762268231931965],0.0,0.762268231931965,ABC2D2E8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cr-Li-O-Sb,0.0043551178571403,-2.6846895233333337,2.5534,5,Monoclinic,m,Cm,oxide,Li,,Cr,,Al,Sb,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0160367736730422,[6.0],[6.0]
mp-1222901,Li2AlCr2SbO8,1.7206848753401922,0.4404396331675027,Octahedron,1,"1a, 2b",2,"[0.593834344913832, 0.5705794009972052, 1.2812358140405322]",0.0,0.8152165199838564,ABC2D2E8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cr-Li-O-Sb,0.0071021758928608,-2.4992249833333338,2.1334000000000004,5,Monoclinic,m,Cm,oxide,Li,,Cr,,Al,Sb,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.026341658460692,[6.0],[6.0]
mp-1222944,LaNd3Cr4O12,2.0096932409975468,0.0201690977833299,Octahedron,1,2c,1,"[0.02592078995781139, 0.016822181429718332]",0.0,0.02137148569376486,AB3C4D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Nd-O,0.0028603172499845,-3.1500959493750003,0.0,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, N, O",,,"La, Nd",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0237409493590466,[6.0],[6.0]
mp-1222955,LaPrCr2O6,2.0252286951285585,0.0019048311163961,Octahedron,1,4c,1,[0.0213833043021584],0.0,0.0213833043021584,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Pr,0.0043576319999978,-3.1522005201666667,2.4225000000000003,4,Orthorhombic,mm2,Pmc2_1,oxide,,,Cr,,,,"C, O, P",,,"La, Pr",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.025589114945273,[6.0],[6.0]
mp-1222968,LaSm3Cr4O12,1.999427806057914,0.0360226522644935,Octahedron,1,2c,1,"[0.0590024719147629, 0.029873415625970654]",0.0,0.04443794377036678,AB3C4D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Sm,0.0013328247499835,-3.173545350500001,0.0,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, O, S",,,"La, Sm",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.024517429685309,[6.0],[6.0]
mp-1223017,Li2TiCr(PO4)3,1.8112732922179653,0.2244959057794688,Octahedron,1,4a,1,[0.5901982093094672],0.0,0.5901982093094672,ABC2D3E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,Cr-Li-O-P-Ti,0.0,-2.838169039943609,2.3334,5,Orthorhombic,mm2,Pna2_1,phosphate,Li,,"Ti, Cr",,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9692542259478447,[6.0],[6.0]
mp-1223055,La4MgCr3O12,1.9019868826723003,0.1593943028881225,Octahedron,1,"2g, 2d, 2f",3,"[0.025226082917734472, 0.07118770450746884, 0.02437446059186644]",0.0,0.04026274933902325,AB3C4D12,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Mg-O,0.0026709762916681,-3.2062547825000003,1.0735,4,Triclinic,-1,P-1,oxide,,Mg,Cr,,,,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.986852580207529,[6.0],[6.0]
mp-1223135,La3NdCr4O12,2.0383227748879955,-0.0267821364635488,Octahedron,1,2c,1,"[0.033277838613874726, 0.023484680107541976]",0.0,0.02838125936070835,AB3C4D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Nd-O,0.0082640757499987,-3.172082489125001,2.411200000000001,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, N, O",,,"La, Nd",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.019670093760743,[6.0],[6.0]
mp-1223143,La3SmCr4O12,2.01701331718651,0.0094249867851231,Octahedron,1,2c,1,"[0.046818293741509316, 0.03357209171814689]",0.0,0.040195192729828105,AB3C4D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Sm,0.0087173932499986,-3.1789364745,2.6897,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, O, S",,,"La, Sm",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0235765404388792,[6.0],[6.0]
mp-1223201,LiCr4(PO4)3,1.7236716285246714,0.4950615650736935,"Square plane, Octahedron, Square pyramid",3,4a,1,"[1.2967144586584676, 1.1511538947375435, 1.1338530561187092, 7.415721447831262]",0.25,2.7493607143364955,AB3C4D12,3,3,1,5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Li-O-P,0.0121094197500006,-2.4839647247380947,2.665,4,Orthorhombic,222,P2_12_12_1,phosphate,Li,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1593926658726765,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]"
mp-1223257,La2CrMoO6,2.0957017635600788,-0.1367707703748427,Octahedron,1,1a,1,[0.010537223217343333],0.0,0.010537223217343333,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Mo-O,0.0316855382499969,-3.0039511745000014,0.0,4,Tetragonal,4/m,I4/m,oxide,,,"Cr, Mo",,,,"C, O",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.999417808842828,[6.0],[6.0]
mp-1223369,La2CrFeO6,2.045576231656849,-0.0279118341930307,Octahedron,1,2c,1,[0.022148957138455716],0.0,0.022148957138455716,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Fe-La-O,0.0049151517500014,-3.017277792,0.3097000000000003,4,Monoclinic,2/m,P2_1/c,oxide,,,"Cr, Fe",,,,"C, O",F,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0261358060904,[6.0],[6.0]
mp-1223507,Li5CrFe4(P2O7)5,1.8594567295809543,0.2368704902105285,Octahedron,1,1a,1,"[0.6976992132362653, 0.6982962130147536]",0.0,0.6979977131255095,AB4C5D10E35,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cr-Fe-Li-O-P,0.0050865355454536,-2.5476517220108224,2.4627,5,Triclinic,1,P1,oxide,Li,,"Cr, Fe",,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.024389804071153,[6.0],[6.0]
mp-1223595,KCr12Si8ClO28,1.991258694012118,0.0908312351964062,Square plane,1,4d,1,"[0.287947681417922, 0.38508399763620466, 0.6866325251839314]",0.0,0.453221401412686,ABC8D12E28,1,2,1,4.5,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.5,1,2,"O2-, Cl-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Cr-K-O-Si,0.0,-2.6220824375450014,2.161,5,Tetragonal,4mm,I4mm,chlorite,K,,Cr,,,Si,"C, O, S",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.058299636095908,"[4.0, 5.0]",[4.0]
