material_id,chem_formula,R$_0$,B,Cu_chemenv,num_Cu_chemenvs,Cu_wyckoff,num_Cu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Cu_sites,num_CN_env,num_charge_states,CuX_coordn,CuO_coordn,mean_coordn_Cu-X,min_coordn_Cu-X,max_coordn_Cu-X,mean_coordn_Cu-O,min_coordn_Cu-O,max_coordn_Cu-O,mean_Cu_charge,min_Cu_charge,max_Cu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CuO_BondL
mp-26796,Cu5P3O13,1.8916836046151653,0.1771315439548922,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",4,2i,1,"[3.7460862996700133, 0.065453090644985, 1.8173185133068022, 0.694823461972994, 1.392214101365865]",0.0,1.5431790933921319,A3B5C13,4,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.6666666666666667,1,2,"O2-, O-","Nonmetals, Transition Metals",GGA,Cu-O-P,0.022759256190464,-1.7749282325680271,0.0,3,Monoclinic,2/m,P2_1/m,oxide,,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.012247317629302
mp-26823,Li2Cu3(P2O7)2,1.2220363502925682,0.8403180725724632,Octahedron,1,"4e, 2c",2,"[1.85132928119913, 1.227768620516662]",0.0,1.539548950857896,A2B3C4D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Li-O-P,0.036660482826093,-2.212279401749481,0.1731,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1333019776469317
mp-26851,Li2CuPO4,0.7603451813455016,1.0388035485002007,"Trigonal bipyramid, Tetrahedron",2,"2c, 1b",2,"[4.475963279317694, 2.752898320713742, 4.045952900025629]",0.0,3.758271500019022,ABC2D4,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Li-O-P,0.049517606250001,-2.30660807422619,1.3886,4,Monoclinic,m,Pm,phosphate,Li,,Cu,,,,"C, O, P",,,,,B > 1,Positive B,2.2258460064790535
mp-2725306,NaCu3O4,1.85721372967454,0.0476743319489079,Square plane,1,1a,1,"[0.601330923373055, 0.599125070843122, 0.33000801990454603]",0.0,0.5101546713735744,AB3C4,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,1.5,1.0,2.0,2.0,2,2,"O2-, O-","Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Na-O,0.048376521874999,-0.9349660068750012,0.0457,3,Triclinic,-1,P-1,oxide,Na,,Cu,,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9125364938589637
mp-27383,Nb3CuO8,3.597266465039648,-0.7624792346997582,Octahedron,1,4e,1,[0.8587552047575171],0.0,0.8587552047575171,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-Nb-O,0.038492038690476,-2.697000756458333,0.7845000000000001,3,Monoclinic,2/m,P2_1/c,oxide,,,"Cu, Nb",,,,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.223037701541301
mp-27548,CuTe2O5,3.151048796464246,-1.1055711407430036,Square pyramid,1,4e,1,[1.5154943585265341],0.0,1.5154943585265341,AB2C5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Cu-O-Te,0.027527051562501,-1.329466686979167,0.1303,3,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,Te,"C, O",,,,,B < -1,Negative B,2.053237131478345
mp-27550,V2(CuO2)5,1.6409429818358134,0.4512753046340749,"Octahedron, Square pyramid, Trigonal bipyramid, Square plane, See-saw",5,4e,1,"[0.5838197804449741, 2.75101367547747, 1.882279283669282, 3.648379546945562, 1.109714258909633]",0.0,1.9950413090893844,A2B5C10,5,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-O-V,0.026701392205871,-1.477375675735294,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,"V, Cu",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0518820625651553
mp-27589,Cu5(PO5)2,1.5324952006314725,0.5840494942936001,"Trigonal bipyramid, Square plane",2,"2i, 1a",2,"[2.467432970475598, 2.078827859358274, 0.5636220390497051]",0.0,1.7032942896278591,A2B5C10,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-O-P,0.004243699411759,-1.645172859369747,0.0,3,Triclinic,-1,P-1,oxide,,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0334341306804213
mp-28073,UCuO4,1.9380922016618367,0.0198121835348379,Octahedron,1,2d,1,[4.000443375199217],0.0,4.000443375199217,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA,Cu-O-U,0.047859350000017,-2.674525173333331,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,,"C, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9538368829832853
mp-28556,Na3CuO3,1.810898049265471,0.0459109105152209,Square plane,1,4f,1,"[0.09102532590451001, 0.11632757557420301, 0.052099703640082005]",0.0,0.08648420170626502,AB3C3,1,3,2,"[4.0, 4.0, 4.0]","[4.0, 4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.333333333333333,2.0,3.0,1.6666666666666667,1,2,"O2-, O-","Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cu-Na-O,0.0,-1.336721783928571,0.774,3,Orthorhombic,mmm,Cmce,oxide,Na,,Cu,,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.8377333775175613
mp-2900776,LiCu4(PO4)3,1.5245511522445767,0.5882392898488664,"Octahedron, Square plane",2,1a,1,"[1.341486517019859, 1.3720601506771901, 6.951221480086854, 6.749461435920942, 6.826293664326975, 6.996458165152183, 1.379847246184879, 1.342348480497956, 1.370930798623234, 1.339000735524438, 6.819326665484759, 6.969351228249872, 6.978509947369675, 6.778410965849082, 1.342460655751129, 1.365703540101775]",0.5,4.1201794798013,AB3C4D12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cu-Li-O-P,0.01580594579166,-1.80635900715476,0.6232000000000001,4,Orthorhombic,222,P2_12_12_1,phosphate,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.081820059246467
mp-29049,SrCuO3,1.902904178445702,0.0442797539359343,Octahedron,1,"1e, 2q",2,"[0.097069072675701, 0.38680206707747505]",0.0,0.24193556987658804,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Cu-O-Sr,0.042853006166666,-1.557015823333336,0.0,3,Orthorhombic,mmm,Pmmm,oxide,,Sr,Cu,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9501920631428096
mp-2912169,CrCuPPb2O9,1.6114457762442094,0.5144879659274414,Octahedron,1,"2d, 2b",2,"[1.446824659705741, 1.474208840415322]",0.0,1.4605167500605316,ABCD2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Cr-Cu-O-P-Pb,0.016243967023793,-1.702046417355441,0.935999999999999,5,Monoclinic,2/m,P2_1/m,oxide,,,"Cr, Cu",,Pb,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0150283892287724
mp-29507,V6Cu11O26,1.688399781776793,0.3888230766739628,"Octahedron, Trigonal bipyramid, Square pyramid",3,"2i, 1a",2,"[2.780055242338012, 2.033293871087493, 3.053755549279469, 1.055168426707249, 3.075109486551761, 1.628013568447106]",0.0,2.270899357401848,A6B11C26,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-O-V,0.029335805930226,-1.579165843488373,0.2561,3,Triclinic,-1,P-1,oxide,,,"V, Cu",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.090527684042847
mp-29917,Ca5(CuO2)6,1.9221091008594589,0.016455481989938,Square plane,1,"2a, 2e, 4g",3,"[0.23078923964286102, 0.8503109876462581, 0.522658999631301, 0.94864204072622]",0.0,0.6381003169116601,A5B6C12,1,3,1,"[4.0, 4.0, 4.0]","[4.0, 4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.6666666666666667,1,2,"O2-, O-","Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Cu-O,0.022353596702888,-1.841387580166677,0.0,3,Monoclinic,2/m,P2/c,oxide,,Ca,Cu,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9445104382592486
mp-33737,Mn3Cu3O8,2.141940996319158,-0.1000004252120014,"Octahedron, Tetrahedron",2,"1b, 2c",2,"[0.176633321099742, 1.414643590044634]",0.0,0.7956384555721879,A3B3C8,2,2,2,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.5,1.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-Mn-O,0.040167264568446,-1.4737661195566512,0.0,3,Trigonal,-3m,R-3m,oxide,,,"Mn, Cu",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.017012456201425
mp-34237,Mn2CuO4,2.016985171738209,0.0337566888395049,"Octahedron, Tetrahedron",2,1a,1,"[0.09077627764757801, 0.039827054258947, 1.1350660487425799, 0.052170700718837004, 0.944886433824466, 0.056263623193353006]",0.0,0.38649835639762675,AB2C4,2,3,2,"[4.0, 4.0, 6.0]","[4.0, 4.0, 6.0]",4.666666666666667,4.0,6.0,4.666666666666667,4.0,6.0,1.6666666666666667,1.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mn-O,0.03937949098212,-1.668504666551724,0.0,3,Monoclinic,m,Cm,oxide,,,"Mn, Cu",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0404133812380056
mp-3638,Cu2P2O7,1.5665156478536382,0.5641716740497504,Trigonal bipyramid,1,4f,1,[2.476667133416442],0.0,2.476667133416442,A2B2C7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-O-P,0.0,-2.028611891298699,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.018401676219908
mp-39091,Co2CuO4,1.881490973954148,0.1248556873738119,"Octahedron, Tetrahedron",2,1a,1,"[0.030171719707919, 0.5273899226831811]",0.0,0.27878082119555003,AB2C4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-Cu-O,0.023522055382647,-1.168799279999999,0.0,3,Trigonal,3m,R3m,oxide,,,"Co, Cu",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9976386816483118
mp-39888,NdTi3Fe(CuO4)3,1.91832508660976,0.097045286517146,Square plane,1,3e,1,[0.41790015772561806],0.0,0.41790015772561806,ABC3D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Fe-Nd-O-Ti,0.046864436374979,-2.5290841673749997,0.0617,5,Trigonal,-3,R-3,oxide,,,"Ti, Fe, Cu",,,,"C, N, O",F,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9857131523997715
mp-4093,Cu3(PO4)2,1.685564026229995,0.396049153544166,"Trigonal bipyramid, Square plane",2,"2i, 1a",2,"[2.258071277740838, 0.024099883485743]",0.0,1.1410855806132905,A2B3C8,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-O-P,0.0,-1.866838594560439,0.0,3,Triclinic,-1,P-1,phosphate,,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0122360978087164
mp-4320,CuTeO3,1.7841379781990023,0.3033087726722422,Trigonal bipyramid,1,8d,1,[5.253193329877432],1.0,5.253193329877432,ABC3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Cu-O-Te,0.044844002749998,-1.229309976583333,0.001599999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Cu,,,Te,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.087321893686339
mp-4386,Cu2SO5,1.5860771548280144,0.4754470842016965,"Octahedron, Trigonal bipyramid",2,"2e, 2i",2,"[1.265918975285081, 2.227310142788562]",0.0,1.7466145590368214,AB2C5,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-O-S,0.01444093375,-1.114037415351562,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Cu,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.087750400641861
mp-4643,Nb2CuO6,3.154165355661504,-0.6531045619199867,Octahedron,1,4c,1,[2.962781726383628],0.0,2.962781726383628,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-Nb-O,0.042936651984136,-2.526510771111111,0.276,3,Orthorhombic,mmm,Pbcn,oxide,,,"Cu, Nb",,,,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.171548361448357
mp-504260,LiCu4(PO4)3,1.5131528403927743,0.6612515324552325,"Octahedron, Square plane",2,8d,1,"[1.318970708368226, 6.9733400570520025]",0.5,4.1461553827101145,AB3C4D12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Li-O-P,0.039409569000017,-1.956447428113095,0.0,4,Orthorhombic,mmm,Pnma,phosphate,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.117523368462945
mp-504264,LiCuPO4,1.4163303347242218,0.7051623681256214,"Octahedron, Square plane",2,"2a, 2d",2,"[2.089792421371183, 0.06736745353562801]",0.0,1.0785799374534055,ABCD4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Li-O-P,0.038892946785712,-2.196569655068026,0.5457000000000001,4,Monoclinic,2/m,P2_1/c,phosphate,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0897045874171973
mp-504265,CuPO4,1.6181097921502676,0.5791577032489597,"Octahedron, Square plane",2,"2a, 2d",2,"[0.023142582770081, 1.8396058499426111]",0.0,0.9313742163563461,ABC4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-O-P,0.0,-1.887335596607143,0.3277,3,Monoclinic,2/m,P2_1/c,phosphate,,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.949342352864237
mp-504567,Mn3(CuO4)2,1.8464614397026868,0.2389506050440817,Square pyramid,1,2i,1,[2.965584198124967],0.0,2.965584198124967,A2B3C8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mn-O,0.035606766752128,-1.516291251830238,0.0,3,Monoclinic,2/m,C2/m,oxide,,,"Mn, Cu",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0378001156087984
mp-504588,Cu2H2CO5,1.672882802466845,0.5058138854119066,"Octahedron, Square plane",2,4e,1,"[0.615846005970465, 1.776920308563784]",0.0,1.1963831572671244,AB2C2D5,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,C-Cu-H-O,0.032859241,-1.25910835475,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,,"H, C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.08340121396306
mp-504747,V2Cu3O8,1.91674442796356,0.0299136710465864,Square plane,1,"2i, 1a",2,"[1.657120137803226, 0.013982537790073002]",0.0,0.8355513377966496,A2B3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-O-V,0.020705131923066,-1.656074128461539,0.1159,3,Triclinic,-1,P-1,oxide,,,"V, Cu",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.938222147486308
mp-504864,YCu(WO4)2,3.7865912506263713,-1.0275576150257044,Linear,1,1h,1,[1.055057226289707e-28],0.0,1.055057226289707e-28,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-O-W-Y,0.032898677760417,-2.372273168333333,1.496999999999999,4,Triclinic,-1,P-1,oxide,,,"Cu, Y, W",,,,"C, O",,,,,B < -1,Negative B,2.274062127850407
mp-504871,SrV2CuO7,2.301450659685775,-0.3352675697608172,Square pyramid,1,4c,1,[0.9765080589199611],0.0,0.9765080589199611,ABC2D7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cu-O-Sr-V,0.015903408749984,-2.346887507727274,0.664899999999999,4,Orthorhombic,mmm,Pnma,oxide,,Sr,"V, Cu",,,,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9889940412504774
mp-504927,CrCuO4,3.191082156763687,-0.9628816063268127,Octahedron,1,2a,1,[1.139244074753626],0.0,1.139244074753626,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-Cu-O,0.041338274770834,-1.351861724166666,0.160199999999999,3,Orthorhombic,mmm,Cmcm,oxide,,,"Cr, Cu",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.1149575161303207
mp-504966,Ba2Y2CuPtO8,2.9518109887242385,-0.9905405111051891,Square pyramid,1,4c,1,[1.252548306756692],0.0,1.252548306756692,ABC2D2E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-O-Pt-Y,0.017631235803571,-2.653220258035713,0.2116,5,Orthorhombic,mmm,Pnma,oxide,,Ba,"Cu, Y, Pt",,,B,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0431919482195373
mp-504997,NdCu(WO4)2,3.8403161696458574,-1.0519469590438306,Linear,1,1h,1,[1.187109738622494e-28],0.0,1.187109738622494e-28,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Nd-O-W,0.035427011875,-2.360119415624999,1.5763,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, N, O",,,Nd,,B < -1,Negative B,2.291883690240919
mp-505090,Na(CuO)2,1.748410992221913,0.2323505925784545,"Linear, Square plane",2,4c,1,"[0.24914021486713703, 0.000594109977841]",0.0,0.12486716242248902,AB2C2,2,2,2,"[2.0, 4.0]","[2.0, 4.0]",3.0,2.0,4.0,3.0,2.0,4.0,1.5,1.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cu-Na-O,0.0,-1.026535958499999,0.0,3,Orthorhombic,mmm,Pnma,oxide,Na,,Cu,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9096198964808209
mp-505094,KMgV3Cu4O13,1.7915652275212222,0.2555639819808712,"Trigonal bipyramid, Square pyramid",2,"2e, 4f",2,"[1.333688100128722, 1.337888197101336, 3.476192550009264]",0.0,2.0492562824131073,ABC3D4E13,2,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cu-K-Mg-O-V,0.037644709671731,-1.897210823738636,0.0,5,Monoclinic,2/m,P2_1/m,oxide,K,Mg,"V, Cu",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0374221908305636
mp-505104,Cu3BiSe2ClO8,1.9124449799217216,0.0675951866665013,Square plane,1,"4c, 2a",2,"[0.270598006344692, 0.376297276494412]",0.0,0.323447641419552,ABC2D3E8,1,1,1,[6.0],[4.0],6.0,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Cl-Cu-O-Se,0.0,-1.212203975645833,0.0,5,Orthorhombic,mmm,Pmmn,hypochlorite,,,Cu,,Bi,B,"C, O, S, Se",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9724182801692798
mp-505166,ErCu(WO4)2,3.7641676081027233,-1.013174271142803,Linear,1,1h,1,[1.1134558362222111e-28],0.0,1.1134558362222111e-28,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Er-O-W,0.040625647968754,-2.383931325833333,1.2269,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, O",,,Er,,B < -1,Negative B,2.2728054235835877
mp-505168,DyCu(WO4)2,3.766718241904291,-1.014368022543445,Linear,1,1h,1,[1.150580992258803e-28],0.0,1.150580992258803e-28,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Dy-O-W,0.037959699427089,-2.379824535972221,1.2412,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, O",,,Dy,,B < -1,Negative B,2.273599945180002
mp-505268,BaLu2CuO5,4.6701599215307965,-2.845496759440939,Square pyramid,1,4c,1,[1.351488686332519],0.0,1.351488686332519,ABC2D5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Lu-O,0.043689972916664,-3.132618489259259,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Cu,,,B,"C, O",,,Lu,,B < -1,Negative B,2.0604455376807906
mp-505342,MnCu(Te2O5)2,1.5090064889300527,0.5851609434250074,Octahedron,1,4c,1,[3.641982811717993],0.0,3.641982811717993,ABC4D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Cu-Mn-O-Te,0.014445133749991,-1.508879663099856,0.6787999999999991,4,Tetragonal,4/mmm,P4_2/nbc,oxide,,,"Mn, Cu",,,Te,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.2115808017603515
mp-505349,KCuPO4,1.8490726908141029,0.2053078581035587,"Square pyramid, See-saw",2,2a,1,"[1.855846024978001, 2.326527893289625]",0.0,2.091186959133813,ABCD4,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-K-O-P,0.020054561964279,-2.181315387413264,0.1717,4,Monoclinic,2,P2_1,phosphate,K,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0175971994657975
mp-505424,VCdCuO4,0.338526713119154,2.6020159255211306,Tetrahedron,1,2c,1,[3.730400279234411],0.0,3.730400279234411,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cd-Cu-O-V,0.039167862857137,-1.730580807857142,1.1168,4,Orthorhombic,mmm,Cmcm,oxide,,,"V, Cu, Cd",,,,"C, O",,,,,B > 1,Positive B,2.1551823875390137
mp-505436,CuP4O11,0.9658157348519566,1.0404491209741138,Octahedron,1,2i,1,"[1.251467753970915, 1.901268727371515]",0.0,1.576368240671215,AB4C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-O-P,0.0,-2.329917067254464,0.6119999999999991,3,Triclinic,-1,P-1,oxide,,,Cu,,,,"C, O, P",,,,,B > 1,Positive B,2.1269388107501546
