material_id,chem_formula,R$_0$,B,Sm_chemenv,num_Sm_chemenvs,Sm_wyckoff,num_Sm_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sm_sites,num_CN_env,num_charge_states,SmX_coordn,SmO_coordn,mean_coordn_Sm-X,min_coordn_Sm-X,max_coordn_Sm-X,mean_coordn_Sm-O,min_coordn_Sm-O,max_coordn_Sm-O,mean_Sm_charge,min_Sm_charge,max_Sm_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SmO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-561186,Sm3BWO9,1.6749173148090861,0.907388051199278,Dodecahedron with triangular faces - p2345 plane normalized,1,6c,1,[2.443659176389308],0.0,2.443659176389308,ABC3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.471978357253827,GGA_U,B-O-Sm-W,0.0,-3.350879025654762,3.825699999999999,4,Hexagonal,6,P6_3,oxide,None,None,W,None,None,B,"O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-561233,Sm9(SbO)5,2.270718004997259,0.1785868903658845,"See-saw, Octahedron",2,"8g, 2c",2,"[3.565075063661764, 2.060278992352989, 1.457786177519175]",0.0,2.3610467445113095,A5B5C9,2,3,2,"[4.0, 1.0, 1.0]","[4.0, 1.0, 1.0]",2.0,1.0,4.0,2.0,1.0,4.0,2.3333333333333335,2.0,3.0,2.6666666666666665,2,3,O2-,"Lanthanides, Metalloids, Nonmetals",2.365157164258404,r2SCAN,O-Sb-Sm,0.0,-2.4263814618421042,0.0,3,Tetragonal,4/m,P4/n,oxide,None,None,None,None,None,Sb,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-562836,SmCoSe2ClO6,2.0565450613571152,0.42477118216026133,"Square antiprism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[3.372778929909846, 3.081963449257652]",0.0,3.227371189583749,ABCD2E6,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.4892949292753648,GGA_U,Cl-Co-O-Se-Sm,0.002143935397736,-1.937467189517045,2.7367,5,Triclinic,-1,P-1,hypochlorite,None,None,Co,None,None,None,"C, O, S, Se",Cl,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-573109,Sm2Se5O13,2.0622134948113695,0.3893281046702489,"Square antiprism, Tricapped triangular prism (three square-face caps)",2,4e,1,"[1.518092590509062, 2.87188417565719]",0.0,2.194988383083126,A2B5C13,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.4728316771156997,r2SCAN,O-Se-Sm,0.0,-1.656966699140626,3.6444,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"O, S, Se",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-5779,Sm3RuO7,1.999786119641239,0.4654319631892199,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.369798592306588, 0.8740446982191561]",0.0,1.621921645262872,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4337039516786807,r2SCAN,O-Ru-Sm,0.004882576136363,-3.00430167,0.0,3,Orthorhombic,mmm,Cmcm,oxide,None,None,Ru,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-620364,CaSmCuClO3,1.9091699328288871,0.5685231331041154,Cube,1,2c,1,[0.40817783575396904],0.0,0.40817783575396904,ABCDE3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.5002757046173363,GGA,Ca-Cl-Cu-O-Sm,0.014656096874995,-2.5910589743631,0.0,5,Tetragonal,4/mmm,P4/nmm,chlorate,None,Ca,Cu,None,None,None,"C, O, S",Cl,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-636383,Ba4Sm2Cu2O9,1.217111937780855,1.4078410423817604,Square-face capped trigonal prism,1,4g,1,[3.946167281355197],0.0,3.946167281355197,A2B2C4D9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.445309503660044,GGA,Ba-Cu-O-Sm,0.012665730367632001,-2.737019890000002,0.0,4,Tetragonal,-42m,P-4n2,oxide,None,Ba,Cu,None,None,B,"C, O, S",None,None,Sm,None,B > 1,Positive B
mp-6388,Ca4SmB3O10,2.1024873759105356,0.41877565072733747,Octahedron,1,1a,1,[2.274619358802645],0.0,2.274619358802645,AB3C4D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.382633182114485,GGA,B-Ca-O-Sm,0.0,-3.375311077916666,4.3982,4,Monoclinic,m,Cm,oxide,None,Ca,None,None,None,B,"C, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6452,BaSm2ZnO5,2.7667471106229686,-0.41018929203878834,Square-face capped trigonal prism,1,4c,1,"[1.9315397992325822, 1.625960292227141]",0.0,1.7787500457298617,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4135659357641273,GGA,Ba-O-Sm-Zn,0.009535426435181,-3.187293293888888,3.440299999999999,4,Orthorhombic,mmm,Pnma,oxide,None,Ba,Zn,None,None,B,"O, S",None,None,Sm,None,"B $\in$ [-1, -0.1]",Negative B
mp-645338,Sm(BO2)3,2.002130052589233,0.4946297226619464,"Square-face bicapped trigonal prism, Square antiprism, Bicapped octahedron (cap faces with one atom in common)",3,4c,1,"[3.529188239089064, 6.965719455809127, 2.444274821728356, 3.028734398461688]",0.25,3.9919792287720592,AB3C6,3,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.4795304752827647,GGA,B-O-Sm,0.0,-3.183688243499999,5.3818,3,Orthorhombic,mmm,Pnma,metaborate,None,None,None,None,None,B,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-647281,Sm2B4O9,2.067841298789472,0.41897433120268596,"Diminished icosahedron, Square-face bicapped square antiprism, Tricapped triangular prism (three square-face caps), Bicapped square prism (adjacent faces), Square antiprism, Square-face monocapped antiprism",6,1a,1,"[3.443837629510121, 3.160960175326765, 5.928673116427719, 4.424298221621864, 3.286990689239063, 3.249060704826714, 3.0350789444657362, 4.284785496327216, 3.039427403188051, 5.884842095664116, 3.541714243556003, 3.587897318199194, 3.291984830661853, 3.22266214027235, 5.916121866456922, 4.250552492535417, 5.1590479613952, 4.307777077069278, 3.053807094654252, 3.510645785096106]",0.2,3.9790082643246962,A2B4C9,6,4,1,"[10.0, 11.0, 8.0, 9.0]","[10.0, 11.0, 8.0, 9.0]",9.5,8.0,11.0,9.5,8.0,11.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.5389729986214626,GGA,B-O-Sm,0.024836180399985003,-3.26038581071111,5.379399999999999,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,B,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6671,Sm4Si2S3O7,2.2591268020276747,0.20743676485954707,"Trigonal prism, Tricapped triangular prism (three square-face caps)",2,"8g, 8h",2,"[1.715482360185254, 1.291639436312114]",0.0,1.503560898248684,A2B3C4D7,2,2,1,"[6.0, 3.0]","[6.0, 3.0]",4.5,3.0,6.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Lanthanides, Metalloids, Nonmetals",2.484587336459617,GGA,O-S-Si-Sm,0.0,-3.256275728593751,2.6038,4,Tetragonal,4/mmm,I4_1/amd,oxide,None,None,None,None,None,Si,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-677015,Na3Sm17Si12(O25F)2,2.0077572955780987,0.5029044627093592,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)",2,"3d, 1b, 1c",3,"[2.2147117840654422, 1.728336838338556, 3.426466127407986, 3.292710072002546, 3.15232798677563, 1.9459726234024912, 1.690471552462428, 3.213285111464516, 3.569487284370259]",0.0,2.692641042254428,A2B3C12D17E50,2,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,3.0,3.0,3.0,1.3333333333333333,1,2,O2-,"Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",2.4805319670117982,GGA,F-Na-O-Si-Sm,0.0,-3.640011067727833,4.657,5,Trigonal,3,P3,fluoride,Na,None,None,None,None,Si,"N, O, S",F,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-693612,NaCa3SmP3O12F,1.988058187708284,0.5032881925705727,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)",2,1a,1,"[1.506324618505714, 1.74014159716126, 3.010695926690738, 1.62773562391014]",0.0,1.971224441566963,ABCD3E3F12,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,3.0,3.0,3.0,1.5,1,2,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals",2.463249232825572,GGA,Ca-F-Na-O-P-Sm,0.0029663586309500002,-3.347200571919422,5.2867,6,Triclinic,1,P1,fluoride,Na,Ca,None,None,None,None,"C, N, O, P, S",F,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-694963,Sr7SmFe4(MoO6)4,1.0483435117280526,1.7163791844505742,Square-face capped trigonal prism,1,1a,1,[10.305655583629601],1.0,10.305655583629601,AB4C4D7E24,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.510624937288856,GGA_U,Fe-Mo-O-Sm-Sr,0.018687174703130003,-2.558893555375,0.7020000000000001,5,Triclinic,1,P1,oxide,None,Sr,"Fe, Mo",None,None,None,"O, S",F,None,Sm,None,B > 1,Positive B
mp-704632,Ba2Sm2Fe4O11,1.8858892020771605,0.6025783067835436,Bicapped square prism (adjacent faces),1,2h,1,[0.838928366971558],0.0,0.838928366971558,A2B2C4D11,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.6059067154009155,GGA_U,Ba-Fe-O-Sm,0.030562272406024004,-2.534275642368422,0.0,4,Orthorhombic,mmm,Cmmm,oxide,None,Ba,Fe,None,None,B,"O, S",F,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-705801,Sm3MoO7,2.0619305041324907,0.4240340708399913,"Face-capped octahedron, Pentagonal bipyramid",2,4a,1,"[4.352924227109275, 1.912678888785139, 2.607385842333291]",0.0,2.9576629860759014,AB3C7,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.422570782861887,r2SCAN,Mo-O-Sm,0.0,-3.339929460681817,1.7639,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,Mo,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-705853,NaCa8SmTi10(SiO5)10,1.9868541329919942,0.5194812819638905,Square antiprism,1,1a,1,[3.623362457692917],0.0,3.623362457692917,ABC8D10E10F50,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4306546605309287,GGA,Ca-Na-O-Si-Sm-Ti,0.0018874589062460002,-3.456979112246409,2.9163,6,Triclinic,1,P1,oxide,Na,Ca,Ti,None,None,Si,"C, N, O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-733508,SmH5(SeO4)2,2.389921614305302,0.04618986020219763,Dodecahedron with triangular faces - p2345 plane normalized,1,4a,1,[1.496796687738602],0.0,1.496796687738602,AB2C5D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.4523269480631873,GGA,H-O-Se-Sm,0.037580741796894,-1.419253966874981,4.4368,4,Orthorhombic,222,P2_12_12_1,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,Sm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-7423,Sm3ReO8,2.0532210372849735,0.4057957828645614,"Square-face bicapped trigonal prism, Square antiprism",2,4e,1,"[1.594227029397845, 2.494481364992174, 1.404751691125975]",0.0,1.831153361838665,AB3C8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4566982818380025,r2SCAN,O-Re-Sm,0.0,-3.276375058541674,1.7676,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Re,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-752437,SmInO3,0.25521476081501293,2.6046522525457663,Square-face bicapped trigonal prism,1,4c,1,[1.845633917603505],0.0,1.845633917603505,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",2.5741529872945543,GGA,In-O-Sm,0.030393086624997002,-2.775515053875,2.9444,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,In,None,"O, S",I,None,Sm,None,B > 1,Positive B
mp-752686,Sm3TaO7,2.2045770951971106,0.24734681465978642,"Cube, Pentagonal bipyramid",2,"2a, 4c",2,"[3.365628372782307, 1.718198700998328]",0.0,2.541913536890317,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3935530585181075,r2SCAN,O-Sm-Ta,0.0,-3.668318822939395,3.4256,3,Orthorhombic,222,C222_1,oxide,None,None,Ta,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-753792,Ce5Sm2O13,2.1206084223947017,0.34113918136360216,"Face-capped octahedron, Trigonal bipyramid",2,1a,1,"[3.527842390242715, 0.881613613359813]",0.0,2.2047280018012643,A2B5C13,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.364940560517129,GGA,Ce-O-Sm,0.035641757562494006,-3.718629411374993,1.316599999999999,3,Trigonal,3m,R3m,oxide,None,None,None,None,None,None,"C, O, S",None,None,"Ce, Sm",None,"B $\in$ [0.1, 0.5]",Positive B
mp-754306,Ce4SmO9,1.700712140145639,0.5842976871794306,Trigonal prism,1,1b,1,[7.959552666430896],1.0,7.959552666430896,AB4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.344298380022874,GGA,Ce-O-Sm,0.027508026473228003,-3.74678484687501,0.0,3,Orthorhombic,mm2,Imm2,oxide,None,None,None,None,None,None,"C, O, S",None,None,"Ce, Sm",None,"B $\in$ [0.5, 1]",Positive B
mp-755184,Sm2Se2O,2.2004094072164184,0.19654450219817082,"Square antiprism, Octahedron",2,4c,1,"[1.5895289395888632, 2.126938540743417]",0.0,1.8582337401661402,AB2C2,2,2,1,"[1.0, 3.0]","[1.0, 3.0]",2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,O2-,"Lanthanides, Nonmetals",2.333271074424477,r2SCAN,O-Se-Sm,0.008162537999997001,-2.781752057625001,2.0121,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,None,None,"O, S, Se",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-755362,Sm2Se2O,2.758880621280597,-0.5653802874937393,"Square-face capped trigonal prism, Trigonal prism",2,4e,1,"[2.167530241643098, 2.4948993348709623]",0.0,2.3312147882570304,AB2C2,2,2,1,"[3.0, 1.0]","[3.0, 1.0]",2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,O2-,"Lanthanides, Nonmetals",2.354763358886285,r2SCAN,O-Se-Sm,0.007175467499997001,-2.782739128125001,2.2196,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"O, S, Se",None,None,Sm,None,"B $\in$ [-1, -0.1]",Negative B
mp-755512,Sm3NbO7,1.8010914447527049,0.7347563324924435,"Face-capped octahedron, Pentagonal bipyramid",2,2i,1,"[3.5885592071034402, 4.286826517462567, 3.355818206793961]",0.0,3.743734643786656,AB3C7,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.411532302823083,r2SCAN,Nb-O-Sm,0.001304629659095,-3.6839251963636332,2.843,3,Triclinic,-1,P-1,oxide,None,None,Nb,None,None,None,"N, O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-755901,Sm3NbO7,1.9681415815205299,0.5365615554157717,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.408573330341475, 0.718421482925455]",0.0,1.563497406633465,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.45330721805973,r2SCAN,Nb-O-Sm,0.018464929659090003,-3.6667648963636372,2.6062000000000003,3,Orthorhombic,mmm,Cmcm,oxide,None,None,Nb,None,None,None,"N, O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-755941,Sm3TaO7,1.938060798207785,0.5693209135730031,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.395280711530209, 0.7872990785308961]",0.0,1.5912898950305525,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.453399473631588,r2SCAN,O-Sm-Ta,0.011223920000002,-3.657094902939395,3.3894,3,Orthorhombic,mmm,Cmcm,oxide,None,None,Ta,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-756148,Sm2Pt2O7,1.8117620586914267,0.6169650933830474,Cube,1,4d,1,[1.499374825992251],0.0,1.499374825992251,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.427029525032291,r2SCAN,O-Pt-Sm,0.0,-2.3927093822727272,1.047599999999999,3,Cubic,m-3m,Fd-3m,oxide,None,None,Pt,None,None,None,"O, P, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-756152,Sm4U2O11,2.331253708733416,0.06496975648920474,"Face-capped octahedron, Square-face capped trigonal prism",2,2c,1,"[4.496870327940309, 5.522844964961637]",0.5,5.009857646450973,A2B4C11,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",2.382058993090482,r2SCAN,O-Sm-U,0.000619723272025,-3.838594743235292,0.0,3,Monoclinic,2,C2,oxide,None,None,None,None,None,None,"O, S",None,None,Sm,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-756215,Sm2Mn2O7,1.6213991765688003,0.8017590756671158,Cube,1,4d,1,[2.430103014956142],0.0,2.430103014956142,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.420949071807909,r2SCAN,Mn-O-Sm,0.0,-2.817081405987458,0.9750000000000001,3,Cubic,m-3m,Fd-3m,oxide,None,None,Mn,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-756591,Sm3NbO7,2.2549659220013663,0.18299432456372525,"Cube, Pentagonal bipyramid",2,"2a, 4c",2,"[3.448570893708387, 1.7466929221714071]",0.0,2.5976319079398973,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.392109576234555,r2SCAN,Nb-O-Sm,0.0016683605681850002,-3.6835614654545443,2.729199999999999,3,Orthorhombic,222,C222_1,oxide,None,None,Nb,None,None,None,"N, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-765640,Sm3Ta17O47,2.4349848893328305,0.05928387780865367,"Cube, Bicapped square prism (adjacent faces)",2,"2n, 1b",2,"[2.231646629505593, 1.738207457882686]",0.0,1.9849270436941395,A3B17C47,2,2,1,"[10.0, 8.0]","[10.0, 8.0]",9.0,8.0,10.0,9.0,8.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.496653225156058,r2SCAN,O-Sm-Ta,0.0,-3.213033637383083,2.4602999999999993,3,Monoclinic,2/m,P2/m,oxide,None,None,Ta,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-767523,Na2SmPCO7,1.4499522888670195,1.166014698870209,Pentagonal bipyramid,1,2e,1,[3.639062102647892],0.0,3.639062102647892,ABCD2E7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.4395421403831534,GGA,C-Na-O-P-Sm,0.027312976909723,-2.742078080825122,4.6385000000000005,5,Monoclinic,2/m,P2_1/m,oxide,Na,None,None,None,None,None,"C, N, O, P, S",None,None,Sm,None,B > 1,Positive B
mp-768280,Sm2B4O9,2.1211606261727702,0.34268132115487304,"Square-face bicapped square antiprism, Square-face monocapped antiprism",2,2i,1,"[3.198085602855506, 5.289864831203403]",0.5,4.243975217029455,A2B4C9,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.506398462114575,r2SCAN,B-O-Sm,0.010028034666648,-3.275193956444447,5.427300000000001,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,B,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768383,SmBiO4,2.134768741650139,0.3379598132828581,Cube,1,2e,1,[2.986847644602979],0.0,2.986847644602979,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.4367968971523486,r2SCAN,Bi-O-Sm,0.0,-2.184715469166669,0.6012000000000001,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,Bi,B,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-770284,SmTaO4,4.425199960061614,-1.8441800767921621,Cube,1,4e,1,[4.3836825072988415],0.0,4.3836825072988415,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4594362496038293,r2SCAN,O-Sm-Ta,0.018520806249998002,-3.5246185916388892,3.6975,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Ta,None,None,None,"O, S",None,None,Sm,None,B < -1,Negative B
mp-770406,Sm2WO6,2.19274172392364,0.25237750816589405,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.603064195651552, 4.22777306603534]",0.0,3.4154186308434458,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.393021992962464,r2SCAN,O-Sm-W,0.0020639447222210003,-3.264933481388889,3.7657,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,W,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-770766,Sm2WO6,2.2318092449093454,0.25735000930636553,"Cube, Square antiprism",2,"4f, 2e",2,"[3.265237190980712, 2.828422161901131, 1.17129565041102]",0.0,2.4216516677642876,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4688178920890222,GGA_U,O-Sm-W,0.036101895833333,-3.230895530277778,2.9672,3,Monoclinic,2/m,C2/c,oxide,None,None,W,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-770767,SmCuO3,2.005477975452477,0.4753132675948871,Square-face bicapped trigonal prism,1,4c,1,[1.773059578325217],0.0,1.773059578325217,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.440402042292317,r2SCAN,Cu-O-Sm,0.007571898937497001,-2.264124367000001,0.121799999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,Cu,None,None,None,"C, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-770806,Sm2TiO5,2.3320907609142227,0.06898245125746387,Face-capped octahedron,1,4c,1,"[2.732938636515863, 3.14099547945558]",0.0,2.936967057985721,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3933898253519437,r2SCAN,O-Sm-Ti,0.0,-3.694675316458333,3.308899999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,Ti,None,None,None,"O, S",None,None,Sm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
