material_id,chem_formula,R$_0$,B,K_chemenv,num_K_chemenvs,K_wyckoff,num_K_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_K_sites,num_CN_env,num_charge_states,KX_coordn,KO_coordn,mean_coordn_K-X,min_coordn_K-X,max_coordn_K-X,mean_coordn_K-O,min_coordn_K-O,max_coordn_K-O,mean_K_charge,min_K_charge,max_K_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_KO_BondL
mp-1099821,K2Na2Mo(WO4)3,2.830265516337847,0.0050169674975278,Cuboctahedron,1,2h,1,[0.031152785233503004],0.0,0.031152785233503004,AB2C2D3E12,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-Na-O-W,0.030180209375008,-2.15282484336293,0.0,5,Orthorhombic,mm2,Pmm2,oxide,"Na, K",,"Mo, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8458532884253915
mp-1099943,K5Na3Nb4(WO6)4,2.8371980587498675,0.0055279968053553,Cuboctahedron,1,"1a, 2b",2,"[0.013222805700424, 0.015508854236111001, 0.010364657879026, 0.014552325995005002]",0.0,0.0134121609526415,A3B4C4D5E24,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.032817726666664,-2.491192930009698,0.0,5,Monoclinic,m,Cm,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.853218103891324
mp-11014,K2TeOF4,1.38112497570196,1.1852222375327688,"Square-face capped square prism, Cuboctahedron",2,2c,1,"[2.336948535985206, 1.111082719401428]",0.0,1.724015627693317,ABC2D4,2,2,1,"[5.0, 12.0]","[1.0, 4.0]",8.5,5.0,12.0,2.5,1.0,4.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-K-O-Te,0.005202662499999,-2.601646165145834,4.8881,4,Orthorhombic,mmm,Cmcm,fluoride,K,,,,,Te,O,F,,,,B > 1,Positive B,3.17850557362297
mp-1102898,K3NiO2,2.2438780408408485,0.4094479430983654,"Tetrahedron, Linear",2,"2b, 4d",2,"[0.37239469292048805, 3.4800979490046873e-31]",0.0,0.18619734646024402,AB2C3,2,2,1,"[2.0, 4.0]","[2.0, 4.0]",3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Ni-O,0.035455082499999,-1.123470392791666,1.599899999999999,3,Tetragonal,4/mmm,P4_2/mnm,oxide,K,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7547337687944697
mp-1103811,KV2Fe(AgO4)2,3.553946882879825,-0.1647339618579025,Cuboctahedron,1,2a,1,[1.24352128921372],0.0,1.24352128921372,ABC2D2E8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ag-Fe-K-O-V,0.008024178154755,-1.835449832541666,1.9738,5,Trigonal,-3,P-3,oxide,K,,"V, Fe, Ag",,,,O,F,,,,"B $\in$ [-1, -0.1]",Negative B,3.1209035953947275
mp-1104174,K4(NiO2)3,1.8973308726599425,0.5454736276796,Trigonal prism,1,2i,1,"[7.243361860633629, 6.2905459326814235]",1.0,6.766953896657526,A3B4C6,1,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Ni-O,0.019108794230769,-1.255388656076921,0.691299999999999,3,Monoclinic,2/m,C2/m,oxide,K,,Ni,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.740807931055116
mp-1104228,K3ErV2O8,2.7528541385140173,0.1432660690100827,"End-trigonal-face capped trigonal prism, Cuboctahedron",2,"1a, 2d",2,"[18.597392197256738, 3.905407832664775]",0.5,11.251400014960756,AB2C3D8,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Er-K-O-V,0.0,-2.730202665839286,3.4218,4,Trigonal,-3m,P-3m1,oxide,K,,V,,,,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,3.1345891464412188
mp-1104265,K3TmV2O8,2.8860406266537124,0.0950438041617696,"End-trigonal-face capped trigonal prism, Cuboctahedron",2,"1a, 2d",2,"[18.701571331275417, 3.8178163451133442]",0.5,11.25969383819438,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-O-Tm-V,0.0,-2.737726752267857,3.4169,4,Trigonal,-3m,P-3m1,oxide,K,,V,,,,O,,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1412569001470154
mp-1104363,K3ScV2O8,2.867130696998153,0.058227006293721,"Bicapped square prism (adjacent faces), Icosahedron",2,"1a, 2d",2,"[8.002468673573542, 3.345229096895181]",0.5,5.673848885234362,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-Sc-V,0.0,-2.697545394053572,3.0893,4,Trigonal,-3m,P-3m1,oxide,K,,"Sc, V",,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0285342927745416
mp-1104967,K3HoV2O8,2.928888051132151,0.0967250570850924,"End-trigonal-face capped trigonal prism, Cuboctahedron",2,"1a, 2d",2,"[18.620780539173825, 3.903872966820921]",0.5,11.262326752997373,AB2C3D8,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-K-O-V,0.0,-2.725639749767857,3.4261,4,Trigonal,-3m,P-3m1,oxide,K,,V,,,,"H, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1793754881087386
mp-1105034,K3YV2O8,2.421021834654156,0.2974780875477843,"End-trigonal-face capped trigonal prism, Cuboctahedron",2,"1a, 2d",2,"[18.710620064234547, 3.8712950967645092]",0.5,11.290957580499528,AB2C3D8,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-V-Y,0.0,-2.712865512982144,3.4086,4,Trigonal,-3m,P-3m1,oxide,K,,"V, Y",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0147714879849348
mp-1105240,KNdMnWO6,2.991634884495587,0.0341560901319792,Bicapped square prism (adjacent faces),1,2a,1,[2.448946984285486],0.0,2.448946984285486,ABCDE6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mn-Nd-O-W,0.002017938999999,-2.651206464268102,2.6477,5,Monoclinic,2,P2_1,oxide,K,,"Mn, W",,,,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9111754794760314
mp-1105335,KYMnWO6,3.0826177696202874,0.0141318735050809,Bicapped square prism (adjacent faces),1,2a,1,[2.8685185462210683],0.0,2.8685185462210683,ABCDE6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mn-O-W-Y,0.019553592875,-2.651699235518103,2.8095,5,Monoclinic,2,P2_1,oxide,K,,"Mn, Y, W",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.904648487672925
mp-1105365,KNO3,1.770611730875116,0.55174911666687,Square-face bicapped trigonal prism,1,4e,1,[4.311316738672217],0.0,4.311316738672217,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,K-N-O,0.0463657585,-1.375772838449999,3.1418,3,Monoclinic,2/m,P2_1/c,nitrate,K,,,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.901277000286595
mp-1105367,KB2SbO6,2.8424209137437795,0.0794992741533283,Bicapped square prism (adjacent faces),1,2a,1,[6.352186323716108],1.0,6.352186323716108,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-K-O-Sb,0.004608025958351,-2.463232087558332,2.9208,4,Monoclinic,m,Cc,oxide,K,,,,,"B, Sb","O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.978913063394039
mp-1105566,KLaMnWO6,2.9212687477623662,0.0562085997496257,Bicapped square prism (adjacent faces),1,2a,1,[2.2902988846049],0.0,2.2902988846049,ABCDE6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-La-Mn-O-W,0.0,-2.686461859018102,2.4917,5,Monoclinic,2,P2_1,oxide,K,,"Mn, W",,,,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9200873361809996
mp-1120752,K2Fe4O7,1.7776399382879162,0.5367883164687756,Tridiminished icosahedron,1,2c,1,[4.7486866232178375],0.0,4.7486866232178375,A2B4C7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-K-O,0.038319790480765,-1.684011936884613,0.8588,3,Trigonal,-3m,P-31m,oxide,K,,Fe,,,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.961853021825994
mp-1147623,KLaMoO5,2.4421324812054097,0.29068010856557,Cuboctahedron,1,2a,1,[2.204554560888049],0.0,2.204554560888049,ABCD5,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-La-Mo-O,0.035883005624999,-2.715951852781251,3.2557,4,Tetragonal,4/mmm,P4/nmm,oxide,K,,Mo,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,3.2434654283141637
mp-1178142,KLiSnO2,1.484454438019896,0.9612070062726344,Trigonal prism,1,2i,1,[3.9685760040538423],0.0,3.9685760040538423,ABCD2,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,K-Li-O-Sn,0.030246993000006,-1.8079560371166647,2.0401,4,Monoclinic,2/m,C2/m,oxide,"Li, K",,,,Sn,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.819261407857903
mp-1178146,K2TlPCO7,2.2903113977637544,0.2664186649038126,Pentagonal bipyramid,1,4f,1,[3.584616364022356],0.0,3.584616364022356,ABCD2E7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,C-K-O-P-Tl,0.0,-2.131824557498015,1.2579,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,Tl,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8249898467316545
mp-1178147,K3TlPCO7,2.670679918370582,0.0869245486543489,"Pentagonal pyramid, Pentagonal bipyramid",2,"2e, 4f",2,"[13.475605758868925, 2.072961750847042]",0.5,7.774283754857984,ABCD3E7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,C-K-O-P-Tl,0.021112891378209,-2.164944368632784,0.0,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,Tl,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.839514442578595
mp-1178148,KLi(WO3)3,3.246372066761024,0.0601590249860568,Square-face capped hexagonal prism,1,1a,1,"[2.285257088035796, 2.292526853944176]",0.0,2.2888919709899858,ABC3D9,1,2,1,"[10.0, 11.0]","[10.0, 11.0]",10.5,10.0,11.0,10.5,10.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Li-O-W,0.034680705370872,-2.208757912184524,1.0924,4,Triclinic,1,P1,oxide,"Li, K",,W,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3919489215218257
mp-1178149,K3MnPCO7,2.746643875369201,0.0237814383447876,"Pentagonal pyramid, Pentagonal bipyramid",2,"2e, 4f",2,"[13.59549019030373, 3.384418868464688]",0.5,8.489954529384208,ABCD3E7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-K-Mn-O-P,0.0,-2.372839778601838,3.574799999999999,5,Monoclinic,2/m,P2_1/m,oxide,K,,Mn,,,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7995018581236657
mp-1178156,K2AsPCO7,2.680531782096321,0.0296973469091841,Octahedron,1,4f,1,[5.283169744485062],1.0,5.283169744485062,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,As-C-K-O-P,0.013530992812499,-2.193028965345237,4.0808,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,,As,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7380606113767265
mp-1178157,K(WO3)3,3.4130902054928542,0.0054547227396485,Hexagonal prism,1,2a,1,[2.489976361737185],0.0,2.489976361737185,AB3C9,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-W,0.007036018942306,-2.228646656711538,0.5068,3,Monoclinic,m,Cc,oxide,K,,W,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3507214205663884
mp-1178159,KCrPCO7,2.3821017774573434,0.26759329906107,Trigonal prism,1,1a,1,"[10.052759375981772, 10.068908404150974]",1.0,10.060833890066373,ABCDE7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-K-O-P,0.044013621313133,-2.249596732217532,0.8471000000000001,5,Monoclinic,2,P2_1,oxide,K,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.850588277535999
mp-1178166,K2LiNbO4,2.454993639712958,0.2439454672103878,"Pentagonal pyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Square pyramid, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron, Bicapped octahedron (cap faces with one atom in common)",7,1a,1,"[6.155462466622562, 3.55362150667739, 3.264556370663415, 3.013013238833594, 5.754400794493283, 6.197875808492187, 5.515747382829931, 5.784382400411159]",0.625,4.90488249612794,ABC2D4,7,4,1,"[4.0, 5.0, 6.0, 8.0]","[4.0, 5.0, 6.0, 8.0]",5.75,4.0,8.0,5.75,4.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Li-Nb-O,0.037114224062499,-2.504046787854166,3.8068,4,Triclinic,1,P1,oxide,"Li, K",,Nb,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.888865230928402
mp-1178167,K2LaPCO7,2.7007667819352887,0.0613138407091615,Octahedron,1,4f,1,[4.180902875087422],0.0,4.180902875087422,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-K-La-O-P,0.042469382986108,-2.781623441386904,4.1823,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,,,"C, O, P",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.813454325003903
mp-1180718,KSn2(PO4)3,2.0607141782882854,0.4104246573644493,"Icosahedron, Cuboctahedron",2,"1a, 1b",2,"[3.937366089450796, 5.765856950099096]",0.5,4.851611519774946,AB2C3D12,2,2,1,"[12.0, 6.0]","[12.0, 6.0]",9.0,6.0,12.0,9.0,6.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,K-O-P-Sn,0.0,-2.547108168121032,3.449899999999999,4,Trigonal,-3,R-3,phosphate,K,,,,Sn,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.988568590774442
mp-1180771,KCoO2,1.731482328948332,0.6947573214273562,Dodecahedron with triangular faces,1,"1a, 1c",2,"[3.976822717965442, 3.936503824701509]",0.0,3.9566632713334755,ABC2,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-K-O,0.0,-1.504170098062499,0.0,3,Tetragonal,-4,I-4,oxide,K,,Co,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.8987460350508254
mp-1180816,KIO3,2.6586654939596945,0.2154442810170078,Cuboctahedron,1,"1a, 1b",2,"[1.704459775436706, 1.694394708201422, 1.6757876231372322, 1.644500698376154]",0.0,1.6797857012878785,ABC3,1,4,1,"[10.0, 12.0, 4.0, 8.0]","[10.0, 12.0, 4.0, 8.0]",8.5,4.0,12.0,8.5,4.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",GGA,I-K-O,0.010405389999998,-1.35621760745,2.813,3,Monoclinic,2,C2,iodate,K,,,,,,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1416589776151036
mp-1180870,K3NaCr2O8,2.630563900499296,0.1946480308400572,"Bicapped square prism (adjacent faces), Icosahedron",2,"2e, 4f",2,"[7.183323708710926, 3.110736249521053]",0.5,5.14702997911599,AB2C3D8,2,2,1,"[10.0, 8.0]","[10.0, 8.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-K-Na-O,0.002152821428569,-2.045927622723522,3.0764,4,Monoclinic,2/m,C2/c,oxide,"Na, K",,Cr,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.030511014317784
mp-1180897,K2PdN2(ClO2)2,2.409122186012707,0.4328368554099053,Hexagonal bipyramid,1,2i,1,[3.486684883447251],0.0,3.486684883447251,AB2C2D2E4,1,1,1,[8.0],[5.0],8.0,8.0,8.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2,2,"Cl-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cl-K-N-O-Pd,0.048201761272725,-1.271297817681818,2.167099999999999,5,Triclinic,-1,P-1,chlorite,K,,Pd,,,,"C, N, O, P",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0020847638799513
mp-1181575,K3Na8FeH12S6(NO18)2,2.916588406697397,0.0319771756789672,Pentagonal antiprism,1,3e,1,[3.689213602413583],0.0,3.689213602413583,AB2C3D6E8F12G36,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-H-K-N-Na-O-S,0.0,-1.812937925629183,2.177499999999999,7,Trigonal,-3,R-3,oxide,"Na, K",,Fe,,,,"H, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9914988176035484
mp-1181688,Cs2K2B10O17,2.126354829556464,0.3584534801769177,Square-face capped square prism,1,1a,1,"[8.687712677012772, 8.649044692225843, 8.921442631788903, 8.777865089506456]",1.0,8.759016272633493,A2B2C10D17,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-K-O,0.00036635483871,-2.795557113725064,4.933,4,Triclinic,1,P1,oxide,"K, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.938536288986223
mp-1188268,K3(CuO2)2,1.751157939564474,0.625891921193131,"Trigonal prism, Square non-coplanar",2,"4f, 2c",2,"[6.189482866556428, 1.073503975569222]",0.5,3.6314934210628254,A2B3C4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cu-K-O,0.0,-1.3636930051944431,0.0,3,Orthorhombic,mmm,Cmcm,oxide,K,,Cu,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.7410948912939466
mp-1190160,K2Se2O7,2.2122060922351325,0.3609734730950006,Square antiprism,1,4f,1,[2.748755815555451],0.0,2.748755815555451,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-O-Se,0.0,-1.550804163107953,3.0355,3,Monoclinic,2/m,C2/c,oxide,K,,,,,,"O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.849875826259154
mp-1190639,CsK2Fe3P4ClO14,3.0856386417276407,-0.0290825741129994,Tricapped octahedron (all 3 cap faces share one atom),1,4i,1,[5.573140225500686],1.0,5.573140225500686,ABC2D3E4F14,1,1,1,[9.0],[8.0],9.0,9.0,9.0,8.0,8.0,8.0,1.0,1.0,1.0,2.0,2,2,"Cl-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cl-Cs-Fe-K-O-P,0.0,-2.463171433309063,3.7684,6,Triclinic,-1,P-1,hypochlorite,"K, Cs",,Fe,,,,"C, O, P","F, Cl",,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9857357904645245
mp-1191459,KZn(BO2)3,3.345798385517399,-0.1486391629965646,Square-face capped square prism,1,2i,1,[4.965469982091008],0.0,4.965469982091008,ABC3D6,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-K-O-Zn,0.0,-2.63292252315909,4.4661,4,Triclinic,-1,P-1,metaborate,K,,Zn,,,B,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.936988085514864
mp-1192089,KVOF3,3.150254713296069,-0.4177474347657297,"Square-face capped square prism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,2i,1,"[6.247818788341654, 5.3749677022359]",1.0,5.811393245288777,ABCD3,2,1,1,[9.0],[2.0],9.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,F-K-O-V,0.002881447656251,-2.978570293708334,0.018299999999999,4,Monoclinic,2/m,C2/m,fluoride,K,,V,,,,O,F,,,,"B $\in$ [-1, -0.1]",Negative B,2.8282095816361745
mp-1192352,K3Pr(PO4)2,2.001552831380512,0.4263371075413362,"Bicapped square prism (adjacent faces), Tricapped triangular prism (two square-face caps and one triangular-face cap), Hendecahedron",3,2e,1,"[8.659751797816915, 7.500118391428903, 5.448518588940012]",1.0,7.202796259395277,AB2C3D8,3,3,1,"[10.0, 11.0, 9.0]","[10.0, 11.0, 9.0]",10.0,9.0,11.0,10.0,9.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-O-P-Pr,0.0,-2.962504825907313,4.8643,4,Monoclinic,2/m,P2_1/m,phosphate,K,,,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.9663365121827514
mp-1192398,K3Tm(PO4)2,1.8495917555505088,0.4731218191324152,"Bicapped square prism (adjacent faces), Tricapped triangular prism (two square-face caps and one triangular-face cap), Hendecahedron",3,2e,1,"[8.285207728285801, 6.628664841872818, 5.910383439471813]",1.0,6.9414186698768106,AB2C3D8,3,3,1,"[10.0, 11.0, 9.0]","[10.0, 11.0, 9.0]",10.0,9.0,11.0,10.0,9.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-O-P-Tm,0.0,-2.982160333645408,5.1379,4,Monoclinic,2/m,P2_1/m,phosphate,K,,,,,,"O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.9315891033743613
mp-1192490,K5Pr4Si4O16F,0.5202590643907736,1.1452148037184056,"Bicapped square prism (opposite faces), Pentagonal bipyramid",2,"1a, 4g",2,"[3.555065314548197, 1.552178985573248]",0.0,2.553622150060723,AB4C4D5E16,2,2,1,"[7.0, 10.0]","[7.0, 8.0]",8.5,7.0,10.0,7.5,7.0,8.0,1.0,1.0,1.0,1.5,1,2,"O2-, F-","Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",r2SCAN,F-K-O-Pr-Si,0.0,-3.267186189597221,5.043299999999999,5,Tetragonal,-4,I-4,fluoride,K,,,,,Si,"O, P, S",F,,Pr,,B > 1,Positive B,2.789250989307336
mp-1192578,K2Ca4U(SiO4)4,2.63639781507539,0.1723888901150671,Bicapped square prism (adjacent faces),1,2i,1,[9.411737424875358],1.0,9.411737424875358,AB2C4D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-K-O-Si-U,0.001786890154304,-3.346679059425926,2.0773,5,Triclinic,-1,P-1,silicate,K,Ca,,,,Si,"C, O, S",,,,U,"B $\in$ [0.1, 0.5]",Positive B,2.904734819723352
