material_id,chem_formula,R$_0$,B,Zn_chemenv,num_Zn_chemenvs,Zn_wyckoff,num_Zn_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Zn_sites,num_CN_env,num_charge_states,ZnX_coordn,ZnO_coordn,mean_coordn_Zn-X,min_coordn_Zn-X,max_coordn_Zn-X,mean_coordn_Zn-O,min_coordn_Zn-O,max_coordn_Zn-O,mean_Zn_charge,min_Zn_charge,max_Zn_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ZnO_BondL
mp-6386,K2ZnGeO4,2.001446769595579,-0.0126129732683204,Tetrahedron,1,4a,1,"[0.245782490934553, 0.11650226174604801]",0.0,0.1811423763403005,ABC2D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-K-O-Zn,0.0,-2.044669127593749,3.0302,4,Orthorhombic,mm2,Pca2_1,oxide,K,,Zn,,,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9927013149751331
mp-639278,BaZn(SeO3)2,1.5809827082737686,0.6028823841018927,Tetrahedron,1,4e,1,[1.665062417082231],0.0,1.665062417082231,ABC2D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Se-Zn,0.010859959749999,-1.9060638027187504,4.0847,4,Monoclinic,2/m,P2_1/c,oxide,,Ba,Zn,,,B,"O, S, Se",,,,,"B $\in$ [0.5, 1]",Positive B,2.000303001485978
mp-6416,Ba5Er8Zn4O21,1.625536845949665,0.496722045468569,Square pyramid,1,4h,1,[1.458651153020814],0.0,1.458651153020814,A4B5C8D21,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Er-O-Zn,0.012862385592099,-3.269581095921052,3.361799999999999,4,Tetragonal,4/m,I4/m,oxide,,Ba,Zn,,,B,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,2.0819339570114748
mp-643066,ZnH2SO5,2.1531591569241426,-0.02168975636946,Octahedron,1,2d,1,[0.24617825338374102],0.0,0.24617825338374102,ABC2D5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-O-S-Zn,0.0,-1.692599802222222,4.2653,4,Monoclinic,2/m,C2/c,oxide,,,Zn,,,,"H, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.12827474613206
mp-643776,Na2ZnH4(SeO5)2,1.7557782185541293,0.3087789837699578,Octahedron,1,1a,1,[0.18154401060757003],0.0,0.18154401060757003,AB2C2D4E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,H-Na-O-Se-Zn,0.0,-1.488347683286638,3.0449,5,Triclinic,-1,P-1,oxide,Na,,Zn,,,,"H, N, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1018078856731233
mp-6452,BaSm2ZnO5,1.0639341956816146,1.1273936014695811,Square pyramid,1,4c,1,[1.099351433967976],0.0,1.099351433967976,ABC2D5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Sm-Zn,0.009535426435181,-3.187293293888888,3.440299999999999,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,"O, S",,,Sm,,B > 1,Positive B,2.097899677494773
mp-645375,ZnBi6P2O15,1.8177962723070944,0.2207687647605434,Tetrahedron,1,2c,1,[2.294520275725595],0.0,2.294520275725595,AB2C6D15,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-P-Zn,0.0,-2.056785870803573,2.7511,4,Monoclinic,2,C2,oxide,,,Zn,,Bi,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9847821464112614
mp-6481,Na2ZnSi3O8,2.0788243700591864,-0.1532904807684105,Tetrahedron,1,2a,1,[1.380327105579188],0.0,1.380327105579188,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Zn,0.00052146190476,-2.832151200554187,3.9475,4,Monoclinic,2,P2_1,oxide,Na,,Zn,,,Si,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9725639403352666
mp-6495,BaEr2ZnO5,1.2478094138355078,0.9042798533476832,Square pyramid,1,4c,1,[1.180746283842028],0.0,1.180746283842028,ABC2D5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Er-O-Zn,0.022205376018515,-3.283035360833333,3.0633,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,O,,,Er,,"B $\in$ [0.5, 1]",Positive B,2.07716236527069
mp-6501,BaHo2ZnO5,1.228575576237929,0.9282844982870724,Square pyramid,1,4c,1,[1.167041077767737],0.0,1.167041077767737,ABC2D5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ho-O-Zn,0.019003241990738,-3.269829354722221,3.0589,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,"H, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,2.0799419445770986
mp-6507,Na2Zn2Si2O7,1.5208817538246029,0.7150697274234408,Tetrahedron,1,4c,1,[0.840151836168442],0.0,0.840151836168442,A2B2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Zn,0.0,-2.576323540596816,3.323,4,Orthorhombic,mm2,Ama2,oxide,Na,,Zn,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.997569579473121
mp-653973,KZnPO4,1.9320554823547589,0.0519345477248312,Tetrahedron,1,6c,1,"[0.304720861705014, 0.377834739358518, 0.415466762478497, 0.279504001469002]",0.0,0.3443815912527578,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-O-P-Zn,0.0,-2.513886915925169,3.888,4,Hexagonal,6,P6_3,phosphate,K,,Zn,,,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.968192245746853
mp-6566,NaZnAsO4,2.0095442324597688,-0.0863719874256114,Tetrahedron,1,6c,1,[0.6839998460437571],0.0,0.6839998460437571,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",SCAN,As-Na-O-Zn,0.00306168047619,-1.928433229601806,2.7896,4,Hexagonal,6,P6_3,oxide,Na,,Zn,,,As,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.949506909351154
mp-662522,Na2Zn(SiO3)2,1.984925698257264,0.0116119761321243,Tetrahedron,1,1a,1,"[0.593252260594023, 0.404481443148807]",0.0,0.498866851871415,AB2C2D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Zn,0.025892246363635,-2.686737139341693,3.7521,4,Triclinic,1,P1,oxide,Na,,Zn,,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9930141126615986
mp-6643,BaDy2ZnO5,1.1948145138216897,0.9681833739279396,Square pyramid,1,4c,1,[1.15753182894057],0.0,1.15753182894057,ABC2D5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-O-Zn,0.015728242407403,-3.260596762592592,3.0569,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.0827740959211862
mp-6652,KZn4(BO3)3,1.7887763207654543,0.2747148490748541,Tetrahedron,1,4g,1,"[0.300945174201234, 0.34617482674331]",0.0,0.323560000472272,AB3C4D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-K-O-Zn,0.010828188823538,-2.324909601161765,2.8200000000000003,4,Monoclinic,2/m,P2/c,orthoborate,K,,Zn,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9801630356756736
mp-6675,Na2Zn(SiO3)2,1.8513999964606616,0.1326678417050091,Tetrahedron,1,2a,1,[0.578028548448231],0.0,0.578028548448231,AB2C2D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",SCAN,Na-O-Si-Zn,0.0,-2.712629385705328,3.8766,4,Orthorhombic,mm2,Fdd2,oxide,Na,,Zn,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9437954809108098
mp-6693,CaZn(SiO3)2,1.7507822911010034,0.3808043767834176,Octahedron,1,2e,1,[0.35991410190854],0.0,0.35991410190854,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-O-Si-Zn,0.038457912499993,-3.0329841,4.056599999999999,4,Monoclinic,2/m,C2/c,oxide,,Ca,Zn,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.133922175909669
mp-672262,La3Zn3Ge2SbO14,1.869816742001279,0.1575716724652087,Tetrahedron,1,3f,1,[1.917763293534104],0.0,1.917763293534104,AB2C3D3E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ge-La-O-Sb-Zn,0.009284787391315,-2.653723902826086,2.9042,5,Trigonal,32,P321,oxide,,,Zn,,,"Ge, Sb","O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9835864112762691
mp-675797,Zn7(SbO6)2,1.8258559073775944,0.2898200253061714,"Tetrahedron, Octahedron",2,"2b, 4f, 2e, 2d",4,"[0.10522512145859701, 0.672105933982535, 0.24786081874741803, 0.767920531592153, 0.671855504023093]",0.0,0.4929935819607592,A2B7C12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-Sb-Zn,0.008914922619046,-1.636873691666667,0.9483,3,Monoclinic,2/m,C2/c,oxide,,,Zn,,,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1100688681110853
mp-677191,BaLaZnRuO6,2.06284566660628,0.0452585992817704,Octahedron,1,1c,1,[0.40635949184163206],0.0,0.40635949184163206,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-La-O-Ru-Zn,0.043950731666664,-2.4683060555000003,0.433099999999999,5,Tetragonal,-4,I-4,oxide,,Ba,"Zn, Ru",,,B,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.112788653874505
mp-677231,CaNd2Ti2ZnO9,1.996280997172376,0.1208280279214728,Octahedron,1,1a,1,"[0.07124457360808101, 0.036789680703092, 0.067157590027681, 0.031493186657484004]",0.0,0.0516712577490845,ABC2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Nd-O-Ti-Zn,0.034171424500012,-3.408205343444444,2.4692,5,Triclinic,1,P1,oxide,,Ca,"Ti, Zn",,,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.129840736040794
mp-677520,KBa6Zn4(GaO3)7,1.6353786558692458,0.5403497061257727,Tetrahedron,1,1a,1,"[0.298564854007122, 0.506456693898321, 0.46727101811131205, 0.24319818718138603, 0.47558346338355206, 0.45126939274909506, 0.334487227198811, 0.35007950027314405]",0.0,0.3908637921003429,AB4C6D7E21,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ga-K-O-Zn,0.0,-2.471919121916666,2.457999999999999,5,Triclinic,1,P1,oxide,K,Ba,Zn,,Ga,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0108504065058934
mp-6795,Ba5Ho8Zn4O21,1.619647534140671,0.5064525437205875,Square pyramid,1,4h,1,[1.446938718879152],0.0,1.446938718879152,A4B5C8D21,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ho-O-Zn,0.009676076513153,-3.257222851184209,3.3644,4,Tetragonal,4/m,I4/m,oxide,,Ba,Zn,,,B,"H, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,2.0849708797235658
mp-682284,Zn3In2O6,1.848682384093212,0.2565304003546076,"Tetrahedron, Trigonal bipyramid",2,1a,1,"[1.041731585297711, 0.20779601865911101, 0.8526343679112891, 0.21853065162318502, 0.17669165297427603, 1.771899429300678, 0.15470163967122, 0.09725987503289, 1.1183605996297, 0.19088994780953403, 0.167868794255427, 1.772047261627594]",0.0,0.6475343186493846,A2B3C6,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-Zn,0.036963604318181,-1.704118692159088,1.2572,3,Triclinic,1,P1,oxide,,,Zn,,In,,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.051826369232378
mp-684991,NaCaScZn(SiO3)4,1.901055385559028,0.2129091050468104,Octahedron,1,2e,1,[0.321872321086965],0.0,0.321872321086965,ABCDE4F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Sc-Si-Zn,0.019179824749999,-3.175454711568965,4.729,6,Monoclinic,2/m,P2/c,oxide,Na,Ca,"Sc, Zn",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1386086851663832
mp-686602,CaPr2Ti2ZnO9,2.030314068546416,0.0918307468951311,Octahedron,1,1a,1,"[0.027311717458085003, 0.057578083200351, 0.031435053220500005, 0.058419897012696]",0.0,0.043686187722908006,ABC2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-O-Pr-Ti-Zn,0.025658456666679,-3.401542441500001,2.505,5,Triclinic,1,P1,oxide,,Ca,"Ti, Zn",,,,"C, O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1318231162556622
mp-693463,NaCa3ScZn3(SiO3)8,1.8920417712885544,0.2192039235686484,Octahedron,1,"2f, 2e",2,"[0.271041917220998, 0.31010256830293803, 0.343638423209421]",0.0,0.30826096957778565,ABC3D3E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Sc-Si-Zn,0.029447070624996,-3.103591203784482,4.3798,6,Monoclinic,2/m,P2/c,oxide,Na,Ca,"Sc, Zn",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1354222740934583
mp-694985,Na2Sc4Zn2(MoO4)9,1.9823024463106944,0.1184512930946637,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C4D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-Sc-Zn,0.001978954150947,-2.398609600335068,3.5152,5,Triclinic,1,P1,oxide,Na,,"Sc, Zn, Mo",,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1142588960096558
mp-695325,Ti5ZnBi2(Pb2O9)2,2.4824316434256763,-0.4450242312494415,Square pyramid,1,1a,1,[3.569630610499969],0.0,3.569630610499969,AB2C4D5E18,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Pb-Ti-Zn,0.018186140500002,-2.554041921555555,1.9482,5,Monoclinic,m,Cm,oxide,,,"Ti, Zn",,"Pb, Bi",B,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0705633138321424
mp-695935,Na6ZnH4(S2O9)2,2.27009784500342,-0.117614763128969,Octahedron,1,1a,1,[0.2639735455043],0.0,0.2639735455043,AB4C4D6E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,H-Na-O-S-Zn,0.001428201780304,-1.9807746207053287,5.074199999999999,5,Triclinic,-1,P-1,oxide,Na,,Zn,,,,"H, N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.129804126238669
mp-695960,NaZn(HO)3,1.9250331343228475,0.1029523167731146,Tetrahedron,1,8c,1,[0.580724171493323],0.0,0.580724171493323,ABC3D3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,H-Na-O-Zn,0.002442056874994,-1.5235385029849131,3.2005,4,Tetragonal,4mm,P4_2bc,oxide,Na,,Zn,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.987780120927764
mp-696031,Zn2FeP2(H2O3)4,1.8163871350444425,0.234883071240951,Tetrahedron,1,4e,1,[0.06665986553403601],0.0,0.06665986553403601,AB2C2D8E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-H-O-P-Zn,0.00934042153333,-1.825704208371428,3.2874,5,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,,"H, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9835898476895917
mp-696853,CaZnSiH2O5,1.939549609297224,0.0747155665248761,Tetrahedron,1,2a,1,[1.69315311044797],0.0,1.69315311044797,ABCD2E5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-H-O-Si-Zn,0.003359499666673,-2.46385951625,3.639999999999999,5,Monoclinic,m,Cc,oxide,,Ca,Zn,,,Si,"H, C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.991639737241452
mp-697451,ZnP2(HO)4,1.8711414557849888,0.2332433422858479,Octahedron,1,2b,1,[0.47694066670184004],0.0,0.47694066670184004,AB2C4D4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-O-P-Zn,0.019944779166652,-1.245508306351757,4.126,4,Orthorhombic,mmm,Pmma,oxide,,,Zn,,,,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1405957613116224
mp-697882,K2ZnCr4(HO4)4,2.1111538503988974,-0.006046413532322,Octahedron,1,1b,1,[0.0692048682228],0.0,0.0692048682228,AB2C4D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-H-K-O-Zn,0.006171720300923,-1.67501230961111,2.5866,5,Triclinic,-1,P-1,oxide,K,,"Cr, Zn",,,,"H, C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1039145999401043
mp-699213,CsZn2P2HO8,1.826445513000992,0.1804368564411077,Tetrahedron,1,4e,1,[0.187592639494946],0.0,0.187592639494946,ABC2D2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-H-O-P-Zn,0.0,-2.372955266442205,3.9656,5,Orthorhombic,mmm,Cmce,oxide,Cs,,Zn,,,,"H, C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9532466879267099
mp-699219,NaZnSiHO4,2.056188429256024,-0.1103088447963992,Tetrahedron,1,4a,1,[0.179267183009983],0.0,0.179267183009983,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,H-Na-O-Si-Zn,0.0,-2.337114669391163,3.4269,5,Orthorhombic,222,P2_12_12_1,oxide,Na,,Zn,,,Si,"H, N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9801200238471304
mp-699457,Na2ZnGe2(HO2)4,1.9629678735035128,0.0297919417940908,Tetrahedron,1,8d,1,[0.9983216702602211],0.0,0.9983216702602211,AB2C2D4E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-H-Na-O-Zn,0.0,-1.80846829538286,3.5206,5,Orthorhombic,mmm,Pbcn,oxide,Na,,Zn,,,Ge,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9836191102047112
mp-703550,LiZnPH2O5,1.8890901405086424,0.1355223621847789,Tetrahedron,1,4a,1,"[0.391901243855286, 0.20283923375585802]",0.0,0.297370238805572,ABCD2E5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,H-Li-O-P-Zn,0.021273756499993,-2.144975024797619,4.3827,5,Orthorhombic,mm2,Pca2_1,oxide,Li,,Zn,,,,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9843110884584476
mp-704943,Li2Mn3ZnO8,1.9277616281181016,0.0675596670933738,Tetrahedron,1,4a,1,[0.030474645715922004],0.0,0.030474645715922004,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-O-Zn,0.0,-2.018102850389983,1.5525,4,Cubic,23,P2_13,oxide,Li,,"Mn, Zn",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9751134370338883
mp-705485,NaCa5ScZn5(SiO3)12,1.822815448575548,0.2834228223688387,Octahedron,1,"1b, 2c",2,"[0.43679140243984205, 0.284326532462919, 0.27259875210905804]",0.0,0.3312388956706063,ABC5D5E12F36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Sc-Si-Zn,0.036971065833329,-3.075535121272989,4.1363,6,Monoclinic,2,C2,oxide,Na,Ca,"Sc, Zn",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1384124762012644
mp-706235,NaCa2V3Zn2O12,2.0900205207574585,0.0283667420874243,Octahedron,1,8c,1,[0.036901708117059],0.0,0.036901708117059,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Na-O-V-Zn,0.0,-2.554058480818965,3.0491,5,Tetragonal,4/mmm,I4_1/acd,oxide,Na,Ca,"V, Zn",,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1212312297979086
mp-707310,K2Zn3P4(HO3)4,1.9256734007983989,0.0606611591919775,Tetrahedron,1,4e,1,"[0.229860827146176, 0.696351987453598, 0.26128599733670604]",0.0,0.39583293731216007,A2B3C4D4E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,H-K-O-P-Zn,0.0,-2.067547075622857,5.052899999999999,5,Monoclinic,2/m,P2_1/c,oxide,K,,Zn,,,,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9677531369773014
