material_id,chem_formula,R$_0$,B,Be_chemenv,num_Be_chemenvs,Be_wyckoff,num_Be_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Be_sites,num_CN_env,num_charge_states,BeX_coordn,BeO_coordn,mean_coordn_Be-X,min_coordn_Be-X,max_coordn_Be-X,mean_coordn_Be-O,min_coordn_Be-O,max_coordn_Be-O,mean_Be_charge,min_Be_charge,max_Be_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_BeO_BondL
mp-1218200,SrNd2BeO5,2.208291312488311,-0.8027346182394831,Tetrahedron,1,4a,1,[0.196140575288617],0.0,0.196140575288617,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Nd-O-Sr,0.008578417592588,-3.470162010833333,3.8313,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Sr",,,,B,"N, O, S",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,1.6516883111624752
mp-1218277,SrLa2BeO5,2.119851937162707,-0.663376149705859,Tetrahedron,1,4a,1,[0.19907146552350402],0.0,0.19907146552350402,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-La-O-Sr,0.008062528703701,-3.523112109722223,3.830599999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Sr",,,,B,"O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.659878224075677
mp-1218394,Sr3Be2B5HO13,1.5091485587447893,0.1600413840779003,Tetrahedron,1,2b,1,[0.24611000501114502],0.0,0.24611000501114502,AB2C3D5E13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Be-H-O-Sr,0.03275477510415,-2.993395950503473,3.6266,5,Monoclinic,m,Cm,oxide,,"Be, Sr",,,,B,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6312021990556396
mp-1220624,Nd2EuBeO5,2.132968402203577,-0.7041671832871844,Tetrahedron,1,4a,1,[0.17259976501514301],0.0,0.17259976501514301,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Eu-Nd-O,0.011903127777777,-3.4725739169444463,0.3672,4,Orthorhombic,mm2,Pna2_1,oxide,,Be,,,,B,"N, O",,,"Nd, Eu",,"B $\in$ [-1, -0.1]",Negative B,1.6447115374040457
mp-1220863,NaBeSi3HO8,1.3794808278540391,0.3579193717538322,Tetrahedron,1,2i,1,"[0.7740253184545021, 0.7689758503310511]",0.0,0.7715005843927766,ABCD3E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-H-Na-O-Si,0.001141497142857,-2.924719576080665,5.197100000000001,5,Triclinic,-1,P-1,oxide,Na,Be,,,,"B, Si","H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6344532996194892
mp-1227164,CaPr2BeO5,2.229413583462761,-0.8499587300917995,Tetrahedron,1,4a,1,[0.25220872075998],0.0,0.25220872075998,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-O-Pr,0.014973629027777,-3.481037730648148,3.8285,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O, P",,,Pr,,"B $\in$ [-1, -0.1]",Negative B,1.6400717319681026
mp-1227167,CaNd2BeO5,2.246695638857964,-0.8783203103698438,Tetrahedron,1,4a,1,[0.251291405323922],0.0,0.251291405323922,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-Nd-O,0.016250051666665,-3.508804070277778,3.9495,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, N, O",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,1.6376940442302406
mp-1227214,CaGd2BeO5,2.2920443602702725,-0.9561005253284608,Tetrahedron,1,4a,1,[0.24935362939412603],0.0,0.24935362939412603,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-Gd-O,0.039231935555555,-3.549080214444444,2.5808,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,1.6291052502030072
mp-1227216,CaLa2BeO5,2.2014626725974584,-0.8025070195385213,Tetrahedron,1,4a,1,[0.22817820799186403],0.0,0.22817820799186403,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-La-O,0.032827195555556,-3.54466113638889,3.936399999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.645022314980507
mp-1227394,Be2BH3O5,1.7019878076154409,-0.0871783951946886,Tetrahedron,1,2a,1,"[0.026157229906989002, 0.009250070494627]",0.0,0.017703650200808,AB2C3D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Be-H-O,9.281772727298693e-05,-2.329977797537879,0.0,4,Monoclinic,m,Cc,oxide,,Be,,,,B,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6404461699420154
mp-1227442,Be2BH3O5,1.69269591080058,-0.0914671990089684,Tetrahedron,1,1a,1,"[0.020105750283334, 0.00932184720479]",0.0,0.014713798744062,AB2C3D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,B-Be-H-O,0.0,-2.330070615265152,5.6261,4,Triclinic,1,P1,oxide,,Be,,,,B,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.628128562295121
mp-1227455,Be(GaO2)2,1.84604209733715,-0.2276991718504979,Tetrahedron,1,2e,1,[0.6708151570266101],0.0,0.6708151570266101,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Be-Ga-O,0.032124382380949,-2.477110693571428,2.6235,3,Monoclinic,2/m,P2_1/m,oxide,,Be,,,Ga,B,O,,,,,"B $\in$ [-1, -0.1]",Negative B,1.6868020508114152
mp-1227475,BeTlAsO4,1.5706083957554722,0.1072685129224821,Tetrahedron,1,4a,1,[0.42864185350668305],0.0,0.42864185350668305,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-Be-O-Tl,0.0,-2.038936290833334,3.685099999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,Be,,,Tl,"B, As",O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6450903478096883
mp-1227653,Ca4Be4P4O17F3,1.3959539282606597,0.3375812785028548,Tetrahedron,1,1a,1,"[0.168815266751618, 0.11591705855117201, 0.12321703619141901, 0.14977156675059702]",0.0,0.1394302320612015,A3B4C4D4E17,1,2,1,"[4.0, 4.0]","[3.0, 4.0]",4.0,4.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-, F-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,Be-Ca-F-O-P,0.037010619921883,-3.212437585267857,0.7892999999999991,5,Triclinic,1,P1,fluoride,,"Be, Ca",,,,B,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6247842280268117
mp-1227798,Ca8Be5Al3Si18(HO14)4,1.5375896291558986,0.1619596329001636,Tetrahedron,1,1a,1,"[0.129106424680751, 0.117550672399316, 0.151997233932639, 0.161713306378335, 0.30169641123358204]",0.0,0.17241280972492462,A3B4C5D8E18F56,1,2,1,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Ca-H-O-Si,0.014256869397163,-3.192705398191489,0.4,6,Triclinic,1,P1,oxide,,"Be, Ca",,,Al,"B, Si","H, C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6442574930794012
mp-1227956,BaSrLa4Be2O10,1.93867166176916,-0.3893156499443053,Tetrahedron,1,2a,1,"[0.12504561621048202, 0.16082742921786702]",0.0,0.1429365227141745,ABC2D4E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Be-La-O-Sr,0.043133137731475,-3.472087754166667,3.538100000000001,5,Monoclinic,2,P2_1,oxide,,"Be, Sr, Ba",,,,B,"O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.668611196674946
mp-1227988,BaBe2(PO4)2,1.473006971216306,0.2187723508774767,Tetrahedron,1,2d,1,[0.092160135679217],0.0,0.092160135679217,AB2C2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-Be-O-P,0.0,-3.129981198406592,5.1229,4,Trigonal,-3m,P-3m1,phosphate,,"Be, Ba",,,,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.626717115972623
mp-1228181,Ba3Be2B5HO13,1.4768802763045623,0.2293587150663121,Tetrahedron,1,2b,1,[0.332969708933862],0.0,0.332969708933862,AB2C3D5E13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-Be-H-O,0.030526318024831,-2.97642797467014,3.6139,5,Monoclinic,m,Cm,oxide,,"Be, Ba",,,,B,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6517945330685753
mp-14324,K2Na4Be2O5,1.406520070487571,0.4120367277304692,Trigonal plane,1,4g,1,[0.041459053652994],0.0,0.041459053652994,A2B2C4D5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-K-Na-O,0.0,-2.009964490770556,2.4341,4,Tetragonal,4/mmm,P4_2/mnm,oxide,"Na, K",Be,,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.5736691637249631
mp-14415,Pr2Be2GeO7,1.328738995250298,0.4730826679256182,Tetrahedron,1,4e,1,[0.49977579001001005],0.0,0.49977579001001005,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ge-O-Pr,0.0,-3.222494771527778,4.273899999999999,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge","O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.6637429293281367
mp-14416,Sm2Be2GeO7,1.358058005823806,0.4160596598495282,Tetrahedron,1,4e,1,[0.569713936460993],0.0,0.569713936460993,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ge-O-Sm,0.0,-3.2594550379166662,4.4202,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge","O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.6528194644512983
mp-14420,Er2Be2GeO7,1.398058388628397,0.3382569179863405,Tetrahedron,1,4e,1,[0.697824426615073],0.0,0.697824426615073,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Er-Ge-O,0.004141439722216,-3.291785429583333,4.4309,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.6378994173313108
mp-15539,CaMn2Be3(SiO4)3,1.6941956835768632,-0.0695318085158861,no_data,1,no_data,1,no_data,0.0,no_data,AB2C3D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Be-Ca-Mn-O-Si,0.0,-3.043167901588671,4.1417,5,Monoclinic,2/m,P2_1/c,silicate,,"Be, Ca",Mn,,,"B, Si","C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6454527617047277
mp-15919,BeAgPO4,1.5549462138292456,0.1227930544650145,Tetrahedron,1,4e,1,"[0.033987059855474004, 0.026346936534467003, 0.04076239616056]",0.0,0.03369879751683367,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ag-Be-O-P,0.0,-2.377695446496598,2.8716,4,Monoclinic,2/m,P2_1/c,phosphate,,Be,Ag,,,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.64024164964652
mp-17183,Na2BeSiO4,1.2190101150551118,0.6011592696582684,Tetrahedron,1,4e,1,[0.775945037417708],0.0,0.775945037417708,ABC2D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-Na-O-Si,0.0,-2.806945222532327,4.5475,4,Monoclinic,2/m,P2_1/c,silicate,Na,Be,,,,"B, Si","N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.6358717220250836
mp-17313,Mg3BeAl8O16,1.981690802147416,-0.4608382781347925,Tetrahedron,1,2b,1,[0.842337002288398],0.0,0.842337002288398,AB3C8D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Mg-O,0.0,-3.368773322678571,5.174899999999999,4,Hexagonal,6mm,P6_3mc,oxide,,"Be, Mg",,,Al,B,O,,,,,"B $\in$ [-1, -0.1]",Negative B,1.6614387319134254
mp-17836,BaNd2BeO5,1.6808454592446762,-0.003563354939038,Tetrahedron,1,4e,1,[0.15404575798105702],0.0,0.15404575798105702,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Be-Nd-O,0.0,-3.436739420555556,3.875499999999999,4,Monoclinic,2/m,P2_1/c,oxide,,"Be, Ba",,,,B,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.678381124217649
mp-18197,Na2BeGeO4,1.2494601072918876,0.5850581186712491,Tetrahedron,1,4e,1,[0.905288649155169],0.0,0.905288649155169,ABC2D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-Ge-Na-O,0.002435714375,-2.373014318469827,3.7058,4,Monoclinic,2/m,P2_1/c,oxide,Na,Be,,,,"B, Ge","N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.6554140511477355
mp-18414,BaLa2BeO5,1.5087838902051145,0.2494734986052391,Tetrahedron,1,4e,1,[0.119823299155418],0.0,0.119823299155418,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Be-La-O,0.00682040750001,-3.487561350277778,3.887,4,Monoclinic,2/m,P2_1/c,oxide,,"Be, Ba",,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.6817355290522173
mp-18959,Y2Be2Fe(SiO5)2,1.5031109900320954,0.1945972699693632,Tetrahedron,1,4e,1,[0.361572900982356],0.0,0.361572900982356,AB2C2D2E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Be-Fe-O-Si-Y,0.0,-3.296999063823529,2.1933,5,Monoclinic,2/m,P2_1/c,oxide,,Be,"Fe, Y",,,"B, Si","O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.63987932724912
mp-19926,La2Be2GeO7,1.3420696959680591,0.4464610161205619,Tetrahedron,1,4e,1,[0.41618427248579104],0.0,0.41618427248579104,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,Be-Ge-La-O,0.0,-3.272402461250001,4.130699999999999,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.658226835399724
mp-20778,Dy2Be2GeO7,1.3899771012688065,0.3558064796064376,Tetrahedron,1,4e,1,[0.650999266086225],0.0,0.650999266086225,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Dy-Ge-O,0.0,-3.286430635277777,4.4691,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,1.6421754875418721
mp-24570,Be3As2(H2O5)2,1.5149418043907308,0.1827668476550865,Tetrahedron,1,"2e, 4f",2,"[0.138299676470258, 0.26946357607522403]",0.0,0.20388162627274103,A2B3C4D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,As-Be-H-O,0.0,-2.008922607894737,3.9653,4,Monoclinic,2/m,C2/c,oxide,,Be,,,,"B, As","H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6453936155172837
mp-27407,Ca12Be17O29,1.3080299692041093,0.5363694080091129,"Trigonal plane, Tetrahedron",2,"1b, 4e",2,"[0.01135870857894, 0.0020665647411380003, 0.26611724271453, 2.616939410942273e-10, 0.001938817210096]",0.0,0.05629626670127959,A12B17C29,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-Ca-O,0.006200534051721,-3.180722960862069,3.7478,3,Cubic,-43m,F-43m,oxide,,"Be, Ca",,,,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.6650593762903092
mp-27791,SrBe3O4,1.4001290050676058,0.3437569666775492,"Trigonal plane, Tetrahedron",2,"4f, 2a",2,"[6.324753466893727e-13, 0.068184146370656]",0.0,0.034092073185644244,AB3C4,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-O-Sr,0.0,-3.112535916875,4.1295,3,Hexagonal,-6m2,P-62c,oxide,,"Be, Sr",,,,B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6115540555237877
mp-27915,K2BeO2,1.3834023101784607,0.4342371301402691,Trigonal plane,1,4e,1,[1.116328153670581],0.0,1.116328153670581,AB2C2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-K-O,0.0,-2.1003341254,2.9234,3,Monoclinic,2/m,P2_1/c,oxide,K,Be,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.5597635387296027
mp-28072,La2Be2O5,1.434168554565872,0.3174563778843462,Tetrahedron,1,4f,1,[0.237189004288186],0.0,0.237189004288186,A2B2C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-La-O,0.040473243055554,-3.491867624444444,3.9238,3,Monoclinic,2/m,C2/c,oxide,,Be,,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.655232494179106
mp-28158,K4Be3O5,1.352034946860872,0.4616974067819422,"Trigonal plane, Tetrahedron",2,2e,1,"[0.8761313740716471, 0.6224083475873871, 1.745643848845734]",0.0,1.0813945235015894,A3B4C5,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-K-O,0.0,-2.301597747416666,3.2088,3,Monoclinic,2/m,C2/c,oxide,K,Be,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.5968821335989825
mp-28559,Na6Be8O11,1.4026598956395278,0.3514674386727957,"Trigonal plane, Tetrahedron",2,2i,1,"[0.061376548759698, 0.86845950444702, 0.825164223723797, 0.038515497696118006]",0.0,0.44837894365665826,A6B8C11,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-Na-O,0.0,-2.547090591731034,3.6417,3,Triclinic,-1,P-1,oxide,Na,Be,,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.599813114041764
mp-28588,Na2BeO2,1.3965864608875818,0.3914382343414185,"Trigonal plane, Tetrahedron",2,4e,1,"[0.7932944018147541, 1.304482320921438]",0.0,1.0488883613680962,AB2C2,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-Na-O,0.0,-2.171202476301724,2.725,3,Monoclinic,2/m,P2_1/c,oxide,Na,Be,,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6157109831318626
mp-40201,Na8Be3Si9(ClO12)2,1.55258044905178,0.122335822836788,Tetrahedron,1,1a,1,"[0.057664813036041006, 0.058396138278164006, 0.05675291179978]",0.0,0.05760462103799501,A2B3C8D9E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,Be-Cl-Na-O-Si,0.037885163804348,-2.9094540064355323,3.9839,5,Triclinic,1,P1,hypochlorite,Na,Be,,,,"B, Si","C, N, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6374792642997047
mp-42508,Na4BeAlSi4ClO12,1.6503129107434416,-0.0127217174074261,Tetrahedron,1,2a,1,[0.104274873485918],0.0,0.104274873485918,ABCD4E4F12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Cl-Na-O-Si,0.046288294782603,-2.957017926979012,4.276599999999999,6,Monoclinic,m,Cc,hypochlorite,Na,Be,,,Al,"B, Si","C, N, O, S",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.641452519078764
mp-541040,Y2Be2GeO7,1.391109988416461,0.3555091116849438,Tetrahedron,1,4e,1,[0.633054088224815],0.0,0.633054088224815,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Be-Ge-O-Y,0.0,-3.264689292916665,4.5479,4,Tetragonal,-42m,P-42_1m,oxide,,Be,Y,,,"B, Ge",O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.643073824207303
mp-542813,K2BeH4(SeO5)2,1.6356774169612962,0.0048482129325161,Tetrahedron,1,4e,1,[0.20695459526564203],0.0,0.20695459526564203,AB2C2D4E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-H-K-O-Se,0.0,-1.658622659299342,3.8147,5,Monoclinic,2/m,P2_1/c,oxide,K,Be,,,,B,"H, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.639236675203947
mp-550751,BaBeSiO4,1.6633367127551342,-0.0495407342727134,Tetrahedron,1,1a,1,[0.021745511942771002],0.0,0.021745511942771002,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ba-Be-O-Si,0.0,-3.3246150149999982,4.6114,4,Monoclinic,m,Cm,silicate,,"Be, Ba",,,,"B, Si","O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6284091580099513
