material_id,chem_formula,R$_0$,B,S_chemenv,num_S_chemenvs,S_wyckoff,num_S_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_S_sites,num_CN_env,num_charge_states,SX_coordn,SO_coordn,mean_coordn_S-X,min_coordn_S-X,max_coordn_S-X,mean_coordn_S-O,min_coordn_S-O,max_coordn_S-O,mean_S_charge,min_S_charge,max_S_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1005754,SmHSO5,1.619039179878159,0.32740498839599963,"Tetrahedron, Tricapped triangular prism (three square-face caps)",2,4e,1,"[1.835313861623829, 0.01437891556304]",0.0,0.9248463885934345,ABCD5,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.486657816931002,GGA,H-O-S-Sm,0.0,-2.523762909531251,5.6617,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019509,B2S2O9,1.5840887435877757,0.2671930047346723,Tetrahedron,1,2c,1,[0.184111652472485],0.0,0.184111652472485,A2B2C9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals",1.4801362417608144,r2SCAN,B-O-S,0.0,-2.088658286794872,6.6956,3,Monoclinic,2,C2,oxide,None,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019539,BaB2S3O13,1.6355114096379553,0.35542298267311606,Tetrahedron,1,"8d, 4c",2,"[0.10089148795974501, 0.051655266246267005]",0.0,0.07627337710300601,AB2C3D13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.4944240368956194,GGA,B-Ba-O-S,0.0,-2.315292671359649,6.4104,4,Orthorhombic,mmm,Pnma,oxide,None,Ba,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019548,BaGe(S2O7)3,1.6244714591956566,0.3476374573962814,Tetrahedron,1,4a,1,"[0.227782003058833, 0.29141169677496703, 0.264669205117474, 0.23610279774651902, 0.284000096985696, 0.286692945205957]",0.0,0.26510979081490765,ABC6D21,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.4943231646173427,r2SCAN,Ba-Ge-O-S,0.0,-1.92300479051724,4.003,4,Orthorhombic,222,P2_12_12_1,oxide,None,Ba,None,None,None,"B, Ge","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019557,BaS4O13,1.6651269767842336,0.4265292681178486,Tetrahedron,1,4f,1,"[0.30700503377305405, 0.737242213382248]",0.0,0.5221236235776511,AB4C13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.51054355536948,r2SCAN,Ba-O-S,0.0,-2.002589673055556,4.6756,3,Monoclinic,2/m,C2/c,oxide,None,Ba,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019575,Ca4Al6SO16,1.5738937804754252,0.2028525755474085,Tetrahedron,1,4e,1,[0.031295426353843005],0.0,0.031295426353843005,AB4C6D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",1.4920454310159694,GGA,Al-Ca-O-S,0.0,-3.295773933055555,4.6874,4,Orthorhombic,mm2,Pcc2,oxide,None,Ca,None,None,Al,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019581,CaS3O10,1.6625569917048328,0.3983948907787277,Tetrahedron,1,4e,1,"[0.24375485819553003, 0.48068195351222004, 0.49741026556403706]",0.0,0.4072823590905957,AB3C10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",1.51545524208425,GGA,Ca-O-S,0.0,-2.086758551785713,5.0004,3,Monoclinic,2/m,P2_1/c,oxide,None,Ca,None,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019604,Cs2B2S3O13,1.7221298083999357,0.55347849219824,Tetrahedron,1,4e,1,"[0.15427141493367602, 0.14627189520132, 0.128282438972525]",0.0,0.14294191636917367,A2B2C3D13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5003161596464814,GGA,B-Cs-O-S,0.0,-2.221317662007185,6.0916999999999994,4,Monoclinic,2/m,P2_1/c,oxide,Cs,None,None,None,None,B,"C, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1019717,CsBS3O11,1.6420545011341159,0.35011378936807763,Tetrahedron,1,4e,1,"[0.235959110867092, 0.322008957081486, 0.24154822167436701]",0.0,0.266505429874315,ABC3D11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.509997080286088,GGA,B-Cs-O-S,0.0,-2.016975753520114,5.769,4,Monoclinic,2/m,P2_1/c,oxide,Cs,None,None,None,None,B,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019775,K2Ge(S2O7)3,1.6934553220380053,0.4656398885487774,Tetrahedron,1,6g,1,"[0.30390747752470604, 0.272416803644958]",0.0,0.288162140584832,AB2C6D21,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5131378601147176,GGA,Ge-K-O-S,0.0,-1.8803132013166661,3.7824,4,Trigonal,-3,P-3,oxide,K,None,None,None,None,Ge,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019785,K2Si(S2O7)3,1.6531595993448533,0.414863203199818,"Tetrahedron, Octahedron",2,4e,1,"[0.10907890148999201, 0.262777078234751, 0.263443172884854, 0.240836526583546, 0.253232135057591, 0.266371936102727, 0.286874064801216]",0.0,0.2403734021649539,AB2C6D21,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.493337057413432,r2SCAN,K-O-S-Si,0.0,-1.975817691066666,5.3537,4,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019789,K3B(SO4)3,1.760828040375186,0.6861893040399196,Tetrahedron,1,"8f, 4d",2,"[0.14703663382349602, 0.269455832458586]",0.0,0.20824623314104102,AB3C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4848654958237653,r2SCAN,B-K-O-S,0.0,-2.212210031364034,5.2917,4,Orthorhombic,mmm,Ibca,sulfate,K,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1019797,K5B(SO4)4,1.7856043606931884,0.7051454000414168,Tetrahedron,1,4a,1,"[0.12137305189678801, 0.1372508138339, 0.179061667694962, 0.17454677193029602]",0.0,0.15305807633898652,AB4C5D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5018194692389453,GGA,B-K-O-S,0.0,-2.230950454535255,5.436299999999999,4,Tetragonal,4,P4_1,sulfate,K,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1019804,KB(SO4)2,1.640937189183937,0.3602031947771082,Tetrahedron,1,8f,1,[0.21513601267676302],0.0,0.21513601267676302,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4999624289265916,GGA,B-K-O-S,0.0,-2.139155120326388,6.4023,4,Tetragonal,4/mmm,P4/ncc,sulfate,K,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1019805,KB(S2O7)2,1.646863394488688,0.3521611514103967,Tetrahedron,1,2a,1,"[0.27801059919041604, 0.27792425644540303, 0.307139642202828, 0.289076501857624, 0.324460362377742, 0.301097736257639, 0.33349766687312304, 0.286554077309078]",0.0,0.29972010531423166,ABC4D14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5165786931110605,GGA,B-K-O-S,0.0,-1.9324161566958322,5.601,4,Monoclinic,m,Cc,oxide,K,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020013,Li2S2O7,1.6669937854766776,0.41453477205290534,Tetrahedron,1,4c,1,"[0.32445772141324103, 0.16982783387503703]",0.0,0.24714277764413903,A2B2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",1.509534371483426,GGA,Li-O-S,0.0,-2.095759690833333,5.7164,3,Orthorhombic,mmm,Pnma,oxide,Li,None,None,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020018,Li5B(SO4)4,1.6581514649538835,0.4132322043396675,Tetrahedron,1,4e,1,"[0.08200373720547201, 0.069561945595732, 0.155563040679377, 0.093424716023877]",0.0,0.10013835987611452,AB4C5D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4928066931047168,GGA,B-Li-O-S,0.008201061346152,-2.215051884647435,6.2314,4,Monoclinic,2/m,P2_1/c,sulfate,Li,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020060,LiB(S2O7)2,1.642805948325846,0.3480447482855086,Tetrahedron,1,4a,1,"[0.257499437982715, 0.35513144876260205, 0.263649044739494, 0.30947317491139803, 0.25777256371962104, 0.26424609849587705, 0.26151331075626, 0.298046815057448]",0.0,0.2834164868031769,ABC4D14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.514192658330899,GGA,B-Li-O-S,0.0,-1.907980551874999,5.5781,4,Orthorhombic,222,P2_12_12_1,oxide,Li,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020106,LiB(SO4)2,1.614336055355081,0.3076812542057674,Tetrahedron,1,2a,1,"[0.21021299025953202, 0.18340517308644402, 0.281898921161487, 0.146623852018371]",0.0,0.20553523413145852,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4939174526703907,GGA,B-Li-O-S,0.0,-2.120727629374999,6.5201,4,Monoclinic,m,Pc,sulfate,Li,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020122,MgS2O7,1.6337836654434181,0.3855066661056675,Tetrahedron,1,2i,1,"[0.223448914971022, 0.275293629724468]",0.0,0.24937127234774503,AB2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",1.4860887166132974,r2SCAN,Mg-O-S,0.0,-2.144955214,5.521100000000001,3,Triclinic,-1,P-1,oxide,None,Mg,None,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020145,Na2Ge(S2O7)3,1.6502384974752373,0.36597877669539786,Tetrahedron,1,4a,1,"[0.301718447566427, 0.26170526406119105, 0.264103635174119, 0.292577726163714, 0.291536115744639, 0.259659703617976]",0.0,0.27855014872134437,AB2C6D21,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5130003084509982,GGA,Ge-Na-O-S,0.0,-1.857372275341953,4.067,4,Orthorhombic,222,P2_12_12_1,oxide,Na,None,None,None,None,Ge,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020159,Na2Si(S2O7)3,1.6480037288131115,0.36409798211386935,"Tetrahedron, Octahedron",2,4a,1,"[0.10472036269992101, 0.259864322431675, 0.28225792524923904, 0.268160319655032, 0.26579881216445, 0.290965147608584, 0.24548687249546303]",0.0,0.24532196604348058,AB2C6D21,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5114718973631736,GGA,Na-O-S-Si,0.0,-1.9526347095086192,5.5087,4,Orthorhombic,222,P2_12_12_1,oxide,Na,None,None,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020599,Na5B(SO4)4,1.7327141659778977,0.5828110671652084,Tetrahedron,1,4a,1,"[0.17248649604510802, 0.08876462542421501, 0.193282229320265, 0.14288173675072902]",0.0,0.14935377188507926,AB4C5D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4987579046499269,GGA,B-Na-O-S,0.00372067230767,-2.170800379656277,5.462899999999999,4,Orthorhombic,222,P2_12_12_1,sulfate,Na,None,None,None,None,B,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1020612,Sr2Si(S2O7)4,1.6567853120871565,0.3884619725799886,"Tetrahedron, Octahedron, Tricapped triangular prism (three square-face caps)",3,"4e, 2a",2,"[1.154776947534729, 0.072184055042078, 0.500527455599271, 0.19841324708128003, 0.253727953554063, 0.23912527543067702]",0.0,0.40312582237368305,AB2C8D28,3,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.510453190812054,GGA,O-S-Si-Sr,0.0,-2.100874562051282,5.0797,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020655,NaB(S2O7)2,1.6473150403486652,0.35505026744154045,Tetrahedron,1,4e,1,"[0.262122449375189, 0.281084995696039, 0.27898357933601003, 0.318706603946844]",0.0,0.28522440708852054,ABC4D14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5160171316803386,GGA,B-Na-O-S,0.0,-1.9121670681522982,5.6373999999999995,4,Monoclinic,2/m,P2_1/c,oxide,Na,None,None,None,None,B,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020658,NaB(SO4)2,1.6227567677691188,0.32338267303969964,Tetrahedron,1,4g,1,[0.15740717745388602],0.0,0.15740717745388602,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4962210363809674,GGA,B-Na-O-S,0.0,-2.102004117545497,6.0379,4,Monoclinic,2/m,P2/c,sulfate,Na,None,None,None,None,B,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020662,Rb4B2S4O17,1.77679508403459,0.68253992029314,Tetrahedron,1,8e,1,"[0.15241081949603102, 0.069001023125588]",0.0,0.11070592131080952,A2B4C4D17,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.502117926644909,GGA,B-O-Rb-S,0.0,-2.252397732345678,5.291,4,Orthorhombic,mmm,Pnna,oxide,Rb,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1020704,Sr2Ge(S2O7)4,1.6345029326381617,0.3740949276623281,"Tetrahedron, Tricapped triangular prism (three square-face caps)",2,4e,1,"[1.066697152639858, 0.232658708231881, 0.470021966166342, 0.250404652765412, 0.190591040734081]",0.0,0.4420747041075148,AB2C8D28,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.4935880777179777,r2SCAN,Ge-O-S-Sr,0.0,-2.026927817435899,3.4847,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,Ge,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020711,Rb2Si(S2O7)3,1.6941975931223876,0.46932128956889796,"Tetrahedron, Octahedron",2,"6g, 2c",2,"[0.132313251404461, 0.290717074016955, 0.27968804003599]",0.0,0.2342394551524687,AB2C6D21,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5124560620772414,GGA,O-Rb-S-Si,0.0,-1.9813479344999991,5.2544,4,Trigonal,-3,P-3,oxide,Rb,None,None,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1020716,Rb3B(SO4)3,1.7729794724323404,0.7144145290974795,Tetrahedron,1,"8f, 4d",2,"[0.14245279413297202, 0.25898945935064505]",0.0,0.20072112674180853,AB3C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.4856031365034894,r2SCAN,B-O-Rb-S,0.0,-2.213475615087719,5.1563,4,Orthorhombic,mmm,Ibca,sulfate,Rb,None,None,None,None,B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1021330,Rb2Ge(S2O7)3,1.6986321453797941,0.4749692354204522,Tetrahedron,1,6g,1,"[0.30524846636548203, 0.28159022703588904]",0.0,0.29341934670068553,AB2C6D21,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5147024969638432,GGA,Ge-O-Rb-S,0.0,-1.885705030166665,3.8101000000000003,4,Trigonal,-3,P-3,oxide,Rb,None,None,None,None,Ge,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-10476,NaEr(SO4)2,1.6429737837461815,0.37977602675832617,Tetrahedron,1,2e,1,"[0.056643447761862004, 0.12270869580313301]",0.0,0.08967607178249751,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",1.4894962273264194,GGA,Er-Na-O-S,0.0,-2.535072340948275,5.7302,4,Monoclinic,2/m,P2_1/m,sulfate,Na,None,None,None,None,None,"N, O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1080241,Li2Ge(S2O7)3,1.6457242472040776,0.35901026603917974,Tetrahedron,1,6f,1,"[0.298222580226268, 0.29277516814736604, 0.276041246401363, 0.26415920734709103, 0.25109544003845, 0.27018570742234604]",0.0,0.27541322493048065,AB2C6D21,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.511097007666089,GGA,Ge-Li-O-S,0.0,-1.852740575333333,3.7676,4,Trigonal,-3,R-3,oxide,Li,None,None,None,None,Ge,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1101433,TiCrSO8,1.5754711567795783,0.21788053635838772,Tetrahedron,1,1a,1,"[0.09883931704767901, 0.106672826567848, 0.108711785403862]",0.0,0.10474130967312967,ABCD8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.4907060978738864,GGA_U,Cr-O-S-Ti,0.034273452280301,-2.151504864772727,1.715799999999999,4,Triclinic,1,P1,oxide,None,None,"Ti, Cr",None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1101728,Sn2(SO4)3,1.5484348463030275,0.13503343239636612,"Tetrahedron, Square-face capped trigonal prism, Octahedron",3,8c,1,"[6.3820870014968, 1.04489470115006, 0.066643826742807, 0.180116271444644, 0.12078442532072801]",0.2,1.5589052452310077,A2B3C12,3,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",1.4944564252273576,GGA,O-S-Sn,0.042738950073525,-1.445424726838233,1.406899999999999,3,Orthorhombic,mmm,Pbca,sulfate,None,None,None,None,Sn,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1102092,NaFe(SO4)2,1.644411071902886,0.3827693285957209,Tetrahedron,1,8i,1,[0.043082869418448],0.0,0.043082869418448,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.490034787186636,GGA_U,Fe-Na-O-S,0.0,-1.951132330323275,2.0944,4,Monoclinic,-1,C2/m,sulfate,Na,None,Fe,None,None,None,"N, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1105750,LiAu(S2O7)2,1.6430566584596389,0.3424270632578687,Tetrahedron,1,2i,1,"[0.27203687839094504, 0.34682134420466104]",0.0,0.30942911129780304,ABC4D14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5165302990722187,GGA,Au-Li-O-S,0.0,-1.643870422166666,1.983299999999999,4,Triclinic,-1,P-1,oxide,Li,None,Au,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1105952,NaFeSO4F,1.5802238706414538,0.20838861308748635,Tetrahedron,1,4e,1,[0.015274921481153001],0.0,0.015274921481153001,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.4957473120203977,GGA_U,F-Fe-Na-O-S,0.0,-2.160895195797414,4.1937,5,Monoclinic,2/m,C2/c,sulfate,Na,None,Fe,None,None,None,"N, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1172939,NaMg2H3(SO4)2,1.5616478520930683,0.03703942778425561,Triangular non-coplanar,1,2i,1,"[0.19166593682103403, 0.46955680640896]",0.0,0.33061137161499704,AB2C2D3E8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",1.5510157446535675,GGA,H-Mg-Na-O-S,0.045097586835938,-2.027335498445581,4.9117,5,Triclinic,-1,P-1,sulfate,Na,Mg,None,None,None,None,"H, N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1173455,Rb2Cu4H5(SO5)4,1.542362074404771,0.11624384533123022,Tetrahedron,1,2i,1,"[0.04643215559134101, 0.024838535767739003]",0.0,0.035635345679540006,A2B4C4D5E20,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4955725529459718,GGA,Cu-H-O-Rb-S,0.019003140446421003,-1.566261647464286,0.019700000000000002,5,Monoclinic,2/m,P2/m,oxide,Rb,None,Cu,None,None,None,"H, C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1173576,NaMgFe(SO4)3,1.628584028751756,0.3605404669843403,Tetrahedron,1,2a,1,"[0.05861740097233, 0.060270557406907004, 0.059508381223154]",0.0,0.059465446534130335,ABCD3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",1.4828260383322516,GGA_U,Fe-Mg-Na-O-S,0.0,-2.114825787437739,1.87,5,Trigonal,3m,R3c,sulfate,Na,Mg,Fe,None,None,None,"N, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1173649,NaNi2H3(SO5)2,1.7322062145278896,0.6293307815359908,Tetrahedron,1,1a,1,"[0.023971391772292003, 0.024829378321766002]",0.0,0.024400385047029002,AB2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4809318005925434,r2SCAN,H-Na-Ni-O-S,0.00044762611111,-1.702230525562739,4.1079,5,Monoclinic,2/m,C2/m,oxide,Na,None,Ni,None,None,None,"H, N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1173715,NaCo2H3(SO5)2,1.6261879420220446,0.31663908175488087,Tetrahedron,1,1a,1,"[0.021173887218824003, 0.024714057471738]",0.0,0.022943972345281,AB2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.497303759358255,GGA_U,Co-H-Na-O-S,0.0,-1.707023509451628,0.0,5,Monoclinic,m,Cm,oxide,Na,None,Co,None,None,None,"H, C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
