material_id,chem_formula,R$_0$,B,S_chemenv,num_S_chemenvs,S_wyckoff,num_S_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_S_sites,num_CN_env,num_charge_states,SX_coordn,SO_coordn,mean_coordn_S-X,min_coordn_S-X,max_coordn_S-X,mean_coordn_S-O,min_coordn_S-O,max_coordn_S-O,mean_S_charge,min_S_charge,max_S_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-2713782,Ta2Ti2Si3(SO8)3,1.611617452135799,0.3173901943735743,Tetrahedron,1,1a,1,"[0.10419882582398601, 0.106706512875956, 0.12125449603304, 0.19463926877839002, 0.048770324965324005, 0.07543436602320801, 0.134097114520895, 0.073987582834366, 0.076068295214825, 0.077455159260925, 0.048841328400294, 0.10469096848796101, 0.067511157893462, 0.078559038676608, 0.114362826308499, 0.039159748972824, 0.050478881535582006, 0.054057651018071]",0.0,0.08723741931245646,A2B2C3D3E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.4838585200323948,GGA,O-S-Si-Ta-Ti,0.033949346397061,-2.776079211436275,1.6877,5,Triclinic,1,P1,oxide,None,None,"Ti, Ta",None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713783,Ca2Ta10Si9(SO8)9,1.5908036912166499,0.26702255525737684,no_data,1,no_data,1,no_data,0.0,no_data,A2B9C9D10E72,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.4846227687378675,GGA,Ca-O-S-Si-Ta,0.031380664779410004,-2.778275920351308,1.3408,5,Triclinic,1,P1,oxide,None,Ca,Ta,None,None,Si,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713784,Ta2Si3Ge2(SO8)3,1.5808233758801518,0.24441441746229367,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D3E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.482438229268765,GGA,Ge-O-S-Si-Ta,0.04751302068627,-2.467116881632354,1.4027,5,Triclinic,1,P1,oxide,None,None,Ta,None,None,"Si, Ge","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713790,MgGe(SO4)3,1.6405604028278593,0.38777326819058533,Tetrahedron,1,18b,1,[0.162665921688214],0.0,0.162665921688214,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.4857409018209717,GGA,Ge-Mg-O-S,0.017495665392167,-1.996729642598039,1.5227,4,Trigonal,3m,R3c,sulfate,None,Mg,None,None,None,Ge,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713791,Na3Y2In2P3(SO8)3,1.629249418972428,0.3579396294546834,Tetrahedron,1,1a,1,"[0.029479496352598004, 0.05492330385025201, 0.07746579173406301, 0.039149801083211005, 0.05325521212817701, 0.027087966655034, 0.026941864926911002, 0.063378957611762, 0.048141044511347]",0.0,0.04664704876148389,A2B2C3D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",1.4841831209158858,GGA,In-Na-O-P-S-Y,0.034692893299549006,-2.564378061772068,3.0298,6,Triclinic,1,P1,oxide,Na,None,Y,None,In,None,"N, O, P, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713797,Ta3InSi3(SO8)3,1.5837951297512642,0.24795171728030713,Tetrahedron,1,1a,1,"[0.137427228813562, 0.162430724237099, 0.063410867534245, 0.201523569906834, 0.150067438161436, 0.085004873346239, 0.09368024985192101, 0.09824411675840401, 0.156433496127138, 0.035221986070239006, 0.060169007845815005, 0.061884334152378005, 0.093961804868376, 0.051227306220037, 0.097873722164577, 0.078985966939183, 0.073498021863237, 0.05172439700281]",0.0,0.09737606177019613,AB3C3D3E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.484439956169658,GGA,In-O-S-Si-Ta,0.046971199975489,-2.644441937632353,2.0852,5,Triclinic,1,P1,oxide,None,None,Ta,None,In,Si,"O, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713802,MgTi(SO4)3,1.6091430122502637,0.3217481096669185,Tetrahedron,1,18b,1,[0.042379074719205004],0.0,0.042379074719205004,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.4806842260175763,GGA,Mg-O-S-Ti,0.0,-2.323940130735294,2.2257,4,Trigonal,3m,R3c,sulfate,None,Mg,Ti,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713805,Na2Hf2Ti2Si3(SO8)3,1.6755509339112848,0.47408956276829173,Tetrahedron,1,1a,1,"[0.08130017087932201, 0.056946843924342, 0.039054933110799, 0.038948724996643, 0.045350248114471005, 0.043611627477572, 0.056888496844133, 0.059887898464974006, 0.052297956523277005, 0.09075711377794801, 0.09437091828113801, 0.08648172077563901, 0.10028083640393001, 0.067016530767491, 0.03455595282973, 0.0404685065141, 0.060384074488651004, 0.10827654475260401]",0.0,0.06427106105148689,A2B2C2D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.4834184801561483,GGA,Hf-Na-O-S-Si-Ti,0.036813124583336,-2.872877843710889,2.4542,6,Triclinic,1,P1,oxide,Na,None,"Ti, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713807,Na3Zn2Sn2P3(SO8)3,1.651899738176748,0.39998417944335524,"Tetrahedron, Octahedron",2,1a,1,"[0.46257660679522405, 0.6261906155000431, 0.31029356368418703, 0.307463100688984, 0.34400820176725905, 0.32559244304988505, 0.149608289000383, 0.142341632979698, 0.131640850630578, 0.19981826506011802, 0.16716501067709502, 0.11984675779381801, 0.20808366607750903, 0.132842207015401, 0.143909276972426]",0.0,0.25142536584617386,A2B2C3D3E3F24,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",1.4903151575892057,GGA,Na-O-P-S-Sn-Zn,0.042662780349097006,-2.215855604294591,2.7616,6,Triclinic,1,P1,oxide,Na,None,Zn,None,Sn,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713808,Mg2Ta10Si9(SO8)9,1.588742073841125,0.26101027895591955,Tetrahedron,1,1a,1,"[0.21892268241442603, 0.102702099655609, 0.125463291488342, 0.060051004998056004, 0.14135224856231302, 0.03557453276161, 0.062556166477921, 0.11529287588898601, 0.03765553043618, 0.047440963227637, 0.044913020774015, 0.029137684667049003, 0.063906473074522, 0.050022515289814, 0.055413079709248005, 0.067265181238638, 0.08198665926130701, 0.082116333536008]",0.0,0.07898735241453783,A2B9C9D10E72,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.4849530375348694,GGA,Mg-O-S-Si-Ta,0.025480545955931,-2.759758399763073,1.5126,5,Triclinic,1,P1,oxide,None,Mg,Ta,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713809,Na6Hf2Zr2Si5SO24,1.021576010280548,-1.1386605539737948,Tetrahedron,1,1a,1,"[0.248347018748857, 0.26190338441925404, 0.111473985247532, 0.18635758405312203, 0.173198344414281, 0.148250411223103, 0.179023144068051, 0.159102304065729, 0.129858998011798, 0.17002123912060502, 0.09724750119815201, 0.149051850027345, 0.132496828584571, 0.138257450304188, 0.14848184305068102, 0.09035449842102701, 0.071610703408472, 0.05718083169531601]",0.0,0.14734544000344912,AB2C2D5E6F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.4832287672190467,GGA,Hf-Na-O-S-Si-Zr,0.041691162833334,-3.0834350917693962,4.1447,6,Triclinic,1,P1,oxide,Na,None,"Zr, Hf",None,None,Si,"H, N, O, S",None,None,None,None,B < -1,Negative B
mp-2713812,Na3Ti2Zn2P3(SO8)3,1.5993890484918514,0.278388376655046,Tetrahedron,1,1a,1,"[0.066622779814313, 0.072549040792568, 0.08248581226488401, 0.083027620219669, 0.103573497344372, 0.050112856628802, 0.09285633038250701, 0.05576725074024601, 0.08438182644427801]",0.0,0.07681966829240434,A2B2C3D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.486926576982711,GGA,Na-O-P-S-Ti-Zn,0.031703263412155,-2.4656496733036,2.2971,6,Triclinic,1,P1,oxide,Na,None,"Ti, Zn",None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713813,NaZr3NbSi3(SO8)3,1.5759902884748649,0.22564551224637136,Tetrahedron,1,1a,1,"[0.039006786384461006, 0.094696747469589, 0.031401482241928, 0.146467284192654, 0.101898122452694, 0.052680897965268, 0.131557711776169, 0.048021156625117, 0.07165638360917301, 0.031024020699472004, 0.040589182671353, 0.050658194000544006, 0.05122271073184401, 0.060652712646086, 0.06598262901662401, 0.058275999259555004, 0.033213976543324, 0.06282460112136201]",0.0,0.06510169996706762,ABC3D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.4846935836206354,GGA,Na-Nb-O-S-Si-Zr,0.034439908528909005,-2.838083428634648,1.7739,6,Triclinic,1,P1,oxide,Na,None,"Zr, Nb",None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713820,Na3Ca2P(SO6)2,1.5644962495373318,0.19067680135948195,Tetrahedron,1,2a,1,"[0.061880891995516, 0.047778316519110006, 0.058223138686119, 0.052540006433336006, 0.048872362542427, 0.047927888159325006]",0.0,0.05287043405597217,AB2C2D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",1.4873065192241632,GGA,Ca-Na-O-P-S,0.042776561547618004,-2.597015517105707,4.2844,5,Monoclinic,m,Cc,oxide,Na,Ca,None,None,None,None,"C, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713824,Ca2Nb10Si9(SO8)9,1.5844116407348738,0.25170863023323,Tetrahedron,1,1a,1,"[0.180500927760071, 0.09961696641424, 0.161856187168468, 0.060591272691898006, 0.143355080985427, 0.027792860685448003, 0.038646480057862004, 0.116123789752944, 0.022229414603839998, 0.041113869029526004, 0.044625521268099, 0.027840279340022003, 0.06278313109424001, 0.055431538443569, 0.041909249943984005, 0.05518044389505201, 0.08824811272341701, 0.088450065879961]",0.0,0.0753497328743371,A2B9C9D10E72,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.4843216340052914,GGA,Ca-Nb-O-S-Si,0.028510653308822003,-2.665869141004904,0.8707,5,Triclinic,1,P1,oxide,None,Ca,Nb,None,None,Si,"C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713825,NaTaTi3Si3(SO8)3,1.6238372324550507,0.3462722798306683,Tetrahedron,1,1a,1,"[0.05801487912192001, 0.11099074877890201, 0.026538983428475, 0.121268391751724, 0.08965680519081001, 0.05701136133253901, 0.11669325801439201, 0.033733133042295, 0.109791849969087, 0.056856834970688004, 0.03607752929742, 0.088420524726011, 0.12112784513256901, 0.130387592030579, 0.137321950622241, 0.09293140816910701, 0.050555675265500005, 0.083164036954501]",0.0,0.08447460043326446,ABC3D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.4837359816903957,GGA,Na-O-S-Si-Ta-Ti,0.041011538803569,-2.778510473606075,1.6658,6,Triclinic,1,P1,oxide,Na,None,"Ti, Ta",None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713830,Na3Mg2Sn2P3(SO8)3,1.6573450569667803,0.42425197135483667,"Tetrahedron, Octahedron",2,1a,1,"[0.48755348042810903, 0.646557113631892, 0.358570560830461, 0.35572384679450403, 0.368859100950011, 0.34391551797311903, 0.112201950547632, 0.105995774486034, 0.10325783023328701, 0.160648871428257, 0.12174565088735001, 0.10594701751794501, 0.16502083603428802, 0.11289766577792601, 0.107718842116774]",0.0,0.24377427064250598,A2B2C3D3E3F24,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",1.4859608871059755,GGA,Mg-Na-O-P-S-Sn,0.030511294954942002,-2.399373215645941,2.7892,6,Triclinic,1,P1,oxide,Na,Mg,None,None,Sn,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713832,NaHf3TaSi3(SO8)3,1.5845775404112459,0.2502048304386655,Tetrahedron,1,1a,1,"[0.049691775324794005, 0.102440312467502, 0.029620519209611004, 0.131424305085025, 0.096928861680245, 0.051884812919096, 0.10963545584402501, 0.054717557900566004, 0.09496920869863301, 0.031470449055026, 0.033240966449107005, 0.054722312200245, 0.06040964782410901, 0.066351506352643, 0.07738774687998201, 0.06367515983050401, 0.035684084368040006, 0.06447781879023201]",0.0,0.06715180560441028,ABC3D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.483345681624726,GGA,Hf-Na-O-S-Si-Ta,0.032868713011904,-2.923009787987028,2.2947,6,Triclinic,1,P1,oxide,Na,None,"Hf, Ta",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713840,Nb3GaSi3(SO8)3,1.5786722849956172,0.2345353101027506,no_data,1,no_data,1,no_data,0.0,no_data,AB3C3D3E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.4846938244259278,GGA,Ga-Nb-O-S-Si,0.031282857352939,-2.5603982136764722,1.7733999999999992,5,Triclinic,1,P1,oxide,None,None,Nb,None,Ga,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713849,Na6Zr4Si5SO24,1.2183584404570509,-0.6605072308980076,no_data,1,no_data,1,no_data,0.0,no_data,AB4C5D6E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.4861448405932374,GGA,Na-O-S-Si-Zr,0.04733176845833301,-3.046487399436064,4.1429,5,Triclinic,1,P1,oxide,Na,None,Zr,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-2713859,ZrZn(SO4)3,1.5843333029291071,0.24854431240532082,Tetrahedron,1,18b,1,[0.059472358224224],0.0,0.059472358224224,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.4850996341155172,GGA,O-S-Zn-Zr,0.0,-2.20900713377451,4.0187,4,Trigonal,3m,R3c,sulfate,None,None,"Zn, Zr",None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713861,Ti2Nb2Si3(SO8)3,1.5975408777784612,0.282965305363666,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D3E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.4836395296705553,GGA,Nb-O-S-Si-Ti,0.030517745857839004,-2.709656920906864,1.400399999999999,5,Triclinic,1,P1,oxide,None,None,"Ti, Nb",None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713863,ZnSn(SO4)3,1.6066361667466382,0.3051173432428148,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.4848163702253783,GGA,O-S-Sn-Zn,0.0,-1.840765769166667,2.1581,4,Trigonal,3m,R3c,sulfate,None,None,Zn,None,Sn,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713868,Hf2Nb2Si3(SO8)3,1.584429023877745,0.24796965298430398,Tetrahedron,1,1a,1,"[0.086868351716957, 0.065427059704456, 0.110814183095796, 0.141217552760338, 0.047650033420370004, 0.06165746570191401, 0.11984270264622401, 0.06368860186529801, 0.078460202666495, 0.031289393312765, 0.05916828193975401, 0.088533021898114, 0.06793695865020201, 0.06233567363391201, 0.058577089534188005, 0.051118538741353005, 0.050617256150165005, 0.026268326815105002]",0.0,0.0706372607918559,A2B2C3D3E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.4846112778189695,GGA,Hf-Nb-O-S-Si,0.023137690196078003,-2.8106180756127452,0.9424000000000001,5,Triclinic,1,P1,oxide,None,None,"Nb, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713871,Na3Y4P3(SO8)3,1.6126755861366664,0.31775590967595796,Tetrahedron,1,1a,1,"[0.017558539852629, 0.010154164119963002, 0.015658951723435, 0.010704539953961001, 0.015912948095765, 0.012611772577325, 0.016057848156061, 0.026561726427042003, 0.023038881114175003]",0.0,0.016473263557817336,A3B3C3D4E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4838961044523322,GGA,Na-O-P-S-Y,0.043146103840080004,-2.882066748709004,4.7175,5,Triclinic,1,P1,oxide,Na,None,Y,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713873,ZnGe(SO4)3,1.6443828926280113,0.3899913387966655,Tetrahedron,1,18b,1,[0.164754476023556],0.0,0.164754476023556,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.4886778297168897,GGA,Ge-O-S-Zn,0.0026088963235280003,-1.779284347892158,1.5473,4,Trigonal,3m,R3c,sulfate,None,None,Zn,None,None,Ge,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713874,Na3Al4P3(SO8)3,1.6032670973379293,0.3018858319416468,Tetrahedron,1,1a,1,"[0.085317851129371, 0.064819897324614, 0.09641084806321501, 0.065903237617844, 0.09576492855096001, 0.07270426446000801, 0.116708910972197, 0.11594825868591101, 0.10202330613556901]",0.0,0.090622389215521,A3B3C3D4E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",1.4809181162632075,GGA,Al-Na-O-P-S,0.046350741801798004,-2.639878109970267,5.0449,5,Triclinic,1,P1,oxide,Na,None,None,None,Al,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713876,HfZn(SO4)3,1.5951110625222995,0.2816929322216173,Tetrahedron,1,18b,1,[0.055989847569444],0.0,0.055989847569444,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.4826433740807927,GGA,Hf-O-S-Zn,0.0,-2.246874386911764,4.7736,4,Trigonal,3m,R3c,sulfate,None,None,"Zn, Hf",None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713877,Na3Sc2In2P3(SO8)3,1.6081407568569623,0.29898731784645516,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D3E3F24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",1.486967678832162,GGA,In-Na-O-P-S-Sc,0.020272082612606,-2.545368088618915,3.4671,6,Triclinic,1,P1,oxide,Na,None,Sc,None,In,None,"N, O, P, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713879,Na6Hf4Si5SO24,1.0887869936064836,-0.9714148894624692,Tetrahedron,1,1a,1,"[0.257621692949359, 0.28741663088298003, 0.10877926260659201, 0.202694329395767, 0.19538599711343801, 0.15907110635177202, 0.22999255165822302, 0.18552888763059402, 0.151927848544323, 0.14133403305809802, 0.086250656762847, 0.142811442291871, 0.12021722934296301, 0.135816734156351, 0.155681499841957, 0.07023288636302201, 0.053044708390402005, 0.043941957187876]",0.0,0.15154163636269086,AB4C5D6E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.4826301092320795,GGA,Hf-Na-O-S-Si,0.033770615333326,-3.120388765769397,4.2524,5,Triclinic,1,P1,oxide,Na,None,Hf,None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-2713880,CaSn(SO4)3,1.6324266759341899,0.3583082427279107,"Tetrahedron, Octahedron",2,"6a, 18b",2,"[0.5941003330683541, 0.113761692824728]",0.0,0.35393101294654106,ABC3D12,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",1.4893716407608015,GGA,Ca-O-S-Sn,0.0,-2.124060738284314,1.7422,4,Trigonal,3m,R3c,sulfate,None,Ca,None,None,Sn,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713884,HfMg(SO4)3,1.5931754698487894,0.27957227736843576,Tetrahedron,1,18b,1,[0.053506844817413],0.0,0.053506844817413,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.481554384492585,GGA,Hf-Mg-O-S,0.0,-2.45757322387255,4.8006,4,Trigonal,3m,R3c,sulfate,None,Mg,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713888,Mg2Nb10Si9(SO8)9,1.581083251995325,0.24193755169064474,Tetrahedron,1,1a,1,"[0.22574548579939802, 0.119642548885259, 0.146722068867424, 0.07115416689779, 0.108985983635004, 0.049353346170699, 0.06848939485158101, 0.09147430262620501, 0.046694647595901, 0.033980132058679, 0.030736100791399, 0.020809728223096003, 0.04935475039103401, 0.036965805267441004, 0.053716464744585, 0.06035185619712301, 0.091287095993081, 0.09248165804009101]",0.0,0.07766364094643279,A2B9C9D10E72,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.4848774752529494,GGA,Mg-Nb-O-S-Si,0.024263021519606003,-2.64584886639706,0.8326,5,Triclinic,1,P1,oxide,None,Mg,Nb,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713892,Na9Ta4Zn8P9(SO8)9,1.6172657998231563,0.3177747402113655,Tetrahedron,1,1a,1,"[0.10538057091260901, 0.137480571479031, 0.120031481255674, 0.139752358434707, 0.11440439059507002, 0.10524546965463001, 0.12182871127146001, 0.07065273082628501, 0.10839687849137901]",0.0,0.113685906991205,A4B8C9D9E9F72,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4902664092232436,GGA,Na-O-P-S-Ta-Zn,0.048596393868242,-2.369796917802098,2.9523,6,Triclinic,1,P1,oxide,Na,None,"Zn, Ta",None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713912,CaHf(SO4)3,1.6233521752657147,0.34912194823210657,Tetrahedron,1,18b,1,[0.035872825808602],0.0,0.035872825808602,ABC3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.483963809453668,GGA,Ca-Hf-O-S,0.0,-2.522163803382353,4.6281,4,Trigonal,3m,R3c,sulfate,None,Ca,Hf,None,None,None,"H, C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713918,Mg4Ta2(SO4)9,1.609321453422038,0.31305250053354144,Tetrahedron,1,6d,1,"[0.14430682528131802, 0.13921093193862102, 0.055070885110794006]",0.0,0.11286288077691102,A2B4C9D36,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.4870236721567973,GGA,Mg-O-S-Ta,0.0,-2.300773467199347,3.0504000000000002,4,Trigonal,3m,P3c1,sulfate,None,Mg,Ta,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
