material_id,chem_formula,R$_0$,B,Pr_chemenv,num_Pr_chemenvs,Pr_wyckoff,num_Pr_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Pr_sites,num_CN_env,num_charge_states,PrX_coordn,PrO_coordn,mean_coordn_Pr-X,min_coordn_Pr-X,max_coordn_Pr-X,mean_coordn_Pr-O,min_coordn_Pr-O,max_coordn_Pr-O,mean_Pr_charge,min_Pr_charge,max_Pr_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_PrO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-560898,NaPr(SeO4)2,2.10308321559886,0.43899099897833593,Square-face monocapped antiprism,1,2i,1,[2.297327366765873],0.0,2.297327366765873,ABC2D8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.575806442728611,GGA,Na-O-Pr-Se,0.0,-1.970231690644456,3.3741,4,Triclinic,-1,P-1,oxide,Na,None,None,None,None,None,"N, O, P, S, Se",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-572452,CsPr(MoO4)2,2.0007331738583893,0.5115373093696105,Square antiprism,1,2e,1,[0.633493543572068],0.0,0.633493543572068,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.509669562058032,GGA_U,Cs-Mo-O-Pr,0.0,-2.524512056360154,3.6994,4,Orthorhombic,mmm,Pccm,oxide,Cs,None,Mo,None,None,None,"C, O, P",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-572543,CsPr(PO3)4,2.2529683844107153,0.21018296072125717,Square antiprism,1,4e,1,[0.426199984781363],0.0,0.426199984781363,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.4604998086617655,SCAN,Cs-O-P-Pr,0.007002893333325001,-2.913337414438515,5.5689,4,Monoclinic,2/m,P2_1/c,phosphite,Cs,None,None,None,None,None,"C, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-5913,Pr2Si2O7,1.7513629924322651,0.8564855990679587,Cube,1,4e,1,"[3.934940283569968, 4.233856928970024]",0.0,4.084398606269996,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.5452519400403473,r2SCAN,O-Pr-Si,0.0,-3.605886440757581,5.3706,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Si,"O, P, S",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-601292,RbPrP3HO10,2.1801823772267843,0.35675374874514326,Square-face bicapped trigonal prism,1,2i,1,[1.594344033370169],0.0,1.594344033370169,ABCD3E10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.513943004230397,GGA,H-O-P-Pr-Rb,0.035068443749999005,-2.802417740896578,4.8264,5,Triclinic,-1,P-1,oxide,Rb,None,None,None,None,None,"H, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6105,Pr2Ta3(SeO4)2,2.4446018262903193,0.10981560754618798,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,4g,1,"[2.327058307519323, 2.723941760996896]",0.0,2.5255000342581093,A2B2C3D8,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2,2,O2-,"Lanthanides, Nonmetals, Transition Metals",2.570465558475825,GGA,O-Pr-Se-Ta,0.0,-3.154219587834723,1.0019,4,Orthorhombic,mmm,Pnnm,oxide,None,None,Ta,None,None,None,"O, P, S, Se",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-619064,PrMnGeO5,2.1866804928588133,0.3938788641085427,Square antiprism,1,2i,1,[2.762655137528925],0.0,2.762655137528925,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.5429571155058386,GGA_U,Ge-Mn-O-Pr,0.0,-2.6750331186997123,1.9606,4,Triclinic,-1,P-1,oxide,None,None,Mn,None,None,Ge,"O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-642358,Ba4Pr(RuO4)3,2.3278517674747006,-0.016341489007516478,Octahedron,1,"2i, 1a",2,"[0.070552821988761, 0.050311260940278005]",0.0,0.060432041464519505,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.31662811370795,GGA,Ba-O-Pr-Ru,0.005172895625000001,-2.462355290083333,0.0,4,Monoclinic,2/m,C2/m,oxide,None,Ba,Ru,None,None,B,"O, P",None,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-645405,Rb6LiPr11Se12(Cl4O9)4,2.597702095995685,-0.018715468668323736,"Pentagonal antiprism, Square antiprism, Bicapped square prism (adjacent faces)",3,"8l, 2a, 4e, 8j",4,"[3.803918976920982, 1.5354397340207182, 2.64191349850802, 0.68965986700487]",0.0,2.1677330191136477,AB6C11D12E16F36,3,3,1,"[10.0, 4.0, 8.0]","[10.0, 4.0, 8.0]",7.333333333333333,4.0,10.0,7.333333333333333,4.0,10.0,3.0,3.0,3.0,1.3333333333333333,1,2,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals",2.573657351685441,GGA,Cl-Li-O-Pr-Rb-Se,0.0,-2.375457469753557,3.073399999999999,6,Tetragonal,4/mmm,I4/mcm,oxide,"Li, Rb",None,None,None,None,None,"C, O, P, S, Se",Cl,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-649608,K3Pr2(NO3)9,2.514388737304893,0.10701837615955676,Icosahedron,1,8c,1,[2.849953889668803],0.0,2.849953889668803,A2B3C9D27,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.6640055442301054,GGA,K-N-O-Pr,0.0,-1.466868037745934,3.4562,4,Cubic,432,P4_332,nitrate,K,None,None,None,None,None,"N, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-678801,Pr7Mn8O24,2.394790914195807,0.1970928246312531,"Bicapped square prism (adjacent faces), Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped square antiprism",3,"2b, 1a",2,"[5.194915659581248, 6.017978318142081, 5.643552616041236, 4.632931137950215, 3.39510102639067]",0.6,4.9768957516210905,A7B8C24,3,3,2,"[8.0, 10.0, 9.0]","[8.0, 10.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,2.6666666666666665,2.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.6098159525737397,GGA_U,Mn-O-Pr,0.030833070801259,-2.799456049874742,0.0,3,Monoclinic,m,Cm,oxide,None,None,Mn,None,None,None,"O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-679928,Rb3Pr2(NO3)9,2.4339410939393673,0.1585469784460271,Icosahedron,1,8c,1,[2.7751705930324233],0.0,2.7751705930324233,A2B3C9D27,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.6556364500097587,GGA,N-O-Pr-Rb,0.0,-1.469249607825203,3.416,4,Cubic,432,P4_332,nitrate,Rb,None,None,None,None,None,"N, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6803,Sr3Pr2(BO3)4,1.8058981967103567,0.7478502497670952,Dodecahedron with triangular faces - p2345 plane normalized,1,4a,1,"[3.310666935332091, 5.848720843456422]",0.5,4.579693889394257,A2B3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.5390162465365553,GGA,B-O-Pr-Sr,0.000819281666666,-3.340008434285714,4.5764,4,Orthorhombic,mm2,Pna2_1,orthoborate,None,Sr,None,None,None,B,"O, P, S",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-683974,Pr2(SeO3)3,2.289595974806005,0.27218610101491236,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",3,4e,1,"[4.875455157287493, 4.205382887191089, 3.87209858914016, 3.939218178648008, 3.190926968967228, 2.351473041763725]",0.0,3.7390924704996173,A2B3C9,3,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.582710357530273,GGA,O-Pr-Se,0.0,-2.287634213716518,3.6805,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"O, P, S, Se",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-684783,Na2Pr4Br9NO,2.3314473783152136,0.10214274035841472,"Square antiprism, Trigonal prism",2,2a,1,"[1.701722190886459, 1.547954459182441, 1.565977343305265, 1.5286551778794402]",0.0,1.5860772928134015,ABC2D4E9,2,2,1,"[1.0, 1.0]","[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3,3,O2-,"Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",2.403007963361431,GGA,Br-N-Na-O-Pr,0.0,-2.315867572319135,3.3379,5,Monoclinic,2,P2_1,oxide,Na,None,None,None,None,B,"N, O, P",Br,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-686466,Pr16Si16N27Cl3O14,2.1369715016799793,0.41286047622446154,"End-trigonal-face capped trigonal prism, Tetrahedron, Pentagonal bipyramid, Trigonal prism",4,1a,1,"[3.357149691081289, 3.380613541436673, 7.250341380711535, 3.526966088967445, 3.259006023659912, 2.9229395590608203, 3.826185890930674, 3.314335636368543, 3.2524794104024553, 3.683260137026129, 3.510253065338315, 7.33950940453897, 7.122798273400052, 3.077970330767042, 3.325385871756807, 3.544242247896242, 3.663192559367567, 5.762310467692167, 6.9981211135571915, 3.55458594812562, 3.582782706712403, 3.157231019568357, 3.185878989982636, 3.752846572114784, 3.719231503334055, 3.411656942649157, 2.976062183088437, 7.746043179673305, 6.514200074607221, 3.250635330999968, 3.741272599175982, 4.5102616608073784]",0.219,4.225617168899973,A3B14C16D16E27,4,9,1,"[1.0, 2.0, 1.0, 1.0, 2.0, 3.0, 4.0, 4.0, 5.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 3.0, 4.0, 4.0, 5.0]",2.5555555555555554,1.0,5.0,2.5555555555555554,1.0,5.0,3.0,3.0,3.0,2.4444444444444446,2,3,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.541326693484136,GGA,Cl-N-O-Pr-Si,0.039569277996710006,-2.191414984429823,2.2332,5,Triclinic,1,P1,oxide,None,None,None,None,None,Si,"C, N, O, P, S",Cl,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-686602,CaPr2Ti2ZnO9,1.977356953417278,0.5744299127751298,Square-face bicapped trigonal prism,1,1a,1,"[2.226093886739082, 2.34416418113851, 2.305355824069614, 2.132465531365027, 2.248535044635631, 2.044213549843886, 2.06389729813913, 2.184725504572624]",0.0,2.193681352562938,ABC2D2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.545568425665877,GGA,Ca-O-Pr-Ti-Zn,0.025658456666679003,-3.401542441500001,2.505,5,Triclinic,1,P1,oxide,None,Ca,"Ti, Zn",None,None,None,"C, O, P",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-691043,Ba10Pr5Nb(Sn2O15)2,2.0741462104397876,0.6173045749749362,Octahedron,1,"1h, 2i",2,"[0.022391322793584002, 0.020266507162632, 0.034998612058845004]",0.0,0.025885480671687,AB4C5D10E30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.8,3.8,3.8,1.0,1,1,Pr3.80+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.3564233753937023,GGA,Ba-Nb-O-Pr-Sn,0.04615987209687,-2.914328864366666,0.0,5,Triclinic,-1,P-1,oxide,None,Ba,Nb,None,Sn,B,"N, O, P, S",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-698609,Sr7PrFe4(MoO6)4,1.6046689964159793,1.0167849132724012,Bicapped square prism (opposite faces),1,1a,1,[6.48198906078575],1.0,6.48198906078575,AB4C4D7E24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.626686096535871,GGA_U,Fe-Mo-O-Pr-Sr,0.006050454093753,-2.563384927041666,0.978499999999999,5,Triclinic,1,P1,oxide,None,Sr,"Fe, Mo",None,None,None,"O, P, S",F,None,Pr,None,B > 1,Positive B
mp-699390,Pr4Si4N7ClO3,1.9839192675200277,0.5302964695645436,"End-trigonal-face capped trigonal prism, Pentagonal bipyramid",2,4a,1,"[3.279188962036705, 7.43585742395623, 3.240746191721948, 3.390543103089919]",0.25,4.336583920201201,AB3C4D4E7,2,2,1,"[2.0, 3.0]","[2.0, 3.0]",2.5,2.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0,3.0,3,3,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.5215708320202106,GGA,Cl-N-O-Pr-Si,0.0,-2.171235543508772,3.111899999999999,5,Orthorhombic,222,P2_12_12_1,chlorate,None,None,None,None,None,Si,"C, N, O, P, S",Cl,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-706248,Ca6Pr6Mn11CrO36,1.697649574552111,0.8676211870900593,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,1a,1,"[4.208991955619004, 4.211700785958291, 4.163437873549445, 4.066533979831576, 4.198594613919834, 4.204366429536967]",0.0,4.175604273069186,AB6C6D11E36,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.5527621389045883,GGA_U,Ca-Cr-Mn-O-Pr,0.003580136736106,-2.752354378787357,0.0,5,Triclinic,1,P1,oxide,None,Ca,"Cr, Mn",None,None,None,"C, O, P",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-707986,K2Pr2H3(S2O9)2,2.4835689981422835,0.08179789161785855,Tricapped triangular prism (three square-face caps),1,4e,1,"[3.703643320728053, 3.36139447210155]",0.0,3.5325188964148015,A2B2C3D4E18,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.5,3.5,3.5,1.0,1,1,Pr3.50+-O2-,"Alkali Metals, Lanthanides, Nonmetals",2.5638545187371884,GGA,H-K-O-Pr-S,0.038792311939655,-2.258383897985632,0.1872,5,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,None,"H, O, P, S",None,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-710062,Pr4Se3(O5F3)2,2.7047165348269777,-0.1031657116938762,"Bicapped square prism (adjacent faces), Square-face bicapped square antiprism",2,1a,1,"[3.439639703882728, 3.514556815614677, 3.313609119061754, 3.674452361772932, 3.281430416367665, 3.8502488064463343, 3.6590001077199963, 3.283172228487515]",0.0,3.5020136949192002,A3B4C6D10,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals",2.6241302698625435,GGA,F-O-Pr-Se,0.021215159782609003,-2.9565034514651263,3.6908000000000003,4,Triclinic,1,P1,fluoride,None,None,None,None,None,None,"O, P, S, Se",F,None,Pr,None,"B $\in$ [-1, -0.1]",Negative B
mp-721011,Pr20AlSi19N33Cl2O19,2.340304488612508,0.21998286634289405,"End-trigonal-face capped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Pentagonal bipyramid, Square-face bicapped trigonal prism, Tricapped triangular prism (two square-face caps and one triangular-face cap), Dodecahedron with triangular faces - p2345 plane normalized",6,"1b, 1a, 2c",3,"[3.428984654974209, 4.947702459981531, 4.934649975797149, 5.926497044376077, 3.583612407538914, 11.279685871623107, 3.983785446734264, 3.879989303842613, 4.718138968877215, 2.299732706451465, 6.096570404040641, 3.793134417902161, 11.495816160691358, 5.155767179438467]",0.357,5.394576214447798,AB2C19D19E20F33,6,9,1,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0]",2.888888888888889,2.0,4.0,2.888888888888889,2.0,4.0,3.0,3.0,3.0,2.3333333333333335,2,3,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.5607487046504884,GGA,Al-Cl-N-O-Pr-Si,0.0,-2.268655562801418,3.0125,6,Monoclinic,m,Pm,oxide,None,None,None,None,Al,Si,"C, N, O, P, S",Cl,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-733581,PrH(SeO3)2,2.5165157094480564,0.0634942353408536,"Bicapped square prism (adjacent faces), Square-face bicapped square antiprism",2,4a,1,"[4.184573176399732, 3.176543403522279]",0.0,3.680558289961005,ABC2D6,2,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.5881349293610088,r2SCAN,H-O-Pr-Se,0.0,-1.978059625760416,3.529699999999999,4,Orthorhombic,mm2,Pca2_1,oxide,None,None,None,None,None,None,"H, O, P, S, Se",None,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-753821,Pr3GaO6,1.852534001162209,0.7444633734535666,Square-face capped trigonal prism,1,"4b, 2a",2,"[2.693958485355906, 4.262689963742526]",0.0,3.478324224549216,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.4823057488667484,r2SCAN,Ga-O-Pr,0.0,-3.415209581749986,3.8735,3,Orthorhombic,mm2,Cmc2_1,oxide,None,None,None,None,Ga,None,"O, P",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-753879,Pr2S2O,2.0962207936874933,0.4247137578155772,Square-face capped trigonal prism,1,4e,1,"[2.338641299096115, 3.30821694096173]",0.0,2.8234291200289228,AB2C2,1,2,1,"[3.0, 1.0]","[3.0, 1.0]",2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,O2-,"Lanthanides, Nonmetals",2.383697399717141,r2SCAN,O-Pr-S,0.007053695555557,-2.875093704666665,2.4857,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"O, P, S",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-756241,PrBiO4,4.4818538747579675,-1.8651784846708388,Cube,1,4e,1,[3.459350629566816],0.0,3.459350629566816,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.519931807186389,r2SCAN,Bi-O-Pr,0.0,-2.149434726527777,0.9319000000000001,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,Bi,B,"O, P",None,None,Pr,None,B < -1,Negative B
mp-770111,PrBiO4,2.4191677555233517,0.09979511427656508,Square antiprism,1,4d,1,[2.526888977633504],0.0,2.526888977633504,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.4818613516690764,r2SCAN,Bi-O-Pr,0.018697685833334,-2.130737040694443,0.549199999999999,3,Orthorhombic,mmm,Pnna,oxide,None,None,None,None,Bi,B,"O, P",None,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-772765,K2PrPCO7,2.30252738630198,0.15545379236775309,Octahedron,1,2e,1,[3.8167350020765403],0.0,3.8167350020765403,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.4138138089957355,GGA,C-K-O-P-Pr,0.037302936041663,-2.739464638609126,4.4138,5,Monoclinic,2/m,P2_1/m,oxide,K,None,None,None,None,None,"C, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-915377,Ba4Pr(RuO4)3,2.612372769520385,-0.4085362272036945,no_data,1,no_data,1,no_data,0.0,no_data,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3291741774247523,GGA,Ba-O-Pr-Ru,0.0023293704583330003,-2.46519881525,0.0,4,Monoclinic,2/m,C2/m,oxide,None,Ba,Ru,None,None,B,"O, P",None,None,Pr,None,"B $\in$ [-1, -0.1]",Negative B
mp-9759,BaPr2PdO5,1.0326448035350388,1.589355295304132,Square-face bicapped trigonal prism,1,4h,1,[2.612916233436451],0.0,2.612916233436451,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.5234235828182525,r2SCAN,Ba-O-Pd-Pr,0.0,-2.947633575370384,2.138899999999999,4,Tetragonal,4/mmm,P4/mbm,oxide,None,Ba,Pd,None,None,B,"O, P",None,None,Pr,None,B > 1,Positive B
