material_id,chem_formula,R$_0$,B,Mg_chemenv,num_Mg_chemenvs,Mg_wyckoff,num_Mg_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mg_sites,num_CN_env,num_charge_states,MgX_coordn,MgO_coordn,mean_coordn_Mg-X,min_coordn_Mg-X,max_coordn_Mg-X,mean_coordn_Mg-O,min_coordn_Mg-O,max_coordn_Mg-O,mean_Mg_charge,min_Mg_charge,max_Mg_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_MgO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-558427,Na6Mg(SO4)4,2.202805878970568,-0.08966810237651832,Octahedron,1,2a,1,[0.15754087437602002],0.0,0.15754087437602002,AB4C6D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.104025520572265,GGA,Mg-Na-O-S,0.0,-2.262254223454661,5.3855,4,Monoclinic,2/m,P2_1/c,sulfate,Na,Mg,None,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558660,Mg2BiPO6,1.9843690357655095,0.04620202040016298,Square pyramid,1,4c,1,"[1.468357494862319, 2.061649851176002]",0.0,1.7650036730191605,ABC2D6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.0361511031798534,r2SCAN,Bi-Mg-O-P,0.0,-2.710524105714286,3.816699999999999,4,Orthorhombic,mmm,Pnma,oxide,None,Mg,None,None,Bi,B,"O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558795,KMgPO4,1.6098360665563702,0.5008929208097227,"Tetrahedron, Trigonal bipyramid",2,4e,1,"[0.5226717821958711, 0.9895640003947551]",0.0,0.756117891295313,ABCD4,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.011988499424437,GGA,K-Mg-O-P,0.0,-2.909216694198978,4.7791000000000015,4,Monoclinic,2/m,P2_1/c,phosphate,K,Mg,None,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-558897,LiMgIn(MoO4)3,1.8484922209183967,0.25662967295141315,Octahedron,1,2i,1,[1.031838780961913],0.0,1.031838780961913,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",2.11797178562785,GGA_U,In-Li-Mg-Mo-O,0.0,-2.187027366944445,3.2154,5,Triclinic,-1,P-1,oxide,Li,Mg,Mo,None,In,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559083,Ca2MgSi2O7,1.7270303260950524,0.33771836656315607,Tetrahedron,1,4e,1,[1.343859082439312],0.0,1.343859082439312,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.9618517421445767,GGA,Ca-Mg-O-Si,0.025295744930558,-3.371930470208333,4.6043,4,Monoclinic,2/m,P2_1/c,oxide,None,"Mg, Ca",None,None,None,Si,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559135,Na2MgH8(SO6)2,2.068192840384513,0.027529991958319632,Octahedron,1,2a,1,[0.061335670550517],0.0,0.061335670550517,AB2C2D8E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.1055651454228044,GGA,H-Mg-Na-O-S,0.004590424999990001,-1.814830608510345,5.3764,5,Monoclinic,2/m,P2_1/c,oxide,Na,Mg,None,None,None,None,"H, N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-559155,LiMg4V3O12,1.6037608114711535,0.4640696233905624,Octahedron,1,"4c, 4d",2,"[1.306885395131915, 0.6924470057323231]",0.0,0.9996662004321191,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1153436749370815,GGA_U,Li-Mg-O-V,0.002238842249995,-2.7178716434166663,3.3026,4,Tetragonal,-42m,I-42d,oxide,Li,Mg,V,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559177,Mg7Si8(O11F)2,1.58078400825991,0.49233081093329306,Octahedron,1,"4e, 2a, 4f",3,"[0.8345606630739141, 0.49007677664930605, 9.225184794463944, 0.865044179362436]",0.25,2.8537166033874,A2B7C8D22,1,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.5,1,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",2.132879841236501,GGA,F-Mg-O-Si,0.0042414930341900005,-3.283304499871795,4.883,4,Orthorhombic,mmm,Pnnm,fluoride,None,Mg,None,None,None,Si,"O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559463,RbMgAs(H6O5)2,2.257600204464412,-0.12127268625189669,Octahedron,1,2a,1,[0.07037697901602301],0.0,0.07037697901602301,ABCD10E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.119461743305803,GGA,As-H-Mg-O-Rb,0.0,-1.581161172399999,4.4374,5,Orthorhombic,mm2,Pmn2_1,oxide,Rb,Mg,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-560157,LiMgVO4,1.9247368854161828,0.1903457241143051,Octahedron,1,2b,1,[0.15858724552087503],0.0,0.15858724552087503,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.135656643848307,GGA_U,Li-Mg-O-V,0.0,-2.659056395476189,3.482599999999999,4,Orthorhombic,mmm,Cmcm,oxide,Li,Mg,V,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560186,BaMgSiO4,1.9055025346402388,0.07327092391519337,Tetrahedron,1,6c,1,[0.5260740096368031],0.0,0.5260740096368031,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.9563584230086832,GGA,Ba-Mg-O-Si,0.016950204047614003,-3.300220161666667,4.1136,4,Hexagonal,6,P6_3,silicate,None,"Mg, Ba",None,None,None,"B, Si","O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-560291,MgV2(CuO4)2,1.4933495969784292,0.5842922055609072,Octahedron,1,4e,1,[1.712613227301437],0.0,1.712613227301437,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.118067724553571,GGA_U,Cu-Mg-O-V,0.014398965256416001,-2.028509108076923,0.1774,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,"V, Cu",None,None,None,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-560603,Na2MgSi5O12,1.7953559021454955,0.28488758019977645,Octahedron,1,2f,1,[2.066157698955223],0.0,2.066157698955223,AB2C5D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1221711141956447,GGA,Mg-Na-O-Si,0.045618825083335,-3.050280072137931,5.018599999999999,4,Monoclinic,2/m,P2/c,oxide,Na,Mg,None,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560623,Mg3(PO4)2,1.8176286211538097,0.273888751955948,Octahedron,1,"4e, 2b",2,"[2.709685532628059, 2.264656837917533]",0.0,2.4871711852727962,A2B3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.1025126598301958,r2SCAN,Mg-O-P,0.002544707307691,-3.055636439175825,5.175899999999999,3,Monoclinic,2/m,P2_1/c,phosphate,None,Mg,None,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560670,MgSeO4,1.624719151392919,0.43401876439486153,Octahedron,1,4a,1,[1.548537633505369],0.0,1.548537633505369,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.109782899981036,r2SCAN,Mg-O-Se,0.001840512083333,-1.8689105583072911,3.1255,3,Orthorhombic,mmm,Pnma,oxide,None,Mg,None,None,None,None,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560772,Mg2B2O5,1.9208859120137454,0.15155994734729578,Octahedron,1,4e,1,"[2.538260720213334, 0.6496368022602881]",0.0,1.593948761236811,A2B2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.095686791753264,r2SCAN,B-Mg-O,0.002122580277777,-2.8658077569444442,5.3651,3,Monoclinic,2/m,P2_1/c,diborate,None,Mg,None,None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560872,Mg10Ge3(H2O9)2,1.8915915718456175,0.21837513110194884,Octahedron,1,"4g, 4e, 4f, 8h",4,"[0.43575972290658105, 0.46842359029085506, 0.310243073923103, 0.39424377604554606]",0.0,0.4021675407915213,A3B4C10D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.1257893948075806,GGA,Ge-H-Mg-O,0.0,-2.5667187670000002,3.8947000000000003,4,Orthorhombic,mmm,Pnnm,oxide,None,Mg,None,None,None,Ge,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560981,NaMg4(PO4)3,1.666335118115492,0.4334938343621266,"Square pyramid, Octahedron",2,"8d, 4c",2,"[1.167919887779556, 4.413570723436741, 3.2921303731928893]",0.0,2.9578736614697285,AB3C4D12,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.10491648460236,GGA,Mg-Na-O-P,0.011070777833339,-2.980467303390394,4.873,4,Orthorhombic,mmm,Pnma,phosphate,Na,Mg,None,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-561031,Rb2MgP2WO10,3.0105369694831428,-0.7916191482001087,Octahedron,1,8c,1,[0.7899788635584241],0.0,0.7899788635584241,ABC2D2E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1305843068658215,GGA_U,Mg-O-P-Rb-W,0.0,-2.676908863627232,3.3881,5,Orthorhombic,mmm,Pbca,oxide,Rb,Mg,W,None,None,None,"O, P",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-561065,MgTi2(PO5)2,2.089892194086411,-0.005987310567973485,Octahedron,1,2a,1,[1.765608867751425],0.0,1.765608867751425,AB2C2D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.0830772441452923,GGA,Mg-O-P-Ti,0.0,-3.147307040063492,3.1637,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,Ti,None,None,None,"O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-561336,Li2Mg2Si4O11,0.4351100815167791,1.609477664030738,Octahedron,1,2i,1,"[1.307739938604504, 1.502273158313495]",0.0,1.4050065484589995,A2B2C4D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1693768640719635,GGA,Li-Mg-O-Si,0.015865032719300003,-3.113271014561402,5.1296,4,Triclinic,-1,P-1,oxide,Li,Mg,None,None,None,Si,"O, S",None,None,None,None,B > 1,Positive B
mp-561486,Na2Mg5(PO4)4,1.7485959236410835,0.33823647636964144,"Trigonal bipyramid, Octahedron",2,"2i, 1a",2,"[3.066136155132748, 1.2511251182547851, 1.23110150310219]",0.0,1.8494542588299077,A2B4C5D16,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.1021661564532947,GGA,Mg-Na-O-P,0.0032369343827090002,-2.9562137450492623,4.9369,4,Triclinic,-1,P-1,phosphate,Na,Mg,None,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-561518,Mg2BiAsO6,1.9440007346136094,0.11346024994302359,Square pyramid,1,4g,1,[1.557579729364706],0.0,1.557579729364706,ABC2D6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.0599643393173706,GGA,As-Bi-Mg-O,0.006046175749997,-2.30577103775,3.342399999999999,4,Orthorhombic,mmm,Cmcm,oxide,None,Mg,None,None,Bi,"B, As",O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-561536,NaMgBO3,1.5051127424568718,0.5648460843834993,Octahedron,1,2a,1,[1.168241320318377],0.0,1.168241320318377,ABCD3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1121438175894993,GGA,B-Mg-Na-O,0.005652540833339,-2.7456657742576622,3.5852,4,Monoclinic,2/m,C2/c,orthoborate,Na,Mg,None,None,None,B,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-561538,MgVBiO5,2.262923439577496,-0.11375926817640183,Octahedron,1,4e,1,[0.715154877763992],0.0,0.715154877763992,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.127309003775402,GGA_U,Bi-Mg-O-V,0.0,-2.404341040625,3.187,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,V,None,Bi,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-561861,KMg2V3(CuO6)2,2.217847403104842,-0.08920149855169371,Octahedron,1,4f,1,[1.897833652911105],0.0,1.897833652911105,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.114087640738339,GGA_U,Cu-K-Mg-O-V,0.03154622544998,-2.234244228612499,0.0,5,Monoclinic,2/m,C2/c,oxide,K,Mg,"V, Cu",None,None,None,"C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-5746,MgTe2O5,2.065079942819417,0.038017352783881714,Octahedron,1,4c,1,[2.9023022247407013],0.0,2.9023022247407013,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.104030521565714,r2SCAN,Mg-O-Te,0.0075414359375,-1.9416406572916671,2.4916,3,Orthorhombic,mmm,Pbcn,oxide,None,Mg,None,None,None,Te,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-5834,MgSiO3,1.5792058939832057,0.5188143478976585,Octahedron,1,8c,1,"[0.44460976115570605, 2.681746373271489]",0.0,1.5631780672135975,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.143118203842248,GGA,Mg-O-Si,0.00786608891667,-3.22317130625,4.7002,3,Orthorhombic,mmm,Pbca,oxide,None,Mg,None,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-603930,MgSiO3,1.703056587043075,0.37138973458690305,Octahedron,1,2e,1,"[6.402703680192359, 0.44070989034253505]",0.5,3.421706785267447,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.1084691741788473,r2SCAN,Mg-O-Si,0.009410846166669,-3.221626549,4.544399999999999,3,Monoclinic,2/m,C2/c,oxide,None,Mg,None,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-604725,RbMgP(H6O5)2,2.200081306453231,-0.10184309552781885,Octahedron,1,2a,1,[0.09103282508350201],0.0,0.09103282508350201,ABCD10E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.080112649675805,r2SCAN,H-Mg-O-P-Rb,0.0,-1.735121456685714,5.0479,5,Orthorhombic,mm2,Pmn2_1,oxide,Rb,Mg,None,None,None,None,"H, O, P",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-609151,MgWO4,2.154921129465663,-0.03433460732274407,Octahedron,1,2f,1,[3.010988266989069],0.0,3.010988266989069,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.0932813293809542,GGA_U,Mg-O-W,0.026891210833333002,-2.535440097499999,3.3081,3,Monoclinic,2/m,P2/c,oxide,None,Mg,W,None,None,None,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6095,Mg2PO4F,1.7730769450506212,0.31462042632868953,"Trigonal bipyramid, Octahedron",2,4e,1,"[3.9907282134905993, 1.3255802096362341, 3.774717709586107, 1.2732385002143, 1.995581516615104, 0.720133649860301, 0.7214823116057101, 1.953119168851675]",0.0,1.969322659982504,ABC2D4,2,2,1,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",2.0811793840007295,GGA,F-Mg-O-P,0.0,-3.213282907611607,5.1652000000000005,4,Monoclinic,2/m,P2_1/c,phosphate,None,Mg,None,None,None,None,"O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6174,Mg2Al4Si5O18,2.125148917091754,0.004268020437952833,Octahedron,1,4h,1,[2.187819500530452],0.0,2.187819500530452,A2B4C5D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.1298402313636475,GGA,Al-Mg-O-Si,0.0,-3.330954054137932,4.9555,4,Orthorhombic,mmm,Cccm,oxide,None,Mg,None,None,Al,Si,"O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6299,K2Mg2(SO4)3,2.0193518388666005,0.06557332760079229,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.0915193122527103,GGA,K-Mg-O-S,0.0,-2.38133371786842,5.6845,4,Cubic,23,P2_13,sulfate,K,Mg,None,None,None,None,"O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6426,Na2MgSiO4,1.9723676602323326,-0.04442706806747108,Tetrahedron,1,4a,1,[0.134765113057174],0.0,0.134765113057174,ABC2D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",1.941546122286634,SCAN,Mg-Na-O-Si,0.002241859999999,-2.7965265703448283,3.8537,4,Orthorhombic,mm2,Pna2_1,silicate,Na,Mg,None,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6457,La2MgTiO6,2.0753533304122285,0.021659318374536406,Octahedron,1,2c,1,[0.027077827097807],0.0,0.027077827097807,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.0993104973451833,GGA,La-Mg-O-Ti,0.008083122749999,-3.683122239833333,3.064,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,Ti,None,None,None,O,None,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-646182,Mg5V2(MoO8)2,1.9351265574104655,0.16780414758158183,"Trigonal prism, Octahedron",2,"4f, 2e",2,"[0.39521971997619104, 0.550512684373827, 0.7214531600631741, 0.730509033512417, 0.464332898037053, 0.43205164074998004, 0.509831074281724, 0.18756665346755602, 0.573412126618404, 0.47505768816505106, 0.245264879144154]",0.0,0.48047377803541186,A2B2C5D16,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.119695635240452,GGA_U,Mg-Mo-O-V,0.0036853824666640005,-2.582845329533334,2.8273,4,Monoclinic,2/m,P2_1/m,oxide,None,Mg,"V, Mo",None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-646967,Ca3Mg3(PO4)4,1.8430178443184855,0.25727653560207836,"Trigonal bipyramid, Pentagonal bipyramid, Trigonal prism, Octahedron",4,"4f, 2e",2,"[2.055708248122262, 3.326956613250468, 1.296146204993661, 1.938770469632638, 4.439914453776323]",0.0,2.6114991979550704,A3B3C4D16,4,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.1017130488514866,GGA,Ca-Mg-O-P,0.007297417240216,-3.18896666834249,5.1758,4,Monoclinic,2/m,C2/c,phosphate,None,"Mg, Ca",None,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6596,MgAlPO5,1.6823132447992486,0.4197325466429584,Trigonal bipyramid,1,4e,1,[3.711857659720515],0.0,3.711857659720515,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.0481296693258884,SCAN,Al-Mg-O-P,0.0,-3.154525512142857,5.128,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,None,None,Al,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-667292,K2MgSi5O12,1.9285311489654842,0.05109572951300043,Tetrahedron,1,4e,1,"[0.33124388428564905, 0.66222984882825]",0.0,0.4967368665569495,AB2C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",1.964072186142935,GGA,K-Mg-O-Si,0.0,-3.11806652385,4.7841000000000005,4,Monoclinic,2/m,P2_1/c,oxide,K,Mg,None,None,None,Si,"O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6699,NaMgPO4,1.343478233593728,0.7815566932437905,"Square pyramid, Octahedron",2,4a,1,"[0.9107744563158271, 1.700396616619413, 1.2763465523896351]",0.0,1.295839208441625,ABCD4,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.1167566745174597,GGA,Mg-Na-O-P,0.0,-2.867772388598404,5.1057,4,Orthorhombic,222,P2_12_12_1,phosphate,Na,Mg,None,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-6732,La2MgIrO6,2.007463013467876,0.06613568879649406,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.0806092671214294,GGA,Ir-La-Mg-O,0.0,-2.939900697000001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,Ir,None,None,None,O,I,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-673624,MgNb2(PbO3)3,1.932514883724363,0.1780361793622225,Octahedron,1,1a,1,[0.287201493283097],0.0,0.287201493283097,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.1258814052919295,GGA,Mg-Nb-O-Pb,0.031613576520832,-2.4387982040000002,2.3194,4,Triclinic,1,P1,oxide,None,Mg,Nb,None,Pb,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
