material_id,chem_formula,R$_0$,B,Mg_chemenv,num_Mg_chemenvs,Mg_wyckoff,num_Mg_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mg_sites,num_CN_env,num_charge_states,MgX_coordn,MgO_coordn,mean_coordn_Mg-X,min_coordn_Mg-X,max_coordn_Mg-X,mean_coordn_Mg-O,min_coordn_Mg-O,max_coordn_Mg-O,mean_Mg_charge,min_Mg_charge,max_Mg_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_MgO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1038310,Mg30AlCuO32,1.4680733828360049,0.6009717026566432,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.29406811239818204, 0.09775607236228101, 0.008083624246711, 0.07940258789290401, 0.23367397479091803, 0.007621447340277001, 0.113580406541779, 0.09870226074626501]",0.0,0.11661106078991464,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.1293729271761803,GGA,Al-Cu-Mg-O,0.029989304648437003,-2.9703545079687492,1.1042,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,Cu,None,Al,None,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1038314,Mg30AlNiO32,1.7682814929960202,0.3274966963663237,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.035747942178415, 0.034619590099186005, 4.382781817839462e-07, 0.005268285547096001, 0.292288424282554, 0.004532341568678, 0.037693363768734, 0.024627050961392002]",0.0,0.0543471795855296,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.127176890276509,GGA_U,Al-Mg-Ni-O,0.033116900664063004,-2.971837685156249,1.7857,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,Ni,None,Al,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1038340,Mg30AlCoO32,1.4738958882959907,0.5941527749832953,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.263272736373069, 0.10046207321353201, 0.008181641260836, 0.068149198494001, 0.21357644227264203, 0.0074744698764650005, 0.10984128897232301, 0.08526878132899801]",0.0,0.10702832897398326,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.127292375055901,GGA_U,Al-Co-Mg-O,0.033644916367187,-2.9725471856250003,1.191199999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,Co,None,Al,None,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1038344,Mg30AlCoO32,1.6439787067619906,0.43995677205333844,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.07895503094853801, 0.059270974527754004, 0.002640252606812, 0.0031841725854370004, 0.24758024492823802, 0.005801000985654001, 0.064494938803237, 0.048985939770663005]",0.0,0.06386406939454162,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.1274542901605855,GGA_U,Al-Co-Mg-O,0.029573655117187004,-2.9766184468750003,1.343799999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,Co,None,Al,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1038358,Mg30AlNiO32,1.485893894106948,0.58479117134749,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.33246274948638105, 0.08467298389716901, 0.009235490242458, 0.039541040378872, 0.264271515660014, 0.007250855348947, 0.116738833750314, 0.08259119534203001]",0.0,0.11709558301327314,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.128970900481565,GGA_U,Al-Mg-Ni-O,0.040181789257813,-2.9647727965625,1.3278,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,Ni,None,Al,None,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1038379,Mg30AlFeO32,1.6848418451333544,0.40488931474977247,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.063190275317271, 0.067379524930247, 0.00148004622717, 0.003928368230874, 0.284803471287013, 0.005297247547171, 0.05205607152098601, 0.051744429593621]",0.0,0.06623492933179413,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",2.1298857823834556,GGA_U,Al-Fe-Mg-O,0.043038356523440006,-2.96584179015625,0.8690999999999991,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,Fe,None,Al,None,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039675,NaMg30SbO32,1.8014517762106628,0.30275117600958945,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.08676228280634801, 0.094362044423326, 0.0032120251805020004, 0.068775610449628, 0.17285356320050901, 0.00602621482415, 0.079008079881643, 0.075973071879555]",0.0,0.07337161158070762,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1443962730276103,GGA,Mg-Na-O-Sb,0.049273044148437,-2.9149210884590513,2.812299999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,None,Sb,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039695,NaMg30GaO32,1.5934836900508853,0.48770224328785633,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.17267935996480202, 0.08661009509228501, 0.008243464070948, 0.032373961426288005, 0.14032765145228202, 0.007298500059550001, 0.08746094500297001, 0.040072685330489]",0.0,0.07188333279995175,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.1323959904344623,GGA,Ga-Mg-Na-O,0.018071535351563,-2.968886036857488,4.0702,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,Ga,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039698,NaMg30BiO32,1.696331598406855,0.40915911952777495,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.10907136353838001, 0.13988994549678402, 0.0074437921617070005, 0.004131262468025, 0.13471696828656302, 0.005770459792611001, 0.109127426689456, 0.14427496287202102]",0.0,0.08180327266319339,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.1506078138932403,GGA,Bi-Mg-Na-O,0.049202765234375,-2.9064285223653012,3.0444,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,Bi,B,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039737,NaMg30CrO32,1.6666109131144133,0.42323685759259505,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.09139042466183, 0.033484618998225, 0.004727994839462, 0.002302423687239, 0.11177049767981401, 0.007147947541152001, 0.072707661835852, 0.019360614347588]",0.0,0.04286152294889525,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1329432154637242,GGA_U,Cr-Mg-Na-O,0.010945483398437001,-2.978457580959051,3.7638,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Cr,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039742,NaMg30BiO32,1.841195034301478,0.26877070719365614,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.11562056422231101, 0.09008548975019501, 0.0027694553311770004, 0.119074141507038, 0.23106051273897502, 0.0068997827243150005, 0.075074241842496, 0.13134496602071902]",0.0,0.09649114426715324,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.14821145337013,GGA,Bi-Mg-Na-O,0.045958278515625006,-2.909673009084051,3.4241,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,Bi,B,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039764,NaMg30CrO32,1.6029398007724667,0.47954538064208174,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.161746374707106, 0.09097749634073601, 0.009607060390647001, 0.036340398698506006, 0.133348378320526, 0.008146736767582001, 0.089089890069919, 0.037041724902711]",0.0,0.07078725752471662,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1330204039242533,GGA_U,Cr-Mg-Na-O,0.014181679335937001,-2.975221385021551,3.6705,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Cr,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039781,NaMg30WO32,1.7155755348290342,0.3773499861281608,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.068974300758619, 0.09192107120190501, 0.005527478983083, 0.00254674573953, 0.11431981703624701, 0.005484050158075, 0.08192383347194901, 0.015096565142457]",0.0,0.04822423281148312,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1373368228943597,GGA_U,Mg-Na-O-W,0.033927380742188006,-2.9356158401778023,3.1153,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,W,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039782,NaMg30WO32,1.655515647191507,0.43704459302449844,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.10622554989422, 0.007293479167642, 0.007409783206225, 1.090572801063756e-06, 0.057971232169201005, 0.0050115314462430005, 0.091821909419647, 0.015457681366139002]",0.0,0.03639903215526476,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1385120431159756,GGA_U,Mg-Na-O-W,0.033376873085938,-2.9361663478340523,2.917899999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,W,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039783,NaMg30GaO32,1.7152487106720575,0.37712087949327155,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.07519934914274701, 0.022966956604227002, 0.002248364849437, 0.002777191651382, 0.140085864259845, 0.005556924752305001, 0.066857429166429, 0.011499978934996002]",0.0,0.040899007420170996,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.1314051905921314,GGA,Ga-Mg-Na-O,0.013780030039062,-2.973177542169989,4.1836,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,Ga,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1039936,NaCeMg30O32,1.8098009464785871,0.2737889790056053,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.126402937915607, 0.141459790899016, 0.0040800979968880005, 0.08649332548649301, 0.233370558455707, 0.006211301878579, 0.136716044099385, 0.068942787345853]",0.0,0.100459605509691,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",2.122415354429515,r2SCAN,Ce-Mg-Na-O,0.049648922994792004,-2.9398817178125,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,None,None,"C, N, O",None,None,Ce,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040009,LiMg30BiO32,1.8790356504506858,0.23159453378850095,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.102529323661926, 0.027140062632867, 0.001715934051891, 0.12317200749291, 0.18351813557481603, 0.0058701398704540005, 0.029742408965722004, 0.13306868952664902]",0.0,0.07584458772215438,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.1428304358726575,GGA,Bi-Li-Mg-O,0.036297003007812,-2.927246881145833,3.522199999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,Bi,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040012,LiMg30SbO32,1.6599738286940398,0.4092185346093863,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.034434961713737, 0.07438386532609201, 0.000594007433174, 0.001037082524765, 0.097027921514239, 0.004451439372019, 0.046562923868720005, 0.08349589021159501]",0.0,0.042748511495542624,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1134380372968495,r2SCAN,Li-Mg-O-Sb,0.039806806562500005,-2.9331593064583332,2.6566,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040014,LiMg30BiO32,1.6801656440886046,0.4182988894355336,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.040374744776381005, 0.123169834107635, 0.0013359697538180002, 0.0012165291828120002, 0.150187609514879, 0.004924816105214, 0.054137472397741006, 0.13505196644491102]",0.0,0.06379986778542387,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.144263661705261,GGA,Bi-Li-Mg-O,0.036200101445312,-2.9273437827083333,3.282199999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,Bi,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040035,LiMg30SbO32,1.8404912587553852,0.26497127458287506,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.057014932729622006, 0.025470687872011, 0.001198801321345, 0.069961709718006, 0.125531305526686, 0.004641917518358, 0.028517380212391003, 0.080034176829836]",0.0,0.049046363966031875,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.139424115839613,GGA,Li-Mg-O-Sb,0.040453878281251,-2.932512234739582,2.8833,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040051,LiMg30GaO32,1.7229551357320045,0.367522863802713,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.015739832725707, 0.021235455124175, 0.0012278898831020002, 0.0015911967731820002, 0.08184154024696501, 0.002948159010146, 0.015485780820823001, 0.015738164062047002]",0.0,0.019476002330768377,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.127084762140901,GGA,Ga-Li-Mg-O,0.007118929023437,-2.9899755914192703,4.239799999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,Ga,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040052,LiMg30GaO32,1.6431004704292242,0.4388958323418885,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.08583905437636101, 0.020659851172086, 0.0045479606920200005, 0.031104914010126, 0.08563709119710601, 0.004857949508194, 0.032345676091882006, 0.035051116993777005]",0.0,0.03750545175519401,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.125978521157126,GGA,Ga-Li-Mg-O,0.010474668242188,-2.98661985220052,4.144000000000001,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,Ga,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040079,LiMg30CrO32,1.687453463431297,0.40015368269234114,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.020018252484275002, 0.027212513467688004, 0.001869294660058, 0.0015697272340910002, 0.064007589091265, 0.0037789632076970004, 0.017666682885856003, 0.020783327102533]",0.0,0.019613293766682874,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.12725552831596,GGA_U,Cr-Li-Mg-O,0.0031755742187500003,-2.995778138489583,3.8003,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Cr,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040082,LiMg30WO32,1.6701847070081925,0.4194243079123547,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.029396394612689003, 0.005020260225033, 0.002293756077508, 5.0420117844363955e-05, 0.030512054548631002, 0.00275414778014, 0.031957069639843, 0.013018860000933]",0.0,0.01437537037532767,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.13299317407683,GGA_U,Li-Mg-O-W,0.022795330957031002,-2.954541314739584,3.1002,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,W,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040085,NaLiMg30O31,1.6610309381808837,0.43448428663519334,"Square pyramid, Octahedron",2,"1d, 2f, 4i, 2h, 2e, 1a, 2g, 1b, 1c",9,"[0.035883883062620005, 0.07195932792295001, 0.250705889144961, 0.187650068876894, 0.058136668217258006, 0.010310776591217001, 0.126930015049879, 0.051291471084387, 0.369388581107565, 0.034077430086779, 0.151636348532285, 0.008854909281199001, 0.14857466096990002, 0.111269704992592, 0.041210701724499005, 0.087809692229734]",0.0,0.10910563305466993,ABC30D31,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.130900226343824,GGA,Li-Mg-Na-O,0.043466067301586,-2.933193537455757,2.542399999999999,4,Orthorhombic,mm2,Pmm2,oxide,"Li, Na",Mg,None,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040094,LiMg30CrO32,1.6510383672713522,0.4331221138557807,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.0783176697086, 0.021990686488960003, 0.005177331000472, 0.032332564063669, 0.079020889967665, 0.0053068991434240004, 0.033357838344029, 0.031513048111715]",0.0,0.035877115853566746,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.127751168456809,GGA_U,Cr-Li-Mg-O,0.007480490312500001,-2.9914732223958342,3.6337,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Cr,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040095,LiMg30WO32,1.7565099588053745,0.3377959734339748,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.018080746270309003, 0.024395847706574002, 0.002140342658041, 0.004711729779548, 0.068840235529306, 0.0036390165764500003, 0.030628917953583003, 0.018054560115192003]",0.0,0.021311424573625375,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.13261278719607,GGA_U,Li-Mg-O-W,0.023849473925781003,-2.953487171770833,3.215699999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,W,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040107,NaLiMg30O31,1.648423953577089,0.4413180951545974,"Square pyramid, Octahedron",2,"4e, 4f, 1a, 2c, 1b, 4d",6,"[0.10142004343655801, 0.238757495583784, 0.075003287675847, 0.11490922922858501, 0.083796512847312, 0.046541551440519004, 0.18907078008167102, 0.108147961776919, 0.034833024713644, 0.08537352973817701]",0.0,0.10778534165230161,ABC30D31,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.129900040952156,GGA,Li-Mg-Na-O,0.044932473174601,-2.9317271315827402,2.431199999999999,4,Tetragonal,4mm,P4mm,oxide,"Li, Na",Mg,None,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040115,NaLiMg30O31,1.6173256027194292,0.47360535907268125,"Square pyramid, Octahedron",2,"1d, 2f, 4i, 2h, 2e, 1a, 2g, 1b, 1c",9,"[0.029933472379973004, 0.07224492809867701, 0.13959087320649502, 0.19591276111451303, 0.010256774319521001, 0.06104685250103001, 0.097091739105943, 0.049756056691774006, 0.25529507485720704, 0.043005126028767, 0.075145886462004, 0.0063282092040760005, 0.087317996952445, 0.17952162746659, 0.048600568028496, 0.062357448834530003]",0.0,0.08833783720325257,ABC30D31,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.1292831964549004,GGA,Li-Mg-Na-O,0.046598331428570006,-2.9300612733287723,2.3124000000000002,4,Orthorhombic,mm2,Pmm2,oxide,"Li, Na",Mg,None,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040126,LiLaMg30O32,1.6471946836844655,0.4502356402653838,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.047325333486802006, 0.15270711622426902, 0.001215631456563, 0.002871420812973, 0.17053246579185402, 0.006231303563509, 0.06222088885740901, 0.15745259468716202]",0.0,0.07506959436006763,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",2.1468254364499773,GGA,La-Li-Mg-O,0.046768684707031,-3.001368336692708,4.0042,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,None,O,None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040127,NaLiMg30O31,1.6098874343720173,0.4805908368483548,no_data,1,no_data,1,no_data,0.0,no_data,ABC30D31,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.127628178211739,GGA,Li-Mg-Na-O,0.046979579999999,-2.929680024757343,2.376299999999999,4,Orthorhombic,mm2,Pmm2,oxide,"Li, Na",Mg,None,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040140,LiLaMg30O32,1.8691859752647653,0.24410294136624486,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.13321218711491, 0.025666016361005003, 0.0032247055558010003, 0.16254689290899502, 0.20622723053225, 0.007363526669718, 0.030033468549067, 0.16091145234960402]",0.0,0.09114818500516876,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",2.1473371627803677,GGA,La-Li-Mg-O,0.045185827519532006,-3.002951193880208,4.229999999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,None,O,None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040143,LiCeMg30O32,1.8383594888863268,0.27255068903969704,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.087283018569017, 0.026973428994274, 0.001450959312944, 0.106252160638637, 0.173186572756014, 0.005801726998084, 0.029493494803051003, 0.12111925057718301]",0.0,0.06894507658115051,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",2.1468216338488104,GGA,Ce-Li-Mg-O,0.039853721689452004,-3.004077141927083,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,None,"C, O",None,None,Ce,None,"B $\in$ [0.1, 0.5]",Positive B
