material_id,chem_formula,R$_0$,B,Ac_chemenv,num_Ac_chemenvs,Ac_wyckoff,num_Ac_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ac_sites,num_CN_env,num_charge_states,AcX_coordn,AcO_coordn,mean_coordn_Ac-X,min_coordn_Ac-X,max_coordn_Ac-X,mean_coordn_Ac-O,min_coordn_Ac-O,max_coordn_Ac-O,mean_Ac_charge,min_Ac_charge,max_Ac_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_AcO_BondL
mp-11107,Ac2O3,1.991207004762178,0.7583759005632873,Face-capped octahedron,1,2d,1,[2.9878531491935942],0.0,2.9878531491935942,A2B3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Nonmetals",r2SCAN,Ac-O,0.0,-3.629347362999999,3.522599999999999,2,Trigonal,-3m,P-3m1,oxide,,,,,,,O,,,,Ac,"B $\in$ [0.5, 1]",Positive B,2.6260707173686337
