material_id,chem_formula,R$_0$,B,Zr_chemenv,num_Zr_chemenvs,Zr_wyckoff,num_Zr_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Zr_sites,num_CN_env,num_charge_states,ZrX_coordn,ZrO_coordn,mean_coordn_Zr-X,min_coordn_Zr-X,max_coordn_Zr-X,mean_coordn_Zr-O,min_coordn_Zr-O,max_coordn_Zr-O,mean_Zr_charge,min_Zr_charge,max_Zr_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ZrO_BondL
mp-15004,Ca3ZrSi2O9,1.8961619491171149,0.6055932242279838,Octahedron,1,4e,1,[1.146709896476638],0.0,1.146709896476638,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-O-Si-Zr,0.0,-3.538771304166668,4.4939,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Zr,,,Si,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.145862876825356
mp-15093,Zr2P2WO12,1.987494693524116,0.2781421899794161,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-P-W-Zr,0.010301029485303,-3.027998928781511,3.7154,4,Orthorhombic,mmm,Pbcn,oxide,,,"Zr, W",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1051053534349005
mp-1516749,SrEuZr2O6,2.1313566432253195,-0.0303734905906321,Octahedron,1,2e,1,[0.000338447475394],0.0,0.000338447475394,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Eu-O-Sr-Zr,0.032641559000001,-3.618283298499999,0.0,4,Orthorhombic,mmm,Cmmm,oxide,,Sr,Zr,,,,"O, S",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.118962140344545
mp-1520791,BaNaZrBiO6,1.902232301050785,0.5081597191475604,Octahedron,1,4e,1,[0.026057415575843002],0.0,0.026057415575843002,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Bi-Na-O-Zr,0.048030828499999,-2.561719870637931,1.0379,5,Orthorhombic,mmm,Pnnn,oxide,Na,Ba,Zr,,Bi,B,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.1083985221375934
mp-1521105,BaSrCeZrO6,2.0950851658395897,0.1046358007047075,Octahedron,1,"1d, 1g",2,"[0.032143484467519, 0.039419980074982]",0.0,0.035781732271250505,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-O-Sr-Zr,0.028261073999999,-3.602682332,2.2322,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",Zr,,,B,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.137562325202872
mp-1523158,BaCaZr2O6,2.025534393815696,0.2811597054822582,Octahedron,1,2d,1,[0.53656840992618],0.0,0.53656840992618,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-O-Zr,0.039226533249999,-3.615481347,3.5587,4,Orthorhombic,mm2,Imm2,oxide,,"Ca, Ba",Zr,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.130937778098549
mp-15543,NaLiZr(Si2O5)3,1.576478904755236,1.3234235781214057,Octahedron,1,4e,1,[0.324043319683255],0.0,0.324043319683255,ABCD6E15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Li-Na-O-Si-Zr,0.0,-3.240721280196361,5.2494,5,Orthorhombic,mmm,Cmce,oxide,"Li, Na",,Zr,,,Si,"N, O, S",,,,,B > 1,Positive B,2.1131042462961234
mp-16871,K2ZrGe2O7,1.943699360794751,0.4433911471943063,Octahedron,1,2c,1,[0.06834433624347],0.0,0.06834433624347,AB2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-K-O-Zr,0.0,-2.6008527645416653,3.9148,4,Monoclinic,2/m,C2/c,oxide,K,,Zr,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1241060293813714
mp-17208,K2Li14Zr3O14,1.3277943855916452,2.0230695720070155,Octahedron,1,"1a, 2i",2,"[0.28485523357645204, 0.46265910840943103]",0.0,0.37375717099294153,A2B3C14D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Li-O-Zr,0.0,-2.569991883671717,4.356,4,Orthorhombic,mmm,Immm,oxide,"Li, K",,Zr,,,,O,,,,,B > 1,Positive B,2.155568034970006
mp-17468,SrZrSi2O7,1.930870813801268,0.4765626238352518,Octahedron,1,4e,1,[0.330529478284506],0.0,0.330529478284506,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,O-Si-Sr-Zr,0.001081287272727,-3.370442797272729,4.7096,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Zr,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1266722559588978
mp-18449,K2ZrO3,1.822331648442144,1.0838748140135723,Square pyramid,1,4c,1,[2.402074280788299],0.0,2.402074280788299,AB2C3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-O-Zr,0.0,-2.7781002186666672,3.6617,3,Orthorhombic,mmm,Pnma,oxide,K,,Zr,,,,O,,,,,B > 1,Positive B,2.0607198994625344
mp-18492,Na2Zr(MoO4)3,1.8319427220715987,0.6496189314936129,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.074820954440032],0.0,2.074820954440032,AB2C3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-Zr,0.029180129027809,-2.328343660708812,2.7872,4,Monoclinic,2/m,C2/c,oxide,Na,,"Zr, Mo",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.2496872844114657
mp-18984,Na2ZrNi(P2O7)2,1.867214536502243,0.6244428601543683,Octahedron,1,1a,1,[0.47753873691985305],0.0,0.47753873691985305,ABC2D4E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O-P-Zr,0.029844093806814,-2.7248032032422733,3.5821,5,Triclinic,1,P1,oxide,Na,,"Ni, Zr",,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.121527804290795
mp-19187,Na2ZrCo(P2O7)2,1.914994263642556,0.5130150842683249,Octahedron,1,1a,1,[0.36618163481099303],0.0,0.36618163481099303,ABC2D4E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Na-O-P-Zr,0.031286336654047,-2.729934267787729,3.2085,5,Triclinic,1,P1,oxide,Na,,"Co, Zr",,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.123927060604858
mp-20337,ZrPbO3,2.8642873426304702,-1.597715786702106,Octahedron,1,1b,1,[0.41981736853574],0.0,0.41981736853574,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Pb-Zr,0.032542966812499,-2.739253928187514,2.6727,3,Orthorhombic,mm2,Amm2,oxide,,,Zr,,Pb,,"O, P",,,,,B < -1,Negative B,2.139066386468979
mp-2712558,Na2ZrSiSn(PO6)2,1.9012031944401184,0.4879769163013977,Octahedron,1,1a,1,"[0.28980860807145103, 0.393691962628739, 0.302823895688808, 0.17152799347959902, 0.29262186592890005, 0.25395962387193505]",0.0,0.28407232494490536,ABCD2E2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-Si-Sn-Zr,0.037673507473685,-2.845933543967247,3.217199999999999,6,Triclinic,1,P1,oxide,Na,,Zr,,Sn,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.101299379403476
mp-2712564,Na2MgZr3P4(SO12)2,1.910305712375856,0.4637494096500162,Octahedron,1,1a,1,"[0.15187869618025002, 0.211665616507444, 0.24534136508557802, 0.10319745765612401, 0.18246108591360502, 0.19575012888484203, 0.167868152365473, 0.236002153030189, 0.11886767501473901]",0.0,0.1792258145153605,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-S-Zr,0.020055400308638,-2.884500174388798,2.9425,6,Triclinic,1,P1,oxide,Na,Mg,Zr,,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1019811734798344
mp-2712584,NaZrGaP2SO12,2.017622246256775,0.1435236769765018,Octahedron,1,6a,1,[0.061929699967392005],0.0,0.061929699967392005,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Na-O-P-S-Zr,0.03955648828703,-2.660433934296205,3.5557,6,Monoclinic,m,Cc,oxide,Na,,Zr,,Ga,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.077206944415455
mp-2712596,Na2Zr3ZnSi2(SO6)4,1.9416251907869784,0.4158010933902199,Octahedron,1,1a,1,"[0.167216787686566, 0.40549668566578906, 0.24742739170501302, 0.221771822674962, 0.378801565355027, 0.267029291870904, 0.44818074894372706, 0.29246315382522303, 0.382147939686578]",0.0,0.31228170971264324,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Zn-Zr,0.049465026111107,-2.608685828317369,2.4907,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.124135403869297
mp-2712610,Na2Zr3ZnP4(SO12)2,1.9165047657241032,0.4454988169185322,Octahedron,1,1a,1,"[0.11677890736862301, 0.15956147095423, 0.19696942150915903, 0.075357636054329, 0.12705491822911802, 0.12069315107020401, 0.10170284179575101, 0.136477987550731, 0.075137210134871]",0.0,0.12330372718522403,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Zn-Zr,0.026664410458631,-2.787973106935094,3.310199999999999,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1006345076250463
mp-2712624,Na2Zr2Si(PO6)2,1.87861914286646,0.5670173996560581,Octahedron,1,2a,1,"[0.20364951785562302, 0.239465706712628, 0.187022719783721, 0.22384571700102102, 0.19970704261844802, 0.200955303784382]",0.0,0.20910766795930383,AB2C2D2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Zr,0.016276347368416,-3.140645247476019,4.2617,5,Monoclinic,m,Cc,oxide,Na,,Zr,,,Si,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.111033098571461
mp-2712634,NaZrScP2SO12,1.9925792289575104,0.2655815138065407,Octahedron,1,6a,1,[0.13476778446293802],0.0,0.13476778446293802,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Sc-Zr,0.014828578981482,-2.95304232999065,3.8954,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Zr",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1028337993280455
mp-2712638,Na6Mg3ZrP4(SO12)2,1.8064366557616984,0.7191818511564534,Octahedron,1,1a,1,"[0.17756445923716702, 0.16547373062665902, 0.25393713308160804]",0.0,0.1989917743151447,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-S-Zr,0.034892778843748,-2.699200859921183,3.908,6,Triclinic,1,P1,oxide,Na,Mg,Zr,,,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.099865430873643
mp-2712654,Na6Ca3ZrP4(SO12)2,1.8669143129340915,0.6320943101805806,Octahedron,1,1a,1,"[0.27263530912230605, 0.230182827004129, 0.450492477146602]",0.0,0.31777020442434567,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-S-Zr,0.045296405701384,-2.776093514462849,3.7386,6,Triclinic,1,P1,oxide,Na,Ca,Zr,,,,"C, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1254164499847565
mp-2712665,Na3ZrZn3PS5O24,1.9075283418594016,0.4657128277434986,Octahedron,1,1a,1,"[0.17618595438175702, 0.15587591894997002, 0.17083640115241502]",0.0,0.16763275816138068,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Zn-Zr,0.029630199983105,-2.195884431115697,3.6336,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0994161777286884
mp-2712703,Na2CaZr3P4(SO12)2,1.9032724519133863,0.506975483093015,Octahedron,1,1a,1,"[0.334901335588007, 0.185703352015644, 0.468529926823523, 0.376167177976907, 0.21376559769814402, 0.060050285762073004, 0.256787407989751, 0.34861257712026905, 0.136529155018247]",0.0,0.2645607573325072,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-S-Zr,0.034433020254633,-2.910869552212872,3.221,6,Triclinic,1,P1,oxide,Na,Ca,Zr,,,,"C, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.112821670874247
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,Octahedron,1,1a,1,"[0.48994553700763105, 0.44607372973795806, 0.27383356909634604, 0.533201642604046, 0.48428909920963203, 0.272952390233807]",0.0,0.4167159946482368,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-S-Si-Zr,0.039769269256749,-2.527420038005981,2.8138,6,Triclinic,1,P1,oxide,Na,Ca,Zr,,,Si,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.135095854172185
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,no_data,1,no_data,1,no_data,0.0,no_data,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Zn-Zr,0.032219980985359,-2.154911696429404,3.2884,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.107253247867267
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,Octahedron,1,6a,1,[0.250678994820465],0.0,0.250678994820465,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Y-Zr,0.047694836446758,-2.954535489249909,3.6672,6,Monoclinic,m,Cc,oxide,Na,,"Y, Zr",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1374489491095052
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,Octahedron,1,6a,1,[0.173393890866808],0.0,0.173393890866808,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-P-S-Zr,0.02075964050926,-2.643681599064724,3.854299999999999,6,Monoclinic,m,Cc,oxide,Na,,Zr,,In,,"N, O, P, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1113303390635996
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,Octahedron,1,1a,1,"[0.404771688989769, 0.559387030614232, 0.34350521423047004, 0.201077224896952, 0.407815203611027, 0.288780507757802]",0.0,0.3675561450167087,ABCD2E2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ti-Zr,0.031455493563155,-3.076822898090053,2.5704,6,Triclinic,1,P1,oxide,Na,,"Ti, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.108317310057606
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,Octahedron,1,1a,1,"[0.24086480036739003, 0.30919652100912504, 0.26254990682129503, 0.19895929682181301, 0.25608365325535004, 0.23278007788631702]",0.0,0.2500723760268817,ABCD2E2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Si-Zr,0.015292430833332,-3.179809052826895,4.2804,6,Triclinic,1,P1,oxide,Na,,"Zr, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1062737934513382
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,Octahedron,1,1a,1,"[0.198848835460388, 0.184636498621873, 0.190004355753877, 0.205109885014627, 0.210104386913183, 0.29234149426068]",0.0,0.21350757600410467,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-S-Si-Zr,0.024644673436927,-2.42775149683481,2.6574,6,Triclinic,1,P1,oxide,Na,Mg,Zr,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1062711163645815
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,Octahedron,1,6a,1,[0.037828330749183],0.0,0.037828330749183,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-S-Zr,0.044520032546287,-2.831304444620279,4.2007,6,Monoclinic,m,Cc,oxide,Na,,Zr,,Al,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0670371455320637
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,Octahedron,1,2a,1,"[0.054295154166589005, 0.04530752804924101, 0.08004261945206301]",0.0,0.059881767222631006,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-O-P-S-Zr,0.022768702598039,-2.437370500028012,3.5631,5,Monoclinic,m,Cc,oxide,,,Zr,,Ga,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0770506083341322
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,Octahedron,1,1a,1,"[0.430483809026023, 0.22278608378592402, 0.45785321356505104, 0.303517111742867, 0.25113534968726503, 0.404536312843124, 0.18578381137055502, 0.284778505423654, 0.341165271607335]",0.0,0.320226607672422,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Ta-Zr,0.018665053638216,-3.11794971195907,3.6914,5,Triclinic,1,P1,silicate,Na,,"Zr, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.113563057148887
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,Octahedron,1,6a,1,[0.18520578039594102],0.0,0.18520578039594102,ABCD2E2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-Si-Zr,0.042339743517542,-3.060393475389553,2.6761,6,Monoclinic,m,Cc,oxide,Na,,"Zr, Nb",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0913755774122538
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8935013258232551,0.5169433722509158,Octahedron,1,1a,1,"[0.342422859227605, 0.239440044571283, 0.23932099169749801, 0.418360347363175, 0.24623965185173702, 0.43722953604979004]",0.0,0.32050223846018133,A2B2C3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ta-Zr,0.019731264234232,-3.144932310704501,3.6702,6,Triclinic,1,P1,oxide,Na,,"Zr, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1079452429905383
mp-2712839,Zr2In2SiS5O24,1.9551629375159767,0.3587156317788674,Octahedron,1,1a,1,"[0.092040666190128, 0.103473195798555, 0.19403820466484903, 0.092949235646766, 0.16534028261028103, 0.09756131551136801]",0.0,0.12423381673699119,AB2C2D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-S-Si-Zr,0.017034875294116,-2.339855662720588,3.0538,5,Triclinic,1,P1,oxide,,,Zr,,In,Si,"O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.114630322684963
mp-2712853,ZrScP(SO6)2,1.976034855779942,0.3080217823511591,Octahedron,1,2a,1,"[0.043623664520372, 0.041040183387949, 0.070542371983786]",0.0,0.051735406630702335,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-S-Sc-Zr,0.015881007058823,-2.761094645861345,3.9274999999999993,5,Monoclinic,m,Cc,oxide,,,"Sc, Zr",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1054343518334884
mp-2712857,CaZr3SiS5O24,1.962295105839156,0.375848572045432,Octahedron,1,1a,1,"[0.143976414652863, 0.13105002818553002, 0.057621861702962004, 0.24342558127259503, 0.150306114607965, 0.25055725074559904, 0.138238254176018, 0.025693705543492002, 0.15774826606557601]",0.0,0.14429083077251115,ABC3D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-O-S-Si-Zr,0.001595398529413,-2.633461783799019,2.562599999999999,5,Triclinic,1,P1,oxide,,Ca,Zr,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1290360315721437
mp-2712895,Zr2Ga2SiS5O24,1.950376414702332,0.3271579535153647,Octahedron,1,1a,1,"[0.12150745630776301, 0.11373895881484201, 0.25079112924554203, 0.09797419435455999, 0.23653926189906402, 0.10348248173418201]",0.0,0.15400558039265885,AB2C2D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-O-S-Si-Zr,0.025954368823529,-2.341033709240196,2.8252,5,Triclinic,1,P1,oxide,,,Zr,,Ga,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0958218665489543
