material_id,chem_formula,R$_0$,B,Eu_chemenv,num_Eu_chemenvs,Eu_wyckoff,num_Eu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Eu_sites,num_CN_env,num_charge_states,EuX_coordn,EuO_coordn,mean_coordn_Eu-X,min_coordn_Eu-X,max_coordn_Eu-X,mean_coordn_Eu-O,min_coordn_Eu-O,max_coordn_Eu-O,mean_Eu_charge,min_Eu_charge,max_Eu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_EuO_BondL
mp-1196233,EuAl3(PbO4)2,2.06732655706893,0.4319685518926794,Hexagonal bipyramid,1,4c,1,[1.1949545506667891],0.0,1.1949545506667891,AB2C3D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-Eu-O-Pb,0.042022671089288,-2.849076464464285,0.078399999999999,4,Cubic,m-3m,Pn-3m,oxide,,,,,"Al, Pb",,"O, P",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.509648483749026
mp-1197271,EuV2IO9,2.42746108558154,0.1020398879622751,Square-face monocapped antiprism,1,4d,1,[2.602475579301354],0.0,2.602475579301354,ABC2D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-I-O-V,0.008577243269229,-2.128869826346154,0.0,4,Orthorhombic,mmm,Pbcm,hypoiodite,,,V,,,,O,I,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.541672385147134
mp-1198609,EuV(SeO4)2,2.497515326041999,0.0300655525595003,"Tricapped triangular prism (three square-face caps), Square-face monocapped antiprism",2,2e,1,"[4.382415671036713, 3.9318386436083763]",0.0,4.157127157322545,ABC2D8,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-O-Se-V,0.0,-2.004119640598959,0.0,4,Monoclinic,2/m,P2_1/m,oxide,,,V,,,,"O, S, Se",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5365832311611105
mp-1198666,Rb7EuFe6(P4O17)2,2.212658584432554,0.1945041740327072,Octahedron,1,1h,1,[0.31026486624425104],0.0,0.31026486624425104,AB6C7D8E34,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Fe-O-P-Rb,0.0,-2.499969348475765,0.006899999999999,5,Triclinic,-1,P-1,oxide,Rb,,Fe,,,,"O, P",F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.3483645263369977
mp-1198799,K2EuSi4O10F,2.246292836433145,0.1085502764767183,Octahedron,1,4f,1,[0.24280417352104103],0.0,0.24280417352104103,ABC2D4E10,1,1,1,[6.0],[4.0],6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Eu-F-K-O-Si,0.0,-3.176592283305555,0.098099999999999,5,Monoclinic,2/m,P2_1/m,fluoride,K,,,,,Si,"O, S",F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.3143080889090406
mp-1199066,Eu4B4O11F2,2.4608100067490577,0.1098641798089544,"Square-face bicapped square antiprism, Square-face monocapped antiprism",2,4f,1,"[2.226917911741893, 1.864590012273664]",0.0,2.0457539620077787,A2B4C4D11,2,2,1,"[9.0, 10.0]","[6.0, 9.0]",9.5,9.0,10.0,7.5,6.0,9.0,3.0,3.0,3.0,2.0,2,2,"O2-, F-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Eu-F-O,0.015571090714287,-3.166867070793651,0.0,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,O,F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.540933133428601
mp-1199668,K2EuNb5O15,2.4111307616240474,0.211859847654965,Cuboctahedron,1,2b,1,[0.072191488065052],0.0,0.072191488065052,AB2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Eu-K-Nb-O,0.027420214257274,-2.99681933128261,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Nb,,,,"N, O",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.7068355130862627
mp-1201130,EuNb2O6,2.645269474937693,-0.0304332409429721,Square-face bicapped trigonal prism,1,4e,1,[2.11297683614036],0.0,2.11297683614036,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-Nb-O,0.0,-3.234421745000001,0.155199999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,Nb,,,,"N, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.586587618864724
mp-1201372,LiSmEu2O4,2.1581790104839604,0.3979214429820612,Square-face capped trigonal prism,1,4c,1,"[1.522362003881504, 1.451347472654426]",0.0,1.486854738267965,ABC2D4,1,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Eu-Li-O-Sm,0.022182618203125,-3.132938409166668,0.1092,4,Orthorhombic,mmm,Pnma,oxide,Li,,,,,,"O, S",,,"Sm, Eu",,"B $\in$ [0.1, 0.5]",Positive B,2.617520089546787
mp-1202692,Eu5B3ClO9,2.1231194158598337,0.3922276406801025,"Tricapped triangular prism (three square-face caps), Square-face bicapped trigonal prism",2,"2a, 4c, 2b",3,"[3.169752408853634, 4.722621778676572, 2.733886294420575, 2.450257826682843]",0.0,3.2691295771584064,AB3C5D9,2,3,1,"[8.0, 9.0, 8.0]","[6.0, 7.0, 8.0]",8.333333333333334,8.0,9.0,7.0,6.0,8.0,2.0,2.0,2.0,1.6666666666666667,1,2,"O2-, Cl-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-Eu-O,0.0,-3.153474548472225,0.2876,4,Orthorhombic,222,C222_1,hypochlorite,,,,,,B,"C, O",Cl,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.6629861746282284
mp-1203461,Rb2EuGa(SiO3)4,1.6549101128344557,0.9636258858284495,Pentagonal bipyramid,1,4f,1,[1.013227390314948],0.0,1.013227390314948,ABC2D4E12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Eu-Ga-O-Rb-Si,0.000497207250015,-3.026163265374999,0.662299999999999,5,Monoclinic,2/m,C2/c,oxide,Rb,,,,Ga,Si,"O, S",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.4619345578104608
mp-1203965,KEuH2S2O9,2.4798794830044297,0.0439380978992027,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.05753325954777],0.0,2.05753325954777,ABC2D2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Eu-H-K-O-S,0.0,-2.151632851316667,0.196299999999999,5,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, O, S",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5249535012000695
mp-1204938,EuCrHO5,2.1213531709911004,0.3813898743698302,Square antiprism,1,4e,1,"[1.125477097111822, 0.9479885175162841]",0.0,1.0367328073140532,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Eu-H-O,0.01455370234375,-2.10323979015625,0.0004,4,Monoclinic,2/m,P2_1/c,oxide,,,Cr,,,,"H, C, O",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.490319685875256
mp-1208871,Sr2EuBiO6,2.400445049706605,-0.1216690545855139,Octahedron,1,2d,1,[0.148307549346459],0.0,0.148307549346459,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Eu-O-Sr,0.036532644499987,-2.625174678000001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,,,Bi,B,"O, S",,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.3159279683878164
mp-1209361,RbEu(MoO4)2,2.73023895002713,-0.2131780452756118,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.509695694949932],0.0,1.509695694949932,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Mo-O-Rb,0.020194844687495,-2.337285932708334,0.0,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.493180672322308
mp-1209558,RbEu(WO4)2,2.649198554600908,-0.1088200133426545,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.884781916087162],0.0,1.884781916087162,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-O-Rb-W,0.015336209479167,-2.476119666875,0.0,4,Monoclinic,2/m,C2/c,oxide,Rb,,W,,,,O,,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.5083563609527095
mp-1210044,NdEu2BeO5,3.187429586571896,-0.4816342203818872,Tricapped triangular prism (three square-face caps),1,8d,1,[2.095163993544651],0.0,2.095163993544651,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Eu-Nd-O,0.000269468194442,-3.3907701363888902,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Be,,,,B,"N, O",,,"Nd, Eu",,"B $\in$ [-1, -0.1]",Negative B,2.6168417913016415
mp-1211491,KEu(CO3)2,1.7664824188974155,0.7755304929113505,Square antiprism,1,2e,1,[2.749495740070298],0.0,2.749495740070298,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Eu-K-O,0.0,-2.374421861225001,0.0,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.489798284851248
mp-1211786,Li6Eu(BO3)3,2.250534113137325,0.2396157545946232,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[4.289571804866467],0.0,4.289571804866467,AB3C6D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Eu-Li-O,0.02693527138158,-2.708959493421052,0.1316,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,,,,,B,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4702028093574624
mp-1212166,LiEu(WO4)2,2.3946927457242326,-0.0626239109388012,Octahedron,1,2f,1,[1.2709844158987451],0.0,1.2709844158987451,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Li-O-W,0.02948413890625,-2.4697984423611112,0.0,4,Monoclinic,2/m,P2/c,oxide,Li,,W,,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3479289627207005
mp-1212253,LiEu(MoO4)2,2.4788522958459493,-0.1471245028990004,Octahedron,1,2f,1,[1.190968581862355],0.0,1.190968581862355,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Li-Mo-O,0.021816242187481,-2.323269312777778,0.0,4,Monoclinic,2/m,P2/c,oxide,Li,,Mo,,,,O,,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.369004342722214
mp-1212596,Eu2B2O5,2.307129030535892,0.2281781176387352,"Face-capped octahedron, Square-face capped trigonal prism",2,4e,1,"[6.732050972091569, 3.4855255405614463]",0.5,5.108788256326507,A2B2C5,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Eu-O,0.0,-3.142628444814816,0.0819,3,Monoclinic,2/m,P2_1/c,diborate,,,,,,B,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.5749759381006783
mp-1212775,EuTl(WO4)2,2.636318072673248,-0.1013279160047677,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.8291464604979262],0.0,1.8291464604979262,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Eu-O-Tl-W,0.0,-2.309999132361112,0.0,4,Monoclinic,2/m,C2/c,oxide,,,W,,Tl,,O,,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.501539645159755
mp-1212781,Eu5P3O12F,2.161877875170663,0.3772675492207404,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,"6h, 4f",2,"[3.112812651164175, 2.003882369390109]",0.0,2.558347510277142,AB3C5D12,2,2,1,"[7.0, 9.0]","[6.0, 9.0]",8.0,7.0,9.0,7.5,6.0,9.0,2.0,2.0,2.0,1.5,1,2,"O2-, F-","Halogens, Lanthanides, Nonmetals",GGA,Eu-F-O-P,0.0,-3.341644417329932,0.390699999999999,4,Hexagonal,6/m,P6_3/m,fluoride,,,,,,,"O, P",F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.663561303542182
mp-1212797,Eu4Ti3O10,2.864699393225924,-0.0673199640597611,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",2,2e,1,"[3.466367352304152, 0.004242705192472]",0.0,1.735305028748312,A3B4C10,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-O-Ti,0.003255618823528,-3.512420362352943,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,Ti,,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.73457815456939
mp-1212818,Eu5P3O13,2.0673469854367754,0.4432191941947981,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,"6h, 4f",2,"[3.051591062762802, 2.185065138727946]",0.0,2.618328100745374,A3B5C13,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,2.2,2.2,2.2,1.0,1,1,Eu2.20+-O2-,"Lanthanides, Nonmetals",GGA,Eu-O-P,0.0,-3.317399985663267,0.0,3,Hexagonal,6/m,P6_3/m,oxide,,,,,,,"O, P",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.6240848472982727
mp-1212877,Eu3V2O7,2.767562035741574,-0.0220203974009916,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",2,"1b, 2e",2,"[3.033771774721323, 0.024431281184623004]",0.0,1.529101527952973,A2B3C7,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-O-V,0.042546898802102,-3.000047516666669,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,V,,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7052112325413296
mp-1212916,Eu3Al2O7,2.421678741769122,0.1328541432206825,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",2,"1b, 2e",2,"[3.113718941056829, 0.025387349178303]",0.0,1.569553145117566,A2B3C7,2,2,2,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.5,2.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-Eu-O,0.042369717708341,-3.384109503333332,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,,,Al,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.601536392670166
mp-1212973,Eu3Ti2O7,2.883478180941576,-0.0823975668325972,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",2,"1b, 2e",2,"[3.371632015734585, 0.00027387608875100003]",0.0,1.685952945911668,A2B3C7,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-O-Ti,0.000271712916687,-3.49755177138889,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,Ti,,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7196696762132784
mp-1213000,EuAg(WO4)2,2.528043020530313,-0.0401005433457897,Square antiprism,1,2g,1,[1.286781526373243],0.0,1.286781526373243,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ag-Eu-O-W,0.027104869583338,-2.190667383055556,0.0,4,Monoclinic,2/m,C2/m,oxide,,,"Ag, W",,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4855941491288793
mp-1213012,Eu(PO3)3,1.8928557578434384,0.6126580201670911,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[0.571972430696128],0.0,0.571972430696128,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Eu-O-P,0.0,-2.862485250302199,0.0,3,Orthorhombic,222,C222_1,phosphite,,,,,,,"O, P",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.449960422440954
mp-1213245,CsEu(MoO4)2,2.7870572924962214,-0.2305575295064469,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.5974507079842541],0.0,1.5974507079842541,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Eu-Mo-O,0.04179994739583,-2.320983770804599,0.0,4,Monoclinic,2/m,C2/c,oxide,Cs,,Mo,,,,"C, O",,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.532531616822043
mp-1213281,Eu2MoO6,2.25848376088795,0.1937564494727892,"Square antiprism, Cube",2,"4f, 2e",2,"[2.8042463500679222, 1.316919368012596, 3.194351655169911]",0.0,2.4385057910834766,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-Mo-O,0.035005168055553,-2.7361915100000003,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4451132635642234
mp-1213294,EuMg(BO2)5,2.026836365876429,0.4704474398641711,Square-face bicapped square antiprism,1,4e,1,[4.333749196190297],0.0,4.333749196190297,ABC5D10,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Eu-Mg-O,0.007094926740183,-2.977649124607843,0.011699999999999,4,Monoclinic,2/m,P2_1/c,metaborate,,Mg,,,,B,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.5454880182298942
mp-1213305,Eu2Ta2O7,2.350600968715653,0.2638748246379834,"Cuboctahedron, Face-capped octahedron",2,2a,1,"[8.290520361184079, 0.633191229488807]",0.5,4.461855795336443,A2B2C7,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-O-Ta,0.003620600454539,-3.467229016787878,0.0,3,Orthorhombic,mm2,Cmc2_1,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.719748525629964
mp-1213312,CsEu(WO4)2,2.725944406287307,-0.2061946612553657,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.061754133950963],0.0,2.061754133950963,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cs-Eu-O-W,0.012390114427086,-2.457900823721265,0.0,4,Monoclinic,2/m,C2/c,oxide,Cs,,W,,,,"C, O",,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.4922629795452353
mp-1213318,EuUO3,0.1003039279739669,2.042510475969775,Square-face bicapped trigonal prism,1,4c,1,[2.070073804094864],0.0,2.070073804094864,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",GGA,Eu-O-U,0.019482792500015,-3.4801527695,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,,,,,O,,,Eu,U,B > 1,Positive B,2.727055230475223
mp-1213368,EuCu(WO4)2,2.550567645969994,0.003923873580652,Square antiprism,1,2i,1,[2.6243262648711543],0.0,2.6243262648711543,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Eu-O-W,0.013056203541667,-2.2458249966666672,0.0,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5465486036594553
mp-1213374,CsEu(MoO4)2,2.09308057390951,0.3946099103059432,Square antiprism,1,2e,1,[0.68441477840081],0.0,0.68441477840081,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Eu-Mo-O,0.009714284062496,-2.353069434137932,0.0,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4856847131013273
mp-1213410,Eu3Ta5O15,2.9841663380556915,-0.1350810406024992,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",2,"4h, 2b",2,"[4.067974147969486, 0.065201920179678]",0.0,2.066588034074582,A3B5C15,2,2,1,"[12.0, 7.0]","[12.0, 7.0]",9.5,7.0,12.0,9.5,7.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-O-Ta,0.048668816523173,-3.393379473768116,0.0,3,Tetragonal,4/mmm,P4/mbm,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.768854409768134
mp-1213558,Eu2Hf2(MoO4)7,2.077638861401341,0.3689503656455752,Square-face bicapped trigonal prism,1,4f,1,[0.9841592939391981],0.0,0.9841592939391981,A2B2C7D28,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Hf-Mo-O,0.0,-2.465989782692307,0.3594,4,Monoclinic,2/m,C2/c,oxide,,,"Mo, Hf",,,,"H, O",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4412835966501465
mp-1213631,Eu2B4O9,2.1469053449726005,0.3805910185989919,"Diminished icosahedron, Tricapped triangular prism (three square-face caps), Square antiprism, Square-face monocapped antiprism",4,4f,1,"[3.373885970088258, 3.080037233916539, 4.435006528873116, 3.586576192653867, 5.966616225968059]",0.2,4.088424430299968,A2B4C9,4,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Eu-O,0.018881749222224,-2.994879976444445,0.0,3,Monoclinic,2/m,C2/c,oxide,,,,,,B,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.565541467301725
mp-1215052,Ba2EuV3O11,1.5089966951611955,1.0577959771091796,Square antiprism,1,4e,1,[2.24705261071245],0.0,2.24705261071245,AB2C3D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Eu-O-V,0.015897707794119,-2.8782428438235312,0.035099999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Ba,V,,,B,O,,,Eu,,B > 1,Positive B,2.538990759836339
mp-1220624,Nd2EuBeO5,0.7215466152665411,1.2911487735878924,Tricapped triangular prism (three square-face caps),1,4a,1,[2.139477819804653],0.0,2.139477819804653,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Eu-Nd-O,0.011903127777777,-3.4725739169444463,0.3672,4,Orthorhombic,mm2,Pna2_1,oxide,,Be,,,,B,"N, O",,,"Nd, Eu",,B > 1,Positive B,2.628553654547121
