material_id,chem_formula,R$_0$,B,Si_chemenv,num_Si_chemenvs,Si_wyckoff,num_Si_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Si_sites,num_CN_env,num_charge_states,mean_coordn_Si-X,min_coordn_Si-X,max_coordn_Si-X,mean_coordn_Si-O,min_coordn_Si-O,max_coordn_Si-O,mean_Si_charge,min_Si_charge,max_Si_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_SiO_BondL,SiX_coordn,SiO_coordn
mp-1019518,Ba2CaSi4(BO7)2,1.6391630824271035,0.2931768452983078,Tetrahedron,1,8j,1,[0.11068418292257293],0.0,0.11068418292257293,AB2C2D4E14,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-Ca-O-Si,0.0,-3.309788640144927,4.8764,5,Tetragonal,-42m,I-42m,oxide,,"Ca, Ba",,,,"B, Si","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.638154097270882,[4.0],[4.0]
mp-1019523,Ba3NaY3(Si3O10)2,1.6470839622864424,0.3400532370627506,Tetrahedron,1,"2b, 4c",2,"[0.24639939211295075, 0.2910162569464341, 0.16129590871261618, 0.4080010322993357]",0.0,0.2766781475178342,AB3C3D6E20,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Na-O-Si-Y,0.0,-3.486692405496344,4.7986,5,Orthorhombic,mm2,Ama2,oxide,Na,Ba,Y,,,"B, Si","N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6469253044329104,[4.0],[4.0]
mp-1019526,Ba3Si2(B3O8)2,1.6431849889568793,0.1673701720294322,Tetrahedron,1,2i,1,[0.16710946107317554],0.0,0.16710946107317554,A2B3C6D16,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-O-Si,0.0,-3.1493520072222214,5.4031,4,Triclinic,-1,P-1,oxide,,Ba,,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6432321753395254,[4.0],[4.0]
mp-1019531,BaAl2Si3(NO)4,1.5831545165799976,1.9493760176839885,Tetrahedron,1,"2a, 4b",2,"[0.13460740637163138, 0.1537388589066285]",0.0,0.14417313263912995,AB2C3D4E4,1,1,1,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2,2,"N3-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-N-O-Si,0.0,-2.381240046428572,3.5521000000000003,5,Orthorhombic,mm2,Cmc2_1,oxide,,Ba,,,Al,"B, Si","N, O, S",,,,,B > 1,Positive B,1.6739956059087555,[4.0],[1.0]
mp-1019533,Ba9Y2(SiO4)6,1.653250699298789,0.1898900421481816,Tetrahedron,1,6f,1,[0.14191555853044535],0.0,0.14191555853044535,A2B6C9D24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Si-Y,0.0053502997865768,-3.4416693685365845,4.5047,4,Trigonal,-3,R-3,silicate,,Ba,Y,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6546810137486547,[4.0],[4.0]
mp-1019535,BaAl2(SiO4)2,1.6384675973668217,0.3252294288454585,Tetrahedron,1,2d,1,[0.03445500931362027],0.0,0.03445500931362027,AB2C2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-O-Si,0.0046539800000005,-3.446998751538461,4.911300000000001,4,Trigonal,-3,P-3,silicate,,Ba,,,Al,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.639272103792189,[4.0],[4.0]
mp-1019537,BaAlSi4N5O3,1.663042662302523,0.259782399484419,Tetrahedron,1,"2a, 4b",2,"[0.14083652459473697, 0.10618025671274363, 0.07026582690265094]",0.0,0.10576086940337719,ABC3D4E5,1,2,1,4.0,4.0,4.0,1.0,0.0,1.0,4.0,4.0,4.0,1.5,1,2,"N3-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-N-O-Si,0.0368108280462617,-2.068027145178571,3.2165,5,Orthorhombic,mm2,Cmc2_1,oxide,,Ba,,,Al,"B, Si","N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6467764655569432,[4.0],"[0, 1.0]"
mp-1019546,BaY4Si5O17,1.647218855252931,0.3542133047809334,Tetrahedron,1,"2e, 4f",2,"[0.04236126182615105, 0.10687269576164686, 0.03569948131135282]",0.0,0.06164447963305023,AB4C5D17,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Si-Y,0.0051847046604951,-3.614151349351852,4.8104,4,Monoclinic,2/m,P2_1/m,oxide,,Ba,Y,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6478573699896208,[4.0],[4.0]
mp-1019549,BaMg2Si2O7,1.632427209335215,0.3890336372789005,Tetrahedron,1,4f,1,"[0.22144452995232672, 0.2642195371372497]",0.0,0.24283203354478822,AB2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",R2SCAN,Ba-Mg-O-Si,0.0,-3.292188313750001,4.5563,4,Monoclinic,2/m,C2/c,oxide,,"Mg, Ba",,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6328855903156891,[4.0],[4.0]
mp-1019558,BaSr2Mg(SiO4)2,1.649002359441302,0.4450626105405213,Tetrahedron,1,2d,1,[0.12293325660762923],0.0,0.12293325660762923,ABC2D2E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-Mg-O-Si-Sr,0.0,-3.3742351275,4.759,5,Trigonal,-3m,P-3m1,silicate,,"Mg, Sr, Ba",,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6493698359344804,[4.0],[4.0]
mp-1019568,CaAl2SiO6,1.6474606773173666,0.2288581096477418,Tetrahedron,1,1a,1,"[0.21617790213509963, 0.26278823503927934, 0.25103085347620074, 0.27892685865634925]",0.0,0.25223096232673226,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Si,0.0334938242777571,-3.411549716000001,4.596000000000001,4,Triclinic,1,P1,oxide,,Ca,,,Al,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.648158526518017,[4.0],[4.0]
mp-1019570,Ca8Si5O18,1.6552685883424971,0.3540065774411092,Tetrahedron,1,"8d, 4c",2,"[0.2046189509305804, 0.2975490552676567, 0.09709196806765522]",0.0,0.19975332475529742,A5B8C18,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-O-Si,0.0005519809408607,-3.3245908465591394,4.545,3,Orthorhombic,mmm,Pbcn,oxide,,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6569974596551873,[4.0],[4.0]
mp-1019572,CaAl2SiO6,1.648223738621669,0.2176945437979945,Tetrahedron,1,1a,1,"[0.21045558355133626, 0.3286471976293831, 0.22664381811200326, 0.2529125750862521]",0.0,0.2546647935947437,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Si,0.0336924493888695,-3.40877183975,4.549800000000001,4,Triclinic,1,P1,oxide,,Ca,,,Al,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6489238498510084,[4.0],[4.0]
mp-1019573,CaAl2SiO6,1.6470187985025344,0.1109333146508712,Tetrahedron,1,1a,1,"[0.2285118881709412, 0.2599293257309943, 0.19255790570688328, 0.22471789774958167]",0.0,0.2264292543396001,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Si,0.0169395156388691,-3.4255247735,4.619100000000001,4,Triclinic,1,P1,oxide,,Ca,,,Al,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6472168741466076,[4.0],[4.0]
mp-1019583,CaAl2SiO6,1.6530861329021591,0.2915179083425828,Tetrahedron,1,4e,1,[0.27235705119485537],0.0,0.27235705119485537,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Si,0.0492495236388697,-3.3932147655,4.291799999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,Al,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.651187249568895,[4.0],[4.0]
mp-1019584,CaAl2SiO6,1.6475173494303643,0.1308372106842222,Tetrahedron,1,4g,1,[0.23596057805055126],0.0,0.23596057805055126,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Si,0.0167911771388693,-3.425673112,4.605699999999999,4,Monoclinic,2/m,P2/c,oxide,,Ca,,,Al,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6477178078084345,[4.0],[4.0]
mp-1019586,CaAl2SiO6,1.6451092348915792,0.1090654705513234,Tetrahedron,1,2c,1,[0.22383792031768923],0.0,0.22383792031768923,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Si,0.0168240496388696,-3.4256402394999994,4.536299999999999,4,Monoclinic,2,C2,oxide,,Ca,,,Al,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.645296553869757,[4.0],[4.0]
mp-1019610,Cs2MgSi5O12,1.6365775678281096,0.4772395662588147,Tetrahedron,1,8c,1,"[0.11146290185940115, 0.08501240037656371, 0.17804536064282275, 0.16858206684802265, 0.1758941968798488]",0.0,0.14379938532133182,AB2C5D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Cs-Mg-O-Si,0.0,-3.1358488169030165,4.5828,4,Orthorhombic,mmm,Pbca,oxide,Cs,Mg,,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6373171460746463,[4.0],[4.0]
mp-1019713,Cs4Si3O8,1.652551670016083,0.5763119280559856,Tetrahedron,1,2i,1,"[0.04883224118857722, 0.10274567761766511, 0.051215756491831285, 0.05035671081005434, 0.09614091334575368, 0.049312462566233284]",0.0,0.06643396033668582,A3B4C8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Cs-O-Si,0.0,-2.792285336074713,3.658,3,Triclinic,-1,P-1,oxide,Cs,,,,,Si,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.653950783123614,[4.0],[4.0]
mp-1019719,CsSi2BO6,1.6325675071333836,0.4231866539328486,Tetrahedron,1,16g,1,[0.19514372333951382],0.0,0.19514372333951382,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-O-Si,0.0,-3.0508567975071843,5.258900000000001,4,Tetragonal,4/mmm,I4_1/acd,oxide,Cs,,,,,"B, Si","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.63257933606856,[4.0],[4.0]
mp-1019735,BaNaEu(SiO3)3,1.6510219068311376,0.5060644419612158,Tetrahedron,1,4a,1,"[0.12294479274500532, 0.16806965264221765, 0.12544185246249057]",0.0,0.13881876594990453,ABCD3E9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Eu-Na-O-Si,0.0244163500833334,-3.210442276925288,0.0024999999999999,5,Orthorhombic,222,P2_12_12_1,oxide,Na,Ba,,,,"B, Si","N, O, S",,,Eu,,"B $\in$ [0.5, 1]",Positive B,1.652081439091224,[4.0],[4.0]
mp-1019744,K2Al2Si3O10,1.6372030400149362,0.1996316669151315,Tetrahedron,1,"2a, 4b",2,"[0.13461928788885422, 0.04138429799475908]",0.0,0.08800179294180666,A2B2C3D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-K-O-Si,0.0179984809558817,-3.1880472629117653,4.3747,4,Orthorhombic,mm2,Fdd2,oxide,K,,,,Al,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6377699960574932,[4.0],[4.0]
mp-1019745,K2Ca3Si3O10,1.6480833430435675,0.5105902096386306,Tetrahedron,1,"4f, 2e",2,"[0.2030530700446506, 0.1879429857654659]",0.0,0.19549802790505824,A2B3C3D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-K-O-Si,0.0145612611747658,-3.192536097472223,4.7685,4,Monoclinic,2/m,C2/c,oxide,K,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.6486123942432036,[4.0],[4.0]
mp-1019746,K2Ca4Si8O21,1.6413831898948772,0.3432325166516686,Tetrahedron,1,2i,1,"[0.20193264102106784, 0.26919633667015996, 0.1429525336080496, 0.19506630269964315]",0.0,0.20228695349973014,A2B4C8D21,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-K-O-Si,0.0,-3.2851154160571427,4.3804,4,Triclinic,-1,P-1,oxide,K,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6425482513340517,[4.0],[4.0]
mp-1019747,K2Ca3Si3O10,1.6500308099949317,0.4873364862985574,Tetrahedron,1,2i,1,"[0.06457294960426557, 0.027358682256818166, 0.1529484329600165]",0.0,0.08162668827370008,A2B3C3D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-K-O-Si,0.0049490028414327,-3.202148355805555,4.1123,4,Triclinic,-1,P-1,oxide,K,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6504260678663296,[4.0],[4.0]
mp-1019774,K2CeAl(SiO3)4,1.6402432880704445,0.2816456889019228,Tetrahedron,1,4f,1,"[0.13289645521001156, 0.13654964350878362, 0.12208156072376296, 0.1352731496580986]",0.0,0.1317002022751642,ABC2D4E12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ce-K-O-Si,0.0,-3.257767514225,0.2709000000000001,5,Monoclinic,2/m,C2/c,oxide,K,,,,Al,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,1.6407169363994318,[4.0],[4.0]
mp-1019779,K2Mg2Si2O7,1.6630832441435668,0.5591634677355282,Tetrahedron,1,2e,1,[0.19478915801216487],0.0,0.19478915801216487,A2B2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,K-Mg-O-Si,0.0348851383974349,-2.927059254384614,4.6783,4,Trigonal,-3m,P-31m,oxide,K,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.6638882832659323,[4.0],[4.0]
mp-1019785,K2Si(S2O7)3,1.8117832739799595,-0.1107069480803863,Octahedron,1,4e,1,[0.10907890148998381],0.0,0.10907890148998381,AB2C6D21,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,K-O-S-Si,0.0,-1.972805788816666,5.0725,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,,Si,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.7668049991606665,[6.0],[6.0]
mp-1019792,K2ZrSi2O7,1.6412307101449095,0.4802752673872324,Tetrahedron,1,"2i, 4j",2,"[0.11780981630400221, 0.11171868415408073, 0.12610146158185323, 0.12487466269060746, 0.12314693858568937, 0.17493079835979283]",0.0,0.1297637269460043,AB2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-O-Si-Zr,0.0021791367708337,-3.1814549619374994,4.520300000000001,4,Monoclinic,2/m,C2/m,oxide,K,,Zr,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6425687686399535,[4.0],[4.0]
mp-1019889,KSi2BO6,1.6357488852432671,0.4957540012497891,Tetrahedron,1,4a,1,"[0.07739952305716902, 0.020910196775484412]",0.0,0.04915485991632672,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-K-O-Si,0.0,-3.049300972391665,5.3234,4,Orthorhombic,222,P2_12_12_1,oxide,K,,,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.635507388809495,[4.0],[4.0]
mp-1020009,Li2Ca2Si2O7,1.6516954875894547,0.2909793470377063,Tetrahedron,1,12c,1,[0.1086189803003382],0.0,0.1086189803003382,A2B2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-Li-O-Si,0.0100060007051281,-3.190276335961538,4.7378,4,Hexagonal,622,P6_122,oxide,Li,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6534960430828214,[4.0],[4.0]
mp-1020023,Li3AlSiO5,1.654678705945558,0.4421504002999435,Tetrahedron,1,4a,1,[0.06800039368835664],0.0,0.06800039368835664,ABC3D5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Li-O-Si,0.0,-2.972560550750001,4.4558,4,Orthorhombic,mm2,Pna2_1,oxide,Li,,,,Al,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.656109861591848,[4.0],[4.0]
mp-1020115,MgSiO3,1.6487470773285355,0.3070756334960175,Tetrahedron,1,2a,1,"[0.26682377694020626, 0.26045933252523773, 0.3062638934555983, 0.17070756002943094, 0.42134729327146364, 0.177322689174103, 0.33488552577072256, 0.37033301165225685]",0.0,0.28851788535237743,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0127834141666696,-3.2156723505,4.535,3,Monoclinic,m,Pc,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.650021327772519,[4.0],[4.0]
mp-1020117,MgSiO3,1.6475791007281564,0.3067784686973614,Tetrahedron,1,2a,1,"[0.20902204978619227, 0.3767678414663226, 0.22604653908676856, 0.446144637114211, 0.4249062559932843, 0.39960829738743914, 0.3492634730275637, 0.3907404675513875]",0.0,0.3528124451766461,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0111535074166697,-3.21730225725,4.5412,3,Monoclinic,m,Pc,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6482886236975154,[4.0],[4.0]
mp-1020118,MgSiO3,1.654852921654951,0.3606726725116331,Tetrahedron,1,4a,1,"[0.3571252496707226, 0.1262238217781132, 0.16990745637166194, 0.18390875033505602]",0.0,0.20929131953888847,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0184862472916691,-3.209969517375,4.5556,3,Orthorhombic,mm2,Pca2_1,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6552318179573289,[4.0],[4.0]
mp-1020123,MgSiO3,1.6491801811351123,0.2941426296385411,Tetrahedron,1,4g,1,"[0.42064194126760457, 0.14458161380466267, 0.1687784298873689, 0.17925197954325262]",0.0,0.2283134911257222,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0206574746666703,-3.2077982899999986,4.411099999999999,3,Monoclinic,2/m,P2/c,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6510941514880615,[4.0],[4.0]
mp-1020124,MgSiO3,1.652125772889682,0.3137701313188348,Tetrahedron,1,4e,1,"[0.3305957409523462, 0.3160623154791288, 0.17401102797765244, 0.231445503154513]",0.0,0.2630286468909101,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0101916091666698,-3.2182641555,4.642100000000001,3,Monoclinic,2/m,P2_1/c,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6516155301302002,[4.0],[4.0]
mp-1020125,MgSiO3,1.647960083463314,0.3070440927920722,Tetrahedron,1,4a,1,"[0.24159832004684323, 0.4563168075380788, 0.3542134048374195, 0.3740895956085919]",0.0,0.35655453200773335,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0111616284166702,-3.217294136249999,4.5929,3,Orthorhombic,mm2,Pca2_1,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6487326064351389,[4.0],[4.0]
mp-1020141,Na2Al2Si3O10,1.6425452202767918,0.2780140598993945,Tetrahedron,1,"1b, 1a, 2c",3,"[0.34020172803288595, 0.2050733492320434, 0.015338768089705863, 0.18073038864531069]",0.0,0.18533605849998647,A2B2C3D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Na-O-Si,0.0440221089338095,-3.125571233103449,4.4513,4,Monoclinic,2,C2,oxide,Na,,,,Al,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.643104412127019,[4.0],[4.0]
mp-1020163,Na3Li2Al(SiO4)2,1.6533094728070865,0.4389660096119994,Tetrahedron,1,"4f, 4e",2,"[0.15033719873261792, 0.012706968322556208]",0.0,0.08152208352758707,AB2C2D3E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Li-Na-O-Si,0.0072236424218878,-2.8220662283315363,4.051,5,Orthorhombic,mmm,Cmce,silicate,"Li, Na",,,,Al,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6557024821999553,[4.0],[4.0]
mp-1020179,Na6Si2O7,1.6556094986072982,0.3618442469594369,Tetrahedron,1,2i,1,"[0.10621493424819076, 0.10329369885879768, 0.0777252775118006, 0.1143933019783033, 0.17321721640107818, 0.044621804158978005, 0.08170506709526888, 0.1773960051596542]",0.0,0.10982091317650895,A2B6C7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Na-O-Si,0.0089090149166706,-2.409894478416663,3.313,3,Triclinic,-1,P-1,oxide,Na,,,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6564559057103023,[4.0],[4.0]
mp-1020361,MgSiO3,1.6465835539553757,0.2969843237290682,Tetrahedron,1,4g,1,"[0.42280482169330963, 0.23728716724979743, 0.4283235969311589, 0.38555526879399615]",0.0,0.3684927136670655,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-O-Si,0.0105141799166705,-3.217941584749999,4.5708,3,Monoclinic,2/m,P2/c,oxide,,Mg,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6468096534676553,[4.0],[4.0]
mp-1020598,Y4Si2S3O7,1.645666800040784,0.5354080516952593,Tetrahedron,1,8h,1,[0.8007109908813068],0.0,0.8007109908813068,A2B3C4D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-S-Si-Y,0.0240413895833331,-3.23473148140625,2.4610000000000003,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,Y,,,Si,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.6438224707532465,[4.0],[4.0]
