material_id,chem_formula,R$_0$,B,Si_chemenv,num_Si_chemenvs,Si_wyckoff,num_Si_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Si_sites,num_CN_env,num_charge_states,mean_coordn_Si-X,min_coordn_Si-X,max_coordn_Si-X,mean_coordn_Si-O,min_coordn_Si-O,max_coordn_Si-O,mean_Si_charge,min_Si_charge,max_Si_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_SiO_BondL,SiX_coordn,SiO_coordn
mp-18401,NaAl6Fe3Si6B3O30F,1.6340883744517485,0.1863662627703545,Tetrahedron,1,6c,1,[0.1289489706734112],0.0,0.1289489706734112,ABC3D3E6F6G30,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-B-F-Fe-Na-O-Si,0.0211707485047885,-3.0004174057275868,2.5556,7,Trigonal,3m,R3m,fluoride,Na,,Fe,,Al,"B, Si","N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6343234516209442,[4.0],[4.0]
mp-18460,K2Si6GeO15,1.6355988034411948,0.3746001469816741,Tetrahedron,1,2a,1,"[0.10298279511224807, 0.06715846220334377, 0.15106104445562143, 0.03123814166322203, 0.06291942339416569, 0.15522646058536224]",0.0,0.09509772123566053,AB2C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Ge-K-O-Si,0.0,-3.0040379659166665,4.7946,4,Monoclinic,m,Cc,oxide,K,,,,,"Si, Ge","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6360960608799215,[4.0],[4.0]
mp-18483,Rb6Si2O7,1.6466650661234905,0.3910276806538907,Tetrahedron,1,4e,1,[0.03700101084901716],0.0,0.03700101084901716,A2B6C7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,O-Rb-Si,0.0,-2.4245672931666653,3.139,3,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6473161179736124,[4.0],[4.0]
mp-18510,Sr2SiO4,1.6354348144187152,0.3074777901993716,Tetrahedron,1,4e,1,[0.061013710219393384],0.0,0.061013710219393384,AB2C4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",R2SCAN,O-Si-Sr,0.0,-3.3041712257142857,4.5509,3,Monoclinic,2/m,P2_1/c,silicate,,Sr,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6356587895117602,[4.0],[4.0]
mp-18515,NaGdSiO4,1.6525938804724736,0.1695044543239244,Tetrahedron,1,4h,1,[0.09125728558551054],0.0,0.09125728558551054,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Gd-Na-O-Si,0.0,-3.2852627334113294,0.2284000000000001,4,Tetragonal,4/m,I4/m,silicate,Na,,,,,Si,"N, O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.649272966498117,[4.0],[4.0]
mp-18582,Rb2Ti(Si2O5)3,1.6202049261806395,0.2973469430752175,Tetrahedron,1,2a,1,"[0.041009047175437095, 0.046916447607914184, 0.05721527178198494, 0.07931417787920658, 0.05850802420061177, 0.10590699178882551]",0.0,0.06481166007233001,AB2C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",R2SCAN,O-Rb-Si-Ti,0.0,-3.190953711701391,3.4853,4,Monoclinic,m,Cc,oxide,Rb,,Ti,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6206641291373138,[4.0],[4.0]
mp-18639,La2Si2O7,1.6454097695250378,0.1700029063745982,Tetrahedron,1,2i,1,"[0.22229544514892657, 0.06985416506976544, 0.07413744306153909, 0.2622096089996375]",0.0,0.15712416556996717,A2B2C7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,La-O-Si,0.0096668147727339,-3.510192700909096,4.5641,3,Triclinic,-1,P-1,oxide,,,,,,Si,"O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.6466778445646115,[4.0],[4.0]
mp-18662,Ho2Si2O7,1.6260849505344486,0.1976023256011074,Tetrahedron,1,4c,1,"[0.6029790401080556, 0.45724593041571715]",0.0,0.5301124852618864,A2B2C7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,Ho-O-Si,0.0,-3.54233175931818,5.0286,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Si,"H, O, S",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,1.6277757499768213,[4.0],[4.0]
mp-18700,K4SiO4,1.655036590749484,0.3283268187701735,Tetrahedron,1,4e,1,[0.030035891727399372],0.0,0.030035891727399372,AB4C4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,K-O-Si,0.0,-2.311432956277777,2.9391,3,Monoclinic,2/m,P2_1/c,silicate,K,,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6550860662388152,[4.0],[4.0]
mp-18727,LiCr(SiO3)2,1.6422513314180314,0.2575731101272951,Tetrahedron,1,8f,1,[0.1528147741221103],0.0,0.1528147741221103,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Li-O-Si,0.00607773466667,-2.921997527583332,2.8254999999999995,4,Monoclinic,2/m,C2/c,oxide,Li,,Cr,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.639304955851915,[4.0],[4.0]
mp-18786,Ca2CoSi2O7,1.6436320594510412,0.3348405134709728,Tetrahedron,1,8e,1,[0.4314419175638552],0.0,0.4314419175638552,AB2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Si,0.0184684311111107,-3.064367020416667,3.0560000000000005,4,Tetragonal,-42m,P-42_1m,oxide,,Ca,Co,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6460567495690168,[4.0],[4.0]
mp-18890,CaFe(SiO3)2,1.6551932715233584,0.340959623079483,Tetrahedron,1,8f,1,[0.1795726035588568],0.0,0.1795726035588568,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Fe-O-Si,0.0091201489999868,-3.00872208175,3.438,4,Monoclinic,2/m,C2/c,oxide,,Ca,Fe,,,Si,"C, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6541857429726214,[4.0],[4.0]
mp-18894,CaCo(SiO3)2,1.654820467179394,0.3317342496331361,Tetrahedron,1,4f,1,[0.1791578996682102],0.0,0.1791578996682102,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Si,0.0106414208333323,-2.9470166885,1.1736,4,Monoclinic,2/m,C2/c,oxide,,Ca,Co,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6538038648715307,[4.0],[4.0]
mp-18941,Co2SiO4,1.6688454560383637,0.3986573722961045,Tetrahedron,1,4h,1,[0.09007170674183386],0.0,0.09007170674183386,AB2C4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-O-Si,0.0463033502380962,-2.0806406135714286,1.3083999999999998,3,Orthorhombic,mmm,Imma,silicate,,,Co,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.667425466669432,[4.0],[4.0]
mp-18959,Y2Be2Fe(SiO5)2,1.6462551870567228,0.1814580220794502,Tetrahedron,1,4e,1,[0.1938188683537141],0.0,0.1938188683537141,AB2C2D2E10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Be-Fe-O-Si-Y,0.0,-3.2944680535294104,3.9209,5,Monoclinic,2/m,P2_1/c,oxide,,Be,"Fe, Y",,,"B, Si","O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6466111986362248,[4.0],[4.0]
mp-19030,La4V5(Si2O11)2,1.6325863171969783,0.099729813777118,Tetrahedron,1,2i,1,"[0.25965078699030025, 0.0690695618853471]",0.0,0.1643601744378237,A4B4C5D22,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,La-O-Si-V,0.0106667291398689,-3.23863346242857,0.3557999999999994,4,Monoclinic,2/m,C2/m,oxide,,,V,,,Si,"O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6349499035400783,[4.0],[4.0]
mp-19043,LiV(SiO3)2,1.6227889365361754,0.2234659505135624,Tetrahedron,1,4f,1,[0.15633245416234487],0.0,0.15633245416234487,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",SCAN,Li-O-Si-V,0.0076645123749994,-2.9641991268333343,2.0674,4,Monoclinic,2/m,C2/c,oxide,Li,,V,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.620847264660458,[4.0],[4.0]
mp-19061,LiFe(SiO3)2,1.6418228900708491,0.2399901607943041,Tetrahedron,1,4e,1,"[0.1518830901046777, 0.14614119155636832]",0.0,0.149012140830523,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Li-O-Si,0.0098701561666674,-2.753331002083333,2.4396,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Fe,,,Si,"O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6412724859287366,[4.0],[4.0]
mp-19122,BaSr2Mn2(Si2O7)2,1.654050638371896,0.3236996316891432,Tetrahedron,1,2c,1,"[0.22681634973174902, 0.21315817622963062]",0.0,0.21998726298068982,AB2C2D4E14,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-O-Si-Sr,0.0020816437217607,-3.100529666559221,0.0,5,Monoclinic,2,C2,oxide,,"Sr, Ba",Mn,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6557250300897373,[4.0],[4.0]
mp-19130,KNaFe(Si2O5)2,1.6373075107318296,0.3005400763654701,Tetrahedron,1,2i,1,"[0.04847827270423141, 0.2648136782218393, 0.07939167528688465, 0.12930860859352566]",0.0,0.13049805870162026,ABCD4E10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-K-Na-O-Si,0.0,-2.9020273222723127,2.9975,5,Triclinic,-1,P-1,oxide,"Na, K",,Fe,,,Si,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6380927607538671,[4.0],[4.0]
mp-19165,BaFe(Si2O5)2,1.6130508627142597,0.2085284540195867,Tetrahedron,1,16g,1,[0.08205253932954394],0.0,0.08205253932954394,ABC4D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",SCAN,Ba-Fe-O-Si,0.0013957307812493,-3.1001814825,3.6492,4,Tetragonal,4/mmm,P4/ncc,oxide,,Ba,Fe,,,"B, Si","O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6133612131908772,[4.0],[4.0]
mp-19179,Ba2V(SiO4)2,1.6309323092025434,0.3093706765544892,Tetrahedron,1,4c,1,[0.17830529447882973],0.0,0.17830529447882973,AB2C2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",R2SCAN,Ba-O-Si-V,0.0,-3.2078688561538176,2.6343,4,Tetragonal,4mm,P4bm,silicate,,Ba,V,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.628744378734071,[4.0],[4.0]
mp-19203,BaCo2Si2O7,1.6513541808724668,0.238800531901947,Tetrahedron,1,4f,1,"[0.2623516948569278, 0.18139525643163423]",0.0,0.221873475644281,AB2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-O-Si,0.0,-2.676316055624999,0.0447999999999999,4,Monoclinic,2/m,C2/c,oxide,,Ba,Co,,,"B, Si","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6518216423498993,[4.0],[4.0]
mp-19220,CaSi2NiO6,1.653948194602311,0.3314955157234475,Tetrahedron,1,8f,1,[0.18299370291248268],0.0,0.18299370291248268,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Ni-O-Si,0.0059183720000035,-2.94638752075,4.2294,4,Monoclinic,2/m,C2/c,oxide,,Ca,Ni,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6519946661764155,[4.0],[4.0]
mp-19287,NaV(SiO3)2,1.646572977555805,0.2752226788695942,Tetrahedron,1,4f,1,"[0.16142790911429056, 0.16398521025927054]",0.0,0.16270655968678055,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Na-O-Si-V,0.0,-2.942243492387932,0.0673000000000003,4,Monoclinic,-1,C2/c,oxide,Na,,V,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.646059175806991,[4.0],[4.0]
mp-19296,SrVSi2O7,1.6286492618583337,0.5213422368363396,Tetrahedron,1,4f,1,[0.12172191334691745],0.0,0.12172191334691745,ABC2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,O-Si-Sr-V,0.0112549928787899,-3.130736998409091,2.8547,4,Orthorhombic,mmm,Cmcm,oxide,,Sr,V,,,Si,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.6323096903349454,[4.0],[4.0]
mp-19349,NaMn(SiO3)2,1.6473690897219015,0.2313743114596656,Tetrahedron,1,4f,1,[0.14402503571238015],0.0,0.14402503571238015,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Mn-Na-O-Si,0.0106922433993013,-2.7811726119310345,0.7222999999999997,4,Monoclinic,2/m,C2/c,oxide,Na,,Mn,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6472300400161184,[4.0],[4.0]
mp-19367,NaCr(SiO3)2,1.6312693759008543,0.27105521720033,Tetrahedron,1,4f,1,[0.12253337348848109],0.0,0.12253337348848109,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",R2SCAN,Cr-Na-O-Si,0.0,-2.891273708137929,2.6175,4,Monoclinic,2/m,C2/c,oxide,Na,,Cr,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6287145364225677,[4.0],[4.0]
mp-19441,CaCr(Si2O5)2,1.6316405547315551,0.2076844028321694,Tetrahedron,1,16g,1,[0.1341497230192673],0.0,0.1341497230192673,ABC4D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Cr-O-Si,0.0079456341145789,-3.1600676179687497,3.3907000000000003,4,Tetragonal,4/mmm,P4/ncc,oxide,,Ca,Cr,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6317888192243408,[4.0],[4.0]
mp-19446,CaMn(SiO3)2,1.6566639308217568,0.3587381311375077,Tetrahedron,1,8f,1,[0.17529503826754458],0.0,0.17529503826754458,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Si,0.0102183915000022,-3.110153972293105,2.8319,4,Monoclinic,2/m,C2/c,oxide,,Ca,Mn,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6560365982278693,[4.0],[4.0]
mp-19477,Mn2Al4Si5O18,1.6359835700315633,0.2651307137277302,Tetrahedron,1,"4l, 2a",2,"[0.03366649139853625, 0.03679850521562574, 0.6404404354103392]",0.0,0.2369684773415004,A2B4C5D18,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Mn-O-Si,0.0,-3.1763175296848982,3.6814,4,Orthorhombic,mmm,Cccm,oxide,,,Mn,,Al,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6379580837095866,[4.0],[4.0]
mp-19508,SrCr(Si2O5)2,1.6168799050624028,0.224782831159445,Tetrahedron,1,16g,1,[0.10486331110350817],0.0,0.10486331110350817,ABC4D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",R2SCAN,Cr-O-Si-Sr,0.0,-3.167542094687501,3.2707,4,Tetragonal,4/mmm,P4/ncc,oxide,,Sr,Cr,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6169951789044017,[4.0],[4.0]
mp-19518,BaCr(Si2O5)2,1.630971051219417,0.2286461815248863,Tetrahedron,1,16g,1,[0.08534051758216914],0.0,0.08534051758216914,ABC4D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cr-O-Si,0.0,-3.165833958281251,3.2289,4,Tetragonal,4/mmm,P4/ncc,oxide,,Ba,Cr,,,"B, Si","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6314825050403483,[4.0],[4.0]
mp-21723,SiPbO3,1.6301938305698556,0.1964717622117829,Tetrahedron,1,4g,1,"[0.02597517446202531, 0.282034764996571, 0.061944134323187246]",0.0,0.12331802459392784,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,O-Pb-Si,0.0,-2.3903399913333354,3.1053,3,Monoclinic,2/m,P2/c,oxide,,,,,Pb,Si,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6305545041807108,[4.0],[4.0]
mp-21724,ZnSiPbO4,1.6516655506539806,0.0705472179663127,Tetrahedron,1,4a,1,"[0.00886829443154223, 0.09972736660955382]",0.0,0.05429783052054803,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Pb-Si-Zn,0.0,-2.378685745892856,3.1014000000000004,4,Orthorhombic,mm2,Pna2_1,oxide,,,Zn,,Pb,Si,"O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6518143244743522,[4.0],[4.0]
mp-21767,Si2Pb3O7,1.6361981889469166,-0.0181625954951564,Tetrahedron,1,12f,1,[0.045497389179153136],0.0,0.045497389179153136,A2B3C7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,O-Pb-Si,0.0,-2.204530015138889,2.6294,3,Trigonal,-3m,R-3c,oxide,,,,,Pb,Si,"O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6361823058200495,[4.0],[4.0]
mp-21794,Sm2Si2O7,1.6255711089107518,0.234050859616323,Tetrahedron,1,4a,1,"[0.39095270145461747, 0.12278462824679452, 0.20038256230821883, 0.3499177720946807]",0.0,0.26600941602607786,A2B2C7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",SCAN,O-Si-Sm,0.0147499980681811,-3.4757752453409227,4.7966,3,Tetragonal,4,P4_1,oxide,,,,,,Si,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.6265408302075597,[4.0],[4.0]
mp-21867,NaFe(SiO3)2,1.647141324735126,0.2454631219729786,Tetrahedron,1,8f,1,[0.15466930166443438],0.0,0.15466930166443438,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Na-O-Si,0.0,-2.726840318137932,2.4223,4,Monoclinic,2/m,C2/c,oxide,Na,,Fe,,,Si,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6461494536676802,[4.0],[4.0]
mp-21939,FeSiO3,1.6470642463036558,0.1970837964734232,Tetrahedron,1,8c,1,"[0.23133908564145567, 0.30768523411221427]",0.0,0.26951215987683497,ABC3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-O-Si,0.0153117265416717,-2.5749061506249986,2.7758,3,Orthorhombic,mmm,Pbca,oxide,,,Fe,,,Si,"O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.64854202095729,[4.0],[4.0]
mp-22225,CeSiBO5,1.6293552162094014,0.2445103077495817,Tetrahedron,1,3a,1,[0.6805407400324847],0.0,0.6805407400324847,ABCD5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,B-Ce-O-Si,0.0,-3.364366924583332,0.1574999999999997,4,Trigonal,3,P3_1,oxide,,,,,,"B, Si","C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,1.6309317099780265,[4.0],[4.0]
mp-2230886,MgSi4(MoO6)2,1.644994321423629,0.2422762777712684,Tetrahedron,1,2c,1,"[0.8148923655376056, 0.07472862645674082]",0.0,0.4448104959971732,AB2C4D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Mg-Mo-O-Si,0.044347703859648,-2.832285707105262,3.3331,4,Monoclinic,2,C2,oxide,,Mg,Mo,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.646814348500062,[4.0],[4.0]
mp-22407,BaCu2Si2O7,1.6544630641233944,0.242538104515153,Tetrahedron,1,8d,1,[0.19058386655325812],0.0,0.19058386655325812,AB2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-O-Si,0.035401872291664,-2.516834108125,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Cu,,,"B, Si","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.654953271787068,[4.0],[4.0]
mp-23151,Na4BeAlSi4ClO12,1.6393965121549177,0.46116165291707,Tetrahedron,1,4g,1,[0.14141085001257034],0.0,0.14141085001257034,ABCD4E4F12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Cl-Na-O-Si,0.0,-3.001061325674663,4.8678,6,Tetragonal,-4,I-4,hypochlorite,Na,Be,,,Al,"B, Si","C, N, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6396256605686337,[4.0],[4.0]
mp-23622,Sm3Si2ClO8,1.6499280104301484,0.2684310784232416,Tetrahedron,1,8d,1,[0.5106606368848372],0.0,0.5106606368848372,AB2C3D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Cl-O-Si-Sm,0.0,-3.6217007453571424,4.4572,4,Orthorhombic,mmm,Pnma,hypochlorite,,,,,,Si,"C, O, S",Cl,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.6507014498491956,[4.0],[4.0]
mp-2379939,Ca2SiO4,1.6501148965571286,0.3234965446342165,Tetrahedron,1,4e,1,[0.07142336726139535],0.0,0.07142336726139535,AB2C4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-O-Si,0.0082401721428571,-3.3319158532142867,4.7352,3,Monoclinic,2/m,P2_1/c,silicate,,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.65026277767665,[4.0],[4.0]
