material_id,chem_formula,R$_0$,B,In_chemenv,num_In_chemenvs,In_wyckoff,num_In_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_In_sites,num_CN_env,num_charge_states,mean_coordn_In-X,min_coordn_In-X,max_coordn_In-X,mean_coordn_In-O,min_coordn_In-O,max_coordn_In-O,mean_In_charge,min_In_charge,max_In_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_InO_BondL,InX_coordn,InO_coordn
mp-1006588,Zn3In2O6,1.8749125267093785,0.6103925088662606,"Octahedron, Trigonal bipyramid",2,"2e, 2a",2,"[1.439650704564156, 0.6339708975247854, 1.3357063224633792, 1.523584303661893]",0.0,1.2332280570535534,A2B3C6,2,2,1,5.5,5.0,6.0,5.5,5.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-Zn,0.0373912874999984,-1.7082563789772716,1.2857999999999996,3,Monoclinic,2/m,P2_1/m,oxide,,,Zn,,In,,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.226060613235584,"[5.0, 6.0]","[5.0, 6.0]"
mp-1078748,Sr2TaInO6,2.2000821112035305,-0.0294214877830623,Octahedron,1,1a,1,[0.031385641767018274],0.0,0.031385641767018274,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-Sr-Ta,0.0048899575000005,-3.092051350899999,3.7911000000000006,4,Monoclinic,2/m,C2/m,oxide,,Sr,Ta,,In,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1794946788341,[6.0],[6.0]
mp-1086666,Sr2TaInO6,2.205896411712565,-0.0434744276638131,Octahedron,1,1a,1,[0.0003831448533243788],0.0,0.0003831448533243788,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-Sr-Ta,0.0097289114999989,-3.0872123969,3.9308,4,Tetragonal,4/m,I4/m,oxide,,Sr,Ta,,In,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.17555969174724,[6.0],[6.0]
mp-1105130,PrInO3,2.194222986913104,-0.0217530488868402,Octahedron,1,4b,1,[0.07572423967864704],0.0,0.07572423967864704,ABC3,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",R2SCAN,In-O-Pr,0.0,-2.765960633833333,2.6335999999999995,3,Orthorhombic,mmm,Pnma,oxide,,,,,In,,"O, P",I,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1726130914791786,[6.0],[6.0]
mp-1105143,NaIn(GeO3)2,1.8774763558262928,0.474670071010692,Octahedron,1,4e,1,[0.6693080767704861],0.0,0.6693080767704861,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Ge-In-Na-O,0.0,-2.127569738655173,2.3627,4,Monoclinic,2/m,C2/c,oxide,Na,,,,In,Ge,"N, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1882448452551126,[6.0],[6.0]
mp-1105283,Sr2InOsO6,2.141047301739468,0.0596889380702998,Octahedron,1,2a,1,[0.012529144486814896],0.0,0.012529144486814896,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-Os-Sr,0.0,-2.358914648166665,0.4721999999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Os,,In,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.18251018083297,[6.0],[6.0]
mp-1105721,NaCr2In(H2O5)2,2.4300385581708435,-0.3894038766227229,Octahedron,1,1a,1,[0.11692806441176119],0.0,0.11692806441176119,ABC2D4E10,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Cr-H-In-Na-O,0.0,-1.6264355087803324,2.6817,5,Monoclinic,2/m,C2/m,oxide,Na,,Cr,,In,,"H, C, N, O",I,,,,"B $\in$ [-1, -0.1]",Negative B,2.1600138349591043,[6.0],[6.0]
mp-11623,LaInO3,2.204062253030519,-0.0361148417800257,Octahedron,1,4b,1,[0.06960493517768912],0.0,0.06960493517768912,ABC3,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",R2SCAN,In-La-O,0.0,-2.8318560289999994,2.7507,3,Orthorhombic,mmm,Pnma,oxide,,,,,In,,O,I,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1749738042878763,[6.0],[6.0]
mp-1173705,NaCdIn2(PO4)3,1.8609183950769967,0.4775525222056825,Octahedron,1,4f,1,[1.8761535961431814],0.0,1.8761535961431814,ABC2D3E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cd-In-Na-O-P,0.0,-2.4555089601916418,3.0268000000000006,5,Monoclinic,2/m,C2/c,phosphate,Na,,Cd,,In,,"C, N, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.188020609174778,[6.0],[6.0]
mp-1173861,Na3Mg4InSi8(O11F)2,1.8022577711213263,0.5363635690506523,Octahedron,1,1a,1,[0.5958407851886907],0.0,0.5958407851886907,AB2C3D4E8F22,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,F-In-Mg-Na-O-Si,0.0,-3.110149594770115,4.0872,6,Triclinic,1,P1,fluoride,Na,Mg,,,In,Si,"N, O, S","F, I",,,,"B $\in$ [0.5, 1]",Positive B,2.18112638551946,[6.0],[6.0]
mp-1188515,Ca2InOsO6,2.182488146291171,0.0109375232064938,Octahedron,1,2b,1,[0.061989794843366926],0.0,0.061989794843366926,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-In-O-Os,0.0121223397500029,-2.383752612666666,0.1694999999999993,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Os,,In,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.190085336508393,[6.0],[6.0]
mp-1188700,InAsH2O5,2.087639642182083,0.1397301317400874,Octahedron,1,2i,1,[0.763766870017819],0.0,0.763766870017819,ABC2D5,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-H-In-O,0.0,-1.6492894404629628,2.1239,4,Triclinic,-1,P-1,oxide,,,,,In,As,"H, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1927707502065403,[6.0],[6.0]
mp-1190108,Sr2TaInO6,2.1731564459528894,0.0185807285029467,Octahedron,1,2a,1,[0.019162949654624263],0.0,0.019162949654624263,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-Sr-Ta,0.0,-3.0969413083999995,3.9813,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ta,,In,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.186063258794171,[6.0],[6.0]
mp-1190195,LiIn(WO4)2,2.2070678566123094,-0.0315276850154226,Octahedron,1,2e,1,[0.4274664600879745],0.0,0.4274664600879745,ABC2D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,In-Li-O-W,0.0,-2.20255733875,3.346,4,Monoclinic,2/m,C2/c,oxide,Li,,W,,In,,O,I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1835273859813342,[6.0],[6.0]
mp-1190319,In2Ge2O7,1.6165065511642862,0.7103499739278233,Cube,1,4c,1,[2.0998294337222116],0.0,2.0998294337222116,A2B2C7,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",SCAN,Ge-In-O,0.0208437813636361,-1.8354731005681748,1.0494000000000003,3,Cubic,m-3m,Fd-3m,oxide,,,,,In,Ge,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.3248992961607176,[8.0],[8.0]
mp-1191326,InTeBrO3,2.3099905395051685,-0.1745297312204575,Octahedron,1,4e,1,[1.3495241306740524],0.0,1.3495241306740524,ABCD3,1,1,1,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Br-In-O-Te,0.018258962916672,-1.6003318409722216,2.9011,4,Monoclinic,2/m,P2_1/c,bromate,,,,,In,"B, Te",O,"Br, I",,,,"B $\in$ [-1, -0.1]",Negative B,2.1877153909572096,[6.0],[4.0]
mp-1191502,VIn(SeO4)2,2.089175646954157,0.1565180742027042,Octahedron,1,2c,1,[1.7899848956725968],0.0,1.7899848956725968,ABC2D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,In-O-Se-V,0.0,-1.7072697613628467,2.1645,4,Monoclinic,m,Pm,oxide,,,V,,In,,"O, S, Se",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1997958912042166,[6.0],[6.0]
mp-1191856,In2As2Cl2O5,2.1713198629783568,0.0588714741765267,Octahedron,1,2i,1,"[4.697310453731931, 1.826071308355833]",0.0,3.261690881043882,A2B2C2D5,1,2,1,6.0,6.0,6.0,4.5,4.0,5.0,3.0,3.0,3.0,2.0,2,2,"O2-, Cl-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-Cl-In-O,0.0,-1.7450215287121218,3.1511000000000005,4,Triclinic,-1,P-1,oxide,,,,,In,As,"C, O","Cl, I",,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2112834166775976,[6.0],"[4.0, 5.0]"
mp-1192413,CsInTe3O8,2.207531364753191,-0.007288371051163,Octahedron,1,"1e, 1g",2,"[0.08895842042558039, 0.06819854981803852]",0.0,0.07857848512180945,ABC3D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Cs-In-O-Te,0.0,-1.7107971997170632,3.066,4,Triclinic,-1,P-1,oxide,Cs,,,,In,Te,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.202363271103009,[6.0],[6.0]
mp-1192556,RbInTe3O8,2.197119524233572,0.0056452322157223,Octahedron,1,"1e, 1g",2,"[0.10881702516367077, 0.13508815186801681]",0.0,0.12195258851584379,ABC3D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,In-O-Rb-Te,0.0,-1.712218064166665,3.0269000000000004,4,Triclinic,-1,P-1,oxide,Rb,,,,In,Te,O,I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.201412137075032,[6.0],[6.0]
mp-1192583,BaNdInO4,1.7229774427503834,0.7240543483217677,Octahedron,1,4e,1,[0.4024894036093878],0.0,0.4024894036093878,ABCD4,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-In-Nd-O,0.0048118266071401,-2.900534032738093,2.5713,4,Monoclinic,2/m,P2_1/c,oxide,,Ba,,,In,B,"N, O",I,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.203692224570444,[6.0],[6.0]
mp-1192770,Rb3In(IO3)6,2.624027212829632,-0.6212692878121714,Octahedron,1,1e,1,[0.3602062039620194],0.0,0.3602062039620194,AB3C6D18,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,I-In-O-Rb,0.0,-1.2478160487202383,2.9749000000000003,4,Triclinic,-1,P-1,iodate,Rb,,,,In,,O,I,,,,"B $\in$ [-1, -0.1]",Negative B,2.193056189667255,[6.0],[6.0]
mp-1192992,InH4CSeO7,2.148662683797219,0.1333311594238096,Pentagonal bipyramid,1,2i,1,[0.9190205976783364],0.0,0.9190205976783364,ABCD4E7,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",GGA,C-H-In-O-Se,0.0463210399135007,-1.4408368431436005,3.4718,5,Triclinic,-1,P-1,oxide,,,,,In,,"H, C, O, S, Se",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.25603020698026,[7.0],[7.0]
mp-1193408,KInBP2HO9,2.121138252289996,0.0408244527696402,Octahedron,1,2i,1,[1.5675547419429305],0.0,1.5675547419429305,ABCDE2F9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,B-H-In-K-O-P,0.0,-2.5193746527412704,4.1152,6,Triclinic,-1,P-1,oxide,K,,,,In,B,"H, O, P",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.150039256644531,[6.0],[6.0]
mp-1193780,MnInO3,1.7572939462942023,0.6499468374523099,"Octahedron, Face-capped octahedron",2,"4d, 2b",2,"[2.4638620765141686, 2.7618114959838715]",0.0,2.6128367862490203,ABC3,2,2,1,6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,In-Mn-O,0.0166393080208351,-1.9847726770862053,0.8029999999999999,3,Trigonal,-3m,P-3c1,oxide,,,Mn,,In,,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.2618142747770755,"[6.0, 7.0]","[6.0, 7.0]"
mp-1194373,Na3In(PO4)2,2.0080003964127293,0.2666589760858125,Octahedron,1,2e,1,[0.267606107901827],0.0,0.267606107901827,AB2C3D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,In-Na-O-P,0.0008054396428507,-2.543840133220736,3.2757,4,Monoclinic,2/m,P2_1/m,phosphate,Na,,,,In,,"N, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1934490082280966,[6.0],[6.0]
mp-1194878,NaIn(TeO3)2,2.1532159887022333,0.0511664849945186,Octahedron,1,8c,1,[1.344730450839013],0.0,1.344730450839013,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,In-Na-O-Te,0.0075012818749957,-1.7427578002629305,2.9873000000000003,4,Orthorhombic,mmm,Pbca,oxide,Na,,,,In,Te,"N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1928112205567043,[6.0],[6.0]
mp-1194952,Ba2In2Si3SO10,1.8579927686911408,0.5582190737891196,Octahedron,1,4a,1,"[1.67389770219314, 2.3538109512225156]",0.0,2.0138543267078277,AB2C2D3E10,1,2,1,5.5,5.0,6.0,4.5,4.0,5.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-In-O-S-Si,0.0,-2.886019149351851,2.8920000000000003,5,Orthorhombic,mm2,Pca2_1,oxide,,Ba,,,In,"B, Si","O, S",I,,,,"B $\in$ [0.5, 1]",Positive B,2.2191264792538,"[5.0, 6.0]","[4.0, 5.0]"
mp-1195167,Ba3In2P6(HO3)6,1.8542186775038096,0.4335820545577125,Octahedron,1,"1a, 3e",2,"[0.15260826841800712, 0.3424587738888828]",0.0,0.24753352115344496,A2B3C6D6E18,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-H-In-O-P,0.0,-2.355786394962584,4.755000000000001,5,Trigonal,-3,R-3,oxide,,Ba,,,In,B,"H, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.154965473192576,[6.0],[6.0]
mp-1195222,NbIn(TeO4)2,2.438892932524164,-0.0603398355015126,Pentagonal bipyramid,1,4a,1,[3.381555562218404],0.0,3.381555562218404,ABC2D8,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Nb-O-Te,0.0162569536557599,-2.052202768958333,2.4220999999999995,4,Orthorhombic,mm2,Pca2_1,oxide,,,Nb,,In,Te,"N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.305016052636307,[7.0],[7.0]
mp-1195253,KIn(TeO3)2,2.2263314019949565,-0.0294775146756945,Octahedron,1,4c,1,[0.13321441632374473],0.0,0.13321441632374473,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,In-K-O-Te,0.0,-1.7633947892249993,2.8719,4,Orthorhombic,mmm,Pnma,oxide,K,,,,In,Te,O,I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2018573547000035,[6.0],[6.0]
mp-1195503,InAs(H2O3)2,2.2018495936646483,-0.0162653179168594,Octahedron,1,8c,1,[0.6548642106999444],0.0,0.6548642106999444,ABC4D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-H-In-O,0.0,-1.5616385005555546,2.8192,4,Orthorhombic,mmm,Pbca,oxide,,,,,In,As,"H, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1901503257967665,[6.0],[6.0]
mp-1196350,InSb(P2O7)2,2.164237429431155,0.0036309330711712,Octahedron,1,4a,1,[0.281091851084455],0.0,0.281091851084455,ABC4D14,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,In-O-P-Sb,0.0,-2.452394030761904,2.9879,4,Orthorhombic,mm2,Pna2_1,oxide,,,,,In,Sb,"O, P, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.166761635597109,[6.0],[6.0]
mp-1196607,NaIn(IO3)4,2.175793322227704,0.0143021630245573,Octahedron,1,2c,1,[0.3742245691471602],0.0,0.3742245691471602,ABC4D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,I-In-Na-O,0.0,-1.1458122371136643,3.0219,4,Monoclinic,2/m,P2_1/c,iodate,Na,,,,In,,"N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.186225118573588,[6.0],[6.0]
mp-1196678,InAgP2(HO4)2,2.125785284902696,0.0684943088558587,Octahedron,1,4e,1,[0.4095864326233216],0.0,0.4095864326233216,ABC2D2E8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ag-H-In-O-P,0.0052525835714387,-2.0526870155442167,2.4228,5,Monoclinic,2/m,P2_1/c,oxide,,,Ag,,In,,"H, O, P",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1743584316863243,[6.0],[6.0]
mp-1196865,Cs8In2O7,1.9378618646144592,0.542981327907473,Tetrahedron,1,4e,1,[0.06128335614128218],0.0,0.06128335614128218,A2B7C8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",R2SCAN,Cs-In-O,0.0,-1.4723538238235323,1.8541,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,In,,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,2.094767443475096,[4.0],[4.0]
mp-1197371,BaNd2In2O7,2.530982896643754,-0.4760095515085855,Octahedron,1,8j,1,[0.5806465582679338],0.0,0.5806465582679338,AB2C2D7,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-In-Nd-O,0.0094555095833257,-2.8875069642361098,2.3845999999999994,4,Tetragonal,4/mmm,P4_2/mnm,oxide,,Ba,,,In,B,"N, O",I,,Nd,,"B $\in$ [-1, -0.1]",Negative B,2.196364379010044,[6.0],[6.0]
mp-1197982,K2LiIn(MoO4)3,2.1746487949411337,0.0051874838824428,Octahedron,1,2a,1,[0.4897800081895749],0.0,0.4897800081895749,ABC2D3E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,In-K-Li-Mo-O,0.0,-2.1380834786578955,3.7751,5,Monoclinic,2,P2_1,oxide,"Li, K",,Mo,,In,,O,I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1782447509903724,[6.0],[6.0]
mp-1198577,In2B(PO4)3,1.9318258102423589,0.3483259245094127,Octahedron,1,4f,1,[0.9418687460940725],0.0,0.9418687460940725,AB2C3D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-In-O-P,0.0005175841666549,-2.359972534523812,3.9141,4,Hexagonal,6/m,P6_3/m,phosphate,,,,,In,B,"O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.180377520208752,[6.0],[6.0]
mp-1198616,NaInBP2HO9,2.0471966158536232,0.1474617677290293,Octahedron,1,4e,1,[1.1060020248488065],0.0,1.1060020248488065,ABCDE2F9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,B-H-In-Na-O-P,0.0,-2.4936865255166576,4.1928,6,Monoclinic,2/m,P2_1/c,oxide,Na,,,,In,B,"H, N, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.151702023932,[6.0],[6.0]
mp-1198762,InSeClO3,2.1178582189310964,0.1068688102423741,Octahedron,1,8c,1,[1.1031222662826614],0.0,1.1031222662826614,ABCD3,1,1,1,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"O2-, Cl-","Halogens, Nonmetals, Post-Transition Metals",GGA,Cl-In-O-Se,0.0,-1.5440701081684012,3.3797999999999995,4,Orthorhombic,mmm,Pbca,chlorate,,,,,In,,"C, O, S, Se","Cl, I",,,,"B $\in$ [0.1, 0.5]",Positive B,2.1940283191176606,[6.0],[4.0]
mp-1198950,KInH8(CO3)4,1.9624486729244128,0.3747916198572885,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[0.15375557361451442],0.0,0.15375557361451442,ABC4D8E12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,C-H-In-K-O,0.0394308660576969,-1.5133586924583338,3.5919,5,Tetragonal,4/m,I4_1/a,carbonate,K,,,,In,,"H, C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3353350721642325,[8.0],[8.0]
mp-1199125,In2Se2O7,1.9527398636699267,0.3338799182154235,Octahedron,1,"4d, 8e, 4c",3,"[1.6006300100726911, 1.4864709811074477, 1.1290269312811387]",0.0,1.405375974153759,A2B2C7,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",R2SCAN,In-O-Se,0.0,-1.3175032350568188,2.8578,3,Orthorhombic,mmm,Pccn,oxide,,,,,In,,"O, S, Se",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.192119452427838,[6.0],[6.0]
mp-1200516,In2Cu3(SeO3)6,2.1233082407191244,0.096393683472121,Octahedron,1,4e,1,[0.22918080674364788],0.0,0.22918080674364788,A2B3C6D18,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-In-O-Se,0.0,-1.297736701806753,0.3894999999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,In,,"C, O, S, Se",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1982629908963065,[6.0],[6.0]
mp-1200734,CsInP2O7,2.054393015433126,0.1621733472680422,Octahedron,1,4e,1,[0.46858792552134904],0.0,0.46858792552134904,ABC2D7,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Cs-In-O-P,0.0,-2.604315138464323,3.7897,4,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,In,,"C, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1669247968640004,[6.0],[6.0]
