material_id,chem_formula,R$_0$,B,La_chemenv,num_La_chemenvs,La_wyckoff,num_La_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_La_sites,num_CN_env,num_charge_states,mean_coordn_La-X,min_coordn_La-X,max_coordn_La-X,mean_coordn_La-O,min_coordn_La-O,max_coordn_La-O,mean_La_charge,min_La_charge,max_La_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_LaO_BondL,LaX_coordn,LaO_coordn
mp-1222852,LaNdZr2O7,1.903226070953723,0.6653597081046627,Cube,1,2b,1,[1.6260441210443324],0.0,1.6260441210443324,ABC2D7,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-Nd-O-Zr,0.0004459843181763,-3.823127976363635,3.6203,4,Orthorhombic,mmm,Imma,oxide,,,Zr,,,,"N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.566858076999328,[8.0],[8.0]
mp-1222859,Li2La3Nd(SbO6)2,1.7104052843935311,0.9206656698890504,Square-face bicapped trigonal prism,1,1a,1,"[2.6400769221098597, 2.5518067149297377, 2.506236056816037]",0.0,2.566039897951878,AB2C2D3E12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,La-Li-Nd-O-Sb,0.0054890175000039,-3.042355782958333,3.9249,5,Triclinic,1,P1,oxide,Li,,,,,Sb,"N, O, S",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.617883977820943,[8.0],[8.0]
mp-1222864,LaPr3(GaO3)4,1.964909384453477,0.6452765674919858,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,1b,1,[4.128698088972824],0.0,4.128698088972824,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ga-La-O-Pr,0.0341894490758907,-3.0463482709999994,3.4840000000000004,4,Monoclinic,m,Pm,oxide,,,,,Ga,,"O, P",,,"La, Pr",,"B $\in$ [0.5, 1]",Positive B,2.600945485421632,[8.0],[8.0]
mp-1222878,LaTaTiO6,2.6199581953760056,-0.1020734031741535,Square-face bicapped trigonal prism,1,4a,1,[2.2015945088814983],0.0,2.2015945088814983,ABCD6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",R2SCAN,La-O-Ta-Ti,0.0,-3.651079459796281,2.9188,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Ta",,,,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,2.5115824210045914,[8.0],[8.0]
mp-1222894,LaNd3(GaO3)4,1.9117651972393497,0.6816311062287309,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,1b,1,[3.7454282012787616],0.0,3.7454282012787616,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ga-La-Nd-O,0.0383728952500002,-3.060856633375,3.4827,4,Monoclinic,m,Pm,oxide,,,,,Ga,,"N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.5836266371175114,[8.0],[8.0]
mp-1222895,LaSm3(FeO3)4,1.8155902380475104,0.7686203051447305,Square-face bicapped trigonal prism,1,1b,1,[2.0391419856799446],0.0,2.0391419856799446,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-La-O-Sm,0.0097603966250048,-2.803742145999999,1.5064000000000002,4,Monoclinic,m,Pm,oxide,,,Fe,,,,"O, S",F,,"La, Sm",,"B $\in$ [0.5, 1]",Positive B,2.573185019322204,[8.0],[8.0]
mp-1222927,LaMn8Bi3O20,2.751410734569858,-0.2481105284732988,Square-face bicapped trigonal prism,1,1a,1,[2.8088065572788086],0.0,2.8088065572788086,AB3C8D20,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-La-Mn-O,0.0224003567200519,-2.072949172764009,0.6680000000000001,4,Monoclinic,m,Pm,oxide,,,Mn,,Bi,B,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,2.514195105163807,[8.0],[8.0]
mp-1222933,LaTiNbO6,2.7038456908911344,-0.1747509474180056,Square-face bicapped trigonal prism,1,4a,1,[1.9505925059997629],0.0,1.9505925059997629,ABCD6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-Nb-O-Ti,0.012667942222226,-3.5259439362037046,2.7987,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Nb",,,,"N, O",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.528461671735245,[8.0],[8.0]
mp-1222944,LaNd3Cr4O12,1.850876471505048,0.741048274201671,Square-face bicapped trigonal prism,1,1b,1,[2.6187641422157846],0.0,2.6187641422157846,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Nd-O,0.0028603172499845,-3.1500959493750003,0.0,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.5813065764919365,[8.0],[8.0]
mp-1222947,LaNO4,2.4220567138412785,0.2036965319931694,Square-face monocapped antiprism,1,2a,1,[2.7585301303195027],0.0,2.7585301303195027,ABC4,1,1,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",R2SCAN,La-N-O,0.017516823680558,-2.126979310833333,2.6642,3,Orthorhombic,mmm,Pmmn,oxide,,,,,,,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.60310628823618,[9.0],[9.0]
mp-1222955,LaPrCr2O6,1.8827540505843656,0.834915080587067,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2b,1,[4.105225298751231],0.0,4.105225298751231,ABC2D6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Pr,0.0043576319999978,-3.1522005201666667,2.4225000000000003,4,Orthorhombic,mm2,Pmc2_1,oxide,,,Cr,,,,"C, O, P",,,"La, Pr",,"B $\in$ [0.5, 1]",Positive B,2.602056517223836,[8.0],[8.0]
mp-1222961,LaSm3O6,1.996485946525015,0.5872961530342566,Square-face capped trigonal prism,1,1a,1,"[2.191929435271927, 2.1644666112755337, 2.152549233089747]",0.0,2.169648426545736,AB3C6,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,La-O-Sm,0.0389709105000015,-3.7148194513124975,3.7358,3,Monoclinic,m,Cm,oxide,,,,,,,"O, S",,,"La, Sm",,"B $\in$ [0.5, 1]",Positive B,2.500722007372333,[7.0],[7.0]
mp-1222962,LaNd3Mn4O12,1.9198941681472024,0.6640705845373622,Square-face bicapped trigonal prism,1,1b,1,[2.5018934867541733],0.0,2.5018934867541733,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mn-Nd-O,0.0456787469083259,-2.970625163461206,0.7596999999999996,4,Monoclinic,m,Pm,oxide,,,Mn,,,,"N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.5744521259547826,[8.0],[8.0]
mp-1222967,LaNi4(BiO4)3,2.228857416059601,0.3221745955850383,Square-face bicapped trigonal prism,1,1a,1,[2.067396062516352],0.0,2.067396062516352,AB3C4D12,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-La-Ni-O,0.0236991297499935,-1.6289974777499991,0.4340999999999999,4,Triclinic,1,P1,oxide,,,Ni,,Bi,B,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.504521162861315,[7.0],[7.0]
mp-1222968,LaSm3Cr4O12,1.8213466658359312,0.7609916639029065,Square-face bicapped trigonal prism,1,1b,1,[2.379881119538014],0.0,2.379881119538014,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Sm,0.0013328247499835,-3.173545350500001,0.0,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, O, S",,,"La, Sm",,"B $\in$ [0.5, 1]",Positive B,2.571432387849017,[8.0],[8.0]
mp-1222979,LaHoSi2O7,1.6545108993629911,1.0373585920830295,Cube,1,4e,1,[4.379374507711388],0.0,4.379374507711388,ABC2D7,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ho-La-O-Si,0.0,-3.671997962727272,4.9618,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"H, O, S",,,"La, Ho",,B > 1,Positive B,2.597534149528717,[8.0],[8.0]
mp-1222983,LaFe4(BiO4)3,1.8985592765056607,0.6864815601441243,Square-face bicapped trigonal prism,1,1b,1,[2.3024617795485733],0.0,2.3024617795485733,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Fe-La-O,0.0439768307499752,-1.929911729750001,1.5881999999999996,4,Monoclinic,m,Pm,oxide,,,Fe,,Bi,B,O,F,,La,,"B $\in$ [0.5, 1]",Positive B,2.5752067058945043,[8.0],[8.0]
mp-1222992,LaNd(CoO3)2,0.2220230687308617,2.181009774434548,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2b,1,[4.200805098053224],0.0,4.200805098053224,ABC2D6,1,1,1,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-La-Nd-O,0.0,-2.564914360249999,1.0783000000000005,4,Orthorhombic,mm2,Pmc2_1,oxide,,,Co,,,,"C, N, O",,,"La, Nd",,B > 1,Positive B,2.680907039413356,[10.0],[10.0]
mp-1222999,LaZrTa3O11,2.29632315730987,0.246680428793316,Bicapped octahedron (opposed cap faces),1,"1a, 1b",2,"[4.816964461020802, 4.767011769944879]",0.0,4.79198811548284,ABC3D11,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ta-Zr,0.0,-3.581000389656249,3.3365,4,Monoclinic,2,C2,oxide,,,"Zr, Ta",,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.5441110050596505,[8.0],[8.0]
mp-1223035,LaHo3Mn8O20,2.479457705103498,0.0175140314621414,Square-face bicapped trigonal prism,1,1a,1,[2.9172523956369845],0.0,2.9172523956369845,AB3C8D20,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-La-Mn-O,0.0240377864075522,-2.6427255047952585,1.2373000000000005,4,Monoclinic,m,Pm,oxide,,,Mn,,,,"H, O",,,"La, Ho",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5013204530810187,[8.0],[8.0]
mp-1223043,La4Nd4S4O7,2.3611510671768405,0.0519540989621417,"Octahedron, Face-capped octahedron",2,"1a, 2b",2,"[1.837223505536038, 8.712482057478676, 8.817518159040262]",0.667,6.455741240684991,A4B4C4D7,2,2,1,6.5,6.0,7.0,3.5,3.0,4.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals",GGA,La-Nd-O-S,0.0344292907236845,-3.319206029078947,0.4551999999999996,4,Monoclinic,m,Cm,oxide,,,,,,,"N, O, S",,,"La, Nd",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3894497200277374,"[6.0, 7.0]","[3.0, 4.0]"
mp-1223049,La4Br3ClO4,2.347456165261074,0.0777380304809226,Square-face bicapped trigonal prism,1,"1a, 2e",2,"[2.371567440215472, 2.2830329306690724, 2.3822058805968522]",0.0,2.3456020838271323,AB3C4D4,1,3,1,8.666666666666666,8.0,9.0,4.0,4.0,4.0,3.0,3.0,3.0,2.333333333333333,2,3,"Br-, Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Br-Cl-La-O,0.0048366133333335,-3.474747440833333,3.7675,4,Orthorhombic,mm2,Amm2,perchlorate,,,,,,B,"C, O","Cl, Br",,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.401411925841678,"[8.0, 9.0]",[4.0]
mp-1223050,La4Ga3FeO12,1.5935979057552891,1.095866045127463,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,8i,1,"[4.3318353390274345, 4.2662985409518805]",0.0,4.2990669399896575,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Fe-Ga-La-O,0.0261210102321562,-3.032388384750001,2.529000000000001,4,Triclinic,-1,P-1,oxide,,,Fe,,Ga,,O,F,,La,,B > 1,Positive B,2.601638152240064,[8.0],[8.0]
mp-1223055,La4MgCr3O12,1.768732597085247,0.9100781801799236,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4i,1,"[4.473782915359708, 4.1471726907544335]",0.0,4.31047780305707,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Mg-O,0.0026709762916681,-3.2062547825000003,1.0735,4,Triclinic,-1,P-1,oxide,,Mg,Cr,,,,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.6003273727704217,[8.0],[8.0]
mp-1223063,La2Ti3ZnO10,2.071040972792333,0.4563044905850767,Cuboctahedron,1,2e,1,[0.07531823098419557],0.0,0.07531823098419557,AB2C3D10,1,1,1,12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ti-Zn,0.0494917228125011,-3.4309483753125,1.7776999999999994,4,Tetragonal,-42m,I-4m2,oxide,,,"Ti, Zn",,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.7248650592129784,[12.0],[12.0]
mp-1223078,La4PtO7,1.963446337353652,0.6504900265940068,"Cube, Square-face capped trigonal prism, Face-capped octahedron",3,1a,1,"[0.8564005208668796, 4.643702499742002, 5.411593033327873, 4.230785665279769]",0.25,3.7856204298041307,AB4C7,3,2,1,7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Pt,0.0162039346614601,-3.352182622083333,0.9892000000000004,3,Triclinic,1,P1,oxide,,,Pt,,,,"O, P",,,La,,"B $\in$ [0.5, 1]",Positive B,2.556164591779796,"[8.0, 7.0]","[8.0, 7.0]"
mp-1223089,La3Nd(CuO4)2,1.996850228598304,0.5315574726907333,Cube,1,"1a, 1b",2,"[0.4459784414232038, 0.4661123060231793, 0.47514699861724913]",0.0,0.46241258202121077,AB2C3D8,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",R2SCAN,Cu-La-Nd-O,0.0014278296428571,-2.9050388244642846,0.0,4,Tetragonal,4mm,P4mm,oxide,,,Cu,,,,"C, N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.549523519919185,[8.0],[8.0]
mp-1223092,La3NdZr4O14,1.8749900068452128,0.6990761678391457,Cube,1,3e,1,[1.7102567767879697],0.0,1.7102567767879697,AB3C4D14,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-Nd-O-Zr,0.0002562014772706,-3.836848334999995,3.7214,4,Trigonal,-3m,R-3m,oxide,,,Zr,,,,"N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.571644044540462,[8.0],[8.0]
mp-1223093,La4Mn(NiO4)3,2.6248294550900595,0.0624267501610285,Tridiminished icosahedron,1,2i,1,"[5.714366129048497, 5.790305956064607]",1.0,5.752336042556552,AB3C4D12,1,1,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mn-Ni-O,0.0260367181583287,-2.6427530208965515,0.1649000000000002,4,Triclinic,-1,P-1,oxide,,,"Mn, Ni",,,,"N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6416260806938934,[9.0],[9.0]
mp-1223094,La3YTi4O14,1.7549732480439073,0.7708620431448485,Cube,1,3e,1,[2.4005554914432867],0.0,2.4005554914432867,AB3C4D14,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ti-Y,0.041445128920456,-3.7328146851515154,2.8755999999999995,4,Trigonal,-3m,R-3m,oxide,,,"Ti, Y",,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.5236601194860424,[8.0],[8.0]
mp-1223095,La2Ti3(BiO6)2,1.94024313128957,0.5926839150704625,Cuboctahedron,1,2c,1,[0.15232636495682153],0.0,0.15232636495682153,A2B2C3D12,1,1,1,12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-La-O-Ti,0.0213846914473734,-3.1704474052631566,2.1281,4,Orthorhombic,mm2,Fmm2,oxide,,,Ti,,Bi,B,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.738330191036771,[12.0],[12.0]
mp-1223104,La3Nd(GaO3)4,1.1770327772777596,1.3697593524910316,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,"1a, 1b",2,"[4.321271733154145, 4.356505868435252, 4.4762626167116455]",0.0,4.384680072767014,AB3C4D12,1,1,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ga-La-Nd-O,0.0400652626845277,-3.081980094624999,3.4201000000000006,4,Monoclinic,m,Pm,oxide,,,,,Ga,,"N, O",,,"La, Nd",,B > 1,Positive B,2.655631433145728,[9.0],[9.0]
mp-1223112,La3Al2Ga3SnO14,1.6663787135847072,1.0905733710731738,Square antiprism,1,3e,1,[2.505694942285572],0.0,2.505694942285572,AB2C3D3E14,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Ga-La-O-Sn,0.0019501476086976,-3.077680597282608,3.6378,5,Trigonal,32,P321,oxide,,,,,"Al, Ga, Sn",,"O, S",,,La,,B > 1,Positive B,2.631830051294982,[8.0],[8.0]
mp-1223128,LaTi6Bi7O24,2.577865375927133,-0.0561380872639363,Square-face bicapped square antiprism,1,1a,1,[6.44747744847895],1.0,6.44747744847895,AB6C7D24,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-La-O-Ti,0.0028625445394787,-2.714195886710525,2.4667000000000003,4,Triclinic,1,P1,oxide,,,Ti,,Bi,B,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5295492603801617,[7.0],[7.0]
mp-1223134,La3YSc4O12,1.658171414875791,0.981881826045464,Square-face bicapped trigonal prism,1,"1a, 1b",2,"[2.0738253793585204, 2.226847432554418, 2.3306215769205973]",0.0,2.210431462944512,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Sc-Y,0.0150405041875032,-3.853141567687497,3.950799999999999,4,Monoclinic,m,Pm,oxide,,,"Sc, Y",,,,"O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.625977733507542,[8.0],[8.0]
mp-1223135,La3NdCr4O12,1.961843505412595,0.6518863180840553,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,"1a, 1b",2,"[4.16362485666809, 4.20309803850899, 4.307903894029557]",0.0,4.224875596402213,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-Nd-O,0.0082640757499987,-3.172082489125001,2.411200000000001,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, N, O",,,"La, Nd",,"B $\in$ [0.5, 1]",Positive B,2.604382650483199,[8.0],[8.0]
mp-1223137,La3Sm(FeO3)4,1.8482008155897909,0.7518997754281241,Square-face bicapped trigonal prism,1,"1a, 1b",2,"[2.343298061970328, 2.485441705064916, 2.5730929092384867]",0.0,2.4672775587579103,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-La-O-Sm,0.0241898328750025,-2.8138737970000003,1.3941,4,Monoclinic,m,Pm,oxide,,,Fe,,,,"O, S",F,,"La, Sm",,"B $\in$ [0.5, 1]",Positive B,2.5893222468621646,[8.0],[8.0]
mp-1223138,La2TiMnO6,1.2545833101976578,1.5396913023368064,Square-face bicapped trigonal prism,1,8e,1,[2.5988102458472593],0.0,2.5988102458472593,ABC2D6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mn-O-Ti,0.0243029595000088,-3.463176450376438,2.2132,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ti, Mn",,,,O,,,La,,B > 1,Positive B,2.6014001281203,[8.0],[8.0]
mp-1223143,La3SmCr4O12,1.8983317397290576,0.7004060776114513,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,"1a, 1b",2,"[3.7639022661327473, 3.873394438941872, 3.999925528465685]",0.0,3.8790740778467683,AB3C4D12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-La-O-Sm,0.0087173932499986,-3.1789364745,2.6897,4,Monoclinic,m,Pm,oxide,,,Cr,,,,"C, O, S",,,"La, Sm",,"B $\in$ [0.5, 1]",Positive B,2.5887044641934325,[8.0],[8.0]
mp-1223145,La4S4Cl2O,2.991997988617596,-0.8513579305090696,"Square-face capped trigonal prism, Square-face bicapped trigonal prism",2,"4b, 2a",2,"[4.041835198785228, 1.609281873578446, 1.199323249466558]",0.0,2.2834801072767443,AB2C4D4,2,2,1,7.5,7.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3,3,"Cl-, S2-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-La-O-S,0.0139744369480574,-2.828990928863637,2.7466,4,Orthorhombic,mm2,Cmc2_1,oxide,,,,,,,"C, O, S",Cl,,La,,"B $\in$ [-1, -0.1]",Negative B,2.407111124139507,"[8.0, 7.0]",[1.0]
mp-1223146,La3Tb(PO4)4,1.9448413858073303,0.5765155361858104,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face monocapped antiprism",2,1a,1,"[4.226645886517966, 4.256137107963127, 4.211960688516469]",0.0,4.2315812276658535,AB3C4D16,2,1,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,La-O-P-Tb,0.0439786712500094,-3.4817941283432527,4.7001,4,Triclinic,1,P1,phosphate,,,,,,,"O, P",,,"La, Tb",,"B $\in$ [0.5, 1]",Positive B,2.583313431546177,[9.0],[9.0]
mp-1223148,La3Ga5SiO14,1.9841609315677176,0.6940244782352754,Square antiprism,1,3d,1,[2.574956919294861],0.0,2.574956919294861,AB3C5D14,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-La-O-Si,0.002892708985505,-2.9786374946739125,3.6931,4,Trigonal,3,P3,oxide,,,,,Ga,Si,"O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.6171383951857474,[8.0],[8.0]
mp-1223152,LaMgAl11O19,2.3865011793137345,0.2602809045432958,Anticuboctahedron,1,2b,1,[0.19074640299086754],0.0,0.19074640299086754,ABC11D19,1,1,1,12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-La-Mg-O,0.0,-3.464476726171875,4.212899999999999,4,Hexagonal,6mm,P6_3mc,oxide,,Mg,,,Al,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.7567152620926314,[12.0],[12.0]
mp-1223163,La4ZnCu(RhO6)2,1.3744256261821768,1.299834628826721,Square-face bicapped trigonal prism,1,2i,1,"[2.4006364121403165, 2.3355155336352267]",0.0,2.3680759728877714,ABC2D4E12,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-La-O-Rh-Zn,0.0077062389374953,-2.573031633,0.0,5,Triclinic,-1,P-1,oxide,,,"Cu, Zn, Rh",,,,"C, O",,,La,,B > 1,Positive B,2.5786006564195088,[8.0],[8.0]
mp-1223180,LaCoSbPbO6,0.9696514676502264,1.6865267510887427,Square-face bicapped trigonal prism,1,4a,1,[3.360182953368445],0.0,3.360182953368445,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-La-O-Pb-Sb,0.0310804088705394,-2.225750533249999,1.5277999999999992,5,Monoclinic,m,Pc,oxide,,,Co,,Pb,Sb,"C, O, P, S",,,La,,B > 1,Positive B,2.617117515099568,[8.0],[8.0]
