material_id,chem_formula,R$_0$,B,La_chemenv,num_La_chemenvs,La_wyckoff,num_La_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_La_sites,num_CN_env,num_charge_states,mean_coordn_La-X,min_coordn_La-X,max_coordn_La-X,mean_coordn_La-O,min_coordn_La-O,max_coordn_La-O,mean_La_charge,min_La_charge,max_La_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_LaO_BondL,LaX_coordn,LaO_coordn
mp-1019777,K2La2B2O7,2.163751784242512,0.4289839788638591,"Square antiprism, Square-face bicapped trigonal prism",2,4e,1,"[1.9813568847954925, 4.907141271071561]",0.0,3.444249077933527,A2B2C2D7,2,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-K-La-O,0.0,-3.14609544675641,4.2027,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.564530433691557,[8.0],[8.0]
mp-1019793,K3La(PO4)2,2.781798441931577,-0.2955730460506519,Square-face capped trigonal prism,1,2e,1,[1.666286670451157],0.0,1.666286670451157,AB2C3D8,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-La-O-P,0.0,-2.987833206502551,4.2235,4,Monoclinic,2/m,P2_1/m,phosphate,K,,,,,,"O, P",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.513858156165362,[7.0],[7.0]
mp-1019892,La2B8O15,2.135113193282106,0.4746316398751951,Diminished icosahedron,1,4g,1,[4.928290578082266],0.0,4.928290578082266,A2B8C15,1,1,1,11.0,11.0,11.0,11.0,11.0,11.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-La-O,0.0229397119999941,-3.1032734300333336,4.385699999999999,3,Monoclinic,2/m,P2/c,oxide,,,,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.699733924749545,[11.0],[11.0]
mp-1019894,La4B10O21,2.2703825316158674,0.3304706204178755,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",2,4e,1,"[3.457397097298008, 5.530933871968498, 5.516186765806676, 4.988104250348306]",0.5,4.8731554963553725,A4B10C21,2,2,1,10.5,10.0,11.0,10.5,10.0,11.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-La-O,0.0126719129428565,-3.226844270404763,4.139400000000001,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.677023985602495,"[10.0, 11.0]","[10.0, 11.0]"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"Square antiprism, Square-face bicapped trigonal prism",2,4c,1,"[2.4088371184489845, 2.9119253385807213, 2.5274156052249737]",0.0,2.6160593540848933,AB2C3D3,2,2,1,8.0,8.0,8.0,4.5,4.0,5.0,3.0,3.0,3.0,2.0,2,2,"N3-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,B-La-N-O,0.0345284932870413,-2.810789522962964,1.2114000000000011,4,Orthorhombic,mmm,Pnma,oxide,,,,,,B,"N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.5979603317440527,[8.0],"[4.0, 5.0]"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",4,2i,1,"[2.3078598799104775, 1.7287024443541072, 1.0892987451152192, 0.9654294258757745, 3.171606447000937]",0.0,1.8525793884513029,AB2C4D5,4,5,1,7.0,6.0,8.0,2.6666666666666665,0.0,4.0,3.0,3.0,3.0,2.0,2,2,"S2-, N3-, O2-","Lanthanides, Nonmetals",GGA,La-N-O-S,0.0043873808333296,-2.827166983333333,1.3743,4,Monoclinic,2/m,C2/m,nitrite,,,,,,,"N, O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.424255673730977,"[8.0, 6.0, 7.0]","[0, 1.0, 3.0, 4.0]"
mp-1019968,LaZn(BO2)5,2.0426557230921865,0.4778613152946868,Square-face bicapped square antiprism,1,4e,1,[4.492144194781347],0.0,4.492144194781347,ABC5D10,1,1,1,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-La-O-Zn,0.0046921148529257,-2.9330752157843145,4.4971,4,Monoclinic,2/m,P2_1/c,metaborate,,,Zn,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.6227078753128104,[10.0],[10.0]
mp-1020057,LiLaO2,2.4133196232328347,0.1739038413529183,Square-face capped trigonal prism,1,4e,1,[1.664987593166779],0.0,1.664987593166779,ABC2,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,La-Li-O,0.0230295821874992,-3.1703738514583337,3.7336,3,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.513442831236282,[7.0],[7.0]
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,4a,1,"[1.7512306510788647, 1.7542861374694536, 2.5499518966524306]",0.0,2.018489561733583,ABCD4,2,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,La-Na-O-Si,0.0,-3.3167264155541867,4.454600000000001,4,Orthorhombic,mm2,Pna2_1,silicate,Na,,,,,Si,"N, O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.553325708689252,[8.0],[8.0]
mp-10320,La2MgRhO6,1.4265870622017205,1.3189611729476174,Square-face bicapped trigonal prism,1,4e,1,[2.5399480957208525],0.0,2.5399480957208525,ABC2D6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Mg-O-Rh,0.0,-2.9405872455000006,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Rh,,,,O,,,La,,B > 1,Positive B,2.5872018275782085,[8.0],[8.0]
mp-10321,La2ZnRhO6,1.311091552546308,1.4268597672583083,Square-face bicapped trigonal prism,1,4e,1,[2.1234862668008923],0.0,2.1234862668008923,ABC2D6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Rh-Zn,0.0,-2.6604108955,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Zn, Rh",,,,O,,,La,,B > 1,Positive B,2.578308981330346,[8.0],[8.0]
mp-1040126,LiLaMg30O32,2.2178258647934213,0.1256469031397427,Octahedron,1,1b,1,[0.0004251450434500018],0.0,0.0004251450434500018,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",GGA,La-Li-Mg-O,0.0467686847070316,-2.999216977942708,4.0042,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.305008923294667,[6.0],[6.0]
mp-1040140,LiLaMg30O32,1.954012948861712,0.5068339055101483,Octahedron,1,1c,1,[0.00037855633742122036],0.0,0.00037855633742122036,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",GGA,La-Li-Mg-O,0.045185827519532,-3.0007998351302074,4.23,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,,,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.305346799853667,[6.0],[6.0]
mp-1040806,CaLaTaCrO6,1.151030337711251,1.6540010646078778,Square-face bicapped trigonal prism,1,4a,1,[2.8806758916841617],0.0,2.8806758916841617,ABCDE6,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-La-O-Ta,0.0351453208749905,-3.2892409059833327,1.9194000000000004,5,Monoclinic,m,Pc,oxide,,Ca,"Cr, Ta",,,,"C, O",,,La,,B > 1,Positive B,2.5474061864441286,[7.0],[7.0]
mp-1043825,CaLaTiFeO6,1.4762465195337455,1.1249188121077422,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4a,1,[3.997449284863941],0.0,3.997449284863941,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-O-Ti,0.0037362585,-3.198188591583334,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Ti, Fe",,,,"C, O",F,,La,,B > 1,Positive B,2.5801839209142647,[8.0],[8.0]
mp-1043864,CaLaFeSbO6,1.1367815080223431,1.4893510655706357,Square-face bicapped trigonal prism,1,1a,1,"[2.415764574305682, 2.4619252858723897, 2.416217924278078, 2.518506365184071]",0.0,2.4531035374100547,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-O-Sb,0.0009757674999741,-2.715371799999999,1.9744,5,Monoclinic,m,Pc,oxide,,Ca,Fe,,,Sb,"C, O, S",F,,La,,B > 1,Positive B,2.6039029767434374,[8.0],[8.0]
mp-1043874,CaLaFeNiO6,1.5943919177986774,0.9970479931743188,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.200533788370144],0.0,4.200533788370144,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-Ni-O,0.0,-2.3500545189999995,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, Ni",,,,"C, N, O",F,,La,,"B $\in$ [0.5, 1]",Positive B,2.570030252974353,[8.0],[8.0]
mp-1043894,CaLaFeCoO6,0.5178442618556999,1.9573174161748867,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.13533138658433],0.0,4.13533138658433,ABCDE6,1,1,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Co-Fe-La-O,0.0409118988333325,-2.4037085655,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, Co",,,,"C, O",F,,La,,B > 1,Positive B,2.627988563674278,[9.0],[9.0]
mp-1043895,CaLaCrFeO6,1.6012285438487903,1.0055375406276723,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.1756809106214705],0.0,4.1756809106214705,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Fe-La-O,0.0314133757500005,-2.7341649149999987,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Cr, Fe",,,,"C, O",F,,La,,B > 1,Positive B,2.5788013921118216,[8.0],[8.0]
mp-1043903,CaLaFeCuO6,1.685282773444133,0.9012620842997264,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.213560253687779],0.0,4.213560253687779,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cu-Fe-La-O,0.0458970852499964,-2.309724464,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, Cu",,,,"C, O",F,,La,,"B $\in$ [0.5, 1]",Positive B,2.569593890500377,[8.0],[8.0]
mp-1043924,CaLaVFeO6,1.6735162782236994,0.93163273298719,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.176823797578137],0.0,4.176823797578137,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-O-V,0.011954734357138,-2.8864247090000013,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"V, Fe",,,,"C, O",F,,La,,"B $\in$ [0.5, 1]",Positive B,2.5807512274866458,[8.0],[8.0]
mp-1043948,CaLaFeSnO6,1.212494277004841,1.41119219708087,Square-face bicapped trigonal prism,1,2a,1,[2.4067486449778164],0.0,2.4067486449778164,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ca-Fe-La-O-Sn,0.0327443697500013,-2.738414425,2.1986000000000008,5,Monoclinic,m,Pc,oxide,,Ca,Fe,,Sn,,"C, O, S",F,,La,,B > 1,Positive B,2.5951362135149405,[8.0],[8.0]
mp-1043970,CaLaTaFeO6,1.3479493105827631,1.2552559498979896,Square-face bicapped trigonal prism,1,4a,1,[2.156289634993863],0.0,2.156289634993863,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-O-Ta,0.0,-3.220084659483333,2.6867,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, Ta",,,,"C, O",F,,La,,B > 1,Positive B,2.5831491870354464,[8.0],[8.0]
mp-1044000,CaLaFeMoO6,1.4123179925324991,1.2156636696218868,Square-face bicapped trigonal prism,1,2a,1,[2.5421178603868175],0.0,2.5421178603868175,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-Mo-O,0.02282150025,-2.710748639499999,1.1514000000000006,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, Mo",,,,"C, O",F,,La,,B > 1,Positive B,2.60086693224394,[8.0],[8.0]
mp-1044027,CaLaFeWO6,1.3602459012217345,1.2576226025416908,Square-face bicapped trigonal prism,1,1a,1,"[2.3850738703944505, 2.5340131762646543]",0.0,2.459543523329552,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-O-W,0.034613671249998,-2.7854523135,0.2203999999999997,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, W",,,,"C, O",F,,La,,B > 1,Positive B,2.5991255757007647,[8.0],[8.0]
mp-1048852,CaLaCr2O6,1.9119871347577508,0.4570185637757524,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.094089565994343],0.0,4.094089565994343,ABC2D6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-La-O,0.0340906905000046,-2.903336370499999,0.4950000000000001,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Cr,,,,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.5625727946336725,[8.0],[8.0]
mp-1048855,CaLaVCrO6,1.391648641772084,1.2039052830354382,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[4.12152430610768],0.0,4.12152430610768,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-La-O-V,0.0129132915803538,-3.058156304,1.2525000000000004,5,Monoclinic,m,Pc,oxide,,Ca,"V, Cr",,,,"C, O",,,La,,B > 1,Positive B,2.5720075503563344,[8.0],[8.0]
mp-1048863,CaLaCrMoO6,1.426731084833628,1.1721818241188884,Square-face bicapped trigonal prism,1,1a,1,"[2.4744243260209973, 2.4659556070103443]",0.0,2.4701899665156706,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-La-Mo-O,0.0140111074999982,-2.8914078025000007,1.5053,5,Monoclinic,m,Pc,oxide,,Ca,"Cr, Mo",,,,"C, O",,,La,,B > 1,Positive B,2.5814231036908746,[8.0],[8.0]
mp-1048919,CaLaCrSnO6,1.2083926839603234,1.4207796652272382,Square-face bicapped trigonal prism,1,2a,1,[2.6305018956913955],0.0,2.6305018956913955,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ca-Cr-La-O-Sn,0.0355740558333268,-2.90716406325,2.3656,5,Monoclinic,m,Pc,oxide,,Ca,Cr,,Sn,,"C, O, S",,,La,,B > 1,Positive B,2.596025248713576,[8.0],[8.0]
mp-1077929,La2CuO4,2.0052879104456807,0.5248402184221556,Cube,1,2e,1,[0.4248355739748725],0.0,0.4248355739748725,AB2C4,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",R2SCAN,Cu-La-O,0.0,-2.919180311428572,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,Cu,,,,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.550976297726012,[8.0],[8.0]
mp-1078409,Ba2LaBiO6,2.3030340929366395,0.0972526475416992,Octahedron,1,1c,1,[0.03682936690695144],0.0,0.03682936690695144,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-La-O,0.0,-2.790544369,1.8278,4,Monoclinic,2/m,C2/m,oxide,,Ba,,,Bi,B,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.370618779430218,[6.0],[6.0]
mp-1095626,La2P2AuO,2.664593177363096,-0.3344968598304774,"Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[3.5907282409880428, 5.4271529924585575]",0.5,4.5089406167233,ABC2D2,2,2,1,7.5,7.0,8.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,"O2-, P3-","Lanthanides, Nonmetals, Transition Metals",GGA,Au-La-O-P,0.0,-1.880237936964286,0.0,4,Monoclinic,2/m,C2/m,oxide,,,Au,,,,"O, P",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.422689913800503,"[8.0, 7.0]","[1.0, 3.0]"
mp-1102291,La3TaO7,1.925675840612032,0.6921813820237233,"Cube, Octahedron",2,"1a, 2f",2,"[0.7613791430650859, 2.7695421722876103]",0.0,1.765460657676348,AB3C7,2,2,1,7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",R2SCAN,La-O-Ta,0.024189620909091,-3.663607877939391,3.5388,3,Orthorhombic,mmm,Cmmm,oxide,,,Ta,,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.4925165045504847,"[8.0, 6.0]","[8.0, 6.0]"
mp-1104307,La3SbO3,1.864731128382641,0.858782855310389,"Square non-coplanar, See-saw",2,2i,1,"[0.9734903461748193, 0.42324683109808164, 1.4723969860076076]",0.0,0.9563780544268362,AB3C3,2,2,1,7.0,6.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"Sb3-, O2-","Lanthanides, Metalloids, Nonmetals",R2SCAN,La-O-Sb,0.0,-3.1710100525000016,0.7208999999999994,3,Monoclinic,2/m,C2/m,oxide,,,,,,Sb,"O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.434155616029253,"[8.0, 6.0]",[4.0]
mp-1104930,KLaTiO4,1.7589907878804116,0.8293822020154635,Tricapped triangular prism (three square-face caps),1,2c,1,[2.670342342673814],0.0,2.670342342673814,ABCD4,1,1,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-La-O-Ti,0.0,-3.383669468654762,2.3399000000000005,4,Tetragonal,4/mmm,P4/nmm,oxide,K,,Ti,,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.6284994290452044,[9.0],[9.0]
mp-1105199,RbLaMnWO6,2.705842206874395,-0.0786104283736388,Diminished icosahedron,1,2a,1,[5.398740438196968],1.0,5.398740438196968,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mn-O-Rb-W,0.0236302799342027,-2.654328071043102,1.6904000000000003,5,Monoclinic,2,P2_1,oxide,Rb,,"Mn, W",,,,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.603797399549229,[8.0],[8.0]
mp-1105217,BaLa2PdO5,0.3151040535829866,2.383626890710777,Square-face bicapped trigonal prism,1,4h,1,[2.565608753830916],0.0,2.565608753830916,ABC2D5,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-La-O-Pd,0.0,-3.0253743458333324,2.3421000000000003,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,Pd,,,B,"O, P",,,La,,B > 1,Positive B,2.566877894399367,[8.0],[8.0]
mp-1105566,KLaMnWO6,2.795057239587229,-0.179342499564802,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2a,1,[5.092096767256216],1.0,5.092096767256216,ABCDE6,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-La-Mn-O-W,0.0,-2.688558936593102,2.4917,5,Monoclinic,2,P2_1,oxide,K,,"Mn, W",,,,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,2.584382831729312,[8.0],[8.0]
mp-1105823,NaLaFeWO6,1.27993519667807,1.655046067322728,Square-face bicapped square antiprism,1,2a,1,[6.327235304715958],1.0,6.327235304715958,ABCDE6,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-La-Na-O-W,0.0,-2.571406864655173,2.2965,5,Monoclinic,2,P2_1,oxide,Na,,"Fe, W",,,,"N, O",F,,La,,B > 1,Positive B,2.591685992883228,[7.0],[7.0]
mp-1147637,La2Cu2O5,1.8099272639969808,0.8162761761505374,Cube,1,4j,1,[0.3659293978834726],0.0,0.3659293978834726,A2B2C5,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-La-O,0.0379228266666675,-2.406986856111058,0.0,3,Tetragonal,4/m,P4_2/m,oxide,,,Cu,,,,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.5511785406777943,[8.0],[8.0]
mp-11623,LaInO3,0.7815435021143877,2.0974817429086743,Square-face bicapped trigonal prism,1,4c,1,[2.047537204967505],0.0,2.047537204967505,ABC3,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",R2SCAN,In-La-O,0.0,-2.8318560289999994,2.7507,3,Orthorhombic,mmm,Pnma,oxide,,,,,In,,O,I,,La,,B > 1,Positive B,2.6286921918878146,[8.0],[8.0]
mp-1172881,La6Ti3Se9O5,2.3193118184447847,0.2870517790750863,"Square antiprism, Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Square-face capped trigonal prism",4,2i,1,"[1.0603816259110963, 1.6874024960569372, 0.791876499408852, 1.651575759384353, 2.1230874940038675, 1.6337224076292005]",0.0,1.4913410470657176,A3B5C6D9,4,5,1,7.4,7.0,8.0,3.0,0.0,5.0,3.0,3.0,3.0,1.8,1,2,"Se2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Se-Ti,0.0001483025489008,-2.6865222508084234,0.0,4,Monoclinic,2/m,C2/m,oxide,,,Ti,,,,"O, S, Se",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.5138870498105104,"[8.0, 7.0]","[0, 1.0, 3.0, 5.0]"
mp-1173082,Na3Sr4La3Ti10O30,1.97960718703742,0.5963914320202266,Cuboctahedron,1,"1a, 2c",2,"[0.7711017255822061, 0.9236444481008397]",0.0,0.8473730868415229,A3B3C4D10E30,1,2,1,10.0,8.0,12.0,10.0,8.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Na-O-Sr-Ti,0.0102437239849848,-3.475470670549426,1.8159000000000003,5,Orthorhombic,mm2,Fmm2,oxide,Na,Sr,Ti,,,,"N, O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.7254039099366483,"[8.0, 12.0]","[8.0, 12.0]"
mp-1173168,SrLaTaNiO6,2.1958080025949607,0.5470964302563488,"Square-face capped square prism, Diminished icosahedron, Pentagonal antiprism",3,1a,1,"[7.465276653554308, 6.876127962101846, 7.01408488545126, 5.344598298791314, 7.632310105463993]",1.0,6.866479581072544,ABCDE6,3,2,1,6.0,5.0,7.0,6.0,5.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Ni-O-Sr-Ta,0.0213373632778015,-3.120601645733334,2.2954,5,Monoclinic,m,Cm,oxide,,Sr,"Ni, Ta",,,,"N, O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.5312307063347586,"[5.0, 7.0]","[5.0, 7.0]"
