material_id,chem_formula,R$_0$,B,Ir_chemenv,num_Ir_chemenvs,Ir_wyckoff,num_Ir_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ir_sites,num_CN_env,num_charge_states,IrX_coordn,IrO_coordn,mean_coordn_Ir-X,min_coordn_Ir-X,max_coordn_Ir-X,mean_coordn_Ir-O,min_coordn_Ir-O,max_coordn_Ir-O,mean_Ir_charge,min_Ir_charge,max_Ir_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_IrO_BondL
mp-15326,Sm3IrO7,1.9534384129362468,0.1350664029064724,Octahedron,1,2b,1,[0.38424964437538806],0.0,0.38424964437538806,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ir-O-Sm,0.0,-3.04480209,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Ir,,,,"O, S",I,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.9785352728406689
mp-15887,Sr2YIrO6,1.9930829457371784,-0.0043306794337137,Octahedron,1,2b,1,[0.0036992672375800004],0.0,0.0036992672375800004,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-O-Sr-Y,0.0,-2.765954254999999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,"Y, Ir",,,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9922907011594961
mp-17097,SrIrO3,1.989521667127963,0.076141624858542,Octahedron,1,"4f, 2a",2,"[0.15758946910920202, 1.310204535764219]",0.0,0.7338970024367104,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ir-O-Sr,0.019301459999995,-2.014580003000003,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,Sr,Ir,,,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0230758591592695
mp-17102,Ba4Ir3O10,1.7668799963440125,0.6918495536358039,Octahedron,1,"4e, 2a",2,"[0.288760545758213, 0.44144146617449004]",0.0,0.36510100596635153,A3B4C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O,0.0,-2.146047897647057,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0428267778014675
mp-17448,Ba3CaIr2O9,1.8028158922515645,0.9984228403883264,Octahedron,1,4f,1,[0.070283034803124],0.0,0.070283034803124,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ca-Ir-O,0.0,-2.379766347999997,0.0,4,Monoclinic,2/m,C2/c,oxide,,"Ca, Ba",Ir,,,B,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,1.9862867941005504
mp-17689,Ba4Ir3O10,1.872890721215764,0.4268020256380961,Octahedron,1,"4f, 2a",2,"[0.43446010204030205, 0.377153952372805]",0.0,0.40580702720655354,A3B4C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O,0.000211398529424,-2.145836499117644,0.0,3,Orthorhombic,mmm,Cmce,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0381181973402938
mp-18862,La2CoIrO6,2.051701964489137,0.0898962166596104,Octahedron,1,2c,1,[0.003057170147443],0.0,0.003057170147443,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-Ir-La-O,0.049378241692314,-2.5306732215,0.6160000000000001,4,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Ir",,,,"C, O",I,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0883221556066576
mp-20964,La2NiIrO6,2.000677005893722,0.1095306367570518,Octahedron,1,2a,1,"[0.012626339446146, 0.013191968518743002]",0.0,0.0129091539824445,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ir-La-Ni-O,0.00524542544231,-2.564056868499999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ir",,,,"N, O",I,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.045295081238365
mp-21742,Ba5AlIr2O11,1.879867426572453,0.530492823976091,Octahedron,1,4c,1,"[0.17949879431836302, 0.142160509626393]",0.0,0.16082965197237803,AB2C5D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ir4.50+-O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Ir-O,0.0,-2.553505045263157,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Ir,,Al,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0308532916858133
mp-22726,Sr2LuIrO6,1.994012050500936,-0.0252212370382708,Octahedron,1,2b,1,[0.00232940256696],0.0,0.00232940256696,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Lu-O-Sr,0.0,-2.827100211166667,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ir,,,,"O, S",I,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.989399901320106
mp-28867,Ba7Ir6O19,1.9190525864617056,0.3025039647226618,Octahedron,1,2i,1,"[0.43390456632262103, 0.321634232224687, 0.169953756781059]",0.0,0.308497518442789,A6B7C19,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O,0.007153729511718,-2.08126956859375,0.0,3,Monoclinic,2/m,C2/m,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0362780156836227
mp-30546,K(IrO2)4,1.7815264079214252,0.5455972394169506,Octahedron,1,2i,1,"[1.255754660362326, 1.260122764882973]",0.0,1.2579387126226496,AB4C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.75,3.75,3.75,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-K-O,0.045561298782044,-1.262599311326922,0.0,3,Monoclinic,2/m,C2/m,oxide,K,,Ir,,,,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0393032109425335
mp-39440,Ca2MnIrO6,1.9538375382635835,0.1162718450068521,Octahedron,1,2b,1,[0.019444653649138003],0.0,0.019444653649138003,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Ir-Mn-O,0.020710273166668,-2.298020989293104,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mn, Ir",,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9751004875200264
mp-4243,CaIrO3,1.7791631529544112,0.609941760570681,Octahedron,1,2b,1,[0.9463493859541021],0.0,0.9463493859541021,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ca-Ir-O,0.0,-2.101949517000002,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,Ca,Ir,,,,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,2.0269913767870213
mp-4307,BaIrO3,2.067366160972276,-0.0325823939995038,Octahedron,1,"4f, 2a",2,"[0.031057186320205002, 0.952484539576211]",0.0,0.49177086294820804,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O,0.047177416624991,-1.975938002,0.0,3,Monoclinic,2/m,C2/c,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0509225412126946
mp-4998,Sr2IrO4,1.5177896622080218,1.213645736257975,Octahedron,1,4a,1,[0.03852598882391],0.0,0.03852598882391,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",SCAN,Ir-O-Sr,0.0,-2.365162300714285,0.0,3,Tetragonal,4/mmm,I4_1/acd,oxide,,Sr,Ir,,,,"O, S",I,,,,B > 1,Positive B,2.0105188647164347
mp-504867,Sr3CuIrO6,1.9746188781085308,0.1548446406452271,Octahedron,1,2d,1,[0.48363604661958204],0.0,0.48363604661958204,ABC3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Cu-Ir-O-Sr,0.0,-2.265716756818182,0.0,4,Monoclinic,2/m,C2/c,oxide,,Sr,"Cu, Ir",,,,"C, O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.037819454155284
mp-505151,Ca3CuIrO6,2.0014332341805874,0.0557337862081505,Octahedron,1,2c,1,[0.31132522199954704],0.0,0.31132522199954704,ABC3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-Cu-Ir-O,0.035880281060603,-2.299731175,0.0,4,Monoclinic,2/m,C2/c,oxide,,Ca,"Cu, Ir",,,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.024180827588378
mp-5322,Pr3IrO7,1.949137638264,0.2198749598160489,Octahedron,1,2b,1,[0.25953284102247703],0.0,0.25953284102247703,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ir-O-Pr,0.0,-2.969154539090908,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Ir,,,,"O, P",I,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.9899954873298036
mp-540806,Ca2IrO4,1.9720371616124883,0.200387980448523,Octahedron,1,3f,1,[1.145650095362964],0.0,1.145650095362964,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-Ir-O,0.026730573333335,-2.419238908095237,0.0,3,Hexagonal,-6m2,P-62m,oxide,,Ca,Ir,,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0555412381899405
mp-540907,Ba3NiIr2O9,1.8892283825737743,0.6219662118301623,Octahedron,1,8f,1,[0.123359950487539],0.0,0.123359950487539,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ir-Ni-O,0.0,-2.048973204666667,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Ni, Ir",,,B,"N, O",I,,,,"B $\in$ [0.5, 1]",Positive B,2.003643363678959
mp-542897,BaIrO3,2.089675455271577,-0.1297186089743308,Octahedron,1,"1a, 2i, 1d",3,"[0.208022512377457, 0.39632622563249004, 0.18531085672361802, 0.44271942427369304]",0.0,0.3080947547518145,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O,0.016256119291658,-2.006859299333334,0.0,3,Monoclinic,2/m,C2/m,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [-1, -0.1]",Negative B,2.035541640687237
mp-542939,Ba3ZnIr2O9,1.8656779655575253,0.7617529891410945,Octahedron,1,4f,1,[0.259168188940194],0.0,0.259168188940194,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Zn,0.0,-2.113057023666668,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Zn, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0058069100140226
mp-554266,Ba3SrIr2O9,1.874150645805412,0.7056914429364944,Octahedron,1,4f,1,[0.12539643687268],0.0,0.12539643687268,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Sr,0.0,-2.328023163,0.0,4,Monoclinic,2/m,C2/c,oxide,,"Sr, Ba",Ir,,,B,"O, S",I,,,,"B $\in$ [0.5, 1]",Positive B,2.0030424573787275
mp-554909,Ba3MgIr2O9,1.8607462201736007,0.774740832063679,Octahedron,1,4f,1,[0.318285643269321],0.0,0.318285643269321,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Mg-O,0.0,-2.321280814333334,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,"Mg, Ba",Ir,,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0032651666465653
mp-555735,CaIrO3,1.9102560938780184,0.2810780159213019,Octahedron,1,4b,1,[0.06177717023249701],0.0,0.06177717023249701,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",SCAN,Ca-Ir-O,0.024495219000007,-2.077454297999999,0.0,3,Orthorhombic,mmm,Pnma,oxide,,Ca,Ir,,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.020055000099486
mp-556674,Ba3LuIr2O9,1.7060930142370652,1.0455803839112967,Octahedron,1,4f,1,[0.057349517141147006],0.0,0.057349517141147006,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ir4.50+-O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-Lu-O,0.0,-2.565391483444447,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ir,,,B,O,I,,Lu,,B > 1,Positive B,2.00741520523777
mp-560657,RbLa9(IrO6)4,2.0171485106202054,-0.1181373818645449,no_data,1,no_data,1,no_data,0.0,no_data,AB4C9D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-La-O-Rb,0.0,-2.851549956644737,0.0,4,Tetragonal,4/m,I4/m,oxide,Rb,,Ir,,,,O,I,,La,,"B $\in$ [-1, -0.1]",Negative B,1.9981981334189942
mp-561089,Ba3LaIr2O9,1.5534928094452718,1.6230696786666357,Octahedron,1,4f,1,[0.055516476290939004],0.0,0.055516476290939004,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ir4.50+-O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-La-O,0.0,-2.494737784000001,0.0,4,Monoclinic,2/m,C2/c,oxide,,Ba,Ir,,,B,O,I,,La,,B > 1,Positive B,2.020837187652155
mp-561288,K3LiIrO4,1.94061142270324,0.2454637172547925,Square plane,1,2c,1,[0.007542497818174],0.0,0.007542497818174,ABC3D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-K-Li-O,0.0,-1.645693378342592,0.0,4,Monoclinic,2/m,C2/c,oxide,"Li, K",,Ir,,,,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9406326315376012
mp-6152,La2ZnIrO6,2.018352293726765,0.0746330798944917,Octahedron,1,2c,1,[0.010578657256360001],0.0,0.010578657256360001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-La-O-Zn,0.030093694942312,-2.653771361500001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Zn, Ir",,,,O,I,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.048755274352388
mp-616507,Cs2Na2IrO4,1.94147314581571,-0.232960136344399,Square plane,1,"1a, 1d",2,"[0.023714825317510003, 6.887305646774494e-05]",0.0,0.011891849186988874,AB2C2D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cs-Ir-Na-O,0.0,-1.507259281896551,0.0,4,Monoclinic,2/m,C2/m,oxide,"Na, Cs",,Ir,,,,"C, N, O",I,,,,"B $\in$ [-1, -0.1]",Negative B,1.9406790233081734
mp-6362,Sr2TbIrO6,1.992935500920068,-0.0013808199938526,Octahedron,1,2a,1,[0.003965525277540001],0.0,0.003965525277540001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-O-Sr-Tb,0.0,-2.772697121166666,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ir,,,,"O, S",I,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9926827799835116
mp-6603,Sr2CeIrO6,1.9048442977479776,0.2656427217932798,Octahedron,1,2c,1,[0.011587026864847002],0.0,0.011587026864847002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-Ir-O-Sr,0.0,-2.841448410500001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ir,,,,"C, O, S",I,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.012778324753121
mp-6732,La2MgIrO6,2.0289798825916705,0.0308200090093512,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-La-Mg-O,0.0,-2.939900697000001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Ir,,,,O,I,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.041533836892183
mp-674187,Ba(IrO3)2,1.8371503150844168,0.7106675157261785,Octahedron,1,3b,1,"[0.25502072459893804, 0.227168923965633]",0.0,0.2410948242822855,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O,0.0,-1.7087357877777771,0.0,3,Trigonal,3,R3,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.9609060383252366
mp-680547,Ba14Ir8(PdO11)3,1.4655148189603342,1.429419406862125,no_data,1,no_data,1,no_data,0.0,no_data,A3B8C14D33,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Pd,0.02378324471265,-2.092484278362068,0.0,4,Trigonal,32,P321,oxide,,Ba,"Pd, Ir",,,B,"O, P",I,,,,B > 1,Positive B,2.0460935252825223
mp-685339,Bi12Ir12O41,2.0250586721419888,0.0051498852036781,Octahedron,1,"1a, 3d, 1b, 1c",4,"[0.976229294314601, 0.953731073957883, 0.9197114309082141, 0.8421653463100001, 0.8670161589317381, 0.911277295933212, 0.8535020118422311, 0.870189973865497, 0.863050360802279, 0.8777656438663931, 0.858658305633038, 0.9367163349651471, 0.8609813129265661, 0.8775988837691071, 0.9340158828587961, 0.9772110877141341, 0.980803833351474, 0.9487243998437631]",0.0,0.9060749239885598,A12B12C41,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Ir-O,0.022186268147434,-1.438772749102564,0.0,3,Trigonal,3m,P3m1,oxide,,,Ir,,Bi,B,O,I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0292507322561075
mp-738639,Ba14Ir8(PdO11)3,1.7460961188729685,0.7560482773343737,no_data,1,no_data,1,no_data,0.0,no_data,A3B8C14D33,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Pd,0.0,-2.116267523074712,0.0,4,Monoclinic,2,C2,oxide,,Ba,"Pd, Ir",,,B,"O, P",I,,,,"B $\in$ [0.5, 1]",Positive B,2.053542040809388
mp-753375,Sr3Ir2O7,1.9313673926003752,0.2211284454700896,Octahedron,1,4f,1,[0.005662663522499001],0.0,0.005662663522499001,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ir-O-Sr,0.017280907499999,-2.209847710833334,0.0,3,Orthorhombic,mmm,Ccce,oxide,,Sr,Ir,,,,"O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.020580131535936
mp-753633,CrIrO4,1.929731619573887,0.2219664196589179,Octahedron,1,1b,1,[0.658188435185453],0.0,0.658188435185453,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",r2SCAN,Cr-Ir-O,0.0,-1.719145625,0.0,3,Orthorhombic,mmm,Cmmm,oxide,,,"Cr, Ir",,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.970741023267891
mp-755117,Ba2IrO4,2.234272109925217,-0.4896321013941466,Octahedron,1,1a,1,[0.016518488521827],0.0,0.016518488521827,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O,0.01947380196429,-2.259269779999999,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,Ir,,,B,O,I,,,,"B $\in$ [-1, -0.1]",Negative B,2.035035659989784
mp-766034,Sr5(IrO3)6,2.084475637384848,-0.2177611454764814,Octahedron,1,6e,1,[0.429564918138139],0.0,0.429564918138139,A5B6C18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.33,4.33,4.33,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-O-Sr,0.045062657931034,-1.846538159655173,0.0,3,Cubic,m-3,Im-3,oxide,,Sr,Ir,,,,"O, S",I,,,,"B $\in$ [-1, -0.1]",Negative B,2.0104200614253736
mp-772189,Bi3Ir3O11,1.987346087087986,0.1434858015309659,Octahedron,1,12g,1,[0.6248507978102781],0.0,0.6248507978102781,A3B3C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Ir-O,0.0,-1.443432850882353,0.0,3,Cubic,m-3,Pn-3,oxide,,,Ir,,Bi,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.006836919101661
mp-9559,Nd3IrO7,1.9505214986919608,0.1898868220247853,Octahedron,1,2b,1,[0.29828040919554705],0.0,0.29828040919554705,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ir-Nd-O,0.011840897954542,-2.991003283181821,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Ir,,,,"N, O",I,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.985806552678077
mp-9612,La3Ir3O11,1.4785091358714824,1.678766876632455,Octahedron,1,12g,1,[0.5603054705427221],0.0,0.5603054705427221,A3B3C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.33,4.33,4.33,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-La-O,0.0,-2.451199532794116,0.0,3,Cubic,m-3,Pn-3,oxide,,,Ir,,,,O,I,,La,,B > 1,Positive B,2.0122760672488034
