material_id,chem_formula,R$_0$,B,Ir_chemenv,num_Ir_chemenvs,Ir_wyckoff,num_Ir_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ir_sites,num_CN_env,num_charge_states,IrX_coordn,IrO_coordn,mean_coordn_Ir-X,min_coordn_Ir-X,max_coordn_Ir-X,mean_coordn_Ir-O,min_coordn_Ir-O,max_coordn_Ir-O,mean_Ir_charge,min_Ir_charge,max_Ir_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_IrO_BondL
mp-1218849,Sr2GdCu2IrO8,2.111159537020812,-0.698656962831212,Octahedron,1,1b,1,[0.31453433861065],0.0,0.31453433861065,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Cu-Gd-Ir-O-Sr,0.0,-2.291955524285714,0.0,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Cu, Ir",,,,"C, O, S",I,,Gd,,"B $\in$ [-1, -0.1]",Negative B,1.9723578104060409
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,Octahedron,1,"8i, 4h",2,"[1.245854321366995, 1.2516135408738571]",0.0,1.2487339311204262,AB6C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.83,3.83,3.83,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ir-O-Rb,0.0,-1.260683970921078,0.0,3,Tetragonal,4/m,I4/m,oxide,Rb,,Ir,,,,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.019707787239154
mp-1220760,NaYIrO4,1.971799308722468,0.1921304068854491,Octahedron,1,"1a, 2d",2,"[1.197226155694477, 1.195580823962805]",0.0,1.1964034898286409,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-Na-O-Y,0.043723438467258,-2.3052231640065672,0.0,4,Orthorhombic,mm2,Amm2,oxide,Na,,"Y, Ir",,,,"N, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0506567112118477
mp-1220804,NaHoIrO4,1.9696715446266253,0.1966676733713559,Octahedron,1,"1a, 2d",2,"[1.113427528402756, 1.167892484950903]",0.0,1.1406600066768293,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ho-Ir-Na-O,0.037873147366069,-2.331923119482757,0.0,4,Orthorhombic,mm2,Amm2,oxide,Na,,Ir,,,,"H, N, O",I,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,2.049734408053672
mp-1220923,NaTbIrO4,1.9695882634052928,0.2035836134760738,Octahedron,1,"1a, 2d",2,"[1.164491197837968, 1.17567192968488]",0.0,1.170081563761424,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Na-O-Tb,0.035583614508931,-2.322461999720853,0.0,4,Orthorhombic,mm2,Amm2,oxide,Na,,Ir,,,,"N, O",I,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.0531470025641756
mp-1221061,NaDyIrO4,1.9733760629060348,0.1882292282052429,Octahedron,1,"1a, 2d",2,"[1.146053384874557, 1.171153884580869]",0.0,1.158603634727713,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Dy-Ir-Na-O,0.036491897291667,-2.327569479482758,0.0,4,Orthorhombic,mm2,Amm2,oxide,Na,,Ir,,,,"N, O",I,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.0503045599542924
mp-1222630,Li3FeIrO5,2.1370367064953726,-0.1983038174266127,Octahedron,1,2i,1,[0.09629843410227601],0.0,0.09629843410227601,ABC3D5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Ir-Li-O,0.013995369349999,-1.803864161,0.0,4,Triclinic,-1,P-1,oxide,Li,,"Fe, Ir",,,,O,"F, I",,,,"B $\in$ [-1, -0.1]",Negative B,2.0530724625482573
mp-1222691,Li5Fe2(IrO5)2,1.8567410643459628,0.5815001213243688,Octahedron,1,1b,1,"[0.34139953672883, 0.31284627294010003]",0.0,0.32712290483446504,A2B2C5D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ir4.50+-O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Ir-Li-O,0.020873059921049,-1.728023227719298,0.0,4,Monoclinic,2,C2,oxide,Li,,"Fe, Ir",,,,O,"F, I",,,,"B $\in$ [0.5, 1]",Positive B,2.0244732977064896
mp-1227402,Ca2IrPtO6,1.746261434822845,0.7197553245187417,Octahedron,1,1c,1,[1.013209206168464],0.0,1.013209206168464,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-Ir-O-Pt,0.005005879333331,-2.046993367,0.0,4,Monoclinic,2/m,C2/m,oxide,,Ca,"Ir, Pt",,,,"C, O, P",I,,,,"B $\in$ [0.5, 1]",Positive B,2.038708674215821
mp-1227404,Ca2IrRhO6,1.656406792550574,0.872770130032863,Octahedron,1,1c,1,[0.81565548866349],0.0,0.81565548866349,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ca-Ir-O-Rh,0.0,-2.106184376999999,0.0,4,Monoclinic,2/m,C2/m,oxide,,Ca,"Rh, Ir",,,,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,2.0110251694680508
mp-1227963,Ba3TmIrRuO9,1.745760121249771,0.6715432236729627,Octahedron,1,2b,1,[0.070015564899169],0.0,0.070015564899169,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Tm,0.0,-2.607930883666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.018809664771935
mp-1228020,Ba3YIrRuO9,1.7358830214713443,0.6919866041662887,Octahedron,1,2b,1,[0.057578395452181005],0.0,0.057578395452181005,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Y,0.0,-2.576369705333334,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Y, Ru, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.017245233890851
mp-1228168,Ba3SmIrRuO9,1.645228610341541,0.9138231472638936,Octahedron,1,2b,1,[0.10927408324686701],0.0,0.10927408324686701,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ir-O-Ru-Sm,0.0,-2.551108316666665,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"O, S",I,,Sm,,"B $\in$ [0.5, 1]",Positive B,2.0167898709050975
mp-1228216,Ba3PrIrRuO9,1.660894934237214,0.8865988696244873,Octahedron,1,2b,1,[0.06331882386411901],0.0,0.06331882386411901,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Pr-Ru,0.0,-2.5148127137777783,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"O, P",I,,Pr,,"B $\in$ [0.5, 1]",Positive B,2.0213860253376437
mp-1228219,Ba3TbIrRuO9,1.737065063225419,0.7039261295459769,Octahedron,1,2b,1,[0.070207745866684],0.0,0.070207745866684,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Tb,0.0,-2.5823269487777782,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.0232815644531077
mp-1228233,Ba3ZnIrRuO9,1.8892981158298432,0.6063609972354038,Octahedron,1,2d,1,[0.12124554568916301],0.0,0.12124554568916301,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Zn,0.0,-2.179142146666667,0.0,5,Trigonal,-3m,P-3m1,oxide,,Ba,"Zn, Ru, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.000841782697711
mp-1228241,Ba3NdIrRuO9,1.6717617051783886,0.859504118172324,Octahedron,1,2b,1,[0.054575933179677],0.0,0.054575933179677,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Nd-O-Ru,0.0,-2.529088223500001,0.0009,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"N, O",I,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.021235942671995
mp-1228246,Ba3LaIrRuO9,1.8022923934214967,0.5278474431491527,Octahedron,1,2b,1,[0.043392011148757],0.0,0.043392011148757,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-La-O-Ru,0.0,-2.5408981253333343,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,La,,"B $\in$ [0.5, 1]",Positive B,2.018105989833245
mp-1228263,Ba3MgIrRuO9,1.8679028441014296,0.7146725816690518,Octahedron,1,2d,1,[0.36147135204967],0.0,0.36147135204967,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Mg-O-Ru,0.000525233999999,-2.374777702000001,0.0,5,Trigonal,-3m,P-3m1,oxide,,"Mg, Ba","Ru, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.9993715262508671
mp-1228273,Ba3NaIrRuO9,1.97397345772458,0.9976993791039352,Octahedron,1,2b,1,[0.038226381510845],0.0,0.038226381510845,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Na-O-Ru,0.0,-2.206382111425288,0.0,5,Hexagonal,6mm,P6_3mc,oxide,Na,Ba,"Ru, Ir",,,B,"N, O",I,,,,"B $\in$ [0.5, 1]",Positive B,1.9759878685151078
mp-1228297,Ba3DyIrRuO9,1.7251242099004167,0.730097311537999,Octahedron,1,2b,1,[0.06071225688520301],0.0,0.06071225688520301,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-Ir-O-Ru,0.0,-2.587928129111111,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.0219819359245625
mp-1228300,Ba3LuIrRuO9,1.7994786558169489,0.5452823857774113,Octahedron,1,2b,1,[0.090703673043052],0.0,0.090703673043052,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Lu-O-Ru,0.0,-2.6161617257777783,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.021190272207894
mp-1228306,Ba6Ca2Ir3RuO18,1.8217867747295715,0.96308584186209,Octahedron,1,"1a, 1c",2,"[0.072531480945832, 0.069234589371661, 0.043693722870707004]",0.0,0.061819931062733334,AB2C3D6E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-Ir-O-Ru,0.0,-2.407141747666667,0.0,5,Trigonal,3m,P3m1,oxide,,"Ca, Ba","Ru, Ir",,,B,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,1.9989528899214177
mp-1228318,Ba3LiIrRuO9,1.9798288338781007,0.8479181901397537,Octahedron,1,2b,1,[0.039559886229893],0.0,0.039559886229893,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Li-O-Ru,0.002116038833337,-2.2407896118888893,0.0,5,Hexagonal,6mm,P6_3mc,oxide,Li,Ba,"Ru, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.981541883054901
mp-1228361,Ba3BiIrRuO9,1.920702770730844,0.266549997722341,Octahedron,1,2a,1,[0.173291580261339],0.0,0.173291580261339,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Bi-Ir-O-Ru,0.0,-2.156578925,0.0643,5,Monoclinic,m,Cc,oxide,,Ba,"Ru, Ir",,Bi,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0294270420152976
mp-1228389,Ba3NiIrRuO9,1.889962622727642,0.5745396698473556,Octahedron,1,2d,1,[0.11820688204354501],0.0,0.11820688204354501,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ir-Ni-O-Ru,0.008049197833326,-2.109620580666667,0.0,5,Trigonal,-3m,P-3m1,oxide,,Ba,"Ni, Ru, Ir",,,B,"N, O",I,,,,"B $\in$ [0.5, 1]",Positive B,1.995652395922064
mp-1228390,Ba3ErIrRuO9,1.7473777970553883,0.6728628677639085,Octahedron,1,2b,1,[0.095915570536827],0.0,0.095915570536827,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Er-Ir-O-Ru,0.0,-2.600946232666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Er,,"B $\in$ [0.5, 1]",Positive B,2.0209633804270557
mp-1228398,Ba3HoIrRuO9,1.7799794075780284,0.5943660329579035,Octahedron,1,2b,1,[0.08216636238788201],0.0,0.08216636238788201,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ho-Ir-O-Ru,0.0,-2.594449324666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"H, O",I,,Ho,,"B $\in$ [0.5, 1]",Positive B,2.021648932597676
mp-1228412,Ba4Al(IrO5)2,1.9661256601895272,0.1995794507511063,Octahedron,1,2a,1,"[0.9677022752048781, 0.32776981274232403]",0.0,0.6477360439736011,AB2C4D10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Ir-O,0.026954165025944,-2.468470486764705,0.0,4,Orthorhombic,mm2,Cmc2_1,oxide,,Ba,Ir,,Al,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0228385094826353
mp-1228718,Ba3InIrRuO9,1.9155644544690584,0.2600219212727994,Octahedron,1,2b,1,[0.134122572326559],0.0,0.134122572326559,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-In-Ir-O-Ru,0.0,-2.211254367777778,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,In,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.021290016153884
mp-1228761,Ba4Li(IrO4)3,1.8863940922598232,0.6331765093555843,Octahedron,1,"2i, 1d",2,"[0.15200557726701902, 0.33435842329491605, 0.35283158174551404, 0.14065936013125302, 0.032046414220177004]",0.0,0.2023802713317758,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Li-O,0.012559340322924,-2.133436687000001,0.0,4,Monoclinic,2/m,C2/m,oxide,Li,Ba,Ir,,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0033392475570393
mp-1228796,Ba3GdIrRuO9,1.7239787086320528,0.7275218322200638,Octahedron,1,2b,1,[0.06331436561758301],0.0,0.06331436561758301,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-Ir-O-Ru,0.0,-2.559445923333334,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.019789903263977
mp-12323,NaSm2IrO6,2.005675577802545,-0.0522852839494873,Octahedron,1,2d,1,[0.009782498302908001],0.0,0.009782498302908001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Na-O-Sm,0.008738299124999,-2.658174027637931,0.0,4,Monoclinic,2/m,P2_1/c,oxide,Na,,Ir,,,,"N, O, S",I,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9960787230853159
mp-1287594,Ca2CoIrO6,1.9546975337639343,0.0531846492453929,Octahedron,1,1a,1,"[0.0063054153850490005, 0.010831516902622, 0.007493384395455001, 0.0075644583998830004]",0.0,0.008048693770752251,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ir-O,0.0,-2.12642163525,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Co, Ir",,,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.964423595420957
mp-1306506,Ca2FeIrO6,1.9914660846881715,0.0016308341333999,Octahedron,1,4e,1,[0.011895188531564],0.0,0.011895188531564,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Ir-O,0.0,-2.24188327125,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Fe, Ir",,,,"C, O","F, I",,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9917640663090868
mp-1310548,Ca2CoIrO6,1.976812209427813,0.0589111745283423,Octahedron,1,1a,1,"[0.0230584949157, 0.030384218637620003, 0.022985661406325002, 0.021345404302159]",0.0,0.024443444815451004,ABC2D6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ir-O,0.029634606000013,-2.09678702925,0.0,4,Monoclinic,m,Pc,oxide,,Ca,"Co, Ir",,,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9822853156824922
mp-13369,Ba3CaIr2O9,1.7940225841419497,1.0016313742684588,Octahedron,1,2d,1,[0.10052653397029301],0.0,0.10052653397029301,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",SCAN,Ba-Ca-Ir-O,0.019794793666659,-2.359971554333334,0.0,4,Trigonal,-3m,P-3m1,oxide,,"Ca, Ba",Ir,,,B,"C, O",I,,,,B > 1,Positive B,1.9782794535387842
mp-1340170,Ca2TiIrO6,1.940655058390116,0.1965222317211223,Octahedron,1,2b,1,[0.015770258783296],0.0,0.015770258783296,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-Ir-O-Ti,0.017106052750003,-2.8119122843333333,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Ti, Ir",,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.020504664490421
mp-1340405,Ca3Mn2(IrO6)2,1.8660332383320952,0.5082452122784658,Octahedron,1,1a,1,"[0.09281529171690901, 0.08156224340520901]",0.0,0.087188767561059,A2B2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Ir-Mn-O,0.027624103596493,-2.066779471887478,0.0,4,Triclinic,1,P1,oxide,,Ca,"Mn, Ir",,,,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,1.9593334798479303
mp-1345538,Mg2NiIrO6,2.068796247960644,-0.6101484336908776,Octahedron,1,2b,1,[0.110246363178748],0.0,0.110246363178748,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ir-Mg-Ni-O,0.0,-1.866736594999999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,"Ni, Ir",,,,"N, O",I,,,,"B $\in$ [-1, -0.1]",Negative B,1.9572202833772099
mp-1347506,Mg2CuIrO6,1.968951726396373,-0.2212578473195874,Octahedron,1,2b,1,[0.13370427600599302],0.0,0.13370427600599302,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Cu-Ir-Mg-O,0.025841228749999,-1.7942537285,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,"Cu, Ir",,,,"C, O",I,,,,"B $\in$ [-1, -0.1]",Negative B,1.96885570675238
mp-1367307,Ca2CrIrO6,1.977616540537668,0.0693792203698859,Octahedron,1,2b,1,[0.013997607198596001],0.0,0.013997607198596001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Ir-O,0.0,-2.401740640499999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Cr, Ir",,,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9903022552387384
mp-1375998,Ca2CuIrO6,1.9593262695317304,0.0950081378563746,Octahedron,1,2b,1,[0.018181664033963003],0.0,0.018181664033963003,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-Cu-Ir-O,0.0,-2.0191868105,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Cu, Ir",,,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9593618876755654
mp-15002,Sr2CaIrO6,1.960817892222855,0.0840586582877952,Octahedron,1,2c,1,[0.003935995577837],0.0,0.003935995577837,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-Ir-O-Sr,0.0,-2.5457749655,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,"Ca, Sr",Ir,,,,"C, O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9608503407376479
