material_id,chem_formula,R$_0$,B,Co_chemenv,num_Co_chemenvs,Co_wyckoff,num_Co_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Co_sites,num_CN_env,num_charge_states,CoX_coordn,CoO_coordn,mean_coordn_Co-X,min_coordn_Co-X,max_coordn_Co-X,mean_coordn_Co-O,min_coordn_Co-O,max_coordn_Co-O,mean_Co_charge,min_Co_charge,max_Co_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CoO_BondL
mp-1285961,Li(CoO2)3,1.816935052036334,0.1935709392792839,Octahedron,1,"1a, 1d, 2g, 2h",4,"[0.733422423130342, 1.099954595133752, 0.8144328960161351, 0.6246055725582751]",0.0,0.8181038717096261,AB3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.027257412374992,-1.349007260333333,1.035799999999999,3,Monoclinic,2/m,C2/m,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9133251105020934
mp-1287593,Sr3NbCoO7,1.0318862646744749,1.5035625235639265,Octahedron,1,1a,1,"[0.40659227064097103, 0.5579259611755321]",0.0,0.48225911590825155,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-Nb-O-Sr,0.038068638749951,-2.818019426666666,0.0,4,Triclinic,1,P1,oxide,,Sr,"Co, Nb",,,,"C, N, O, S",,,,,B > 1,Positive B,2.070268134989522
mp-1287594,Ca2CoIrO6,1.7778874255542718,0.4394656195069403,Octahedron,1,1a,1,"[0.048836163948692, 0.05573762100039201, 0.048488386943366005, 0.042769436953894006]",0.0,0.04895790221158601,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ir-O,0.0,-2.12642163525,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Co, Ir",,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.083162571966783
mp-1287701,Li2Mn3CoO8,1.8780362933462151,0.1101978155473145,Octahedron,1,2b,1,[0.5561883186356951],0.0,0.5561883186356951,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.0,-1.951045370747127,0.3865,4,Monoclinic,2/m,C2/m,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9545232284251828
mp-1288147,Co2As2O7,2.091509510132466,0.039379429309896,Octahedron,1,1a,1,"[4.90028494034571, 5.074298502462265, 3.831771156753429, 4.033301106746138]",0.25,4.459913926576886,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,As-Co-O,0.019325522954533,-1.560818095454545,1.9878,3,Triclinic,1,P1,oxide,,,Co,,,As,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1393969219390607
mp-1288387,Co2As2O7,2.0637043181170345,0.0384063969571384,Octahedron,1,1a,1,"[4.102649575487057, 4.6298954284473375, 4.007542390164292, 4.611479155493824]",0.0,4.337891637398128,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,As-Co-O,0.017447381590895,-1.5626962368181831,1.9929,3,Triclinic,1,P1,oxide,,,Co,,,As,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1120260775659037
mp-1288734,YCoO3,1.3968192964324646,0.9762138933383664,Octahedron,1,"2d, 2c",2,"[0.321104892773629, 0.145700299192302]",0.0,0.23340259598296553,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-O-Y,0.015464709589286,-2.576447398499999,0.1607,3,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Y",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0139722606910024
mp-1289332,Sr3NbCoO7,1.1504634848333797,1.3609184202941504,Octahedron,1,1a,1,"[0.41923100681936903, 0.41734273460290106]",0.0,0.418286870711135,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-Nb-O-Sr,0.048453843333284,-2.807634222083333,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Sr,"Co, Nb",,,,"C, N, O, S",,,,,B > 1,Positive B,2.065867281218329
mp-1290242,Na3(CoO2)5,1.843102475019228,0.1514257701758805,Octahedron,1,1a,1,"[0.622546743388183, 0.6389401029895441, 0.713903158009476, 0.44983784214197603, 0.6228959358327091, 0.5748175820804531, 0.707856920815618, 0.922664634823618, 0.48535822110986504, 0.5749619717784601]",0.0,0.6313783112969904,A3B5C10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Na-O,0.02913810083334,-1.438672498563218,0.0,3,Triclinic,1,P1,oxide,Na,,Co,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9266625270416518
mp-1290247,Li(CoO2)4,1.787136186712558,0.2534636600603649,Octahedron,1,"2i, 1f, 1b, 1c, 1e",5,"[0.6206734500281951, 0.609799883125692, 0.7133364711911301, 0.62797452760279, 0.7433772966448611, 0.9216552888518541]",0.0,0.7061361529074204,AB4C8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.016535530673069,-1.2896140621794872,1.1774,3,Monoclinic,2/m,P2/m,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.926363690191462
mp-1290739,Sr3NbCoO7,1.0617507799781931,1.449043847373828,Octahedron,1,1a,1,"[0.5251671969536661, 0.6512985072486931, 0.6748384845798521, 0.5088360718542321]",0.0,0.5900350651591109,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-Nb-O-Sr,0.029860693541618,-2.826227371875,0.202499999999999,4,Triclinic,1,P1,oxide,,Sr,"Co, Nb",,,,"C, N, O, S",,,,,B > 1,Positive B,2.074794803880309
mp-1291653,LiCo5O7F,1.6596096059015628,0.4572333678311366,"Tetrahedron, Octahedron",2,1a,1,"[0.15022716390002702, 0.163653190527276, 0.8846303146952441, 1.092555865073803, 0.33537054884535605, 0.6172893132172951, 0.7526735998628751, 0.768950302115839, 0.7988638779227131, 0.6645192143220571]",0.0,0.6228733390482486,ABC5D7,2,3,2,"[4.0, 6.0, 6.0]","[4.0, 5.0, 6.0]",5.333333333333333,4.0,6.0,5.0,4.0,6.0,2.6666666666666665,2.0,3.0,1.3333333333333333,1,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Co-F-Li-O,0.046492111530612,-1.493615189166667,0.4512,4,Monoclinic,m,Cm,fluoride,Li,,Co,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.960865586050557
mp-1291671,Li2V3CoO8,1.9233649314894423,0.0561855518103112,Octahedron,1,1a,1,"[0.36600045785481905, 0.444493852260231]",0.0,0.40524715505752507,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O-V,0.0,-2.425220934047618,0.0,4,Triclinic,1,P1,oxide,Li,,"V, Co",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9624424548519384
mp-1291928,Nb2Co4O9,2.6983680223364472,-0.4994439402401685,Octahedron,1,1a,1,"[0.29173192986304103, 0.228774413831126, 0.284178014783701, 1.149135846133691, 0.23629028086282503, 0.9573139414719221, 1.092650535773597, 1.08285848094762]",0.0,0.6653666804584404,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-Nb-O,0.014835177666679,-2.094991374333333,1.8495,3,Monoclinic,m,Cc,oxide,,,"Co, Nb",,,,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.141610387849804
mp-1291942,Sr2CoO4,1.9083947108899788,0.0924312374420151,Octahedron,1,2a,1,"[0.148913524133424, 0.137609640338065]",0.0,0.1432615822357445,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Sr,0.0182131275,-2.329813118571429,0.0,3,Orthorhombic,mmm,Pmmn,oxide,,Sr,Co,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.947935110682857
mp-1293180,SrCo2(AsO4)2,1.9190386995754336,0.1951568197442901,"Octahedron, Square pyramid",2,1a,1,"[2.137522352589944, 1.607430172924306, 1.115072457825875, 1.320911120577497]",0.0,1.5452340259794055,AB2C2D8,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-Co-O-Sr,0.00085851153846,-1.956125861153847,2.3287,4,Triclinic,1,P1,oxide,,Sr,Co,,,As,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1184172881913224
mp-1295700,Sr2CoO4,1.8295794070327769,0.1784857844743961,Octahedron,1,1a,1,"[0.41139989040610003, 0.395355416026656, 0.13796548065039602, 0.396552838231421]",0.0,0.3353184063286433,AB2C4,1,2,1,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Sr,0.008757333214285,-2.339268912857143,0.0,3,Monoclinic,2/m,C2/m,oxide,,Sr,Co,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.968585965731137
mp-1296272,CoBi6(SO8)2,1.7215728251460032,0.3860672408387263,no_data,1,no_data,1,no_data,0.0,no_data,AB2C6D16,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Co-O-S,0.009288885900022,-1.7661936461,1.902299999999999,4,Monoclinic,2,P2,oxide,,,Co,,Bi,B,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.059625535892562
mp-1296423,LiMnCo3O8,1.8562912232985929,0.0875554882717929,Octahedron,1,1a,1,"[0.749404611567507, 0.622868470795895, 0.611077045488025, 0.629841826197807, 0.736623855834007, 0.6251440695895061]",0.0,0.6624933132454579,ABC3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.023008654294869,-1.459649338174182,0.8042,4,Monoclinic,2/m,C2/m,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9022307132204035
mp-1297796,Li4Mn3CoO8,1.5882447661311698,0.4757102962012541,Octahedron,1,"1a, 1h",2,"[0.8421125152098181, 0.864387982898363]",0.0,0.8532502490540905,AB3C4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.029935628281243,-2.026520520757903,0.0,4,Monoclinic,2/m,C2/c,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.111283891697014
mp-1297861,BaYMnCoO5,2.186235002302288,-0.2491842441793247,Square pyramid,1,1a,1,"[1.395618398537943, 1.397271031439205]",0.0,1.396444714988574,ABCDE5,1,2,2,"[5.0, 5.0]","[5.0, 5.0]",5.0,5.0,5.0,5.0,5.0,5.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-Mn-O-Y,0.046006606909729,-2.580644824214559,0.2175,5,Orthorhombic,mm2,Cmm2,oxide,,Ba,"Mn, Co, Y",,,B,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0167316355271065
mp-1298696,Sr3TaCoO7,1.2785201820964525,1.134885180031835,Octahedron,1,"1b, 1a",2,"[0.6590061828014241, 0.413904177144547]",0.0,0.5364551799729855,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Sr-Ta,0.012477592291617,-2.930056257694444,1.0652,4,Monoclinic,2,C2,oxide,,Sr,"Co, Ta",,,,"C, O, S",,,,,B > 1,Positive B,2.0501135633217316
mp-1299471,Li2FeCo3O8,1.8291976543733213,0.2615801452901354,Octahedron,1,"1f, 1b, 1c, 1d, 1e, 1g",6,"[0.356713272293037, 1.018575823986201, 0.7346232318993591, 0.83523458009809, 0.21627794814806503, 0.788673930833349]",0.0,0.6583497978763502,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Li-O,0.043857266333199,-1.519570359761905,0.0,4,Triclinic,-1,P-1,oxide,Li,,"Fe, Co",,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.972972783671441
mp-1299481,SrLa2(CoO3)3,1.9478018965301795,-0.0125727835834657,Octahedron,1,1a,1,"[0.137923042268493, 0.096354424912932, 0.073286111230301, 0.043195915975742, 0.06755633081211701, 0.07101297299053301]",0.0,0.081554799698353,AB2C3D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-La-O-Sr,0.025806893166695,-2.375590179333334,0.0,4,Monoclinic,2/m,C2/m,oxide,,Sr,Co,,,,"C, O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9405173577909944
mp-1299574,Li4Co2OF7,2.234908206474665,-0.768880681467036,Octahedron,1,1a,1,"[0.36427374600392703, 0.5126880775908711]",0.0,0.43848091179739906,AB2C4D7,1,2,2,"[6.0, 6.0]","[1.0, 1.0]",6.0,6.0,6.0,1.0,1.0,1.0,2.5,2.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Co-F-Li-O,0.035991843571428,-2.6400292259523823,1.321699999999999,4,Triclinic,1,P1,fluoride,Li,,Co,,,,"C, O",F,,,,"B $\in$ [-1, -0.1]",Negative B,1.859337375721927
mp-1301359,Li3Co2NiO6,1.8704158418851329,0.1089183410843056,Octahedron,1,1a,1,"[0.27507023296709604, 0.222131631627895, 0.296057785120085, 0.23716048986982102]",0.0,0.25760503489622427,AB2C3D6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Ni-O,0.019530226666658,-1.6538954075000012,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Li,,"Co, Ni",,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.931612075199729
mp-1301551,Na3CoPCO7,1.2065850455351508,0.8555986924143429,Octahedron,1,1a,1,"[2.06317321510788, 2.196727025177421, 2.198403968848058, 2.184318068949124]",0.0,2.160655569520621,ABCD3E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Na-O-P,0.002665467884628,-2.225026324329291,3.074899999999999,5,Monoclinic,m,Pm,oxide,Na,,Co,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1494500210076777
mp-1301679,SrLa2(CoO3)3,1.7781100467758666,0.2669863270033944,Octahedron,1,1a,1,"[0.11235416424585001, 0.127929217443259, 0.130477976797284, 0.11079908288848601, 0.13296056022708602, 0.12004035413040101]",0.0,0.12242689262206102,AB2C3D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-La-O-Sr,0.005335312833362,-2.396061759666667,0.0,4,Monoclinic,2/m,C2/c,oxide,,Sr,Co,,,,"C, O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9274447344762233
mp-1302208,Sr3TaCoO7,1.0685758031120465,1.4496858348544492,Octahedron,1,1a,1,"[0.284198719871179, 0.7061009498702141, 0.379152569872207, 0.9076388226697291]",0.0,0.5692727655708323,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Sr-Ta,0.031700227291616,-2.910833622694445,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Sr,"Co, Ta",,,,"C, O, S",,,,,B > 1,Positive B,2.0701101768559527
mp-1302608,Li3Co4SnO8,2.144550056502312,-0.0222243680879657,Octahedron,1,"1a, 2i, 1f, 1h, 1c, 1d, 1g",7,"[0.107037258270692, 0.23107526701901102, 0.204713654202914, 0.232574673157661, 0.36032983378965905, 0.131754847119802, 0.585231396020038]",0.0,0.2646738470828253,AB3C4D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-Li-O-Sn,0.0482260659375,-1.6993831034375,0.665299999999999,4,Triclinic,-1,P-1,oxide,Li,,Co,,Sn,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1316220431482007
mp-1302768,Li2CrCo3O8,1.8722387509857488,0.1168378426618231,Octahedron,1,"1f, 1b, 1h, 1c, 1d, 1e",6,"[0.41166990180198404, 1.205970559651883, 0.7196556246652971, 0.747686141402744, 0.488717022601714, 0.42059373926647103]",0.0,0.6657154982316822,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Cr-Li-O,0.020097842896826,-1.687668572619048,0.0,4,Monoclinic,2/m,C2/m,oxide,Li,,"Cr, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9350265199460184
mp-1303340,LiMnCo3O8,1.803964301025608,0.2312350506194776,Octahedron,1,1a,1,"[0.8912749534491161, 0.6456687165576981, 0.574103817940535, 0.527768938221949, 0.586427595911585, 0.65462371826233]",0.0,0.6466446233905355,ABC3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.047334872371792,-1.4353231200972592,0.7829,4,Monoclinic,m,Pm,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9309810314722666
mp-1303576,LiCo(CO3)2,1.776832370360938,0.3651941707899891,Octahedron,1,1a,1,"[3.809821613158649, 2.897593430619379, 3.077827309133661, 2.9733933020912433]",0.0,3.1896589137507325,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-O,0.042718316958332,-1.743913767833333,0.7002,4,Triclinic,1,P1,carbonate,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.034267034685392
mp-1303642,Sr3NbCoO7,0.968369091674614,1.6516211519915631,Octahedron,1,1a,1,[0.5556550782264601],0.0,0.5556550782264601,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-Nb-O-Sr,0.048445852499951,-2.807642212916667,0.0,4,Monoclinic,m,Cm,oxide,,Sr,"Co, Nb",,,,"C, N, O, S",,,,,B > 1,Positive B,2.0789619395674266
mp-1304017,Li2Mn3CoO8,1.6646670820028024,0.3993288522970714,Octahedron,1,"1f, 1d",2,"[1.550254428192205, 0.660399478460698]",0.0,1.1053269533264516,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.0005618125,-1.950483558247126,0.492399999999999,4,Monoclinic,2/m,P2/m,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.019354957132512
mp-1304367,Co5SbO8,1.870258913500472,0.2214179913550717,"Tetrahedron, Octahedron",2,"1a, 2i, 1f, 1b, 1d, 1e, 1g",7,"[0.069465710889815, 0.720051722864615, 0.5839882198827401, 0.623216338755338, 0.08653972213793401, 0.624184028162974, 0.6008154535805581, 0.605402060508154]",0.0,0.48920790709776607,AB5C8,2,3,2,"[4.0, 6.0, 6.0]","[4.0, 6.0, 6.0]",5.333333333333333,4.0,6.0,5.333333333333333,4.0,6.0,2.333333333333333,2.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-O-Sb,0.010987794285712,-1.475937017142858,0.6377,3,Monoclinic,2/m,C2/c,oxide,,,Co,,,Sb,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0626285752774915
mp-1304514,Li3Mn2CoO6,0.7565376930613994,1.1988550009888683,Octahedron,1,"1f, 1a",2,"[0.695337689713804, 0.49904596146283403]",0.0,0.5971918255883191,AB2C3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.046931465208325,-1.975053412155172,0.153399999999999,4,Triclinic,-1,P-1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,B > 1,Positive B,2.048782941332265
mp-1304728,Sr3TaCoO7,0.9605627496183752,1.6100264898906098,Octahedron,1,1a,1,"[0.7439838436075641, 0.752749460514048, 0.740988237353006, 0.317022969634125]",0.0,0.6386861277771858,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Sr-Ta,0.035602834791617,-2.906931015194445,0.0,4,Monoclinic,m,Cm,oxide,,Sr,"Co, Ta",,,,"C, O, S",,,,,B > 1,Positive B,2.074961676029131
mp-1304790,Li2FeCo3O8,1.782192275314833,0.3074124271024784,Octahedron,1,"1f, 1b, 1c, 1d, 1e, 1g",6,"[0.534569544648663, 0.8983351867389741, 0.603517289521843, 0.41852701677476406, 0.41806351411699605, 0.9514934808864991]",0.0,0.6374176721146233,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Li-O,0.018785575618913,-1.54464205047619,0.495499999999999,4,Monoclinic,2/m,C2/c,oxide,Li,,"Fe, Co",,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9519852214193523
mp-1305983,Li4Cr3CoO8,2.570608633032565,-0.520756455993684,Octahedron,1,"1b, 1e",2,"[0.317371435470964, 0.16373050537897402]",0.0,0.24055097042496904,AB3C4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Cr-Li-O,0.018480674375,-2.224400658333333,1.936,4,Triclinic,-1,P-1,oxide,Li,,"Cr, Co",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9982338797802353
mp-1306042,SrLa2(CoO3)3,1.8753326693225247,0.1134141992547206,Octahedron,1,1a,1,"[0.151214764132725, 0.037579232199318004, 0.17046790197142]",0.0,0.11975396610115434,AB2C3D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-La-O-Sr,0.042367947500027,-2.359029125000001,0.0608,4,Monoclinic,m,Cm,oxide,,Sr,Co,,,,"C, O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9374854921756222
mp-1306790,Li2Mn3CoO8,1.9247974516616704,0.1437077427752312,Octahedron,1,1a,1,"[1.122286037127337, 1.337085869474544]",0.0,1.2296859533009405,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.034605207857143,-1.916440162889983,0.0,4,Triclinic,-1,P-1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0536094573936525
