material_id,chem_formula,R$_0$,B,Lu_chemenv,num_Lu_chemenvs,Lu_wyckoff,num_Lu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Lu_sites,num_CN_env,num_charge_states,LuX_coordn,LuO_coordn,mean_coordn_Lu-X,min_coordn_Lu-X,max_coordn_Lu-X,mean_coordn_Lu-O,min_coordn_Lu-O,max_coordn_Lu-O,mean_Lu_charge,min_Lu_charge,max_Lu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_LuO_BondL
mp-15170,Lu2Sn2O7,1.8575073713629784,0.5266147748936231,Cube,1,4d,1,[1.15731000744972],0.0,1.15731000744972,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Lu-O-Sn,0.000143088863637,-2.874131636666667,2.618299999999999,3,Cubic,m-3m,Fd-3m,oxide,,,,,Sn,,"O, S",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3826733098829944
mp-16868,BaLuCo4O7,2.4597540726960885,-0.3416533327172869,Octahedron,1,2b,1,[0.09680805962941501],0.0,0.09680805962941501,ABC4D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-Lu-O,0.03168879495193,-2.073208945128206,0.0,4,Hexagonal,6mm,P6_3mc,oxide,,Ba,Co,,,B,"C, O",,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.2224099834452264
mp-16928,Ba6Lu2(WO6)3,1.4986996836371425,1.022519709174725,Octahedron,1,2c,1,[0.052567262442015004],0.0,0.052567262442015004,A2B3C6D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Lu-O-W,0.0,-3.116453225632183,2.9903,4,Trigonal,-3m,R-3m,oxide,,Ba,W,,,B,O,,,Lu,,B > 1,Positive B,2.209522186075853
mp-16969,Lu2SiO5,1.7200427565320588,0.7287203519360654,"Octahedron, Pentagonal bipyramid",2,4f,1,"[3.754279449587404, 4.830336480679588]",0.0,4.292307965133496,AB2C5,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Si,0.0,-3.752045655729166,4.6846,3,Monoclinic,2/m,C2/c,oxide,,,,,,Si,"O, S",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2547905824338916
mp-17268,Lu2Cu(B2O5)2,1.978395831503026,0.3769845926001112,Square antiprism,1,4e,1,[1.445020140404239],0.0,1.445020140404239,AB2C4D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-Lu-O,0.006002920784307,-3.037570600588235,0.6675,4,Monoclinic,2/m,P2_1/c,diborate,,,Cu,,,B,"C, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3522900298767677
mp-17630,LuCu(WO4)2,2.218938259149137,0.0058622207552126,Octahedron,1,2e,1,[0.7154980395568701],0.0,0.7154980395568701,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Lu-O-W,0.036550009947916,-2.394680906388888,1.096499999999999,4,Monoclinic,2/m,P2/c,oxide,,,"Cu, W",,,,"C, O",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2233093480816084
mp-17673,Lu3O2F5,2.011956430199955,0.270870824381728,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,"8d, 4c",2,"[2.098895716686991, 1.073172486102155]",0.0,1.586034101394573,A2B3C5,2,2,1,"[7.0, 8.0]","[2.0, 4.0]",7.5,7.0,8.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals",r2SCAN,F-Lu-O,0.0,-4.408050967749998,5.602399999999999,3,Orthorhombic,mmm,Pnma,fluoride,,,,,,,O,F,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.1836530130587244
mp-18150,K3Lu(PO4)2,0.0053235162591056,3.117086436945478,Octahedron,1,"2d, 1a",2,"[0.08434073766884101, 0.026177054659737003]",0.0,0.05525889616428901,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,K-Lu-O-P,0.0,-3.001526013407312,4.9407,4,Trigonal,-3,P-3,phosphate,K,,,,,,"O, P",,,Lu,,B > 1,Positive B,2.165980905638053
mp-18195,Lu2SiO5,1.7221687773817194,0.6849655707964845,"Face-capped octahedron, Pentagonal bipyramid",2,4e,1,"[3.856635029902103, 1.9084694431130131]",0.0,2.882552236507558,AB2C5,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",SCAN,Lu-O-Si,0.023591110624984,-3.728454545104181,4.567500000000001,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"O, S",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2637302161852015
mp-18385,Lu2Si2O7,1.707482414230239,0.7441385806872938,Pentagonal bipyramid,1,8b,1,[3.40883722286747],0.0,3.40883722286747,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",SCAN,Lu-O-Si,0.019656807727267,-3.570872491666674,5.199199999999999,3,Tetragonal,422,P4_12_12,oxide,,,,,,Si,"O, S",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2569876147055523
mp-18595,LuCu(BO2)5,1.7680831656066371,0.5687136620207451,Dodecahedron with triangular faces - p2345 plane normalized,1,2b,1,[1.561442794846896],0.0,1.561442794846896,ABC5D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-Lu-O,0.012064946299014,-2.81441601367647,0.7753999999999991,4,Orthorhombic,mmm,Ibam,metaborate,,,Cu,,,B,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.341082911347855
mp-18719,KLu(WO4)2,2.189488560072886,0.0509769687101419,Trigonal prism,1,2e,1,[1.60302266165055],0.0,1.60302266165055,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Lu-O-W,0.0,-2.690631258243055,3.2486,4,Monoclinic,2/m,C2/c,oxide,K,,W,,,,O,,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2271402294592764
mp-18808,LuMnO3,2.058083935085872,0.2238764244250655,Face-capped octahedron,1,"4b, 2a",2,"[2.945040277651935, 3.284467126866704]",0.0,3.1147537022593195,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Mn-O,0.0,-3.11040649758621,0.0,3,Hexagonal,6mm,P6_3cm,oxide,,,Mn,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.25074115694924
mp-19153,Lu2Mn2O7,1.6466133282808215,0.67017612768439,Cube,1,4d,1,[1.903228294180365],0.0,1.903228294180365,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Mn-O,0.0,-2.938114664017765,1.112099999999999,3,Cubic,m-3m,Fd-3m,oxide,,,Mn,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.314941616626149
mp-19327,LuNiO3,0.9302428696278668,1.5504616296199352,Square-face bicapped trigonal prism,1,4c,1,[1.352449285441674],0.0,1.352449285441674,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Ni-O,0.014914190291667,-2.535460960833331,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ni,,,,"N, O",,,Lu,,B > 1,Positive B,2.329083696605381
mp-20402,Lu6UO12,1.3732354353139016,1.2481150399175411,Square-face capped trigonal prism,1,6f,1,[4.002277603687819],0.0,4.002277603687819,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",r2SCAN,Lu-O-U,0.0,-4.065957644210527,1.9232,3,Trigonal,-3,R-3,oxide,,,,,,,O,,,Lu,U,B > 1,Positive B,2.2954493314013638
mp-20406,Lu2V2O7,1.6941225360073386,0.6361040705192256,Cube,1,4d,1,[1.710067640172239],0.0,1.710067640172239,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-V,0.002963044431815,-3.262010215303032,1.1751,3,Cubic,m-3m,Fd-3m,oxide,,,V,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3284756427337943
mp-20687,Sr2LuRuO6,2.1641723235468526,0.0187428298054703,Octahedron,1,2b,1,[0.014183351167108001],0.0,0.014183351167108001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ru-Sr,0.0,-2.9030109491666662,0.1147,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ru,,,,"O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.177191733226497
mp-21872,PrLuO3,2.252559573476456,-0.0811218103073532,Octahedron,1,4a,1,[0.09286561133065101],0.0,0.09286561133065101,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Lu-O-Pr,0.0,-3.848430251666664,4.8757,3,Orthorhombic,mmm,Pnma,oxide,,,,,,,"O, P",,,"Pr, Lu",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1903987769542734
mp-22220,LaLuO3,2.245787642743556,-0.068063856437277,Octahedron,1,4b,1,[0.082951266351332],0.0,0.082951266351332,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,La-Lu-O,0.0,-3.917259186833331,4.452500000000001,3,Orthorhombic,mmm,Pnma,oxide,,,,,,,O,,,"La, Lu",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1936023499553463
mp-22588,LuFeO3,0.4098732300282858,2.240703422890879,Square-face bicapped trigonal prism,1,4c,1,[1.690585805968373],0.0,1.690585805968373,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Lu-O,0.036039123124998,-2.879398338833334,1.6083,3,Orthorhombic,mmm,Pnma,oxide,,,Fe,,,,O,F,,Lu,,B > 1,Positive B,2.4059907333612713
mp-22726,Sr2LuIrO6,2.150044263362308,0.0264808857363813,Octahedron,1,2c,1,[0.013187029592704002],0.0,0.013187029592704002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Lu-O-Sr,0.0,-2.827100211166667,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ir,,,,"O, S",I,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1684393922711407
mp-23096,LuSeClO3,1.9079454058762468,0.4043478892469827,Pentagonal bipyramid,1,4c,1,[1.452797566530815],0.0,1.452797566530815,ABCD3,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-Lu-O-Se,0.0,-2.499801073585069,4.336399999999999,4,Orthorhombic,mmm,Pnma,chlorate,,,,,,,"C, O, S, Se",Cl,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2498395879467075
mp-23100,Sr2LuBiO6,2.192943932602848,0.0079346394039109,Octahedron,1,2d,1,[0.033924252032228],0.0,0.033924252032228,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Lu-O-Sr,0.0,-2.891695009166667,1.9188,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,,,Bi,B,"O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1984564795235704
mp-2767717,LuVO3,0.8269223683290068,1.660643247175578,Square-face bicapped trigonal prism,1,2i,1,"[1.5690349811131141, 1.521089514477584]",0.0,1.545062247795349,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-V,0.0,-3.363412194333333,0.261099999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,V,,,,O,,,Lu,,B > 1,Positive B,2.373722326298826
mp-3200,Lu2Ti2O7,1.722767608576096,0.6515616394198489,Cube,1,4d,1,[1.72814238580058],0.0,1.72814238580058,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ti,0.021920562500003,-3.654684624924246,2.508,3,Cubic,m-3m,Fd-3m,oxide,,,Ti,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3725366191631867
mp-505268,BaLu2CuO5,1.4317376494484484,1.033485379361056,Square-face capped trigonal prism,1,4c,1,"[1.914016270264782, 2.23091689500039]",0.0,2.072466582632586,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Lu-O,0.043689972916664,-3.132618489259259,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Cu,,,B,"C, O",,,Lu,,B > 1,Positive B,2.2942599227414626
mp-542397,LuMn2O5,1.5005267769935524,0.8856718436559188,Square-face bicapped trigonal prism,1,4g,1,[2.352161651548541],0.0,2.352161651548541,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Mn-O,0.0,-2.657710999066092,0.7359,3,Orthorhombic,mmm,Pbam,oxide,,,Mn,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3311084035732916
mp-542676,Lu2Te4O11,2.202905642426756,0.1517904428228388,Square-face bicapped trigonal prism,1,4f,1,[1.586182559914351],0.0,1.586182559914351,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Te,0.011584138823537,-2.31137674235294,3.221199999999999,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3190884378990893
mp-5489,LuTaO4,2.006503175060604,0.4118332315319185,Square antiprism,1,2e,1,[2.457665670093106],0.0,2.457665670093106,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Ta,0.0,-3.605355670666666,4.3218,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3261403552700077
mp-550950,LuCoO3,0.9014710656862852,1.5888398950856708,Square-face bicapped trigonal prism,1,4c,1,[1.322122927640085],0.0,1.322122927640085,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-Lu-O,0.037204011839285,-2.639663920333333,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Co,,,,"C, O",,,Lu,,B > 1,Positive B,2.3352582932122194
mp-554066,Ba3Lu2Zn5O11,1.943450076210797,0.4128547050138654,Octahedron,1,4e,1,[0.081663419603448],0.0,0.081663419603448,A2B3C5D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Lu-O-Zn,0.001684299821428,-2.6729634499206343,2.400299999999999,4,Cubic,-43m,F-43m,oxide,,Ba,Zn,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2299778332908406
mp-554113,LuP5O14,2.1951228803845053,0.1226885310537593,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,2e,1,"[0.736876393317762, 1.044960897306414]",0.0,0.890918645312088,AB5C14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Lu-O-P,0.005454493437487,-2.828423386369046,5.2656,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3163703049968545
mp-554282,Lu3B5O12,1.930844118793076,0.3942938362174384,Square antiprism,1,"8i, 4e",2,"[2.024189257889249, 0.8923555345974691]",0.0,1.458272396243359,A3B5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Lu-O,0.001240688937501,-3.383382150041666,5.426500000000001,3,Orthorhombic,mmm,Pmna,oxide,,,,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.331756009388597
mp-554463,Na3LuSi2O7,2.4551884314151087,-0.3409432114920537,"Octahedron, Trigonal prism",2,"4f, 2a",2,"[0.15782923684601702, 0.022531456253174]",0.0,0.0901803465495955,AB2C3D7,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Lu-Na-O-Si,0.000444404102557,-3.070539563651635,3.9465,4,Hexagonal,6/m,P6_3/m,oxide,Na,,,,,Si,"N, O, S",,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.2187971077962914
mp-554774,RbLu(SO4)2,1.900708700087634,0.4521445648574658,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.29742044642562],0.0,2.29742044642562,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Lu-O-Rb-S,0.0,-2.563218222430555,5.8838,4,Monoclinic,2/m,P2/c,sulfate,Rb,,,,,,"O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3253347553842136
mp-554854,CsLuP2O7,1.982588858916961,0.311175378341754,Octahedron,1,4e,1,[0.44278588139421304],0.0,0.44278588139421304,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-Lu-O-P,0.0,-3.170149200964322,5.2702,4,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,,"C, O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.19851338657416
mp-555022,LuSeO3F,1.8581487726619108,0.5430031706350534,Square-face bicapped trigonal prism,1,4e,1,[3.044677908583097],0.0,3.044677908583097,ABCD3,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals",GGA,F-Lu-O-Se,0.038931355833333,-2.82308066733507,4.2951000000000015,4,Monoclinic,2/m,P2_1/c,fluoride,,,,,,,"O, S, Se",F,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3872243752889823
mp-555747,Lu2WO6,2.0839109278281334,0.2136125937790292,"Cube, Square antiprism, Square-face capped trigonal prism",3,"2f, 4g, 2e",3,"[3.358661848664361, 2.874053684896595, 1.6054288781897341]",0.0,2.6127148039168966,AB2C6,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-W,0.0,-3.347299822037036,3.1387,3,Monoclinic,2/m,P2/c,oxide,,,W,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2751532022704413
mp-556010,LuMoClO4,1.9954620011523576,0.3187519492813259,Square-face capped trigonal prism,1,2i,1,[2.552990259237138],0.0,2.552990259237138,ABCD4,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-Lu-Mo-O,0.007216026190452,-2.686788703809524,2.8871,4,Triclinic,-1,P-1,perchlorate,,,Mo,,,,"C, O",Cl,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2670072476457057
mp-556477,Lu2O3,1.8409503811990016,0.5679877196846327,"Square-face capped trigonal prism, Octahedron",2,2i,1,"[1.576354193042122, 2.161575451701852, 1.186495693958643]",0.0,1.6414751129008724,A2B3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Lu-O,0.046827471500002,-4.017930974666664,4.2763,2,Monoclinic,2/m,C2/m,oxide,,,,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.272323378039446
mp-557829,Lu2Te5O13,2.302293219388008,-0.0174553143379798,"Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",2,2i,1,"[2.3577364821817293, 1.405859515956056]",0.0,1.8817979990688927,A2B5C13,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Te,0.0,-2.206744143333347,3.0656,3,Triclinic,-1,P-1,oxide,,,,,,Te,O,,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.280373683306032
mp-559383,RbLuP2O7,1.9443515988167348,0.362555378625368,Octahedron,1,4e,1,[0.27078384938494204],0.0,0.27078384938494204,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Lu-O-P-Rb,0.0,-3.168096079859306,5.1811,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.1959309244406082
mp-559395,KLuP2O7,1.9105935034107204,0.4124190392965159,Octahedron,1,4e,1,[0.355190083698392],0.0,0.355190083698392,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-Lu-O-P,0.0,-3.161945163700215,5.212099999999999,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.1967700041907015
mp-561247,Na2LuMoPO8,1.924578917779464,0.4405954722779648,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[0.40849032299221705],0.0,0.40849032299221705,ABCD2E8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-Mo-Na-O-P,0.002769273653849,-2.779191247812933,4.1749,5,Orthorhombic,mmm,Ibca,oxide,Na,,Mo,,,,"N, O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.31861183962538
mp-561326,LuSeO3F,2.0610394030537096,0.2892383947569826,Pentagonal bipyramid,1,2i,1,[1.5387759163348842],0.0,1.5387759163348842,ABCD3,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals",GGA,F-Lu-O-Se,0.001602216666666,-2.860409806501737,3.9164,4,Triclinic,-1,P-1,fluoride,,,,,,,"O, S, Se",F,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2897727834798554
mp-561535,NaLuP2O7,1.96344529844485,0.3061708928491731,Octahedron,1,4e,1,[0.8039757045380731],0.0,0.8039757045380731,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Lu-Na-O-P,0.0,-3.129575432484692,5.377800000000001,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,,"N, O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.1779052789457283
