material_id,chem_formula,R$_0$,B,Lu_chemenv,num_Lu_chemenvs,Lu_wyckoff,num_Lu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Lu_sites,num_CN_env,num_charge_states,LuX_coordn,LuO_coordn,mean_coordn_Lu-X,min_coordn_Lu-X,max_coordn_Lu-X,mean_coordn_Lu-O,min_coordn_Lu-O,max_coordn_Lu-O,mean_Lu_charge,min_Lu_charge,max_Lu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_LuO_BondL
mp-1210829,Lu2Be2SiO7,1.710038329787806,0.7253791796873237,Square antiprism,1,4e,1,[1.2383789445723241],0.0,1.2383789445723241,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Lu-O-Si,0.013585066875016,-3.596297815277777,5.2839,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Si","O, S",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.381794931619161
mp-1210839,Lu2Be2GeO7,1.9680618141494512,0.4538207176064618,Square antiprism,1,4e,1,[1.227423053014236],0.0,1.227423053014236,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ge-Lu-O,0.024284135546877,-3.291327234444444,4.2438,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3875400240200975
mp-1210874,Lu2Cu(GeO3)4,1.8122604091940933,0.5761235720004476,Square-face capped trigonal prism,1,2i,1,[3.976945728683722],0.0,3.976945728683722,AB2C4D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-Lu-O,0.032516642763156,-2.537087097017543,0.6467,4,Triclinic,-1,P-1,oxide,,,Cu,,,Ge,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.300290473894985
mp-1210908,Li2Lu5B3O13,1.85623572565292,0.4887221105124759,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",3,2e,1,"[2.910311006675041, 2.859748516290785, 1.665406071507262, 1.989258253226101, 2.289649120965308]",0.0,2.3428745937328994,A2B3C5D13,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Li-Lu-O,0.002079945760872,-3.525434384673912,4.4597,4,Monoclinic,2/m,P2_1/m,oxide,Li,,,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2535269843682886
mp-1210947,LuAg(WO4)2,2.3741760224780752,-0.0253422696985782,Square antiprism,1,2g,1,[1.178125882740456],0.0,1.178125882740456,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ag-Lu-O-W,0.014401884739591,-2.375720084027777,3.171799999999999,4,Monoclinic,2/m,C2/m,oxide,,,"Ag, W",,,,O,,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.347342610207722
mp-1210966,Lu2Mo4O15,2.141161159974557,0.1467377199485436,Square-face capped trigonal prism,1,4e,1,[2.359595840730509],0.0,2.359595840730509,A2B4C15,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-Mo-O,0.028162127559523,-2.526238371587302,3.3038,3,Monoclinic,2/m,P2_1/c,oxide,,,Mo,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.268366247417073
mp-1210978,LuTl(MoO4)2,2.031219943740532,0.2588548821370074,Octahedron,1,4c,1,[0.072886253010518],0.0,0.072886253010518,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Lu-Mo-O-Tl,0.007155215833364,-2.391052673541669,3.9398,4,Orthorhombic,mmm,Pnma,oxide,,,Mo,,Tl,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.212788150230651
mp-1211057,Lu2MoO6,2.490037538057432,-0.1726005252058768,"Cube, Square antiprism",2,"4f, 2e",2,"[3.126897030623969, 1.7470784666349242, 3.578296289412099]",0.0,2.817423928890331,AB2C6,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Mo-O,0.019262993240744,-3.209688069814813,2.113699999999999,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.301101163719964
mp-1211454,KLu(MoO4)2,2.61938548038338,-0.2209507696780492,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.5407068041281842],0.0,1.5407068041281842,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Lu-Mo-O,0.029437354999984,-2.53631570532639,3.0507,4,Monoclinic,2/m,C2/c,oxide,K,,Mo,,,,O,,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.366180699207943
mp-1211517,KLu(CO3)2,1.587370450973442,0.7971442534404416,Square antiprism,1,2e,1,[2.343881416741196],0.0,2.343881416741196,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-K-Lu-O,0.0,-2.574179896891666,4.5532,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3322687210236186
mp-1211661,KLiLu2(MoO4)4,2.043098398439969,0.3491771940772684,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.294585278172851],0.0,2.294585278172851,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Li-Lu-Mo-O,0.046840248854161,-2.524688605788194,3.1597,5,Monoclinic,2/m,C2/c,oxide,"Li, K",,Mo,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3574556649253298
mp-1211734,KLu(MoO4)2,1.7127652735601184,0.6693202217176841,Square antiprism,1,4c,1,[1.125314767392276],0.0,1.125314767392276,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Lu-Mo-O,0.016342931458318,-2.549410128868056,3.5495,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.34754085056573
mp-1212270,Li3Lu(NO3)6,2.5445165238387792,-0.0849267960763994,Square-face bicapped square antiprism,1,4e,1,[3.229215403127596],0.0,3.229215403127596,AB3C6D18,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Li-Lu-N-O,0.0,-1.420543826041668,3.1118,4,Monoclinic,2/m,P2_1/c,nitrate,Li,,,,,,"N, O",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4415645823397254
mp-1213334,CsLu(MoO4)2,1.8001845828527354,0.5392836456938487,Square antiprism,1,2e,1,[0.9532401963235341],0.0,0.9532401963235341,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Lu-Mo-O,0.039123073333332,-2.547184654693487,3.5298,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.336726077857112
mp-1213663,CsLu(SO4)2,4.767373830973109,-3.612752586774902,Square antiprism,1,2e,1,[1.7287391779349441],0.0,1.7287391779349441,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-Lu-O-S,0.044623741458335,-2.513599215943486,5.3528,4,Monoclinic,2/m,P2/c,sulfate,Cs,,,,,,"C, O, S",,,Lu,,B < -1,Negative B,2.262658362979126
mp-1214530,Ba6Lu2Al4O15,2.979931711756934,-1.0560752780398324,Octahedron,1,4g,1,[0.46216236196382704],0.0,0.46216236196382704,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-Lu-O,0.0,-3.436350634567901,3.8537999999999992,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Lu,,B < -1,Negative B,2.2475269043837667
mp-1214534,Ba5Lu2ZrAl2O13,2.0232121627042874,0.2592957033626108,Octahedron,1,4f,1,[0.09425380168508701],0.0,0.09425380168508701,AB2C2D5E13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Lu-O-Zr,0.0,-3.517275125797103,2.5528999999999997,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Zr,,Al,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.203379813433662
mp-1214574,Ba6Lu2Ga4O15,2.923176539306026,-1.0065298887759913,Octahedron,1,4g,1,[0.6389799062229351],0.0,0.6389799062229351,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Ga-Lu-O,0.0,-3.017422973271605,3.4879,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Ga,B,O,,,Lu,,B < -1,Negative B,2.2251244535995105
mp-1221004,NaLuTi2O6,0.4647490165841544,2.0137406973584167,Square-face bicapped trigonal prism,1,2a,1,[2.345114643844609],0.0,2.345114643844609,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Lu-Na-O-Ti,0.015085105125011,-3.448370448971264,1.8433,4,Orthorhombic,mm2,Pmn2_1,oxide,Na,,Ti,,,,"N, O",,,Lu,,B > 1,Positive B,2.3828969497524297
mp-1222267,LuZnFeO4,2.2368674382250235,-0.0034013541042095,Octahedron,1,1a,1,[1.763401718404186],0.0,1.763401718404186,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Lu-O-Zn,0.048710571875,-2.55242496095238,1.1464,4,Trigonal,3m,R3m,oxide,,,"Fe, Zn",,,,O,F,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.234503107793666
mp-1222272,LuGaCoO4,2.121533518485259,0.1597547769944766,Octahedron,1,1a,1,[1.744982513076169],0.0,1.744982513076169,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-Ga-Lu-O,0.018206809375001,-2.647538866309523,0.0,4,Trigonal,3m,R3m,oxide,,,Co,,Ga,,"C, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2326224101421195
mp-1222433,Lu2Mn3Sb3O14,2.0549175029404445,0.3200048878672211,Cube,1,"1a, 1c",2,"[2.27159642788339, 1.730422319567257]",0.0,2.0010093737253234,A2B3C3D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Lu-Mn-O-Sb,0.034054555795447,-2.458818227596657,1.0309,4,Monoclinic,2/m,C2/m,oxide,,,Mn,,,Sb,"O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.401995380184399
mp-1222459,Lu3ScV4O12,1.3375756956629268,1.0787266262970625,Square-face bicapped trigonal prism,1,"1a, 1b",2,"[1.495626430644877, 1.713675028344571, 1.600455046764366]",0.0,1.6032521685846046,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-O-Sc-V,0.019387675562503,-3.29039659025,1.5285000000000002,4,Monoclinic,m,Pm,oxide,,,"Sc, V",,,,"O, S",,,Lu,,B > 1,Positive B,2.4008366870943694
mp-1222583,LuTaTiO6,2.0431798097122407,0.4081762168128472,Square antiprism,1,4e,1,[2.086086180524042],0.0,2.086086180524042,ABCD6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ta-Ti,0.006849912777781,-3.502200387296293,3.3524,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ti, Ta",,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3556327150989147
mp-1222824,LuSc(FeO3)2,1.625516354111134,0.7716716521764704,Face-capped octahedron,1,"1a, 1b",2,"[2.8199397015585843, 2.867971632663166, 3.16855442232549]",0.0,2.9521552521824135,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Lu-O-Sc,0.037693947250001,-2.838980782166666,1.0614,4,Trigonal,3,P3,oxide,,,"Sc, Fe",,,,"O, S",F,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.282999472841005
mp-1222825,Lu4Zr3O12,1.9105245331478624,0.4469301886637723,Square-face capped trigonal prism,1,2i,1,"[3.97833938896951, 4.171167226296743]",0.0,4.074753307633126,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Zr,0.0,-3.94918302587719,4.1179,3,Triclinic,-1,P-1,oxide,,,Zr,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2689515859420206
mp-1222837,Lu2Mn(GeO3)4,1.9654463239752265,0.3735359644441476,"Square antiprism, Octahedron",2,"2b, 2f",2,"[1.243631012336016, 0.056648378794346005]",0.0,0.6501396955651809,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Lu-Mn-O,0.006466360921058,-2.685445642961283,1.9777,4,Orthorhombic,mmm,Cmme,oxide,,,Mn,,,Ge,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2907287697244483
mp-1223087,Lu2ScV3O9,1.3006050066969732,1.1128008271176113,Square-face bicapped trigonal prism,1,"2c, 1b",2,"[1.53637660722556, 1.694983850188245, 1.687025275497474, 1.656214746082538, 1.62309693410837]",0.0,1.6395394826204375,AB2C3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-O-Sc-V,0.024158405666668,-3.279165404722222,1.607699999999999,4,Monoclinic,m,Pm,oxide,,,"Sc, V",,,,"O, S",,,Lu,,B > 1,Positive B,2.397771094961886
mp-1224763,La9Lu11(GaO4)12,1.6006421171039953,0.8655361195080931,"Cube, Octahedron",2,"2c, 1a",2,"[0.35798015520532905, 0.49267984553553906, 0.36494547464159105, 0.48558288179741105, 2.541623329222949, 2.47207979643526]",0.0,1.119148580473013,A9B11C12D48,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ga-La-Lu-O,0.014182655609376,-3.406927461854167,3.2578,4,Monoclinic,2,C2,oxide,,,,,Ga,,O,,,"La, Lu",,"B $\in$ [0.5, 1]",Positive B,2.283580697117485
mp-1227180,CaLuMn2O6,1.5836714914931738,0.841669498564358,Square-face bicapped trigonal prism,1,2a,1,[1.8372228965614301],0.0,1.8372228965614301,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Lu-Mn-O,0.026526318402771,-2.797704238752873,0.0,4,Orthorhombic,mm2,Pmc2_1,oxide,,Ca,Mn,,,,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3639523585713147
mp-1227258,CaLuMn2O6,0.8323820921628027,1.6160803561727124,Square-face bicapped trigonal prism,1,2a,1,[2.170609197106079],0.0,2.170609197106079,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Lu-Mn-O,0.029601390902769,-2.794629166252874,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Mn,,,,"C, O",,,Lu,,B > 1,Positive B,2.3846889146192756
mp-1227532,BaSrLuBiO6,2.3172346223523674,-0.181890892176899,Octahedron,1,2a,1,[0.10604736228324901],0.0,0.10604736228324901,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Lu-O-Sr,0.012168112749987,-2.865843139666667,1.728799999999999,5,Monoclinic,m,Pc,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.190986153398663
mp-1227583,CaLu2(GeO3)4,1.9189543834889624,0.4288268786848613,"Square antiprism, Octahedron",2,"2d, 2b",2,"[1.007874433956722, 0.164454471173167]",0.0,0.5861644525649445,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ca-Ge-Lu-O,0.013835145657891,-2.8478520772807023,3.1276,4,Orthorhombic,mmm,Cmme,oxide,,Ca,,,,Ge,"C, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.293203224745723
mp-1227748,BaSr3Lu2(BiO6)2,2.078993061524428,0.1672272655565494,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Lu-O-Sr,0.008590750124987,-2.876262380666666,1.829399999999999,5,Triclinic,1,P1,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.1950315593282155
mp-1228133,Ba3Lu2MoO9,1.5038633632966747,0.9818773535806006,Octahedron,1,2d,1,[0.10585408984408201],0.0,0.10585408984408201,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Lu-Mo-O,0.0,-3.259615391888888,1.898299999999999,4,Trigonal,-3m,P-3m1,oxide,,Ba,Mo,,,B,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.1889228301805246
mp-1228201,Ba4Sr2Lu3(BiO6)3,2.1703722515458703,0.0342399064526066,Octahedron,1,1a,1,"[0.10907806315050801, 0.080065140834635, 0.042011195837453004]",0.0,0.077051466607532,A2B3C3D4E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Lu-O-Sr,0.009907506499994,-2.863542493666668,1.0072,5,Monoclinic,m,Cm,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.193248115058787
mp-1228300,Ba3LuIrRuO9,1.764162112560792,0.5940890702401049,Octahedron,1,2a,1,[0.004015054918791],0.0,0.004015054918791,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Lu-O-Ru,0.0,-2.6161617257777783,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.1762528761717213
mp-1228639,Ba2LuB2ClO6,1.6239135726716785,0.7817500806271184,Square-face capped trigonal prism,1,2e,1,[2.427655940647897],0.0,2.427655940647897,ABC2D2E6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Ba-Cl-Lu-O,0.0,-3.338558255416667,2.1046,5,Monoclinic,2/m,P2_1/m,hypochlorite,,Ba,,,,B,"C, O",Cl,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2739804193323105
mp-1229138,Ba8Y3Lu(CuO2)16,2.39774457505577,-0.0134399255054202,Cube,1,1f,1,[0.0005938334196630001],0.0,0.0005938334196630001,AB3C8D16E32,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Lu-O-Y,0.021816963343749,-2.031833313111111,0.0,5,Orthorhombic,mmm,Pmmm,oxide,,Ba,"Cu, Y",,,B,"C, O",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3842221997534043
mp-1237257,LuSbO4,2.1029359507512053,0.341165406391144,Face-capped octahedron,1,4e,1,[3.957965404942568],0.0,3.957965404942568,ABC4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Sb,0.0,-2.7174715340277773,2.3432999999999997,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Sb,"O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.297279004203136
mp-1247738,Lu2MnCoO6,0.4434672926405488,2.176927268828968,Square-face bicapped trigonal prism,1,4e,1,[1.777113085496838],0.0,1.777113085496838,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-Lu-Mn-O,0.030182513534731,-2.877298819126436,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Co",,,,"C, O",,,Lu,,B > 1,Positive B,2.3856863397141534
mp-1247745,Lu2FeCoO6,0.9996248526918616,1.483409181833912,Square-face bicapped trigonal prism,1,2i,1,"[1.6108197582221981, 1.685915004956681]",0.0,1.6483673815894395,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-Fe-Lu-O,0.013465673232142,-2.782687023833334,1.794599999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Co",,,,"C, O",F,,Lu,,B > 1,Positive B,2.3837788063370002
mp-12862,LuTaO4,2.190102158592405,0.1574402378752694,Square antiprism,1,2e,1,[2.59091328230354],0.0,2.59091328230354,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Ta,0.004151559999975,-3.601204110666669,4.0476,3,Monoclinic,2/m,C2/c,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.300503551944886
mp-14386,Ba3Lu(BO3)3,2.02106045262344,0.2698955389673713,Octahedron,1,"4b, 2a",2,"[0.135028006025776, 0.161955721957789]",0.0,0.1484918639917825,AB3C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Ba-Lu-O,0.0,-3.3210013442187503,3.8606,4,Hexagonal,6mm,P6_3cm,orthoborate,,Ba,,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2083756072145153
mp-14760,LuAl3(PbO4)2,1.957077357233424,0.479785095564493,Hexagonal bipyramid,1,4c,1,[1.377872622350894],0.0,1.377872622350894,AB2C3D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Lu-O-Pb,0.038614206781997,-2.980863907976189,3.1113,4,Cubic,m-3m,Pn-3m,oxide,,,,,"Al, Pb",,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.448364783409696
