material_id,chem_formula,R$_0$,B,Sb_chemenv,num_Sb_chemenvs,Sb_wyckoff,num_Sb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sb_sites,num_CN_env,num_charge_states,SbX_coordn,SbO_coordn,mean_coordn_Sb-X,min_coordn_Sb-X,max_coordn_Sb-X,mean_coordn_Sb-O,min_coordn_Sb-O,max_coordn_Sb-O,mean_Sb_charge,min_Sb_charge,max_Sb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SbO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1222433,Lu2Mn3Sb3O14,1.9514151291823676,0.2401780843332224,Octahedron,1,"2f, 1b",2,"[0.8149123098758321, 1.123954082553492]",0.0,0.9694331962146621,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9944773794244084,GGA_U,Lu-Mn-O-Sb,0.034054555795447,-2.458818227596657,1.0309,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Lu,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1222546,LiCuSbO4,2.0102400693937374,0.09777877042215323,Octahedron,1,2a,1,"[0.348553690487631, 0.26684177999693903]",0.0,0.30769773524228505,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0283485218832302,GGA,Cu-Li-O-Sb,0.033670591071426004,-1.748695176190476,0.5012999999999991,4,Monoclinic,2,P2_1,oxide,Li,None,Cu,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1222859,Li2La3Nd(SbO6)2,2.011236031677669,0.0068242304042532426,Octahedron,1,1a,1,"[0.032342087784545004, 0.033022815851735006]",0.0,0.03268245181814,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.0124883692923254,GGA,La-Li-Nd-O-Sb,0.005489017499999,-3.044937413458334,3.9249,5,Triclinic,1,P1,oxide,Li,None,None,None,None,Sb,"N, O, S",None,None,"La, Nd",None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1223180,LaCoSbPbO6,1.999238751992848,0.1252692287876052,Octahedron,1,4a,1,[0.17055742904836801],0.0,0.17055742904836801,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.022153656190103,GGA_U,Co-La-O-Pb-Sb,0.031259579870536,-2.228332163749999,1.5277999999999992,5,Monoclinic,m,Pc,oxide,None,None,Co,None,Pb,Sb,"C, O, P, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1223347,KSbWO6,1.9888995500488371,0.0341267016659031,Octahedron,1,2a,1,[0.153357775434077],0.0,0.153357775434077,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.9952255470072586,GGA_U,K-O-Sb-W,0.0,-2.149047612472221,2.8241,4,Orthorhombic,mm2,Ima2,oxide,K,None,W,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1223385,KSb5O13,1.91835196037252,0.37871384908112626,Octahedron,1,"2a, 4f",2,"[0.532247708139391, 0.49591073338294905, 0.45359835295356105]",0.0,0.49391893149196703,AB5C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.993237660798648,r2SCAN,K-O-Sb,0.000126680526316,-1.889530322486841,0.7948000000000001,3,Monoclinic,2/m,P2_1/m,oxide,K,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1223391,KNiSbO4,1.8940425248606325,0.8133264542620685,Octahedron,1,1a,1,[0.6025274815261541],0.0,0.6025274815261541,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0455314561657656,GGA_U,K-Ni-O-Sb,0.028227657142859002,-1.783458981035714,1.7597,4,Monoclinic,m,Cm,oxide,K,None,Ni,None,None,Sb,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1223746,InSb3Pb4O13,1.9396540983943915,0.43619278961893954,Octahedron,1,3b,1,[0.289567880764914],0.0,0.289567880764914,AB3C4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.0201692333397805,GGA,In-O-Pb-Sb,0.0,-1.8369641957936511,1.5391,4,Trigonal,3m,R3m,oxide,None,None,None,None,"In, Pb",Sb,"O, P, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224132,Ho2Mn3Sb3O14,1.9530158943470763,0.24756600620489602,Octahedron,1,"2f, 1b",2,"[0.701889347511595, 1.01312006797675]",0.0,0.8575047077441725,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9973284042817836,GGA_U,Ho-Mn-O-Sb,0.024695426931818,-2.456394734717868,1.020299999999999,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224479,GdYScSbO7,1.9619094518222275,0.20019410847150695,Octahedron,1,2a,1,[0.985911747005873],0.0,0.985911747005873,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9988674652922291,GGA,Gd-O-Sb-Sc-Y,0.0,-3.37396265090909,2.811699999999999,5,Orthorhombic,mmm,Imma,oxide,None,None,"Sc, Y",None,None,Sb,"O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224490,Hf2Sb2Pb4O13,1.9066945571880454,0.5702497382553691,Octahedron,1,2c,1,[0.21986401312914602],0.0,0.21986401312914602,A2B2C4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.01100313419939,GGA,Hf-O-Pb-Sb,0.0,-2.419035186428571,1.7838,4,Orthorhombic,mm2,Imm2,oxide,None,None,Hf,None,Pb,Sb,"H, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1224537,GdTiCdSbO7,1.4570444812957122,2.9843918014231363,Octahedron,1,2b,1,[0.29490913805403],0.0,0.29490913805403,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.001268575670862,GGA,Cd-Gd-O-Sb-Ti,0.0010300736363640002,-2.782505038939393,2.5972,5,Orthorhombic,mmm,Imma,oxide,None,None,"Ti, Cd",None,None,Sb,"C, O, S",None,None,Gd,None,B > 1,Positive B
mp-1224682,Gd2GaSbO7,1.9583599480137774,0.26741110536325574,Octahedron,1,2b,1,[0.86898200092285],0.0,0.86898200092285,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.0077276208497437,GGA,Ga-Gd-O-Sb,0.0,-2.9690418779545453,2.377399999999999,4,Orthorhombic,mmm,Imma,oxide,None,None,None,None,Ga,Sb,"O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224711,Gd2MnSbO7,1.9378036736121367,0.38698459518465855,Octahedron,1,2b,1,[0.930933860454024],0.0,0.930933860454024,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.009246394741376,GGA_U,Gd-Mn-O-Sb,0.0,-2.914275617084638,1.6004,4,Orthorhombic,mmm,Imma,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224730,Gd2CrSbO7,1.950980581863352,0.1612708271013703,Octahedron,1,2b,1,[0.7619311590690001],0.0,0.7619311590690001,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9807535687163675,r2SCAN,Cr-Gd-O-Sb,0.0,-3.006558049545453,1.9649,4,Orthorhombic,mmm,Imma,oxide,None,None,Cr,None,None,Sb,"C, O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224759,Gd2FeSbO7,1.9559274040043217,0.21480138581643393,Octahedron,1,2b,1,[0.8646057490570681],0.0,0.8646057490570681,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",1.995582227455963,GGA_U,Fe-Gd-O-Sb,0.0,-2.841088052727272,1.8178,4,Orthorhombic,mmm,Imma,oxide,None,None,Fe,None,None,Sb,"O, S",F,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224786,GaSbO4,1.929948623872945,0.30759842788200975,Octahedron,1,1a,1,[0.514187089778618],0.0,0.514187089778618,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.9867767836965184,r2SCAN,Ga-O-Sb,0.0,-1.8323540350000012,0.7966999999999991,3,Orthorhombic,mmm,Cmmm,oxide,None,None,None,None,Ga,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224890,FeSb3Pb4O13,1.9473988383504537,0.3861237179935521,Octahedron,1,"8b, 4b",2,"[0.24321701477241603, 0.243480499198333]",0.0,0.2433487569853745,AB3C4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0186723136486,GGA_U,Fe-O-Pb-Sb,0.0,-1.793942594642858,1.2530000000000001,4,Trigonal,m,R3m,oxide,None,None,Fe,None,Pb,Sb,"O, P, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224914,GaSb3Pb4O13,1.957200654314756,0.334041876210176,Octahedron,1,3b,1,[0.23502471557947702],0.0,0.23502471557947702,AB3C4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",2.018863642466862,GGA,Ga-O-Pb-Sb,0.0,-1.8502290034523812,1.388999999999999,4,Trigonal,3m,R3m,oxide,None,None,None,None,"Ga, Pb",Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224921,Fe2Sb3PbO8,2.011189855481343,0.3318109964359345,Triangular non-coplanar,1,2b,1,"[1.651592519830039, 1.307302062748976, 1.571081777751347]",0.0,1.5099921201101207,AB2C3D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0127923676414246,GGA_U,Fe-O-Pb-Sb,0.013255679920276,-1.679995478214285,1.147199999999998,4,Orthorhombic,mm2,Ama2,oxide,None,None,Fe,None,Pb,Sb,"O, P, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224998,GaBi3Sb2O11,1.966241078145385,0.298453312734555,Octahedron,1,2a,1,"[0.408136157988541, 0.40796061318826105, 0.610880628894461, 0.5912958286689131]",0.0,0.5045683071850441,AB2C3D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",2.0212253998034075,GGA,Bi-Ga-O-Sb,0.0,-1.8847293186764702,2.7016,4,Monoclinic,m,Pc,oxide,None,None,None,None,"Ga, Bi","B, Sb","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225008,Gd2InSbO7,1.9465100571567895,0.19498227322010003,Octahedron,1,2b,1,[0.8756306233425891],0.0,0.8756306233425891,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",1.9825065513773712,r2SCAN,Gd-In-O-Sb,0.0,-2.914811062878784,2.3762,4,Orthorhombic,mmm,Imma,oxide,None,None,None,None,In,Sb,"O, S",I,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225088,FeSbO4,1.9431728048172903,0.24220853448377905,Octahedron,1,"1b, 1a",2,"[0.709145076338564, 0.48765167604706205, 0.55831522517408]",0.0,0.5850373258532354,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.9882705225707933,r2SCAN,Fe-O-Sb,0.016245440555556,-1.818156032777777,1.216899999999999,3,Orthorhombic,mm2,Cmm2,oxide,None,None,Fe,None,None,Sb,"O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225126,Gd2Mn3Sb3O14,1.9314712523996502,0.32814912830002924,Octahedron,1,"2e, 1d",2,"[0.507598783669937, 0.8117151716898631]",0.0,0.6596569776799001,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9930238855636166,GGA_U,Gd-Mn-O-Sb,0.004200254583336001,-2.449043679717868,0.8407,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225159,Er2CrSbO7,1.9641711444020558,0.17733865625177728,Octahedron,1,2b,1,[1.167853604282595],0.0,1.167853604282595,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9969103138759643,GGA_U,Cr-Er-O-Sb,0.0,-3.059424667727272,2.1271,4,Orthorhombic,mmm,Imma,oxide,None,None,Cr,None,None,Sb,"C, O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225344,Dy2MnSbO7,1.947218332231395,0.33206389583504414,Octahedron,1,2a,1,[1.089729963379905],0.0,1.089729963379905,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.008522701511239,GGA_U,Dy-Mn-O-Sb,0.001163211954542,-2.954274386024032,0.375899999999999,4,Orthorhombic,mmm,Imma,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225368,Dy2Mn3Sb3O14,1.956861672198692,0.2350759756774349,Octahedron,1,"2f, 1a",2,"[0.663458266029264, 0.958946402488944]",0.0,0.811202334259104,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9986959505673174,GGA_U,Dy-Mn-O-Sb,0.024527031931836002,-2.4549957407784753,1.133099999999998,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225440,Eu2FeSbO7,1.9621714314681769,0.2646317857298386,Octahedron,1,2b,1,[0.6045266947780891],0.0,0.6045266947780891,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.0110253647147185,GGA_U,Eu-Fe-O-Sb,0.035839849545453,-2.53073029818182,0.0,4,Orthorhombic,mmm,Imma,oxide,None,None,Fe,None,None,Sb,"O, S",F,None,Eu,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225478,Eu2MnSbO7,1.9991690339524404,0.06010811384816549,Octahedron,1,2a,1,[0.42638201225565603],0.0,0.42638201225565603,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.0102678778698317,GGA_U,Eu-Mn-O-Sb,0.005154848143922,-2.618987704357368,0.0,4,Orthorhombic,mmm,Imma,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Eu,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1225509,Dy2CrSbO7,1.97084816009923,0.17055293047767636,Octahedron,1,2b,1,[1.049218283297556],0.0,1.049218283297556,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.002422567973755,GGA_U,Cr-Dy-O-Sb,0.0,-3.048827102575755,1.894299999999999,4,Orthorhombic,mmm,Imma,oxide,None,None,Cr,None,None,Sb,"C, O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225637,Er2FeSbO7,1.963184154235406,0.19908052299643939,Octahedron,1,2b,1,[1.108229117507198],0.0,1.108229117507198,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9999376306069296,GGA_U,Er-Fe-O-Sb,0.017414228863641003,-2.8796946022727283,1.5915,4,Orthorhombic,mmm,Imma,oxide,None,None,Fe,None,None,Sb,"O, S",F,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225740,Er2Mn3Sb3O14,1.9237405957707903,0.36409431358197447,Octahedron,1,"2e, 1d",2,"[0.6756821625289571, 0.9169112658724341]",0.0,0.7962967142006956,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9929478699205576,GGA_U,Er-Mn-O-Sb,0.006169783522730001,-2.480006437445139,1.1665,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225841,CsUSbO6,1.9607917355549893,0.2824670031147266,Octahedron,1,2c,1,[0.11964259206333001],0.0,0.11964259206333001,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.0125176705090393,GGA,Cs-O-Sb-U,0.0,-2.781130564406129,1.6823000000000001,4,Orthorhombic,mmm,Imma,oxide,Cs,None,None,None,None,Sb,"C, O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1225851,Cu2Bi3Sb3O14,1.9509520339972994,0.3175611040725895,Octahedron,1,3d,1,[0.388511917954709],0.0,0.388511917954709,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0097127447774605,GGA,Bi-Cu-O-Sb,0.034269372727269,-1.38661834613636,0.0,4,Trigonal,-3m,R-3m,oxide,None,None,Cu,None,Bi,"B, Sb","C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225901,Eu2Mn3Sb3O14,1.9589840153022464,0.18336264112896683,Octahedron,1,"2f, 1b",2,"[0.36017055839218604, 0.554414671477475]",0.0,0.45729261493483053,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.9931771880287097,GGA_U,Eu-Mn-O-Sb,0.032783399659097004,-2.290854570626958,0.0,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,Eu,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225923,CsSbTeO6,1.9135105284237794,0.4978917926146714,Octahedron,1,2c,1,[0.23851182533313903],0.0,0.23851182533313903,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0046863481763704,GGA,Cs-O-Sb-Te,0.0,-1.8222093301468711,0.9535999999999991,4,Orthorhombic,mmm,Imma,oxide,Cs,None,None,None,None,"Sb, Te","C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1225944,CsSbWO6,1.95849086855875,0.2334075611871503,Octahedron,1,2a,1,[0.08847520191995101],0.0,0.08847520191995101,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0012334129723155,GGA_U,Cs-O-Sb-W,0.0006769772222220001,-2.172665121072797,2.7263,4,Orthorhombic,mm2,Ima2,oxide,Cs,None,W,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1226238,Co7(SbO6)2,1.9561619833495256,0.40733980948437215,Octahedron,1,"1b, 2i, 1c",3,"[0.30104634416854603, 0.11245397505394401, 0.31178467784618]",0.0,0.2417616656895567,A2B7C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.036492418064445,GGA_U,Co-O-Sb,0.034622562142856,-1.494228236428572,0.0,3,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1226278,CrSb3Pb4O13,1.9524446550619732,0.3589350194304387,Octahedron,1,"4b, 2b",2,"[0.233631233844449, 0.23393952699770101]",0.0,0.233785380421075,AB3C4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.018697159397339,GGA_U,Cr-O-Pb-Sb,0.0,-1.8735579771428572,1.1067,4,Trigonal,m,R3m,oxide,None,None,Cr,None,Pb,Sb,"C, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1226307,CrCo4SbO8,1.9363168887507043,0.5076517847803581,Octahedron,1,1a,1,[0.24058891719011402],0.0,0.24058891719011402,ABC4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0290388704288342,GGA_U,Co-Cr-O-Sb,0.009717352500042001,-1.670023434285714,0.9159,4,Monoclinic,2/m,C2/m,oxide,None,None,"Cr, Co",None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1226548,CsSiSbO5,1.969435215748033,0.18891113488756156,Octahedron,1,4c,1,"[0.20142202254942002, 0.19625143604574302]",0.0,0.1988367292975815,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0042877746386853,GGA,Cs-O-Sb-Si,0.0,-2.518657015581897,2.191699999999999,4,Orthorhombic,mm2,Ama2,oxide,Cs,None,None,None,None,"Si, Sb","C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1226658,K19Ti3Sb29O88,1.9659541504718017,0.2938718401661019,"Trigonal bipyramid, Octahedron",2,1a,1,"[0.314109387249673, 0.280756226262525, 0.350226683162837, 0.283771087738993, 0.5398281460895531, 0.43130035163463903, 0.565515515947096, 0.449560999567984, 2.055113037501408, 2.018364315737666, 2.099827396706126, 1.9441844893252562, 2.538342306283729, 2.278162648065997, 2.261388131782838, 2.321414947444969, 0.40769585602906705, 0.42257656583417, 0.616145381023638, 0.443082312308597, 0.697184534619675, 0.743930137120967, 0.9309710098916261, 0.775660308353991, 1.199798111743568, 1.24490550021377, 1.174159439512487, 1.2809340894323, 1.213993814376701]",0.0,1.0994104389986843,A3B19C29D88,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0199027772544116,GGA,K-O-Sb-Ti,0.017807375881305,-2.078727263293165,1.5473,4,Triclinic,1,P1,oxide,K,None,Ti,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1227469,Ca2LaSbO6,2.034308978552288,-0.07314374299107436,Octahedron,1,2a,1,[0.032320725323115],0.0,0.032320725323115,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.0209040529985263,GGA,Ca-La-O-Sb,0.0,-3.0998927565,3.7082,4,Monoclinic,m,Pc,oxide,None,Ca,None,None,None,Sb,"C, O, S",None,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
