material_id,chem_formula,R$_0$,B,Sb_chemenv,num_Sb_chemenvs,Sb_wyckoff,num_Sb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sb_sites,num_CN_env,num_charge_states,SbX_coordn,SbO_coordn,mean_coordn_Sb-X,min_coordn_Sb-X,max_coordn_Sb-X,mean_coordn_Sb-O,min_coordn_Sb-O,max_coordn_Sb-O,mean_Sb_charge,min_Sb_charge,max_Sb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SbO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1039675,NaMg30SbO32,1.552831885655025,1.0031906943876954,Octahedron,1,1c,1,[0.001565920597186],0.0,0.001565920597186,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.2482296631346665,GGA,Mg-Na-O-Sb,0.049273044148437,-2.9149210884590513,2.812299999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,None,Sb,"N, O, S",None,None,None,None,B > 1,Positive B
mp-1040012,LiMg30SbO32,2.1373779549363277,0.1275471353910284,Octahedron,1,1b,1,[0.00046708201236200005],0.0,0.00046708201236200005,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.2258754097746514,r2SCAN,Li-Mg-O-Sb,0.039806806562500005,-2.9331593064583332,2.6566,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1040035,LiMg30SbO32,1.8141774598791383,0.6222515627975974,Octahedron,1,1c,1,[0.000603705324542],0.0,0.000603705324542,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.2455138488973305,GGA,Li-Mg-O-Sb,0.040453878281251,-2.932512234739582,2.8833,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1041730,YSb(WO4)2,1.9593674024906353,1.9191375928490335,Octahedron,1,2f,1,[3.157745580880659],0.0,3.157745580880659,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.319318736937382,GGA_U,O-Sb-W-Y,0.039379059895829,-2.434418105833332,0.0,4,Monoclinic,2/m,P2/c,oxide,None,None,"Y, W",None,None,Sb,"O, S",None,None,None,None,B > 1,Positive B
mp-1043556,SbPO5,1.9226245855912718,0.44762186860222064,Octahedron,1,4b,1,[0.212703378678775],0.0,0.212703378678775,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.008279834339824,GGA,O-P-Sb,0.045575232142855006,-1.9351301504251701,2.2267,3,Orthorhombic,mm2,Fdd2,oxide,None,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1043864,CaLaFeSbO6,2.0006866177551816,0.0969861926676524,Octahedron,1,1a,1,"[0.040868708908601004, 0.03739998530876, 0.035886645460772006, 0.036680377659115006]",0.0,0.037708929334312004,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.018461208031947,GGA_U,Ca-Fe-La-O-Sb,0.0009757675000000001,-2.717953430499999,2.1012,5,Monoclinic,m,Pc,oxide,None,Ca,Fe,None,None,Sb,"C, O, S",F,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1044552,Al4Co13Si2(SbO14)2,1.9788488340686812,0.2852065352646421,Octahedron,1,2g,1,[0.622442484280477],0.0,0.622442484280477,A2B2C4D13E28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.031573964385569,GGA_U,Al-Co-O-Sb-Si,0.017616564557838003,-2.070311625510204,1.8638,5,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,Al,"Si, Sb","C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1044564,Al4Si2Ni13(SbO14)2,1.9718423276238792,0.3396600416043303,Octahedron,1,2g,1,[0.711837497542343],0.0,0.711837497542343,A2B2C4D13E28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.034632681033403,GGA_U,Al-Ni-O-Sb-Si,0.013562062551019001,-2.01942869244898,2.347699999999999,5,Monoclinic,2/m,C2/m,oxide,None,None,Ni,None,Al,"Si, Sb","N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"Square pyramid, Triangular non-coplanar",2,4a,1,"[10.41998816770106, 2.097129616892751]",0.5,6.2585588922969055,AB2C2D9,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.1748612701652377,GGA,O-P-Sb-Zn,0.04764598023811,-1.972040894175159,3.721299999999999,4,Orthorhombic,222,P2_12_12_1,oxide,None,None,Zn,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1045606,Sb(PO3)4,2.115940617689083,0.1401286214922704,Octahedron,1,"1b, 1c",2,"[0.602306965440027, 0.009623795825376001]",0.0,0.3059653806327015,AB4C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.146623395459526,GGA,O-P-Sb,0.031711891764679,-2.085497606067918,1.6871,3,Triclinic,-1,P-1,phosphite,None,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-10543,K3SbO4,1.8758469693958673,0.9262733976826969,Octahedron,1,2f,1,[1.298326863894328],0.0,1.298326863894328,AB3C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.043759692139481,r2SCAN,K-O-Sb,0.0,-1.877404752718749,1.8402,3,Monoclinic,2/m,P2/c,oxide,K,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1078392,YSb(PbO3)2,1.9994552573993534,0.08669367182670747,Octahedron,1,1d,1,[0.015352948860843001],0.0,0.015352948860843001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0154718243138166,GGA,O-Pb-Sb-Y,0.02189566451041,-2.086140399656284,2.2943,4,Monoclinic,2/m,C2/m,oxide,None,None,Y,None,Pb,Sb,"O, P, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1079670,TmSb(PbO3)2,2.006384344207002,0.05855780332714107,Octahedron,1,1d,1,[0.009421907196314],0.0,0.009421907196314,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.0172025245288645,GGA,O-Pb-Sb-Tm,0.009356901843744,-2.320420396000001,2.3522,4,Monoclinic,2/m,C2/m,oxide,None,None,None,None,Pb,Sb,"O, P, S",None,None,Tm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1100902,VSbO4,1.9284832022045024,0.5005790020600275,Octahedron,1,4a,1,[0.6412571232021861],0.0,0.6412571232021861,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.020964920908365,GGA_U,O-Sb-V,0.020123039583325,-2.215008185416666,0.0,3,Orthorhombic,2/m,Cmmm,oxide,None,None,V,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1101682,Na5SbO5,1.763418903330378,1.6052128261157044,Octahedron,1,1a,1,[0.22018705340371802],0.0,0.22018705340371802,AB5C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0588872230267152,r2SCAN,Na-O-Sb,0.0013246495454550002,-1.8409754856269602,1.6264,3,Monoclinic,2/m,C2/m,oxide,Na,None,None,None,None,Sb,"N, O, S",None,None,None,None,B > 1,Positive B
mp-1105367,KB2SbO6,1.9570899171206837,0.25219718563236726,Octahedron,1,2a,1,[0.637772153935358],0.0,0.637772153935358,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0027101108926924,GGA,B-K-O-Sb,0.004608025958351,-2.4632320875583322,2.9208,4,Monoclinic,m,Cc,oxide,K,None,None,None,None,"B, Sb","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1105409,YSb(PbO3)2,2.0138859028856384,0.04306872183397485,Octahedron,1,2c,1,[0.09232935207339801],0.0,0.09232935207339801,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0218850883840873,GGA,O-Pb-Sb-Y,0.014786915010411001,-2.093249149156281,2.7691,4,Monoclinic,2/m,C2/c,oxide,None,None,Y,None,Pb,Sb,"O, P, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1105510,Mn2CrSbO6,2.0846053391488306,-0.3746471450398794,Octahedron,1,2c,1,[0.08501466999804601],0.0,0.08501466999804601,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0160943818377834,GGA_U,Cr-Mn-O-Sb,0.036784781750005005,-2.078288352086206,1.4196,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Cr, Mn",None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1176842,Li8Mn7Sb(PO4)12,1.8773870724395532,0.6112818743355561,Octahedron,1,1a,1,[0.7817433419124751],0.0,0.7817433419124751,AB7C8D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.9891261655902142,GGA_U,Li-Mn-O-P-Sb,0.014893429468210002,-2.484361635498661,0.0,5,Triclinic,1,P1,phosphate,Li,None,Mn,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1177363,Li4Mn3Sn3(SbO8)2,1.9389346054327832,0.7412888028526956,Octahedron,1,1a,1,"[0.38736133171157605, 0.30635687083915003]",0.0,0.346859101275363,A2B3C3D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.073869147805484,GGA_U,Li-Mn-O-Sb-Sn,0.033284585446425,-2.094195003647372,0.0,5,Monoclinic,m,Cm,oxide,Li,None,Mn,None,Sn,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1177866,Li2SbPCO7,2.127405072461123,0.15176753635001194,Square pyramid,1,2e,1,[3.543966941182302],0.0,3.543966941182302,ABCD2E7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.2075745442182746,GGA,C-Li-O-P-Sb,0.030352966111115,-2.271481804484126,4.0421,5,Monoclinic,2/m,P2_1/m,oxide,Li,None,None,None,None,Sb,"C, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1178209,FeSbO4,1.964020315776878,0.20963036297307855,Octahedron,1,2d,1,[2.857887241953359],0.0,2.857887241953359,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",2.0027591901898494,GGA_U,Fe-O-Sb,0.028567729166666004,-1.8058337441666672,1.4272,3,Tetragonal,222,I-4m2,oxide,None,None,Fe,None,None,Sb,"O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1189102,Sr2LaSbO6,2.0509351694416678,-0.0680467496624861,Octahedron,1,2c,1,[0.025396523543532],0.0,0.025396523543532,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.038492522596542,GGA,La-O-Sb-Sr,0.0,-3.044758090499999,3.4224,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1189105,Mn2FeSbO6,2.055993557278634,-0.2231997318899444,Octahedron,1,2c,1,[0.067839121562578],0.0,0.067839121562578,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",2.0151773970489746,GGA_U,Fe-Mn-O-Sb,0.038640419749995006,-1.901105844586207,1.298899999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Mn, Fe",None,None,Sb,"O, S",F,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1189528,Ca2ScSbO6,2.0122014966154476,-0.007254572016898589,Octahedron,1,2c,1,[0.023958669660637002],0.0,0.023958669660637002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0108751436078887,GGA,Ca-O-Sb-Sc,0.0,-3.1275018395,3.6317999999999993,4,Monoclinic,2/m,P2_1/c,oxide,None,Ca,Sc,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1189906,Ca2CrSbO6,1.969104746340708,0.07885993070831901,Octahedron,1,4a,1,[0.012971768207694],0.0,0.012971768207694,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.9835253060018054,r2SCAN,Ca-Cr-O-Sb,0.0030332756250010004,-2.706853443499999,2.0309,4,Monoclinic,2/m,P2_1/c,oxide,None,Ca,Cr,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1190199,CuSb6(SO8)2,2.3128513988619988,-0.5239055203776128,"Square pyramid, See-saw",2,2i,1,"[5.046009660071689, 3.627139604565416, 2.9856897518167442]",0.333,3.8862796721512827,AB2C6D16,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.1471219320178356,GGA,Cu-O-S-Sb,0.0,-1.7523237766,0.42300000000000004,4,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1190427,LaSbO4,1.883665170777317,0.6780300775609632,Octahedron,1,4e,1,[1.009007913396502],0.0,1.009007913396502,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",1.9929490680451931,r2SCAN,La-O-Sb,0.0,-2.850073524999999,3.009,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [0.5, 1]",Positive B
mp-1190600,La3SbO7,1.9637042530859372,0.19616742213399846,Octahedron,1,4c,1,[0.18382608164730302],0.0,0.18382608164730302,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.000115800916907,r2SCAN,La-O-Sb,2.1735909090381252e-05,-3.37126717,2.8144,3,Orthorhombic,mmm,Cmcm,oxide,None,None,None,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1191110,La3Mn2Sb3O14,1.9336544915680793,0.47215078340775235,Octahedron,1,6d,1,[0.45471150148377304],0.0,0.45471150148377304,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.0210199277774086,GGA_U,La-Mn-O-Sb,0.005362085128799,-2.7287347491300933,1.237999999999999,4,Trigonal,-3m,R-3m,oxide,None,None,Mn,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1191117,Gd3SbO7,1.9481890473739198,0.20639895026052332,Octahedron,1,2a,1,[0.6772530814801411],0.0,0.6772530814801411,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",1.9865423940570064,r2SCAN,Gd-O-Sb,0.0,-3.362648602727271,2.4705,3,Orthorhombic,mmm,Cmcm,oxide,None,None,None,None,None,Sb,"O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1191139,Sm3SbO7,1.9449163448172648,0.2532809439162312,Octahedron,1,2a,1,[0.6554793728183801],0.0,0.6554793728183801,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",1.9919808673783705,r2SCAN,O-Sb-Sm,0.0,-3.209844760909091,2.6738,3,Orthorhombic,mmm,Cmcm,oxide,None,None,None,None,None,Sb,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1191378,Tb3SbO7,1.9479957032452293,0.17513927363208776,Octahedron,1,2a,1,[0.7551899134118241],0.0,0.7551899134118241,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",1.9805409393916482,r2SCAN,O-Sb-Tb,0.0,-3.294027590909089,2.7520000000000002,3,Orthorhombic,mmm,Cmcm,oxide,None,None,None,None,None,Sb,"O, S",None,None,Tb,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1191597,Sm3SbO7,1.9750644504366712,0.23274360614857575,Octahedron,1,2a,1,[0.7472348065909421],0.0,0.7472348065909421,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.0183129701487026,GGA,O-Sb-Sm,0.000178225909088,-3.209666535000002,2.6788,3,Orthorhombic,222,C222_1,oxide,None,None,None,None,None,Sb,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1191901,Nd3Mn2Sb3O14,1.9285414528495788,0.46148304038427723,Octahedron,1,3d,1,[0.5559745925109371],0.0,0.5559745925109371,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.01393229744062,GGA_U,Mn-Nd-O-Sb,0.0,-2.696260529016457,0.0,4,Trigonal,-3m,R-3m,oxide,None,None,Mn,None,None,Sb,"N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1192218,Pr3Mn2Sb3O14,1.93040004521439,0.48235398966479315,Octahedron,1,3d,1,[0.523227635834008],0.0,0.523227635834008,A2B3C3D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.019652397650771,GGA_U,Mn-O-Pr-Sb,0.0,-2.681966737311913,0.0,4,Trigonal,-3m,R-3m,oxide,None,None,Mn,None,None,Sb,"O, P, S",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1192790,CsSbH4O5,2.039526322610279,-0.09578729593282406,Octahedron,1,2i,1,[0.343790985051789],0.0,0.343790985051789,ABC4D5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0231644759721847,GGA,Cs-H-O-Sb,0.0,-1.625798676332289,3.4555,4,Triclinic,-1,P-1,oxide,Cs,None,None,None,None,Sb,"H, C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1192820,Mn2Sb3I3O5,2.03032907069604,0.01042643660514536,Triangular non-coplanar,1,2i,1,"[5.916699273957401, 4.175299569628776, 5.6518426864481714]",0.667,5.2479471766781165,A2B3C3D5,1,2,1,"[3.0, 3.0]","[3.0, 3.0]",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5,1,2,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",2.031932603290024,r2SCAN,I-Mn-O-Sb,0.0,-1.537437366604774,2.017899999999999,4,Triclinic,-1,P-1,oxide,None,None,Mn,None,None,Sb,"O, S",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1193389,Co(SbO2)2,2.009502594358175,0.2584692949124579,Triangular non-coplanar,1,8h,1,[1.559004387476628],0.0,1.559004387476628,AB2C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0112153805575175,GGA_U,Co-O-Sb,0.0,-1.6267590764285722,0.0,3,Tetragonal,4/mmm,P4_2/mbc,oxide,None,None,Co,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1193915,Mn3Sb2(IO)4,2.0279004852190807,0.30028446505147105,Triangular non-coplanar,1,1a,1,"[4.174625733062447, 4.168437652826636, 4.17571131783261, 4.176890007963776]",0.0,4.173916177921367,A2B3C4D4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",2.030742792819966,GGA_U,I-Mn-O-Sb,0.0,-1.450644659522546,1.6919,4,Orthorhombic,mmm,Cmce,hypoiodite,None,None,Mn,None,None,Sb,"O, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1194959,KSb2P(SO6)2,2.1327144762262047,0.13667373987268083,"Square pyramid, Octahedron",2,2i,1,"[3.822963744471898, 9.939864807908531]",0.5,6.881414276190215,ABC2D2E12,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.1780070061712244,GGA,K-O-P-S-Sb,0.0,-2.100509976494047,4.109999999999999,5,Triclinic,-1,P-1,oxide,K,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1195172,RbSb2P(SO6)2,2.1314431662777595,0.14001595926087784,Square pyramid,1,2i,1,"[3.695868140711893, 2.865756359681084]",0.0,3.2808122501964885,ABC2D2E12,1,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.1778712895136185,GGA,O-P-Rb-S-Sb,0.0,-2.103269134563492,4.0806000000000004,5,Triclinic,-1,P-1,oxide,Rb,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1195214,BaB4(SbO6)2,1.9311272863409243,0.3839648867482729,no_data,1,no_data,1,no_data,0.0,no_data,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.001441148951437,GGA,B-Ba-O-Sb,0.0,-2.611067719824562,3.3759,4,Monoclinic,2/m,C2/c,oxide,None,Ba,None,None,None,"B, Sb","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1195296,KSb(SO4)2,1.8243423246400443,1.146359419358411,See-saw,1,4e,1,[3.432558614728774],0.0,3.432558614728774,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.1549295944393068,GGA,K-O-S-Sb,0.0,-1.960832998104165,4.2351,4,Monoclinic,2/m,P2_1/c,sulfate,K,None,None,None,None,Sb,"O, S",None,None,None,None,B > 1,Positive B
mp-1195448,CsSb(SO4)2,1.396640171851974,1.7813672343350972,Square pyramid,1,4a,1,[3.413852452015741],0.0,3.413852452015741,ABC2D8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.307635523053524,GGA,Cs-O-S-Sb,0.0,-1.9720125928879302,4.089700000000001,4,Orthorhombic,222,P2_12_12_1,sulfate,Cs,None,None,None,None,Sb,"C, O, S",None,None,None,None,B > 1,Positive B
