material_id,chem_formula,R$_0$,B,Y_chemenv,num_Y_chemenvs,Y_wyckoff,num_Y_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Y_sites,num_CN_env,num_charge_states,YX_coordn,YO_coordn,mean_coordn_Y-X,min_coordn_Y-X,max_coordn_Y-X,mean_coordn_Y-O,min_coordn_Y-O,max_coordn_Y-O,mean_Y_charge,min_Y_charge,max_Y_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_YO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-17066,Y2TeO6,1.949060117792408,0.48740815144626054,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[4.119773289566962, 2.41366734666732]",0.0,3.266720318117141,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.347845643791614,r2SCAN,O-Te-Y,0.0,-2.995436384074075,3.0718,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,Y,None,None,Te,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-17192,YCu(WO4)2,2.2703210310451234,0.03493642009141966,Octahedron,1,2f,1,[0.9742370393059431],0.0,0.9742370393059431,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.2971398366892273,GGA_U,Cu-O-W-Y,0.035793602343749,-2.36937824375,1.1679,4,Monoclinic,2/m,P2/c,oxide,None,None,"Cu, Y, W",None,None,None,"C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-17394,NaYGeO4,1.9045079835000336,0.6187436540535737,Octahedron,1,4c,1,[2.400914853195469],0.0,2.400914853195469,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.307752450049516,GGA,Ge-Na-O-Y,0.0,-2.8548585309113292,3.6470000000000002,4,Orthorhombic,mmm,Pnma,oxide,Na,None,Y,None,None,Ge,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-17404,Y2Si2O7,2.2941660460861604,0.13511128411395146,Face-capped octahedron,1,8d,1,[2.303690478496924],0.0,2.303690478496924,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.374295970112505,GGA,O-Si-Y,0.023324581212122,-3.647698447499999,5.381399999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,Y,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-17559,Y2TiO5,2.2978429142717984,0.037501934032514304,Face-capped octahedron,1,4c,1,"[3.066659281845921, 2.758365292176425]",0.0,2.9125122870111726,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.332506356644123,r2SCAN,O-Ti-Y,0.0,-3.7553974727083332,3.279299999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,"Ti, Y",None,None,None,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-17769,YSO4F,1.819052616610211,0.6215131381930055,Dodecahedron with triangular faces - p2345 plane normalized,1,4c,1,[0.5353495087640241],0.0,0.5353495087640241,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Nonmetals, Transition Metals",2.424242365394401,GGA,F-O-S-Y,0.006939663571428001,-2.748441085401784,5.851699999999999,4,Orthorhombic,mmm,Pnma,sulfate,None,None,Y,None,None,None,"O, S",F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-17853,YGaO3,1.9091963958476075,0.49243882175330195,Face-capped octahedron,1,"4b, 2a",2,"[2.364328813922078, 2.6319119135849443]",0.0,2.498120363753511,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.3309017295845833,GGA,Ga-O-Y,0.026932728216666,-3.125843044833334,2.9043,3,Hexagonal,6mm,P6_3cm,oxide,None,None,Y,None,Ga,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-17891,NaYSiO4,1.938863238692159,0.5511622768798536,Octahedron,1,4c,1,[3.490468811328718],0.0,3.490468811328718,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.3011583014882473,GGA,Na-O-Si-Y,0.0,-3.346259776625616,4.2796,4,Orthorhombic,mmm,Pnma,silicate,Na,None,Y,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-17897,RbYP2O7,1.9903759547814759,0.39469992097484163,Octahedron,1,4e,1,[0.283284342610849],0.0,0.283284342610849,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.2642552621832173,GGA,O-P-Rb-Y,0.0,-3.133555994253246,5.1682,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,Y,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-18005,NaYTiO4,0.85183776097938,1.7411741959161062,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[4.26805742743013],0.0,4.26805742743013,ABCD4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.4521675409983503,GGA,Na-O-Ti-Y,0.020616200468735,-3.360695499244663,2.3722,4,Orthorhombic,mmm,Pbcm,oxide,Na,None,"Ti, Y",None,None,None,"N, O",None,None,None,None,B > 1,Positive B
mp-18265,Y2Mo2O7,1.8428525685515045,0.5971248463666595,Cube,1,4d,1,[1.399552262379429],0.0,1.399552262379429,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.4383327834786277,GGA_U,Mo-O-Y,0.013004731818199,-2.9249034127272733,0.0,3,Cubic,m-3m,Fd-3m,oxide,None,None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-18725,YCrO3,0.9391253892191607,1.647948824028805,Square-face bicapped trigonal prism,1,4c,1,[1.677777983353281],0.0,1.677777983353281,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.4163152921616575,r2SCAN,Cr-O-Y,0.0,-3.191012650500001,2.4831,3,Orthorhombic,mmm,Pnma,oxide,None,None,"Cr, Y",None,None,None,"C, O",None,None,None,None,B > 1,Positive B
mp-18821,Y5(MoO6)2,2.2733576663304866,0.0623368396451317,"Square-face capped trigonal prism, Octahedron",2,"2i, 1d",2,"[0.8788151443088531, 3.653577139796113, 2.9470723909749212]",0.0,2.4931548916932957,A2B5C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.328782585497441,r2SCAN,Mo-O-Y,0.016392166036197,-3.306844249473683,0.0,3,Monoclinic,2/m,C2/m,oxide,None,None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-18831,Y2Mn2O7,1.628675111233084,0.7430142898006296,Cube,1,4c,1,[2.200928418190936],0.0,2.200928418190936,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.369642560778372,r2SCAN,Mn-O-Y,0.0,-2.8683690523510963,0.8710999999999991,3,Cubic,m-3m,Fd-3m,oxide,None,None,"Mn, Y",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-18883,YVO3,1.0849904062786668,1.497870879638241,Square-face bicapped trigonal prism,1,4e,1,[1.474196221658316],0.0,1.474196221658316,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.4233136037587166,r2SCAN,O-V-Y,0.0,-3.2656779040000012,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,"V, Y",None,None,None,O,None,None,None,None,B > 1,Positive B
mp-18959,Y2Be2Fe(SiO5)2,2.268372166536529,0.19316696490384627,Square antiprism,1,4e,1,[1.096124891758354],0.0,1.096124891758354,AB2C2D2E10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.4406825126814056,GGA_U,Be-Fe-O-Si-Y,0.0,-3.296999063823529,2.1933,5,Monoclinic,2/m,P2_1/c,oxide,None,Be,"Fe, Y",None,None,"B, Si","O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-19005,Y6WO12,1.6038790263329663,0.9917181992109327,Square-face capped trigonal prism,1,6f,1,[3.844286579958927],0.0,3.844286579958927,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.3491449580095707,r2SCAN,O-W-Y,0.0,-3.6557847515789472,3.4343,3,Trigonal,-3,R-3,oxide,None,None,"Y, W",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-19151,BaYCo4O7,2.371261153504477,-0.12840796035070035,Octahedron,1,2b,1,[0.10783381115378901],0.0,0.10783381115378901,ABC4D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.2812731358844376,GGA_U,Ba-Co-O-Y,0.035624541742795,-2.038653213076922,0.0,4,Hexagonal,6mm,P6_3mc,oxide,None,Ba,"Co, Y",None,None,B,"C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-19192,Y2MnNiO6,0.944238944593925,1.6530076417216921,Square-face bicapped trigonal prism,1,4e,1,[1.7187659822999302],0.0,1.7187659822999302,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.4319893947193494,GGA_U,Mn-Ni-O-Y,0.0,-2.822945541793103,0.0,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Mn, Ni, Y",None,None,None,"N, O",None,None,None,None,B > 1,Positive B
mp-19242,YNiO3,1.2238399112333502,1.2907694705161745,Square-face bicapped trigonal prism,1,4c,1,[1.668719716015586],0.0,1.668719716015586,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.3896114364061365,r2SCAN,Ni-O-Y,0.0,-2.465712242,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,"Ni, Y",None,None,None,"N, O",None,None,None,None,B > 1,Positive B
mp-19325,BaY2NiO5,1.264241883278627e-05,2.8623612892303774,Square-face capped trigonal prism,1,2j,1,[2.060226033320486],0.0,2.060226033320486,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.3754438118032577,GGA_U,Ba-Ni-O-Y,0.009873316666663001,-3.095363232777777,2.300299999999999,4,Orthorhombic,mmm,Immm,oxide,None,Ba,"Ni, Y",None,None,B,"N, O",None,None,None,None,B > 1,Positive B
mp-19385,YMnO3,2.051494750108374,0.2983133942615491,Face-capped octahedron,1,"4b, 2a",2,"[2.736900202685969, 3.034521862575322]",0.0,2.8857110326306454,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.3077671024812276,r2SCAN,Mn-O-Y,0.0,-3.027483251919541,0.0,3,Hexagonal,6mm,P6_3cm,oxide,None,None,"Mn, Y",None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1939204,Y2Cr2O7,1.6773223294044015,0.7307266492281876,Cube,1,"1h, 1e, 1b, 1f",4,"[2.044939296353129, 2.105464164702225, 2.057714070600587, 2.147885511068735]",0.0,2.089000760681169,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.40603481614186,GGA_U,Cr-O-Y,0.017967494090910002,-2.936553191818181,0.9074999999999991,3,Triclinic,-1,P-1,dichromate,None,None,"Cr, Y",None,None,None,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-19468,YCo(BO2)5,1.762025509857019,0.6329183245895978,Square-face bicapped square antiprism,1,4e,1,[4.048807655592154],0.0,4.048807655592154,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.5328360269832864,GGA_U,B-Co-O-Y,0.032852908643787,-2.86607626637255,3.1218,4,Monoclinic,2/m,P2_1/c,metaborate,None,None,"Co, Y",None,None,B,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-19499,KY(MoO4)2,1.8547836458952296,0.5602351741035418,Square antiprism,1,4c,1,[0.8885100722664431],0.0,0.8885100722664431,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.3988673615097493,GGA_U,K-Mo-O-Y,0.0,-2.536991310395834,3.656,4,Orthorhombic,mmm,Pbcn,oxide,K,None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-20643,Y2Ru2O7,1.800125348544097,0.6083451301749918,Cube,1,4d,1,[1.4837004063027082],0.0,1.4837004063027082,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.4067953915006717,GGA,O-Ru-Y,0.030400234886359002,-2.561902583636363,0.0,3,Cubic,m-3m,Fd-3m,oxide,None,None,"Y, Ru",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-20699,YMnO3,1.2322188615305352,1.3360906510878827,Square-face bicapped trigonal prism,1,4c,1,[1.496370063100262],0.0,1.496370063100262,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.441937088699568,GGA_U,Mn-O-Y,0.023095256833332002,-3.004387995086206,0.405199999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,"Mn, Y",None,None,None,O,None,None,None,None,B > 1,Positive B
mp-20783,YFeO3,0.8076498126867605,1.8082799441279387,Square-face bicapped trigonal prism,1,4c,1,[1.591005934752678],0.0,1.591005934752678,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.42904763382024,r2SCAN,Fe-O-Y,0.011817914374999001,-2.818663723499999,1.5605,3,Orthorhombic,mmm,Pnma,oxide,None,None,"Fe, Y",None,None,None,O,F,None,None,None,B > 1,Positive B
mp-20897,Ba4Y2Cu6O13,3.048182821547793,-0.643337425294104,Cube,1,2p,1,[0.05794409418383201],0.0,0.05794409418383201,A2B4C6D13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.4197661151808054,GGA,Ba-Cu-O-Y,0.022374550369998,-2.2029181126,0.0,4,Orthorhombic,mmm,Pmmm,oxide,None,Ba,"Cu, Y",None,None,B,"C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-22668,YCoO3,1.183315801015791,1.3240569067260748,Square-face bicapped trigonal prism,1,4c,1,[1.703518760127741],0.0,1.703518760127741,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.378825960894401,r2SCAN,Co-O-Y,0.0007048715892850001,-2.591207236500001,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,"Co, Y",None,None,None,"C, O",None,None,None,None,B > 1,Positive B
mp-24656,YH3(SO4)3,2.332929507106156,0.03441856790609533,Square antiprism,1,8c,1,[1.012518273805233],0.0,1.012518273805233,AB3C3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.3672533364578627,GGA,H-O-S-Y,0.0016703563157980002,-2.031913759473684,5.3734,4,Orthorhombic,mmm,Pbca,sulfate,None,None,Y,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-2674749,Y2Mo2O7,1.8129753223701435,0.5915277582777675,Cube,1,"2a, 2c",2,"[1.37124363021414, 1.535707543233513]",0.0,1.4534755867238265,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.4028746729975548,r2SCAN,Mo-O-Y,0.0,-2.937908144545465,1.6482,3,Tetragonal,4/m,I4_1/a,oxide,None,None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2712535,Na3Ca2Y2PS5O24,1.9702801837100927,0.4139696192466252,Octahedron,1,1a,1,"[0.211364875693993, 0.32793214404504, 0.39026716504671904, 0.272542877634807, 0.22918793127956602, 0.22443526421814403]",0.0,0.2759550429863782,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.2609649577419155,GGA,Ca-Na-O-P-S-Y,0.034534617578827004,-2.629289659043626,4.6508,6,Triclinic,1,P1,oxide,Na,Ca,Y,None,None,None,"C, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712575,Na6Ca4Y4SiS11O48,1.940447491894424,0.4606133328100753,no_data,1,no_data,1,no_data,0.0,no_data,AB4C4D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.265404127666943,GGA,Ca-Na-O-S-Si-Y,0.035731669767267,-2.585045604987963,4.2147,6,Triclinic,1,P1,oxide,Na,Ca,Y,None,None,Si,"C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712598,Na2Y3TaP4(SO12)2,2.0370818049184365,0.29707767737088603,Octahedron,1,1a,1,"[0.216645686487122, 0.10406939213378201, 0.9793642347630471, 0.516308168216265, 0.30320569605216, 0.389600661735001, 0.557188625826598, 0.11626457031517501, 0.20956361829105402]",0.0,0.37691229486891165,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.248801999687398,GGA,Na-O-P-S-Ta-Y,0.034705221754627,-2.936747409083242,2.9401,6,Triclinic,1,P1,oxide,Na,None,"Y, Ta",None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712625,Na3CaYP2SO12,1.7795971509673045,0.7049279569817437,Octahedron,1,6a,1,[0.620231844281347],0.0,0.620231844281347,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.271864953835248,GGA,Ca-Na-O-P-S-Y,0.045773121791665004,-2.83032344521285,4.3828,6,Monoclinic,m,Cc,oxide,Na,Ca,Y,None,None,None,"C, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2712737,NaYZrP2SO12,1.9866771981985853,0.3112810958734287,Octahedron,1,6a,1,[0.11675887248930401],0.0,0.11675887248930401,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.2090646331870305,GGA,Na-O-P-S-Y-Zr,0.047694836446758,-2.954535489249909,3.6672000000000002,6,Monoclinic,m,Cc,oxide,Na,None,"Y, Zr",None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712767,Na2Y3NbP4(SO12)2,2.0453352840313466,0.2771773798620183,Octahedron,1,1a,1,"[0.162749057089836, 0.084734369894576, 0.632992072070726, 0.341785489908196, 0.23736686214403002, 0.312813835391819, 0.33204635659950604, 0.09030251087337701, 0.15252379890738801]",0.0,0.2608127058754949,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.24286430662138,GGA,Na-Nb-O-P-S-Y,0.035357486211419,-2.901330385731391,2.001499999999999,6,Triclinic,1,P1,oxide,Na,None,"Y, Nb",None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712896,YZrP(SO6)2,2.0439081669181287,0.25396243175583927,Octahedron,1,2a,1,"[0.192359868057477, 0.21062010609959803, 0.190960596960201]",0.0,0.19798019037242534,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.2264563959025128,GGA,O-P-S-Y-Zr,0.027086309485299002,-2.78335429409664,3.5563000000000002,5,Monoclinic,m,Cc,oxide,None,None,"Y, Zr",None,None,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712921,Na3YNb3Si3(PO8)3,2.012506777764109,0.29990055581711755,Octahedron,1,1a,1,"[0.448586061834908, 0.10058228066949401, 1.590018156405955]",0.0,0.7130621663034523,AB3C3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.2247118764360145,GGA,Na-Nb-O-P-Si-Y,0.045186169211708004,-3.003334395172968,2.3197,6,Triclinic,1,P1,oxide,Na,None,"Y, Nb",None,None,Si,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712935,YSnP(SO6)2,2.0432335169559583,0.23427306481914795,Octahedron,1,2a,1,"[0.15409922054679, 0.21938241931885702, 0.17149862113883202]",0.0,0.18166008700149303,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.211631136046562,GGA,O-P-S-Sn-Y,0.037594254258574,-2.41508621772409,1.7308,5,Monoclinic,m,Cc,oxide,None,None,Y,None,Sn,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712943,Y3NbSiS5O24,2.071321508905459,0.2515430057836834,Octahedron,1,1a,1,"[0.32714075578858204, 0.394727941317469, 0.15580580363419302, 0.182782706344978, 0.16214808259861402, 0.23307960801524902, 0.11085884561287901, 0.321210751029157, 0.07870280083294201]",0.0,0.21849525501934033,ABC3D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.256161466083209,GGA,Nb-O-S-Si-Y,0.048455439448532006,-2.638000562230392,1.5409000000000002,5,Triclinic,1,P1,oxide,None,None,"Y, Nb",None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712963,YTiP(SO6)2,2.066729441630623,0.19495844409539634,Octahedron,1,2a,1,"[0.718953187220929, 0.7975004014015421, 0.775000298933427]",0.0,0.7638179625186327,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.206868155505008,GGA,O-P-S-Ti-Y,0.042369524436272,-2.685108396351541,2.0896,5,Monoclinic,m,Cc,oxide,None,None,"Ti, Y",None,None,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712967,Na3YTa3Si3(PO8)3,2.0046732488326504,0.2947946453682027,Octahedron,1,1a,1,"[0.398756532093102, 0.13912751941780202, 1.330224290097381]",0.0,0.6227027805360951,AB3C3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.213310685579122,GGA,Na-O-P-Si-Ta-Y,0.039717611891891005,-3.101524749731527,2.927699999999999,6,Triclinic,1,P1,oxide,Na,None,"Y, Ta",None,None,Si,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712973,Y3TaP2(SO6)4,2.087669356045194,0.2190691694837752,Octahedron,1,1a,1,"[0.26408689901749, 0.28865347242821704, 0.28557475858597103, 0.072661222072503, 0.16435286393634702, 0.189244435854752, 0.15219884524663602, 0.22707797457790502, 0.066758824675958]",0.0,0.19006769959953104,AB2C3D4E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.2435902324205834,GGA,O-P-S-Ta-Y,0.029733409080882,-2.758119201469188,3.0387,5,Triclinic,1,P1,oxide,None,None,"Y, Ta",None,None,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
