material_id,chem_formula,R$_0$,B,Bi_chemenv,num_Bi_chemenvs,Bi_wyckoff,num_Bi_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Bi_sites,num_CN_env,num_charge_states,BiX_coordn,BiO_coordn,mean_coordn_Bi-X,min_coordn_Bi-X,max_coordn_Bi-X,mean_coordn_Bi-O,min_coordn_Bi-O,max_coordn_Bi-O,mean_Bi_charge,min_Bi_charge,max_Bi_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_BiO_BondL
mp-1105780,Bi2O3,2.171773719408737,0.3947150974381342,"Square pyramid, Octahedron",2,"2b, 6c",2,"[3.9174941972533723, 9.200401228462951]",0.5,6.558947712858162,A2B3,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-O,0.038616759499994,-1.283058449000003,1.487499999999999,2,Trigonal,3m,P31c,oxide,,,,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.289666605964718
mp-1106073,BiH(SeO3)2,2.0756675825578066,0.4938431203107362,Square pyramid,1,2a,1,[2.58775939972716],0.0,2.58775939972716,ABC2D6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-H-O-Se,0.042604037999996,-0.980755214687503,3.659,4,Monoclinic,m,Cc,oxide,,,,,Bi,B,"H, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3327341410739195
mp-1106129,Bi4Te2Br2O9,2.119198409154788,0.3675024577184579,"Bicapped square prism (opposite faces), Square non-coplanar",2,"1a, 1b, 2c",3,"[1.118771434660026, 0.43124211722113803, 1.058926339854772]",0.0,0.8696466305786453,A2B2C4D9,2,2,1,"[10.0, 8.0]","[10.0, 4.0]",9.0,8.0,10.0,7.0,4.0,10.0,3.0,3.0,3.0,1.5,1,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Br-O-Te,0.04556907080882,-1.548109987549021,1.8311,4,Tetragonal,4mm,P4mm,oxide,,,,,Bi,"B, Te",O,Br,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5467418359102183
mp-1106239,MnBiO3,2.146761020312613,0.4827754540882312,"Bicapped octahedron (cap faces with one atom in common), Square-face capped trigonal prism",2,2a,1,"[8.829754300547586, 8.281505868515211]",1.0,8.555630084531398,ABC3,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Mn-O,0.029900116100012,-1.804228887586207,0.0958,3,Monoclinic,m,Cc,oxide,,,Mn,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4105175148036286
mp-1173237,Sr3Ta7Si(BiO4)9,2.147378733322544,0.4030546621149476,"Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism",3,1a,1,"[7.340482429051503, 6.549649934176499, 3.686606882378171, 7.258610565221948, 7.523040326298619, 7.676636786282959, 6.773475353897694, 4.308903256425629, 6.683090673588919]",0.778,6.422277356369104,AB3C7D9E36,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Si-Sr-Ta,0.038167260848238,-2.709408253238097,2.4402,5,Triclinic,1,P1,oxide,,Sr,Ta,,Bi,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.455127101787023
mp-1173247,Sr3LaCu2HgBiO10,2.5783430872330664,-0.2424413457742204,Octahedron,1,1a,1,[1.7804082102745502],0.0,1.7804082102745502,ABCD2E3F10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Cu-Hg-La-O-Sr,0.027181546666659,-2.20235133263889,0.0,6,Triclinic,1,P1,oxide,,Sr,"Cu, Hg",,Bi,B,"H, C, O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.329622833909104
mp-1173263,Sr2MnBiPbO6,2.1324347432325315,0.019072339047253,Triangular non-coplanar,1,2c,1,"[1.980744021572095, 1.9703957154903882]",0.0,1.9755698685312417,ABCD2E6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Mn-O-Pb-Sr,0.0,-2.290264262766458,0.0,5,Monoclinic,2,P2,oxide,,Sr,Mn,,"Pb, Bi",B,"O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1324648232980574
mp-1176418,Na2BiAsCO7,2.183510263097401,0.2953056514289261,Pentagonal bipyramid,1,2e,1,[5.667192423697069],1.0,5.667192423697069,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,As-Bi-C-Na-O,0.0,-1.939039629813212,3.480299999999999,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,Bi,"B, As","C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3763376568269603
mp-1177146,Li5Bi(P2O7)2,1.9342488316394664,0.6223833697081369,Square-face capped trigonal prism,1,2i,1,[2.15927916317687],0.0,2.15927916317687,AB4C5D14,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Li-O-P,0.046740169965284,-2.605971679384921,4.1825,4,Triclinic,-1,P-1,oxide,Li,,,,Bi,B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.463724974010326
mp-1178246,Gd3(BiO4)2,2.0067837099291794,0.6873498175608681,"Trigonal prism, Octahedron",2,1a,1,"[8.34100713196526, 2.529400134241383]",0.5,5.435203633103321,A2B3C8,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.5,3.5,1.0,1,1,Bi3.50+-O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Gd-O,0.041861396923078,-2.64057776221153,0.0,3,Monoclinic,m,Cm,oxide,,,,,Bi,B,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.3624682124343948
mp-1178488,Bi3O4F,2.057628014138545,0.61151968702663,"See-saw, Cube",2,"2e, 4f",2,"[5.948372702442799, 3.727226544782168]",0.5,4.837799623612484,AB3C4,2,2,1,"[4.0, 6.0]","[3.0, 6.0]",5.0,4.0,6.0,4.5,3.0,6.0,3.0,3.0,3.0,1.5,1,2,"O2-, F-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-F-O,0.034722107499998,-1.5318706868749992,2.3098,3,Monoclinic,2/m,C2/c,fluoride,,,,,Bi,B,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.289588763491828
mp-1179025,Ti3(BiO3)4,1.8742846067376508,0.807090047267098,"Triangular cupola, Square-face bicapped trigonal prism",2,2i,1,"[0.47722074107021706, 2.568066344477093]",0.0,1.522643542773655,A3B4C12,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Ti,0.040117683157895,-2.272269639210525,1.542,3,Monoclinic,2/m,C2/m,oxide,,,Ti,,Bi,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.6240502711908844
mp-1188946,Re2BiO6,1.0753938971507473,1.985068436274148,Trigonal prism,1,2e,1,[10.408397938049543],1.0,10.408397938049543,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-O-Re,0.0,-1.90503731888889,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Re,,Bi,B,O,,,,,B > 1,Positive B,2.4177979124423685
mp-1189868,Cd4BiB3O10,2.160675055307068,0.3758240064532826,Octahedron,1,1a,1,[1.98153345791991],0.0,1.98153345791991,AB3C4D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,B-Bi-Cd-O,0.003154455520823,-2.062509063194444,2.2263,4,Monoclinic,m,Cm,oxide,,,Cd,,Bi,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.408881398153192
