material_id,chem_formula,R$_0$,B,As_chemenv,num_As_chemenvs,As_wyckoff,num_As_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_As_sites,num_CN_env,num_charge_states,AsX_coordn,AsO_coordn,mean_coordn_As-X,min_coordn_As-X,max_coordn_As-X,mean_coordn_As-O,min_coordn_As-O,max_coordn_As-O,mean_As_charge,min_As_charge,max_As_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_AsO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1205185,Rb3Sc2(AsO4)3,1.791788627629272,0.31921332296885613,Tetrahedron,1,24d,1,"[0.20304270039459002, 0.141948609912739]",0.0,0.1724956551536645,A2B3C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.720638626283747,GGA,As-O-Rb-Sc,0.0,-2.469267704374999,3.8362,4,Cubic,m-3,Pa-3,oxide,Rb,None,Sc,None,None,As,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1207469,ZnCuAsO5,1.4055277095002645,-1.4959777718803813,Tetrahedron,1,4g,1,[0.028626047396463003],0.0,0.028626047396463003,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7289916469756206,GGA,As-Cu-O-Zn,0.008552257968750001,-1.4580736865625,0.45270000000000005,4,Orthorhombic,mmm,Pnnm,oxide,None,None,"Cu, Zn",None,None,As,"C, O",None,None,None,None,B < -1,Negative B
mp-1207481,Zn3SbAs2Pb3O14,1.7433199165520086,-0.09722591960666183,Tetrahedron,1,2d,1,[0.167905366872333],0.0,0.167905366872333,AB2C3D3E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.5,1.0,1,1,As3.50+-O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.7299131166079897,GGA,As-O-Pb-Sb-Zn,0.023122098442024,-1.732004488043477,0.0,5,Trigonal,32,P321,oxide,None,None,Zn,None,Pb,"As, Sb","O, P, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1208112,V3Co10AsO20,1.8213421235254774,0.3439589535906797,Octahedron,1,2i,1,[0.12524478614918602],0.0,0.12524478614918602,AB3C10D20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.8809965818495467,GGA_U,As-Co-O-V,0.029007815955890002,-1.653237573897059,1.5644,4,Monoclinic,2/m,C2/m,oxide,None,None,"V, Co",None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1208295,TiTlAsO5,1.7599676056369868,0.16669806181257285,Tetrahedron,1,4a,1,"[0.089856172819541, 0.08156076392036901]",0.0,0.08570846836995501,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.722809391744423,GGA,As-O-Ti-Tl,0.0,-2.309175717552086,2.8120000000000003,4,Orthorhombic,mm2,Pna2_1,oxide,None,None,Ti,None,Tl,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1210021,NaFeAsO4F,1.757835632620445,0.14715073836419873,Tetrahedron,1,4e,1,[0.12436556064812901],0.0,0.12436556064812901,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.725024059415646,GGA_U,As-F-Fe-Na-O,0.0,-2.053221859859913,1.5887,5,Monoclinic,2/m,C2/c,fluoride,Na,None,Fe,None,None,As,"N, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1210085,NaCaAsO4,1.8312365546536946,0.48129865217629925,Tetrahedron,1,2c,1,[0.015720482165198002],0.0,0.015720482165198002,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",1.7242228302819693,GGA,As-Ca-Na-O,0.028353722857143004,-2.470597075554186,3.317,4,Orthorhombic,mmm,Cmcm,oxide,Na,Ca,None,None,None,As,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1210396,NaCu5Sb2As6(H9O17)2,1.7415286358518347,0.03748495361022843,Tetrahedron,1,2i,1,"[0.183398195207385, 0.418810076349086, 0.230048085145541]",0.0,0.27741878556733734,AB2C5D6E18F34,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7335898375250907,GGA,As-Cu-H-Na-O-Sb,0.016372738295449,-1.4115528719527162,0.0781,6,Triclinic,-1,P-1,oxide,Na,None,Cu,None,None,"As, Sb","H, C, N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1210656,MgZn2(AsO4)2,1.7603691923550415,0.18213602223823463,Tetrahedron,1,4e,1,[0.287835946714161],0.0,0.287835946714161,AB2C2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7197340646515635,GGA,As-Mg-O-Zn,0.0,-2.01060831576923,2.705,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,Zn,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1210670,Na3Pr(AsO4)2,1.7422896041750953,0.08507695624142723,Tetrahedron,1,4a,1,"[0.059303777463362004, 0.09162767440074801, 0.05720207955815201, 0.09527297882379301]",0.0,0.07585162756151376,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",1.7233236530755938,GGA,As-Na-O-Pr,0.013385230267858001,-2.352472942646756,3.5708,4,Orthorhombic,mm2,Pca2_1,oxide,Na,None,None,None,None,As,"N, O, P",None,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1210695,Mg3Cu2(AsO4)3,1.8314079638745748,0.45953127415386186,Tetrahedron,1,"2e, 4f",2,"[0.06502034491519501, 0.8291692314134621]",0.0,0.44709478816432857,A2B3C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7290543392362785,GGA,As-Cu-Mg-O,0.0,-2.045043184375,0.0,4,Monoclinic,2/m,C2/c,oxide,None,Mg,Cu,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1210809,Na3Nd(AsO4)2,1.7650041515894508,0.1931237075705179,Tetrahedron,1,4a,1,"[0.061977850770564, 0.093242922187576, 0.081423625839735, 0.09731972366918601]",0.0,0.08349103061676526,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",1.7219785815267907,GGA,As-Na-Nd-O,0.013215774553573001,-2.357277478420567,3.6022,4,Orthorhombic,mm2,Pca2_1,oxide,Na,None,None,None,None,As,"N, O",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211009,Mg5As4(H11O13)2,1.729954713922994,0.01620348765060701,Tetrahedron,1,2i,1,"[0.024474946427000002, 0.127799436051165]",0.0,0.0761371912390825,A4B5C22D26,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.726409272760221,GGA,As-H-Mg-O,0.000782662850876,-1.740091736535089,3.8533,4,Triclinic,-1,P-1,oxide,None,Mg,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1211118,Na3La(AsO4)2,1.7452063126530681,0.09860929130916526,Tetrahedron,1,4a,1,"[0.054731080387381004, 0.080573386097574, 0.037301265043067, 0.08080282577651801]",0.0,0.06335213932613501,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",1.7232225172565334,GGA,As-La-Na-O,0.011680681607143,-2.378914804759851,3.6521,4,Orthorhombic,mm2,Pca2_1,oxide,Na,None,None,None,None,As,"N, O",None,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1211416,KMg3Cu(AsO4)3,1.802156710043739,0.4502046196416981,Tetrahedron,1,"4f, 2e",2,"[0.7996047810680621, 0.055541329550303005]",0.0,0.42757305530918255,ABC3D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7018785847792126,r2SCAN,As-Cu-K-Mg-O,0.0,-2.191541717487498,0.7082,5,Monoclinic,2/m,C2/c,oxide,K,Mg,Cu,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211778,K3Ce(AsO4)2,1.772431476403305,0.2185248228228917,Tetrahedron,1,2e,1,"[0.072357159288691, 0.019472942272325003]",0.0,0.045915050780508004,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",1.7247392699645026,GGA,As-Ce-K-O,0.021902451964286,-2.381903766196429,0.36849999999999905,4,Monoclinic,2/m,P2_1/m,oxide,K,None,None,None,None,As,"C, O",None,None,Ce,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212024,K2ScSn(AsO4)3,1.7969312080555486,0.363392439202993,Tetrahedron,1,12b,1,[0.47928118426544203],0.0,0.47928118426544203,ABC2D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.7160472055702731,GGA,As-K-O-Sc-Sn,0.0,-2.219373938657895,2.5709,5,Cubic,23,P2_13,oxide,K,None,Sc,None,Sn,As,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212702,Fe2As2H2PbO10,1.7985952920233885,0.2931869293395045,Tetrahedron,1,2i,1,[0.06721008358019401],0.0,0.06721008358019401,AB2C2D2E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.731617254280279,GGA_U,As-Fe-H-O-Pb,0.018535700294116,-1.628038261029412,1.6533,5,Monoclinic,2/m,C2/m,oxide,None,None,Fe,None,Pb,As,"H, O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1213314,Cu5As2(HO3)4,1.7243503882097186,-0.0119949938096024,Tetrahedron,1,4e,1,[0.25775590234865103],0.0,0.25775590234865103,A2B4C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.727021423906045,GGA,As-Cu-H-O,0.033182787173913,-0.9939888795652181,0.1701,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Cu,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213317,Cu4AsClO6,1.9877129093885952,1.1315995286829026,Tetrahedron,1,4c,1,[0.247602829802568],0.0,0.247602829802568,ABC4D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.7353420467764389,GGA,As-Cl-Cu-O,0.0014436368750070001,-1.138097588125,0.0,4,Orthorhombic,mmm,Pbcm,hypochlorite,None,None,Cu,None,None,As,"C, O",Cl,None,None,None,B > 1,Positive B
mp-1213465,CuAgAs2H3O8,1.7382687958499177,0.030125521251780002,Tetrahedron,1,4e,1,"[0.104173406148565, 0.20306895754123203]",0.0,0.1536211818448985,ABC2D3E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7316270520216381,GGA,Ag-As-Cu-H-O,0.008110963319449,-1.301473553527777,0.49550000000000005,5,Monoclinic,2/m,P2_1/c,oxide,None,None,"Cu, Ag",None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213607,CuAsHO4,1.7749153870605388,0.1753945846608458,Tetrahedron,1,2i,1,"[0.172306099748835, 0.24348908781590403, 0.222479336454591, 0.128581745217409]",0.0,0.19171406730918478,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7373361005420693,GGA,As-Cu-H-O,0.037432673432537006,-1.072506698095241,0.008899999999999,4,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1213858,Co3As2(HO)16,1.7398237158629626,0.04334081843996897,Tetrahedron,1,2i,1,[0.185540333248832],0.0,0.185540333248832,A2B3C16D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.732639479756029,GGA_U,As-Co-H-O,0.013490137747747,-1.367692757972972,2.8832,4,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213950,CaAgAsO4,1.816485696461364,0.40149872545485926,Tetrahedron,1,2c,1,[0.07436554498393201],0.0,0.07436554498393201,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7272155553097164,GGA,Ag-As-Ca-O,0.0,-2.046540524166666,1.3007,4,Orthorhombic,mmm,Cmcm,oxide,None,Ca,Ag,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1214196,Ca2ZnAs2(H2O5)2,1.7282637537096168,0.009374317133771282,Tetrahedron,1,4e,1,[0.20257365456703702],0.0,0.20257365456703702,AB2C2D4E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.726182220887051,GGA,As-Ca-H-O-Zn,0.002147394229313,-2.052320823421052,3.3532,5,Monoclinic,2/m,P2_1/c,oxide,None,Ca,Zn,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1214311,Bi6As4PbO20,1.7318272200704032,0.019031615110780907,Tetrahedron,1,2i,1,"[0.12105692973577802, 0.058392038049136]",0.0,0.089724483892457,AB4C6D20,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.7276102068445984,GGA,As-Bi-O-Pb,0.0,-1.762317510322582,2.9694000000000003,4,Triclinic,-1,P-1,oxide,None,None,None,None,"Pb, Bi","B, As","O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1214314,BaTi(AsO4)2,1.8292038012178378,0.5048098739580594,Tetrahedron,1,2i,1,[0.11059184012542701],0.0,0.11059184012542701,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7165576880989093,GGA,As-Ba-O-Ti,0.0,-2.527016124861111,2.4211,4,Monoclinic,2/m,C2/m,oxide,None,Ba,Ti,None,None,"B, As",O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1214433,BaGe(AsO4)2,1.8802794747317677,0.7131048773094312,Tetrahedron,1,2i,1,[0.309921131660896],0.0,0.309921131660896,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7212588623445175,GGA,As-Ba-Ge-O,0.027390133749999,-2.153513424166666,2.7087,4,Monoclinic,2/m,C2/m,oxide,None,Ba,None,None,None,"B, Ge, As",O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1214545,Ba5As3SO12,1.6690668836988714,-0.2734627013997553,Tetrahedron,1,6h,1,[0.064227004929195],0.0,0.064227004929195,AB3C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.730079430950356,GGA,As-Ba-O-S,0.046668343705356004,-2.582867580000001,0.0,4,Hexagonal,6/m,P6_3/m,oxide,None,Ba,None,None,None,"B, As","O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1214567,Ba3Sr2As3ClO12,1.4613294441800782,-1.1764118958563428,Tetrahedron,1,6h,1,[0.097493820007764],0.0,0.097493820007764,AB2C3D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",1.7238157542755645,GGA,As-Ba-Cl-O-Sr,0.0007403845238080001,-2.746668414404762,3.9136,5,Hexagonal,6/m,P6_3/m,hypochlorite,None,"Sr, Ba",None,None,None,"B, As","C, O, S",Cl,None,None,None,B < -1,Negative B
mp-1214667,As3Pb5O12F,1.662404041677656,-0.3121484099606879,Tetrahedron,1,6h,1,[0.10288280531551301],0.0,0.10288280531551301,AB3C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.7320528129873114,GGA,As-F-O-Pb,0.0,-1.824253077023809,3.296399999999999,4,Hexagonal,6/m,P6_3/m,fluoride,None,None,None,None,Pb,As,"O, P",F,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1214749,As3Pb5BrO12,1.7551918732857916,0.09737284030025464,Tetrahedron,1,6h,1,[0.16267439443101903],0.0,0.16267439443101903,AB3C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.7311781738195584,GGA,As-Br-O-Pb,0.0,-1.7265428767857132,2.9898,4,Hexagonal,6/m,P6_3/m,hypobromite,None,None,None,None,Pb,"B, As","O, P",Br,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1214986,Ag3Mo3AsO13,1.7406759559250573,0.04557836489645482,Tetrahedron,1,2i,1,[0.129756568694151],0.0,0.129756568694151,AB3C3D13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.73145552058111,GGA_U,Ag-As-Mo-O,0.007261363812501,-1.533126685625,1.7696,4,Triclinic,-1,P-1,oxide,None,None,"Mo, Ag",None,None,As,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1216818,VCo5AsO10,1.8187952396597005,0.3708445329563773,"Octahedron, Tetrahedron",2,2i,1,"[0.145705928868923, 0.045897077292539]",0.0,0.095801503080731,ABC5D10,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.8238309558948287,GGA_U,As-Co-O-V,0.001123095147065,-1.6237920460294122,1.317,4,Monoclinic,2/m,C2/m,oxide,None,None,"V, Co",None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1217377,Zn15Te5As2P8(Pb3O14)5,1.8352365255974175,0.4913735365686979,Tetrahedron,1,1a,1,"[0.22291073417168802, 0.22353552101203403]",0.0,0.22322312759186103,A2B5C8D15E15F70,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.7256699293930708,GGA,As-O-P-Pb-Te-Zn,0.0024450994202900003,-2.018663458134576,3.1867,6,Triclinic,1,P1,oxide,None,None,Zn,None,Pb,"As, Te","O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1218606,Sr5As3O13,1.6376267821419208,-0.27667804690858244,Tetrahedron,1,6c,1,[0.067663146213083],0.0,0.067663146213083,A3B5C13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.6993608552171426,r2SCAN,As-O-Sr,0.018190281190472002,-2.469173465595239,0.4161,3,Hexagonal,6,P6_3,oxide,None,Sr,None,None,None,As,"O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1219627,RbAs4(HO4)3,1.7803334662444743,0.3366565859958332,"Octahedron, Tetrahedron",2,1a,1,"[0.14441914064841302, 0.09539309854953201, 0.238928391291147, 0.22661836969064503]",0.0,0.17633975004493427,AB3C4D12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7878148645989203,r2SCAN,As-H-O-Rb,0.0,-1.6283647550625,2.7692,4,Triclinic,1,P1,oxide,Rb,None,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1220871,NaAs3(PbO3)4,1.7072781344206498,-0.09150418345706916,Tetrahedron,1,6c,1,[0.139241549827818],0.0,0.139241549827818,AB3C4D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",1.7276799275223504,GGA,As-Na-O-Pb,0.0,-1.7944528919439642,3.410099999999999,4,Hexagonal,6,P6_3,oxide,Na,None,None,None,Pb,As,"N, O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1220973,Na5Fe3Ag2(As2O7)4,1.810911424741784,0.3749599962472897,Tetrahedron,1,4f,1,"[0.149409319128772, 0.178191028022847, 0.22299948744903, 0.35227897537936204]",0.0,0.22571970249500276,A2B3C5D8E28,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.7295502149280728,GGA_U,Ag-As-Fe-Na-O,0.006018827937563,-1.725254300331084,1.8185,5,Monoclinic,2/m,C2/c,oxide,Na,None,"Fe, Ag",None,None,As,"N, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1221015,NaMoAsO6,1.877523416523458,0.6962538458707135,Tetrahedron,1,4a,1,[0.129042512648678],0.0,0.129042512648678,ABCD6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7222415355692782,GGA_U,As-Mo-Na-O,0.0009656488888890001,-1.916411359875479,2.695599999999999,4,Orthorhombic,222,P2_12_12_1,oxide,Na,None,Mo,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1221302,Na2Zr4As3(PO8)3,1.7060762586504392,0.015358216947328761,Tetrahedron,1,3d,1,[0.097710761982135],0.0,0.097710761982135,A2B3C3D4E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7026578426703884,GGA,As-Na-O-P-Zr,0.006975443888889,-2.827871996088532,3.820599999999999,5,Trigonal,32,R32,oxide,Na,None,Zr,None,None,As,"N, O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1221374,Na2MoAs2O9,1.799220887160627,0.3136782894144725,Tetrahedron,1,2a,1,"[0.5142122798038491, 0.528704009811328, 0.23404086291713103, 0.23371997729218802]",0.0,0.3776692824561241,AB2C2D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7325630491299169,GGA_U,As-Mo-Na-O,0.001491224625838,-1.9089866466256162,3.0479,4,Monoclinic,2,P2_1,oxide,Na,None,Mo,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1221481,Na2Al3As9O28,1.8006048293120713,0.3376967344547249,"Octahedron, Tetrahedron",2,"1f, 2i",2,"[0.6988408738796951, 0.5124507037967421, 0.12584895655719, 0.18870882937656103, 0.06453182258081801]",0.0,0.3180762372382012,A2B3C9D28,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",1.7497248227342836,GGA,Al-As-Na-O,0.012862467743762,-2.017086365720443,1.9093,4,Triclinic,-1,P-1,oxide,Na,None,None,None,Al,As,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1221906,Mn2As2O7,1.733568290228852,0.1594043076517772,Tetrahedron,1,2a,1,"[0.351706709127986, 0.37720441958397505]",0.0,0.36445556435598053,A2B2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.6991749861587777,r2SCAN,As-Mn-O,0.0,-1.901438464623832,0.0,3,Triclinic,1,P1,oxide,None,None,Mn,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
