material_id,chem_formula,R$_0$,B,As_chemenv,num_As_chemenvs,As_wyckoff,num_As_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_As_sites,num_CN_env,num_charge_states,AsX_coordn,AsO_coordn,mean_coordn_As-X,min_coordn_As-X,max_coordn_As-X,mean_coordn_As-O,min_coordn_As-O,max_coordn_As-O,mean_As_charge,min_As_charge,max_As_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_AsO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-21560,CuAs2PbO7,1.7918080927742714,0.2693458280695018,Tetrahedron,1,4e,1,"[0.32072982081663004, 0.148594987452459]",0.0,0.23466240413454453,ABC2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.7337559495643042,GGA,As-Cu-O-Pb,0.019945698636363002,-1.56954440681818,0.42649999999999905,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Cu,None,Pb,As,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-22025,Co2As2O7,1.740566465853,0.07609448067386707,Tetrahedron,1,2a,1,"[0.438347947300041, 0.38825087208284803]",0.0,0.4132994096914445,A2B2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7241459841241207,GGA_U,As-Co-O,0.021013517954533,-1.559130100454545,0.0,3,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,None,As,"C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-2218028,MgFeAs2O7,1.754853620554212,0.15056882007075295,Tetrahedron,1,2c,1,[0.581057476337271],0.0,0.581057476337271,ABC2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.7223665496752025,GGA_U,As-Fe-Mg-O,0.02318125636361,-1.968280965909091,1.5653000000000001,4,Monoclinic,2,C2,oxide,None,Mg,Fe,None,None,As,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-22243,LiNiAsO4,1.9015854014474924,0.7680594667255305,Tetrahedron,1,4c,1,[0.48478547199894106],0.0,0.48478547199894106,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7303290800585338,GGA_U,As-Li-Ni-O,0.0031989595238060002,-1.814024209404762,0.0,4,Orthorhombic,mmm,Pnma,oxide,Li,None,Ni,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-22271,Cu(AsO2)2,1.8355769337454553,0.19128662751475578,Triangular non-coplanar,1,8h,1,[1.118163102569973],0.0,1.118163102569973,AB2C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.8368433113693063,GGA,As-Cu-O,0.024547426428572,-1.115395288571426,0.0,3,Tetragonal,4/mmm,P4_2/mbc,oxide,None,None,Cu,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-22430,BAsPbO5,1.8266886521244985,0.44741172336249024,Tetrahedron,1,3a,1,[0.6005725646486231],0.0,0.6005725646486231,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.7285441906053045,GGA,As-B-O-Pb,0.004376720112186001,-2.071957979375001,3.3847,4,Trigonal,3,P3_1,oxide,None,None,None,None,Pb,"B, As","O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-22754,Ni2As2O7,1.7322586264938902,0.032239967992622465,Tetrahedron,1,4i,1,[0.566201144288456],0.0,0.566201144288456,A2B2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7225184452750533,GGA_U,As-Ni-O,0.031574474772728005,-1.5327494986363641,0.0,3,Monoclinic,2/m,C2/m,oxide,None,None,Ni,None,None,As,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-23806,BaAsH3O5,1.7364667962144313,0.025331994845898265,Tetrahedron,1,8c,1,[0.176064614030322],0.0,0.176064614030322,ABC3D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.730875511625035,GGA,As-Ba-H-O,0.006554057062494001,-1.956426154,4.1789,4,Orthorhombic,mmm,Pbca,oxide,None,Ba,None,None,None,"B, As","H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24018,CaZnAsHO5,1.666576360715748,-0.17952813914779595,Tetrahedron,1,4a,1,[0.33224812713912705],0.0,0.33224812713912705,ABCDE5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7066235978591704,r2SCAN,As-Ca-H-O-Zn,0.0,-2.1605787595833332,2.637399999999999,5,Orthorhombic,222,P2_12_12_1,oxide,None,Ca,Zn,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-24120,CaAsH5O6,1.7695732261218047,0.18825139386453288,Tetrahedron,1,2a,1,[0.253579519444306],0.0,0.253579519444306,ABC5D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7285040029613459,GGA,As-Ca-H-O,0.01816292925824,-1.784121399903845,4.055099999999999,4,Monoclinic,m,Cc,oxide,None,Ca,None,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-24216,ZnHgAsHO5,1.7214105799502655,-0.07897341095101554,Tetrahedron,1,4c,1,[0.130630073859172],0.0,0.130630073859172,ABCDE5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.736213861354944,GGA,As-H-Hg-O-Zn,0.0,-1.448516387361112,1.3969,5,Orthorhombic,mmm,Pnma,oxide,None,None,"Zn, Hg",None,None,As,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24359,CaAs(HO)7,1.7213760392158413,-0.017170933551468516,Tetrahedron,1,8c,1,[0.06522289518129701],0.0,0.06522289518129701,ABC7D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7250483504199812,GGA,As-Ca-H-O,0.015432057678571,-1.688924521015624,4.327500000000001,4,Orthorhombic,mmm,Pbca,oxide,None,Ca,None,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24436,Ca5As4(HO2)10,1.718019781928612,-0.03212487820892433,Tetrahedron,1,4f,1,"[0.019519168744149003, 0.071909663774763]",0.0,0.045714416259456006,A4B5C10D20,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7251244910227976,GGA,As-Ca-H-O,0.00101743736263,-2.104900654935897,3.8991,4,Monoclinic,2/m,C2/c,oxide,None,Ca,None,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24550,MnAsH2O5,1.7397467234227046,0.08422921558492799,Tetrahedron,1,4i,1,[0.04670684069329],0.0,0.04670684069329,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7213188808123094,GGA_U,As-H-Mn-O,0.0,-1.6629240742145601,2.2527,4,Monoclinic,-1,C2/c,oxide,None,None,Mn,None,None,As,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24570,Be3As2(H2O5)2,1.7577132391564398,0.18359239982031586,Tetrahedron,1,4f,1,[0.074044343794139],0.0,0.074044343794139,A2B3C4D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7178005347834024,GGA,As-Be-H-O,0.0,-2.008922607894737,3.9653,4,Monoclinic,2/m,C2/c,oxide,None,Be,None,None,None,"B, As","H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27197,Na4As2O7,1.8181457561473628,0.5062426846630254,Tetrahedron,1,4f,1,[0.317110659602356],0.0,0.317110659602356,A2B4C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7080087276812495,r2SCAN,As-Na-O,0.0,-2.007976421578251,3.2056,3,Monoclinic,2/m,C2/c,oxide,Na,None,None,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-27404,As3(HO2)5,1.7705520931946226,0.2911013368354804,"Octahedron, Tetrahedron",2,"1h, 2i",2,"[0.081139098039119, 0.38638784461914405]",0.0,0.23376347132913153,A3B5C10,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals",1.7577817179362398,r2SCAN,As-H-O,0.0,-1.168450545069444,3.066599999999999,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2751389,Sr5As3O13,1.6397257011519302,-0.2674137444313718,Tetrahedron,1,6c,1,[0.06456321778284001],0.0,0.06456321778284001,A3B5C13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.6993918144818156,r2SCAN,As-O-Sr,0.018162031428568003,-2.469201715357144,1.5598,3,Hexagonal,6/m,P6_3/m,oxide,None,Sr,None,None,None,As,"O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-27674,K5As3O10,1.853074784235531,0.6418518395657937,Tetrahedron,1,4a,1,"[0.29067903681246005, 0.248126179833658, 0.41452779943230605]",0.0,0.3177776720261414,A3B5C10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7128166317195728,r2SCAN,As-K-O,0.0,-2.011239744097223,3.22,3,Orthorhombic,222,P2_12_12_1,oxide,K,None,None,None,None,As,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-28519,Fe4As5O13,1.797135466196433,0.41151275906178697,Triangular non-coplanar,1,2i,1,"[1.076953013677999, 1.011481961004466, 1.048367139565226, 1.024865341197693, 2.00511922083507]",0.0,1.2333573352560907,A4B5C13,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.7977175083338746,r2SCAN,As-Fe-O,0.0,-1.654980923295457,1.717499999999999,3,Triclinic,-1,P-1,oxide,None,None,Fe,None,None,As,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29437,Zn4As2O9,1.7991910709157906,0.31379305765410215,Tetrahedron,1,4e,1,"[0.270237068745715, 0.13136847855751102]",0.0,0.20080277365161303,A2B4C9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7292649115290772,GGA,As-O-Zn,0.007642589833334001,-1.767031405500001,1.7810000000000001,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Zn,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29472,Fe4As2O11,1.7787611814245992,0.24010294634021542,Tetrahedron,1,2i,1,[0.030855675732072003],0.0,0.030855675732072003,A2B4C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.7256281304667187,GGA_U,As-Fe-O,0.043177085294114,-1.6586915076470592,0.7292000000000001,3,Triclinic,-1,P-1,oxide,None,None,Fe,None,None,As,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-30119,Cs3AsO4,1.392144410056194,-1.4317761685021018,Tetrahedron,1,4c,1,[0.007883461282856],0.0,0.007883461282856,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7116343267642984,r2SCAN,As-Cs-O,0.0,-2.000332986120689,3.3566000000000003,3,Orthorhombic,mmm,Pnma,oxide,Cs,None,None,None,None,As,"C, O",None,None,None,None,B < -1,Negative B
mp-30298,KAsO2,1.7964908502819363,0.8425811444557858,Triangular non-coplanar,1,4d,1,[1.409622174705658],0.0,1.409622174705658,ABC2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7996635303725455,r2SCAN,As-K-O,0.0,-1.885300383687499,3.8449,3,Orthorhombic,mmm,Pbcm,oxide,K,None,None,None,None,As,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-30299,RbAsO2,1.8018309872254075,0.8971273336846386,Triangular non-coplanar,1,4d,1,[1.271186647702034],0.0,1.271186647702034,ABC2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.8052087223893671,r2SCAN,As-O-Rb,0.0,-1.863198834375,3.8821,3,Orthorhombic,mmm,Pbcm,oxide,Rb,None,None,None,None,As,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-30300,Cs3As5O9,1.7961899503417034,0.7389321863141551,Triangular non-coplanar,1,"3c, 2b",2,"[1.645891418284856, 0.803275126799993]",0.0,1.2245832725424246,A3B5C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7985413192030373,r2SCAN,As-Cs-O,0.0,-1.8080240271450312,3.1425,3,Trigonal,3m,P31m,oxide,Cs,None,None,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-30929,Hg4As2O7,1.7919457165752484,0.22250496015140936,Tetrahedron,1,4c,1,"[0.38797495361211304, 0.11155797407607002]",0.0,0.2497664638440915,A2B4C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7400246242192394,GGA,As-Hg-O,0.013850099807690001,-0.8945506342307681,1.126099999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,Hg,None,None,As,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-31107,As2Pb8O13,1.6989851389317736,-0.025325950029521267,Tetrahedron,1,"2i, 2h",2,"[0.06898538853258701, 0.014482651467617002]",0.0,0.041734020000102005,A2B8C13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.7049519267037456,r2SCAN,As-O-Pb,0.0,-1.391548024782606,2.0725,3,Monoclinic,2/m,C2/m,oxide,None,None,None,None,Pb,As,"O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-3468,NaAsO2,1.7961843021923731,1.0579188360432172,Triangular non-coplanar,1,8c,1,[1.589074497548694],0.0,1.589074497548694,ABC2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.792777908829115,r2SCAN,As-Na-O,0.0,-1.857372651282327,3.7378,3,Orthorhombic,mmm,Pbca,oxide,Na,None,None,None,None,As,"N, O",None,None,None,None,B > 1,Positive B
mp-35320,Ag3(AsO4)2,1.802439577768034,0.21624703349796554,Tetrahedron,1,1a,1,"[0.067130322479694, 0.168372201442262]",0.0,0.117751261960978,A2B3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7447379478702716,GGA,Ag-As-O,0.029466763615381003,-1.021715522307691,0.0,3,Trigonal,3,R3,oxide,None,None,Ag,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4445,Hg3AsO4,1.6717742435784166,-0.158083313363204,Tetrahedron,1,4e,1,[0.020140304006351],0.0,0.020140304006351,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.706969582126212,r2SCAN,As-Hg-O,0.0,-0.8076329015624991,0.5021,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Hg,None,None,As,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-4794,Sm2As4O9,1.7946854428280283,0.4896782885298747,Triangular non-coplanar,1,2i,1,"[1.8243955869233952, 1.4290162759270522, 1.812751681532674, 1.937233266963074]",0.0,1.7508492028365488,A2B4C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",1.7978044836460523,r2SCAN,As-O-Sm,0.0,-2.238227667666666,3.3407,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,As,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504751,AsHPbO4,1.8012690526670228,0.3300809057529043,Tetrahedron,1,2f,1,[0.043111582793423],0.0,0.043111582793423,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.72774832290451,GGA,As-H-O-Pb,0.004742759285714,-1.641524899107142,3.0015,4,Monoclinic,2/m,P2/c,oxide,None,None,None,None,Pb,As,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504953,Na2As4O11,1.7727009959644273,0.31450497908729985,"Octahedron, Tetrahedron",2,4f,1,"[0.644239076130638, 0.5692717476469741]",0.0,0.6067554118888061,A2B4C11,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7811240839340385,r2SCAN,As-Na-O,0.006157150896357001,-1.767120595750507,2.3031,3,Monoclinic,2/m,C2/c,oxide,Na,None,None,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-505074,VAs2H4O9,1.7672478203240032,0.18939917337306628,Tetrahedron,1,8f,1,[0.07650454364286001],0.0,0.07650454364286001,AB2C4D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.72884827359359,GGA_U,As-H-O-V,0.002481981423626,-1.6435921709374992,2.2586999999999993,4,Tetragonal,4/mmm,P4/ncc,oxide,None,None,V,None,None,As,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-505247,NaCo3As3(HO6)2,1.8321240082553039,0.4554730829757541,Tetrahedron,1,"4f, 2e",2,"[0.057475132615410006, 0.044146841211956]",0.0,0.05081098691368301,AB2C3D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7306575664463146,GGA_U,As-Co-H-Na-O,0.0,-1.6163848398275862,0.0,5,Monoclinic,2/m,C2/c,oxide,Na,None,Co,None,None,As,"H, C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-505457,CaNiAsHO5,1.6301355521291203,-0.4569601122221082,Tetrahedron,1,4a,1,[0.388738637611307],0.0,0.388738637611307,ABCDE5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7320699237026689,GGA_U,As-Ca-H-Ni-O,0.0,-2.060292846805555,2.4759,5,Orthorhombic,222,P2_12_12_1,oxide,None,Ca,Ni,None,None,As,"H, C, N, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-505465,As2Pb2O5,1.7891001819867605,0.4070660059588575,Triangular non-coplanar,1,4e,1,"[1.027690508567447, 1.093632039361059]",0.0,1.0606612739642531,A2B2C5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.7909764437167255,r2SCAN,As-O-Pb,0.0,-1.370520080277777,2.936,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,Pb,As,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-510279,ZnAsHPbO5,1.7818003513341705,0.20170709114025795,Tetrahedron,1,4a,1,[0.154260772979586],0.0,0.154260772979586,ABCDE5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.7369644529854051,GGA,As-H-O-Pb-Zn,0.0,-1.685261769305555,3.2405,5,Orthorhombic,222,P2_12_12_1,oxide,None,None,Zn,None,Pb,As,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-510532,Fe2CoAs2(H5O7)2,1.712413562088773,-0.07957219388465012,Tetrahedron,1,4e,1,[0.039309355830795006],0.0,0.039309355830795006,AB2C2D10E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.7294277138486147,GGA_U,As-Co-Fe-H-O,0.0320641600862,-1.4319441645689661,1.6683,5,Monoclinic,2/m,P2_1/c,oxide,None,None,"Fe, Co",None,None,As,"H, C, O",F,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-510608,ZnCuAsHO5,1.6203219817235102,-0.4976283444308809,Tetrahedron,1,4g,1,[0.065369738816761],0.0,0.065369738816761,ABCDE5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7268200348212965,GGA,As-Cu-H-O-Zn,0.007072177361106001,-1.488635239861111,0.3267,5,Orthorhombic,mmm,Pnnm,oxide,None,None,"Cu, Zn",None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-510641,LiFeAsO4,1.8740626646172633,0.6489270816427123,Tetrahedron,1,4c,1,[0.368316560558195],0.0,0.368316560558195,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.729365758009883,GGA_U,As-Fe-Li-O,0.0,-1.92361894047619,2.2859,4,Orthorhombic,mmm,Pnma,oxide,Li,None,Fe,None,None,As,O,F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-510729,CaCuAsHO5,1.696593965139743,-0.16113884435203843,Tetrahedron,1,4a,1,[0.38528105073954205],0.0,0.38528105073954205,ABCDE5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7325351026248392,GGA,As-Ca-Cu-H-O,0.014742179484128001,-1.944732065416666,0.294799999999999,5,Orthorhombic,222,P2_12_12_1,oxide,None,Ca,Cu,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-531778,Mg17(As3O16)2,1.807013104117867,0.3864677327784368,"Octahedron, Tetrahedron",2,4e,1,"[0.100723231027668, 0.023215062416361003, 0.023898469358963]",0.0,0.04927892093433067,A6B17C32,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7882203791723283,GGA,As-Mg-O,0.000809829363635,-2.6258486485454533,3.347199999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,Mg,None,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-541087,CuAs4(H5O8)2,1.7367632638418642,0.034141061463172015,Tetrahedron,1,2i,1,"[0.177300334477719, 0.178855437501817]",0.0,0.178077885989768,AB4C10D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7295161299171917,GGA,As-Cu-H-O,0.005345605412193,-1.127151402876341,0.603499999999999,4,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-541164,Hg9(AsO4)4,1.584439161975929,-0.6660295527994174,Tetrahedron,1,"6b, 2a",2,"[0.132906960899414, 0.129034235056969]",0.0,0.1309705979781915,A4B9C16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7351872111469513,GGA,As-Hg-O,0.012754112758617,-0.850901802500002,1.7867000000000002,3,Trigonal,3m,R3c,oxide,None,None,Hg,None,None,As,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
