material_id,chem_formula,R$_0$,B,Tb_chemenv,num_Tb_chemenvs,Tb_wyckoff,num_Tb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tb_sites,num_CN_env,num_charge_states,TbX_coordn,TbO_coordn,mean_coordn_Tb-X,min_coordn_Tb-X,max_coordn_Tb-X,mean_coordn_Tb-O,min_coordn_Tb-O,max_coordn_Tb-O,mean_Tb_charge,min_Tb_charge,max_Tb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TbO_BondL
mp-1199683,TbCO4,2.3895152843758627,0.0662604904562027,Square-face monocapped antiprism,1,6l,1,"[2.282549323371598, 2.151955420130995, 2.110070854769482]",0.0,2.181525199424025,ABC4,1,2,2,"[9.0, 9.0]","[9.0, 9.0]",9.0,9.0,9.0,9.0,9.0,9.0,3.5,3.0,4.0,2.0,2,2,"O-, O2-","Lanthanides, Nonmetals",GGA,C-O-Tb,0.012830179479164,-2.531159802361111,9.9999999999989e-05,3,Hexagonal,-6,P-6,oxide,,,,,,,"C, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.420568461226931
mp-1200490,Tb4Al2O9,2.1174475769981767,0.3192004192757651,"Face-capped octahedron, Octahedron, Square-face capped trigonal prism",3,4e,1,"[3.246053330593775, 2.271479233892038, 3.80069763465008, 3.37383104235844]",0.0,3.173015310373583,A2B4C9,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-O-Tb,0.008096631749999,-3.818433524444445,4.0883,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.365382228325513
mp-1200709,NaTb(PO3)4,2.082158724154216,0.3323670106958741,Square antiprism,1,4e,1,[0.836138966395724],0.0,0.836138966395724,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Na-O-P-Tb,0.004915084212966,-2.905890864673188,5.8442,4,Monoclinic,2/m,P2_1/c,phosphite,Na,,,,,,"N, O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4100769981248744
mp-1202556,Tb(NO3)3,2.183625441567623,0.2340784633140387,Square-face bicapped square antiprism,1,4e,1,[4.267015363068728],0.0,4.267015363068728,AB3C9,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,N-O-Tb,0.0,-1.460769080128206,3.372099999999999,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.456762119975155
mp-1203039,TbHSO5,1.9088682700663,0.5271821712650523,Square antiprism,1,4e,1,"[1.063362698355078, 1.029587076655887]",0.0,1.0464748875054823,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,H-O-S-Tb,0.0,-2.542161433489584,5.530200000000001,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"H, O, S",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4194682195701116
mp-1204213,Tb2Nb2S7O30,2.279889198470102,0.1522124629928374,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.628311792468118],0.0,1.628311792468118,A2B2C7D30,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Nb-O-S-Tb,0.006929216361784,-2.26653181148374,0.1275,4,Tetragonal,-42m,P-42_1m,oxide,,,Nb,,,,"N, O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.397419648249791
mp-1204495,Tb2Ge(BO4)2,2.428147378596546,-0.0403962777801428,Square antiprism,1,8d,1,[2.72269177361585],0.0,2.72269177361585,AB2C2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Ge-O-Tb,0.0,-3.207283677243589,4.6023,4,Orthorhombic,mmm,Pbcn,oxide,,,,,,"B, Ge",O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.367683584182243
mp-1208319,TbTiClO3,1.8721161301040783,0.5447571396357949,Face-capped octahedron,1,2i,1,[2.846043765487375],0.0,2.846043765487375,ABCD3,1,1,1,[8.0],[4.0],8.0,8.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Cl-O-Tb-Ti,0.0,-3.536464363333332,3.155999999999999,4,Monoclinic,2/m,C2/m,chlorate,,,Ti,,,,"C, O",Cl,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.271485454594428
mp-1208360,TbTl(WO4)2,2.3168551997532205,0.004891065908372,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.031675439170635],0.0,2.031675439170635,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Tb-Tl-W,0.0,-2.505724759583334,2.9699,4,Monoclinic,2/m,C2/c,oxide,,,W,,Tl,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.320471106182467
mp-1208364,TbAlGe2O7,2.0112130725146,0.4454863208810301,Square-face monocapped antiprism,1,4e,1,[2.958904353564628],0.0,2.958904353564628,ABC2D7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-O-Tb,0.018986910113642,-2.87509967810606,3.679699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4863472858095035
mp-1208373,TbAg(WO4)2,2.4415121839741447,-0.0330065975556381,Square antiprism,1,2g,1,[1.2251593599572441],0.0,1.2251593599572441,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ag-O-Tb-W,0.001961689114589,-2.377185793194444,3.1116,4,Monoclinic,2/m,C2/m,oxide,,,"Ag, W",,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4065713188481053
mp-1208375,TbGaGe2O7,1.906050781760004,0.5463859580651648,Tricapped triangular prism (three square-face caps),1,4e,1,[2.865047443490663],0.0,2.865047443490663,ABC2D7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-O-Tb,0.006588720340909,-2.407855274204547,3.2982,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Ga,Ge,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.493510191840742
mp-1208392,TbMg(BO2)5,1.8016016635964447,0.6062362688721575,Square-face bicapped square antiprism,1,4e,1,[4.159571163472949],0.0,4.159571163472949,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Mg-O-Tb,0.0,-3.104089416323529,6.070600000000001,4,Monoclinic,2/m,P2_1/c,metaborate,,Mg,,,,B,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.535974686463073
mp-1208393,TbTl(MoO4)2,1.8292730383868008,0.5831878833247297,Square antiprism,1,4c,1,[1.034319468165956],0.0,1.034319468165956,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Mo-O-Tb-Tl,0.0,-2.377716833958333,3.2868,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3819931174460045
mp-1208421,Tb5(ReO6)2,2.220755067604457,0.178975828418355,"Square-face capped trigonal prism, Octahedron",2,"2c, 1b",2,"[2.948389890127499, 3.795200474517499, 1.071203751606688]",0.0,2.6049313720838954,A2B5C12,2,2,2,"[7.0, 6.0]","[7.0, 6.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.5,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Re-Tb,0.0,-3.345005715701756,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.316035671175637
mp-1208423,TbCrGeO5,2.3774779411074283,0.1011500222422557,Square-face bicapped trigonal prism,1,4h,1,[2.654658430280895],0.0,2.654658430280895,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Ge-O-Tb,0.001727817343748,-2.837656855520833,2.8032,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.441264651215584
mp-1208460,TbSbO4,1.89397942063428,0.5770221873328365,"Square antiprism, Square-face capped trigonal prism",2,2i,1,"[3.944121171921001, 3.755603047847295]",0.0,3.849862109884148,ABC4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Sb-Tb,0.0,-2.682364567083333,2.3405,3,Triclinic,-1,P-1,oxide,,,,,,Sb,"O, S",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3870677295914122
mp-1208503,Tb3Sb5O12,2.0267193861971107,0.3615600364887371,Cube,1,6d,1,[3.205268684934487],0.0,3.205268684934487,A3B5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Sb-Tb,0.0,-2.462326547500001,3.1414,3,Cubic,-43m,I-43m,oxide,,,,,,Sb,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.421133306199059
mp-1208513,Tb2Be2GeO7,2.053991934963958,0.4178696367265505,Square antiprism,1,4e,1,[1.244330534510498],0.0,1.244330534510498,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ge-O-Tb,0.0,-3.284900051944444,4.4749,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.440946054616396
mp-1208515,Tb2Be2SiO7,1.8446152126633115,0.6388865870131367,Square antiprism,1,4e,1,[1.237342432376195],0.0,1.237342432376195,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-O-Si-Tb,0.0,-3.5810270248611102,5.1182,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Si","O, S",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4366940661295478
mp-1208518,Tb2SiO5,2.010525203917821,0.4680237185375009,"Face-capped octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,4e,1,"[4.700864039382216, 3.485764135344161]",0.0,4.093314087363188,AB2C5,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Si-Tb,0.0,-3.681878261562502,4.847,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3885725399683158
mp-1208534,Tb2MgTiO6,0.7871749960261236,1.884342359928293,Square-face bicapped trigonal prism,1,4e,1,[1.882397475066172],0.0,1.882397475066172,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Mg-O-Tb-Ti,0.015622493,-3.694526558666666,3.2311,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Ti,,,,O,,,Tb,,B > 1,Positive B,2.467485930647733
mp-1208539,Tb2Cu(GeO4)2,1.8918060043812008,0.5560913152448598,Square antiprism,1,2b,1,"[2.115473769783987, 1.813320910628014]",0.0,1.9643973402060004,AB2C2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-O-Tb,0.01840731173077,-2.532120668653846,0.0,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4498559171120764
mp-1208543,Tb2CoPtO6,0.7755809240171715,1.8895683146721125,Square-face bicapped trigonal prism,1,4e,1,[1.40502806557955],0.0,1.40502806557955,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-O-Pt-Tb,0.026508542687499,-2.570667225333333,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Pt",,,,"C, O, P",,,Tb,,B > 1,Positive B,2.4608840499021447
mp-1208687,Tb3PO7,1.913363980792736,0.559190256851448,"Square antiprism, Square-face capped trigonal prism, Trigonal prism",3,2b,1,"[1.621304625536964, 1.540754861497191, 2.3909240305907042, 2.901153223598101, 2.251933082982387, 2.28811356286522, 3.104914902123537, 2.5171480762768113, 1.437657488767009]",0.0,2.2282115393597692,AB3C7,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,O-P-Tb,0.0,-3.723364369361473,4.525600000000001,3,Monoclinic,m,Cm,oxide,,,,,,,"O, P",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3675950001591843
mp-1208709,Tb2B4O9,2.1003100550113065,0.3564870374003103,"Square antiprism, Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps), Bicapped square prism (adjacent faces)",4,4f,1,"[3.223128922731702, 2.912645387997157, 4.056187014390034, 3.293461471327052, 5.097908589780195]",0.2,3.7166662772452286,A2B4C9,4,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-O-Tb,0.010921250033332,-3.276189129466666,5.514400000000001,3,Monoclinic,2/m,C2/c,oxide,,,,,,B,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.490674629605745
mp-1208737,Tb2Hf2(MoO4)7,2.0008349638564527,0.3911093388853415,Square-face bicapped trigonal prism,1,4f,1,[0.978430420092476],0.0,0.978430420092476,A2B2C7D28,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Hf-Mo-O-Tb,0.0,-2.587879192521367,3.2106,4,Monoclinic,2/m,C2/c,oxide,,,"Mo, Hf",,,,"H, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.386320187413028
mp-1208756,Sr2TbTaO6,2.271793159684605,0.0096985264037385,Octahedron,1,2d,1,[0.06205385735705601],0.0,0.06205385735705601,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,O-Sr-Ta-Tb,0.0,-3.590514610899999,3.8367,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ta,,,,"O, S",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.278530686810578
mp-1209099,RbTb(MoO4)2,2.6130349466258864,-0.1923749928296196,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.478749736831666],0.0,1.478749736831666,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Rb-Tb,0.0,-2.524449953680555,3.183,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.4068421682097485
mp-1209144,RbTb(WO4)2,2.3190669536639463,0.0020730493789215,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.182903883924893],0.0,2.182903883924893,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Rb-Tb-W,0.0,-2.6708504561805557,3.4143,4,Monoclinic,2/m,C2/c,oxide,Rb,,W,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.320601021780791
mp-1209260,RbTbP2O7,1.9815866457579407,0.4143587196868333,Octahedron,1,4e,1,[0.334453563337819],0.0,0.334453563337819,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,O-P-Rb-Tb,0.0,-3.139545298722943,4.9608,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,"O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.2691101358944548
mp-1209532,Sr3Tb2(BO3)4,1.9835105243378488,0.4901283854412351,"Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid",2,4a,1,"[5.508710274920378, 3.296799048842785]",0.5,4.402754661881581,A2B3C4D12,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-O-Sr-Tb,0.0,-3.365952749523809,4.525600000000001,4,Orthorhombic,mm2,Pna2_1,orthoborate,,Sr,,,,B,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.430051419327349
mp-1210223,Na4Tb2(IrO4)3,1.1280185760999368,1.656999672575601,Tricapped triangular prism (three square-face caps),1,2d,1,[0.85357779456199],0.0,0.85357779456199,A2B3C4D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Na-O-Tb,0.0,-2.105858693754789,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,,Ir,,,,"N, O",I,,Tb,,B > 1,Positive B,2.4835591089729148
mp-1210894,Na3TbV2O8,2.2628653416489155,0.1629399931064497,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2a,1,"[2.559563817822575, 2.93046270032402, 2.466063939278249]",0.0,2.6520301524749477,AB2C3D8,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Na-O-Tb-V,0.013875975357142,-2.6687740300574703,3.7172,4,Monoclinic,m,Cc,oxide,Na,,V,,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3950772250513346
mp-1210924,LiTb2RuO6,0.923177680441538,1.6799603175669469,Square-face bicapped trigonal prism,1,4e,1,[1.437968893242597],0.0,1.437968893242597,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Li-O-Ru-Tb,0.0,-2.864963510666666,0.0814,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ru,,,,O,,,Tb,,B > 1,Positive B,2.445989925719438
mp-1211005,LiTb(WO4)2,2.368558843961879,-0.0940163850108219,Octahedron,1,2f,1,[1.295909931820423],0.0,1.295909931820423,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Li-O-Tb-W,0.000922843437498,-2.659734967499999,3.7750999999999992,4,Monoclinic,2/m,P2/c,oxide,Li,,W,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.298364044045781
mp-1211011,Na3Tb(PO4)2,2.461626869440761,-0.0807338531251947,Square-face bicapped trigonal prism,1,4a,1,"[3.1571495733955572, 3.4244355228555943]",0.0,3.2907925481255758,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Na-O-P-Tb,0.0,-2.947164855095735,4.954,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3929882897157446
mp-1211079,LiTb6B3O14,1.9778758191466577,0.4680411103329163,"Cube, Face-capped octahedron, Square-face capped trigonal prism",3,4e,1,"[2.8583315448070152, 5.35393520254392, 3.471587389622501, 2.741761171919655, 2.309747843017597, 2.843587006572208]",0.167,3.2631583597471487,AB3C6D14,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Li-O-Tb,0.0,-3.592606311284721,4.7094000000000005,4,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,B,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.380124315423323
mp-1211249,KTb(CO3)2,1.7134816759441969,0.7298514582832816,Square antiprism,1,2e,1,[2.496960567025922],0.0,2.496960567025922,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-K-O-Tb,0.0,-2.572938712891667,4.4195,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.395168858362769
mp-1211297,KTb(MoO4)2,2.657353913286083,-0.2042283804049898,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.455782291578027],0.0,1.455782291578027,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Tb,0.015061929791666,-2.5321107682430557,3.256399999999999,4,Monoclinic,2/m,C2/c,oxide,K,,Mo,,,,O,,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.425853158778847
mp-1211409,KTb(MoO4)2,1.8086596125702272,0.6253869537357855,Square antiprism,1,4c,1,[1.065760580147278],0.0,1.065760580147278,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Tb,0.0,-2.5471726980347222,3.6116,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.407801342140452
mp-1211713,KLiTb2(MoO4)4,2.141163174608752,0.3021605963653451,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.114672220505682],0.0,2.114672220505682,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Li-Mo-O-Tb,0.017209554218757,-2.528865176621529,3.3146,5,Monoclinic,2/m,C2/c,oxide,"Li, K",,Mo,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4149721415409955
mp-1211773,K2TbNb5O15,1.9380423191971805,0.5127904242573705,Cuboctahedron,1,2b,1,[0.16819624857304802],0.0,0.16819624857304802,AB2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-Nb-O-Tb,0.044374546340582,-3.068842768528986,1.867,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Nb,,,,"N, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.65204313636553
mp-1212130,Li3Tb(NO3)6,2.532959771855475,-0.0248249308859402,Square-face bicapped square antiprism,1,4e,1,[3.559525262463176],0.0,3.559525262463176,AB3C6D18,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Li-N-O-Tb,0.0,-1.426259162827382,3.104,4,Monoclinic,2/m,P2_1/c,nitrate,Li,,,,,,"N, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.50286292595813
mp-1213289,CsTb(MoO4)2,2.7184017903205566,-0.2230507329487398,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.7093788804491812],0.0,1.7093788804491812,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Tb,0.043711946666666,-2.50129375427682,3.117899999999999,4,Monoclinic,2/m,C2/c,oxide,Cs,,Mo,,,,"C, O",,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.4643723661080736
