material_id,chem_formula,R$_0$,B,Fe_chemenv,num_Fe_chemenvs,Fe_wyckoff,num_Fe_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Fe_sites,num_CN_env,num_charge_states,mean_coordn_Fe-X,min_coordn_Fe-X,max_coordn_Fe-X,mean_coordn_Fe-O,min_coordn_Fe-O,max_coordn_Fe-O,mean_Fe_charge,min_Fe_charge,max_Fe_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_FeO_BondL,FeX_coordn,FeO_coordn,elements
mp-1022808,Ba2NbFeO6,1.779063084849549,0.4093750858556083,Octahedron,1,4e,1,[0.28753596145836585],0.0,0.28753596145836585,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Ba-Fe-Nb-O,0.0222984844999984,-2.8706736054999995,1.0475000000000003,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Fe, Nb",,,B,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.064246009335846,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1022809,Ba4NbFeO8,1.8060292873198365,0.272686270807271,Tetrahedron,1,4e,1,[0.33243546022402976],0.0,0.33243546022402976,ABC4D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,R2SCAN,Ba-Fe-Nb-O,0.0,-2.9019944008928564,2.6971,4,Monoclinic,2/m,P2_1/c,oxide,,Ba,"Fe, Nb",,,B,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8867360575872745,[4.0],[4.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1032467,LiMg6FeO8,2.5943250815214407,-0.7229975368646541,Octahedron,1,1a,1,[0.010603822850257964],0.0,0.010603822850257964,ABC6D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Li-Mg-O,0.025679222343748,-2.737135483333333,1.5393,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Fe,,,,O,F,,,,"B $\in$ [-1, -0.1]",Negative B,2.0928708400587595,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1032500,LiMg6FeO8,1.5566671367770712,0.7364536148662136,Octahedron,1,1a,1,[0.10588819702272699],0.0,0.10588819702272699,ABC6D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Li-Mg-O,0.0344359817187482,-2.7283787239583326,0.8732999999999995,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Fe,,,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.070286883013471,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1035435,LiMg14FeO16,1.5193393867219416,0.7901645248298281,Octahedron,1,1a,1,[0.06517632964048639],0.0,0.06517632964048639,ABC14D16,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Li-Mg-O,0.0097345824218741,-2.889751676041666,1.9419000000000004,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Fe,,,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.068793273693264,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1035445,LiMg14FeO16,1.5461592211584012,0.7587417749039227,Octahedron,1,1a,1,[0.030839578571038938],0.0,0.030839578571038938,ABC14D16,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Li-Mg-O,0.0170022324218743,-2.882484026041666,1.79,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Fe,,,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.072941171992821,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1035457,NaMg14FeO16,1.4062985472475584,0.9684942798120492,Octahedron,1,1a,1,[0.04994866520224684],0.0,0.04994866520224684,ABC14D16,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Mg-Na-O,0.0388347512500004,-2.842268717855603,1.6805000000000003,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Fe,,,,"N, O",F,,,,"B $\in$ [0.5, 1]",Positive B,2.078709236088657,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1035481,NaMg14FeO16,1.2971906888870992,1.1152686673712342,Octahedron,1,1a,1,[0.13249931006107746],0.0,0.13249931006107746,ABC14D16,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Mg-Na-O,0.0303317700000009,-2.8507716991056027,1.9667000000000003,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Fe,,,,"N, O",F,,,,B > 1,Positive B,2.072717655084156,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1035796,Mg14FeCuO16,1.7675068093035449,0.5000549169475926,Octahedron,1,1a,1,[0.0595436443254407],0.0,0.0595436443254407,ABC14D16,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Cu-Fe-Mg-O,0.0413759868749998,-2.7870559521875,0.0,4,Orthorhombic,mmm,Pmmm,oxide,,Mg,"Fe, Cu",,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,2.115225770211841,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1037298,Mg30FeCuO32,1.1943455080827703,1.3757607547431556,Octahedron,1,1a,1,[0.05856617963567796],0.0,0.05856617963567796,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Cu-Fe-Mg-O,0.0211791520312498,-2.911115723125,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,,Mg,"Fe, Cu",,,,"C, O",F,,,,B > 1,Positive B,2.148943509385,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1037357,Mg30FeCuO32,1.4091061204665452,0.9722787172316432,Octahedron,1,1a,1,[0.0017130577946785038],0.0,0.0017130577946785038,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Cu-Fe-Mg-O,0.0278613232812503,-2.9044335518749995,0.0129999999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,,Mg,"Fe, Cu",,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,2.08307653778,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1037593,LiMg30FeO32,2.201771429972033e-05,2.9229035946973143,Octahedron,1,1a,1,[0.02381288388691932],0.0,0.02381288388691932,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Li-Mg-O,0.0068823210546868,-2.9609397138020834,3.055,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Fe,,,,O,F,,,,B > 1,Positive B,2.024196273525334,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1037604,KMg30FeO32,0.2811015815266073,2.569050585587205,Octahedron,1,1a,1,[0.22106004242360822],0.0,0.22106004242360822,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-K-Mg-O,0.0460037163769539,-2.908500831832031,2.6424000000000003,4,Tetragonal,4/mmm,P4/mmm,oxide,K,Mg,Fe,,,,O,F,,,,B > 1,Positive B,2.063684480304,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1037677,LiMg30FeO32,1.5594837127509111,0.7351532673359915,Octahedron,1,1a,1,[0.018051168494255948],0.0,0.018051168494255948,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Li-Mg-O,0.0021558083984372,-2.965666226458333,2.8286,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Fe,,,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.069586944815,[6.0],[6.0],"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1038379,Mg30AlFeO32,0.97726690174536,0.7213721952599836,Octahedron,1,1b,1,[0.14561362676572062],0.0,0.14561362676572062,ABC30D32,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Al-Fe-Mg-O,0.0430383565234357,-2.963690431406249,0.8690999999999995,4,Tetragonal,4/mmm,P4/mmm,oxide,,Mg,Fe,,Al,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.274864427202999,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals"
mp-1040459,NaFe3P3O13,1.9007802921486303,0.2161870346939191,"Octahedron, Square pyramid",2,"2a, 2e",2,"[1.7896572078236033, 1.302247073503564, 0.9532747005195386]",0.0,1.348392993948902,AB3C3D13,2,3,2,5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,GGA_U,Fe-Na-O-P,0.0422171843541621,-2.258387281640394,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,,"N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0206048174226074,"[5.0, 6.0]","[5.0, 6.0]","Alkali Metals, Halogens, Nonmetals, Transition Metals"
mp-1040883,CaFe3(P2O7)2,1.881823060475168,0.2646278282762218,Octahedron,1,"4e, 2a",2,"[1.0045562671744228, 1.0099641726785185]",0.0,1.0072602199264706,AB3C4D14,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Ca-Fe-O-P,0.0,-2.585191622435065,3.8084,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1694154790580056,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"Octahedron, Square pyramid",2,"2c, 4f, 2e",3,"[2.0654461127949317, 5.631976485623963, 6.029196419096202]",0.667,4.575539672505032,AB2C2D8,2,3,1,5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Ca-Fe-O-P,0.0211662557478575,-2.615342155714285,3.4349000000000003,4,Monoclinic,2/m,C2/c,phosphate,,Ca,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.137814767737912,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]","Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,Octahedron,1,"4a, 4c",2,"[1.6159425588942091, 1.4251365396196354]",0.0,1.5205395492569223,AB2C2D9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,R2SCAN,Ca-Fe-O-P,0.0,-2.5778290088775515,1.8605,4,Orthorhombic,mmm,Pnma,oxide,,Ca,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,2.03107896512481,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1041600,Mg3Fe3(AsO4)4,1.955619154166018,0.1623319473117226,"Square plane, Octahedron",2,"4e, 2d",2,"[4.955201434185563, 0.7580954096403906]",0.0,2.856648421912977,A3B3C4D16,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,As-Fe-Mg-O,0.0348509624145307,-2.033271235576922,2.023,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Fe,,,As,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.098867803809255,"[4.0, 5.0]","[4.0, 5.0]","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1041706,Zn3Fe3(AsO4)4,1.974396872241956,0.1404129048774996,"Trigonal bipyramid, Square plane",2,"4e, 2d",2,"[0.5726397145910165, 0.5933643707202789]",0.0,0.5830020426556477,A3B3C4D16,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,As-Fe-O-Zn,0.0345370376282083,-1.694270355961538,1.6552,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,As,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.098309921644589,"[4.0, 5.0]","[4.0, 5.0]","Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1041868,ZnFe(SiO3)2,1.4309102563430982,0.7211643059070751,Octahedron,1,8c,1,[3.663002513945269],0.0,3.663002513945269,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-O-Si-Zn,0.0428020526666701,-2.5984339757500003,3.0196,4,Orthorhombic,mmm,Pbca,oxide,,,"Fe, Zn",,,Si,"O, S",F,,,,"B $\in$ [0.5, 1]",Positive B,2.262117734751563,[6.0],[6.0],"Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1041922,CaFe(SiO3)2,1.441238149128373,0.9072818297575844,See-saw,1,8c,1,[5.261533513175225],1.0,5.261533513175225,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Ca-Fe-O-Si,0.0419193336249854,-2.975922897125,3.0986,4,Orthorhombic,mmm,Pbca,oxide,,Ca,Fe,,,Si,"C, O, S",F,,,,"B $\in$ [0.5, 1]",Positive B,2.074676769168514,[4.0],[4.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1042021,CaFeP2O7,1.9276465778022305,0.2111787685109787,Square pyramid,1,4i,1,[0.7834794948330533],0.0,0.7834794948330533,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Ca-Fe-O-P,0.0112569502272741,-2.7849237319805185,3.8755,4,Triclinic,-1,P-1,oxide,,Ca,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1241374745489487,[5.0],[5.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1042037,MgFeP2O7,1.7577794478330642,0.3932493975002411,Trigonal bipyramid,1,4i,1,[2.2351969346574116],0.0,2.2351969346574116,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-Mg-O-P,0.0,-2.677383026753246,4.082,4,Triclinic,-1,P-1,oxide,,Mg,Fe,,,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.123683521937354,[5.0],[5.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1042054,ZnFeP2O7,1.745731055429052,0.3976886328358568,Trigonal bipyramid,1,4i,1,[1.9750173283252361],0.0,1.9750173283252361,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-O-P-Zn,0.015157760738643,-2.3848038267532456,3.3544,4,Triclinic,-1,P-1,oxide,,,"Fe, Zn",,,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.115764627043551,[5.0],[5.0],"Halogens, Nonmetals, Transition Metals"
mp-1042170,Ca(FeO2)2,1.7378000570446217,0.4955959870200995,Octahedron,1,4f,1,[0.424006084812665],0.0,0.424006084812665,AB2C4,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Ca-Fe-O,0.0416762948214346,-2.1445199378571425,1.0006000000000004,3,Orthorhombic,mmm,Cmcm,oxide,,Ca,Fe,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0813746078667426,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1042339,YFe(WO4)2,2.3911862427972985,-0.1333520658944503,Octahedron,1,1a,1,"[1.3378461389454592, 1.3127992739772716]",0.0,1.3253227064613653,ABC2D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-O-W-Y,0.0264536153125103,-2.4657879633333337,1.7007000000000003,4,Triclinic,-1,P-1,oxide,,,"Fe, Y, W",,,,O,F,,,,"B $\in$ [-1, -0.1]",Negative B,2.231898139880913,[6.0],[6.0],"Halogens, Nonmetals, Transition Metals"
mp-1042547,Sr2YFeCu2O7,2.7175378676797632,-2.770804906349443,Tetrahedron,1,2b,1,[1.5024828454224237],0.0,1.5024828454224237,ABC2D2E7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Cu-Fe-O-Sr-Y,0.0202451767307723,-2.347576804038461,0.0,5,Orthorhombic,mm2,Ima2,oxide,,Sr,"Fe, Cu, Y",,,,"C, O, S",F,,,,B < -1,Negative B,1.9178105008539403,[4.0],[4.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1042809,MgFeAs2O7,1.806279441381652,0.3083347133272647,Trigonal bipyramid,1,4e,1,[2.6638523012213033],0.0,2.6638523012213033,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,As-Fe-Mg-O,0.0066004084090947,-1.98212372090909,1.7611,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Fe,,,As,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.093390821891356,[5.0],[5.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1042820,ZnFeAs2O7,1.7504320536667062,0.3288268994435362,Trigonal bipyramid,1,4e,1,[1.8317959798675585],0.0,1.8317959798675585,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,R2SCAN,As-Fe-O-Zn,0.0184004684090615,-1.700239474545456,1.1908,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,As,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.056625787939758,[5.0],[5.0],"Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1042824,CaFeAs2O7,1.908174787518968,0.1973179394650761,Square pyramid,1,4e,1,[1.831043363762551],0.0,1.831043363762551,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,As-Ca-Fe-O,0.0086072407437916,-2.1009213329545458,1.9294,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Fe,,,As,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.091909522840844,[5.0],[5.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1042908,Ca3V6(FeO6)4,1.828829508913628,0.3320767271095456,Octahedron,1,2i,1,"[0.6654014893748221, 1.3508968834876054]",0.0,1.0081491864312138,A3B4C6D24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Ca-Fe-O-V,0.0159944727027188,-2.412690893243243,2.3211,4,Triclinic,-1,P-1,oxide,,Ca,"V, Fe",,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.05278365851342,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1042928,Fe2(MoO4)3,1.8019853600043647,0.3371200106755329,Octahedron,1,2i,1,"[0.4168467486563152, 0.7164655400814754]",0.0,0.5666561443688953,A2B3C12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Fe-Mo-O,0.0472723354411783,-1.8472087826470585,2.4279,3,Triclinic,-1,P-1,oxide,,,"Fe, Mo",,,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.03760541475982,[6.0],[6.0],"Halogens, Nonmetals, Transition Metals"
mp-1042994,Cr3(FeO6)2,1.805503651353547,0.3258517011446155,Octahedron,1,2i,1,"[0.30997907251127715, 0.7954347900060617]",0.0,0.5527069312586694,A2B3C12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Cr-Fe-O,0.0307857532352935,-1.6043745994117642,1.6062,3,Triclinic,-1,P-1,oxide,,,"Cr, Fe",,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.03569145574232,[6.0],[6.0],"Halogens, Nonmetals, Transition Metals"
mp-1043130,CaFeNiP2O9,1.6903212092871247,0.4644423010734456,Octahedron,1,4c,1,[0.8903968107534133],0.0,0.8903968107534133,ABCD2E9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Ca-Fe-Ni-O-P,0.0297118624900827,-2.426155167627551,0.1203,5,Orthorhombic,mmm,Pnma,oxide,,Ca,"Fe, Ni",,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.01244702400235,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals"
mp-1043493,MgFe(GeO3)2,1.82139731862128,0.3169036783623039,Octahedron,1,4e,1,[0.6418825885779907],0.0,0.6418825885779907,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-Ge-Mg-O,0.0152884210000037,-2.2294628762499995,1.3822,4,Monoclinic,2/m,C2/c,oxide,,Mg,Fe,,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.161519795499237,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1043513,CaFe(GeO3)2,1.82997340576928,0.3137132826807495,Octahedron,1,4e,1,[0.4868287490503675],0.0,0.4868287490503675,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Ca-Fe-Ge-O,0.0,-2.342413029,1.6032000000000002,4,Monoclinic,-1,C2/c,oxide,,Ca,Fe,,,Ge,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.166045557567116,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1043530,MgFe(GeO3)2,1.6370279419921872,0.4991476518821779,Octahedron,1,4e,1,[0.8548236354922427],0.0,0.8548236354922427,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-Ge-Mg-O,0.0194105817500043,-2.225340715499999,1.5062000000000002,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Fe,,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.16565247451706,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1043588,ZnFe(GeO3)2,1.884815234997357,0.2995426578823344,Octahedron,1,4e,1,[0.7433238331262286],0.0,0.7433238331262286,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-Ge-O-Zn,0.0384917179999977,-1.9361411037500005,1.2894,4,Monoclinic,-1,C2/c,oxide,,,"Fe, Zn",,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.181086463125082,[6.0],[6.0],"Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1043811,ZnFe(GeO3)2,1.7900396864261228,0.3617477162745628,Octahedron,1,4e,1,[0.7301952349383551],0.0,0.7301952349383551,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Fe-Ge-O-Zn,0.0402627287499983,-1.934370093,1.089,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.163700138616332,[6.0],[6.0],"Halogens, Metalloids, Nonmetals, Transition Metals"
mp-1043825,CaLaTiFeO6,2.007051169159741,0.0442767354703878,Octahedron,1,4a,1,[0.027827219102763964],0.0,0.027827219102763964,ABCDE6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Ca-Fe-La-O-Ti,0.0037362585,-3.198188591583334,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Ti, Fe",,,,"C, O",F,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0378553291734574,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals"
mp-1043864,CaLaFeSbO6,2.442754779262744,-0.2482379379848022,Octahedron,1,1a,1,"[0.1078583258808609, 0.0995655962231174, 0.11909621476760034, 0.11227086212743265]",0.0,0.10969774974975283,ABCDE6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,GGA_U,Ca-Fe-La-O-Sb,0.0009757674999741,-2.715371799999999,1.9744,5,Monoclinic,m,Pc,oxide,,Ca,Fe,,,Sb,"C, O, S",F,,La,,"B $\in$ [-1, -0.1]",Negative B,2.168601540620684,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals"
mp-1043874,CaLaFeNiO6,1.941003972489892,-0.0119722869417132,Octahedron,1,2a,1,[0.027178319882072945],0.0,0.027178319882072945,ABCDE6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,GGA_U,Ca-Fe-La-Ni-O,0.0,-2.3500545189999995,0.0,5,Monoclinic,m,Pc,oxide,,Ca,"Fe, Ni",,,,"C, N, O",F,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9326716762631515,[6.0],[6.0],"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals"
