material_id,chem_formula,R$_0$,B,C_chemenv,num_C_chemenvs,C_wyckoff,num_C_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_C_sites,num_CN_env,num_charge_states,mean_coordn_C-X,min_coordn_C-X,max_coordn_C-X,mean_coordn_C-O,min_coordn_C-O,max_coordn_C-O,mean_C_charge,min_C_charge,max_C_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CO_BondL,CX_coordn,CO_coordn
mp-24624,Rb2CoH8(CO5)2,1.3071756661127818,0.0173871999238874,"Octahedron, Trigonal plane",2,"4e, 2c",2,"[0.03352206305266552, 0.0032490277286871755]",0.0,0.01838554539067635,AB2C2D8E10,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-H-O-Rb,0.0251958839130468,-1.5576886684782605,3.6014,5,Monoclinic,2/m,P2_1/c,oxide,Rb,,Co,,,,"H, C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3023293103497693,[3.0],[3.0]
mp-25394,Li2MnPCO7,1.4218401638315084,0.4280695078501394,Trigonal plane,1,4e,1,[0.08718482161689822],0.0,0.08718482161689822,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0132188513657389,-2.341372090770046,0.8778999999999999,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2993403316832752,[3.0],[3.0]
mp-25402,Li2VPCO7,1.4575074380141162,0.5381891790732631,Trigonal plane,1,4e,1,[0.09309592291284187],0.0,0.09309592291284187,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-O-P-V,0.0304998646874983,-2.45466661969246,1.7576,5,Monoclinic,2/m,P2_1/m,oxide,Li,,V,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.303493767280268,[3.0],[3.0]
mp-25408,LiMnPCO7,1.4121168028179718,0.4120001838687431,Trigonal plane,1,2a,1,[0.2308676757525925],0.0,0.2308676757525925,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0207151354419226,-2.18606952962793,0.91,5,Monoclinic,2,P2_1,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2961067320733914,[3.0],[3.0]
mp-25418,LiTiPCO7,1.4384218384538354,0.4879565145954688,Trigonal plane,1,2a,1,[0.30598832056519004],0.0,0.30598832056519004,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Li-O-P-Ti,0.0249329972727299,-2.670335371482683,2.5105,5,Monoclinic,2,P2_1,oxide,Li,,Ti,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.300670696934479,[3.0],[3.0]
mp-25421,LiVPCO7,1.447251364560029,0.5101096171674752,Trigonal plane,1,4a,1,[0.26956739262214907],0.0,0.26956739262214907,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-O-P-V,0.0469784413636302,-2.3719970614069257,1.8586,5,Monoclinic,2,P2_1,oxide,Li,,V,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3032305720816282,[3.0],[3.0]
mp-25445,Li3FePCO7,1.4416629185336152,0.4901605807185157,Trigonal plane,1,4e,1,[0.017565618482583596],0.0,0.017565618482583596,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-O-P,0.0399369178846118,-2.3404260705494497,4.2226,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3007060036649458,[3.0],[3.0]
mp-25446,Li3NiPCO7,1.397198094161909,0.3384810714530049,Trigonal plane,1,4e,1,[0.02411411220618008],0.0,0.02411411220618008,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Ni-O-P,0.0372147051923086,-2.291177919010989,4.0127,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2998600392020807,[3.0],[3.0]
mp-25455,Li2CrPCO7,1.4571999477107351,0.5468081224234645,"Octahedron, Trigonal plane",2,4e,1,"[1.7756175908680176, 0.11894819392477393]",0.0,0.9472828923963957,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-Li-O-P,0.0172070580208352,-2.4229839707341263,2.8785,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.300718687684813,[3.0],[3.0]
mp-25456,Li2CuPCO7,1.3909205385839194,0.349297544121241,"Octahedron, Trigonal plane",2,2e,1,"[2.332519744128218, 0.07129194698534604]",0.0,1.2019058455567821,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Li-O-P,0.0339822696875016,-2.072254755109127,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.290960761085539,[3.0],[3.0]
mp-25457,Li2FePCO7,1.4491235383601704,0.5181041701450957,Trigonal plane,1,4e,1,[0.08503971356838579],0.0,0.08503971356838579,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-O-P,0.0187813559374969,-2.282217469484127,2.1712,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.3007096353182852,[3.0],[3.0]
mp-25458,Li3CoPCO7,1.4500458681416568,0.5217393566646282,"Octahedron, Trigonal plane",2,4e,1,"[2.29750580991962, 0.026725665167850743]",0.0,1.1621157375437354,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-O-P,0.0393351588461543,-2.293474753049451,2.4231,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Co,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3000080451101903,[3.0],[3.0]
mp-25460,Li3CuPCO7,1.4657620074443174,0.5876410513460046,"See-saw, Trigonal plane",2,2e,1,"[2.540840507171261, 0.018915085838113164]",0.0,1.2798777965046872,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Li-O-P,0.0400674230769242,-2.205299309972528,0.1737000000000002,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2968036731444843,[3.0],[3.0]
mp-25461,Li3MnPCO7,1.4921814892626128,0.6649663953712792,Trigonal plane,1,2e,1,[0.014757559828505922],0.0,0.014757559828505922,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0497498880769242,-2.416629402121069,3.6835,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3009554557596947,[3.0],[3.0]
mp-2626703,BaCO3,1.3860505324877894,0.290232094779618,Trigonal plane,1,2b,1,[0.03004869795965942],0.0,0.03004869795965942,ABC3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-C-O,0.0438568360000024,-2.636804224999999,4.1754,3,Orthorhombic,mm2,Imm2,carbonate,,Ba,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3026617768567623,[3.0],[3.0]
mp-3054,Li2CO3,1.3959417264632987,0.365428412283049,Trigonal plane,1,2e,1,[0.00274354820558815],0.0,0.00274354820558815,AB2C3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",R2SCAN,C-Li-O,0.0,-2.245986399444444,5.0574,3,Monoclinic,2/m,C2/c,carbonate,Li,,,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2909479258816126,[3.0],[3.0]
mp-33746,SrCO3,1.5161451404381243,0.7572143371346948,Trigonal plane,1,2i,1,[0.007985961523496038],0.0,0.007985961523496038,ABC3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",GGA,C-O-Sr,0.0361576455000003,-2.6606864319999994,4.2823,3,Monoclinic,2/m,C2/m,carbonate,,Sr,,,,,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.298365174122018,[3.0],[3.0]
mp-4138,Rb2CO3,1.3694420693320135,0.2471571759138365,Trigonal plane,1,4e,1,[0.002157314213838904],0.0,0.002157314213838904,AB2C3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",R2SCAN,C-O-Rb,0.0,-2.082622658333333,3.2867,3,Monoclinic,2/m,P2_1/c,carbonate,Rb,,,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2983483476412805,[3.0],[3.0]
mp-42089,K4Gd2C3O9F4,1.3956297912383326,0.33471354113192,Trigonal plane,1,2a,1,"[0.013546798729524618, 0.011837933664358369, 0.015403359199247388]",0.0,0.01359603053104346,A2B3C4D4E9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-F-Gd-K-O,0.0092714285227311,-2.828408823363637,2.4162,5,Monoclinic,2,P2_1,fluoride,K,,,,,,"C, O",F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.299376673675371,[3.0],[3.0]
mp-4691,Ag2CO3,1.227615339426699,-0.2244863815847194,Trigonal plane,1,2e,1,[0.0015374618147449212],0.0,0.0015374618147449212,AB2C3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",R2SCAN,Ag-C-O,0.0,-1.0877339513888884,0.4736000000000002,3,Monoclinic,2/m,P2_1/m,carbonate,,,Ag,,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.2921167670913685,[3.0],[3.0]
mp-504588,Cu2H2CO5,1.331165506418614,0.11674981148948,"Square plane, Octahedron, Trigonal plane",3,4e,1,"[0.6158460059704701, 1.7769203085637804, 0.004230641679233749]",0.0,0.7989989854044949,AB2C2D5,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,C-Cu-H-O,0.0328592410000005,-1.2569569960000002,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,,"H, C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.297912085373219,[3.0],[3.0]
mp-504593,Pb2CCl2O3,1.1824033456572929,-0.4092265040616213,Trigonal plane,1,4g,1,[0.10612652698881737],0.0,0.10612652698881737,AB2C2D3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",GGA,C-Cl-O-Pb,0.0160568134374967,-1.7145465228124983,3.2298,4,Tetragonal,4/mmm,P4/mbm,oxide,,,,,Pb,,"C, O, P",Cl,,,,"B $\in$ [-1, -0.1]",Negative B,1.2999807172449087,[3.0],[3.0]
mp-504880,CaH12CO9,1.301583064064073,0.0042793880964324,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2,2e,1,"[1.4913908309577724, 0.008323980198854707]",0.0,0.7498574055783135,ABC9D12,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",GGA,C-Ca-H-O,0.0269390365217399,-1.5574683054347829,4.8958,4,Monoclinic,2/m,C2/c,oxide,,Ca,,,,,"H, C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.300591558931848,[3.0],[3.0]
mp-505702,Pb2CO4,1.3560006301761405,0.2205083334325353,Trigonal plane,1,4a,1,[0.0027316796403668493],0.0,0.0027316796403668493,AB2C4,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",R2SCAN,C-O-Pb,0.0,-1.7173756478571431,3.4158,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,Pb,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2926990439322554,[3.0],[3.0]
mp-510517,Fe2PH2CO7,1.2693798431535073,0.0642480976637961,Angular,1,4e,1,[0.13781807002620886],0.0,0.13781807002620886,ABC2D2E7,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-H-O-P,0.0122227148557616,-1.875078290357142,2.3945,5,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,,,"H, C, O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2699029014944507,[2.0],[2.0]
mp-510633,Pb2CBr2O3,1.16981085918611,-0.4578504040612305,Trigonal plane,1,4g,1,[0.09306760726630463],0.0,0.09306760726630463,AB2C2D3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Br-C-O-Pb,0.0047358675000008,-1.6304129106249992,2.7849000000000004,4,Tetragonal,4/mmm,P4/mbm,oxide,,,,,Pb,B,"C, O, P",Br,,,,"B $\in$ [-1, -0.1]",Negative B,1.301317358623968,[3.0],[3.0]
mp-541789,CsGd(CO3)2,1.4357386071810516,0.4759505664492799,"Trigonal plane, Bicapped square prism (adjacent faces), Tricapped triangular prism (two square-face caps and one triangular-face cap)",3,2i,1,"[8.04080752708891, 11.174391238898338, 0.046125686449317645, 0.04013538117942137, 0.03921596247189747, 0.04771763271578692]",0.333,3.2313989048006118,ABC2D6,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Cs-Gd-O,0.0,-2.5346002339655165,2.7429,4,Triclinic,-1,P-1,carbonate,Cs,,,,,,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.2989391533143453,[3.0],[3.0]
mp-541966,KAgCO3,1.5278585128106896,0.788930075473263,Trigonal plane,1,4e,1,[0.04904304434041813],0.0,0.04904304434041813,ABCD3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Ag-C-K-O,0.0,-1.6444157273194435,2.2257,4,Orthorhombic,mmm,Ibca,carbonate,K,,Ag,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3009697977909145,[3.0],[3.0]
mp-542043,K4H6C2O9,1.2741723970813097,-0.1070069891626565,Trigonal plane,1,4f,1,[0.002423702211251132],0.0,0.002423702211251132,A2B4C6D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,C-H-K-O,0.0,-1.754742967809524,3.8796,4,Monoclinic,2/m,C2/c,oxide,K,,,,,,"H, C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.3048075179697485,[3.0],[3.0]
mp-542332,K2Cu(CO3)2,1.4597558790806588,0.577508537614295,"Square plane, Trigonal plane",2,"4b, 2a",2,"[0.6497901596451613, 0.032424149943508944]",0.0,0.3411071547943351,AB2C2D6,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,C-Cu-K-O,0.0,-1.8523556749545456,0.5492000000000001,4,Orthorhombic,mm2,Fdd2,carbonate,K,,Cu,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.294082940318746,[3.0],[3.0]
mp-542783,Ba2H14C4O15,1.261361134468883,-0.0207094935351702,Angular,1,4f,1,"[0.1034405701571371, 0.11040076963233908]",0.0,0.10692066989473809,A2B4C14D15,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-C-H-O,0.044341467571427,-1.6401281387142863,3.5538,4,Monoclinic,2/m,C2/c,oxide,,Ba,,,,B,"H, C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.26914867507079,[2.0],[2.0]
mp-543045,Tl2CO3,1.0287725335687568,-0.93275640875305,Trigonal plane,1,2i,1,[0.0025405517576234304],0.0,0.0025405517576234304,AB2C3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",R2SCAN,C-O-Tl,0.0,-1.490733861944447,2.9095000000000004,3,Monoclinic,2/m,C2/m,carbonate,,,,,Tl,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.297070611890475,[3.0],[3.0]
mp-554005,KGdCO3F2,1.472536674045044,0.5947320699495854,Trigonal plane,1,4g,1,[0.0056388174905440385],0.0,0.0056388174905440385,ABCD2E3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-F-Gd-K-O,0.0,-3.1113340927812496,0.4727,5,Orthorhombic,mmm,Fddd,carbonate,K,,,,,,"C, O",F,,Gd,,"B $\in$ [0.5, 1]",Positive B,1.3015137148095768,[3.0],[3.0]
mp-554044,K2NiH12(C2O7)2,1.442439176082895,0.4265762749803525,Angular,1,4e,1,"[0.09571722095214788, 0.11874171244543516]",0.0,0.10722946669879152,AB2C4D12E14,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-H-K-Ni-O,0.0388041078787928,-1.4762491925606056,3.1717,5,Monoclinic,2/m,P2_1/c,oxide,K,,Ni,,,,"H, C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2695501796093822,[2.0],[2.0]
mp-554058,K3NdH6(C2O5)3,1.365437460479224,0.2391714340030183,Angular,1,2i,1,"[0.08022568696467806, 0.15069306034915858, 0.09221987604834034, 0.1145847689813629, 0.12553893945100586, 0.12132487614456627]",0.0,0.114097867989852,AB3C6D6E15,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-H-K-Nd-O,0.0493690531048374,-1.831971330298387,3.4054,5,Triclinic,-1,P-1,oxide,K,,,,,,"H, C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.2685644731246652,[2.0],[2.0]
mp-554072,K2CO3,1.2988124659757474,0.0088712257286095,Trigonal plane,1,2e,1,[0.000508995733702513],0.0,0.000508995733702513,AB2C3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",R2SCAN,C-K-O,0.0023485629166639,-2.105588113249996,3.6288,3,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2962586472789162,[3.0],[3.0]
mp-554239,NaSbCO2F3,1.277739318022781,0.0248750374482735,Angular,1,4f,1,[0.10089064354907172],0.0,0.10089064354907172,ABCD2E3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,C-F-Na-O-Sb,0.0314079853125051,-2.3162032014224136,3.098,5,Monoclinic,2/m,C2/c,fluoride,Na,,,,,Sb,"C, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269121249035146,[2.0],[2.0]
mp-554591,K2Ca2(CO3)3,1.328981790179131,0.126534813728299,"Pentagonal bipyramid, Trigonal plane, Tricapped triangular prism (three square-face caps)",3,"1a, 3b",2,"[2.6191865988393155, 1.1850865569262037, 0.0038963287314894364, 0.007359684935730297]",0.0,0.9538822923581847,A2B2C3D9,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",R2SCAN,C-Ca-K-O,0.0099702650000006,-2.4707943096562506,4.7388,4,Trigonal,3,R3,carbonate,K,Ca,,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2925889475896706,[3.0],[3.0]
mp-554716,NaSbCO2F3,1.277792365773801,0.0249554719745158,Angular,1,2a,1,"[0.10335252694222581, 0.09834826955590055]",0.0,0.10085039824906318,ABCD2E3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,C-F-Na-O-Sb,0.0310951296875057,-2.316516057047413,0.0,5,Monoclinic,m,Cc,fluoride,Na,,,,,Sb,"C, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269139420783946,[2.0],[2.0]
mp-554793,YH7C4O11,1.334142965643825,0.1654570635277708,Angular,1,8g,1,"[0.14675005953984407, 0.11388407107937072]",0.0,0.1303170653096074,AB4C7D11,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,C-H-O-Y,0.0382792276358774,-1.7078700650543472,3.5367,4,Tetragonal,4/m,P4_2/n,oxide,,,Y,,,,"H, C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2671996167539528,[2.0],[2.0]
mp-554823,Na2Sn(CO2)4,1.3799075965479,0.2747518773492275,Angular,1,4f,1,"[0.12702474335692215, 0.09310506519961351]",0.0,0.11006490427826783,AB2C4D8,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,C-Na-O-Sn,0.041619992111114,-1.736290766517241,2.7678,4,Monoclinic,2/m,C2/c,oxide,Na,,,,Sn,,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.268816911185379,[2.0],[2.0]
mp-555099,Na3Eu(CO3)3,1.4914013966425042,0.6724827470067329,Trigonal plane,1,"4c, 2b",2,"[0.01008322514423958, 0.007870998391263645]",0.0,0.008977111767751612,AB3C3D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Eu-Na-O,0.0,-2.2568283027586213,0.0,4,Orthorhombic,mm2,Ama2,carbonate,Na,,,,,,"C, N, O",,,Eu,,"B $\in$ [0.5, 1]",Positive B,1.2974807020975403,[3.0],[3.0]
mp-555131,CsCO2,1.3859310617951233,0.2947074307186295,"Bicapped square prism (adjacent faces), Angular, Tricapped triangular prism (two square-face caps and one triangular-face cap)",3,4e,1,"[3.992208642739445, 6.2880941107726285, 0.1465875515188721, 0.12060339915588578]",0.25,2.6368734260467077,ABC2,3,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",R2SCAN,C-Cs-O,0.0,-1.8968135592887936,4.1557,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2664422777203037,[2.0],[2.0]
mp-555349,La2CO5,1.3097501629480948,0.0740220394838594,Trigonal plane,1,"4f, 2e",2,"[0.02249025098180278, 0.02333598639997785]",0.0,0.022913118690890313,AB2C5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",R2SCAN,C-La-O,0.0,-3.275191707083336,3.948700000000001,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"C, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2886430635627013,[3.0],[3.0]
mp-555418,Rb3NbH4(C2O5)3,1.3274520998595392,0.1266442726727289,Angular,1,2i,1,"[0.1203826409642923, 0.1463297555953039, 0.13227513313961342, 0.12259148365268444, 0.06453044970889468, 0.1822291346148296]",0.0,0.12805643294593638,AB3C4D6E15,1,2,2,2.0,2.0,2.0,2.0,2.0,2.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-H-Nb-O-Rb,0.0335395897690942,-1.816716282068966,3.1076,5,Triclinic,-1,P-1,oxide,Rb,,Nb,,,,"H, C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.270032169394005,[2.0],[2.0]
mp-555467,Sr2AlCO3F5,1.321682241132878,0.0786894225414626,Trigonal plane,1,4e,1,[0.012947936209640755],0.0,0.012947936209640755,ABC2D3E5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Al-C-F-O-Sr,0.0,-3.505811002916667,5.2124,5,Monoclinic,2/m,P2_1/c,carbonate,,Sr,,,Al,,"C, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2991130968627775,[3.0],[3.0]
