material_id,chem_formula,R$_0$,B,Ca_chemenv,num_Ca_chemenvs,Ca_wyckoff,num_Ca_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ca_sites,num_CN_env,num_charge_states,CaX_coordn,CaO_coordn,mean_coordn_Ca-X,min_coordn_Ca-X,max_coordn_Ca-X,mean_coordn_Ca-O,min_coordn_Ca-O,max_coordn_Ca-O,mean_Ca_charge,min_Ca_charge,max_Ca_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CaO_BondL
mp-1580697,Ca3Co2O7,2.0709949357582724,0.3248985984659127,"Square-face bicapped trigonal prism, Square antiprism",2,2a,1,"[3.084286918153369, 3.735468812769326, 4.024092852054781]",0.0,3.614616194325825,A2B3C7,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Co-O,0.039289091805557,-2.212946128333332,0.3367,3,Monoclinic,m,Cc,oxide,,Ca,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.423457797613673
mp-15902,Li2Ca2Ta3O10,0.6095910135742568,1.2157633868672295,Cuboctahedron,1,2e,1,[0.14512757377562402],0.0,0.14512757377562402,A2B2C3D10,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Li-O-Ta,0.040174843258256,-3.208209978745099,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,Li,Ca,Ta,,,,"C, O",,,,,B > 1,Positive B,2.7948402947834783
mp-16280,Ca2Sb2O7,1.7589440996684509,0.5528037863937391,"Hexagonal bipyramid, Cube",2,"2c, 2a",2,"[2.047538314752043, 0.6682938698048251]",0.0,1.3579160922784341,A2B2C7,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ca-O-Sb,0.0,-2.5944479686363597,1.743399999999999,3,Orthorhombic,mmm,Imma,oxide,,Ca,,,,Sb,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.5447550346958434
mp-1638691,CaLaFeWO6,2.325382599867585,0.1806155816517593,Square-face bicapped trigonal prism,1,1a,1,"[2.600415640098899, 2.40819629874409]",0.0,2.5043059694214946,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-O-W,0.034483505249999,-2.7881641100000003,2.471,5,Triclinic,1,P1,oxide,,Ca,"Fe, W",,,,"C, O",F,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.577169661650636
mp-1638745,CaLaFeNiO6,2.376230147381843,0.105810101162797,"Square-face bicapped trigonal prism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,1a,1,"[3.349128392494677, 4.51286731496796]",0.0,3.9309978537313186,ABCDE6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-La-Ni-O,0.004008568999999,-2.348544327,0.357999999999999,5,Triclinic,1,P1,oxide,,Ca,"Fe, Ni",,,,"C, N, O",F,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.524106472449585
mp-1639336,CaLaFeSbO6,2.1077689083032816,0.321490080992641,Square-face bicapped trigonal prism,1,1a,1,"[2.470339081525072, 2.629976786732572]",0.0,2.550157934128822,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ca-Fe-La-O-Sb,0.0,-2.718929198,2.254699999999999,5,Triclinic,1,P1,oxide,,Ca,Fe,,,Sb,"C, O, S",F,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.5559045935929365
mp-1639712,Ca4Mn3SbO12,1.7247202587207024,0.5893374560348767,"Square-face bicapped trigonal prism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,2i,1,"[2.922027846466488, 2.6790900462391063, 3.61858826642563, 2.493477902049026]",0.0,2.9282960152950626,AB3C4D12,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Sb,0.029626134479152,-2.545287281439654,0.7241000000000001,4,Triclinic,-1,P-1,oxide,,Ca,Mn,,,Sb,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.4894826717690193
mp-16433,Ca2Ga2O5,2.3816645363940383,0.0871658974465892,Dodecahedron with triangular faces - p2345 plane normalized,1,4c,1,[3.98447792865286],0.0,3.98447792865286,A2B2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Ca-Ga-O,0.033515489629628,-2.6094372840740743,2.1705,3,Orthorhombic,mm2,Ima2,oxide,,Ca,,,Ga,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4744336018266435
mp-1646972,Ca5Sc2(CoO6)2,2.0743714500869954,0.3080758941864243,Square antiprism,1,1a,1,"[1.9388642509236371, 2.368603047509015, 2.258170053897038, 2.485352557367838, 2.56346237955677, 2.331487057262747, 3.203707434908048, 3.052979439484005, 3.004187824361103, 3.105566919467826]",0.0,2.6312380964738025,A2B2C5D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Sc,0.037393607460314,-2.825686343571429,0.326899999999999,4,Monoclinic,2,P2,oxide,,Ca,"Sc, Co",,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5026917274537377
mp-1650409,CaV5O7,1.6858703932872146,0.5714255033763389,Square-face bicapped trigonal prism,1,2a,1,[1.286720999832606],0.0,1.286720999832606,AB5C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-O-V,0.034997371826918,-2.448289381923077,0.5758999999999991,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,V,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.501872851138964
mp-1652156,CaV5O7,1.7352506989180885,0.5452213666150039,Square-face bicapped trigonal prism,1,"1a, 1b",2,"[1.478358590341732, 1.164131335580801]",0.0,1.3212449629612664,AB5C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-O-V,0.042105219519225,-2.441181534230769,0.5870999999999991,3,Orthorhombic,mm2,Amm2,oxide,,Ca,V,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.5055859892446386
mp-16553,NaCa9Mn(PO4)7,2.4580684872778624,0.0467121586608923,"Square-face bicapped trigonal prism, Square-face monocapped antiprism",2,6b,1,"[4.776626637260941, 2.90218876154724, 3.048334575637368]",0.0,3.5757166581485165,ABC7D9E28,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-Na-O-P,0.0,-3.223491849387181,4.2717,5,Trigonal,3m,R3c,phosphate,Na,Ca,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.51616185746698
mp-16803,CaCo3(P2O7)2,2.5656089648992406,0.0177625240623886,Cube,1,2b,1,[2.138228600155538],0.0,2.138228600155538,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-P,0.000390352759737,-2.493324412889611,0.813399999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Co,,,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5904937269409123
mp-16804,LiCaPO4,1.9873116660198165,0.409886828511615,Pentagonal bipyramid,1,6c,1,[3.61934608069293],0.0,3.61934608069293,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,Ca-Li-O-P,0.003069337817462,-3.104518963044217,5.1798,4,Trigonal,3m,P31c,phosphate,Li,Ca,,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.437767187668863
mp-17008,CaTeO3,2.441758017975564,0.0201512104347949,"Trigonal prism, Square-face capped trigonal prism, Square antiprism",3,2a,1,"[4.813281440960488, 3.861503458487645, 3.057492110678841]",0.0,3.910759003375658,ABC3,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ca-O-Te,0.015751788466668,-2.395319489466665,3.2993,3,Monoclinic,2,P2_1,oxide,,Ca,,,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.451547388324034
mp-17019,Ca2YAs(WO6)2,3.976079984452466,-1.0292952521224064,Dodecahedron with triangular faces,1,4e,1,[3.309611783703891],0.0,3.309611783703891,ABC2D2E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-Ca-O-W-Y,0.0,-2.767006752916666,3.691899999999999,5,Tetragonal,4/m,I4_1/a,oxide,,Ca,"Y, W",,,As,"C, O",,,,,B < -1,Negative B,2.5199522506125045
mp-17101,CaNb2O6,2.1462778330656427,0.2938497198942486,Square antiprism,1,4c,1,[2.762771419437342],0.0,2.762771419437342,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Nb-O,0.0,-3.237535069722227,3.6052,3,Orthorhombic,mmm,Pbcn,oxide,,Ca,Nb,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4873836374721336
mp-17380,Ba2Ca(PdO2)3,1.964513393403854,0.407679120175763,Trigonal prism,1,2i,1,[1.410250321006845],0.0,1.410250321006845,AB2C3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-O-Pd,0.0,-2.019023110416666,1.4866,4,Orthorhombic,mmm,Fmmm,oxide,,"Ca, Ba",Pd,,,B,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4134522039914565
mp-17516,Ca10P6SeO24,1.956343231468659,0.4314606444177297,"Trigonal prism, Tricapped triangular prism (three square-face caps), Square-face bicapped trigonal prism",3,"6g, 2d",2,"[4.477742123356133, 2.523828598747908, 2.635299595436033]",0.0,3.2122901058466913,AB6C10D24,3,3,1,"[6.0, 7.0, 9.0]","[6.0, 6.0, 9.0]",7.333333333333333,6.0,9.0,7.0,6.0,9.0,2.0,2.0,2.0,1.3333333333333333,1,2,"O2-, Se2-","Alkaline Earth Metals, Nonmetals",GGA,Ca-O-P-Se,0.0,-3.283132694882948,3.747499999999999,4,Trigonal,-3,P-3,oxide,,Ca,,,,,"C, O, P, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5052937751992674
mp-17552,CaSiO3,2.57433314379976,0.0129139303268897,Cube,1,"2c, 4f",2,"[2.665590996490104, 2.706033994940623]",0.0,2.6858124957153633,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-O-Si,0.020313684333332,-3.268279520666667,4.7336,3,Monoclinic,2/m,C2/c,oxide,,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.55012198460093
mp-17694,Ca5Al6O14,2.157241309809935,0.2515136696570542,"Trigonal prism, Square-face capped trigonal prism, Square antiprism",3,"2a, 4b",2,"[2.8030800755668412, 1.094320749407086, 3.045080874265688]",0.0,2.314160566413205,A5B6C14,3,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O,0.003398211057206,-3.337463886742792,4.441899999999999,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,,,Al,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.436987042305815
mp-17761,CaGeO3,2.28101157323514,0.112149926889603,"Face-capped octahedron, Octahedron",2,2i,1,"[2.424589920334205, 2.955865896191971, 3.027795393179464]",0.0,2.8027504032352133,ABC3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ca-Ge-O,0.008583364666668,-2.531722722333334,3.481299999999999,3,Triclinic,-1,P-1,oxide,,Ca,,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4081349328686
mp-17784,CaTiGeO5,1.9478662786321843,0.4538300439414199,Square-face capped trigonal prism,1,4e,1,[2.703119357577715],0.0,2.703119357577715,ABCD5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Ge-O-Ti,0.0,-3.049192665416666,2.9495999999999998,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Ti,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4885232889974165
mp-17914,CaGa4O7,1.9250985162079863,0.4374966057247622,Trigonal bipyramid,1,2e,1,[1.132360551414722],0.0,1.132360551414722,AB4C7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",r2SCAN,Ca-Ga-O,0.000504527824064,-2.303298985416667,2.5387,3,Monoclinic,2/m,C2/c,oxide,,Ca,,,Ga,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.326448396361194
mp-17922,Ca2P2O7,1.3413491484218187,0.8798277081122607,Cube,1,4e,1,"[4.30316225942898, 4.123114672584188]",0.0,4.213138466006583,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",r2SCAN,Ca-O-P,0.0,-3.213395772435064,5.7342,3,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.5125027580804105
mp-17956,Ca2UO5,2.7352336534692747,-0.170275595393948,Square-face capped trigonal prism,1,4e,1,"[3.5338477148589043, 4.222671907536463]",0.0,3.8782598111976836,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",r2SCAN,Ca-O-U,0.016347213749991,-3.631797415312498,2.1339,3,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,,"C, O",,,,U,"B $\in$ [-1, -0.1]",Negative B,2.48448159509338
mp-18216,BaCa2(SiO3)3,2.13269852200239,0.3012959744297957,"Octahedron, Square antiprism",2,2i,1,"[2.681378316937662, 1.064301732436063]",0.0,1.8728400246868624,AB2C3D9,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-Ca-O-Si,0.005551237555542,-3.427818641,4.5847,4,Triclinic,-1,P-1,oxide,,"Ca, Ba",,,,"B, Si","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.510450338047692
mp-18229,CaTa2O6,2.283576337310385,0.1518214898079332,Square-face bicapped trigonal prism,1,4c,1,[1.980705587020133],0.0,1.980705587020133,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-Ta,0.0,-3.48066448774074,3.473899999999999,3,Orthorhombic,mmm,Pnma,oxide,,Ca,Ta,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.477803546107161
mp-18308,CaZn2(PO4)2,2.1808996228324187,0.2482365237880302,Square-face capped trigonal prism,1,2i,1,[2.898608879501214],0.0,2.898608879501214,AB2C2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-P-Zn,0.0,-2.705513512252746,3.787199999999999,4,Triclinic,-1,P-1,phosphate,,Ca,Zn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.488127167302366
mp-1835930,CaV2O4,2.071724091467287,0.267778902862398,Trigonal prism,1,2a,1,"[0.33104068951297905, 0.8378931080641591]",0.0,0.5844668987885691,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-V,0.012456246071423,-2.788970801428571,1.5513,3,Monoclinic,2,P2_1,oxide,,Ca,V,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.367683949755262
mp-18395,Ca3Mn2O7,2.338009174891659,0.1784522464931235,"Diminished icosahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,"2c, 4g",2,"[6.886387927483853, 5.162835403556631]",1.0,6.024611665520242,A2B3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O,0.026223513611113,-2.6377072250718383,0.227399999999999,3,Orthorhombic,mmm,Cmcm,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.521123642576068
mp-1851458,CaBiMoO5,2.350831357050828,0.0706258040177549,Square-face capped trigonal prism,1,8c,1,[3.413221550977584],0.0,3.413221550977584,ABCD5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Ca-Mo-O,0.037049007031247,-2.28469794671875,1.6711,4,Orthorhombic,mmm,Pbca,oxide,,Ca,Mo,,Bi,B,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4237293953140644
mp-18596,Ca2ZnGe2O7,3.162975833583896,-0.3007783435876334,Square antiprism,1,4e,1,[1.449489078527301],0.0,1.449489078527301,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Ge-O-Zn,0.026740620972225,-2.565611808749999,3.0488,4,Tetragonal,-42m,P-42_1m,oxide,,Ca,Zn,,,Ge,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.621850420911474
mp-18743,CaMnP2O7,1.8292034254719387,0.5576067833065269,Pentagonal bipyramid,1,2i,1,[6.877216732855393],1.0,6.877216732855393,ABC2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-P,0.0,-2.901390524292431,3.4785,4,Triclinic,-1,P-1,oxide,,Ca,Mn,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.512900744695213
mp-18776,CaCoP2O7,1.8739175885569053,0.5068325175668138,Pentagonal bipyramid,1,2i,1,[6.994928491624587],1.0,6.994928491624587,ABC2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-P,0.017194070551951,-2.716414364025973,2.8539000000000003,4,Triclinic,-1,P-1,oxide,,Ca,Co,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.490945529062542
mp-18783,Ca2FeMoO6,0.5784791757815034,1.4961597749185196,Square-face bicapped trigonal prism,1,4e,1,[2.147375282133212],0.0,2.147375282133212,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Mo-O,0.003955293000005,-2.548062932999999,1.1193,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Fe, Mo",,,,"C, O",F,,,,B > 1,Positive B,2.526080071300103
mp-18786,Ca2CoSi2O7,3.1231396245622696,-0.2926852940741061,Square antiprism,1,8e,1,[1.728455744751292],0.0,1.728455744751292,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Si,0.01846843111111,-3.066876938958333,3.056,4,Tetragonal,-42m,P-42_1m,oxide,,Ca,Co,,,Si,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.589809886910417
mp-18844,CaMn2O4,1.9600154479334515,0.3598740755428108,Square-face bicapped trigonal prism,1,4d,1,[1.284369343966445],0.0,1.284369343966445,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mn-O,0.0,-2.447901434051725,2.0103,3,Orthorhombic,mmm,Pbcm,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4479425841241547
mp-18890,CaFe(SiO3)2,1.9474787634864288,0.4176979506897245,Square antiprism,1,4e,1,[2.5627153366870923],0.0,2.5627153366870923,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Fe-O-Si,0.009120148999995,-3.01130371225,3.6902,4,Monoclinic,2/m,C2/c,oxide,,Ca,Fe,,,Si,"C, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5435693243556363
mp-18893,Ca2Mn3O8,2.1951588848658057,0.1461193407102809,Trigonal prism,1,2i,1,[0.7892419596995761],0.0,0.7892419596995761,A2B3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mn-O,0.0,-2.416973564137932,1.501399999999999,3,Monoclinic,2/m,C2/m,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3362382173921206
mp-18894,CaCo(SiO3)2,1.9723859337872884,0.3869399230451382,Square antiprism,1,2e,1,[2.538919557903616],0.0,2.538919557903616,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Si,0.010641420833333,-2.949598319,1.1736,4,Monoclinic,2/m,C2/c,oxide,,Ca,Co,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5323090662905425
mp-18952,Ca4Mn2O7,1.791541616470718,0.6176258107817757,Face-capped octahedron,1,8g,1,[3.206409849321511],0.0,3.206409849321511,A2B4C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O,0.037243729807692,-2.806712146604774,0.0,3,Orthorhombic,mmm,Cmce,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.5186898378031626
mp-19012,CaMoO3,0.536481799314797,1.5235986285096796,Square-face bicapped trigonal prism,1,4c,1,[2.15720574130494],0.0,2.15720574130494,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mo-O,0.006362272499998,-2.613015463999999,1.131599999999999,3,Orthorhombic,mmm,Pnma,oxide,,Ca,Mo,,,,"C, O",,,,,B > 1,Positive B,2.51626952826851
mp-19042,Ca3Mn2O7,1.818419585459064,0.5722066211093786,"Bicapped square prism (adjacent faces), Square antiprism",2,"2a, 4b",2,"[2.75857892978864, 3.606561220271307]",0.0,3.1825700750299735,A2B3C7,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mn-O,0.016594266111114,-2.647336472571837,0.409799999999999,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,Mn,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.5386665494172083
