material_id,chem_formula,R$_0$,B,Ca_chemenv,num_Ca_chemenvs,Ca_wyckoff,num_Ca_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ca_sites,num_CN_env,num_charge_states,CaX_coordn,CaO_coordn,mean_coordn_Ca-X,min_coordn_Ca-X,max_coordn_Ca-X,mean_coordn_Ca-O,min_coordn_Ca-O,max_coordn_Ca-O,mean_Ca_charge,min_Ca_charge,max_Ca_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CaO_BondL
mp-1227144,CaNdMn2O6,1.0006554782101325,1.1888395353086332,Square-face bicapped trigonal prism,1,2b,1,[2.882069530205698],0.0,2.882069530205698,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-Nd-O,0.002366763083362,-2.750622422836207,0.0,4,Orthorhombic,mm2,Pmc2_1,oxide,,Ca,Mn,,,,"C, N, O",,,Nd,,B > 1,Positive B,2.5573226476649835
mp-1227145,CaPrCrO4,2.0144143780389294,0.4577501602691803,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[5.248210978896093],1.0,5.248210978896093,ABCD4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-O-Pr,0.046127211071429,-3.128204201666666,2.643,4,Orthorhombic,mm2,Cmc2_1,chromate,,Ca,Cr,,,,"C, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.5886443293780745
mp-1227151,CaSmMn2O6,1.637910926805808,0.617155339927588,Square-face bicapped trigonal prism,1,2a,1,[2.57166785460267],0.0,2.57166785460267,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Sm,0.0,-2.764515817086207,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Mn,,,,"C, O, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,2.513098159241803
mp-1227152,CaTmMn2O6,1.5827851936938806,0.6317580387805973,Square-face bicapped trigonal prism,1,2a,1,[1.8415193518360962],0.0,1.8415193518360962,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tm,0.022164338666682,-2.794673149586208,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Mn,,,,"C, O",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.4833726234250824
mp-1227153,CaLaGa3O7,2.244914959994901,0.2625141177124984,Square antiprism,1,2d,1,[1.508662973941921],0.0,1.508662973941921,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ca-Ga-La-O,0.002150091577376,-2.844303683541666,3.2684,4,Orthorhombic,mm2,Cmm2,oxide,,Ca,,,Ga,,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.6430317965981303
mp-1227154,Ca4ZrTi3(SiO5)4,1.8769080116344512,0.4827318981792306,Square-face capped trigonal prism,1,2i,1,"[2.520865891796534, 2.340317816349608]",0.0,2.430591854073071,AB3C4D4E20,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-O-Si-Ti-Zr,0.011319780286457,-3.492115655625,2.938099999999999,5,Triclinic,-1,P-1,oxide,,Ca,"Ti, Zr",,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.495000998002522
mp-1227156,CaTbMn2O6,2.3385345084868234,0.080441235156823,Square-face bicapped trigonal prism,1,2a,1,[2.19836832288058],0.0,2.19836832288058,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tb,0.00541501644642,-2.782975006752873,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Mn,,,,"C, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.499198713180979
mp-1227159,CaYGa3O7,2.4830739701638054,0.0983448789203959,Square antiprism,1,2e,1,[1.6709266881829512],0.0,1.6709266881829512,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Ga-O-Y,0.04482503925925,-2.812737839375,3.1464,4,Orthorhombic,mm2,Cmm2,oxide,,Ca,Y,,Ga,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6448503135585124
mp-1227160,CaTmMn2O6,0.550072921443003,1.488566427951034,Square-face bicapped trigonal prism,1,2b,1,[2.07284779198349],0.0,2.07284779198349,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tm,0.019589281666682,-2.7972482065862083,0.0,4,Orthorhombic,mm2,Pmc2_1,oxide,,Ca,Mn,,,,"C, O",,,Tm,,B > 1,Positive B,2.5204435681755104
mp-1227161,CaPr3(FeO3)4,1.7321558899206535,0.6033485254431831,Square-face bicapped trigonal prism,1,1a,1,[2.745277407420477],0.0,2.745277407420477,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-O-Pr,0.0,-2.63473759075,0.0,4,Monoclinic,m,Pm,oxide,,Ca,Fe,,,,"C, O, P",F,,Pr,,"B $\in$ [0.5, 1]",Positive B,2.576779276762879
mp-1227163,CaZrTi2O7,2.3279335938711125,0.1185255609776735,Cube,1,2i,1,"[1.40761526187592, 2.47045466425426]",0.0,1.93903496306509,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ti-Zr,0.0,-3.62191468560606,2.9332000000000003,4,Triclinic,-1,P-1,oxide,,Ca,"Ti, Zr",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4837777112881465
mp-1227164,CaPr2BeO5,1.1283025934125517,1.0261690152565452,Tricapped triangular prism (three square-face caps),1,4a,1,[2.112885985565256],0.0,2.112885985565256,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-O-Pr,0.014973629027777,-3.481037730648148,3.8285,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O, P",,,Pr,,B > 1,Positive B,2.6121881221100614
mp-1227165,Ca4Ti3Si4SnO20,1.8382743138280304,0.5192898041296907,Square-face capped trigonal prism,1,2i,1,"[2.353909554841123, 2.459323772911866]",0.0,2.4066166638764948,AB3C4D4E20,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-O-Si-Sn-Ti,0.004154559817706,-3.33933064953125,2.9791,5,Triclinic,-1,P-1,oxide,,Ca,Ti,,Sn,Si,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.4855520706423198
mp-1227166,CaNdMn2O6,1.7490646653900483,0.5460063466478375,Square-face bicapped trigonal prism,1,2a,1,[2.886712041779019],0.0,2.886712041779019,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-Nd-O,0.001727415083362,-2.751261770836207,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Mn,,,,"C, N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.5325717734046225
mp-1227167,CaNd2BeO5,1.0125559808337816,1.0910952171304973,Tricapped triangular prism (three square-face caps),1,4a,1,[2.072545357139584],0.0,2.072545357139584,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-Nd-O,0.016250051666665,-3.508804070277778,3.9495,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, N, O",,,Nd,,B > 1,Positive B,2.598266860317082
mp-1227169,CaNdGa3O7,2.304713196384218,0.2224443685723178,Square antiprism,1,2d,1,[1.557347958970698],0.0,1.557347958970698,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ca-Ga-Nd-O,0.015057649259249,-2.816411630416667,3.2042,4,Orthorhombic,mm2,Cmm2,oxide,,Ca,,,Ga,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.6437033589791703
mp-1227170,CaNdGa3O7,2.6562233186782853,0.0443480692014092,Square antiprism,1,2a,1,[1.7880359100299632],0.0,1.7880359100299632,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ca-Ga-Nd-O,0.011759946759249,-2.819709332916667,3.231,4,Monoclinic,2,P2_1,oxide,,Ca,,,Ga,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6557450446669284
mp-1227173,CaLaMnNbO6,2.1808346402743624,0.2692565512178173,Square-face bicapped trigonal prism,1,4a,1,[2.197356184894163],0.0,2.197356184894163,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-La-Mn-Nb-O,0.007620192874988,-3.207312040543105,2.4089,5,Monoclinic,m,Pc,oxide,,Ca,"Mn, Nb",,,,"C, N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.588369967293709
mp-1227174,CaNd3Mn4O12,1.7073404483487498,0.5954389179309063,Square-face bicapped trigonal prism,1,1b,1,[2.380678943793893],0.0,2.380678943793893,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-Nd-O,0.001496023249996,-2.858484613711206,0.0,4,Monoclinic,m,Pm,oxide,,Ca,Mn,,,,"C, N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.5500246922043033
mp-1227175,CaNdCrO4,2.5577411632871696,0.0630450300609984,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[4.762836180961098],0.0,4.762836180961098,ABCD4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Nd-O,0.040712241071432,-3.148038119642856,0.0,4,Monoclinic,2/m,C2/m,chromate,,Ca,Cr,,,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5960998638633614
mp-1227178,Ca4ZrTi3(SiO5)4,1.8053814098554648,0.5513492653285071,Square-face capped trigonal prism,1,2i,1,"[2.422879015864226, 2.447552824984228]",0.0,2.435215920424227,AB3C4D4E20,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-O-Si-Ti-Zr,0.009112195911457,-3.494323240000001,3.0056,5,Triclinic,-1,P-1,oxide,,Ca,"Ti, Zr",,,Si,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.4934872627465645
mp-1227180,CaLuMn2O6,1.459589603082455,0.8154098159793444,Square-face bicapped trigonal prism,1,2b,1,[2.014625019025431],0.0,2.014625019025431,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Lu-Mn-O,0.026526318402771,-2.797704238752873,0.0,4,Orthorhombic,mm2,Pmc2_1,oxide,,Ca,Mn,,,,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.517123715868533
mp-1227184,CaNd3Cr4O16,2.1057007811142405,0.2663201964654522,Dodecahedron with triangular faces - p2345 plane normalized,1,1c,1,[0.10120046241144201],0.0,0.10120046241144201,AB3C4D16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Cr-Nd-O,0.008926286666666,-2.653219370104165,0.291199999999999,4,Tetragonal,-42m,P-4m2,oxide,,Ca,Cr,,,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.4822731474238857
mp-1227186,CaLaAl3O7,2.723730439537216,-0.0062348146681388,Square antiprism,1,2a,1,[1.7783576774386631],0.0,1.7783576774386631,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Ca-La-O,0.0,-3.57461651125,4.3945,4,Monoclinic,2,P2_1,oxide,,Ca,,,Al,,"C, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6458140955881855
mp-1227188,Ca4Si3B5(HO4)5,2.094431800830722,0.2877241815587878,Square antiprism,1,1a,1,"[1.594381166298601, 2.007563695960838, 1.8323898719708622, 1.827757334187194]",0.0,1.8155230171043737,A3B4C5D5E20,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ca-H-O-Si,0.00901945006757,-2.8286129189752263,5.4639,5,Triclinic,1,P1,oxide,,Ca,,,,"B, Si","H, C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.513520303742574
mp-1227190,Ca4ZrTi3(GeO5)4,1.9821311737658145,0.4197262106396668,Square-face capped trigonal prism,1,2i,1,"[2.662107835728545, 2.604408332819045]",0.0,2.6332580842737947,AB3C4D4E20,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Ge-O-Ti-Zr,0.006869968177083,-3.067235874375001,2.8582,5,Triclinic,-1,P-1,oxide,,Ca,"Ti, Zr",,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.503987473842597
mp-1227193,Ca8ZnCo3(Si2O7)4,2.987689350784584,-0.2324399253803616,Square antiprism,1,4h,1,"[1.783176240062434, 1.7842838715361982]",0.0,1.783730055799316,AB3C8D8E28,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Si-Zn,0.018463775121523,-3.088509426874999,3.1325,5,Tetragonal,-4,P-4,oxide,,Ca,"Co, Zn",,,Si,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.5935120687700826
mp-1227199,CaPr3(CoO3)4,2.068662737489816,0.3311789728184227,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,1b,1,[4.321404660631682],0.0,4.321404660631682,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Pr,0.041214580624985,-2.34818748525,0.0,4,Monoclinic,m,Pm,oxide,,Ca,Co,,,,"C, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.549380690580744
mp-1227203,Ca5As3ClO12,1.9486095891465804,0.4201331453363502,"Tricapped triangular prism (three square-face caps), Octahedron",2,"6c, 2b",2,"[2.053849519434248, 1.6636762824995022, 3.505764877264566]",0.0,2.407763559732772,AB3C5D12,2,3,1,"[6.0, 6.0, 9.0]","[5.0, 6.0, 9.0]",7.0,6.0,9.0,6.666666666666667,5.0,9.0,2.0,2.0,2.0,1.3333333333333333,1,2,"O2-, Cl-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",r2SCAN,As-Ca-Cl-O,0.0,-2.740289871309529,3.5157,4,Hexagonal,6,P6_3,hypochlorite,,Ca,,,,As,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4519440491503417
mp-1227204,Ca4MnFe3O10,1.359558542381124,0.9160234900429652,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,"[3.618469658276964, 3.585979771161573]",0.0,3.6022247147192683,AB3C4D10,1,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Mn-O,0.02852917875,-2.47326208571839,1.4301,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mn, Fe",,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,2.5379197712993546
mp-1227205,Ca8Zn4Si3Ge5O28,2.399349857822392,0.1054742496520859,"Square-face capped trigonal prism, Square antiprism",2,1a,1,"[1.718588238898474, 1.901846926595066, 1.84862207192887, 1.672215224032431, 3.057916035724666, 3.203785947743328, 3.013667339966878, 3.021311334467588]",0.0,2.429744139919663,A3B4C5D8E28,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Ge-O-Si-Zn,0.010945640295143,-2.7995524986458333,3.2833,5,Triclinic,1,P1,oxide,,Ca,Zn,,,"Si, Ge","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.533680366791161
mp-1227208,CaSmGa3O7,2.344412114851361,0.1828989476092153,Square antiprism,1,2d,1,[1.544243344629449],0.0,1.544243344629449,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ca-Ga-O-Sm,0.028014890300921,-2.667752221342596,3.1912,4,Orthorhombic,mm2,Cmm2,oxide,,Ca,,,Ga,,"C, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.6276779046774754
mp-1227209,CaMnFeBiO6,2.2875305733803755,0.1474132197226079,Square-face bicapped trigonal prism,1,2a,1,[2.587283538600755],0.0,2.587283538600755,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Ca-Fe-Mn-O,0.014174021791669,-2.096556755793103,0.7048999999999991,5,Monoclinic,m,Pc,oxide,,Ca,"Mn, Fe",,Bi,B,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5247302270142
mp-1227211,CaTh(PO4)2,1.515354246830682,0.7107194421428603,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2i,1,[3.883463324691919],0.0,3.883463324691919,ABC2D8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",GGA,Ca-O-P-Th,0.0,-3.420023514523809,4.628500000000001,4,Triclinic,-1,P-1,phosphate,,Ca,,,,,"C, O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.55974056159927
mp-1227214,CaGd2BeO5,0.5747025452150821,1.3475274378931843,Tricapped triangular prism (three square-face caps),1,4a,1,[1.896606411085581],0.0,1.896606411085581,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-Gd-O,0.039231935555555,-3.549080214444444,2.5808,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O",,,Gd,,B > 1,Positive B,2.555253931425785
mp-1227216,CaLa2BeO5,1.3830542365421166,0.8715391503336253,Tricapped triangular prism (three square-face caps),1,4a,1,[2.079561048382149],0.0,2.079561048382149,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-La-O,0.032827195555556,-3.54466113638889,3.936399999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.631388850686979
mp-1227224,CaLaNbCoO6,2.15679685831679,0.292900063607108,Square-face bicapped trigonal prism,1,1a,1,"[2.253957871822062, 2.322781109899484, 2.27312802249347, 2.306745100771354]",0.0,2.2891530262465922,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Co-La-Nb-O,0.009486787374992,-3.053297722000001,0.713499999999999,5,Monoclinic,m,Pc,oxide,,Ca,"Co, Nb",,,,"C, N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.565101118212875
mp-1227232,Ca6Al7ClO16,2.328126284134468,0.1007100536715912,"Trigonal prism, Square-face capped trigonal prism",2,"4d, 4c",2,"[3.245372498030882, 2.129856550499942, 2.188849843686536]",0.0,2.52135963073912,AB6C7D16,2,2,1,"[6.0, 7.0]","[6.0, 6.0]",6.5,6.0,7.0,6.0,6.0,6.0,2.0,2.0,2.0,1.5,1,2,"O2-, Cl-","Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Al-Ca-Cl-O,0.0,-3.4461649355,3.8007,4,Tetragonal,-42m,I-42d,hypochlorite,,Ca,,,Al,,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4501586142021763
mp-1227234,CaMn2Cu3(RuO6)2,2.649118428233914,-0.0031353457698299,Icosahedron,1,1a,1,[0.267506743452584],0.0,0.267506743452584,AB2C2D3E12,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Cu-Mn-O-Ru,0.020982809250015,-1.621415982293104,0.0,5,Monoclinic,2/m,C2/m,oxide,,Ca,"Mn, Cu, Ru",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.639120616196698
mp-1227239,Ca5P3O13,1.9324901155715424,0.4450231089761399,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,"6c, 2b",2,"[2.977440847548005, 2.754244487130909, 2.1318851158046632]",0.0,2.6211901501611927,A3B5C13,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,2.0,2.0,2.0,1.5,1,2,"O2-, O-","Alkaline Earth Metals, Nonmetals",GGA,Ca-O-P,0.00309113829365,-3.243528816615646,0.3742,3,Hexagonal,6,P6_3,oxide,,Ca,,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4535321538067043
mp-1227240,CaNb4O8,2.122050857146652,0.2356077924623244,Cube,1,1a,1,"[1.668353021570939, 2.3476646760191002, 2.233183202970361]",0.0,2.0830669668534667,AB4C8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Nb-O,0.0,-2.967008903589728,0.0,3,Monoclinic,m,Cm,oxide,,Ca,Nb,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4666926951057557
mp-1227243,CaNp(PO4)2,2.1221315645986074,0.2617800380552811,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2i,1,[3.906200773681329],0.0,3.906200773681329,ABC2D8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",GGA,Ca-Np-O-P,0.0,-3.165228359836309,0.480099999999999,4,Triclinic,-1,P-1,phosphate,,Ca,,,,,"C, N, O, P",,,,Np,"B $\in$ [0.1, 0.5]",Positive B,2.53055320027463
mp-1227247,Ca4Ti3FeO12,2.092995762565712,0.3738738588988602,Diminished icosahedron,1,2i,1,"[6.8635584520806425, 6.838739336119698]",1.0,6.85114889410017,AB3C4D12,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-O-Ti,0.022276705499999,-3.201918420000001,0.0,4,Monoclinic,2/m,P2/m,oxide,,Ca,"Ti, Fe",,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.438189964777769
