material_id,chem_formula,R$_0$,B,U_chemenv,num_U_chemenvs,U_wyckoff,num_U_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_U_sites,num_CN_env,num_charge_states,UX_coordn,UO_coordn,mean_coordn_U-X,min_coordn_U-X,max_coordn_U-X,mean_coordn_U-O,min_coordn_U-O,max_coordn_U-O,mean_U_charge,min_U_charge,max_U_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_UO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1195621,Rb2U(Si2O5)3,2.1320565369246474,0.3177874224035933,Octahedron,1,4f,1,[0.19428434750452],0.0,0.19428434750452,AB2C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.261247659929639,GGA,O-Rb-Si-U,0.0,-3.20258342,0.569199999999999,4,Monoclinic,2/m,C2/c,oxide,Rb,None,None,None,None,Si,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1195727,K4CaU(Si2O7)2,2.071391756610313,0.7378170001276452,Octahedron,1,2a,1,[0.6501489509384301],0.0,0.6501489509384301,ABC4D4E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.090693731856643,r2SCAN,Ca-K-O-Si-U,0.0,-3.128585341624999,2.0738,5,Tetragonal,-42m,P-4n2,oxide,K,Ca,None,None,None,Si,"C, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1195992,KUCrNO9,2.0562055459657613,0.8508860543794496,Octahedron,1,4e,1,[4.583217797651025],0.0,4.583217797651025,ABCDE9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.232949685385074,GGA_U,Cr-K-N-O-U,0.0,-2.163838522288461,2.1177,5,Monoclinic,2/m,P2_1/c,oxide,K,None,Cr,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1196334,Ba2U(AsO5)2,2.104781258387546,0.595123252599092,Octahedron,1,4e,1,"[1.552876066900399, 1.442709959145177]",0.0,1.497793013022788,AB2C2D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.1426034402519334,GGA,As-Ba-O-U,0.0,-2.811611801916667,2.2615,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,None,None,None,"B, As",O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1196336,Cs2UAs2O9,2.107158340260977,0.7879028903060666,Octahedron,1,4c,1,[1.138434879660269],0.0,1.138434879660269,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.141049179386834,GGA,As-Cs-O-U,0.0,-2.467757283700739,2.1136,4,Orthorhombic,mmm,Pmmn,oxide,Cs,None,None,None,None,As,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1196487,RbUH2SeO7F,2.123755031672811,0.9971454921031369,Pentagonal bipyramid,1,8d,1,[1.474223374740256],0.0,1.474223374740256,ABCDE2F7,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2,2,"F-, O2-","Actinides, Alkali Metals, Halogens, Nonmetals",2.1651355366878873,GGA,F-H-O-Rb-Se-U,0.0,-2.235395449026442,2.2095000000000002,6,Orthorhombic,mmm,Pnma,fluoride,Rb,None,None,None,None,None,"H, O, S, Se",F,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1196696,Na7UH4S4ClO20,2.0672713715513504,0.7791790882873989,Octahedron,1,4f,1,[6.01816610449941],1.0,6.01816610449941,ABC4D4E7F20,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals",2.2387693554866566,GGA,Cl-H-Na-O-S-U,0.007722635337835001,-2.162071356612302,1.8628,6,Monoclinic,2/m,C2/c,chlorite,Na,None,None,None,None,None,"H, C, N, O, S",Cl,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1196741,KUH3SO8,2.1209583666865726,0.6547103945811686,Octahedron,1,4e,1,[7.483181754323362],1.0,7.483181754323362,ABCD3E8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2368092810902787,GGA,H-K-O-S-U,0.048780138013382005,-2.236296465071428,2.0209,5,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,None,"H, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1197419,Rb6NaU3Si4O20F,2.1082217982664426,1.2659573978820022,Octahedron,1,"2a, 4g",2,"[0.970834185147136, 0.8187022351085611]",0.0,0.8947682101278486,ABC3D4E6F20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Metalloids, Nonmetals",2.122523867861317,GGA,F-Na-O-Rb-Si-U,0.0,-3.160805641039408,2.147399999999999,6,Orthorhombic,mmm,Pnnm,fluoride,"Na, Rb",None,None,None,None,Si,"N, O, S",F,None,None,U,B > 1,Positive B
mp-1197866,Cs2U(Si2O5)3,2.213448632794168,0.11697256082009759,no_data,1,no_data,1,no_data,0.0,no_data,AB2C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.2622489685062046,GGA,Cs-O-Si-U,0.0,-3.220900585804598,0.27079999999999904,4,Orthorhombic,mm2,Cmc2_1,oxide,Cs,None,None,None,None,Si,"C, O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1198126,NaUP3O11,2.0758106821773246,0.524612594946315,Pentagonal bipyramid,1,4e,1,[1.885057360919705],0.0,1.885057360919705,ABC3D11,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.234479321206443,GGA,Na-O-P-U,0.0,-2.888372675175492,2.4628,4,Monoclinic,2/m,P2_1/c,oxide,Na,None,None,None,None,None,"N, O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1198290,NaUH9(SeO6)2,2.0886400485234056,0.5731366940328873,Pentagonal bipyramid,1,4e,1,[1.504862814320076],0.0,1.504862814320076,ABC2D9E12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.235337370158591,GGA,H-Na-O-Se-U,0.030622756950005003,-1.674900270192672,2.0614,5,Monoclinic,2/m,P2_1/c,oxide,Na,None,None,None,None,None,"H, N, O, S, Se",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1198411,U11(PbO12)3,2.1022612738170787,0.4611656854817149,"Pentagonal bipyramid, Octahedron",2,"4e, 2a",2,"[1.782045678931731, 1.2526729053121661, 1.078558204446043, 1.349338214170709, 0.59172007698088, 0.717813288419026]",0.0,1.1286913947100925,A3B11C36,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",2.1568012521358972,GGA,O-Pb-U,0.0,-3.395031799899999,1.6609999999999991,3,Orthorhombic,mmm,Pmmn,oxide,None,None,None,None,Pb,None,"O, P",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1198473,Na3U2H5(Se2O9)2,2.0814302233764086,0.4853934893057919,Octahedron,1,2i,1,"[6.152612756127413, 6.014777589790271]",1.0,6.083695172958842,A2B3C4D5E18,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2333856575592885,GGA,H-Na-O-Se-U,0.0011954762109380001,-1.999426286086341,2.132799999999999,5,Triclinic,-1,P-1,oxide,Na,None,None,None,None,None,"H, N, O, S, Se",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1199161,Na7U5(SiO6)4,2.022615851978027,0.6990817294211235,"Pentagonal bipyramid, Octahedron",2,"1a, 2i",2,"[0.303027261722067, 1.611914638065031, 1.8061596426085522]",0.0,1.2403671807985501,A4B5C7D24,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.2618188926862586,GGA,Na-O-Si-U,0.0021515205833370003,-3.196519813491377,0.101399999999999,4,Triclinic,-1,P-1,oxide,Na,None,None,None,None,Si,"N, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1199328,Ba3U2As4O19,2.0693246100311176,0.9324936292279531,Octahedron,1,4f,1,[5.559872410026658],1.0,5.559872410026658,A2B3C4D19,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.2593252306555094,GGA,As-Ba-O-U,0.016654942455351002,-2.7091939857142853,2.363,4,Monoclinic,2/m,C2/c,oxide,None,Ba,None,None,None,"B, As",O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1199439,KUN3O11,2.7234626173593144,1.0689932183349238,Hexagonal bipyramid,1,8c,1,[2.331907168995273],0.0,2.331907168995273,ABC3D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.026257149706609,GGA,K-N-O-U,0.0,-1.7002475517031241,2.4051,4,Orthorhombic,mmm,Pbca,oxide,K,None,None,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-1200353,Cs4K3U3Si4O20F,2.099539162740691,1.56588692673862,Octahedron,1,2a,1,"[0.712695297234716, 0.8439334322456481, 0.871415389298251]",0.0,0.8093480395928717,AB3C3D4E4F20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Metalloids, Nonmetals",2.110293741422375,r2SCAN,Cs-F-K-O-Si-U,0.0,-3.167152070010592,2.1139,6,Orthorhombic,mm2,Cmc2_1,fluoride,"K, Cs",None,None,None,None,Si,"C, O, S",F,None,None,U,B > 1,Positive B
mp-1201369,US2O9,2.0660363189431385,0.4032381019490157,Pentagonal bipyramid,1,4a,1,"[1.843750342409745, 1.813068104422209]",0.0,1.828409223415977,AB2C9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.251833956597052,GGA,O-S-U,0.0,-2.357500528333334,2.2009,3,Orthorhombic,mm2,Pca2_1,oxide,None,None,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1201643,Cs3U2PO10,2.1194706296110666,1.3945976738434296,Octahedron,1,"2c, 2a",2,"[1.118328779391586, 0.6888776283779631]",0.0,0.9036032038847746,AB2C3D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.13312558725139,GGA,Cs-O-P-U,0.0,-3.135529211475521,2.150299999999999,4,Monoclinic,2/m,C2/c,oxide,Cs,None,None,None,None,None,"C, O, P",None,None,None,U,B > 1,Positive B
mp-1201947,UH4(SeO5)2,2.137411512714258,0.11273283127521934,Octahedron,1,4e,1,[5.454905134515491],1.0,5.454905134515491,AB2C4D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.248927743284152,GGA,H-O-Se-U,0.042124816397070004,-1.7133547426286762,2.3029,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1202065,NaUVO6,2.063626022430612,0.6561096063296407,Pentagonal bipyramid,1,4e,1,[1.725880851891525],0.0,1.725880851891525,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2073823111822604,GGA_U,Na-O-U-V,0.0,-2.926880280431033,1.9662000000000002,4,Monoclinic,2/m,P2_1/c,oxide,Na,None,V,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1202445,NaUN3O11,2.0611832546056092,0.3855779758630314,Hexagonal bipyramid,1,4a,1,[2.057931492238649],0.0,2.057931492238649,ABC3D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.312070134091048,GGA,N-Na-O-U,0.0,-1.647788095711206,2.168999999999999,4,Cubic,23,P2_13,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1202678,Cs2U3P6(HO5)4,2.066023405814787,0.5230720212791863,no_data,1,no_data,1,no_data,0.0,no_data,A2B3C4D6E20,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.3198405422467743,GGA,Cs-H-O-P-U,0.0,-2.665206041204785,0.23550000000000001,5,Monoclinic,2/m,C2/m,oxide,Cs,None,None,None,None,None,"H, C, O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1202774,USiH2PbO7,2.1336201522948417,0.8164832923905638,Octahedron,1,4e,1,[3.516372584249641],0.0,3.516372584249641,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Post-Transition Metals",2.153204640869656,GGA,H-O-Pb-Si-U,0.024123106388889003,-2.597905871666665,1.8234,5,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,Pb,Si,"H, O, P, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1202805,Na4UC3O11,1.8117028690906658,1.4796346501035962,Hexagonal bipyramid,1,2a,1,[1.837992406364929],0.0,1.837992406364929,AB3C4D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2577998883053993,SCAN,C-Na-O-U,0.00034768263157700005,-2.419119320158801,2.2527,4,Monoclinic,m,Cc,oxide,Na,None,None,None,None,None,"C, N, O",None,None,None,U,B > 1,Positive B
mp-1203294,UH2(SO5)2,2.065890548273063,0.3752293172801496,Pentagonal bipyramid,1,4e,1,[1.780323333390104],0.0,1.780323333390104,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.2425646293993657,GGA,H-O-S-U,0.007302354999998001,-2.169645745999999,2.2467,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1203857,BaUPO6F,2.0808351101528326,0.9075229452171387,Pentagonal bipyramid,1,4e,1,[2.4172013862455892],0.0,2.4172013862455892,ABCDE6,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2,2,"F-, O2-","Actinides, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",2.142791753803772,GGA,Ba-F-O-P-U,0.0,-3.451930976214284,2.1124,5,Monoclinic,2/m,P2_1/c,fluoride,None,Ba,None,None,None,B,"O, P",F,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1203924,RbUC3O8,2.08921561092789,0.5826261831438153,Pentagonal bipyramid,1,4e,1,[2.62505975637681],0.0,2.62505975637681,ABC3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2497954046839905,GGA,C-O-Rb-U,0.049687810408654005,-2.2966089811538453,1.9272,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1203963,RbUCrNO9,2.057491527589483,0.8629215876478746,Octahedron,1,4e,1,[4.362233579726005],0.0,4.362233579726005,ABCDE9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.23672588557445,GGA_U,Cr-N-O-Rb-U,0.0,-2.168929557307692,2.1079,5,Monoclinic,2/m,P2_1/c,oxide,Rb,None,Cr,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1204032,KUH3SO8,2.1165095473162334,0.6964529145371715,Pentagonal bipyramid,1,4e,1,[2.173920017362637],0.0,2.173920017362637,ABCD3E8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.237571798369239,GGA,H-K-O-S-U,0.009632218906239,-2.275444384178571,2.165499999999999,5,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,None,"H, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1204232,Na9U3Si4(O10F)2,2.0616256137039395,0.956149677478753,Octahedron,1,"2n, 1a",2,"[1.38275304170804, 0.6675540593889231]",0.0,1.0251535505484815,A2B3C4D9E20,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Metalloids, Nonmetals",2.1548664863319904,GGA,F-Na-O-Si-U,0.0,-3.07768283874773,0.0,5,Monoclinic,2/m,P2/m,fluoride,Na,None,None,None,None,Si,"N, O, S",F,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1204278,Rb2U3P6O25,2.0782089603092695,0.8497994363488586,"Pentagonal bipyramid, Octahedron",2,4e,1,"[1.361718254692693, 7.339871729399603, 1.84918724034301]",0.333,3.516925741478435,A2B3C6D25,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.213310357527166,GGA,O-P-Rb-U,0.0,-3.006168716746032,2.117099999999999,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,None,"O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1204838,Rb2UCr2O10,2.080229698321406,0.6436774469901746,Pentagonal bipyramid,1,2i,1,"[1.858882000324586, 1.943168414268527]",0.0,1.9010252072965566,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.201684638731901,r2SCAN,Cr-O-Rb-U,0.0,-2.385986438000006,2.125499999999999,4,Triclinic,-1,P-1,oxide,Rb,None,Cr,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1204952,UH10(SeO7)2,2.0714594915049545,0.3323892533418587,Pentagonal bipyramid,1,4e,1,[1.708060291285094],0.0,1.708060291285094,AB2C10D14,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.2336612117436543,GGA,H-O-Se-U,0.001957427962956,-1.550010582025462,2.3276,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1205215,KUHSO7,2.0634927313390703,0.8353745085593915,Pentagonal bipyramid,1,8c,1,[1.9164866930803721],0.0,1.9164866930803721,ABCDE7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2451654747914924,GGA,H-K-O-S-U,0.0038878997443140004,-2.55529968781818,2.1222,5,Orthorhombic,mmm,Pbca,oxide,K,None,None,None,None,None,"H, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1205425,Ba8CaY2U4O24,2.087301922612131,1.3472814045672283,Octahedron,1,"2e, 2c",2,"[0.09849598855455101, 0.090528814660389]",0.0,0.09451240160747001,AB2C4D8E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.092250963901184,GGA,Ba-Ca-O-U-Y,0.00033230974358900003,-3.570191428205127,2.5366,5,Tetragonal,4/mmm,I4/mmm,oxide,None,"Ca, Ba",Y,None,None,B,"C, O",None,None,None,U,B > 1,Positive B
mp-1207875,Y2U3S5O3,2.22080998241497,0.13159746481086879,"Square-face bicapped trigonal prism, Face-capped octahedron",2,4c,1,"[2.160821719082819, 1.6476868003657241, 2.191568703224431]",0.0,2.0000257408909916,A2B3C3D5,2,3,2,"[7.0, 8.0, 7.0]","[3.0, 4.0, 3.0]",7.333333333333333,7.0,8.0,3.3333333333333335,3.0,4.0,3.3333333333333335,3.0,4.0,2.0,2,2,"S2-, O2-","Actinides, Nonmetals, Transition Metals",2.296786027422183,GGA,O-S-U-Y,0.046054536346145,-2.63737335903846,0.0,4,Orthorhombic,mmm,Pnma,oxide,None,None,Y,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1208009,UCd(MoO4)4,2.0830434550334496,0.4425482416314225,Pentagonal bipyramid,1,2e,1,[1.3744205029861392],0.0,1.3744205029861392,ABC4D16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.201095009265386,GGA_U,Cd-Mo-O-U,0.0,-2.220085507727272,2.0026,4,Monoclinic,2/m,P2/c,oxide,None,None,"Mo, Cd",None,None,None,"C, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1208038,UHg(MoO4)4,2.0854867575384604,0.478996704420671,Pentagonal bipyramid,1,2e,1,[1.500523709523661],0.0,1.500523709523661,ABC4D16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.2118109600567744,GGA_U,Hg-Mo-O-U,0.0014188486931780001,-2.125163398977273,2.0624,4,Monoclinic,2/m,P2/c,oxide,None,None,"Mo, Hg",None,None,None,"H, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1208141,UMo4PbO16,2.1060007827591214,0.44644761954284523,Pentagonal bipyramid,1,2e,1,[1.830552896092831],0.0,1.830552896092831,ABC4D16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals, Transition Metals",2.203643816972188,r2SCAN,Mo-O-Pb-U,0.0,-2.234180799772727,1.6815,4,Monoclinic,2/m,P2/c,oxide,None,None,Mo,None,Pb,None,"O, P",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1208188,U2CoSi2(H7O9)2,2.084850863066126,0.347068282100973,Pentagonal bipyramid,1,4f,1,[1.9469341406237421],0.0,1.9469341406237421,AB2C2D14E18,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Transition Metals",2.2205197917322637,GGA_U,Co-H-O-Si-U,0.041746907117097005,-2.065230058445945,1.6392,5,Orthorhombic,mmm,Cmce,oxide,None,None,Co,None,None,Si,"H, C, O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1208389,U2NiAs2(HO)24,2.0932780758074774,0.5043979120581781,Octahedron,1,2i,1,[1.2061303364423521],0.0,1.2061303364423521,AB2C2D24E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Transition Metals",2.131736416624836,GGA_U,As-H-Ni-O-U,0.009876059999999002,-1.6766003716037732,2.4352,5,Triclinic,-1,P-1,oxide,None,None,Ni,None,None,As,"H, N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1208685,SrU(MoO4)4,2.095752412489044,0.49637895278237654,Pentagonal bipyramid,1,2e,1,[1.748348551912661],0.0,1.748348551912661,ABC4D16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",2.2248054954486243,GGA_U,Mo-O-Sr-U,0.0,-2.438480872727273,2.093499999999999,4,Monoclinic,2/m,P2/c,oxide,None,Sr,Mo,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1209059,U3P2(PbO8)2,2.0688488635649627,0.4986843426692517,"Pentagonal bipyramid, Square plane",2,"2e, 4f",2,"[2.050308983912378, 0.977714832545696]",0.0,1.514011908229037,A2B2C3D16,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",2.2550279351387505,GGA,O-P-Pb-U,0.02981159434783,-3.031925149534158,1.8728999999999991,4,Monoclinic,2/m,P2_1/m,oxide,None,None,None,None,Pb,None,"O, P",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
