material_id,chem_formula,R$_0$,B,U_chemenv,num_U_chemenvs,U_wyckoff,num_U_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_U_sites,num_CN_env,num_charge_states,UX_coordn,UO_coordn,mean_coordn_U-X,min_coordn_U-X,max_coordn_U-X,mean_coordn_U-O,min_coordn_U-O,max_coordn_U-O,mean_U_charge,min_U_charge,max_U_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_UO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1229229,Ba4U8As2O33,2.1125071413885657,0.5390386765310565,"Pentagonal bipyramid, Octahedron",2,"4b, 2a",2,"[1.196187170787199, 0.8874422458285881, 2.658420033150697, 0.711714869085736, 1.520212772866521]",0.0,1.3947954183437479,A2B4C8D33,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.1760355747251756,GGA,As-Ba-O-U,0.0,-3.37515313968085,1.5822999999999992,4,Orthorhombic,mm2,Pmn2_1,oxide,None,Ba,None,None,None,"B, As",O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1238290,KUH3SO8,2.1020678867568874,0.600139364382769,Pentagonal bipyramid,1,4e,1,[1.649701802730831],0.0,1.649701802730831,ABCD3E8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2297127850019627,GGA,H-K-O-S-U,0.028160859441953002,-2.256915743642857,2.0928,5,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,None,"H, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-14551,Sr2CaUO6,2.1012845576089814,-0.03062129939954265,Octahedron,1,2c,1,[0.032938919277845],0.0,0.032938919277845,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.1012708478588293,GGA,Ca-O-Sr-U,0.0,-3.5751812629999993,2.2089,4,Monoclinic,2/m,P2_1/c,oxide,None,"Ca, Sr",None,None,None,None,"C, O, S",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-14552,Ba2SrUO6,2.0847304818565906,-0.023511300441337195,Octahedron,1,2c,1,[0.013740032592638],0.0,0.013740032592638,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.0847232367498028,SCAN,Ba-O-Sr-U,0.0,-3.509292623,2.2855,4,Monoclinic,2/m,P2_1/c,oxide,None,"Sr, Ba",None,None,None,B,"O, S",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-15385,Na2UP2O9,2.0479331497860542,0.9714339027042451,Pentagonal bipyramid,1,4a,1,[2.309885904432304],0.0,2.309885904432304,AB2C2D9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.235269399683606,GGA,Na-O-P-U,0.0,-2.9530600590745952,2.2471,4,Orthorhombic,mm2,Pna2_1,oxide,Na,None,None,None,None,None,"N, O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-16137,K4CaU3O12,2.098526932280472,1.655622626849442,Octahedron,1,3b,1,[0.20692742187828803],0.0,0.20692742187828803,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Nonmetals",2.101328595543997,GGA,Ca-K-O-U,0.0,-3.2736511924499982,2.1025,4,Cubic,m-3m,Im-3m,oxide,K,Ca,None,None,None,None,"C, O",None,None,None,U,B > 1,Positive B
mp-17151,UCrO4,2.0515201452762795,0.7706545322773243,Octahedron,1,4c,1,[0.538607961175882],0.0,0.538607961175882,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.171674887252703,r2SCAN,Cr-O-U,0.0,-3.17239251833333,0.338699999999999,3,Orthorhombic,mmm,Pbcn,chromate,None,None,Cr,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-17560,Na2UO4,2.0958012756377165,1.1852480369207306,Octahedron,1,4a,1,[0.40328355180670106],0.0,0.40328355180670106,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.0943351448953513,r2SCAN,Na-O-U,0.016521799642856,-3.006267255036945,2.0747,3,Orthorhombic,mmm,Pbca,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-17637,USO6,2.1491884831236234,0.3260558648776636,Pentagonal bipyramid,1,4e,1,[1.7323999214889931],0.0,1.7323999214889931,ABC6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.2006858148243165,r2SCAN,O-S-U,0.0,-2.7363760887499993,1.9501,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-17642,RbUCrO6,2.064541086433696,0.6963320900189819,Pentagonal bipyramid,1,4e,1,[1.546580237941155],0.0,1.546580237941155,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2070447010530176,GGA_U,Cr-O-Rb-U,0.0,-2.773102488611109,1.5963,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,Cr,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-17807,LiUNbO6,2.092480414496367,0.7852107495266459,Pentagonal bipyramid,1,4e,1,[1.6041279081571371],0.0,1.6041279081571371,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2154385830479546,GGA,Li-Nb-O-U,0.0010675455555410002,-3.215188622592592,1.8096,4,Monoclinic,2/m,P2_1/c,oxide,Li,None,Nb,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-17956,Ca2UO5,2.083066661870224,0.9180192321061629,Octahedron,1,"2b, 2a",2,"[0.9262734349141171, 0.6405006552847441]",0.0,0.7833870450994306,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.086827411494992,r2SCAN,Ca-O-U,0.016347213749991003,-3.631797415312498,2.1339,3,Monoclinic,2/m,P2_1/c,oxide,None,Ca,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-18136,UTl4C3O11,1.7304574923056713,1.9249855869903563,Hexagonal bipyramid,1,2e,1,[1.593439619193808],0.0,1.593439619193808,AB3C4D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",2.3031047887036435,GGA,C-O-Tl-U,0.0,-2.032492618728071,1.8800999999999992,4,Monoclinic,2/m,C2/c,oxide,None,None,None,None,Tl,None,"C, O",None,None,None,U,B > 1,Positive B
mp-18471,Sr2UO5,2.0868441754994316,0.8475754847776334,Octahedron,1,"2b, 2a",2,"[0.760693581314643, 0.488833721351609]",0.0,0.6247636513331261,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.090307744405026,r2SCAN,O-Sr-U,0.0,-3.614562601875001,2.1693,3,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-18958,UMoO6,2.1536886958432575,0.29626549143615094,Pentagonal bipyramid,1,4e,1,[1.289882216323778],0.0,1.289882216323778,ABC6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.1969543590208493,r2SCAN,Mo-O-U,0.0007811070312490001,-2.767629485937499,2.1839,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Mo,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-19965,K4BaU3O12,2.1228377650315635,2.470428069150073,Octahedron,1,3b,1,[0.44857447453234306],0.0,0.44857447453234306,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1270188742746643,GGA,Ba-K-O-U,0.035654202375003004,-3.206734367949998,1.9898000000000002,4,Cubic,m-3m,Im-3m,oxide,K,Ba,None,None,None,B,O,None,None,None,U,B > 1,Positive B
mp-22551,UP2(PbO5)2,2.0964139295892705,0.8582925381743685,Octahedron,1,2i,1,[4.066264312684725],0.0,4.066264312684725,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",2.2371522390158995,GGA,O-P-Pb-U,0.0,-2.768167373285712,1.766599999999999,4,Triclinic,-1,P-1,oxide,None,None,None,None,Pb,None,"O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-22634,K4SrU3O12,2.107778956272994,2.022832450406617,Octahedron,1,3b,1,[0.305713746373305],0.0,0.305713746373305,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Nonmetals",2.1112015720806667,GGA,K-O-Sr-U,0.0,-3.2563449314499993,2.0683,4,Cubic,m-3m,Im-3m,oxide,K,Sr,None,None,None,None,"O, S",None,None,None,U,B > 1,Positive B
mp-2271432,MgUO4,2.0937404931222074,0.7930405152253714,Octahedron,1,1d,1,[1.732589966043438],0.0,1.732589966043438,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.0989928801569215,GGA,Mg-O-U,0.0,-3.457339777499998,1.6809,3,Orthorhombic,mmm,Cmmm,oxide,None,Mg,None,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-23013,U(ClO)2,2.4389515766129413,0.9755869560165594,T-shaped,1,4c,1,[1.9062859394727971],0.0,1.9062859394727971,AB2C2,1,1,1,[7.0],[3.0],7.0,7.0,7.0,3.0,3.0,3.0,6.0,6.0,6.0,2.0,2,2,"O2-, Cl-","Actinides, Halogens, Nonmetals",2.0138174507478115,r2SCAN,Cl-O-U,0.0,-2.890195188999995,1.7799,3,Orthorhombic,mmm,Pnma,hypochlorite,None,None,None,None,None,None,"C, O",Cl,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-2747986,CsU2O6,2.0734586595864295,0.3903272780190682,Octahedron,1,"2b, 2c",2,"[0.046111583974677, 0.027552120984793003]",0.0,0.036831852479735,AB2C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.109077524331279,r2SCAN,Cs-O-U,0.0,-3.311726471111111,0.33490000000000003,3,Orthorhombic,mmm,Imma,oxide,Cs,None,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-27536,UBrO2,2.0588441027777526,0.45160665324709603,Square pyramid,1,2c,1,[3.9748505493531283],0.0,3.9748505493531283,ABC2,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2,2,"Br-, O2-","Actinides, Halogens, Metalloids, Nonmetals",2.148686614481559,r2SCAN,Br-O-U,0.0,-3.16903279625,0.0,3,Orthorhombic,mmm,Cmcm,bromite,None,None,None,None,None,B,O,Br,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-27649,BaU2O7,2.074728012682645,0.4007505312248128,Octahedron,1,4d,1,[2.376708231498196],0.0,2.376708231498196,AB2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.1131601209457407,r2SCAN,Ba-O-U,0.007425858249998,-3.638299954999999,1.722699999999999,3,Tetragonal,4/mmm,I4_1/amd,oxide,None,Ba,None,None,None,B,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-27723,USeO5,2.1318405529411946,0.4966946171971582,Octahedron,1,2a,1,[6.964480293297935],1.0,6.964480293297935,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.219467163664596,r2SCAN,O-Se-U,0.013893608750006002,-2.564888471049104,1.732899999999999,3,Monoclinic,2/m,P2_1/m,oxide,None,None,None,None,None,None,"O, S, Se",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-27775,U(BiO3)2,1.990895103574069,0.7702103777346295,Cube,1,1b,1,[1.475956914040526],0.0,1.475956914040526,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Post-Transition Metals",2.2251165417492875,r2SCAN,Bi-O-U,0.0,-2.552848464444443,1.3499,3,Trigonal,-3m,P-3m1,oxide,None,None,None,None,Bi,B,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-28073,UCuO4,2.1382489565457785,0.8712538793047468,Octahedron,1,2a,1,[0.5292499329332621],0.0,0.5292499329332621,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.120399730584138,GGA,Cu-O-U,0.047859350000017,-2.674525173333331,0.0,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Cu,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-28299,USe2O7,2.0506101966980808,0.3582212868738913,"Pentagonal bipyramid, Octahedron",2,2i,1,"[5.74941698148678, 1.645085268427434]",0.5,3.697251124957107,AB2C7,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.2221979936707124,r2SCAN,O-Se-U,0.0,-2.16542318621875,2.203,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,None,"O, S, Se",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-28779,USbO5,1.9384585903860434,1.1004219832645574,Pentagonal bipyramid,1,2e,1,[1.782109313478911],0.0,1.782109313478911,ABC5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",2.266083601369383,GGA,O-Sb-U,0.045027276964274006,-2.807220893571428,0.13670000000000002,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,Sb,"O, S",None,None,None,U,B > 1,Positive B
mp-28939,U4Te3O4,2.1963786050777387,0.14455600203378138,"Square non-coplanar, Square-face bicapped trigonal prism",2,2e,1,"[0.43358587335734206, 2.049263357595392]",0.0,1.2414246154763668,A3B4C4,2,2,2,"[8.0, 8.0]","[4.0, 4.0]",8.0,8.0,8.0,4.0,4.0,4.0,3.5,3.0,4.0,2.0,2,2,"Te2-, O2-","Actinides, Metalloids, Nonmetals",2.3355309697929765,GGA,O-Te-U,0.0,-2.498040118181815,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,None,None,None,None,None,Te,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-29361,K2U2O7,2.088851567663737,0.500693822927286,Octahedron,1,2a,1,"[3.403454498942949, 2.365422551194696]",0.0,2.8844385250688225,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1143016171413564,r2SCAN,K-O-U,0.0,-3.324803091318179,1.648299999999999,3,Monoclinic,2,P2_1,oxide,K,None,None,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-29393,UNb2O7,2.2290446679804794,0.10162361860805316,Square-face capped trigonal prism,1,2c,1,[4.5812688780630495],0.0,4.5812688780630495,AB2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.2918024664511414,GGA,Nb-O-U,0.023788038708332,-3.236827266499999,0.0,3,Orthorhombic,mmm,Cmcm,oxide,None,None,Nb,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-29743,Sr5U3O14,2.0967399746744375,0.6390721205316254,Octahedron,1,"8c, 4a",2,"[0.7889009766775781, 1.056404578473269]",0.0,0.9226527775754235,A3B5C14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.100945374577284,GGA,O-Sr-U,0.005913156704545001,-3.629398166590907,2.0501,3,Orthorhombic,mmm,Pbca,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-2991,Cs2UO4,2.103435611010485,1.7640650724580584,Octahedron,1,1a,1,[0.35026588795684105],0.0,0.35026588795684105,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1079330768298985,r2SCAN,Cs-O-U,0.0,-3.018815749901478,1.8211,3,Tetragonal,4/mmm,I4/mmm,oxide,Cs,None,None,None,None,None,"C, O",None,None,None,U,B > 1,Positive B
mp-30143,U(IO4)2,1.807692990199443,1.6162515005203961,Hexagonal bipyramid,1,2d,1,[1.4561642875987681],0.0,1.4561642875987681,AB2C8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals",2.2819458362429677,r2SCAN,I-O-U,0.0,-1.820930397272725,2.051699999999999,3,Monoclinic,2/m,P2_1/c,periodate,None,None,None,None,None,None,O,I,None,None,U,B > 1,Positive B
mp-308,U3O8,2.100088722565121,0.2593161033503523,Pentagonal bipyramid,1,3f,1,[1.017742821752361],0.0,1.017742821752361,A3B8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.33,5.33,5.33,1.0,1,1,O2-,"Actinides, Nonmetals",2.13513776191604,r2SCAN,O-U,0.002885138636367,-3.706795401818183,0.0,2,Hexagonal,-6m2,P-62m,oxide,None,None,None,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-31256,U(SbO3)2,2.0876957350829684,0.3724404122330451,Octahedron,1,1d,1,[4.956058377278447],0.0,4.956058377278447,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",2.17374328496628,r2SCAN,O-Sb-U,0.001809516111123,-2.576791013333332,1.2887,3,Monoclinic,2/m,C2/m,oxide,None,None,None,None,None,Sb,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-32069,UMo5O16,2.0769968675239534,0.5024953474340486,Hexagonal bipyramid,1,1a,1,[0.482269881950298],0.0,0.482269881950298,AB5C16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.33912055336354,GGA_U,Mo-O-U,0.027108286396103003,-2.231513562272728,0.278,3,Monoclinic,2,P2,oxide,None,None,Mo,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-3311,SrUO4,2.087070073816309,1.0641522948393325,Octahedron,1,4a,1,[0.518672335094523],0.0,0.518672335094523,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.095885380715622,r2SCAN,O-Sr-U,0.021500754583332,-3.6691404925,2.0862,3,Orthorhombic,mmm,Pbcm,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,B > 1,Positive B
mp-34842,Na3UO4,1.8697703717871466,1.6826329161938147,Octahedron,1,2a,1,[0.8355038708559951],0.0,0.8355038708559951,AB3C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.18063067548746,r2SCAN,Na-O-U,0.0,-2.73135845926724,0.12410000000000002,3,Orthorhombic,mmm,Cmmm,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-3516,UTeO5,2.0538410068986925,0.30855102656128475,Pentagonal bipyramid,1,4a,1,[2.903917514136171],0.0,2.903917514136171,ABC5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",2.2135676160090125,r2SCAN,O-Te-U,0.0005055703571480001,-2.704336896309523,1.8368,3,Orthorhombic,mmm,Pbcm,oxide,None,None,None,None,None,Te,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-36329,SrUO4,1.9733826862861772,0.8374104884917349,Cube,1,1a,1,[1.700541678494122],0.0,1.700541678494122,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.2280361123834065,r2SCAN,O-Sr-U,0.0,-3.690641247083333,1.979499999999999,3,Trigonal,-3m,R-3m,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-3696,UNb3O10,2.0004128751720254,1.8482419311984954,Linear,1,2a,1,[1.2309174322157232e-27],0.0,1.2309174322157232e-27,AB3C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.372497260839543,GGA,Nb-O-U,0.025144660697172003,-3.188354872142856,0.0,3,Orthorhombic,mmm,Fddd,oxide,None,None,Nb,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-3808,K2UO4,2.083556866632473,1.5236693921354378,Octahedron,1,1a,1,[0.266683841648635],0.0,0.266683841648635,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.0874410456994266,r2SCAN,K-O-U,0.0,-3.059945037785699,1.9773,3,Tetragonal,4/mmm,I4/mmm,oxide,K,None,None,None,None,None,O,None,None,None,U,B > 1,Positive B
mp-3956,Sr3UO6,2.090313301035716,-0.5049813515260105,Octahedron,1,2a,1,[0.055518433172142],0.0,0.055518433172142,AB3C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.0900909482404764,r2SCAN,O-Sr-U,0.0,-3.533912545000001,2.213399999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [-1, -0.1]",Negative B
mp-3960,CaUO4,1.970696478587623,0.7937008823723722,Cube,1,1a,1,[1.362304283380553],0.0,1.362304283380553,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.2120587482689382,r2SCAN,Ca-O-U,0.0,-3.695424939999997,2.103899999999999,3,Trigonal,-3m,R-3m,oxide,None,Ca,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-4049,U2P2O9,2.046339979115209,0.5129499327040218,Pentagonal bipyramid,1,4f,1,[1.268645929086367],0.0,1.268645929086367,A2B2C9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.3306994973128985,r2SCAN,O-P-U,0.0,-3.236731307252746,0.0,3,Orthorhombic,mmm,Cmce,oxide,None,None,None,None,None,None,"O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-4393,Cs4U5O17,2.0976033065902726,0.5509694386695995,"Pentagonal bipyramid, Octahedron",2,"8d, 4c",2,"[1.781594236579203, 1.89070218483524, 3.027103017702277]",0.0,2.2331331463722397,A4B5C17,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.160711283419558,GGA,Cs-O-U,0.0,-3.3384134026392562,1.5681999999999992,3,Orthorhombic,mmm,Pbcn,oxide,Cs,None,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-504549,UFeO4,2.0481961460090776,0.8831501671504796,Octahedron,1,4c,1,[0.46155037968753204],0.0,0.46155037968753204,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals, Transition Metals",2.1808336313404975,GGA_U,Fe-O-U,0.03202489972223,-2.873807404999998,0.7501999999999991,3,Orthorhombic,mmm,Pbcn,oxide,None,None,Fe,None,None,None,O,F,None,None,U,"B $\in$ [0.5, 1]",Positive B
