material_id,chem_formula,R$_0$,B,B_chemenv,num_B_chemenvs,B_wyckoff,num_B_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_B_sites,num_CN_env,num_charge_states,mean_coordn_B-X,min_coordn_B-X,max_coordn_B-X,mean_coordn_B-O,min_coordn_B-O,max_coordn_B-O,mean_B_charge,min_B_charge,max_B_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_BO_BondL,BX_coordn,BO_coordn
mp-560278,Er3B5O12,1.3700224178131917,0.4542783904648777,Tetrahedron,1,"4h, 8i, 4f",3,"[0.12098121565805976, 0.11452771759703989, 0.31801122685311883, 0.17842129716799057]",0.0,0.18298536431905227,A3B5C12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Er-O,0.0184985646249984,-3.3625554807916656,5.3497,3,Orthorhombic,mmm,Pmna,oxide,,,,,,B,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.5000644322398782,[4.0],[4.0]
mp-560326,Ba5B3CNO9,1.397803780208528,0.4831470396954854,"Square-face bicapped trigonal prism, Pentagonal bipyramid, Tricapped triangular prism (three square-face caps), Trigonal plane",4,"2b, 4c, 2a",3,"[3.680909469735299, 2.9640089141298223, 9.236553963276556, 3.561229580107266, 0.006199448868244059, 0.008790347436162579]",0.167,3.242948620592225,ABC3D5E9,4,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-C-N-O,0.0229542333552599,-2.81385067776316,3.3351,5,Orthorhombic,222,C222_1,cyanide,,Ba,,,,B,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3977600945296946,[3.0],[3.0]
mp-560423,KBS4(ClO3)4,1.4455036597742537,0.1302700717049102,Tetrahedron,1,2a,1,[0.13959614415879584],0.0,0.13959614415879584,ABC4D4E12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,B-Cl-K-O-S,0.0,-1.739010766655303,4.3746,5,Monoclinic,m,Cc,chlorate,K,,,,,B,"C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4831271564898827,[4.0],[4.0]
mp-560425,Sr2Cu(BO3)2,1.385143302565949,0.5307374149113678,Trigonal plane,1,"4c, 8d",2,"[0.021609909739216518, 0.030432743379381365, 0.09508323289260842]",0.0,0.04904196200373543,AB2C2D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-O-Sr,0.024982965568169,-2.7685018185984847,0.0224000000000001,4,Orthorhombic,mmm,Pnma,orthoborate,,Sr,Cu,,,B,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.3888582675789312,[3.0],[3.0]
mp-560550,BaBi2(B2O5)2,1.402611697235331,0.295600727148129,"Face-capped octahedron, Trigonal plane, Tetrahedron, Octahedron, Pentagonal-face bicapped pentagonal prism",5,4e,1,"[6.485221090057768, 7.7993885171750446, 6.09632402170363, 0.04097111495827668, 0.13806025004339723, 0.06332245159570747, 0.027119440884679453]",0.429,2.950058126631215,AB2C4D10,5,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Ba-Bi-O,0.0,-2.6340692043627447,3.3498,4,Monoclinic,2/m,P2_1/c,diborate,,Ba,,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4722709250422843,"[3.0, 4.0]","[3.0, 4.0]"
mp-560622,CaLa2B10O19,1.3827245316307248,0.3378982552541617,"Tetrahedron, Trigonal plane",2,2c,1,"[0.04529426736170497, 0.07294293437800492, 0.0608534706355144, 0.257992656846326, 0.06810722237931975]",0.0,0.101038110320174,AB2C10D19,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Ca-La-O,0.0,-3.144806509505207,4.3132,4,Monoclinic,2,C2,oxide,,Ca,,,,B,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.4483018543859043,"[3.0, 4.0]","[3.0, 4.0]"
mp-560768,NaSr4(BO3)3,1.3916227850238183,0.1065840014734671,Trigonal plane,1,24g,1,[0.030517315828973282],0.0,0.030517315828973282,AB3C4D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Na-O-Sr,0.0145129401470596,-3.099725691110547,3.9798,4,Cubic,m-3m,Ia-3d,orthoborate,Na,Sr,,,,B,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3922255209622452,[3.0],[3.0]
mp-560772,Mg2B2O5,1.3758947749213275,0.3779486373781993,Trigonal plane,1,4e,1,"[0.05990783364156763, 0.2841181965551354]",0.0,0.17201301509835154,A2B2C5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",R2SCAN,B-Mg-O,0.0021225802777848,-2.870457670833334,5.1356,3,Monoclinic,2/m,P2_1/c,diborate,,Mg,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3770995604123186,[3.0],[3.0]
mp-560818,Sr5B3O9F,1.3918146717949615,-0.0148483968545134,Trigonal plane,1,"4c, 8d",2,"[0.003980706099013929, 0.0043572667993029435]",0.0,0.004168986449158436,AB3C5D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,B-F-O-Sr,0.0025502062499969,-3.3222974672222225,4.1747,4,Orthorhombic,mmm,Pnma,fluoride,,Sr,,,,B,"O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3926783898482518,[3.0],[3.0]
mp-560833,B3Pb6ClO10,1.3829856056285696,0.1221880554574391,Trigonal plane,1,"4d, 8e",2,"[0.02229505371792935, 0.15812762146225526]",0.0,0.09021133759009231,AB3C6D10,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,B-Cl-O-Pb,0.0,-2.0568046262499946,2.816,4,Orthorhombic,mmm,Pbcm,hypochlorite,,,,,Pb,B,"C, O, P",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.383167846152646,[3.0],[3.0]
mp-560870,BaGa2B2O7,1.383855202688379,0.1796460019370278,"Trigonal plane, Dodecahedron with triangular faces - p2345 plane normalized",2,"4g, 2c",2,"[3.532173517858983, 0.049388316484006066]",0.0,1.7907809171714946,AB2C2D7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Ba-Ga-O,0.0,-2.761160351319443,3.9842,4,Orthorhombic,mmm,Cmcm,oxide,,Ba,,,Ga,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.385089851565204,[3.0],[3.0]
mp-560911,Mn3B7BrO13,1.373422854540408,0.3974785371451787,"Tetrahedron, Trigonal plane",2,4a,1,"[0.07689896628469309, 0.017405347491167, 0.07567424532868648, 0.0208288740665682, 0.013914123890227491, 0.077806732056556, 0.08232358742785122]",0.0,0.05212169664939279,AB3C7D13,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Br-Mn-O,0.0,-2.644187486894156,4.1137,4,Orthorhombic,mm2,Pca2_1,hypobromite,,,Mn,,,B,O,Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.475829657707901,"[3.0, 4.0]","[3.0, 4.0]"
mp-561018,Na3Sc2(BO3)3,1.3833168489206908,0.1560575048405492,Trigonal plane,1,6e,1,[0.0017071942033256495],0.0,0.0017071942033256495,A2B3C3D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Na-O-Sc,0.0,-3.013770894066937,3.4934000000000003,4,Trigonal,-3m,R-3c,orthoborate,Na,,Sc,,,B,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.383426795722316,[3.0],[3.0]
mp-561055,RbB3O5,1.372765279782376,0.347670134197043,"Tetrahedron, Trigonal plane",2,4a,1,"[0.016103660142058707, 0.0712752073138607, 0.020772627991342028]",0.0,0.03605049848242047,AB3C5,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,B-O-Rb,0.0009588383024832,-2.8031570477777783,5.373,3,Orthorhombic,222,P2_12_12_1,oxide,Rb,,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4130545603581226,"[3.0, 4.0]","[3.0, 4.0]"
mp-561154,La(BO2)3,1.3673440092143316,0.3646137129580062,Tetrahedron,1,4e,1,"[0.19971443600226108, 0.10260075152607755, 0.24884131634335901]",0.0,0.18371883462389924,AB3C6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,B-La-O,0.0156619878500006,-3.1773462394999994,4.1959,3,Monoclinic,2/m,P2_1/c,metaborate,,,,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.4734464142303283,[4.0],[4.0]
mp-561157,Sr3Y2(BO3)4,1.3875919157087888,0.1885533596614942,Trigonal plane,1,4a,1,"[0.008766093631328489, 0.03757228386834482, 0.053882589312159127, 0.05706145885134168]",0.0,0.039320606415793526,A2B3C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-O-Sr-Y,0.0204377934126984,-3.35400849531746,4.4415,4,Orthorhombic,mm2,Pna2_1,orthoborate,,Sr,Y,,,B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.387711856455503,[3.0],[3.0]
mp-561237,LiCaBO3,1.391071057902331,0.7532420092073291,Trigonal plane,1,8c,1,[0.0015302973149770457],0.0,0.0015302973149770457,ABCD3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ca-Li-O,0.0,-3.009753449583334,5.040100000000001,4,Orthorhombic,mmm,Pbca,orthoborate,Li,Ca,,,,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.391094051691553,[3.0],[3.0]
mp-561253,Ba3Lu(BO2)9,1.3848986733486444,0.3474704351233887,"Anticuboctahedron, Triangular cupola, Trigonal plane",3,"6h, 2a, 12i, 4f",4,"[2.600382741329252, 2.5497172701836814, 0.044084091874068046, 0.0442105165708839]",0.0,1.3095986549894711,AB3C9D18,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Ba-Lu-O,0.0036953421370942,-3.1381780911021493,5.247299999999999,4,Hexagonal,6/m,P6_3/m,metaborate,,Ba,,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.385659318999216,[3.0],[3.0]
mp-561447,K3AlB8O15,1.380308184326267,0.3627353959707812,"Tetrahedron, Trigonal plane",2,4e,1,"[0.10770616811983404, 0.016428333168906226, 0.013325021029887687, 0.04229069078930772, 0.07197718675668315, 0.012972819741300282, 0.032564539725142824, 0.027213797608100408]",0.0,0.04055981961739529,AB3C8D15,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-B-K-O,0.0,-2.8713703357438267,4.9962,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,Al,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.41255087590558,"[3.0, 4.0]","[3.0, 4.0]"
mp-561520,Cr3B7ClO13,1.338397503466138,0.5180543159224659,Tetrahedron,1,"8e, 6d",2,"[0.24445046334036205, 0.004111691727239762]",0.0,0.12428107753380091,AB3C7D13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Cl-Cr-O,0.0003308418749998,-2.634598814027779,2.7083,4,Cubic,-43m,F-43c,hypochlorite,,,Cr,,,B,"C, O",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.4933690486465778,[4.0],[4.0]
mp-561525,K2Ga2B2O7,1.386085958333505,0.1523041370780071,Trigonal plane,1,6g,1,[0.00713434045790666],0.0,0.00713434045790666,A2B2C2D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Ga-K-O,0.0,-2.523486216179488,3.7999,4,Trigonal,32,P321,oxide,K,,,,Ga,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3861000485305532,[3.0],[3.0]
mp-561536,NaMgBO3,1.388059504282532,0.0139029301289856,Trigonal plane,1,2e,1,[0.0005504326839917824],0.0,0.0005504326839917824,ABCD3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Mg-Na-O,0.0056525408333349,-2.743514415507662,3.5852,4,Monoclinic,2/m,C2/c,orthoborate,Na,Mg,,,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3880599264225628,[3.0],[3.0]
mp-561725,CsBO2,1.3826988649640142,0.7352236960847255,Trigonal plane,1,6e,1,[0.05850481863620903],0.0,0.05850481863620903,ABC2,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,B-Cs-O,0.0,-2.439475465208332,3.8457,3,Trigonal,-3m,R-3c,metaborate,Cs,,,,,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3841768002210342,[3.0],[3.0]
mp-561814,RbB5O8,1.371143666630393,0.3554311933165616,"Tetrahedron, Trigonal plane",2,8c,1,"[0.015936174633178955, 0.05418774014367086, 0.03347643585914633, 0.01661222521669611, 0.042710110372602646]",0.0,0.032584537245058984,AB5C8,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,B-O-Rb,0.0,-2.832683483809537,5.9404,3,Orthorhombic,mmm,Pbca,oxide,Rb,,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.396824158556517,"[3.0, 4.0]","[3.0, 4.0]"
mp-562382,NaCoBP2H2O9,1.433770644514277,0.1695706894235357,Tetrahedron,1,4e,1,[0.08763642706170907],0.0,0.08763642706170907,ABCD2E2F9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Co-H-Na-O-P,0.0158174011249965,-2.306666824364481,3.0603,6,Monoclinic,2/m,P2_1/c,oxide,Na,,Co,,,B,"H, C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4825814709425504,[4.0],[4.0]
mp-566717,Fe2BO4,1.3905857223081013,0.2456807280121654,Trigonal plane,1,2a,1,"[0.018341339306899573, 0.0031058010825035995, 0.01988325467055322, 0.010042873691575476]",0.0,0.012843317187882968,AB2C4,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-O,0.0108660369643001,-2.0651644479166658,0.8631000000000006,3,Monoclinic,m,Pc,oxide,,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3909331186941796,[3.0],[3.0]
mp-5730,Ba(BO2)2,1.3777744842275612,0.547561391496145,"Square antiprism, Trigonal plane",2,6b,1,"[4.2421451216435875, 0.06299101325338781, 0.0540918810943367]",0.0,1.4530760053304375,AB2C4,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",SCAN,B-Ba-O,0.0004578380952366,-3.0940086288095228,4.7852,3,Trigonal,3m,R3c,metaborate,,Ba,,,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.3757134390072057,[3.0],[3.0]
mp-581194,CsB5O8,1.371651458012784,0.3585694906862133,"Tetrahedron, Trigonal plane",2,8c,1,"[0.014503468669499215, 0.03856723642660278, 0.02348064264425215, 0.03250433284411279, 0.017251099286975904]",0.0,0.02526135597428857,AB5C8,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,B-Cs-O,0.0,-2.6065157311607154,5.9417,3,Orthorhombic,mmm,Pbca,oxide,Cs,,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3975557903400868,"[3.0, 4.0]","[3.0, 4.0]"
mp-581285,LiGd6B3O14,1.3880356004086691,0.0616803043490803,Trigonal plane,1,4e,1,"[0.08130304397967984, 0.042351533125848176, 0.002796802701981565]",0.0,0.04215045993583653,AB3C6D14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-Li-O,0.008145955578696,-3.536169111388889,2.8936,4,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,B,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.388067341458834,[3.0],[3.0]
mp-583646,Na2Gd2B2O7,1.3902928002936534,0.4824511003082412,Trigonal plane,1,4e,1,"[0.05649655039371089, 0.02670679981962789]",0.0,0.041601675106669386,A2B2C2D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-Na-O,0.0,-3.128632089314765,2.8545,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,B,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.390489490463347,[3.0],[3.0]
mp-6032,SrSi2(BO4)2,1.4034796489363406,0.2813914613296199,Tetrahedron,1,8d,1,[0.1472867833262818],0.0,0.1472867833262818,AB2C2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-O-Si-Sr,0.0,-3.2047085479487167,5.4873,4,Orthorhombic,mmm,Pnma,oxide,,Sr,,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4848049057802364,[4.0],[4.0]
mp-6040,BaBPO5,1.340118281130939,0.5186996538413533,"Tetrahedron, Square-face bicapped square antiprism",2,3a,1,"[7.666115164863796, 0.20540023571514812]",0.5,3.935757700289472,ABCD5,2,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-O-P,0.0,-3.114177904747024,5.495,4,Trigonal,32,P3_221,oxide,,Ba,,,,B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.490731689744111,[4.0],[4.0]
mp-6075,Ba2Li(BO2)5,1.3856439681795658,0.3418846667311412,"Tetrahedron, Trigonal plane, Tricapped triangular prism (two square-face caps and one triangular-face cap)",3,"2e, 4f",2,"[7.432858502401293, 0.052976538936653106, 0.016004273979699505, 0.06423486766382074]",0.25,1.8915185457453667,AB2C5D10,3,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-Li-O,0.0,-3.029972511064816,4.951700000000001,4,Monoclinic,2/m,P2_1/m,metaborate,Li,Ba,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4339656604206537,"[3.0, 4.0]","[3.0, 4.0]"
mp-6076,Ca4LaB3O10,1.391306270514204,0.1256991524767179,Trigonal plane,1,"2b, 1a",2,"[0.0051236138238855205, 0.002733617452998988]",0.0,0.003928615638442254,AB3C4D10,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Ca-La-O,0.0,-3.3767792098611107,4.3032,4,Monoclinic,m,Cm,oxide,,Ca,,,,B,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.3908236311174116,[3.0],[3.0]
mp-607931,Cs3NaLi2(BO3)2,1.40148979600456,0.1264874109010361,Trigonal plane,1,2i,1,"[0.033046645781672004, 0.02038018960913128]",0.0,0.026713417695401642,AB2C2D3E6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-Li-Na-O,0.0,-2.3234321835960587,3.454,5,Triclinic,-1,P-1,orthoborate,"Li, Na, Cs",,,,,B,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.401528064747111,[3.0],[3.0]
mp-6097,Li3Al(BO3)2,1.389663563472618,0.4636231601064008,Trigonal plane,1,2i,1,"[0.028440355134365033, 0.04542714353569113]",0.0,0.03693374933502808,AB2C3D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-B-Li-O,0.0213789560416621,-2.8462205227777773,4.8248,4,Triclinic,-1,P-1,orthoborate,Li,,,,Al,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3905652136564053,[3.0],[3.0]
mp-614628,Na3Ca(BO2)5,1.368858519994752,0.37436930401234,"Tetrahedron, Trigonal plane",2,2i,1,"[0.046721044168182874, 0.04810165150844723, 0.06540948268227464, 0.03206629881724461, 0.03166429186718291]",0.0,0.04479255380866645,AB3C5D10,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",SCAN,B-Ca-Na-O,0.0015677061841836,-2.8069098460511195,4.4278,4,Triclinic,-1,P-1,metaborate,Na,Ca,,,,B,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3963993756375406,"[3.0, 4.0]","[3.0, 4.0]"
mp-623787,Cs2K2B10O17,1.3794786022734058,0.3826389600619079,"Tetrahedron, Trigonal plane",2,1a,1,"[0.052283491340968685, 0.05612810841833254, 0.056013760376790976, 0.01789182606006858, 0.010151251596703943, 0.009641548222216295, 0.018814821872817376, 0.057610779053275746, 0.060363712447038295, 0.03567675218503888, 0.0538116471678548, 0.044546958289554364, 0.06666481021973203, 0.055528715687853676, 0.0208555400461497, 0.0423097993478929, 0.011190514335232743, 0.010140557907419148, 0.046899295976893206, 0.019203386287753203]",0.0,0.03728636384197936,A2B2C10D17,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-K-O,0.0005399356451611,-2.793620652354096,4.9336,4,Monoclinic,2,C2,oxide,"K, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.431612194484826,"[3.0, 4.0]","[3.0, 4.0]"
mp-6249,Sr3Nd2(BO3)4,1.388711043858096,0.1506363653855416,Trigonal plane,1,4a,1,"[0.02819339611526787, 0.04764817236314518, 0.022579890743598414, 0.01871106763919633]",0.0,0.02928313171530195,A2B3C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Nd-O-Sr,0.0032457074999996,-3.344841852579365,4.569699999999999,4,Orthorhombic,mm2,Pna2_1,orthoborate,,Sr,,,,B,"N, O, S",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.388851233830373,[3.0],[3.0]
mp-6257,CsNb(BO3)2,1.3778636862461695,0.4154558405567117,Trigonal plane,1,4b,1,[0.04003992568832258],0.0,0.04003992568832258,ABC2D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Cs-Nb-O,0.0,-2.8962394932988493,3.2987,4,Orthorhombic,mm2,Pmn2_1,orthoborate,Cs,,Nb,,,B,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3783268725630322,[3.0],[3.0]
mp-6267,LaSiBO5,1.208272381350865,0.9510113896512364,Tetrahedron,1,3a,1,[0.34493789848763146],0.0,0.34493789848763146,ABCD5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-La-O-Si,0.0021957874999998,-3.435388803541667,4.142500000000001,4,Trigonal,32,P3_121,oxide,,,,,,"B, Si","O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,1.482144048134877,[4.0],[4.0]
mp-6310,Ba3Y(BO3)3,1.393409644712071,-0.0844007513131655,"Triangular cupola, Trigonal plane",2,"4b, 2a, 6c",3,"[1.7312449225006608, 3.0662011768493636, 1.7811666236597234, 2.6804358458259694, 0.0006193794980798631, 0.00024264634267027405, 0.00035627142064584034]",0.0,1.3228952665853018,AB3C3D9,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Ba-O-Y,0.0,-3.290322126979165,3.8153,4,Hexagonal,6mm,P6_3cm,orthoborate,,Ba,Y,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3930684582737944,[3.0],[3.0]
