material_id,chem_formula,R$_0$,B,B_chemenv,num_B_chemenvs,B_wyckoff,num_B_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_B_sites,num_CN_env,num_charge_states,mean_coordn_B-X,min_coordn_B-X,max_coordn_B-X,mean_coordn_B-O,min_coordn_B-O,max_coordn_B-O,mean_B_charge,min_B_charge,max_B_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_BO_BondL,BX_coordn,BO_coordn
mp-1201112,Rb2GaB5(H4O7)2,1.3827438131770624,0.3579806129053781,"Tetrahedron, Trigonal plane",2,"2b, 4c",2,"[0.010636849731454304, 0.07270554189215024, 0.011132036519118017]",0.0,0.031491476047574185,AB2C5D8E14,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Ga-H-O-Rb,0.0044121681333324,-2.1399646411111104,5.194599999999999,5,Orthorhombic,222,C222_1,oxide,Rb,,,,Ga,B,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4087575466648536,"[3.0, 4.0]","[3.0, 4.0]"
mp-1201201,Cs3B(SeO4)3,1.357106077776307,0.3994944256081876,Tetrahedron,1,4e,1,[0.25229670349953676],0.0,0.25229670349953676,AB3C3D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",R2SCAN,B-Cs-O-Se,0.0,-1.7180701263243912,3.1535,4,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,B,"C, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4727274872206295,[4.0],[4.0]
mp-1201345,Ba5B3ClO9,1.4001997772739307,0.2598805978928085,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Trigonal plane",3,"2b, 4c, 2a",3,"[3.3024997427792275, 5.32159012218353, 3.4044546166850265, 2.906160857102489, 0.006031870465308385, 0.009920998090473906]",0.167,2.4917763678843423,AB3C5D9,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,B-Ba-Cl-O,0.0,-3.163632456388888,3.7516,4,Orthorhombic,222,C222_1,hypochlorite,,Ba,,,,B,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3993210833568397,[3.0],[3.0]
mp-1201408,CsGaBP2HO9,1.412095620044651,0.2372460168130479,Tetrahedron,1,4e,1,[0.12456852468087026],0.0,0.12456852468087026,ABCDE2F9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Cs-Ga-H-O-P,0.0,-2.5475856577905045,4.6544,6,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,Ga,B,"H, C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4805722852538907,[4.0],[4.0]
mp-1201413,BPb7Br3O7,1.387832858047228,0.4302343376822989,Trigonal plane,1,4f,1,[0.0037616276388427222],0.0,0.0037616276388427222,AB3C7D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Br-O-Pb,0.0,-1.692796271898147,1.9254,4,Monoclinic,2/m,C2/c,oxide,,,,,Pb,B,"O, P",Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3878579830651911,[3.0],[3.0]
mp-1201509,Rb3B(SeO4)3,1.3474249780911998,0.4799855347751047,Tetrahedron,1,4e,1,[0.3346870403871424],0.0,0.3346870403871424,AB3C3D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-O-Rb-Se,0.0,-1.721882505852522,3.0595,4,Orthorhombic,mmm,Ibca,oxide,Rb,,,,,B,"O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4865509734417737,[4.0],[4.0]
mp-1201529,VB(PbO2)4,1.3944218637205288,-0.2722203976748091,Trigonal plane,1,4e,1,[0.037028504051424334],0.0,0.037028504051424334,ABC4D8,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,B-O-Pb-V,0.0,-2.024072574940476,0.0002999999999993,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,Pb,B,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.3942482003301169,[3.0],[3.0]
mp-1201547,Ho4BClO7,1.3806300463767265,0.0556865085975998,Trigonal plane,1,4e,1,[0.017568528141626533],0.0,0.017568528141626533,ABC4D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-Ho-O,0.0,-3.735524496666664,4.773199999999999,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,,,,B,"H, C, O",Cl,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3806761942013368,[3.0],[3.0]
mp-1201606,BP(PbO2)4,1.3941410996307098,-0.2562846522564989,Trigonal plane,1,4e,1,[0.028183765573803532],0.0,0.028183765573803532,ABC4D8,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-O-P-Pb,0.0,-2.140472997414965,3.0005,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,B,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.3940375769047235,[3.0],[3.0]
mp-1201615,Gd4BClO7,1.3809449336418096,0.0486106902043851,Trigonal plane,1,4e,1,[0.019528522870379022],0.0,0.019528522870379022,ABC4D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-Gd-O,0.0,-3.659174311089744,2.9755,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,,,,B,"C, O",Cl,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.380973955697062,[3.0],[3.0]
mp-1201690,Sr3B6H2O13,1.3940243995888877,0.3042392102856501,"Tetrahedron, Trigonal plane",2,2i,1,"[0.03920873402912041, 0.04114602842998648, 0.06405612227578282, 0.09506891561800493, 0.027589255945900643, 0.07385507560398631]",0.0,0.0568206886504636,A2B3C6D13,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-H-O-Sr,0.0,-2.8981835337500006,5.3122,4,Triclinic,-1,P-1,oxide,,Sr,,,,B,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4589369102211245,"[3.0, 4.0]","[3.0, 4.0]"
mp-1201786,KB3SeO7,1.385282372263506,0.3033553568888524,"Tetrahedron, Trigonal plane",2,4e,1,"[0.09447896551648358, 0.06758408709015856, 0.011192399438167636]",0.0,0.057751817348269924,ABC3D7,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-K-O-Se,0.0,-2.424005351632811,4.5432,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,,B,"O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.42140471615649,"[3.0, 4.0]","[3.0, 4.0]"
mp-1202117,LiCu2BP2(HO5)2,1.5307012914977007,-0.1780157924650419,Tetrahedron,1,2e,1,[0.09186889063223529],0.0,0.09186889063223529,ABC2D2E2F10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-H-Li-O-P,0.0222578979365097,-2.085948304126984,0.8472999999999997,6,Monoclinic,2/m,C2/c,oxide,Li,,Cu,,,B,"H, C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.4794239114512826,[4.0],[4.0]
mp-1202291,BiB4(HO3)3,1.389282797787581,0.2146377990002767,"Tetrahedron, Trigonal plane, Trigonal prism, Octahedron",4,1a,1,"[12.951034689488724, 12.620387584823487, 0.07736060338968466, 0.04703937001353138, 0.013430264828151892, 0.03792921236563921, 0.019927793079950216, 0.05192143408132571, 0.21917469102666326, 0.21699414217769558]",0.2,2.6255199785274854,AB3C4D9,4,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Bi-H-O,0.0075639211764695,-2.278491735465687,4.2330000000000005,4,Triclinic,1,P1,oxide,,,,,Bi,B,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4099129727948387,"[3.0, 4.0]","[3.0, 4.0]"
mp-1202358,SrFeBP2(HO5)2,1.5043797035359,-0.0724918413288054,Tetrahedron,1,2i,1,[0.11560153781518759],0.0,0.11560153781518759,ABCD2E2F10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-H-O-P-Sr,0.0076654161438094,-2.5163680227030807,2.4456,6,Triclinic,-1,P-1,oxide,,Sr,Fe,,,B,"H, O, P, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.4831737708662265,[4.0],[4.0]
mp-1202375,NaB3SeO7,1.3857755032143106,0.2963187456616575,"Tetrahedron, Trigonal plane",2,4e,1,"[0.08295215726861788, 0.038315942394433845, 0.01699590427642996]",0.0,0.04608800131316056,ABC3D7,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Na-O-Se,0.0,-2.398303584268588,4.4681,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,B,"N, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4210609391339073,"[3.0, 4.0]","[3.0, 4.0]"
mp-1202407,LaB5H5NO14,1.373224946886991,0.2964895799169411,"Tetrahedron, Trigonal plane",2,4e,1,"[0.026170674805805497, 0.052395663522708275, 0.0676158002201172, 0.21015961506577435, 0.06929573482220283]",0.0,0.08512749768732164,ABC5D5E14,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,B-H-La-N-O,0.0,-2.2649402987339724,3.4857,5,Monoclinic,2/m,P2_1/c,oxide,,,,,,B,"H, N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.4144714548089163,"[3.0, 4.0]","[3.0, 4.0]"
mp-1202621,K3BP3(HO4)3,1.4778340276300954,-0.0048764679180501,Tetrahedron,1,4f,1,[0.09576759936514685],0.0,0.09576759936514685,AB3C3D3E12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-H-K-O-P,0.0154783181723505,-2.4161504485725103,4.8533,5,Monoclinic,2/m,C2/c,oxide,K,,,,,B,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.4764296787784694,[4.0],[4.0]
mp-1202632,Tm4BClO7,1.379338245056586,0.0767261381801389,Trigonal plane,1,4e,1,[0.019628320510098034],0.0,0.019628320510098034,ABC4D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-O-Tm,0.0,-3.7647377653205134,4.7685,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,,,,B,"C, O",Cl,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3794021466426534,[3.0],[3.0]
mp-1202669,Li2CuB4(PbO5)2,1.3765173264575676,0.0835727155486374,Trigonal plane,1,4f,1,"[0.05176100364238394, 0.1132836570819097]",0.0,0.08252233036214682,AB2C2D4E10,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",R2SCAN,B-Cu-Li-O-Pb,0.0074732198872373,-2.334053084122795,0.9895,5,Monoclinic,2/m,C2/c,oxide,Li,,Cu,,Pb,B,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3770799261426407,[3.0],[3.0]
mp-1202692,Eu5B3ClO9,1.3913843231971683,0.299952066497389,Trigonal plane,1,"4c, 2a",2,"[0.003713101817875486, 0.012572818851174297]",0.0,0.008142960334524892,AB3C5D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-Eu-O,0.0,-3.1513231897222247,0.3195000000000005,4,Orthorhombic,222,C222_1,hypochlorite,,,,,,B,"C, O",Cl,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,1.3902475356169224,[3.0],[3.0]
mp-1202742,Nd4B4O11F2,1.378541024724236,0.4288594314572033,"Tetrahedron, Trigonal plane",2,4f,1,"[0.29140989446821336, 0.026454225023375348]",0.0,0.15893205974579436,A2B4C4D11,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-F-Nd-O,0.0207450006646823,-3.5270946344841256,5.1175,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,"N, O",F,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.4505378129369124,"[3.0, 4.0]","[3.0, 4.0]"
mp-1202890,K2B2Se3O10,1.4430922708706877,0.1490176656075361,Tetrahedron,1,8d,1,[0.1793386655126696],0.0,0.1793386655126696,A2B2C3D10,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-K-O-Se,0.0,-1.9480632366096808,4.1143,4,Orthorhombic,mmm,Pnma,oxide,K,,,,,B,"O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.488995677072278,[4.0],[4.0]
mp-1203003,CsB5(H2O3)4,1.3913516733120803,0.1450696497183864,"Tetrahedron, Trigonal plane",2,"2e, 4f",2,"[0.06250337748723515, 0.014382760609951388, 0.06533406474570233]",0.0,0.04740673428096296,AB5C8D12,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-H-O,0.001228133846153,-2.123714496172634,5.8357,4,Monoclinic,2/m,C2/c,oxide,Cs,,,,,B,"H, C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.403780453169281,"[3.0, 4.0]","[3.0, 4.0]"
mp-1203040,B2Pb4O7,1.3908302829792945,0.0213319485832933,Trigonal plane,1,4b,1,"[0.00731663235895811, 0.04533029081071056]",0.0,0.026323461584834337,A2B4C7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-O-Pb,0.0,-2.0441039427564087,2.4544999999999995,3,Orthorhombic,mm2,Aea2,oxide,,,,,Pb,B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3908442652147837,[3.0],[3.0]
mp-1203138,Sc3B5O12,1.381946026616716,0.3315358888338618,Tetrahedron,1,"4h, 8i, 4f",3,"[0.05434989819078863, 0.3607441570985534, 0.16912677796590644, 0.19541774131619566]",0.0,0.194909643642861,A3B5C12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",R2SCAN,B-O-Sc,0.0,-3.120795849124998,3.7969,3,Orthorhombic,mmm,Pmna,oxide,,,Sc,,,B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4755211392266816,[4.0],[4.0]
mp-1203238,K4Ge2B8H2O19,1.3875451074502876,0.3244454192655209,"Tetrahedron, Trigonal plane",2,4f,1,"[0.10063161888779693, 0.13558711278147215, 0.04378889100224009, 0.13390052829413288]",0.0,0.10347703774141051,A2B2C4D8E19,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Ge-H-K-O,0.0010576660599719,-2.5399678336380944,4.1044,5,Monoclinic,2/m,C2/c,oxide,K,,,,,"B, Ge","H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4418644231605249,"[3.0, 4.0]","[3.0, 4.0]"
mp-1203325,Sm2Ge(BO4)2,1.417360254750422,0.2471519263079784,Tetrahedron,1,8d,1,[0.062378295204844975],0.0,0.062378295204844975,AB2C2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Ge-O-Sm,0.0,-3.1818525492948706,4.589,4,Orthorhombic,mmm,Pbcn,oxide,,,,,,"B, Ge","O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.494745168258968,[4.0],[4.0]
mp-1203380,LiBP2Pb4O11,1.3919431247258824,0.0995425828033762,Trigonal plane,1,8c,1,[0.025260287796654207],0.0,0.025260287796654207,ABC2D4E11,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Li-O-P-Pb,0.0050771167763201,-2.334494773449247,2.5899,5,Orthorhombic,mmm,Pbca,oxide,Li,,,,Pb,B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3920126480584518,[3.0],[3.0]
mp-1203431,Dy5B2(O2F3)3,1.3872011532218402,-0.9490187660083812,Trigonal plane,1,4f,1,[0.10924030296960849],0.0,0.10924030296960849,A2B5C6D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Dy-F-O,0.0039213701136366,-4.032227884962119,5.960999999999999,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,O,F,,Dy,,"B $\in$ [-1, -0.1]",Negative B,1.387165809811736,[3.0],[3.0]
mp-1203485,Fe3B11HO20,1.373975208601704,0.4044631339711013,"Tetrahedron, Trigonal plane",2,4b,1,"[0.0732800694462666, 0.06694878547050598, 0.09679463785184822, 0.08933682371215837, 0.046753627411329914, 0.04646815744917428, 0.10178583477325306, 0.46608194341387044, 0.08060307796766121, 0.08296202429153103, 0.5210940287415716]",0.0,0.15200991004810643,AB3C11D20,2,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-H-O,0.0,-2.5479210083452366,0.3226000000000004,4,Orthorhombic,mm2,Pmn2_1,oxide,,,Fe,,,B,"H, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4933720658691916,[4.0],[4.0]
mp-1203766,Ho5B2(O2F3)3,1.3875171006623814,-0.8123757831549583,Trigonal plane,1,4f,1,[0.10615093789489029],0.0,0.10615093789489029,A2B5C6D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-F-Ho-O,0.0173315649999983,-4.031858902310605,6.0236,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,"H, O",F,,Ho,,"B $\in$ [-1, -0.1]",Negative B,1.3874866504713992,[3.0],[3.0]
mp-1203793,CeB4H2ClO8,1.379358935065031,0.3678806276067542,"Tetrahedron, Trigonal plane",2,2a,1,"[0.2234976563152, 0.11299339787002417, 0.011565655838154536, 0.1017589277689043]",0.0,0.11245390944807077,ABC2D4E8,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-Cl-H-O,0.0,-2.680488878072916,0.4502999999999995,5,Monoclinic,m,Cc,hypochlorite,,,,,,B,"H, C, O",Cl,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,1.4403747983248445,"[3.0, 4.0]","[3.0, 4.0]"
mp-1203805,Gd4B4O11F2,1.3767311988769029,0.4172781629284315,"Tetrahedron, Trigonal plane",2,4f,1,"[0.30976532024313286, 0.03439897166419767]",0.0,0.17208214595366528,A2B4C4D11,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-F-Gd-O,0.032976649520501,-3.5206815582936506,2.905,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,O,F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.4467847899099346,"[3.0, 4.0]","[3.0, 4.0]"
mp-1203864,BP3(PbO4)3,1.3817502884796935,0.3231329112029055,Tetrahedron,1,8c,1,[0.14554920539638377],0.0,0.14554920539638377,AB3C3D12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-O-P-Pb,0.0005734505043921,-2.468451055623432,3.9628,4,Orthorhombic,mmm,Pbca,oxide,,,,,Pb,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4748520910671965,[4.0],[4.0]
mp-1204314,Gd(BO2)3,1.3807762720853003,0.3506171244452766,Tetrahedron,1,8d,1,"[0.14738824901553174, 0.09228252013567692, 0.06633491388078402, 0.025262986121021142, 0.11408902016661722, 0.30185482817508935]",0.0,0.1245354195824534,AB3C6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-O,0.0,-3.1727941735624987,2.693,3,Orthorhombic,mmm,Pnma,metaborate,,,,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.482639797021098,[4.0],[4.0]
mp-1204342,Ca2B3H4ClO8,1.3997137787351923,0.2389588814779715,"Tetrahedron, Trigonal plane",2,4e,1,"[0.03978516055125507, 0.08133543537106133, 0.02905987568357258]",0.0,0.050060157201962996,AB2C3D4E8,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",R2SCAN,B-Ca-Cl-H-O,0.0,-2.4895662048611107,5.5358,5,Monoclinic,2/m,P2_1/c,hypochlorite,,Ca,,,,B,"H, C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4503175599066571,"[3.0, 4.0]","[3.0, 4.0]"
mp-1204495,Tb2Ge(BO4)2,1.4189821691480755,0.2011284218870336,Tetrahedron,1,8d,1,[0.04337378142526175],0.0,0.04337378142526175,AB2C2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",R2SCAN,B-Ge-O-Tb,0.0,-3.2046358510897424,4.6023000000000005,4,Orthorhombic,mmm,Pbcn,oxide,,,,,,"B, Ge",O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,1.482351569300365,[4.0],[4.0]
mp-1204549,Er4BClO7,1.37018490131258,0.09512513914165,Trigonal plane,1,4e,1,[0.02066421519938195],0.0,0.02066421519938195,ABC4D7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",R2SCAN,B-Cl-Er-O,0.0,-3.7488301147435874,4.7594,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,,,,B,"C, O",Cl,,Er,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3702648262772097,[3.0],[3.0]
mp-1204611,Th2BPO8,1.4372816622127291,0.1521243348126842,Tetrahedron,1,4e,1,[0.12298187451448608],0.0,0.12298187451448608,ABC2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",GGA,B-O-P-Th,0.0395883351041739,-3.568579894900793,4.532800000000001,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,B,"O, P",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,1.481525753307452,[4.0],[4.0]
mp-1204785,K3Cd(BO2)5,1.3846548909182956,0.3751060324001474,"Tetrahedron, Trigonal plane",2,4e,1,"[0.07283249061640164, 0.037448156021304836, 0.005085757125315976, 0.0431765546531825, 0.03542637405882981]",0.0,0.038793866495006955,AB3C5D10,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Cd-K-O,0.0,-2.604045344741228,3.818,4,Monoclinic,2/m,P2_1/c,metaborate,K,,Cd,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4116062649211925,"[3.0, 4.0]","[3.0, 4.0]"
mp-1204854,KFeBP2HO9,1.4316786590606707,0.1706719631794707,Tetrahedron,1,4e,1,[0.08562500125164343],0.0,0.08562500125164343,ABCDE2F9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-H-K-O-P,0.0,-2.462028850130159,2.8184,6,Monoclinic,2/m,P2_1/c,oxide,K,,Fe,,,B,"H, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4809851073052207,[4.0],[4.0]
mp-1204954,Cd12Ge17(B4O29)2,1.349422468751198,0.4974105272287712,Tetrahedron,1,4h,1,"[0.2446666446558454, 0.32007884632697725]",0.0,0.28237274549141134,A8B12C17D58,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,B-Cd-Ge-O,0.0007592856052642,-1.8913964232894689,0.0001000000000002,4,Tetragonal,-4,P-4,oxide,,,Cd,,,"B, Ge","C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.495335534640076,[4.0],[4.0]
