material_id,chem_formula,R$_0$,B,Ni_chemenv,num_Ni_chemenvs,Ni_wyckoff,num_Ni_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ni_sites,num_CN_env,num_charge_states,NiX_coordn,NiO_coordn,mean_coordn_Ni-X,min_coordn_Ni-X,max_coordn_Ni-X,mean_coordn_Ni-O,min_coordn_Ni-O,max_coordn_Ni-O,mean_Ni_charge,min_Ni_charge,max_Ni_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NiO_BondL
mp-555442,Ni7Te6(ClO9)2,1.9491943682577704,0.1186207025646562,Octahedron,1,"6f, 1b",2,"[0.637536215547263, 0.37318728619450703]",0.0,0.505361750870885,A2B6C7D18,1,2,1,"[6.0, 6.0]","[5.0, 6.0]",6.0,6.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.5,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Ni-O-Te,0.0,-1.389308196969697,2.7053000000000003,4,Trigonal,-3,R-3,hypochlorite,,,Ni,,,Te,"C, N, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.076195694396807
mp-555839,MnNi(BiO3)2,1.9470489220916245,0.1307028783848506,Octahedron,1,2b,1,[0.028784947996884],0.0,0.028784947996884,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Mn-Ni-O,0.015241049916658,-1.621011599793104,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Ni",,Bi,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0916082852781863
mp-556059,K2Ni(NO3)4,1.5348792186127374,0.5106566467621947,Octahedron,1,2a,1,[2.610436036703836],0.0,2.610436036703836,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-N-Ni-O,0.0,-1.191171528657895,2.944,4,Monoclinic,m,Cc,nitrate,K,,Ni,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.096193398833489
mp-556141,Ni3B7ClO13,1.937312458320377,0.1386517465348178,Trigonal bipyramid,1,4a,1,"[2.081426068607626, 2.056493688535525, 2.479185718249041]",0.0,2.2057018251307308,AB3C7D13,1,1,1,[5.0],[4.0],5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Cl-Ni-O,0.0,-2.422030155798612,3.103199999999999,4,Orthorhombic,mm2,Pca2_1,hypochlorite,,,Ni,,,B,"C, N, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0597205778611016
mp-556265,Cs6Si2NiO8,1.9148874369681688,0.0220499227014489,Square plane,1,1g,1,[0.6378696527881981],0.0,0.6378696527881981,AB2C6D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Cs-Ni-O-Si,0.017532499117646,-2.228306848701826,3.087,4,Triclinic,-1,P-1,oxide,Cs,,Ni,,,Si,"C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9301922191151217
mp-556279,K2Ni2(MoO4)3,1.7438665764313002,0.3183955354050991,Octahedron,1,4e,1,"[0.22199596517623002, 0.29944677634253203]",0.0,0.260721370759381,A2B2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-Ni-O,0.0,-1.940426785236843,3.2782,4,Monoclinic,2/m,P2_1/c,oxide,K,,"Ni, Mo",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0907591226627336
mp-556502,K2NiP2WO10,1.89769034416361,0.1763172670150912,Octahedron,1,4a,1,[0.687846989475262],0.0,0.687846989475262,ABC2D2E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Ni-O-P-W,0.0,-2.430548347111607,3.4701,5,Tetragonal,422,P4_12_12,oxide,K,,"Ni, W",,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0924610562409502
mp-556514,Ni5Sn(BO5)2,1.760231041581767,0.3133932049645104,Octahedron,1,"4b, 8d, 4c",3,"[0.788634258217293, 0.5805880265958391, 0.429828941049878, 0.45066890838877405]",0.0,0.562430033562946,AB2C5D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,B-Ni-O-Sn,0.0,-1.859632013657408,2.9308,4,Orthorhombic,mmm,Pnma,oxide,,,Ni,,Sn,B,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.109254368794917
mp-556824,Tl2Ni4P4O15,1.815225387301812,0.2616978794361236,"Tetrahedron, Octahedron",2,"4f, 2c, 2e",3,"[1.26248424562625, 1.164593798920285, 4.5262895259290215, 0.760161027221913, 1.827549751093944, 0.181591396145623]",0.0,1.6204449574895061,A2B4C4D15,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-P-Tl,0.0,-2.138549222109524,3.3299,4,Monoclinic,2/m,C2/c,oxide,,,Ni,,Tl,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.094477051541715
mp-556993,NiBiPO5,2.0340941674920083,0.0365382825010783,Octahedron,1,4e,1,[0.5553804391461711],0.0,0.5553804391461711,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-Ni-O-P,0.0,-2.117806550892858,3.8528,4,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,Bi,B,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0692549184092144
mp-557107,NiB4O7,3.77748254788636,-1.89814475015582,Square pyramid,1,4c,1,[1.189062327073813],0.0,1.189062327073813,AB4C7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,B-Ni-O,0.011685367592596,-2.535456436805554,2.142299999999999,3,Orthorhombic,mmm,Cmcm,tetraborate,,,Ni,,,B,"N, O",,,,,B < -1,Negative B,2.0381001056063313
mp-557209,NiBiAsO5,2.016350378993224,0.0538137407422647,Octahedron,1,4i,1,[0.75296815931538],0.0,0.75296815931538,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,As-Bi-Ni-O,0.0,-1.64332654625,2.8781,4,Triclinic,-1,P-1,oxide,,,Ni,,Bi,"B, As","N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.07065008578385
mp-557503,Cs2Ni(NO3)4,1.2723987697851296,0.7536538881633037,Octahedron,1,2i,1,[4.286863148402704],0.0,4.286863148402704,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-N-Ni-O,0.0,-1.20124385891107,2.9547,4,Triclinic,-1,P-1,nitrate,Cs,,Ni,,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.100664929133211
mp-558316,La4Ni3O10,2.1006434849691225,-0.1251597584382051,Octahedron,1,"4f, 2a",2,"[0.017073727709784003, 0.170252775865865]",0.0,0.0936632517878245,A3B4C10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Ni-O,0.020650505147058,-2.716976697352941,0.0,3,Orthorhombic,mmm,Cmce,oxide,,,Ni,,,,"N, O",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.9768702069666313
mp-558765,Li2Ni(WO4)2,1.944392948761355,0.1369981678118681,Octahedron,1,2d,1,[0.167646690997054],0.0,0.167646690997054,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-W,0.001622865769224,-2.142007291282051,0.0,4,Triclinic,-1,P-1,oxide,Li,,"Ni, W",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.10767013518709
mp-558963,HfNi5(BO5)2,1.7443441170426606,0.3291234111343698,Octahedron,1,"4b, 8d, 4c",3,"[0.39932430138147, 0.48238489108209504, 0.6967295676224591, 0.42320518645285204]",0.0,0.5004109866347191,AB2C5D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,B-Hf-Ni-O,0.0,-2.151686976712963,3.165499999999999,4,Orthorhombic,mmm,Pnma,oxide,,,"Ni, Hf",,,B,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1104631103202474
mp-559589,V2Ni(TeO5)2,2.049491711410115,0.0379954732316218,Octahedron,1,2c,1,[0.359871365238262],0.0,0.359871365238262,AB2C2D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ni-O-Te-V,0.020172850333332,-1.8524438802222232,0.8779999999999991,4,Triclinic,-1,P-1,oxide,,,"V, Ni",,,Te,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.11056987078914
mp-560035,Tl4Ni7(PO4)6,1.9507540661727016,0.1535104180807436,Octahedron,1,"2b, 1a",2,"[0.649341976838478, 0.9171271088657881, 0.9425194742183981, 2.609214360658777]",0.0,1.2795507301453604,A4B6C7D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-P-Tl,0.00855913962195,-2.048073108565622,3.1027,4,Monoclinic,m,Cm,phosphate,,,Ni,,Tl,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1232292732427602
mp-560090,Mn2Ni6Te3PbO18,1.8863237342700343,0.1645250405233733,Octahedron,1,12i,1,[0.7902052425768451],0.0,0.7902052425768451,AB2C3D6E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Mn-Ni-O-Pb-Te,0.0,-1.533292138695403,1.8113,5,Hexagonal,6/m,P6_3/m,oxide,,,"Mn, Ni",,Pb,Te,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.062488302098715
mp-560212,Li2Ni(SO4)2,2.2773946276991066,-0.1665452934288745,Octahedron,1,8c,1,[0.40993290206478106],0.0,0.40993290206478106,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-S,0.001803345865384,-2.03243774676282,4.045400000000001,4,Orthorhombic,mmm,Pbca,sulfate,Li,,Ni,,,,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0942472340046216
mp-560548,KNi3As3O11,1.8738589547907056,0.2158836157368713,Octahedron,1,4e,1,"[0.999808919095393, 0.390490567547496, 0.772466370074233]",0.0,0.7209219522390407,AB3C3D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-K-Ni-O,0.001203405000003,-1.651810094430556,2.563399999999999,4,Monoclinic,2/m,P2_1/c,oxide,K,,Ni,,,As,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1100671248958114
mp-560780,Na4Ni3P4O15,1.913076473376697,0.1713905780861319,Octahedron,1,4a,1,"[1.576820876910897, 2.480944927458255, 4.144595572426846]",0.0,2.7341204589319994,A3B4C4D15,1,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O-P,0.0,-2.374958929003409,3.8566,4,Orthorhombic,mm2,Pna2_1,oxide,Na,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0932950676098163
mp-560864,SrZnNi(PO4)2,1.840987732528839,0.2328900820176542,Octahedron,1,4i,1,[1.683354108343573],0.0,1.683354108343573,ABCD2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ni-O-P-Sr-Zn,0.016643805705123,-2.611145653598901,4.0068,5,Triclinic,-1,P-1,phosphate,,Sr,"Ni, Zn",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.104453010042461
mp-562612,MnNi(BiO3)2,2.125959506966763,-0.0325701580222436,Octahedron,1,"1a, 1b",2,"[0.934812883551813, 0.94549055748302]",0.0,0.9401517205174166,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Mn-Ni-O,0.022367595916658,-1.613885053793104,0.0,4,Monoclinic,2,C2,oxide,,,"Mn, Ni",,Bi,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0898119035017797
mp-573037,Tb2MnNiO6,1.9257240408943848,0.129328119093073,Octahedron,1,2c,1,[0.049988116190066004],0.0,0.049988116190066004,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Mn-Ni-O-Tb,0.0,-2.850117359626436,1.8813,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Ni",,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.068763759034949
mp-578723,UNi7(BO4)4,2.035011275922052,0.0457998732013429,Octahedron,1,"4g, 2c, 8h",3,"[1.429695394187718, 2.595937177349927, 1.884445100477623]",0.0,1.9700258906717558,AB4C7D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Ni-O-U,0.0,-2.157572787559523,0.7519999999999991,4,Orthorhombic,mmm,Pnnm,oxide,,,Ni,,,B,"N, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.088758165049917
mp-584129,Li2NiP2O7,1.775858749334985,0.3288958563576699,Octahedron,1,4i,1,[0.814523019450438],0.0,0.814523019450438,AB2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-P,0.026083949513894,-2.485905394454363,4.1505,4,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1410029050695667
mp-585392,Ni3P3O11,1.9788753154315173,0.1037068018651814,Octahedron,1,4e,1,"[1.7940679663487722, 0.6632245832344851, 1.430186649083748]",0.0,1.2958263995556685,A3B3C11,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ni-O-P,0.049667590808824,-2.113312895672268,0.043299999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0802039407194526
mp-622618,BaLaNiRuO6,2.060215744594074,0.0153977017612575,Octahedron,1,1d,1,[0.29699277977936],0.0,0.29699277977936,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-La-Ni-O-Ru,0.039392856166672,-2.372736589499999,0.0,5,Tetragonal,-4,I-4,oxide,,Ba,"Ni, Ru",,,B,"N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.077208651565782
mp-643570,NiH2SO5,2.1534191563047216,-0.064456876098573,Octahedron,1,2d,1,[0.245282057878337],0.0,0.245282057878337,ABC2D5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-Ni-O-S,0.0,-1.599200371111111,0.0,4,Monoclinic,2/m,C2/c,oxide,,,Ni,,,,"H, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0794607572544286
mp-644129,KNiPH2O5,2.063216146520168,0.0402951635956033,Octahedron,1,4a,1,[0.820325429925392],0.0,0.820325429925392,ABCD2E5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,H-K-Ni-O-P,0.0,-2.009573537439285,3.3402,5,Orthorhombic,mm2,Pmn2_1,oxide,K,,Ni,,,,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.114915165640524
mp-646605,SrNi2Te3(ClO4)2,2.167272457396141,-0.0340242776350957,Octahedron,1,4e,1,"[1.259203146037422, 1.688483045832788]",0.0,1.473843095935105,AB2C2D3E8,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2,2,"Cl-, O2-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Ni-O-Sr-Te,0.0,-1.724758345312499,3.1308,5,Monoclinic,2/m,P2_1/c,perchlorate,,Sr,Ni,,,Te,"C, N, O, S",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1117186690652057
mp-646633,V2Ni(PO5)2,1.9849815483925568,0.039940132279742,Octahedron,1,2a,1,[1.781378474984373],0.0,1.781378474984373,AB2C2D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",SCAN,Ni-O-P-V,0.006174458,-2.461723999285715,1.7658,4,Monoclinic,2/m,P2_1/c,oxide,,,"V, Ni",,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0304779202540897
mp-646749,Nb2Ni4O9,2.101958229813738,0.0126111221395401,Octahedron,1,8d,1,"[0.19106331314659503, 0.5969052079386421]",0.0,0.3939842605426186,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Nb-Ni-O,0.006433360500005,-2.076364263500001,2.535599999999999,3,Orthorhombic,mmm,Pbcn,oxide,,,"Ni, Nb",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0957014478195903
mp-651726,Ni3P4PbO14,1.7136728373283323,0.3605268198748793,Octahedron,1,"2a, 4e",2,"[1.1162461992197241, 0.8241753117875481]",0.0,0.9702107555036361,AB3C4D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-P-Pb,0.0,-2.290910959025973,4.184699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,Pb,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1087898592772905
mp-656884,Ni9O10,1.9773894406244257,0.1049337218134203,Octahedron,1,"1a, 2i",2,"[0.16851472938567202, 0.20845643951241002, 0.347199064773945, 0.35328034365237804, 0.360597383780457]",0.0,0.2876095922209724,A9B10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ni-O,0.046652373421052,-1.108309420526316,0.0,2,Triclinic,-1,P-1,oxide,,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.064511882543773
mp-675030,TiNiO3,1.764192432229624,0.2982397223160362,Octahedron,1,1a,1,"[1.013761250371297, 0.60559979680716, 0.6033663442880051, 0.5546383893333441, 0.530360710977825, 0.657311379253366, 0.7186905409566271, 0.7499672863917961]",0.0,0.6792119622974275,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ni-O-Ti,0.020319030499999,-2.576398636166666,2.3354,3,Triclinic,1,P1,oxide,,,"Ti, Ni",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0937115642438098
mp-677070,V9NiO15,1.524832827618504,0.5286518077533928,Octahedron,1,2i,1,[0.71802617243747],0.0,0.71802617243747,AB9C15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ni-O-V,0.027996462149998,-2.4008206974000013,0.0,3,Triclinic,-1,P-1,oxide,,,"V, Ni",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.110354261657317
mp-677318,LiNi4O5,1.676897656821059,0.4270505860970398,Octahedron,1,4h,1,[0.07430558628407201],0.0,0.07430558628407201,AB4C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.25,2.25,2.25,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.014631713833335,-1.315415985833333,0.0,3,Tetragonal,4/m,I4/m,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0732539498526052
mp-685197,Sr18Ni13O42,1.6439501176861806,0.5940428619815313,"Octahedron, Trigonal prism",2,1a,1,"[0.349531836114701, 0.308458685041123, 0.41128317986321705, 0.42229122296812105, 0.816951473978445, 0.7500995218481371, 0.548117733398488, 0.7807882007651721, 0.8374331411357341, 0.590563629883261, 0.513974102306072, 0.8291468157813571, 0.6665835004328541]",0.0,0.6019402341166679,A13B18C42,2,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ni-O-Sr,0.021245179143835,-2.020376594520548,0.008099999999999,3,Trigonal,3,R3,oxide,,Sr,Ni,,,,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9724728463013583
mp-690528,Li7(NiO2)8,1.816591472777268,0.2119146667752275,Octahedron,1,2i,1,"[0.40568122271189105, 0.7425365184416861, 0.471339511071158, 0.6576324757948421]",0.0,0.5692974320048944,A7B8C16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.12,3.12,3.12,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-Ni-O,0.017942038024195,-1.416462578172042,0.0,3,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9438745615424355
mp-690546,TiNiO3,1.8034479401924763,0.2309698873616485,Octahedron,1,1a,1,"[0.821574274942218, 0.5385564115911441, 0.6138321992011041, 0.5167541672564471, 0.5522215985187491, 0.71611876105351]",0.0,0.6265095687605288,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ni-O-Ti,0.018407698333332,-2.578309968333334,2.2715,3,Triclinic,1,P1,oxide,,,"Ti, Ni",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0583021877383576
mp-690554,Sr5La5Cu(NiO5)4,1.9490217451219567,0.0490377403377541,Octahedron,1,1a,1,"[0.256237684512972, 0.291090766007404, 0.24512092714749503, 0.100098470614705]",0.0,0.223136962070644,AB4C5D5E20,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-La-Ni-O-Sr,0.012091806749991,-2.653813956714286,0.0,5,Triclinic,1,P1,oxide,,Sr,"Ni, Cu",,,,"C, N, O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9647457037279055
mp-690572,Li5(NiO2)6,1.770276424491037,0.2655993541162108,Octahedron,1,1a,1,"[0.652978743864294, 0.5865132839789721, 0.25182319338243303, 0.7831102296823531, 0.6520577103110651, 0.6162514609903741]",0.0,0.5904557703682486,A5B6C12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-Ni-O,0.016577096177531,-1.39571041289855,0.201399999999999,3,Triclinic,1,P1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.91733834405402
