material_id,chem_formula,R$_0$,B,Sc_chemenv,num_Sc_chemenvs,Sc_wyckoff,num_Sc_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sc_sites,num_CN_env,num_charge_states,mean_coordn_Sc-X,min_coordn_Sc-X,max_coordn_Sc-X,mean_coordn_Sc-O,min_coordn_Sc-O,max_coordn_Sc-O,mean_Sc_charge,min_Sc_charge,max_Sc_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ScO_BondL,ScX_coordn,ScO_coordn
mp-16956,Na3Sc2(PO4)3,1.6894897938563225,0.5738772312031643,Octahedron,1,2a,1,"[0.21119594137403386, 0.24987232753773858]",0.0,0.23053413445588622,A2B3C3D12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",SCAN,Na-O-P-Sc,0.0,-3.0695621799033246,4.299,4,Monoclinic,m,Cc,phosphate,Na,,Sc,,,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0880708686999614,[6.0],[6.0]
mp-17619,Sc2Mn2O7,1.6546046844638187,0.6085389644132306,Cube,1,4c,1,[1.66474709845605],0.0,1.66474709845605,A2B2C7,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",R2SCAN,Mn-O-Sc,0.0,-2.8022979103056413,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,"Sc, Mn",,,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.261466721457529,[8.0],[8.0]
mp-18954,ScMnO3,2.048418768440964,0.1649188533046414,Face-capped octahedron,1,"2a, 4b",2,"[3.5224330477922763, 3.1107147087703466]",0.0,3.3165738782813117,ABC3,1,1,1,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",R2SCAN,Mn-O-Sc,0.0077854388958318,-2.9809591727528737,0.0,3,Hexagonal,6mm,P6_3cm,oxide,,,"Sc, Mn",,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.190456624013094,[7.0],[7.0]
mp-23808,KScBP2HO9,2.005167251955798,0.1598789286981279,Octahedron,1,2i,1,[0.9429496868013738],0.0,0.9429496868013738,ABCDE2F9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-H-K-O-P-Sc,0.0,-2.8719384036301583,4.6379,6,Triclinic,-1,P-1,oxide,K,,Sc,,,B,"H, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.118337479591552,[6.0],[6.0]
mp-23809,RbScBP2HO9,2.002412749019282,0.1460240122062399,Octahedron,1,2i,1,[0.9903033588554634],0.0,0.9903033588554634,ABCDE2F9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",R2SCAN,B-H-O-P-Rb-Sc,0.0,-2.8705181383134897,4.806,6,Triclinic,-1,P-1,oxide,Rb,,Sc,,,B,"H, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.105776097257975,[6.0],[6.0]
mp-24144,Na5ScH4(C2O7)2,2.167486390308812,0.0508720364116726,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[1.197867124167563],0.0,1.197867124167563,AB4C4D5E14,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,C-H-Na-O-Sc,0.0,-2.072705452389162,4.837,5,Tetragonal,-42m,P-42_1c,oxide,Na,,Sc,,,,"H, C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.217643295528648,[8.0],[8.0]
mp-24217,Sc2P3(HO3)3,1.7964709049923644,0.4607982997404393,Octahedron,1,4f,1,[0.9110342498027588],0.0,0.9110342498027588,A2B3C3D9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-O-P-Sc,0.0,-2.6439422885399155,4.6108,4,Hexagonal,6/m,P6_3/m,oxide,,,Sc,,,,"H, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1252786601571194,[6.0],[6.0]
mp-2712544,Na6Sc4Zn4SiS11O48,1.769296267013535,0.4702900958457063,Octahedron,1,1a,1,"[0.1609518994203684, 0.18819848629122415, 0.21582326146746028, 0.1737173638010285, 0.20031900833410968, 0.21602067523038426, 0.12819946073703267, 0.4179032031141218, 0.05920546711234613, 0.08696351076776135, 0.07450493821594806, 0.32097752552526587]",0.0,0.18689873333475426,AB4C4D6E11F48,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Sc-Si-Zn,0.0364306101914388,-2.311955966879854,3.8834,6,Triclinic,1,P1,oxide,Na,,"Sc, Zn",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1010956960297733,[6.0],[6.0]
mp-2712627,NaHfScP2SO12,1.8193666680952905,0.3909351989725361,Octahedron,1,6a,1,[0.1770648836123093],0.0,0.1770648836123093,ABCDE2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-S-Sc,0.018713164953704,-2.987766559157316,4.6457,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Hf",,,,"H, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0986613944425776,[6.0],[6.0]
mp-2712634,NaZrScP2SO12,1.8034990379866027,0.424968662856748,Octahedron,1,6a,1,[0.21132671424750124],0.0,0.21132671424750124,ABCDE2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Sc-Zr,0.014828578981481,-2.950173851657316,3.8954,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Zr",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.107107447105834,[6.0],[6.0]
mp-2712639,Na2Sc3NbP4(SO12)2,1.8669043773305496,0.3189585517155225,Octahedron,1,1a,1,"[0.15730342840304626, 0.13729174900745517, 0.31329974142292205, 0.1760856139122493, 0.15838989566842782, 0.23056743538270377, 0.1510064251513792, 0.10706132952981597, 0.11619874732437835]",0.0,0.17191159620026422,AB2C2D3E4F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-S-Sc,0.0060781592129615,-2.8806797072591674,2.0426,6,Triclinic,1,P1,oxide,Na,,"Sc, Nb",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0942123523866623,[6.0],[6.0]
mp-2712674,NaScSnP2SO12,1.8445912209653093,0.3332317662522536,Octahedron,1,6a,1,[0.15903616700724493],0.0,0.15903616700724493,ABCDE2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-S-Sc-Sn,0.0202905508796256,-2.625771499064723,2.4121,6,Monoclinic,m,Cc,oxide,Na,,Sc,,Sn,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.082657288932347,[6.0],[6.0]
mp-2712709,Na3ScZnP2SO12,1.5826810365878197,0.7643070587935924,Octahedron,1,6a,1,[0.4069796451266995],0.0,0.4069796451266995,ABCD2E3F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Sc-Zn,0.0495762763749887,-2.596623264046183,4.2053,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Zn",,,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.116025034530482,[6.0],[6.0]
mp-2712738,Na2Sc3TaP4(SO12)2,1.8553259530775856,0.3427436595103381,Octahedron,1,1a,1,"[0.19548906935836882, 0.12984262735988933, 0.4672663388115541, 0.2978104586401997, 0.20022359053262972, 0.298544181351616, 0.2884956051049065, 0.13167116394428102, 0.16992800009764605]",0.0,0.2421412261334546,AB2C2D3E4F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Sc-Ta,0.0055194580555264,-2.9158536976480565,3.0623,6,Triclinic,1,P1,oxide,Na,,"Sc, Ta",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.099589701358978,[6.0],[6.0]
mp-2712781,NaScTiP2SO12,1.846961199160336,0.298137094474021,Octahedron,1,6a,1,[0.10460240828826602],0.0,0.10460240828826602,ABCDE2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Sc-Ti,0.0255712519907493,-2.865959643138797,2.1194,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Ti",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0599544099024456,[6.0],[6.0]
mp-2712784,Na3MgScP2SO12,1.5055385983585603,0.8692722631792431,Octahedron,1,6a,1,[0.34131672376272837],0.0,0.34131672376272837,ABCD2E3F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-S-Sc,0.0338582502083335,-2.7600972612128496,4.3618,6,Monoclinic,m,Cc,oxide,Na,Mg,Sc,,,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1121302813291347,[6.0],[6.0]
mp-2712814,Na6Ca4Sc4SiS11O48,1.759473314557669,0.5252673166374995,Octahedron,1,1a,1,"[0.25534641119001483, 0.4459872333102528, 0.43831471233701225, 0.29969376838407547, 0.3752277578704434, 0.4780162449465474, 0.34824313327098944, 0.40693188934656266, 0.32550781328949624, 0.3577012088723197, 0.374829593793337, 0.5023933857564736]",0.0,0.3840160960306271,AB4C4D6E11F48,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-S-Sc-Si,0.0316770071593452,-2.560466316339313,3.6366,6,Triclinic,1,P1,oxide,Na,Ca,Sc,,,Si,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.130026511230434,[6.0],[6.0]
mp-2712844,Sc2SiSn2S5O24,1.844285061659357,0.345926003611699,Octahedron,1,1a,1,"[0.11863619648645055, 0.007856554270743556, 0.13020666042857662, 0.17270908206538035, 0.1556732893909566, 0.007418618122993085]",0.0,0.09875006679418345,AB2C2D5E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-S-Sc-Si-Sn,0.0428630272426282,-2.006898735940591,2.0558,5,Triclinic,1,P1,oxide,,,Sc,,Sn,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0958059733274665,[6.0],[6.0]
mp-2712847,Hf2Sc2SiS5O24,1.850915374354848,0.3542541116293157,Octahedron,1,1a,1,"[0.11741034936593395, 0.002430116445739845, 0.13984377296473335, 0.16666413232976887, 0.15431828351275842, 0.003131923463355785]",0.0,0.09729976301371503,AB2C2D5E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Hf-O-S-Sc-Si,0.0084348890686278,-2.70844294389706,3.9145,5,Triclinic,1,P1,oxide,,,"Sc, Hf",,,Si,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1084902654691904,[6.0],[6.0]
mp-2712853,ZrScP(SO6)2,1.865378407737251,0.3329847612265798,Octahedron,1,2a,1,"[0.058322044476053, 0.09164972584787737, 0.08877978852663498]",0.0,0.07958385295018845,ABCD2E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-S-Sc-Zr,0.0158810070588231,-2.758057433508404,3.9275,5,Monoclinic,m,Cc,oxide,,,"Sc, Zr",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.104729284902016,[6.0],[6.0]
mp-2712903,Sc3TaP2(SO6)4,1.900378076613416,0.2769482271934075,Octahedron,1,1a,1,"[0.10243049861109711, 0.11915697907767944, 0.11663905250602176, 0.06058466498281539, 0.08613197151830863, 0.07204049969600758, 0.05728713305038913, 0.07365149188302082, 0.04768426641815041]",0.0,0.08173406197149892,AB2C3D4E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-S-Sc-Ta,0.0196010896078417,-2.719612139655462,3.1192,5,Triclinic,1,P1,oxide,,,"Sc, Ta",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0975039887507063,[6.0],[6.0]
mp-2712915,Sc3NbP2(SO6)4,1.918062034909372,0.2471901634759281,Octahedron,1,1a,1,"[0.07178267737006679, 0.09042998874943123, 0.08196269432548896, 0.046376550460616964, 0.06475902900293448, 0.04599871237867125, 0.031152072736719102, 0.05160608543741146, 0.03330111743489595]",0.0,0.057485436432915135,AB2C3D4E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Nb-O-P-S-Sc,0.0170811310457494,-2.6853680356162464,2.2491000000000003,5,Triclinic,1,P1,oxide,,,"Sc, Nb",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0940045008068395,[6.0],[6.0]
mp-2712939,ScTiP(SO6)2,1.8981648098976671,0.2291169058227264,Octahedron,1,2a,1,"[0.054120879279986454, 0.06212780946493365, 0.062275610837169544]",0.0,0.05950809986069655,ABCD2E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-S-Sc-Ti,0.0270156358333322,-2.663960121939777,2.149,5,Monoclinic,m,Cc,oxide,,,"Sc, Ti",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0628552846147006,[6.0],[6.0]
mp-2712940,Zr2Sc2SiS5O24,1.870199302763067,0.3410913774129278,Octahedron,1,1a,1,"[0.13734751478303114, 0.011052956117946959, 0.13225702776288525, 0.14102654869722525, 0.13763781903581523, 0.010986423515546828]",0.0,0.0950513816520751,AB2C2D5E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-S-Sc-Si-Zr,0.0105377758333338,-2.6702495401715685,3.7533,5,Triclinic,1,P1,oxide,,,"Sc, Zr",,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.118180402871848,[6.0],[6.0]
mp-2712945,Na3ScTa3Si3(PO8)3,1.8208382084332533,0.3793588063778248,Octahedron,1,1a,1,"[0.2931042991589738, 0.12337581112192386, 0.5407326353262903]",0.0,0.319070915202396,AB3C3D3E3F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Si-Ta,0.0260023575450301,-3.103335082659455,3.0909000000000004,6,Triclinic,1,P1,oxide,Na,,"Sc, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.089323708858787,[6.0],[6.0]
mp-2712968,HfScP(SO6)2,1.858375240340001,0.3257658466547111,Octahedron,1,2a,1,"[0.060342470449467146, 0.09064564119788754, 0.0892764178284754]",0.0,0.08008817649194336,ABCD2E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Hf-O-P-S-Sc,0.018829460784314,-2.795851447528011,4.516299999999999,5,Monoclinic,m,Cc,oxide,,,"Sc, Hf",,,,"H, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.092533185235108,[6.0],[6.0]
mp-2712987,Na14Sc3Nb5(SiO4)12,1.58748358577875,0.7415485651508037,Octahedron,1,1a,1,"[0.3752921901483062, 0.2972856902151908, 0.28653484825502795, 0.4393232905326511, 0.3890901969938327, 0.6241699656811993, 0.6218532718392054, 0.5819351154325487, 0.446693658373028]",0.0,0.45135313638566554,A3B5C12D14E48,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-Sc-Si,0.0412679261890271,-2.9931986495647607,2.5405,5,Triclinic,1,P1,silicate,Na,,"Sc, Nb",,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1039402609601887,[6.0],[6.0]
mp-2713041,Sc3TaSiS5O24,1.892249888623441,0.283513160494527,Octahedron,1,1a,1,"[0.14836388652853452, 0.23237618887887224, 0.05137744734982823, 0.15015803029303484, 0.0498476283991669, 0.13735731762335787, 0.006500876648562333, 0.15222908910842714, 0.005845577980953366]",0.0,0.1037840047567486,ABC3D5E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-S-Sc-Si-Ta,0.0415218739215745,-2.6266264349460795,2.3464,5,Triclinic,1,P1,oxide,,,"Sc, Ta",,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.100589906486657,[6.0],[6.0]
mp-2713043,ScSnP(SO6)2,1.866848347846908,0.3010690172660539,Octahedron,1,2a,1,"[0.05071801087500651, 0.10066216308332097, 0.07582027986128376]",0.0,0.07573348460653707,ABCD2E12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-S-Sc-Sn,0.019735655949761,-2.3964426530182075,2.2873,5,Monoclinic,m,Cc,oxide,,,Sc,,Sn,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0832536862667714,[6.0],[6.0]
mp-2713056,Na14Sc3Ta5(SiO4)12,1.5983411574283255,0.7096355185384553,Octahedron,1,1a,1,"[0.3659150351006968, 0.29536617968343415, 0.2824861311696203, 0.42450084814391426, 0.3768626344269902, 0.606900669932135, 0.60203086296075, 0.5681235614684477, 0.43551648141064764]",0.0,0.43974471158851514,A3B5C12D14E48,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Sc-Si-Ta,0.0309276640853584,-3.0700540125728906,3.3614000000000006,5,Triclinic,1,P1,silicate,Na,,"Sc, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.092567579377602,[6.0],[6.0]
mp-2713057,Na3Sc2Nb2SiP5O24,1.8615201787525184,0.298219036284779,Octahedron,1,1a,1,"[0.3482806253937855, 0.18436507204203725, 0.12690247322213818, 0.09036304652903673, 0.051894094406570244, 0.1959230481225508]",0.0,0.16628805995268645,AB2C2D3E5F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-Sc-Si,0.0320548458558551,-2.999686549928439,2.2919,6,Triclinic,1,P1,oxide,Na,,"Sc, Nb",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.071807079302948,[6.0],[6.0]
mp-2713058,Na3Sc2Ta2SiP5O24,1.8586925009803312,0.2999646522549778,Octahedron,1,1a,1,"[0.32766984076936584, 0.17132169202401748, 0.12325649272216417, 0.08746757082843046, 0.04483505847004214, 0.18027890367476668]",0.0,0.1558049264147978,AB2C2D3E5F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Si-Ta,0.0357337817117144,-3.0633670958203303,3.0478,6,Triclinic,1,P1,oxide,Na,,"Sc, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.07021027708402,[6.0],[6.0]
mp-2713078,Na3ScNb3Si3(PO8)3,1.8297031725148136,0.3644757283224318,Octahedron,1,1a,1,"[0.27794859666330357, 0.12003654911557923, 0.44301444327351686]",0.0,0.28033319635079984,AB3C3D3E3F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-Sc-Si,0.0365610090540347,-2.999520297650446,2.3159,6,Triclinic,1,P1,oxide,Na,,"Sc, Nb",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0876552888926456,[6.0],[6.0]
mp-2713119,Sc2Ti2SiS5O24,1.889248285975908,0.285052356896244,Octahedron,1,1a,1,"[0.09029857872118363, 0.0572479507339533, 0.11588868294035662, 0.2664369107340139, 0.18784242748015278, 0.057557208154595835]",0.0,0.12921195979404268,AB2C2D5E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-S-Sc-Si-Ti,0.028747170808824,-2.594549563112745,2.3365,5,Triclinic,1,P1,oxide,,,"Sc, Ti",,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.096922204435563,[6.0],[6.0]
mp-2713171,Na4Mg2Sc2SiS5O24,1.7284257946216193,0.5378784017701606,Octahedron,1,1a,1,"[0.2132895000629348, 0.513870821029005, 0.2977064191713856, 0.4293199878196647, 0.3792727320025574, 0.3321679929126541]",0.0,0.36093790883303356,AB2C2D4E5F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-S-Sc-Si,0.0452315740967677,-2.526848243807472,3.2513000000000005,6,Triclinic,1,P1,oxide,Na,Mg,Sc,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1077009448827777,[6.0],[6.0]
mp-2713178,Na10ScTa7(SiO4)12,1.63077421484252,0.702362842647517,Octahedron,1,1a,1,"[0.537792945869214, 0.6242685230062986, 0.5452358150453377]",0.0,0.5690990946402835,AB7C10D12E48,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Sc-Si-Ta,0.0145867256196634,-3.1245187319246983,3.6398,5,Triclinic,1,P1,silicate,Na,,"Sc, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.119103394708196,[6.0],[6.0]
mp-2713195,Na5HfSc3(PO4)6,1.7122348745804108,0.5586698205982075,Octahedron,1,1a,1,"[0.15615332543474358, 0.11643672969421784, 0.3441785232677987, 0.2852629751240192, 0.33847439424760384, 0.3473532256875033, 0.3144617892621229, 0.31173732500376017, 0.4954870153409014]",0.0,0.30106058922918566,AB3C5D6E24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Sc,0.015206278611104,-3.095337669651804,4.2407,5,Triclinic,1,P1,phosphate,Na,,"Sc, Hf",,,,"H, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.10177778968894,[6.0],[6.0]
mp-2713231,Na2ScInP2SO12,1.8770565641474632,0.3286560214525877,Octahedron,1,1a,1,"[0.25250031603055473, 0.22512904728013422, 0.2374446225281921, 0.2626526823010691, 0.2888753918308293, 0.2491487841628471]",0.0,0.25262514068893777,ABCD2E2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-P-S-Sc,0.0194944668421017,-2.6298790411163675,3.633,6,Triclinic,1,P1,oxide,Na,,Sc,,In,,"N, O, P, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.108762439440495,[6.0],[6.0]
mp-2713233,Na6Mg4Sc4SiS11O48,1.756566370333707,0.4956916020616145,Octahedron,1,1a,1,"[0.18423981698412328, 0.19963580265367595, 0.22999356685726946, 0.20809103559612124, 0.21333825213435278, 0.22934207751090452, 0.13037649483589253, 0.4510169649584657, 0.054538740064294995, 0.0828433500556766, 0.06986352693800944, 0.34471136344635106]",0.0,0.19983258266959478,AB4C4D6E11F48,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-S-Sc-Si,0.0214382933650076,-2.495740148636611,3.9060000000000006,6,Triclinic,1,P1,oxide,Na,Mg,Sc,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.10629079107483,[6.0],[6.0]
mp-2713240,Na2YScP2SO12,1.849562051124684,0.3882860621696328,Octahedron,1,1a,1,"[0.31704112495050835, 0.30989413164986185, 0.24833346120385816, 0.28023075205520726, 0.2915076857487905, 0.3378197567636184]",0.0,0.2974711520619741,ABCD2E2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Sc-Y,0.0383125481578874,-2.9286201757654924,4.1978,6,Triclinic,1,P1,oxide,Na,,"Sc, Y",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.123187255511292,[6.0],[6.0]
