material_id,chem_formula,R$_0$,B,Ce_chemenv,num_Ce_chemenvs,Ce_wyckoff,num_Ce_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ce_sites,num_CN_env,num_charge_states,CeX_coordn,CeO_coordn,mean_coordn_Ce-X,min_coordn_Ce-X,max_coordn_Ce-X,mean_coordn_Ce-O,min_coordn_Ce-O,max_coordn_Ce-O,mean_Ce_charge,min_Ce_charge,max_Ce_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CeO_BondL
mp-2228372,Ce2MgTi4O12,1.7805877699493349,0.7536112070628703,Bicapped octahedron (cap faces with one edge in common),1,"1a, 1b",2,"[2.721814183137167, 2.506349574410798]",0.0,2.6140818787739826,AB2C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Mg-O-Ti,0.03592780335526,-3.540542697807017,0.0,4,Monoclinic,2,C2,oxide,,Mg,Ti,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5231204681864083
mp-2228778,Ce2MgTi4O12,2.1190111404319234,0.4164373060154376,Trigonal prism,1,2i,1,[1.110985118121397],0.0,1.110985118121397,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Mg-O-Ti,0.044653692828944,-3.531816808333333,0.0,4,Triclinic,-1,P-1,oxide,,Mg,Ti,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.385433542485813
mp-2228835,Ce2MgTi4O12,2.1527223501046016,0.3390827424745181,"Square-face capped trigonal prism, Trigonal prism",2,1a,1,"[4.003059547380834, 3.495097165651926]",0.0,3.74907835651638,AB2C4D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Mg-O-Ti,0.043146782828944,-3.533323718333333,0.041199999999999,4,Triclinic,1,P1,oxide,,Mg,Ti,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.4197976688801073
mp-22428,SrCeO3,2.2792816345597777,-0.0459394053586095,Octahedron,1,4a,1,[0.08806315280271401],0.0,0.08806315280271401,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals",r2SCAN,Ce-O-Sr,0.01817628549999,-3.4535901865,2.2817,3,Orthorhombic,mmm,Pnma,oxide,,Sr,,,,,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2545676715521084
mp-24149,LiCe2HO3,0.4405478584295735,2.117888719144834,Tricapped triangular prism (three square-face caps),1,2i,1,[2.011300362646692],0.0,2.011300362646692,ABC2D3,1,1,1,[9.0],[7.0],9.0,9.0,9.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2,2,"H-, O2-","Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-H-Li-O,0.034937443749996,-2.7979020385119053,0.0,4,Orthorhombic,mmm,Immm,oxide,Li,,,,,,"H, C, O",,,Ce,,B > 1,Positive B,2.5271888126641806
mp-2629,Ce7O12,1.2628390434427188,1.796397178200922,"Square-face capped trigonal prism, Octahedron",2,"6f, 1a",2,"[4.578318924248335, 2.257703594712579]",0.0,3.418011259480457,A7B12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.43,3.43,3.43,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O,0.0,-3.795751644210527,0.0,2,Trigonal,-3,R-3,oxide,,,,,,,"C, O",,,Ce,,B > 1,Positive B,2.3903224348953582
mp-2899768,Ba2Ce3Si3O12F,1.7067131464895575,0.9526155803803084,Pentagonal bipyramid,1,6c,1,[0.9555086392969071],0.0,0.9555086392969071,AB2C3D3E12,1,1,1,[7.0],[6.0],7.0,7.0,7.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",r2SCAN,Ba-Ce-F-O-Si,0.0,-3.50749729142857,1.1212,5,Hexagonal,6/m,P6_3/m,fluoride,,Ba,,,,"B, Si","C, O, S",F,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.4767506995771362
mp-3187,BaCeO3,2.2499918802557057,0.014118734903605,Octahedron,1,4a,1,[0.024185198059725],0.0,0.024185198059725,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,Ba-Ce-O,0.0,-3.589836753000001,2.2207,3,Orthorhombic,mmm,Pnma,oxide,,Ba,,,,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.253703783630694
mp-32613,Ce5O9,2.269766571460148,0.1586625952216016,"Cube, Face-capped octahedron",2,2i,1,"[0.544409601271664, 4.505642031589404, 4.427434941093744, 4.311552058121959, 4.199777213914694]",0.0,3.5977631691982928,A5B9,2,3,2,"[7.0, 8.0, 7.0]","[7.0, 8.0, 7.0]",7.333333333333333,7.0,8.0,7.333333333333333,7.0,8.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O,0.0,-3.7916059871428542,0.0,2,Triclinic,-1,P-1,oxide,,,,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.379783096494286
mp-3316,BaCeO3,2.2482287945191164,0.0070809137823748,Octahedron,1,2b,1,[0.036573607508519006],0.0,0.036573607508519006,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,Ba-Ce-O,0.000642611000001,-3.589194142000001,2.2112,3,Orthorhombic,mmm,Imma,oxide,,Ba,,,,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2511070476538975
mp-36699,Ce2Y2O7,2.066408226727911,0.4701791241379155,"Cube, Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism",4,1a,1,"[4.09862548271222, 0.498542407205584, 4.367413100758845, 0.5844578858982791, 4.602849840355472, 0.25070125902851503, 0.589512371373052, 6.509938202920834]",0.125,2.6877550687816,A2B2C7,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Y,0.039820150340908,-3.783161107954545,1.743999999999999,3,Triclinic,1,P1,oxide,,,Y,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3568647458940974
mp-4136,CePO4,1.7014692284489734,0.8303497784820706,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4e,1,[4.30804336070555],0.0,4.30804336070555,ABC4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O-P,0.0,-3.4324044923015933,0.0,3,Monoclinic,2/m,P2_1/c,phosphate,,,,,,,"C, O, P",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5572277309464138
mp-42307,Ba2Ce3Si3O12F,1.5750248247465457,1.143351648543856,Pentagonal bipyramid,1,6c,1,[0.9628033812089051],0.0,0.9628033812089051,AB2C3D3E12,1,1,1,[7.0],[6.0],7.0,7.0,7.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Ce-F-O-Si,0.0,-3.606514152857142,0.2032,5,Hexagonal,6,P6_3,fluoride,,Ba,,,,"B, Si","C, O, S",F,,Ce,,B > 1,Positive B,2.4902916233455015
mp-43055,NaCeTiNbO6F,0.2516454122476274,2.3229228559005355,Hexagonal bipyramid,1,4a,1,[2.108656869464021],0.0,2.108656869464021,ABCDEF6,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-F-Na-Nb-O-Ti,0.027614193863636,-3.356587951564786,0.0346,6,Tetragonal,422,P4_122,fluoride,Na,,"Ti, Nb",,,,"C, N, O",F,,Ce,,B > 1,Positive B,2.5469061523164847
mp-4599,Ce(TeO3)2,2.1787606977185363,0.3423469631614878,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.983904551301226],0.0,2.983904551301226,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Ce-O-Te,0.011484655555557,-2.294280745925925,1.450799999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Te,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.379237630654864
mp-504897,CeP5O14,2.462120193829495,0.0447068505174514,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,1a,1,"[3.020961846531284, 0.508728548129301]",0.0,1.7648451973302925,AB5C14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-O-P,0.0,-2.811459265910714,0.677099999999999,3,Triclinic,1,P1,oxide,,,,,,,"C, O, P",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.506297926302942
mp-504990,RbCeH2S2O9,2.463816928074606,0.0922949497877157,Tricapped triangular prism (three square-face caps),1,4e,1,[2.567252101647375],0.0,2.567252101647375,ABC2D2E9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-H-O-Rb-S,0.0,-2.266206567666666,0.041199999999999,5,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,"H, C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5699081559965875
mp-505070,CeTa3O9,2.6266674692825114,-0.0941478283424626,Bicapped square prism (adjacent faces),1,2i,1,[6.095615851666969],1.0,6.095615851666969,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-O-Ta,0.022250576730778,-3.470269011307691,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Ta,,,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5165889571870497
mp-505619,Ce11O20,2.2376916774512865,0.2027503868825711,"Cube, Face-capped octahedron, Square-face capped trigonal prism",3,"1a, 2i",2,"[0.41270624955501906, 0.37949904113467203, 4.298886038503448, 4.264797151613421, 4.38749185766821, 4.23964778851537]",0.0,2.9971713544983563,A11B20,3,4,2,"[7.0, 8.0, 7.0, 8.0]","[7.0, 8.0, 7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O,0.0,-3.790588383870969,0.0,2,Triclinic,-1,P-1,oxide,,,,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.37940951708576
mp-510277,Ce3S2O3,2.1671885458652027,0.2923505726237388,"Square antiprism, Face-capped octahedron",2,4c,1,"[1.95974340144596, 1.984633747663453, 1.7965545470446762]",0.0,1.9136438987180295,A2B3C3,2,3,2,"[7.0, 8.0, 7.0]","[4.0, 3.0, 4.0]",7.333333333333333,7.0,8.0,3.6666666666666665,3.0,4.0,3.333333333333333,3.0,4.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals",GGA,Ce-O-S,0.0,-3.331020111562498,0.0,3,Orthorhombic,mmm,Pnma,thiosulfate,,,,,,,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3337095730553337
mp-510452,CeHSO5,1.9843977336982803,0.5783726558574569,Tricapped triangular prism (three square-face caps),1,4e,1,[1.786950911676255],0.0,1.786950911676255,ABCD5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-H-O-S,0.010952353593746,-2.482910904843749,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"H, C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.578172508381921
mp-510463,KCeH2S2O9,1.391466853065778,1.0726203761497533,Tricapped triangular prism (three square-face caps),1,4e,1,[2.619384640017815],0.0,2.619384640017815,ABC2D2E9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-H-K-O-S,0.000356245666667,-2.268068361483332,0.013799999999999,5,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, C, O, S",,,Ce,,B > 1,Positive B,2.570390844038234
mp-530883,Ce6Y26O51,2.035219898760002,0.5712331991762555,"Trigonal prism, Square-face capped trigonal prism, Octahedron",3,1a,1,"[4.08599694925603, 4.080942401286623, 4.933448512161418, 5.877715764569775, 5.811797171524488, 5.340303655550556]",0.5,5.021700742391482,A6B26C51,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Y,0.024929205346385,-3.8474994324397582,1.4873,3,Triclinic,1,P1,oxide,,,Y,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.2999793080530693
mp-531564,Ce10Y22O53,2.0284866095945304,0.5535998845679595,"Cube, Face-capped octahedron, Octahedron, Square-face capped trigonal prism, Trigonal prism",5,1a,1,"[3.9338296044888432, 3.4325523516308563, 3.725044646980964, 3.334177179051865, 3.963092300874115, 0.8697642523422761, 6.083619540376275, 3.561959701367079, 4.769818604252851, 6.441566144912379]",0.2,4.01154243262775,A10B22C53,5,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Y,0.02458236466176,-3.827369240676468,1.8209,3,Triclinic,1,P1,oxide,,,Y,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.3263986278788766
mp-531963,Ce14Y18O55,2.058123871649213,0.4863810833206387,"Cube, Face-capped octahedron, Octahedron, Square-face capped trigonal prism, Trigonal prism",5,1a,1,"[4.266948470788087, 0.510590741804083, 4.232364811942321, 4.565442502579975, 4.275399814614583, 0.8865589618191011, 3.410354720808383, 0.540766474898816, 6.359412960807374, 0.5954896173843911, 4.6305305171167355, 0.305982535165212, 4.049571904627243, 6.812657687131264]",0.143,3.245862265820541,A14B18C55,5,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Y,0.032580583548849,-3.799835462097697,1.683599999999999,3,Triclinic,1,P1,oxide,,,Y,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3487035079746503
mp-540753,KCe(PO3)4,3.1081728612986987,-0.638352200364058,Square antiprism,1,4e,1,[1.6374320688910902],0.0,1.6374320688910902,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,Ce-K-O-P,0.0,-2.894500825462302,0.3409,4,Monoclinic,2/m,P2_1/c,phosphite,K,,,,,,"C, O, P",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.4819321843234583
mp-541090,Ce(SeO3)2,2.1278343478465462,0.3788027961680102,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.376040811071846],0.0,2.376040811071846,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O-Se,0.0,-2.138710006631945,1.2671,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"C, O, S, Se",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.371791604327094
mp-541460,Ce4Si2Se3O7,2.240651504868378,0.292767603393841,"Tricapped triangular prism (three square-face caps), Trigonal prism",2,"8g, 8h",2,"[1.183804243975327, 1.702962799081652]",0.0,1.4433835215284896,A2B3C4D7,2,2,1,"[9.0, 6.0]","[6.0, 3.0]",7.5,6.0,9.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,"Se2-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Ce-O-Se-Si,0.017418037200521,-3.110782490595702,0.0,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,,,,Si,"C, O, S, Se",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5579908093704677
mp-541482,BaCeC2O6F,1.7091324287214236,0.7366159056528845,Bicapped square prism (adjacent faces),1,2c,1,[8.214011182725239],1.0,8.214011182725239,ABCD2E6,1,1,1,[10.0],[9.0],10.0,10.0,10.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-Ce-F-O,0.002253406212135,-2.876901741363636,0.197799999999999,5,Trigonal,-3m,R-3m,fluoride,,Ba,,,,B,"C, O",F,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.6169324545298753
mp-542264,BaNaCe2C4O12F,1.9514207941957349,0.5174659275437955,Bicapped square prism (adjacent faces),1,4f,1,[8.146424565822748],1.0,8.146424565822748,ABCD2E4F12,1,1,1,[10.0],[9.0],10.0,10.0,10.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-Ce-F-Na-O,0.0,-2.700640675303776,0.2496,6,Hexagonal,6/mmm,P6_3/mmc,fluoride,Na,Ba,,,,B,"C, N, O",F,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.619159732122562
mp-552177,Ce4Se3O4,2.277355677337716,0.1483650383439259,"Square antiprism, Trigonal prism",2,"2c, 1a, 1b",3,"[2.388935443342377, 2.101859351115664, 9.993323090347202]",0.333,4.828039294935081,A3B4C4,2,3,1,"[6.0, 8.0, 8.0]","[4.0, 4.0, 4.0]",7.333333333333333,6.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.333333333333333,2,3,"Se-, Se2-, O2-","Lanthanides, Nonmetals",GGA,Ce-O-Se,0.021881306103892,-3.110755255184658,0.0,3,Orthorhombic,mm2,Amm2,oxide,,,,,,,"C, O, S, Se",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.373809416513841
mp-554603,K5NaCe2(SO4)6,1.3007308449609662,1.0988598342704563,Square-face bicapped square antiprism,1,2h,1,[2.372310258399183],0.0,2.372310258399183,AB2C5D6E24,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-K-Na-O-S,0.0,-2.434235636648139,0.077199999999999,5,Monoclinic,2/m,C2/m,sulfate,"Na, K",,,,,,"C, N, O, S",,,Ce,,B > 1,Positive B,2.62524221849725
mp-555610,Ce(BO2)3,0.9669979084579604,1.919049217224329,Bicapped square prism (adjacent faces),1,4a,1,[3.095328914524308],0.0,3.095328914524308,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-O,0.038731428250001,-2.935001495499999,0.177399999999998,3,Orthorhombic,mm2,Pca2_1,metaborate,,,,,,B,"C, O",,,Ce,,B > 1,Positive B,2.5405735208042572
mp-555617,Ce10Si8O3,1.284239029287732,1.1951983445519818,"Hexagonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",3,"3g, 1a, 6l",3,"[4.478072877932455, 1.796672928229871, 8.717027964366443]",0.333,4.997257923509589,A3B8C10,3,3,1,"[12.0, 6.0, 8.0]","[0, 2.0, 2.0]",8.666666666666666,6.0,12.0,2.0,0.0,2.0,3.0,3.0,3.0,1.6666666666666667,1,2,"O2-, Si3-","Lanthanides, Metalloids, Nonmetals",r2SCAN,Ce-O-Si,0.00793279220238,-1.360804182142855,0.0,3,Hexagonal,6/mmm,P6/mmm,oxide,,,,,,Si,"C, O, S",,,Ce,,B > 1,Positive B,2.6243367236310196
mp-556236,Na3Ce2C4O12F,2.003284062256498,0.4718291613016586,Bicapped square prism (adjacent faces),1,4f,1,[8.115992512475119],1.0,8.115992512475119,AB2C3D4E12,1,1,1,[10.0],[9.0],10.0,10.0,10.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-Ce-F-Na-O,0.007558137272728,-2.531922262688086,0.125999999999999,5,Hexagonal,6/mmm,P6_3/mmc,fluoride,Na,,,,,,"C, N, O",F,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.612132580757423
mp-556334,Na3Ce(PO4)2,1.6528653931280488,0.9049068739877034,Square-face bicapped trigonal prism,1,4a,1,"[3.111740445707667, 3.280357551122578]",0.0,3.1960489984151224,AB2C3D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-Na-O-P,0.003031252886904,-2.906862519798116,3.526399999999999,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"C, N, O, P",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5470417284674673
mp-556519,CeB2ClO4,2.660900734299875,0.0482976498665328,Square-face bicapped square antiprism,1,2i,1,[3.391540048482612],0.0,3.391540048482612,ABC2D4,1,1,1,[10.0],[7.0],10.0,10.0,10.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-Cl-O,0.01983305437499,-3.061252841041666,0.1345,4,Triclinic,-1,P-1,perchlorate,,,,,,B,"C, O",Cl,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6337693031850704
mp-557282,Rb2Ce(NO3)6,2.4849647031491937,0.0400059565275609,Icosahedron,1,2a,1,[1.3430676315182621],0.0,1.3430676315182621,AB2C6D18,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Ce-N-O-Rb,0.0,-1.391113083888888,1.8696,4,Monoclinic,2/m,P2_1/c,nitrate,Rb,,,,,,"C, N, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.528951587381674
mp-557649,K2Ce(Si2O5)3,1.9215223029756003,0.8322828888700788,Octahedron,1,2e,1,[0.952647224946437],0.0,0.952647224946437,AB2C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ce-K-O-Si,0.0,-3.235151624145834,2.187,4,Monoclinic,2/m,C2/c,oxide,K,,,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.259585451685652
mp-558019,Ce3Si2BO10,2.3348818217919867,0.2451314815754323,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",3,8c,1,"[3.771511192496699, 4.6872496132339325, 2.503320620414468]",0.0,3.6540271420483657,AB2C3D10,3,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-O-Si,0.009212066015624,-3.50728662440104,0.0,4,Orthorhombic,mmm,Pbca,oxide,,,,,,"B, Si","C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5568569470634817
mp-558297,Na2Ce2TiSi(CO6)2,2.243496729244814,0.2915539061291284,Tricapped triangular prism (three square-face caps),1,2i,1,"[4.651298981738583, 5.050608624703258]",0.5,4.8509538032209205,ABC2D2E2F12,1,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,C-Ce-Na-O-Si-Ti,0.035244098075001,-2.921258566054598,0.0,6,Triclinic,-1,P-1,oxide,Na,,Ti,,,Si,"C, N, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5631695393013123
mp-558621,Ce(BO2)3,2.018248718728832,0.5723014091487978,Square-face capped square prism,1,4e,1,[4.289862255184019],0.0,4.289862255184019,AB3C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Ce-O,0.0,-2.973732923749999,0.0,3,Monoclinic,2/m,P2_1/c,metaborate,,,,,,B,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5622785128228722
mp-558886,K2Ce(NO3)6,2.4762952412759764,0.0396004984553824,Icosahedron,1,"2d, 1a",2,"[1.260087008137809, 1.353543669057774]",0.0,1.3068153385977914,AB2C6D18,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,Ce-K-N-O,0.0,-1.383759443993826,1.396799999999999,4,Trigonal,-3,P-3,nitrate,K,,,,,,"C, N, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.519844418570301
