material_id,chem_formula,R$_0$,B,Ce_chemenv,num_Ce_chemenvs,Ce_wyckoff,num_Ce_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ce_sites,num_CN_env,num_charge_states,CeX_coordn,CeO_coordn,mean_coordn_Ce-X,min_coordn_Ce-X,max_coordn_Ce-X,mean_coordn_Ce-O,min_coordn_Ce-O,max_coordn_Ce-O,mean_Ce_charge,min_Ce_charge,max_Ce_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CeO_BondL
mp-1201268,CeV2IO9,2.283390448538098,0.2010586118412599,Square-face monocapped antiprism,1,4d,1,[2.814312903884906],0.0,2.814312903884906,ABC2D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-I-O-V,0.028203171249995,-2.28695300326923,0.0,4,Orthorhombic,mmm,Pbcm,hypoiodite,,,V,,,,"C, O",I,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.51108710174555
mp-1202030,Ce2AlSi2O9,2.207736250671205,0.4012199277343378,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,4e,1,"[4.2077774006260364, 4.105877888149144]",0.0,4.15682764438759,AB2C2D9,2,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ce-O-Si,0.035540625079352,-3.533217721607143,0.026399999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.530043587341577
mp-1202277,CeAg(PO3)4,3.143304217848065,-0.6467985436172652,Square antiprism,1,4e,1,[0.836904750073979],0.0,0.836904750073979,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ag-Ce-O-P,0.024680446782421,-2.692738689874338,0.344599999999999,4,Monoclinic,2/m,P2_1/c,phosphite,,,Ag,,,,"C, O, P",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.5087879757251006
mp-1203316,Ce2Te7Cl2O17,2.132999448013868,0.3361498072336489,Hexagonal bipyramid,1,4g,1,[1.02619666152902],0.0,1.02619666152902,A2B2C7D17,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ce-Cl-O-Te,0.000866746250004,-1.992057413273809,1.3777,4,Monoclinic,2/m,P2/c,oxide,,,,,,Te,"C, O",Cl,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3936550478285357
mp-1203793,CeB4H2ClO8,2.267243121990014,0.2656219904929602,Square-face bicapped square antiprism,1,2a,1,[4.52505713630984],0.0,4.52505713630984,ABC2D4E8,1,1,1,[10.0],[8.0],10.0,10.0,10.0,8.0,8.0,8.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-Cl-H-O,0.0,-2.682640236822916,0.450299999999999,5,Monoclinic,m,Cc,hypochlorite,,,,,,B,"H, C, O",Cl,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.642318355523582
mp-1204806,CeBiW2O9,2.502487836166189,0.0526210799663526,Tricapped triangular prism (three square-face caps),1,4f,1,[4.592341416341364],0.0,4.592341416341364,ABC2D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Ce-O-W,0.048945990480772,-2.443704648076923,0.147699999999999,4,Monoclinic,2/m,C2/c,oxide,,,W,,Bi,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5344078859672674
mp-1204842,CeSbMo2O9,2.46190801873422,0.0157263495957674,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,"[0.40479462355067103, 1.35268302954057]",0.0,0.8787388265456205,ABC2D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ce-Mo-O-Sb,0.036646728640103,-2.353129542307693,0.11,4,Monoclinic,2/m,C2/c,oxide,,,Mo,,,Sb,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4780096982706197
mp-1205078,LiCe(PO3)4,2.058872283844761,0.4649032757469952,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.45244575676328],0.0,0.45244575676328,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-Li-O-P,0.0,-2.908629536216931,0.3603,4,Monoclinic,2/m,C2/c,phosphite,Li,,,,,,"C, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5214084389291385
mp-1210295,NaCe(CO3)2,2.140960841441024,0.4136426651978314,Bicapped square prism (adjacent faces),1,2b,1,[7.562824444143406],1.0,7.562824444143406,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Ce-Na-O,0.0,-2.50065552913793,0.283999999999999,4,Orthorhombic,mm2,Pmc2_1,carbonate,Na,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.608698977765064
mp-1211185,Li3Ce2(BO3)3,1.6174765987542508,0.8826234143173245,Square-face capped square prism,1,4e,1,"[4.126242217128447, 4.956274773146231]",0.0,4.541258495137339,A2B3C3D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-Li-O,0.031994091315357,-3.043742056323529,0.234499999999999,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,,,,,B,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5747401691196923
mp-1211203,LiCe(WO4)2,2.5471703901128544,-0.0403874131668107,Square antiprism,1,2i,1,[2.312385042290172],0.0,2.312385042290172,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Li-O-W,0.029590570729165,-2.623181658194445,0.1177,4,Triclinic,-1,P-1,oxide,Li,,W,,,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4910189081289325
mp-1211775,KCe(WO4)2,2.460818869701396,0.0482674721066258,Square antiprism,1,2g,1,[1.423973352967399],0.0,1.423973352967399,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-K-O-W,0.025442087724375,-2.633005704354166,0.0,4,Monoclinic,2/m,C2/m,oxide,K,,W,,,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5119179274277297
mp-1211778,K3Ce(AsO4)2,2.84880812127058,-0.3885133620006296,Square-face capped trigonal prism,1,2e,1,[1.3028937510620922],0.0,1.3028937510620922,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,As-Ce-K-O,0.021902451964286,-2.381903766196429,0.368499999999999,4,Monoclinic,2/m,P2_1/m,oxide,K,,,,,As,"C, O",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.492549667507869
mp-1211829,KCe(SO4)2,2.5497675097944765,0.0061239243420125,Square-face monocapped antiprism,1,2i,1,[3.816279889836463],0.0,3.816279889836463,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-K-O-S,0.0,-2.515530010604165,0.339599999999999,4,Triclinic,-1,P-1,sulfate,K,,,,,,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.555781301786017
mp-1213689,CsCe(PO3)4,2.4616920198791648,0.0439645728651087,Square antiprism,1,2a,1,[1.213163120913239],0.0,1.213163120913239,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-Cs-O-P,0.0,-2.904090450457033,0.198199999999999,4,Monoclinic,2,P2_1,phosphite,Cs,,,,,,"C, O, P",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.505392366915971
mp-1213822,CeTl(WO4)2,2.616979265753727,-0.0783889688967797,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.8717159422460241],0.0,1.8717159422460241,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ce-O-Tl-W,0.014605902499976,-2.466321212361111,0.0,4,Monoclinic,2/m,C2/c,oxide,,,W,,Tl,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.502794329906231
mp-1213849,CeTl(MoO4)2,1.85285867921848,0.6600543546599382,Square antiprism,1,4c,1,[1.031473861469506],0.0,1.031473861469506,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ce-Mo-O-Tl,0.036767009791658,-2.337175675486111,0.0,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.4885244915161717
mp-1213884,CeTa7O19,2.091086428770512,0.4213500079978851,Bicapped octahedron (opposed cap faces),1,2a,1,[4.449937383508123],0.0,4.449937383508123,AB7C19,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Ta,0.007445405833333,-3.409393056530863,0.076899999999999,3,Hexagonal,-6m2,P-6c2,oxide,,,Ta,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5137732613296144
mp-1213909,CeTl2(PO3)5,2.347124355602,0.1924254518048889,Square antiprism,1,2a,1,[1.453134187127537],0.0,1.453134187127537,AB2C5D15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ce-O-P-Tl,0.00492672173913,-2.661406975429607,3.557899999999999,4,Monoclinic,m,Cc,phosphite,,,,,Tl,,"C, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.537650950339042
mp-1213931,CeMg(BO2)5,2.012895130390755,0.4895499427194914,Square-face bicapped square antiprism,1,4e,1,[4.283032658070017],0.0,4.283032658070017,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-Mg-O,0.0,-3.078082982549019,0.289999999999999,4,Monoclinic,2/m,P2_1/c,metaborate,,Mg,,,,B,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.607060975795959
mp-1214015,CeTl(PO3)4,2.269825252327396,0.2228420369670015,Square antiprism,1,4e,1,[0.399509459192156],0.0,0.399509459192156,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ce-O-P-Tl,0.0,-2.779835083578043,0.346899999999999,4,Monoclinic,2/m,P2_1/c,phosphite,,,,,Tl,,"C, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.4896413076302153
mp-1214188,Ce2Ta3(SeO4)2,2.4287724560840127,0.119097484439362,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,4g,1,"[2.684423090218041, 2.299561339016858]",0.0,2.4919922146174494,A2B2C3D8,2,1,1,[9.0],[7.0],9.0,9.0,9.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2,2,"Se2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Se-Ta,0.035722284333333,-3.124354192112499,0.0,4,Orthorhombic,mmm,Pnnm,oxide,,,Ta,,,,"C, O, S, Se",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.564023363615046
mp-1218323,SrCeAlO4,1.2850030774534291,1.1818335407221554,Tricapped triangular prism (three square-face caps),1,1a,1,[3.477318467431384],0.0,3.477318467431384,ABCD4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Ce-O-Sr,0.044458618586316,-3.479069572857142,0.0,4,Tetragonal,4mm,I4mm,oxide,,Sr,,,Al,,"C, O, S",,,Ce,,B > 1,Positive B,2.5875070617330147
mp-1218498,Sr4CePrO8,1.7281561591051986,1.3857558810163968,Octahedron,1,1g,1,[1.213653690370307],0.0,1.213653690370307,ABC4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals",GGA,Ce-O-Pr-Sr,0.035262601026785,-3.145272192351192,0.0,4,Monoclinic,2/m,P2/m,oxide,,Sr,,,,,"C, O, P, S",,,"Ce, Pr",,B > 1,Positive B,2.2921945091834943
mp-1218593,SrCe3V4O16,2.472712025243601,-0.0254268503272999,Dodecahedron with triangular faces - p2345 plane normalized,1,"2g, 1a",2,"[0.079141073872816, 0.074573930316052]",0.0,0.07685750209443401,AB3C4D16,1,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-O-Sr-V,0.001556151718757,-3.103668890833333,0.0,4,Tetragonal,-42m,P-4m2,oxide,,Sr,V,,,,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4533986873404388
mp-1218619,Sr4CePr3Nb2(CuO5)4,4.280500657024585,-1.861745590244277,Cube,1,1a,1,[0.26862043369492],0.0,0.26862043369492,AB2C3D4E4F20,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Cu-Nb-O-Pr-Sr,0.042059859117644,-2.828499873382352,0.0,6,Orthorhombic,mm2,Amm2,oxide,,Sr,"Cu, Nb",,,,"C, N, O, P, S",,,"Ce, Pr",,B < -1,Negative B,2.4449645452236117
mp-1218622,Sr4CeSm3Nb2(CuO5)4,2.085513082060771,0.3217000100664843,Cube,1,1a,1,[0.066683727194203],0.0,0.066683727194203,AB2C3D4E4F20,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Cu-Nb-O-Sm-Sr,0.045451624889704,-2.851372314558824,0.0,6,Tetragonal,4mm,P4mm,oxide,,Sr,"Cu, Nb",,,,"C, N, O, S",,,"Ce, Sm",,"B $\in$ [0.1, 0.5]",Positive B,2.4187977329298604
mp-1218645,Sr4CeY3Fe2(Cu2O9)2,2.1647104638819443,0.3069513805370117,Cube,1,1d,1,[0.06391918201433],0.0,0.06391918201433,AB2C3D4E4F18,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Cu-Fe-O-Sr-Y,0.040148890211388,-2.5839724243749997,0.0,6,Orthorhombic,mm2,Pmm2,oxide,,Sr,"Fe, Cu, Y",,,,"C, O, S",F,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3855009862468584
mp-1218662,Sr6Ce2Y4Fe3(CuO8)3,2.206382542349316,0.2066621938212984,Cube,1,1a,1,"[0.120149324441899, 0.12161025171176601]",0.0,0.1208797880768325,A2B3C3D4E6F24,1,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,3.5,3.0,4.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Cu-Fe-O-Sr-Y,0.028655118511901,-2.8447347702380963,0.0,6,Monoclinic,m,Cm,oxide,,Sr,"Fe, Cu, Y",,,,"C, O, S",F,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.44610806961307
mp-1218672,Sr4CeMn5O15,2.218285469494366,0.3164248999274324,Cuboctahedron,1,1a,1,[0.054211739460338006],0.0,0.054211739460338006,AB4C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Mn-O-Sr,0.03132051281665,-2.606609873786208,0.0,4,Monoclinic,2/m,C2/m,oxide,,Sr,Mn,,,,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.643108211225453
mp-1218736,Sr6Ce2Y4Fe3(CuO8)3,2.3864829703382533,0.0058464454892569,Cube,1,1b,1,"[0.049252444190675, 0.059663685662548004]",0.0,0.0544580649266115,A2B3C3D4E6F24,1,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Cu-Fe-O-Sr-Y,0.039597596369044,-2.833792292380953,0.0,6,Tetragonal,4mm,P4mm,oxide,,Sr,"Fe, Cu, Y",,,,"C, O, S",F,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.391448552207022
mp-1218854,Sr2CeYCu2RuO10,2.006010036031457,0.5462391946109518,Cube,1,1a,1,[0.07875698969917001],0.0,0.07875698969917001,ABCD2E2F10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Cu-O-Ru-Sr-Y,0.042660977647056,-2.544132465882352,0.0,6,Tetragonal,4mm,I4mm,oxide,,Sr,"Cu, Y, Ru",,,,"C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.393752436877282
mp-1218863,Sr2Ce2Ti5O15,2.487474544482191,0.1869929225758229,Cuboctahedron,1,2c,1,[0.03759836892447],0.0,0.03759836892447,A2B2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Sr-Ti,0.047889125520882,-3.439611941388823,0.2724,4,Trigonal,-3m,R-3m,oxide,,Sr,Ti,,,,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.752266484563674
mp-1218876,Sr2Ce2YCoCu2O11,2.013816945008477,0.5400427384556921,Cube,1,4c,1,[0.12953011907129702],0.0,0.12953011907129702,ABC2D2E2F11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Co-Cu-O-Sr-Y,0.026847313103112,-2.782901580526315,0.4184,6,Orthorhombic,mm2,Ima2,oxide,,Sr,"Co, Cu, Y",,,,"C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.4032713335089033
mp-1218877,Sr2CePrCu3(PbO5)2,2.065941399640118,0.3364799133655264,Cube,1,1a,1,[0.089038721223703],0.0,0.089038721223703,ABC2D2E3F10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ce-Cu-O-Pb-Pr-Sr,0.017609217796051,-2.330169242192983,0.0,6,Triclinic,1,P1,oxide,,Sr,Cu,,Pb,,"C, O, P, S",,,"Ce, Pr",,"B $\in$ [0.1, 0.5]",Positive B,2.4037681327126346
mp-1218910,Sr2CeMn3O9,2.0670392853354764,0.580819599172532,Square-face capped square prism,1,2i,1,[8.376974713293404],1.0,8.376974713293404,AB2C3D9,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Mn-O-Sr,0.029123934027776,-2.701237125586207,0.0,4,Monoclinic,2/m,C2/m,oxide,,Sr,Mn,,,,"C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.361627253960411
mp-1221114,NaCeTiNbO6F,1.509382150987587,1.0522299511895437,Hexagonal bipyramid,1,2a,1,[2.274859502710506],0.0,2.274859502710506,ABCDEF6,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-F-Na-Nb-O-Ti,0.03119446,-3.353007685428422,0.199799999999999,6,Orthorhombic,mmm,Imma,fluoride,Na,,"Ti, Nb",,,,"C, N, O",F,,Ce,,B > 1,Positive B,2.5490743626769103
mp-1223448,LaCeSi2(BO5)2,2.2293213738722057,0.3392371201706475,Square-face bicapped square antiprism,1,1a,1,"[6.448916711336946, 6.470195532902437, 6.37929902958192]",1.0,6.432803757940434,ABC2D2E10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-La-O-Si,0.009990915833332,-3.393674040416666,0.3406,5,Triclinic,1,P1,oxide,,,,,,"B, Si","C, O, S",,,"La, Ce",,"B $\in$ [0.1, 0.5]",Positive B,2.661970923273267
mp-1224471,Li14Ce5Si11N19O7F2,2.227325146574384,0.1604056540289912,"Cube, Hexagonal bipyramid, Pentagonal bipyramid",3,"4b, 2a",2,"[3.137247542897667, 1.246579274653768, 2.113851495684594]",0.0,2.1658927710786764,A2B5C7D11E14F19,3,3,1,"[8.0, 8.0, 7.0]","[2.0, 1.0, 4.0]",7.666666666666667,7.0,8.0,2.333333333333333,1.0,4.0,3.0,3.0,3.0,2.6666666666666665,2,3,"F-, N3-, O2-","Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ce-F-Li-N-O-Si,0.044608712543144,-1.829373951063217,0.0,6,Orthorhombic,mm2,Pmn2_1,fluoride,Li,,,,,Si,"C, N, O, S",F,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.362525406922584
mp-1226546,CeUO4,2.286910587964061,0.1348709221907801,Cube,1,1a,1,[0.17909560443209802],0.0,0.17909560443209802,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",r2SCAN,Ce-O-U,0.006855935263153,-3.905628621666665,0.0,3,Trigonal,-3m,R-3m,oxide,,,,,,,"C, O",,,Ce,U,"B $\in$ [0.1, 0.5]",Positive B,2.4222087235766248
mp-1226592,CeZr3O8,2.056662144052597,0.4323119363940481,Square-face capped trigonal prism,1,1a,1,[2.497150841068999],0.0,2.497150841068999,AB3C8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Zr,0.041511630416666,-3.733499803333333,2.1318,3,Triclinic,1,P1,oxide,,,Zr,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.303014277904366
mp-1226851,CeTaTiO6,2.471952497071741,0.0076111220589884,Square-face bicapped trigonal prism,1,4a,1,[1.76938575806562],0.0,1.76938575806562,ABCD6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Ta-Ti,0.005065558333345,-3.606154339518517,0.0,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Ta",,,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4703149288208017
mp-1227002,CeTiNbO6,2.399982123944986,0.0737535830210234,Square-face bicapped trigonal prism,1,4a,1,[1.822700553429411],0.0,1.822700553429411,ABCD6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Nb-O-Ti,0.0,-3.485640598148148,0.0,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Nb",,,,"C, N, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4571309173097
mp-1227009,Ce4S4Cl2O,3.728397009486989,-1.973720711213857,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,"4b, 2a",2,"[4.046987869755767, 1.621990962948729, 1.230742738497726]",0.0,2.2999071904007407,AB2C4D4,2,2,1,"[7.0, 8.0]","[1.0, 1.0]",7.5,7.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3,3,"Cl-, S2-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Ce-Cl-O-S,0.037007823030303,-2.631661683636362,0.0,4,Orthorhombic,mm2,Cmc2_1,oxide,,,,,,,"C, O, S",Cl,,Ce,,B < -1,Negative B,2.34802576530051
